iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species
Setophaga coronata,145245,Setophaga coronata,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Setophaga,Setophaga coronata
Setophaga nigrescens,145254,Setophaga nigrescens,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Setophaga,Setophaga nigrescens
Setophaga townsendi,145255,Setophaga townsendi,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Setophaga,Setophaga townsendi
Shepherdia canadensis,79072,Shepherdia canadensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Elaeagnaceae,,,Shepherdia,Shepherdia canadensis
Silene coronaria,485191,Silene coronaria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,Silene coronaria
Similiclava nivea,873890,Similiclava nivea,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Similiclavidae,,,Similiclava,Similiclava nivea
Sitta canadensis,14823,Sitta canadensis,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Sittidae,,,Sitta,Sitta canadensis
Smithora naiadum,339024,Smithora naiadum,Plantae,Rhodophyta,,,Compsopogonophyceae,,,Erythropeltidales,,,,Erythrotrichiaceae,,,Smithora,Smithora naiadum
Solaster dawsoni,117692,Solaster dawsoni,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,Solaster dawsoni
Solaster endeca,371725,Solaster endeca,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,Solaster endeca
Solaster stimpsoni,208013,Solaster stimpsoni,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,Solaster stimpsoni
Solen sicarius,54529,Solen sicarius,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,,Solenoidea,Solenidae,,,Solen,Solen sicarius
Sonchus asper,53269,Sonchus asper,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,Sonchus asper
Sorex vagrans vagrans,345876,Sorex vagrans vagrans,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Eulipotyphla,,,,Soricidae,Soricinae,Soricini,Sorex,Sorex vagrans
Sparlingia pertusa,429855,Sparlingia pertusa,Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,,Rhodymeniaceae,,,Sparlingia,Sparlingia pertusa
Spelobia,211476,Spelobia,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Sphaeroceroidea,Sphaeroceridae,Limosininae,,Spelobia,
Spergularia canadensis,79168,Spergularia canadensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergularia,Spergularia canadensis
Sphaerium,92157,Sphaerium,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Sphaeriida,,,Sphaerioidea,Sphaeriidae,Sphaeriinae,,Sphaerium,
Sphyrapicus ruber,18464,Sphyrapicus ruber,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,,,Sphyrapicus,Sphyrapicus ruber
Spilosoma virginica,60839,Spilosoma virginica,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Spilosoma,Spilosoma virginica
Spinus pinus,145304,Spinus pinus,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Spinus,Spinus pinus
Spinus tristis,145310,Spinus tristis,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Spinus,Spinus tristis
Spiranthes romanzoffiana,50743,Spiranthes romanzoffiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Cranichideae,Spiranthes,Spiranthes romanzoffiana
Stachys chamissonis cooleyae,52627,Stachys chamissonis cooleyae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,Stachys chamissonis
Stellaria calycantha,79200,Stellaria calycantha,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Alsinoideae,Alsineae,Stellaria,Stellaria calycantha
Stellaria crispa,79201,Stellaria crispa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Alsinoideae,Alsineae,Stellaria,Stellaria crispa
Stellaria media,1087592,Stellaria media,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Alsinoideae,Alsineae,Stellaria,
Stenogramma interruptum,339049,Stenogramma interruptum,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,,Phyllophoraceae,,,Stenogramma,Stenogramma interruptum
Stenotus binotatus,321690,Stenotus binotatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Mirinae,Mirini,Stenotus,Stenotus binotatus
Stephanocystis geminata,866748,Stephanocystis geminata,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,,Sargassaceae,,,Stephanocystis,Stephanocystis geminata
Stereodon subimponens,1123573,Stereodon subimponens,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Stereodontaceae,,,Stereodon,Stereodon subimponens
Stereum hirsutum,55501,Stereum hirsutum,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,,Stereaceae,,,Stereum,Stereum hirsutum
Stomphia didemon,501276,Stomphia didemon,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinostoloidea,Actinostolidae,,,Stomphia,Stomphia didemon
Strix varia,19893,Strix varia,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,,Strigidae,,,Strix,Strix varia
Strongylocentrotus droebachiensis,120070,Strongylocentrotus droebachiensis,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,Strongylocentrotus droebachiensis
Stropharia ambigua,53284,Stropharia ambigua,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Strophariaceae,,,Stropharia,Stropharia ambigua
Struthiopteris spicant,774894,Struthiopteris spicant,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Blechnaceae,,,Struthiopteris,Struthiopteris spicant
Styela gibbsii,521988,Styela gibbsii,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Styelidae,,,Styela,Styela gibbsii
Stylantheca papillosa,131205,Stylantheca papillosa,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Stylasteridae,,,Stylantheca,Stylantheca papillosa
Stylasterias forreri,255883,Stylasterias forreri,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Stylasterias,Stylasterias forreri
Stylochus californicus,426060,Stylochus californicus,Animalia,Platyhelminthes,Rhabditophora,,,,,Polycladida,Acotylea,,Stylochoidea,Stylochidae,,,Stylochus,Stylochus californicus
Suillus caerulescens,63505,Suillus caerulescens,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Suillaceae,,,Suillus,Suillus caerulescens
Sycon,347738,Sycon,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Sycettidae,,,Sycon,
Syllis armillaris,691904,Syllis armillaris,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Syllidae,Syllinae,,Syllis,Syllis armillaris
Sympetrum illotum,51555,Sympetrum illotum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,,Libellulidae,,,Sympetrum,Sympetrum illotum
Symphoricarpos albus,48523,Symphoricarpos albus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,Symphoricarpos albus
Symphoricarpos mollis,53456,Symphoricarpos mollis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,Symphoricarpos mollis
Syngnathus leptorhynchus,54538,Syngnathus leptorhynchus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Syngnathiformes,,,,Syngnathidae,Syngnathinae,,Syngnathus,Syngnathus leptorhynchus
Synoicum parfustis,424278,Synoicum parfustis,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polyclinidae,,,Synoicum,Synoicum parfustis
Syritta,81980,Syritta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,,Syrphidae,Eristalinae,Milesiini,Syritta,
Tachycineta bicolor,11935,Tachycineta bicolor,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Hirundinidae,,,Tachycineta,Tachycineta bicolor
Tachycineta thalassina,11931,Tachycineta thalassina,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Hirundinidae,,,Tachycineta,Tachycineta thalassina
Tachypeza,472843,Tachypeza,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,Empidoidea,Hybotidae,Tachydromiinae,Tachydromiini,Tachypeza,
Tamiasciurus hudsonicus,46260,Tamiasciurus hudsonicus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,,Sciuridae,Sciurinae,Sciurini,Tamiasciurus,Tamiasciurus hudsonicus
Tanacetum vulgare,55971,Tanacetum vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Tanacetum,Tanacetum vulgare
Tapinoma sessile,47340,Tapinoma sessile,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Dolichoderinae,Tapinomini,Tapinoma,Tapinoma sessile
Taricha granulosa,27826,Taricha granulosa,Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,,Salamandridae,Pleurodelinae,,Taricha,Taricha granulosa
Taxus brevifolia,55209,Taxus brevifolia,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Taxaceae,,,Taxus,Taxus brevifolia
Tectura,50081,Tectura,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,,Lottioidea,Lottiidae,Tecturinae,,Tectura,
Tellima grandiflora,51655,Tellima grandiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,,Tellima,Tellima grandiflora
Telmatogeton alaskensis,338978,Telmatogeton alaskensis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Telmatogetoninae,,Telmatogeton,Telmatogeton alaskensis
Tephrochlamys,336919,Tephrochlamys,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Sphaeroceroidea,Heleomyzidae,Heteromyzinae,,Tephrochlamys,
Thalassosmittia marina,826343,Thalassosmittia marina,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,,,Thalassosmittia,Thalassosmittia marina
Thamnophis elegans,28398,Thamnophis elegans,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,Thamnophis elegans
Thamnophis ordinoides,28389,Thamnophis ordinoides,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,Thamnophis ordinoides
Thamnophis sirtalis,28362,Thamnophis sirtalis,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,Thamnophis sirtalis
Thelepus crispus,117582,Thelepus crispus,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebellomorpha,,,Terebellidae,Thelepodinae,,Thelepus,Thelepus crispus
Thelotrema lepadinum,129667,Thelotrema lepadinum,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Thelotrema,Thelotrema lepadinum
Thoracochaeta johnsoni,626043,Thoracochaeta johnsoni,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Sphaeroceroidea,Sphaeroceridae,Limosininae,,Thoracochaeta,Thoracochaeta johnsoni
Thoracochaeta seticosta,826346,Thoracochaeta seticosta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Sphaeroceroidea,Sphaeroceridae,Limosininae,,Thoracochaeta,Thoracochaeta seticosta
Thryomanes bewickii,7576,Thryomanes bewickii,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Troglodytidae,,,Thryomanes,Thryomanes bewickii
Thuiaria thuja,873882,Thuiaria thuja,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Thuiaria,Thuiaria thuja
Thuja plicata,48252,Thuja plicata,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Thuja,Thuja plicata
Thysanocardia nigra,1239949,Thysanocardia nigra,Animalia,Sipuncula,,,Sipunculidea,,,Golfingiida,,,,Golfingiidae,,,Thysanocardia,Thysanocardia nigra
Tiarella trifoliata,51643,Tiarella trifoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,,Tiarella,Tiarella trifoliata
Tipula,548112,Tipula,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,Tipulinae,,Tipula,
Tomopteris pacifica,693689,Tomopteris pacifica,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,,,,Tomopteridae,,,Tomopteris,Tomopteris pacifica
Tonicella insignis,498132,Tonicella insignis,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella insignis
Tonicella lineata,47425,Tonicella lineata,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella lineata
Torilis arvensis,56846,Torilis arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Scandiceae,Torilis,Torilis arvensis
Torilis japonica,133918,Torilis japonica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Scandiceae,Torilis,Torilis japonica
Toxicodendron diversilobum,51080,Toxicodendron diversilobum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Anacardiaceae,Anacardioideae,,Toxicodendron,Toxicodendron diversilobum
Toxicoscordion venenosum,59087,Toxicoscordion venenosum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Melanthiaceae,,Melanthieae,Toxicoscordion,Toxicoscordion venenosum
Trametes versicolor,1153556,Trametes versicolor,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Trametes,
Travisia pupa,1239975,Travisia pupa,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,,Travisiidae,,,Travisia,Travisia pupa
Tresus capax,126927,Tresus capax,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Mactroidea,Mactridae,Lutrariinae,,Tresus,Tresus capax
Tresus nuttallii,117611,Tresus nuttallii,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Mactroidea,Mactridae,Lutrariinae,,Tresus,Tresus nuttallii
Trichotropis cancellata,447177,Trichotropis cancellata,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Capuloidea,Capulidae,,,Trichotropis,Trichotropis cancellata
Trifolium dubium,53313,Trifolium dubium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium dubium
Trifolium repens,55745,Trifolium repens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium repens
Trifolium willdenovii,57081,Trifolium willdenovii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium willdenovii
Triglops pingelii,232947,Triglops pingelii,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Triglops,Triglops pingelii
Trimerotropis verruculata,153394,Trimerotropis verruculata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acrididea,Acridoidea,Acrididae,Oedipodinae,Trimerotropini,Trimerotropis,Trimerotropis verruculata
Triopha modesta,1133369,Triopha modesta,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Polyceroidea,Polyceridae,Triophinae,,Triopha,Triopha modesta
Triteleia hyacinthina,57132,Triteleia hyacinthina,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Brodiaeoideae,,Triteleia,Triteleia hyacinthina
Tritonia festiva,48827,Tritonia festiva,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Tritonioidea,Tritoniidae,,,Tritonia,Tritonia festiva
Tritonia tetraquetra,545545,Tritonia tetraquetra,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Tritonioidea,Tritoniidae,,,Tritonia,Tritonia tetraquetra
Troglodytes aedon,7562,Troglodytes aedon,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Troglodytidae,,,Troglodytes,Troglodytes aedon
Troglodytes pacificus,144882,Troglodytes pacificus,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Troglodytidae,,,Troglodytes,Troglodytes pacificus
Tropisternus,133623,Tropisternus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphyliniformia,Hydrophiloidea,Hydrophilidae,Hydrophilinae,Hydrophilini,Tropisternus,
Tubulanus polymorphus,117581,Tubulanus polymorphus,Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,Tubulanus polymorphus
Tubularia indivisa,461660,Tubularia indivisa,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,,Tubulariidae,,,Tubularia,Tubularia indivisa
Tuckermanopsis orbata,813868,Tuckermanopsis orbata,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Tuckermanopsis,Tuckermanopsis orbata
Turdus migratorius,12727,Turdus migratorius,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Turdidae,,,Turdus,Turdus migratorius
Typha latifolia,48685,Typha latifolia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Typhaceae,,,Typha,Typha latifolia
Tyria jacobaeae,51781,Tyria jacobaeae,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Tyria,Tyria jacobaeae
Ulva compressa,372556,Ulva compressa,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulva,Ulva compressa
Ulva fenestrata,152972,Ulva fenestrata,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulva,Ulva fenestrata
Ulva intestinalis,130197,Ulva intestinalis,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulva,Ulva intestinalis
Ulva linza,201435,Ulva linza,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulva,Ulva linza
Ulvaria obscura,504878,Ulvaria obscura,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,,Ulvaceae,,,Ulvaria,Ulvaria obscura
Upogebia pugettensis,117662,Upogebia pugettensis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Gebiidea,,Upogebiidae,,,Upogebia,Upogebia pugettensis
Uria aalge,4519,Uria aalge,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Alcidae,,,Uria,Uria aalge
Urtica dioica,51884,Urtica dioica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Urticaceae,,,Urtica,Urtica dioica
Urticina clandestina,898651,Urticina clandestina,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Urticina,Urticina clandestina
Urticina coriacea,122038,Urticina coriacea,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Urticina,Urticina coriacea
Urticina grebelnyi,492672,Urticina grebelnyi,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Urticina,Urticina grebelnyi
Urticina piscivora,51711,Urticina piscivora,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Urticina,Urticina piscivora
Usnea cavernosa,182690,Usnea cavernosa,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,Usnea cavernosa
Usnea dasopoga,532452,Usnea dasopoga,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,Usnea dasopoga
Usnea glabrata,233312,Usnea glabrata,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,Usnea glabrata
Usnea hirta,182679,Usnea hirta,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,Usnea hirta
Usnea perplexans,597121,Usnea perplexans,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,Usnea perplexans
Usnea subfloridana,182682,Usnea subfloridana,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,Usnea subfloridana
Vaccinium ovatum,48349,Vaccinium ovatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,Vaccinium ovatum
Vaccinium parvifolium,48354,Vaccinium parvifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,Vaccinium parvifolium
Vanessa atalanta,49133,Vanessa atalanta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,Vanessa atalanta
Verbascum thapsus,59029,Verbascum thapsus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Scrophulariaceae,,Scrophularieae,Verbascum,Verbascum thapsus
Vermetus compactus,873857,Vermetus compactus,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Vermetoidea,Vermetidae,,,Vermetus,Vermetus compactus
Veronica arvensis,55748,Veronica arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,Veronica arvensis
Veronica beccabunga,54333,Veronica beccabunga,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,Veronica beccabunga
Veronica officinalis,129020,Veronica officinalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,Veronica officinalis
Vespericola columbianus,233542,Vespericola columbianus,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidei,Helicoidea,Polygyridae,Triodopsinae,Vespericolini,Vespericola,Vespericola columbianus
Vespula consobrina,82328,Vespula consobrina,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Vespinae,,Vespula,Vespula consobrina
Vespula pensylvanica,61355,Vespula pensylvanica,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Vespinae,,Vespula,Vespula pensylvanica
