Taxon name,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Common name
Pterochondria woodii,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,cartilage-wing seaweed
Schizymenia pacifica,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,slimy leaf
Polyneura latissima,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,network red seaweed
Delesseria decipiens,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,winged rib
Membranoptera platyphylla,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,feather-veined red seaweed
Bonnemaisonia nootkana,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,delicately-branched red seaweed
Rhodoptilum plumosum,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,plumose red braid
Gloiocladia laciniata,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,blue branching seaweed
Fryeella gardneri,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,arched red seaweed
Griffithsia pacifica?,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,"seaweed C, orange-coloured red alga"
Leucilla nuttingi,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,stalked vase sponge
Cliona californiana,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,yellow boring sponge
Myxilla lacunosa,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,sulphur sponge
Adocia sp.,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,pale orange carpet sponge
Clathria pennata,2008-03-23T11:43:00,spectacular on underhangs,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,red velvety sponge 1
Myxilla incrustans,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,rough scallop sponge
Mycale adhaerens,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,smooth scallop sponge
undetermined demo sponge,2008-03-23T11:43:00,off yellow encrusting,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,demo sponge
Metridium farcimen,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,giant plumose anemone
Pachycerianthus fimbriatus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,tube-dwelling anemone
Epizoanthus scotinus,2008-03-23T11:43:00,huge patches,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,orange zoanthid
Balanophyllia elegans,2008-03-23T11:43:00,spectacular,wreck of the Del Norte,49.03,-123.58667,very abundant,open,81,60,orange cup coral
Alcyonium sp.?,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,orange soft coral
Ptilosarcus gurneyi,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,orange sea pen
Stylantheca papillosa,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,encrusting hydrocoral
Abietinaria spp.,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,coarse sea fir hydroids
Thuiaria spp.,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,embedded sea fir hydroids
Rhizocaulus verticillatus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,horse-tail hydroid
Plumularia sp.,2008-03-23T11:43:00,on kelps,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,delicate plume hydroid
Obelia spp.,2008-03-23T11:43:00,very short,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,wine-glass hydroids
Garveia annulata,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,orange hydroid
Clavactinia milleri,2008-03-23T11:43:00,spectacular,wreck of the Del Norte,49.03,-123.58667,abundant,open,81,60,hedge-hog hydroid
Hydractinia sp. (H. laevispina?),2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,barnacle fur hydroid
Pinauay crocea,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,bushy pink-mouth hydroid
Pinauay marina,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,solitary pink-mouth hydroid
Tubularia indivisa,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,giant pink-mouth hydroid
Similiclava nivea,2008-03-23T11:43:00,patches,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,white hydroid
Orthopyxis sp.,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,spider web hydroid
Thuiaria thuja,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,bottlebrush hydroid
Pleurobrachia bachei,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,sea gooseberry
Tubulanus polymorphus,2008-03-23T11:43:00,small,wreck of the Del Norte,49.03,-123.58667,1,open,81,60,orange ribbon worm
Arctonoe pulchra,2008-03-23T11:43:00,on Dermasterias,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,red commensal scaleworm
Serpula columbiana,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,red-trumpet calcareous tubeworm
Pseudochitinopoma occidentalis,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,western calcareous tubeworm
Pileolaria spp.,2008-03-23T11:43:00,small colonies,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,dwarf calcareous worm
Dodecaceria fewkesi,2008-03-23T11:43:00,"small, clean colonies",wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,fringed filament-worm
Parasabella media,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,parasol feather-duster
Myxicola infundibulum,2008-03-23T11:43:00,crevice full,wreck of the Del Norte,49.03,-123.58667,1,open,81,60,slime-tube feather-duster
Pista elongata,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,basket-top spaghetti-worm
Thelepus spp.,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,2,open,81,60,curly-head spaghetti-worm
Eurystomella bilabiata,2008-03-23T11:43:00,orange and brown,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,derby hat bryozoan
Schizoporella japonica,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,orange encrusting bryozoan
Bugula californica,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,spiral bryozoan
Crisia spp.,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,white tuft bryozoans
Heteropora pacifica,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,northern staghorn bryozoan
Diaperoforma californica,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,southern staghorn bryozoan
Hippodiplosia insculpta,2008-03-23T11:43:00,on red algae,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,fluted bryozoan
Barentsia sp.,2008-03-23T11:43:00,patches,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,nodding heads
Tonicella lineata,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,lined chiton
Tonicella insignis,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,white-line chiton
Mopalia lignosa,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,woody chiton
Mopalia swanii,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,1,open,81,60,Swan's mopalia
Lepidozona mertensii,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,Merten's chiton
Chlamys hastata,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,spiny pink scallop
Crassadoma gigantea,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,giant rock scallop
Pododesmus macrochisma,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,green false-jingle
Acmaea mitra,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,whitecap limpet
Cryptobranchia concentrica,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,ringed blind limpet
Diodora aspera,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,rough keyhole limpet
Haliotis kamtschatkana,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,2,open,81,60,northern abalone
Nucella lamellosa,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,wrinkled dogwinkle
Ceratostoma foliatum,2008-03-23T11:43:00,and eggs,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,leafy hornmouth
Amphissa columbiana,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,wrinkled amphissa
Calliostoma ligatum,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,blue topsnail
Calliostoma annulatum,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,2,open,81,60,purple-ringed topsnail
Euspira lewisii,2008-03-23T11:43:00,shells,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,Lewis's moonsnail
Doris nobilis,2008-03-23T11:43:00,mating,wreck of the Del Norte,49.03,-123.58667,2,open,81,60,noble sea lemon
Diaulula lentiginosa,2008-03-23T11:43:00,large,wreck of the Del Norte,49.03,-123.58667,1,open,81,60,freckled pale sea lemon
Doris montereyensis,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,Monterey sea lemon
Cadlina luteomarginata,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,yellow-rimmed nudibranch
Acanthodoris nanaimoensis,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,3,open,81,60,Nanaimo nudibranch
Tritonia festiva,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,2,open,81,60,diamondback nudibranch
Dendronotus albus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,2,open,81,60,multicolor/ white dendronotid
Dirona albolineata,2008-03-23T11:43:00,large in one group,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,frosted nudibranch
Janolus fuscus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,1,open,81,60,white-and-orange-tipped nudibranch
Flabellina triophina,2008-03-23T11:43:00,large,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,red flabellina
Flabellina verrucosa,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,red-gilled nudibranch
Flabellina trilineata,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,three-lined nudibranch
Chromopleustes oculatus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,black-and-white sea flea
Argulus pugettensis,2008-03-23T11:43:00,on head of striped perch,wreck of the Del Norte,49.03,-123.58667,1,open,81,60,surfperch fish louse
Scyra acutifrons,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,sharpnose crab
Oregonia gracilis,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,graceful decorator crab
Petrolisthes eriomerus,2008-03-23T11:43:00,under rocks,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,flattop crab
Lopholithodes mandtii,2008-03-23T11:43:00,various size,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,Puget Sound king crab
Pagurus beringanus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,Bering hermit
Pagurus kennerlyi,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,2,open,81,60,bluespine hermit
Balanus nubilus,2008-03-23T11:43:00,solitary and clusters,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,giant acorn barnacle
Pisaster ochraceus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,purple star or ochre star
Pisaster brevispinus,2008-03-23T11:43:00,large,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,giant pink star
Evasterias troschelii,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,mottled star
Orthasterias koehleri,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,rainbow star
Dermasterias imbricata,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,leather star
Mediaster aequalis,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,vermilion star
Hippasteria phrygiana,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,2,open,81,60,spiny red star
Pteraster tesselatus,2008-03-23T11:43:00,orange,wreck of the Del Norte,49.03,-123.58667,2,open,81,60,slime star
Henricia leviuscula leviuscula,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,blood star
Pycnopodia helianthoides,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,sunflower star
Crossaster papposus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,rose star
Solaster stimpsoni,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,striped sun star
Ophiopholis aculeata,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,daisy brittle star
Gorgonocephalus eucnemis,2008-03-23T11:43:00,juv on coral,wreck of the Del Norte,49.03,-123.58667,1,open,81,60,basket star
Florometra serratissima,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,feather star
Mesocentrotus franciscanus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,abundant,open,81,60,red sea urchin
Strongylocentrotus droebachiensis,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,green sea urchin
Apostichopus californicus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,giant sea cucumber
Cucumaria miniata,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,abundant,open,81,60,red sea cucumber
Cucumaria pallida,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,pale sea cucumber
Eupentacta quinquesemita,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,stiff-footed sea cucumber
Cucumaria piperata,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,salt and pepper sea cucumber
Psolus chitonoides,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,creeping pedal sea cucumber
Corella willmeriana,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,transparent tunicate
Cnemidocarpa finmarkiensis,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,broadbase tunicate
Distaplia occidentalis,2008-03-23T11:43:00,small,wreck of the Del Norte,49.03,-123.58667,very many,open,81,60,mushroom compound tunicate
Didemnum/Trididemnum complex,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,white glove leather
Rhinogobiops nicholsii,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,blackeye goby
Embiotoca lateralis,2008-03-23T11:43:00,schools,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,striped seaperch
Damalichthys vacca,2008-03-23T11:43:00,large school,wreck of the Del Norte,49.03,-123.58667,1,open,81,60,pile perch
Sebastes caurinus,2008-03-23T11:43:00,mostly adults,wreck of the Del Norte,49.03,-123.58667,many,open,81,60,copper rockfish
Sebastes maliger,2008-03-23T11:43:00,juvs and adults,wreck of the Del Norte,49.03,-123.58667,some,open,81,60,quillback rockfish
Sebastes emphaeus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,Puget Sound rockfish
Sebastes ruberrimus,2008-03-23T11:43:00,juv,wreck of the Del Norte,49.03,-123.58667,1,open,81,60,yelloweye rockfish
Sebastes nigrocinctus,2008-03-23T11:43:00,in wreck,wreck of the Del Norte,49.03,-123.58667,1,open,81,60,tiger rockfish
Hexagrammos decagrammus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,kelp greenling
Ophiodon elongatus,2008-03-23T11:43:00,"1 nest; 61 ft. cantelope, eyed, secured, guard",wreck of the Del Norte,49.03,-123.58667,few,open,81,60,lingcod
Oxylebius pictus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,painted greenling
Artedius harringtoni,2008-03-23T11:43:00,1 large male,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,scalyhead sculpin
Jordania zonope,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,few,open,81,60,longfin sculpin
Radulinus taylori,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,1,open,81,60,spinynose sculpin
Scorpaenichthys marmoratus,2008-03-23T11:43:00,,wreck of the Del Norte,49.03,-123.58667,1,open,81,60,cabezon
Ulva spp. / U. lactuca,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,many,open,43,43,sea lettuces
Saccharina latissima,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,sugar wrack kelp
Sargassum muticum,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,wireweed
Desmarestia ligulata,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,many,open,43,43,broad acid weed
Pterygophora californica,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,many,open,43,43,old growth kelp
Nereocystis luetkeana,2008-03-23T14:23:00,new,South Vernaci Bay,49.01667,-123.595,some,open,43,43,bull kelp
Neoagarum fimbriatum,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,fringed sea colander kelp
Hildenbrandia spp.,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,red rock crust
filamentous red algae,2008-03-23T14:23:00,at least 2 forms,South Vernaci Bay,49.01667,-123.595,many,open,43,43,filamentous red algae
Clathromorphum etc.,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,abundant,open,43,43,crustose corallines
undetermined bladed red algae,2008-03-23T14:23:00,several forms,South Vernaci Bay,49.01667,-123.595,many,open,43,43,bladed red algae
Palmaria callophylloides,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,Callophyllis-like dulse
Callophyllis spp.,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,beautiful leaf seaweed
Chondracanthus exasperatus,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,some,open,43,43,Turkish towel
Mazzaella splendens,2008-03-23T14:23:00,short,South Vernaci Bay,49.01667,-123.595,some,open,43,43,iridescent seaweed
Cryptopleura lobulifera,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,abundant,open,43,43,hidden-ribbed red seaweed
Sparlingia pertusa,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,many,open,43,43,red eyelet silk
Constantinea simplex,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,few,open,43,43,cup and saucer seaweed
Delesseria decipiens,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,winged rib
Bonnemaisonia nootkana,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,many,open,43,43,delicately-branched red seaweed
Griffithsia pacifica?,2008-03-23T14:23:00,blade form,South Vernaci Bay,49.01667,-123.595,few,open,43,43,"seaweed C, orange-coloured red alga"
Craniella villosa,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,some,open,43,43,tennis ball sponge
Cliona californiana,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,some,open,43,43,yellow boring sponge
Halichondria bowerbanki,2008-03-23T14:23:00,one large clump,South Vernaci Bay,49.01667,-123.595,1,open,43,43,Bowerbank's crumb of bread sponge
Adocia sp.,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,pale orange carpet sponge
Clathria pennata,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,many,open,43,43,red velvety sponge 1
Myxilla incrustans,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,few,open,43,43,rough scallop sponge
undetermined demo sponge,2008-03-23T14:23:00,"yellow, button joined by strands",South Vernaci Bay,49.01667,-123.595,some,open,43,43,demo sponge
Metridium farcimen,2008-03-23T14:23:00,white,South Vernaci Bay,49.01667,-123.595,many,open,43,43,giant plumose anemone
Urticina clandestina,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,1,open,43,43,stubby rose anemone
Anthopleura artemisia,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,1,open,43,43,burrowing anemone
Pachycerianthus fimbriatus,2008-03-23T14:23:00,"small, squat",South Vernaci Bay,49.01667,-123.595,abundant,open,43,43,tube-dwelling anemone
Balanophyllia elegans,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,abundant,open,43,43,orange cup coral
Alcyonium sp.?,2008-03-23T14:23:00,small,South Vernaci Bay,49.01667,-123.595,some,open,43,43,orange soft coral
Ptilosarcus gurneyi,2008-03-23T14:23:00,various sizes,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,orange sea pen
Stylantheca papillosa,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,some,open,43,43,encrusting hydrocoral
Aglaophenia spp.,2008-03-23T14:23:00,short,South Vernaci Bay,49.01667,-123.595,some,open,43,43,ostrich-plume hydroid
Thuiaria spp.,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,many,open,43,43,embedded sea fir hydroids
Rhizocaulus verticillatus,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,some,open,43,43,horse-tail hydroid
Obelia spp.,2008-03-23T14:23:00,very short?,South Vernaci Bay,49.01667,-123.595,some,open,43,43,wine-glass hydroids
Garveia annulata,2008-03-23T14:23:00,short,South Vernaci Bay,49.01667,-123.595,few,open,43,43,orange hydroid
Clavactinia milleri,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,many,open,43,43,hedge-hog hydroid
Pinauay crocea,2008-03-23T14:23:00,small colonies,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,bushy pink-mouth hydroid
Tubularia indivisa,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,giant pink-mouth hydroid
Similiclava nivea,2008-03-23T14:23:00,patches,South Vernaci Bay,49.01667,-123.595,many,open,43,43,white hydroid
Orthopyxis sp.,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,some,open,43,43,spider web hydroid
Lafoea dumosa,2008-03-23T14:23:00,short,South Vernaci Bay,49.01667,-123.595,few,open,43,43,muff hydroid
Arctonoe fragilis,2008-03-23T14:23:00,on Orthasteris,South Vernaci Bay,49.01667,-123.595,few,open,43,43,fragile ruffled scaleworm
Serpula columbiana,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,red-trumpet calcareous tubeworm
Pileolaria spp.,2008-03-23T14:23:00,small colonies,South Vernaci Bay,49.01667,-123.595,few,open,43,43,dwarf calcareous worm
Myxicola infundibulum,2008-03-23T14:23:00,colony in crevice,South Vernaci Bay,49.01667,-123.595,1,open,43,43,slime-tube feather-duster
Pista elongata,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,few,open,43,43,basket-top spaghetti-worm
Phoronopsis harmeri,2008-03-23T14:23:00,"patch on sand, short",South Vernaci Bay,49.01667,-123.595,1,open,43,43,large green phoronid
Membranipora serrilamella,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,few,open,43,43,kelp-encrusting bryozoan
Eurystomella bilabiata,2008-03-23T14:23:00,orange/brown?,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,derby hat bryozoan
Schizoporella japonica,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,some,open,43,43,orange encrusting bryozoan
Bugula californica,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,few,open,43,43,spiral bryozoan
Crisia spp.,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,few,open,43,43,white tuft bryozoans
Heteropora pacifica,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,some,open,43,43,northern staghorn bryozoan
Diaperoforma californica,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,many,open,43,43,southern staghorn bryozoan
Hippodiplosia insculpta,2008-03-23T14:23:00,on red algae mostly,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,fluted bryozoan
Tonicella lineata,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,lined chiton
Tonicella insignis,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,white-line chiton
Mopalia lignosa,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,some,open,43,43,woody chiton
Lepidozona mertensii,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,few,open,43,43,Merten's chiton
Cryptochiton stelleri,2008-03-23T14:23:00,shells,South Vernaci Bay,49.01667,-123.595,few,open,43,43,giant Pacific chiton
Chlamys hastata,2008-03-23T14:23:00,small,South Vernaci Bay,49.01667,-123.595,some,open,43,43,spiny pink scallop
Crassadoma gigantea,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,very many,open,43,43,giant rock scallop
Pododesmus macrochisma,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,some,open,43,43,green false-jingle
Kellia suborbicularis,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,1,open,43,43,suborbicular kellyclam
Glycymeris septentrionalis,2008-03-23T14:23:00,shells,South Vernaci Bay,49.01667,-123.595,abundant,open,43,43,western bittersweet
Gari californica,2008-03-23T14:23:00,shells,South Vernaci Bay,49.01667,-123.595,few,open,43,43,California sunsetclam
Acmaea mitra,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,few,open,43,43,whitecap limpet
Cryptobranchia concentrica,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,some,open,43,43,ringed blind limpet
Diodora aspera,2008-03-23T14:23:00,small,South Vernaci Bay,49.01667,-123.595,few,open,43,43,rough keyhole limpet
Haliotis kamtschatkana,2008-03-23T14:23:00,large,South Vernaci Bay,49.01667,-123.595,1,open,43,43,northern abalone
Nucella lamellosa,2008-03-23T14:23:00,,South Vernaci Bay,49.01667,-123.595,many,open,43,43,wrinkled dogwinkle
Ceratostoma foliatum,2008-03-23T14:23:00,and egg masses,South Vernaci Bay,49.01667,-123.595,some,open,43,43,leafy hornmouth
