gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
88552470	847620ca-f762-11e1-a439-00145eb45e9a		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phragmites	Phragmites australis	americanus	SUBSPECIES	Phragmites australis subsp. americanus Saltonst., P.M.Peterson & Soreng	Phragmites australis subsp. americanus	Saltonstall, P.M. Peterson & Soreng	CA	Gillies Bay, Texada Island	British Columbia	PRESENT		09871350-0a23-11d8-b854-b8a03c50a862	49.67971	-124.47989							1915-08-12	12	8	1915	5677972	5290149	PRESERVED_SPECIMEN	CAN	Canadian Museum of Nature	457738		P.M. Catling		CC_BY_4_0		J.M. Macoun			2024-07-02T02:49:38.500Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;INSTITUTION_MATCH_NONE
4868152195	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/178573448	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	Arbutus menziesii		SPECIES	Arbutus menziesii Pursh	Arbutus menziesii		CA		British Columbia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.765436	-124.585276	23.0						2023-08-15T11:59:17	15	8	2023	2882802	2882802	HUMAN_OBSERVATION	iNaturalist	Observations	178573448		arbeautyhunter	2023-08-15T19:00:02	CC_BY_NC_4_0	arbeautyhunter	arbeautyhunter			2024-07-09T16:44:52.575Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4868148879	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/178413285	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	Arbutus menziesii		SPECIES	Arbutus menziesii Pursh	Arbutus menziesii		CA		British Columbia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.674996	-124.485145	29.0						2023-08-14T12:02:30	14	8	2023	2882802	2882802	HUMAN_OBSERVATION	iNaturalist	Observations	178413285		arbeautyhunter	2023-08-14T19:04:24	CC_BY_NC_4_0	arbeautyhunter	arbeautyhunter			2024-07-09T17:10:57.077Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4868141753	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/178578062	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	Arbutus menziesii		SPECIES	Arbutus menziesii Pursh	Arbutus menziesii		CA		British Columbia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.765695	-124.585331	4.0						2023-08-15T12:33:01	15	8	2023	2882802	2882802	HUMAN_OBSERVATION	iNaturalist	Observations	178578062		arbeautyhunter	2023-08-15T19:33:39	CC_BY_NC_4_0	arbeautyhunter	arbeautyhunter			2024-07-09T17:10:36.702Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4868115854	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/178700493	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	Arbutus menziesii		SPECIES	Arbutus menziesii Pursh	Arbutus menziesii		CA		British Columbia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.795912	-124.621615	9.0						2023-08-16T08:57:33	16	8	2023	2882802	2882802	HUMAN_OBSERVATION	iNaturalist	Observations	178700493		arbeautyhunter	2023-08-16T15:58:33	CC_BY_NC_4_0	arbeautyhunter	arbeautyhunter			2024-07-09T17:10:54.189Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4868080270	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/178701267	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	Arbutus menziesii		SPECIES	Arbutus menziesii Pursh	Arbutus menziesii		CA		British Columbia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.7956	-124.621945	33.0						2023-08-16T09:02:05	16	8	2023	2882802	2882802	HUMAN_OBSERVATION	iNaturalist	Observations	178701267		arbeautyhunter	2023-08-16T16:04:18	CC_BY_NC_4_0	arbeautyhunter	arbeautyhunter			2024-07-09T17:10:15.177Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4868068537	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/178700345	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	Arbutus menziesii		SPECIES	Arbutus menziesii Pursh	Arbutus menziesii		CA		British Columbia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.795884	-124.621687	7.0						2023-08-16T08:56:36	16	8	2023	2882802	2882802	HUMAN_OBSERVATION	iNaturalist	Observations	178700345		arbeautyhunter	2023-08-16T15:57:23	CC_BY_NC_4_0	arbeautyhunter	arbeautyhunter			2024-07-09T16:43:54.227Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4868068536	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/178699829	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	Arbutus menziesii		SPECIES	Arbutus menziesii Pursh	Arbutus menziesii		CA		British Columbia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.795701	-124.620785	15.0						2023-08-16T08:52:01	16	8	2023	2882802	2882802	HUMAN_OBSERVATION	iNaturalist	Observations	178699829		arbeautyhunter	2023-08-16T15:53:16	CC_BY_NC_4_0	arbeautyhunter	arbeautyhunter			2024-07-09T17:10:22.205Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4868068535	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/178574021	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	Arbutus menziesii		SPECIES	Arbutus menziesii Pursh	Arbutus menziesii		CA		British Columbia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.766219	-124.584935	5.0						2023-08-15T12:00:43	15	8	2023	2882802	2882802	HUMAN_OBSERVATION	iNaturalist	Observations	178574021		arbeautyhunter	2023-08-15T19:04:43	CC_BY_NC_4_0	arbeautyhunter	arbeautyhunter			2024-07-09T16:44:41.092Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4868006594	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/178413367	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	Arbutus menziesii		SPECIES	Arbutus menziesii Pursh	Arbutus menziesii		CA		British Columbia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.674966	-124.485446	15.0						2023-08-14T12:04:23	14	8	2023	2882802	2882802	HUMAN_OBSERVATION	iNaturalist	Observations	178413367		arbeautyhunter	2023-08-14T19:04:50	CC_BY_NC_4_0	arbeautyhunter	arbeautyhunter			2024-07-09T16:42:43.477Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
