scientificName,scientificNameAuthorship,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,hybrid,variety,provincial_status,national_status,global_status,linkName,linkTaxonID,provincial_status_norm,national_status_clean,national_status_norm,national_status_check,bc_list,residencyStatus,residencyStatusCheck
Stereocaulon intermedium,(Savicz) H. Magn.,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,,,S5 (2019),unknown,G4G5,Stereocaulon intermedium,231701,s5,unknown,NA,FALSE,yellow,NA,NA
Stereocaulon myriocarpum,Th. Fr.,Fungi,Ascomycota,,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,,,S3S4,unknown,G4,Stereocaulon myriocarpum,231704,s3s4,unknown,NA,FALSE,blue,NA,NA
Stereocaulon paschale,(L.) Hoffm.,Fungi,Ascomycota,,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,,,S5,unknown,G5,Stereocaulon paschale,180488,s5,unknown,NA,FALSE,yellow,NA,NA
Stereocaulon rivulorum,H. Magn.,Fungi,Ascomycota,,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,,,S4S5,unknown,G5,Stereocaulon rivulorum,231708,s4s5,unknown,NA,FALSE,yellow,NA,NA
Stereocaulon sasakii,Zahlbr.,Fungi,Ascomycota,,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,,,S4S5,unknown,G4G5,Stereocaulon sasakii,231709,s4s5,unknown,NA,FALSE,yellow,NA,NA
Stereocaulon spathuliferum,Vain.,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,,,S4 (2019),unknown,G4G5,Stereocaulon spathuliferum,179816,s4,unknown,NA,FALSE,yellow,NA,NA
Stereocaulon tomentosum,Fr.,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,,,S5 (2018),unknown,G5,Stereocaulon tomentosum,179804,s5,unknown,NA,FALSE,yellow,NA,NA
Stereocaulon vesuvianum,Pers.,Fungi,Ascomycota,,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Stereocaulaceae,,,,,S4,unknown,G5,Stereocaulon vesuvianum,231714,s4,unknown,NA,FALSE,yellow,NA,NA
Stereodon callichrous,(Bridel) Braithwaite,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Stereodontaceae,,,,,S4S5 (2011),unknown,G5?,Stereodon callichrous,1123569,s4s5,unknown,NA,FALSE,yellow,NA,NA
Sticta limbata,(Sm.) Ach.,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,,,,S5 (2019),unknown,G3G4,Sticta limbata,117888,s5,unknown,NA,FALSE,yellow,NA,NA
Stomphia didemon,Siebert,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinostoloidea,Actinostolidae,,,,,not in CDC records,,,Stomphia didemon,501276,NA,,NA,FALSE,NA,NA,NA
Strix occidentalis,Xantus de Vasey,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,,S1,Endangered,G3G4,Strix occidentalis,19959,s1,endangered,endangered,FALSE,red,extirpated?,FALSE
Suillus lakei,(Murrill) A.H. Sm. and Thiers,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,Suillaceae,,,,,SNR,unknown,GNR,Suillus lakei,118159,snr,unknown,NA,FALSE,not-listed,NA,NA
Suwallia pallidula,Banks,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,Arctoperlaria,Perloidea,Chloroperlidae,Chloroperlinae,Suwalliini,,,S4S5 (2017),unknown,G5,Suwallia pallidula,232010,s4s5,unknown,NA,FALSE,yellow,NA,NA
Sympetrum pallipes,Hagen,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Libellulidae,,,,,S5 (2015),unknown,G5,Sympetrum pallipes,113521,s5,unknown,NA,FALSE,yellow,NA,NA
Sympetrum vicinum,Hagen,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Libellulidae,,,,,S3S4 (2015),unknown,G5,Sympetrum vicinum,68139,s3s4,unknown,NA,FALSE,blue,NA,NA
Symphyotrichum subspicatum,(Nees) G.L. Nesom,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,,,S5 (2000); S5 (2019),unknown,G5,Symphyotrichum subspicatum,79303,s5,unknown,NA,FALSE,yellow,NA,NA
Sympistis wilsoni,Barnes & Benjamin,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Oncocnemidinae,,,,S4S5 (2017),unknown,GNR,Sympistis wilsoni,232106,s4s5,unknown,NA,FALSE,yellow,NA,NA
Synchirus gilli,T.H. Bean,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Psychrolutidae,,,,,SNR,unknown,GNR,Synchirus gilli,232130,snr,unknown,NA,FALSE,not-listed,NA,NA
Syngrapha celsa,H. Edwards,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,,,S4S5 (2017),unknown,GNR,Syngrapha celsa,424121,s4s5,unknown,NA,FALSE,yellow,NA,NA
Syntrichia norvegica,F. Weber,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,,,S4S5 (I2015),unknown,G5,Syntrichia norvegica,494575,s4s5,unknown,NA,FALSE,yellow,NA,NA
Syntrichia princeps,(de Not.) Mitt.,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,,,S4S5,unknown,G5?,Syntrichia princeps,67915,s4s5,unknown,NA,FALSE,yellow,NA,NA
Tamiasciurus hudsonicus,"Erxleben, 1777",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Sciurinae,Sciurini,,,S5 (2015),unknown,G5,Tamiasciurus hudsonicus,46260,s5,unknown,NA,FALSE,yellow,NA,NA
Tapinoma sessile,Say,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Dolichoderinae,Tapinomini,,,S5 (2016),unknown,G5,Tapinoma sessile,47340,s5,unknown,NA,FALSE,yellow,NA,NA
Tetraphis geniculata,Girg. ex Milde,Plantae,Bryophyta,,,Tetraphidopsida,,,Tetraphidales,,,Tetraphidaceae,,,,,S4S5 (2011),unknown,G5,Tetraphis geniculata,169632,s4s5,unknown,NA,FALSE,yellow,NA,NA
Tetraplodon mnioides,(Hedw.) B.S.G.,Plantae,Bryophyta,,,Bryopsida,,,Splachnales,,,Splachnaceae,,,,,S4 (2015),unknown,G5,Tetraplodon mnioides,133496,s4,unknown,NA,FALSE,yellow,NA,NA
Thamnobryum neckeroides,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Neckeraceae,,,,,S4 (2015),unknown,G4,Thamnobryum neckeroides,169668,s4,unknown,NA,FALSE,yellow,NA,NA
Thamnolia vermicularis,(Sw.) Ach. ex Schaerer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Icmadophilaceae,,,,,S5 (2018),unknown,G5,Thamnolia vermicularis,1040929,s5,unknown,NA,FALSE,yellow,NA,NA
Thereva fucatoides,Bromley,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Therevidae,Therevinae,Therevini,,,S5 (2019),unknown,G5,Thereva fucatoides,346844,s5,unknown,NA,FALSE,yellow,NA,NA
Tholurna dissimilis,(Norman) Norman,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Caliciales,,,Caliciaceae,,,,,S5 (2020),unknown,G4G5,Tholurna dissimilis,232575,s5,unknown,NA,FALSE,yellow,NA,NA
Timmia austriaca,Hedw.,Plantae,Bryophyta,,,Bryopsida,,,Timmiales,,,Timmiaceae,,,,,S5 (2015),unknown,G5,Timmia austriaca,123702,s5,unknown,NA,FALSE,yellow,NA,NA
Timmiella crassinervis,(Hampe) B174L.F. Koch,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,,,S3S4,unknown,G4,Timmiella crassinervis,169775,s3s4,unknown,NA,FALSE,blue,NA,NA
Tingiopsidium isidiatum,(Degel.) E. Dahl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Koerberiaceae,,,,,S4,unknown,G4?,Tingiopsidium isidiatum,1045659,s4,unknown,NA,FALSE,yellow,NA,NA
Tonicella insignis,Reeve,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,,,genus not in CDC records,,,Tonicella insignis,498132,NA,,NA,FALSE,NA,NA,NA
Tonicella lineata,Wood,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,,,genus not in CDC records,,,Tonicella lineata,47425,NA,,NA,FALSE,NA,NA,NA
Tortella inclinata,(Hedw. f.) Limpr.,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,,,S3S4 (2015),unknown,G4G5TNR,Tortella inclinata,169802,s3s4,unknown,NA,FALSE,blue,NA,NA
Tortella tortuosa,(Hedw.) Limpr.,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,,,S5 (2015),unknown,G5T5,Tortella tortuosa,134215,s5,unknown,NA,FALSE,yellow,NA,NA
Tortula hoppeana,(Schultz) Ochyra,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,,,S4S5 (2015),unknown,G5,Tortula hoppeana,364138,s4s5,unknown,NA,FALSE,yellow,NA,NA
Trachypachus inermis,Motschulsky,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Trachypachidae,,,,,S5 (2017),unknown,G5,Trachypachus inermis,458684,s5,unknown,NA,FALSE,yellow,NA,NA
Trametes hirsuta,(Wulfen) Lloyd,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,,,SNR,unknown,GNR,Trametes hirsuta,116695,snr,unknown,NA,FALSE,not-listed,NA,NA
Trapelia corticola,Coppins & P. James,Fungi,Ascomycota,,,Lecanoromycetes,Ostropomycetidae,,Trapeliales,,,Trapeliaceae,,,,,S5,unknown,GNR,Trapelia corticola,0,s5,unknown,NA,FALSE,yellow,NA,NA
Trapeliopsis pseudogranulosa,Coppins & P. James,Fungi,Ascomycota,,,Lecanoromycetes,Ostropomycetidae,,Trapeliales,,,Trapeliaceae,,,,,SU,unknown,GNR,Trapeliopsis pseudogranulosa,232795,su,unknown,NA,FALSE,undetermined,NA,NA
Trapeliopsis viridescens,(Schrader) Coppins & P. James,Fungi,Ascomycota,,,Lecanoromycetes,Ostropomycetidae,,Trapeliales,,,Trapeliaceae,,,,,SU,unknown,G4G5,Trapeliopsis viridescens,232797,su,unknown,NA,FALSE,undetermined,NA,NA
Trematodon ambiguus,(Hedw.) Hornsch.,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Bruchiaceae,,,,,S3S4 (2011),unknown,G5,Trematodon ambiguus,155766,s3s4,unknown,NA,FALSE,blue,NA,NA
Trichaptum abietinum,(Dicks.) Ryvarden,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,,,SNR,unknown,GNR,Trichaptum abietinum,118115,snr,unknown,NA,FALSE,not-listed,NA,NA
Trichocnemis spiculatus,LeConte,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Prioninae,Callipogonini,,,S4S5 (2017),unknown,GNR,Trichocnemis spiculatus,321621,s4s5,unknown,NA,FALSE,yellow,NA,NA
Trichodon cylindricus cylindricus,(Hedw.) Schimp.,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Ditrichaceae,,,,,S4 (2015),,,Trichodon cylindricus,169918,s4,,NA,FALSE,yellow,NA,NA
Trifolium hybridum,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,,,SNA (2001) ; SNA (2001),unknown,GNR,Trifolium hybridum,61824,sna,unknown,NA,FALSE,not-listed,NA,NA
Trifolium microdon,H. & A.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,,,S3S4,unknown,G5,Trifolium microdon,57079,s3s4,unknown,NA,FALSE,blue,NA,NA
Trifolium oliganthum,Steud.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,,,S5 (2019) ; S5 (2019),unknown,G5,Trifolium oliganthum,71122,s5,unknown,NA,FALSE,yellow,NA,NA
Trifolium variegatum,Nutt.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,,,S5 (2019),unknown,G5,Trifolium variegatum,57080,s5,unknown,NA,FALSE,yellow,NA,NA
Triglops macellus,Bean,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Psychrolutidae,,,,,SNR,unknown,GNR,Triglops macellus,232944,snr,unknown,NA,FALSE,not-listed,NA,NA
Trillium ovatum ovatum,Pursh.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Melanthiaceae,,Parideae,,,S5 (2019),,,Trillium ovatum,49463,s5,,NA,FALSE,yellow,NA,NA
Trisetum canescens,Buckley,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,,S5 (2000),unknown,G5,Graphephorum canescens,1538928,s5,unknown,NA,FALSE,yellow,NA,NA
Trisetum cernuum,Trin.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,,S5 (2019) ; S5 (2019),unknown,G5,Graphephorum cernuum,1538926,s5,unknown,NA,FALSE,yellow,NA,NA
Trisetum spicatum,(L.) K. Richt.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,,S5 (2015),,,Koeleria spicata,1538791,s5,,NA,FALSE,yellow,NA,NA
Tritomaria quinquedentata,(Huds.) Buch,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Lophoziaceae,,,,,S5 (2015),,,Trilophozia quinquedentata,1020111,s5,,NA,FALSE,yellow,NA,NA
Tritonia festiva,Stearns,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Tritonina,Tritonioidea,Tritoniidae,Tritoniinae,,,,genus not in CDC records,,,Tritonia festiva,48827,NA,,NA,FALSE,NA,NA,NA
Trochosa terricolla,Thorell,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Opisthothelae,Lycosoidea,Lycosidae,Lycosinae,,,,S5 (2018),unknown,G5,Trochosa terricola,148394,s5,unknown,NA,FALSE,yellow,NA,NA
Tuckermanopsis chlorophylla,(Willd.) Hale,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,S5 (2018),unknown,G5,Tuckermanopsis chlorophylla,1019557,s5,unknown,NA,FALSE,yellow,NA,NA
Tuckermanopsis orbata,(Nyl.) M.J. Lai,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,S5 (2018),unknown,G5,Tuckermanopsis orbata,0,s5,unknown,NA,FALSE,yellow,NA,NA
Tuckermanopsis platyphylla,(Tuck.) Gyeln,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,S5 (2018),unknown,G5,Tuckermanopsis platyphylla,0,s5,unknown,NA,FALSE,yellow,NA,NA
Turritis glabra,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Turritideae,,,S5 (2015),unknown,G5,Turritis glabra,79460,s5,unknown,NA,FALSE,yellow,NA,NA
Typha angustifolia,L.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Typhaceae,,,,,SNA (2001) ; SNA (2001),unknown,G5,Typha angustifolia,60316,sna,unknown,NA,FALSE,not-listed,NA,NA
Ulota crispa,(Hedw.) Brid.,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,,,not in CDC records,unknown,G5,Ulota crispa,170060,NA,unknown,NA,FALSE,NA,NA,NA
Ulota megalospora,Vent. in Röll,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,,,S4 (2015),unknown,G3G5,Ulota megalospora,170065,s4,unknown,NA,FALSE,yellow,NA,NA
Ulota phyllantha,Brid.,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,,,S4S5 (2015),,,Plenogemma phyllantha,1123493,s4s5,,NA,FALSE,yellow,NA,NA
Ulva intestinalis,L.,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,,,,not in CDC records,,,Ulva intestinalis,130197,NA,,NA,FALSE,NA,NA,NA
Umbilicaria angulata,Tuck.,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,Umbilicariaceae,,,,,S4S5 (2019),unknown,G4?,Umbilicaria angulata,182517,s4s5,unknown,NA,FALSE,yellow,NA,NA
Umbilicaria cylindrica,(L.) Delise ex Duby,Fungi,Ascomycota,,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,Umbilicariaceae,,,,,S5,unknown,G5,Umbilicaria cylindrica,233242,s5,unknown,NA,FALSE,yellow,NA,NA
Umbilicaria deusta,(L.) Baumg.,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,Umbilicariaceae,,,,,S5 (2019),unknown,G5,Umbilicaria deusta,182503,s5,unknown,NA,FALSE,yellow,NA,NA
Umbilicaria hyperborea,(Ach.) Hoffm.,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,Umbilicariaceae,,,,,S5 (2018),unknown,G5,Umbilicaria hyperborea,125052,s5,unknown,NA,FALSE,yellow,NA,NA
Umbilicaria phaea,Tuck.,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,Umbilicariaceae,,,,,S5 (2019),unknown,G5?,Umbilicaria phaea,125055,s5,unknown,NA,FALSE,yellow,NA,NA
Umbilicaria polyrrhiza,(L.) Fr.,Fungi,Ascomycota,,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,Umbilicariaceae,,,,,S4,unknown,G3G4,Umbilicaria polyrrhiza,936572,s4,unknown,NA,FALSE,yellow,NA,NA
Umbilicaria torrefacta,(G. Weber) Ach,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,Umbilicariaceae,,,,,S5 (2018); S5 (2018),unknown,G5,Umbilicaria torrefacta,233255,s5,unknown,NA,FALSE,yellow,NA,NA
Usnea dasopoga,Stirton,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,S5 (2019); S5 (2019),unknown,G5,Usnea dasopoga,532452,s5,unknown,NA,FALSE,yellow,NA,NA
Usnea quasirigida,(Ach.) Motyka,Fungi,Ascomycota,,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,SU,unknown,GNR,Usnea quasirigida,532729,su,unknown,NA,FALSE,undetermined,NA,NA
Utricularia minor,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lentibulariaceae,,,,,S5? (2015),unknown,G5,Utricularia minor,79466,s5?,unknown,NA,FALSE,yellow,NA,NA
Vaccinium ovatum,Pursh,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,Vaccinieae,,,S5 (2019),unknown,G5,Vaccinium ovatum,48349,s5,unknown,NA,FALSE,yellow,NA,NA
Vestergrenopsis isidiata,(Degel.) E. Dahl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Koerberiaceae,,,,,not in CDC records,,,Tingiopsidium isidiatum,1045659,NA,,NA,FALSE,NA,NA,NA
Violella fucata,(Stirt.) T. Sprib.,Fungi,Ascomycota,,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Tephromelataceae,,,,,SU,unknown,GNR,Violella fucata,532525,su,unknown,NA,FALSE,undetermined,NA,NA
Vulpia brom oides,(L.) Gray,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,,,SNA (2000),,,Festuca bromoides,77136,sna,,NA,FALSE,not-listed,NA,NA
Vulpia myuros,(L.) C.C. Gmel.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,,SNA (2000),,,Festuca myuros,77140,sna,,NA,FALSE,not-listed,NA,NA
Warnstorfia fluitans,(Hedw.) Loeske,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Calliergonaceae,,,,,S4 (2015),unknown,G5,Warnstorfia fluitans,155732,s4,unknown,NA,FALSE,yellow,NA,NA
Weissia controversa,Hedw.,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,,,S4,unknown,G5,Weissia controversa,170306,s4,unknown,NA,FALSE,yellow,NA,NA
Xanthoparmelia cumberlandia,(Gyelnik) Hale.,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,not in CDC records,,,Xanthoparmelia cumberlandia,123230,NA,,NA,FALSE,NA,NA,NA
Xiphister atropurpureus,Kittlitz,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Zoarcoidei,,Stichaeidae,Xiphisterinae,,,,SNR,unknown,GNR,Xiphister atropurpureus,67360,snr,unknown,NA,FALSE,not-listed,NA,NA
Zapus trinotatus,Rhoads,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Dipodoidea,Zapodidae,,,,,S4,unknown,G5,Zapus trinotatus,43844,s4,unknown,NA,FALSE,yellow,NA,NA
Zootermopsis angusticollis,Hagen,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,Blattoidea,Archotermopsidae,,,,,genus not in CDC records,,,Zootermopsis angusticollis,121383,NA,,NA,FALSE,NA,NA,NA
× Elyhordeum stebbinsianum,(Bowden) Bowden,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,,× Elyhordeum stebbinsianum,,SNA,unknown,GNA,× Elyhordeum stebbinsianum,,sna,unknown,NA,FALSE,not-listed,NA,NA
Abies amabilis,Douglas ex J. Forbes,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,Abietoideae,,,,S5 (2015) ; S5 (2015),unknown,G5,Abies amabilis,75240,s5,unknown,NA,FALSE,yellow,NA,NA
Abies grandis,(Douglas ex D. Don) Lindl.,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,Abietoideae,,,,S5 (2015),unknown,G5,Abies grandis,63690,s5,unknown,NA,FALSE,yellow,NA,NA
Acantholithodes hispidus,Stimpson,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Lithodidae,Hapalogastrinae,,,,SNR,unknown,G5,Acantholithodes hispidus,450310,snr,unknown,NA,FALSE,not-listed,NA,NA
Accipiter cooperii,Bonaparte,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,S5 (2015),Not at Risk,G5,Astur cooperii,1579017,s5,not at risk,NA,FALSE,yellow,permanent,FALSE
Accipiter striatus,Viellot,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,"S5B,S5N (2015)",Not at Risk,G5,Accipiter striatus,5097,"s5b,s5n",not at risk,NA,FALSE,yellow,permanent,FALSE
Acer circinatum,Pursh,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Sapindaceae,,,,,S5 (2015) ; S5 (2015),unknown,G5,Acer circinatum,48258,s5,unknown,NA,FALSE,yellow,NA,NA
Acer macrophyllum,Pursh,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Sapindaceae,,,,,S5 (2015) ; S5 (2015),unknown,G5,Acer macrophyllum,48227,s5,unknown,NA,FALSE,yellow,NA,NA
Achillea millefolium,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,,,SNA (2019),unknown,G5T5?,Achillea millefolium,52821,sna,unknown,NA,FALSE,not-listed,NA,NA
Acmispon parviflorus,(Benth.) D.D. Sokoloff,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Loteae,,,S4S5 (2019); S3S4 (2015); S4S5 (2019),unknown,G5,Acmispon parviflorus,57048,"s4s5,s3s4",unknown,NA,FALSE,yellow,NA,NA
Actitis macularius,L.,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,,,S5B (2015),unknown,G5,Actitis macularius,72458,s5b,unknown,NA,FALSE,yellow,"breeding, winter (rare)",FALSE
Adiantum aleuticum aleuticum,(Rupr.) Paris,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,Pteridaceae,Vittarioideae,,,,S4 (2012),,,Adiantum aleuticum,52667,s4,,NA,FALSE,yellow,NA,NA
Aechmophorus occidentalis,Lawrence,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,,"S1B,S2N (2015)",Special Concern,G5,Aechmophorus occidentalis,4235,"s1b,s2n",special concern,special concern,FALSE,red,winter,FALSE
Aeshna juncea,L.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Aeshnoidea,Aeshnidae,,,,,S5 (2015),unknown,G5,Aeshna juncea,93434,s5,unknown,NA,FALSE,yellow,NA,NA
Aeshna palmata,Hagen,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Aeshnoidea,Aeshnidae,,,,,S5 (2015),unknown,G5,Aeshna palmata,67726,s5,unknown,NA,FALSE,yellow,NA,NA
