iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Subtaxon Author,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Documenting,Notes,Origin,Critical Notes
Mopalia lignosa,51724,Mopalia lignosa,"(Gould, 1846)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,lignosa,,woody chiton,1986-09-30,,RBCM,2018-08-10,Karolle Wall,observed,,native,
Mopalia muscosa,117633,Mopalia muscosa,"(Gould, 1846)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,muscosa,,mossy chiton,2008-10-10,Andy Lamb,PMLS,2017-05-26,Kris Krüg,observed,,native,
Mopalia phorminx,977159,Mopalia phorminx,"Berry, 1919",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,phorminx,,feathery mopalia,2019-03-17,Andy Lamb,PMLS,,,unobserved,,native,
Mopalia sinuata,429863,Mopalia sinuata,"Carpenter, 1864",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,sinuata,,dwarf hairy mopalia,2019-03-17,Andy Lamb,PMLS,,,unobserved,,native,
Mopalia spectabilis,364026,Mopalia spectabilis,"I. M. Cowan & G. M. Cowan, 1977",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,spectabilis,,red-flecked mopalia,1999-05-04,Andy Lamb,PMLS,2016-05-25,Karolle Wall,observed,,native,
Mopalia swanii,339904,Mopalia swanii,"Carpenter, 1864",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,swanii,,Swan's mopalia,1986-09-30,,RBCM,,,unobserved,,native,
Mopalia vespertina,364027,Mopalia vespertina,"(Gould, 1852)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,vespertina,,smooth mopalia,1973-04-20,Ian Mc Taggart-Cowan,RBCM,2017-05-26,Kris Krüg,observed,,native,
Placiphorella rufa,547332,Placiphorella rufa,"Berry, 1917",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Placiphorella,rufa,,red veiled-chiton,2006-11-18,Andy Lamb,PMLS,,,unobserved,,native,
Placiphorella velata,55354,Placiphorella velata,"(Carpenter MS, Dall, 1879)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Placiphorella,velata,,veiled-chiton,2011-11-18,Andy Lamb,PMLS,,,unobserved,,native,
Tonicella undocaerulea,194021,Tonicella cf undocaerulea,,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,undocaerulea,,blue lined chiton,,,,2015-09-25,Karolle Wall,observed,,,"""Tonicella undocaerulea is restricted to the Sea of Japan region (perhaps the Sea of Okhotsk as well). The species recognized as T. undocearulea in the Eastern Pacific is an undescribed species"" (Roger Clark pers. comm. 2020)."
Tonicella insignis,498132,Tonicella insignis,"(Reeve, 1847)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,insignis,,white-line chiton,1973-06-14,Philip Lambert,RBCM,,,unobserved,,native,
Tonicella lineata,47425,Tonicella lineata,"(Wood, 1815)",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,lineata,,lined chiton,1995-01-17,Robert Forsyth & Tammy Forsyth,RBCM,2016-06-06,Chessi Miltner,observed,,native,
Rhabdus rectius,957345,Rhabdus rectius,"(Carpenter, 1864)",Animalia,Mollusca,,,Scaphopoda,,,Dentaliida,,,,Rhabdidae,,,Rhabdus,rectius,,straight tuskshell,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,"Accessioned in collections at the RBCM as Dentalium rectius, an unaccepted synonym (WoRMS Editorial Board 2021)."
Gadila aberrans,509660,Gadila aberrans,"(Whiteaves, 1887)",Animalia,Mollusca,,,Scaphopoda,,,Gadilida,Gadilimorpha,,,Gadilidae,,,Gadila,aberrans,,aberrant toothshell,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,"Accessioned in collections at the RBCM as Cadulus hepburni, an unaccepted synonym (WoRMS Editorial Board 2021)."
Acarnus erithacus,63669,Acarnus erithacus,"de Laubenfels, 1927",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Acarnidae,,,Acarnus,erithacus,,thick encrusting scarlet sponge,2008-08-29,Andy Lamb,PMLS,,,unobserved,,native,
Iophon lamella,196333,Iophon lamella,"Wilson, 1904",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Acarnidae,,,Iophon,lamella,,white reticulated sponge,1973-09-20,Andy Lamb,PMLS,,,unobserved,,native,
Leucilla nuttingi,117713,Leucilla nuttingi,"(Urban, 1902)",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Amphoriscidae,,,Leucilla,nuttingi,,stalked vase sponge,1985-07-29,Andy Lamb,PMLS,2013-10-13,Peter Luckham,observed,,native,
Heterochone calyx,424648,Heterochone calyx,"(Schulze, 1886)",Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Sceptrulophora,,,,Aphrocallistidae,,,Heterochone,calyx,,fingered goblet sponge,2012,Jackson Chu,Chu (2012),,,unobserved,,native,
Aphrocallistes vastus,424651,Aphrocallistes vastus,"Schulze, 1886",Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Sceptrulophora,,,,Aphrocallistidae,,,Aphrocallistes,vastus,,cloud sponge,2011-10-30,Jackson Chu,RBCM,2007-10-23,Jackson Chu,observed,,native,
Haliclona,1227087,Haliclona (Haliclona) sp.2,,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Chalinidae,,,Haliclona,,,pale orange carpet sponge,1994-09-10,Andy Lamb,PMLS,,,unobserved,,,"Reported as Adocia sp.; ""Adocia originally included Haplosclerida with Haliclona skeletal structure and a distinct ectosome. The genus Adocia was synonymized with Haliclona subgenus Haliclona by de Weerdt (2002) in Systema Porifera (Hooper and van Soest 2002)"" (Bruce Ott pers. comm. 2021)."
Reniera,1227076,Haliclona (Haliclona) sp.1,,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Chalinidae,,,Haliclona,,,gnarled finger sponge,2006-11-11,Andy Lamb,PMLS,,,unobserved,undescribed species,,Reported as Reniera sp. nov.; Reniera is an unaccepted synonym (WoRMS Editorial Board 2021).
Clathrina,122021,Clathrina sp.,,Animalia,Porifera,,,Calcarea,Calcinea,,Clathrinida,,,,Clathrinidae,,,Clathrina,,,lattice-skin sponge,2017-06-30,Andy Lamb,PMLS,,,unobserved,,,
Cliona californiana,424811,Cliona californiana,"de Laubenfels, 1932",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Clionaida,,,,Clionaidae,,,Cliona,californiana,,yellow boring sponge,1973-09-20,Andy Lamb,PMLS,,,unobserved,,native,
Aplysilla polyraphis,213993,Aplysilla polyraphis,"de Laubenfels, 1930",Animalia,Porifera,,,Demospongiae,Keratosa,,Dendroceratida,,,,Darwinellidae,,,Aplysilla,polyraphis,,slippery purple sponge,2008-11-12,Andy Lamb,PMLS,,,unobserved,,native,
Aplysilla,63646,Aplysilla sp.,,Animalia,Porifera,,,Demospongiae,Keratosa,,Dendroceratida,,,,Darwinellidae,,,Aplysilla,,,slippery rose sponge,1985-12-07,Andy Lamb,PMLS,,,unobserved,undescribed species,,
Desmacella austini,459736,Desmacella austini,"Lehnert, Conway, Barrie & Krautter, 2005",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Desmacellida,,,,Desmacellidae,,,Desmacella,austini,,thin encrusting Desmacella,,,,2007-10-23,Jackson Chu,observed,,native,
Pleraplysilla,623055,Pleraplysilla sp.,,Animalia,Porifera,,,Demospongiae,Keratosa,,Dictyoceratida,,,,Dysideidae,,,Pleraplysilla,,,slippery white sponge,2006-09-29,Andy Lamb,PMLS,,,unobserved,undescribed species,,
Amphilectus digitatus,459874,Amphilectus digitatus,"(Miklucho-Maclay, 1870)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Esperiopsidae,,,Amphilectus,digitatus,,glove sponge,1981-05-31,Andy Lamb,PMLS,,,unobserved,,native,
Isodictya rigida,459878,Isodictya rigida,"(Lambe, 1893)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Isodictyidae,,,Isodictya,rigida,,orange finger sponge,1960-12-22,W. Clemens,RBCM,,,unobserved,reported as Amphilectus rigida (GBIF); as Neoesperiopsis rigida (RBCM),,
Semisuberites cribrosa,194571,Semisuberites cribrosa,"(Miklucho-Maclay, 1870)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Esperiopsidae,,,Semisuberites,cribrosa,,funnel sponge,1985-08-02,Andy Lamb,PMLS,,,unobserved,,native,
Leucandra heathi,345357,Leucandra heathi,"Urban, 1906",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Grantiidae,,,Leucandra,heathi,,bristly vase sponge,1971-08-21,Andy Lamb,PMLS,,,unobserved,,native,
Halichondria sitiens,459775,Halichondria (Eumastia) sitiens,"(Schmidt, 1870)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,sitiens,,breast sponge,2007-12-15,Andy Lamb,PMLS,,,unobserved,,native,
Halichondria bowerbanki,120498,Halichondria (Halichondria) bowerbanki,"Burton, 1930",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,bowerbanki,,Bowerbank's crumb of bread sponge,1973-09-20,Andy Lamb,PMLS,,,unobserved,,native,
Halichondria panicea,186854,Halichondria (Halichondria) panicea,"(Pallas, 1766)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,panicea,,yellow-green encrusting sponge,1968-08-02,Andy Lamb,PMLS,,,unobserved,,native,
Hamigera,342247,Hamigera sp.,,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Hymedesmiidae,,,Hamigera,,,orange cratered encrusting sponge,1985-08-02,Andy Lamb,PMLS,,,unobserved,,,
Leucosolenia eleanor,424817,Leucosolenia eleanor,"Urban, 1906",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Leucosoleniidae,,,Leucosolenia,eleanor,,spaghetti sponge,2006-06-23,Andy Lamb,PMLS,,,unobserved,,native,
Leucosolenia nautilia,347319,Leucosolenia nautilia,"de Laubenfels, 1930",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Leucosoleniidae,,,Leucosolenia,nautilia,,lacy ball sponge,1994-09-10,Andy Lamb,PMLS,,,unobserved,,native,
Antho karykina,345142,Antho (Plocamia) karykina,"(de Laubenfels, 1927)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Microcionidae,Ophlitaspongiinae,,Antho,karykina,,bright red sponge,1985-08-02,Andy Lamb,PMLS,,,unobserved,reported as Plocamia karykina,native,
Clathria pennata,63672,Clathria (Microciona) pennata,"(Lambe, 1895)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,pennata,,red velvety sponge,1971-08-21,Andy Lamb,PMLS,,,unobserved,,native,
Mycale adhaerens,256010,Mycale (Aegogropila) adhaerens,"(Lambe, 1893)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Mycalidae,,,Mycale,adhaerens,,smooth scallop sponge,1999-07-31,Charlie Gibbs,PMLS,,,unobserved,,native,
Myxilla incrustans,256019,Myxilla (Myxilla) incrustans,"(Johnston, 1842)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Myxillidae,,,Myxilla,incrustans,,rough scallop sponge,1973-06-14,Philip Lambert,RBCM,,,unobserved,,native,
Myxilla lacunosa,459826,Myxilla (Myxilla) lacunosa,"Lambe, 1893",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Myxillidae,,,Myxilla,lacunosa,,sulphur sponge,1973-09-20,Andy Lamb,PMLS,,,unobserved,,native,
Pachychalina,873877,Pachychalina sp.,,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Niphatidae,,,Pachychalina,,,thick-strap sponges,1985-08-02,Andy Lamb,PMLS,,,unobserved,,,
Xestospongia hispida,873856,Xestospongia hispida,"(Ridley & Dendy, 1886)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Petrosiidae,,,Xestospongia,hispida,,hard gnarled clump sponge,2005-12-10,Andy Lamb,PMLS,,,unobserved,,native,
Polymastia pachymastia,117717,Polymastia pachymastia,"de Laubenfels, 1932",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,,Polymastiidae,,,Polymastia,pachymastia,,aggregated nipple sponge,1994-10-07,Andy Lamb,PMLS,2016-02-07,Peter Luckham,observed,,native,
Weberella perlucida,424640,Weberella perlucida,"Austin, Ott, Reiswig, Romagosa & McDaniel, 2014",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,,Polymastiidae,,,Weberella,perlucida,,retractable nipple sponge,2007-10-21,Andy Lamb,PMLS,,,unobserved,,native,
Rhabdocalyptus dawsoni,751673,Rhabdocalyptus dawsoni,"(Lambe, 1893)",Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Lyssacinosida,,,,Rossellidae,,,Rhabdocalyptus,dawsoni,,boot sponge,2008-05-22,Jackson Chu,Chu (2010),2007-10-23,Jackson Chu,observed,,native,
Homaxinella amphispicula,459847,Homaxinella amphispicula,"(de Laubenfels, 1961)",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Suberitidae,,,Homaxinella,amphispicula,,tough yellow branching sponge,1999-05-04,Andy Lamb,PMLS,,,unobserved,misspelled Hamaxinella amphispicula,native,
Suberites concinnus,873889,Suberites concinnus,"Lambe, 1895",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Suberitidae,,,Suberites,concinnus,,peach ball sponge,1985-08-02,Andy Lamb,PMLS,,,unobserved,,native,
Suberites latus,473057,Suberites latus,"Lambe, 1893",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Suberitidae,,,Suberites,latus,,hermit crab sponge,2007-12-29,Andy Lamb,PMLS,,,unobserved,,native,
Sycon,347738,Sycon spp.,,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Syconidae,,,Sycon,,,tiny vase sponge,1994-10-07,Andy Lamb,PMLS,,,unobserved,,,
Tethya californiana,127233,Tethya californiana,"de Laubenfels, 1932",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tethyida,,,,Tethyidae,,,Tethya,californiana,,orange rough ball sponge,1981-05-31,Andy Lamb,PMLS,,,unobserved,,native,
Craniella villosa,459732,Craniella villosa,"Lambe, 1893",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,,Tetillidae,,,Craniella,villosa,,tennis ball sponge,1985-08-02,Andy Lamb,PMLS,2013-10-13,Peter Luckham,observed,,native,
Tetilla,247194,Tetilla sp.,,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,,Tetillidae,,,Tetilla,,,,2008-05-21,Jackson Chu,Chu (2010),,,unobserved,,,
Clavelina huntsmani,51984,Clavelina huntsmani,"Van Name, 1931",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Clavelinidae,,,Clavelina,huntsmani,,light-bulb tunicate,1995-02-24,Charlie Gibbs,PMLS,,,unobserved,,native,
Pycnoclavella stanleyi,424274,Pycnoclavella stanleyi,"Berrill & Abbott, 1949",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Clavelinidae,,,Pycnoclavella,stanleyi,,yellow social ascidian,1993-08-16,Andy Lamb,PMLS,,,unobserved,,native,
Didemnum carnulentum,344918,Didemnum carnulentum,"Ritter & Forsyth, 1917",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Didemnidae,,,Didemnum,carnulentum,,Pacific white crust,1985-07-29,Andy Lamb,PMLS,,,unobserved,,native,
Didemnum,55512,Didemnum spp.,,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Didemnidae,,,Didemnum,,,white glove leather,,,,2013-10-13,Peter Luckham,observed,,,"Reported as 'Didemnun / Trididemnum' in PMLS records, this report includes all whitish, encrusting compound tunicates that often form large sheets. Field identification of these organisms is not possible."
Didemnum vexillum,126506,Didemnum vexillum,"Kott, 2002",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Didemnidae,,,Didemnum,vexillum,,carpet sea squirt,2013-10-23,Andy Lamb,PMLS,,,unobserved,,non-native,
Diplosoma listerianum,81778,Diplosoma listerianum,"(Milne Edwards, 1841)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Didemnidae,,,Diplosoma,listerianum,,gray encrusting compound tunicate,1999-07-31,Charlie Gibbs,PMLS,,,unobserved,,cryoptogenic,
Trididemnum alexi,798823,Trididemnum alexi,"Lambert, 2003",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Didemnidae,,,Trididemnum,alexi,,speckled compound tunicate,1985-12-07,Andy Lamb,PMLS,,,unobserved,,native,
Distaplia occidentalis,347339,Distaplia occidentalis,"Bancroft, 1899",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Holozoidae,,,Distaplia,occidentalis,,mushroom compound tunicate,1981-05-31,Andy Lamb,PMLS,2019-05-04,Larry Taylor,observed,,native,
Cystodytes lobatus,339197,Cystodytes lobatus,"(Ritter, 1900)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polycitoridae,,,Cystodytes,lobatus,,lobed compound tunicate,1993-05-09,Charlie Gibbs,PMLS,,,unobserved,,native,
Eudistoma molle,448127,Eudistoma molle,"(Ritter, 1900)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polycitoridae,,,Eudistoma,molle,,red-dotted compound tunicate,1994-09-10,Andy Lamb,PMLS,,,unobserved,,native,
Eudistoma purpuropunctatum,492675,Eudistoma purpuropunctatum,"Lambert, 1989",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polycitoridae,,,Eudistoma,purpuropunctatum,,mauve lobed compound tunicate,2008-11-12,Andy Lamb,PMLS,,,unobserved,,native,
Aplidium californicum,131232,Aplidium californicum,"(Ritter & Forsyth, 1917)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polyclinidae,,,Aplidium,californicum,,California sea pork,1994-10-07,Andy Lamb,PMLS,,,unobserved,,native,
Aplidium kottae,799283,Aplidium kottae,"Brunetti, 2007",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polyclinidae,,,Aplidium,kottae,,red ascidian,1985-07-29,Andy Lamb,PMLS,,,unobserved,,native,
Synoicum parfustis,424278,Synoicum parfustis,"(Ritter & Forsyth, 1917)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polyclinidae,,,Synoicum,parfustis,,peach-coloured compound tunicate,1999-07-31,Charlie Gibbs,PMLS,,,unobserved,,native,
Ascidia columbiana,428617,Ascidia columbiana,"(Huntsman, 1912)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Ascidiidae,,,Ascidia,columbiana,,sea blisters,2011-11-18,Andy Lamb,PMLS,,,unobserved,,native,
Ascidia paratropa,415129,Ascidia paratropa,"(Huntsman, 1912)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Ascidiidae,,,Ascidia,paratropa,,glassy tunicate,1969-02-21,Andy Lamb,PMLS,,,unobserved,,native,
Ciona savignyi,81614,Ciona savignyi,"Herdman, 1882",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Cionidae,,,Ciona,savignyi,,sea vase,1985-12-07,Andy Lamb,PMLS,,,unobserved,,cryoptogenic,
Chelyosoma productum,428793,Chelyosoma productum,"Stimpson, 1864",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Corellidae,,,Chelyosoma,productum,,disc-top tunicate,1969-02-22,Andy Lamb,PMLS,,,unobserved,,native,
Corella inflata,347987,Corella inflata,"Huntsman, 1912",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Corellidae,,,Corella,inflata,,brooding transparent tunicate,1999-07-31,Andy Lamb,PMLS,,,unobserved,,native,
Corella willmeriana,447661,Corella willmeriana,"Herdman, 1898",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Corellidae,,,Corella,willmeriana,,transparent tunicate,1976-06-20,Rita M. O'Clair,CMN,,,unobserved,,native,
Perophora annectens,372665,Perophora annectens,"Ritter, 1893",Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Perophoridae,,,Perophora,annectens,,yellow social tunicate,1985-07-29,Andy Lamb,PMLS,,,unobserved,,native,
Molgula pacifica,800031,Molgula pacifica,"(Huntsman, 1912)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Molgulidae,,,Molgula,pacifica,,globular ascidian,1993-08-16,Andy Lamb,PMLS,,,unobserved,,native,
Bathypera feminalba,800127,Bathypera feminalba,"Young & Vazquez, 1995",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Bathypera,feminalba,,tiny white tunicate,2009-04-04,Andy Lamb,PMLS,,,unobserved,,native,
Boltenia villosa,194568,Boltenia villosa,"(Stimpson, 1864)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Boltenia,villosa,,hairy tunicate,1986-04-08,Andy Lamb,RBCM,2015-05-16,Peter Luckham,observed,,native,
Halocynthia aurantium,473652,Halocynthia aurantium,"(Pallas, 1787)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Halocynthia,aurantium,,Pacific sea peach,1973-06-14,Philip Lambert,RBCM,,,unobserved,,native,
Halocynthia igaboja,428524,Halocynthia igaboja,"Oka, 1906",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Halocynthia,igaboja,,bristly tunicate,1994-02-26,Charlie Gibbs,PMLS,2015-05-16,Peter Luckham,observed,,native,
Pyura haustor,333504,Pyura haustor,"(Stimpson, 1864)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Pyura,haustor,,warty tunicate,1969-02-22,Andy Lamb,PMLS,,,unobserved,,native,
Pyura mirabilis,552416,Pyura mirabilis,"(Drasche, 1884)",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Pyura,mirabilis,,Aladdin's lamp tunicate,2013-10-23,Andy Lamb,PMLS,,,unobserved,,native,
Botrylloides violaceus,81776,Botrylloides violaceus,"Oka, 1927",Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Styelidae,,,Botrylloides,violaceus,,lined compound ascidian,2007-10-14,Andy Lamb,PMLS,2020-06-08,Jennifer Grant,observed,,non-native,
