id,name,ancestry
523868,Bombus opifex,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
55637,Bombus pascuorum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
886891,Bombus patagiatus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538903
856068,Bombus pauloensis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
56887,Bombus pensylvanicus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
155085,Bombus perplexus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
124910,Bombus pratorum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
522589,Bombus pullatus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
703453,Bombus robustus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538890
522588,Bombus rubicundus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538890
53524,Bombus ruderarius,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
133704,Bombus ruderatus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538905
144011,Bombus rufocinctus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538890
127735,Bombus rupestris,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538893
367733,Bombus schrencki,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
1025244,Bombus sichelii,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538909
142269,Bombus sitkensis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
57690,Bombus sonorus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
447123,Bombus soroeensis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538911
333681,Bombus subterraneus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/415027
123657,Bombus sylvarum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
450489,Bombus sylvicola,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
127905,Bombus ternarius,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
57516,Bombus terrestris,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538903
121517,Bombus terricola,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538903
128670,Bombus vagans,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
1020304,Bombus vancouverensis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900/1124207
125138,Bombus vandykei,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
127789,Bombus vestalis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538893
537132,Bombus veteranus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538902
57689,Bombus vosnesenskii,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900
300650,Brachygastra azteca,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/343248/531700/154722
330291,Brachygastra lecheguana,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/343248/531700/154722
154721,Brachygastra mellifica,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/343248/531700/154722
1255700,Brachymelecta californica,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/467035/1254664
68938,Brachymyrmex depilis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/637573/68941
266076,Brachymyrmex obscurior,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/637573/68941
356419,Brachymyrmex patagonicus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/637573/68941
367034,Brachyponera chinensis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/338275/637438/367035
1260102,Burnettweldia corallina,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/1260096
1260100,Burnettweldia plumbella,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/1260096
1260101,Burnettweldia washingtonensis,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/1260096
571004,Cadeguala occidentalis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/127740/570579/574757/571015/602786
386969,Caliroa cerasi,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/551356/551357/372177
198952,Calliopsis andreniformis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/57668/209406/570578/174615/571486
548084,Calliopsis subalpina,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/57668/209406/570578/174615/571488
1224692,Callirhytis balanacea,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
69239,Callirhytis clavula,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
883743,Callirhytis congregata,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
910354,Callirhytis flavipes,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
179372,Callirhytis furva,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
1064758,Callirhytis infuscata,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
623310,Callirhytis lanata,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
69244,Callirhytis perdens,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
541918,Callirhytis perfoveata,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
1085906,Callirhytis piperoides,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
473375,Callirhytis quercusagrifoliae,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
542310,Callirhytis quercusbatatoides,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
1142061,Callirhytis quercuscornigera,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
918682,Callirhytis quercusfutilis,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
1084215,Callirhytis quercusgemmaria,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
466678,Callirhytis quercusoperator,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
179371,Callirhytis quercuspunctata,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
205776,Callirhytis quercussuttoni,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
123900,Callirhytis seminator,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
490868,Callirhytis serricornis,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
1091440,Callirhytis vaccinii,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/69242
201982,Camponotus aeneopilosus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/1028116
338197,Camponotus aethiops,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193
215970,Camponotus americanus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519191
300404,Camponotus atriceps,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519194
129272,Camponotus castaneus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193
62780,Camponotus chromaiodes,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519191
575039,Camponotus cinctellus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/795100
490629,Camponotus compressus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193
201978,Camponotus consobrinus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193/1352297
266016,Camponotus conspicuus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193
131030,Camponotus cruentatus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/795100
215972,Camponotus decipiens,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/363598
497624,Camponotus detritus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/795096/1409437
346980,Camponotus fallax,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/363598
266021,Camponotus festinatus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193/1353008
81709,Camponotus floridanus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519194
372589,Camponotus fulvopilosus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/795096/1409437
706552,Camponotus habereri,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193
215974,Camponotus herculeanus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519191
483475,Camponotus innexus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/1028116
423541,Camponotus intrepidus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/1028119
321673,Camponotus japonicus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519191
1291025,Camponotus laevissimus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519191
343252,Camponotus lateralis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/363598/1467745
338086,Camponotus ligniperda,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519191
426243,Camponotus maculatus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193
68954,Camponotus modoc,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519191
416827,Camponotus mus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519195
146942,Camponotus nearcticus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/363598
362770,Camponotus nicobarensis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193
625668,Camponotus nigriceps,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193/1352297
426182,Camponotus niveosetosus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/795155
143252,Camponotus novaeboracensis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519191
68956,Camponotus ocreatus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193/1376487
129902,Camponotus pennsylvanicus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519191
347442,Camponotus piceus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/363598/1467745
300418,Camponotus planatus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519195
266033,Camponotus rectangularis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/1028134
366832,Camponotus rufipes,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519194
68958,Camponotus sansabeanus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193/1376487
68877,Camponotus semitestaceus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193/1376487
141749,Camponotus sericeiventris,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/1028133
465214,Camponotus sexguttatus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/1244932
628186,Camponotus singularis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/1028119
519197,Camponotus snellingi,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/363598
519198,Camponotus socius,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193
426242,Camponotus storeatus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/795096/1409437
143505,Camponotus subbarbatus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/363598
607146,Camponotus suffusus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/1028119
504778,Camponotus texanus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519191
343182,Camponotus vagus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519191
519199,Camponotus vestitus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/795100
68959,Camponotus vicinus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193/1376487
426244,Camponotus werthi,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193
716182,Camponotus xerxes,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193
1116485,Camponotus zonatus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/62781/519193
366943,Campsomeriella collaris,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/469073/366939
532900,Campsomeriella thoracica,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/469073/366939
451308,Cataglyphis nodus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/637435/82193/1464305
308955,Centris nitida,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/135302/174417/1448261
205643,Centris rhodopus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/135302/174417/578096
366960,Cephalotes atratus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/322028/201299/1340238
462040,Cephalotes clypeatus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/322028/201299/1340307
307222,Cephalotrigona zexmeniae,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/200106/252460
308801,Ceratina arizonensis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/244505/543234/155108/572868
198860,Ceratina calcarata,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/244505/543234/155108/468067
507413,Ceratina cucurbitina,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/244505/543234/155108/572870
497753,Ceratina smaragdula,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/244505/543234/155108/572880
450709,Ceratina strenua,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/244505/543234/155108/468067
264946,Cerceris bicornuta,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/119289/575002/81959
326370,Cerceris fumipennis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/119289/575002/81959
424137,Cerceris insolita,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/119289/575002/81959
203306,Cerceris nigrescens,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/119289/575002/81959
127794,Cerceris rybyensis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/119289/575002/81959
626855,Cerceris sextoides,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/119289/575002/81959
508078,Ceropales maculata,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/54028/519144/250751
356075,Chalybion bengalense,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/48742/470913/471021/132335
133790,Chalybion californicum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/48742/470913/471021/132335
469403,Chalybion japonicum,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/48742/470913/471021/132335
216640,Chalybion zimmermanni,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/48742/470913/471021/132335
1119088,Chelaner antarcticus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469106/864669
357472,Chelostoma florisomne,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/465612/252470/699686
357471,Chelostoma rapunculi,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/465612/252470/699689
119073,Chlorion aerarium,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/48742/474145/119074
325772,Chrysis angolensis,48460/1/47120/372739/47158/184884/47201/124417/326777/203212/126149/322143/604855/130121/1426885
1028452,Cimbex americanus,48460/1/47120/372739/47158/184884/47201/84643/49452/53844/812597/62421
62417,Cimbex connatus,48460/1/47120/372739/47158/184884/47201/84643/49452/53844/812597/62421
333695,Cimbex femoratus,48460/1/47120/372739/47158/184884/47201/84643/49452/53844/812597/62421
345781,Cladius grandis,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/337329/921460/345747
628325,Cladius pectinicornis,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/337329/921460/345747
626625,Coelioxys dolichos,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/541027/199145/626522
636878,Coelioxys modestus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/541027/199145/563470
934230,Coelioxys octodentatus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/541027/199145/626528
626642,Coelioxys rufitarsis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/541027/199145/626528
626643,Coelioxys sayi,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/52777/314114/541027/199145/626528
484487,Colletes cunicularius,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/127740/574754/127741
433481,Colletes hederae,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/127740/574754/127741
199041,Colletes inaequalis,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/127740/574754/127741/1438690
487440,Colletes thoracicus,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/127740/574754/127741/1438690
547966,Colobopsis gasseri,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/503396
503397,Colobopsis truncata,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/244834/334375/503396
893890,Colpa octomaculata,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/469073/505460
560208,Colpa quinquecincta,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/469073/505460
505459,Colpa sexmaculata,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/469073/505460
83916,Cotesia congregata,48460/1/47120/372739/47158/184884/47201/124417/47200/63187/244423/63180/1449989
63184,Cotesia glomerata,48460/1/47120/372739/47158/184884/47201/124417/47200/63187/244423/63180
300225,Crabro latipes,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/337421/416784/574827/56808
450689,Crematogaster ashmeadi,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469107/47342/1154989
460157,Crematogaster castanea,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469107/47342/1154989
217740,Crematogaster cerasi,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469107/47342/1154989
1368641,Crematogaster laeviuscula,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469107/47342/1154989
426236,Crematogaster peringueyi,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469107/47342/1154989
347447,Crematogaster schmidti,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469107/47342/1154989
342899,Crematogaster scutellaris,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/469107/47342/1154989
469075,Crioscolia alcione,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/469073/469074
486219,Cryptocheilus alternatus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/54028/132781/465892/198789
198790,Cryptocheilus bicolor,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/54028/132781/465892/198789
343394,Ctenochares bicolorus,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/336926/465331/1422571/343395
857745,Cynips conspicuus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/119643
127742,Cynips divisa,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/119643
469443,Cynips douglasii,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/119643
143904,Cynips longiventris,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/119643
857629,Cynips mirabilis,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/119643
746846,Cynips multipunctata,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/119643
1042585,Cynips quercusechinus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/119643
119642,Cynips quercusfolii,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/205775/119643
265954,Cyphomyrmex rimosus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/322028/891179/69033
507903,Daceton armigerum,48460/1/47120/372739/47158/184884/47201/124417/326777/1269340/47336/69143/322028/507904
1179443,Darditilla debilis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/950700/630367
300925,Dasymutilla arachnoides,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
123164,Dasymutilla asopus,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
119733,Dasymutilla aureola,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
122639,Dasymutilla bioculata,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
300926,Dasymutilla californica,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
48512,Dasymutilla coccineohirta,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
300929,Dasymutilla cressoni,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
266465,Dasymutilla erythrina,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
503366,Dasymutilla foxi,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
62765,Dasymutilla gloriosa,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
320913,Dasymutilla gorgon,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
146613,Dasymutilla klugii,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
299958,Dasymutilla magnifica,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
504398,Dasymutilla nigripes,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
117221,Dasymutilla occidentalis,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
300939,Dasymutilla pulchra,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
322978,Dasymutilla quadriguttata,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
83412,Dasymutilla sackenii,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
555270,Dasymutilla scaevola,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
194339,Dasymutilla sicheliana,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
504095,Dasymutilla vesta,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
154504,Dasymutilla vestita,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
628350,Dasymutilla zelaya,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/48511/145374/1124745/48513
746682,Dasypoda hirtipes,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/154651/479986/576573/154652/700700
545098,Dasyscolia ciliata,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/469073/601998
702605,Delta bicinctum,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/119344/118582
523150,Delta campaniforme,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/119344/118582
538237,Delta conoideum,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/119344/118582
473683,Delta dimidiatipenne,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/119344/118582
527951,Delta emarginatum,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/119344/118582
318793,Delta esuriens,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/119344/118582
633638,Delta lepeleterii,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/119344/118582
342426,Delta pyriforme,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/119344/118582
343451,Delta unguiculatum,48460/1/47120/372739/47158/184884/47201/124417/326777/48740/52747/119344/118582
196604,Diadasia bituberculata,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/335660/121512/578118
135310,Diadasia enavata,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/335660/121512/578116
361448,Diadasia ochracea,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/335660/121512/578117
484683,Diamma bicolor,48460/1/47120/372739/47158/184884/47201/124417/326777/554136/605157/708174/484682
430453,Diastrophus cuscutaeformis,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/1042628/205634
205631,Diastrophus kincaidii,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/1042628/205634
202858,Diastrophus nebulosus,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/1042628/205634
471095,Diastrophus rubi,48460/1/47120/372739/47158/184884/47201/124417/981280/55593/55594/471867/1042628/205634
893820,Dielis dorsata,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/469073/893796
893822,Dielis pilipes,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/469073/893796
893823,Dielis plumipes,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/469073/893796
893824,Dielis tolteca,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/469073/893796
893825,Dielis trifasciata,48460/1/47120/372739/47158/184884/47201/124417/326777/1269344/51967/469073/893796
