Taxon,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Author,Common Name,Origin,Status,Reporting Status,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First observed,iNaturalist Link,iNaturalist taxon name,iNaturalist taxon ID,iNaturalist Photo,Notes
Rumex pulcher,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,L.,fiddle dock,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Rumex pulcher,60232,,
Rumex salicifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,Weinm.,willow dock,native,unlisted,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/29658711,Rumex salicifolius,60233,https://static.inaturalist.org/photos/46296249/medium.jpg?1564257400,
Paxistima myrsinites,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,Celastraceae,,,Paxistima,(Pursh) Raf.,Oregon boxwood,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/25473390,Paxistima myrsinites,63893,https://static.inaturalist.org/photos/39454830/medium.jpeg?1558393352,
Cornus nuttallii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Cornaceae,,,Cornus,Audubon ex Torr. & A. Gray,Pacific dogwood,native,S5 (2015),reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Cornus nuttallii,76447,,
Cornus sericea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Cornaceae,,,Cornus,Michx.,western dogwood,native,S5 (2015),confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/24692807,Cornus sericea,53387,https://static.inaturalist.org/photos/38184479/medium.jpeg?1557179187,Cornus stolonifera reported
Philadelphus lewisii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Hydrangeaceae,,,Philadelphus,Pursh,mock orange,native,S5 (2015),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Philadelphus lewisii,62223,,
Sambucus racemosa var. arborescens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,Sambucus,L.,red elderberry,native,S5,confirmed,1980-05-05,Harvey Janszen,RBCM,V107376,,https://www.inaturalist.org/observations/22740073,Sambucus racemosa arborescens,543175,https://static.inaturalist.org/photos/35238878/medium.jpeg?1555727979,
Knautia arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Dipsacoideae,,Knautia,(L.) Coult.,field scabious,exotic,unlisted,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Knautia arvensis,129115,,
Linnaea borealis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Linnaeoideae,,Linnaea,L.,twinflower,native,S5,reported,6/21/1974,Gerda Krause,UBC,V1578826,,,Linnaea borealis,77780,,
Lonicera ciliosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,DC.,orange honeysuckle,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/21442986,Lonicera ciliosa,77832,https://static.inaturalist.org/photos/33175750/medium.jpeg?1553143002,
Lonicera hispidula,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,Douglas ex Torr. & A. Gray,pink honeysuckle,native,S5,confirmed,7/23/1987,Gerald B. Straley,UBC,V193167,,https://www.inaturalist.org/observations/13350631,Lonicera hispidula,53416,https://static.inaturalist.org/photos/19567404/medium.jpeg?1528762334,
Plectritis congesta ssp. brachystemon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,(Fisch. & C.A. Mey.) Morey,shortspur seablush,native,unlisted,reported,1899-05,Albert J. Hill,UBC,V28656,,,Plectritis congesta brachystemon,57787,,
Plectritis congesta var. congesta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,(Lindl.) DC.,sea blush,native,S5,confirmed,1895-05,A.J. Hill,UBC,V28653,,https://www.inaturalist.org/observations/12607564,Plectritis congesta congesta,59253,https://static.inaturalist.org/photos/18228795/medium.jpg?1526747895,
Symphoricarpos albus var. laevigatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,(Fernald) S.F. Blake,common snowberry,native,S5,confirmed,8/27/1957,T.R. Ashlee,UBC,V765982,,https://www.inaturalist.org/observations/24592692,Symphoricarpos albus laevigatus,48525,https://static.inaturalist.org/photos/38028592/medium.jpg?1557070448,
Symphoricarpos mollis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,Nutt.,creeping snowberry,native,S5,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Symphoricarpos mollis,53456,,
Allotropa virgata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Allotropa,Torr. & A. Gray,sugarstick,native,S3S4 (2015),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Allotropa virgata,62481,,
Arbutus menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arbutus,Pursh,arbutus,native,S4,confirmed,1895-06,Albert J. Hill,UBC,V15772,,http://inaturalist.ca/observations/7324019,Arbutus menziesii,51046,https://static.inaturalist.org/photos/9692673/medium.jpg?1502487741,
Arctostaphylos columbiana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,Piper,Columbia manzanita,native,S4,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Arctostaphylos columbiana,75505,,
Arctostaphylos uva-ursi,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,(L.) Spreng.,kinnikinnick,native,S5,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Arctostaphylos uva-ursi,68049,,
Chimaphila umbellata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Chimaphila,(L.) Nutt.,Prince's Pine,native,S5 (2015),reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Chimaphila umbellata,62236,,
Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Pursh,salal,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/13349505,Gaultheria shallon,48441,https://static.inaturalist.org/photos/19565346/medium.jpeg?1528759942,
Monotropa uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Monotropa,L.,indian pipe,native,S4 (2015),confirmed,8/10/1956,T.R. Ashlee,UBC,V766047,,https://www.inaturalist.org/observations/13350587,Monotropa uniflora,49477,https://static.inaturalist.org/photos/19567364/medium.jpeg?1528762295,
Pterospora andromedea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pterospora,Nutt.,pinedrops,native,S4 (2015),reported,1982-11-10,Harvey Janszen,RBCM,V120119,,,Pterospora andromedea,52118,,
Pyrola aphylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,Sm.,leafless wintergreen,native,S2S3 (2015) ,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Pyrola aphylla,630966,,"Questionable taxon; appears to be regularly occuring in the islands, however P. picta is also thought to occur leafless"
Pyrola asarifolia ssp. bracteata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,Michx.,bog wintergreen,native,S5 (2000),reported,1895-05,Albert J. Hill,UBC,V45143,,,Pyrola asarifolia bracteata,80169,,
Pyrola chlorantha,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,Sw.,greenflowered wintergreen,native,S5? (2015),reported,1895-06-14,Albert J. Hill,UBC,V16290,,,Pyrola chlorantha,63802,,
Rhododendron groenlandicum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,(Oeder) Kron & Judd,Labrador tea,native,S5 (2015),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Rhododendron groenlandicum,180413,,
Vaccinium ovatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,Pursh,evergreen huckleberry,native,S4,confirmed,8/26/1957,T.R. Ashlee,UBC,V766042,,https://www.inaturalist.org/observations/13349815,Vaccinium ovatum,48349,https://static.inaturalist.org/photos/19565830/medium.jpeg?1528760537,
Vaccinium parvifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,Sm.,red huckleberry,native,S5,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/19857210,Vaccinium parvifolium,48354,https://static.inaturalist.org/photos/30614892/medium.jpeg?1548392358,
Collomia heterophylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,Collomia,Hook.,variableleaf collomia,native,S5 (2015),reported,7/23/1987,Gerald B. Straley,UBC,V193709,,,Collomia heterophylla,52996,,
Leptosiphon minimus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,Leptosiphon,(H. Mason) R. Battaglia,bicolored linanthus,native,S4,reported,1915-06,John Davidson,UBC,V44099,,,Leptosiphon minimus,77693,,
Microsteris gracilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,Microsteris,(Douglas ex Hook.) Greene,annual phlox,native,S5 (2015),reported,1980-03-30,Harvey Janszen,RBCM,V107507,,,Microsteris gracilis,61210,,
Navarretia squarrosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,Navarretia,(Eschsch.) Hook. & Arn.,skunkweed,native,S4 (2015),confirmed,7/23/1987,Gerald B. Straley,UBC,V193707,,https://www.inaturalist.org/observations/26624256,Navarretia squarrosa,53157,https://static.inaturalist.org/photos/41351152/medium.jpeg?1560019998,
Lysimachia arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,(L.) U.Manns & Anderb.,scarlet pimpernel,exotic,unlisted,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/26153568,Lysimachia arvensis,791928,https://static.inaturalist.org/photos/40580928/medium.jpeg?1559354544,
Lysimachia latifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,(Hook.) Cholewa,western starflower,native,S4S5 (2015),confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/12527588,Lysimachia latifolia,496537,https://static.inaturalist.org/photos/18090647/medium.jpg?1526511343,
Lysimachia minima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,(L.) U. Manns & Anderb.,chaffweed,native,S4 (2018),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Lysimachia minima,204353,,
Primula pauciflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Primuloideae,Primuleae,Primula,Franch.,pretty shooting star,native,S5,reported,2016-04-09,MICS,Edith Point Ecological Baseline Report,,,,Primula pauciflora,498086,,
Primula vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Primuloideae,Primuleae,Primula,Huds. (unresolved),primrose,exotic,unlisted,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Primula vulgaris,56136,,
Acmispon parviflorus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Loteae,Acmispon,(Benth.) D.D. Sokoloff,short-flower deervetch,native,S3S4 (2015),confirmed,1895-06,Albert J. Hill,UBC,V23628,,https://www.inaturalist.org/observations/24706332,Acmispon parviflorus,57048,https://static.inaturalist.org/photos/38205292/medium.jpeg?1557193050,
Cytisus scoparius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Cytisus,(L.) Link,Scotch broom,exotic,unlisted,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/14402182,Cytisus scoparius,48538,https://static.inaturalist.org/photos/21421423/medium.jpg?1531705117,
Laburnum anagyroides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Laburnum,Medik.,common laburnum,exotic,unlisted,confirmed,1980-05-23,Harvey Janszen,RBCM,V107311,,https://www.inaturalist.org/observations/24714542,Laburnum anagyroides,51810,https://static.inaturalist.org/photos/38220700/medium.jpg?1557205956,
Lathyrus japonicus ssp. maritimus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Fabeae,Lathyrus,(L.) P.W. Ball,seaside pea,native,S4,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Lathyrus japonicus maritimus,118549,,
Lathyrus latifolius ,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Fabeae,Lathyrus,L.,broad-leaved peavine,exotic,unlisted,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/27535595,Lathyrus latifolius,61009,https://static.inaturalist.org/photos/42852502/medium.jpg?1561330907,
Lathyrus nevadensis var. pilosellus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Fabeae,Lathyrus,(M. Peck) C.L. Hitchc. & Ownbey,purple peavine,native,S5,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/24711145,Lathyrus nevadensis pilosellus,241251,https://static.inaturalist.org/photos/38208190/medium.jpeg?1557195322,
Lathyrus palustris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Fabeae,Lathyrus,L.,marsh peavine,native,S3S4 (2015),reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Lathyrus palustris,77642,,
Lathyrus sylvestris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Fabeae,Lathyrus,L.,narrow-leaved everlasting peavine,exotic,unlisted,reported,7/23/1987,Gerald B. Straley,UBC,V193721,,,Lathyrus sylvestris,82740,,
Lotus corniculatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Loteae,Lotus,L.,common bird's-foot trefoil,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Lotus corniculatus,47435,,
Lupinus arboreus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,Sims,tree lupine,exotic,unlisted,reported,1979-06-04,Harvey Janszen,RBCM,V097996,,,Lupinus arboreus,61010,,
Lupinus bicolor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,Lindl.,two-coloured lupine,native,S4? (2015),reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Lupinus bicolor,50614,,
Lupinus polycarpus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,Greene,small-flowered lupine,native,S4,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Lupinus polycarpus,59423,,
Lupinus polyphyllus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,Lindl.,large-leaved lupine,native,S4 (2001),reported,1979-06-04,Harvey Janszen,RBCM,V097999,,,Lupinus polyphyllus,59549,,
Medicago lupulina,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,L.,black medic,exotic,unlisted,reported,2009-01-01,Quentin Cronk,Mayne Flora List,,,,Medicago lupulina,57056,,
Medicago sativa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,L.,alfalfa,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Medicago sativa,57057,,
Robinia pseudoacacia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Robinieae,Robinia,L.,black locust,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Robinia pseudoacacia,56088,,
Securigera varia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Loteae,Securigera,(L.) Lassen,crownvetch,exotic,unlisted,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Securigera varia,127186,,
Trifolium arvense,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,L.,rabbitfoot clover,exotic,unlisted,reported,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,Trifolium arvense,79408,,
Trifolium campestre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Schreb.,hop trefoil,exotic,unlisted,reported,1980-06-24,Harvey Janszen,RBCM,V107397,,,Trifolium campestre,57076,,
Trifolium dichotomum ,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Hook. & Arn.,Macrae’s clover,native,S2 (2016),reported,5/22/1996,Jenifer L. Penny,UBC,V223885,,,Trifolium dichotomum,61179,,"Aiken Point, 48.8166666666667, -123.25"
Trifolium dubium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Sibth.,lesser hop trefoil,exotic,unlisted,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/13351235,Trifolium dubium,53313,https://static.inaturalist.org/photos/19568490/medium.jpeg?1528763439,
Trifolium microcephalum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Pursh,small-headed clover,native,S4,confirmed,1895-06-14,Albert J. Hill,UBC,V24492,,https://www.inaturalist.org/observations/24706229,Trifolium microcephalum,58911,https://static.inaturalist.org/photos/38204461/medium.jpeg?1557192365,
Trifolium microdon ,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Hook. & Arn.,thimble clover,native,S3S4,confirmed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,https://www.inaturalist.org/observations/24874212,Trifolium microdon,57079,https://static.inaturalist.org/photos/38474373/medium.jpeg?1557465901,
Trifolium oliganthum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Steud.,few-flowered clover,native,S4,confirmed,1980-05-03,Adolf Ceska & Oldriska Ceska,RBCM,V163742,,https://www.inaturalist.org/observations/24874215,Trifolium oliganthum,71122,https://static.inaturalist.org/photos/38474387/medium.jpeg?1557465929,
Trifolium pratense,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,L.,red clover,exotic,unlisted,reported,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,,Trifolium pratense,51875,,
Trifolium repens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,L.,white clover,exotic,unlisted,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/25454746,Trifolium repens,55745,https://static.inaturalist.org/photos/39424490/medium.jpeg?1558374288,
Trifolium striatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,L.,knotted clover,exotic,unlisted,confirmed,1996-06,Terry Taylor,UBC,V211733,,https://www.inaturalist.org/observations/25720374,Trifolium striatum,79432,https://static.inaturalist.org/photos/39866183/medium.jpeg?1558766389,
Trifolium subterraneum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,L.,subterranean clover,exotic,unlisted,reported,5/13/1980,Harvey Janszen,SEM,V107438,,,Trifolium subterraneum,60201,,
Trifolium variegatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Nutt.,white-tipped clover,native,S4 (2015),confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/24706230,Trifolium variegatum,57080,https://static.inaturalist.org/photos/38204474/medium.jpeg?1557192379,
Trifolium willdenovii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Spreng.,tomcat clover,native,S4,confirmed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,,https://www.inaturalist.org/observations/24711254,Trifolium willdenovii,57081,https://static.inaturalist.org/photos/38211347/medium.jpeg?1557197426,
