Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID
Calypogeia suecica,(H. Arn. & J. Perss.) K. Müll.,bog pouchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Calypogeiaceae,,native,SH (2015),reported,unobserved,1914-05,John Macoun,UBC,B76470,,,,,"on rotten wood: 48.50, -123.17",
Calypogeia trichomanis,(L.) Corda,hairy pouchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Calypogeiaceae,,native,S3S4 (2015),reported,unobserved,1914-05,John Macoun,UBC,B76632,,,,,,159721
Cephaloziella divaricata,(Sm.) Warnst.,spreading threadwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Cephaloziellaceae,,unlisted,unlisted,reported,unobserved,2016-04-10,Terry McIntosh,UBC,B239029,,,,,,56495
Cephaloziella sp.,,,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Cephaloziellaceae,,,,confirmed,observed,,,,,3/26/2019,Andrew Simon,https://www.inaturalist.org/observations/21652923,https://static.inaturalist.org/photos/33522322/medium.jpeg?1553652414,,56497
Chiloscyphus fragilis,(Roth) Schiffner,pale liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Geocalycaceae,,unlisted,unlisted,reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,B95477,,,,,reported as Chiloscyphus polyanthos spp. fragilis; only the nominate ssp is recognized by the province as of 2019,56506
Lophocolea bidentata,,Bifid Crestwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Geocalycaceae,,,,new 2017,observed,,,,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336530,https://static.inaturalist.org/photos/19535661/medium.jpeg?1528728172,,83960
Lophozia incisa,(Schrad.) Dumort.,ragged-leaf liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Jungermanniaceae,,unlisted,unlisted,reported,unobserved,2016-04-09,Terry McIntosh,UBC,B238993,,,,,,85415
Kurzia setacea,(G. H. Web.) Grolle,fingerwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Lepidoziaceae,,unlisted,unlisted,reported,unobserved,1970-08-29,Wilfred B. Schofield,UBC,B74340,,,,,unrecognized by province,
Kurzia sylvatica,(Evans) Grolle,wood fingerwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Lepidoziaceae,,native,S4 (2015),reported,unobserved,1914-05,John Macoun,UBC,B74426,,,,,,
Lepidozia reptans,(L.) Dumort.,little hands liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Lepidoziaceae,,unlisted,unlisted,confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B74864,6/20/2019,Andrew Simon,https://www.inaturalist.org/observations/27405444,https://static.inaturalist.org/photos/42636983/medium.jpeg?1561160354,,123769
Lophocolea cuspidata,(Nees) Limpr.,crestwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Lophocoleaceae,,unlisted,unlisted,reported,unobserved,1914-05,John Macoun,UBC,B95821,,,,,,164770
Lophocolea heterophylla,(Schrad.) Dumortier,variable crestwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Lophocoleaceae,,native,SNR,reported,unobserved,1914-05,John Macoun,UBC,B96013,,,,,,
Plagiochila asplenioides,(L. emend. Tayl.) Dumortier,greater featherwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Plagiochilaceae,,unlisted,unlisted,reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,B96369,,,,,Village Bay,
Porella cordaeana,(Huebener) Moore,cliff scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Porellaceae,,native,S5? (2015)  ,confirmed,observed,1914-05,John Macoun,UBC,B103264,1/24/2019,Andrew Simon,https://www.inaturalist.org/observations/19857213,https://static.inaturalist.org/photos/30614934/medium.jpeg?1548392415,,67839
Porella navicularis,(Lehm. & Lindenb.) Pfeiff.,tree ruffle liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Porellaceae,,native,S5,confirmed,observed,1914-05,John Macoun,UBC,B120176,1/24/2019,Andrew Simon,https://www.inaturalist.org/observations/19857222,https://static.inaturalist.org/photos/30615092/medium.jpeg?1548392718,,55255
Porella roellii,Steph.,scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Porellaceae,,native,S4 (2015),reported,unobserved,2016-04-09,Terry McIntosh,UBC,B238963,,,,,,
Ptilidium californicum,(Austin) Underw.,Pacific fuzzwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Ptilidiaceae,,native,S5? (2015)  ,reported,unobserved,1914-06,John Macoun,UBC,B65491,,,,,,129002
Scapania americana,K. Müller,American earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Scapaniaceae,,unlisted,unlisted,confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B91983,4/28/2019,Andrew Simon,https://www.inaturalist.org/observations/24711227,https://static.inaturalist.org/photos/38210819/medium.jpeg?1557197055,,168492
Scapania bolanderi,Austin,yellow-ladle earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Scapaniaceae,,native,S5 (2015),confirmed,observed,1914-05,John Macoun,UBC,B92192,5/17/2019,Andrew Simon,https://www.inaturalist.org/observations/25648299,https://static.inaturalist.org/photos/39749254/medium.jpeg?1558656846,,123692
Scapania umbrosa,(Schrad.) Dum.,shady earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Jungermanniales,,,Scapaniaceae,,native,S4 (2015),reported,unobserved,1914-05,John Macoun,UBC,B93663,,,,,,
Frullania tamarisci ssp. nisquallensis,(Sull.) S.Hatt.,hanging millipede liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Porellales,,,Jubulaceae,,native,S5 (2015),reported,unobserved,1914-05,Wilfred B. Schofield,UBC,B16173,,,,,,236079
Radula sp.,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Marchantiidae,,Porellales,,,Radulaceae,,,,reported,unobserved,2016-04-09,Terry McIntosh,UBC,B238994,,,,,,
Mannia gracilis,(F. Weber) Schill & D.G. Long,thallose liverwort,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Aytoniaceae,,native,S4 (2015),reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,B167303,,,,,Reported as syn. Asterella gracilis,
Marchantia polymorpha,,common liverwort,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Marchantiaceae,,,,new 2019,observed,,,,,3/15/2019,Andrew Simon,https://www.inaturalist.org/observations/21305824,https://static.inaturalist.org/photos/32946229/medium.jpeg?1552786572,,56406
Juniperus communis,L.,common juniper,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Cupressaceae,,native,,confirmed,observed,2016-11-02,MICS,St. John Point Conservation Report,,3/5/2019,Andrew Simon,https://www.inaturalist.org/observations/20987796,https://static.inaturalist.org/photos/32412204/medium.jpeg?1551844041,,58725
Juniperus maritima,R.P. Adams,seaside juniper,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Cupressaceae,,native,S4 (2017),confirmed,observed,1986-1987,Brenan Simpson,Wild Flowers of Mayne Island,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/9286369,https://static.inaturalist.org/photos/12587132/medium.jpeg?1514492859,,164313
Thuja plicata,Donn ex D. Don,western redcedar,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Cupressaceae,,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,8/7/2017,Riley Pollom,https://www.inaturalist.org/observations/7536421,https://static.inaturalist.org/photos/9831144/medium.jpeg?1503013524,,48252
Abies grandis,(Douglas ex D. Don) Lindl.,grand fir,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,10/6/2018,scog7,https://www.inaturalist.org/observations/17263813,https://static.inaturalist.org/photos/26187811/medium.jpg?1538869797,,63690
Pinus contorta ssp. contorta,Douglas ex Loudon,shore pine,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,3/4/2019,Andrew Simon,https://www.inaturalist.org/observations/20960478,https://static.inaturalist.org/photos/32361066/medium.jpeg?1551752757,,80130
Pseudotsuga menziesii,(Mirb.) Franco,coastal Douglas fir,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,2/6/2019,Andrew Simon,https://www.inaturalist.org/observations/21243350,https://static.inaturalist.org/photos/32841815/medium.jpeg?1552605486,,63910
Tsuga heterophylla,(Raf.) Sarg.,western hemlock,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Pinaceae,,native,S5 (2015),confirmed,observed,2016-11-02,MICS,St. John Point Conservation Report,,5/2/2019,Tom Ediger,https://www.inaturalist.org/observations/24392277,https://static.inaturalist.org/photos/37715234/medium.jpg?1556826253,,48254
Taxus brevifolia,Nutt.,Pacific yew,Plantae,Pinophyta,,,Pinopsida,Pinidae,,Pinales,,,Taxaceae,,native,S5 (2000); G4G5 (2016),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,55209
Athyrium filix-femina sp. cyclosorum,(Rupr.) C. Chr.,lady fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Athyriaceae,,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,6/11/2018,pblaeser,https://www.inaturalist.org/observations/13349457,https://static.inaturalist.org/photos/19565274/medium.jpeg?1528759845,,52669
Struthiopteris spicant,(L.) F.W. Weiss,deer fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Blechnaceae,,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,6/3/2019,Andrew Simon,https://www.inaturalist.org/observations/26372180,https://static.inaturalist.org/photos/40946053/medium.jpeg?1559624590,,48432
Cystopteris fragilis,(L.) Bernh.,brittle bladderfern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Cystopteridaceae,,native,S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,58755
Pteridium aquilinum ssp. pubescens,L. Underw.,bracken fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Dennstaedtiaceae,,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,6/10/2018,pblaeser,https://www.inaturalist.org/observations/13324184,https://static.inaturalist.org/photos/19519407/medium.jpeg?1528689886,,52681
Dryopteris expansa,(C. Presl) Fraser-Jenk. & Jermy,spiny wood fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Dryopteridaceae,,native,S5,confirmed,observed,1914-06-05,John Macoun,RBCM,V000011A,1/24/2019,Andrew Simon,https://www.inaturalist.org/observations/19857221,https://static.inaturalist.org/photos/30615079/medium.jpeg?1548392698,,52672
Polystichum munitum,(Kaulf.) C. Presl,western sword fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Dryopteridaceae,,native,S5,confirmed,observed,1979-05-31,Harvey Janszen,RBCM,V098055Y,1/17/2019,Andrew Simon,https://www.inaturalist.org/observations/19703781,https://static.inaturalist.org/photos/30352921/medium.jpeg?1547775486,,47751
Polypodium glycyrrhiza,D.C. Eaton,licorice fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Polypodiaceae,Polypodioideae,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336585,https://static.inaturalist.org/photos/19538860/medium.jpeg?1528731721,,55104
Adiantum aleuticum,(Rupr.) C.A. Paris,western maidenhair fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Pteridaceae,Vittarioideae,native,S4,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,52667
Pentagramma triangularis,"(Kaulf.) Yatsk., Windham & E. Wollenw.",goldback fern,Plantae,Pteridophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Pteridaceae,Cheilanthoideae,native,S4S5,confirmed,observed,1987-07-23,Gerald B. Straley,UBC,V193706,1/29/2019,Andrew Simon,https://www.inaturalist.org/observations/19956809,https://static.inaturalist.org/photos/30792843/medium.jpeg?1548802866,,52676
Botrypus virginianus,(L.) Michx. 1803,rattlesnake fern,Plantae,Pteridophyta,,,Psilotopsida,,,Ophioglossales,,,Ophioglossaceae,,native,S4S5 (2015),reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,
Sceptridium multifidum,(S.G.Gmel.) Tagawa,leathery moonwort,Plantae,Pteridophyta,,,Psilotopsida,,,Ophioglossales,,,Ophioglossaceae,,native,S5 (2015),reported,unobserved,1979-05-10,Harvey Janszen,RBCM,V098023,,,,,,78990
Bangia sp.,,,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,,confirmed,observed,1/8/1994,Andy Lamb,PMLS,,5/4/2019,Katy Hind,https://www.inaturalist.org/observations/24567349,https://static.inaturalist.org/photos/37990916/medium.jpg?1557028909,,182981
Porphyra gardneri,,kelp-fringing nori,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,,reported,unobserved,11/13/2008,Andy Lamb,PMLS,,,,,,,
Porphyra nereocystis,C. L. Anderson,red laver,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,unlisted,unlisted,reported,unobserved,11/14/2008,Andy Lamb,PMLS,,,,,,,123633
Pyropia fucicola,,,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,,new 2019,observed,,,,,5/4/2019,Katy Hind,https://www.inaturalist.org/observations/24523992,https://static.inaturalist.org/photos/37921061/medium.jpg?1556991578,,866006
Pyropia perforata,,,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,,new 2019,observed,,,,,5/4/2019,Katy Hind,https://www.inaturalist.org/observations/24521355,https://static.inaturalist.org/photos/37917234/medium.jpg?1556989203,,370273
Smithora naiadum,,seagrass laver,Plantae,Rhodophyta,,,Compsopogonophyceae,,,Erythropeltidales,,,Erythrotrichiaceae,,,,confirmed,observed,7/12/1995,Andy Lamb,PMLS,,5/5/2019,Kelly Fretwell,https://www.inaturalist.org/observations/24789698,https://static.inaturalist.org/photos/38306008/medium.jpeg?1557287802,,339024
Ahnfeltia fastigiata,,wiry forked seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Ahnfeltiales,,,Ahnfeltiaceae,,,,reported,unobserved,5/20/2001,Donna Gibbs,PMLS,,,,,,,
Bonnemaisonia nootkana,,delicately-branched red seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Bonnemaisoniales,,,Bonnemaisoniaceae,,,,reported,unobserved,7/1/1996,Andy Lamb,PMLS,,,,,,,
Callithamnion pikeanum,,beauty bush,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,,reported,unobserved,10/8/2000,Andy Lamb,PMLS,,,,,,,
Ceramium codicola,,staghorn felt,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,,reported,unobserved,5/24/1999,Andy Lamb,PMLS,,,,,,,
Ceramium gardneri,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,,new 2019,observed,,,,,5/4/2019,Katy Hind,https://www.inaturalist.org/observations/24524414,https://static.inaturalist.org/photos/37921666/medium.jpg?1556991994,,345256
Ceramium pacificum,(Collins) Kylin,staghorn felt,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,confirmed,observed,1914,John Macoun,UBC,A65869,,,,,,429948
Ceramium virgatum,Roth,red hornweed,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,reported,unobserved,1914-06,John Macoun,UBC,A60074,,,,,,
Microcladia borealis,Ruprecht,coarse sea lace,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,reported,unobserved,1914,John Macoun,UBC,A70238,,,,,,
Microcladia coulteri,Harvey,delicate sea lace,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,reported,unobserved,1985-03-14,P.W. Gabrielson & M.W. Hawkes,UBC,A70417,,,,,,71116
Neoptilota asplenioides,,red fan,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,,reported,unobserved,2/11/2011,Andy Lamb,PMLS,,,,,,,
Neorhodomela larix,(Turner) Masuda,black pine seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,unlisted,unlisted,reported,unobserved,1914,John Macoun,UBC,A6959,,,,,,67413
Odonthalia floccosa,(Esper) Falkenberg,sea brush,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,unlisted,unlisted,confirmed,observed,1914,John Macoun,UBC,A7867,5/4/2019,Katy Hind,https://www.inaturalist.org/observations/24524856,https://static.inaturalist.org/photos/37922202/medium.jpg?1556992399,,322180
Osmundea spectabilis,(Postels & Ruprecht) K.W. Nam,red alga,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,unlisted,unlisted,confirmed,observed,1985-03-14,P.W. Gabrielson & M.W. Hawkes,UBC,A70415,5/4/2019,Katy Hind,https://www.inaturalist.org/observations/24525151,https://static.inaturalist.org/photos/37922628/medium.jpg?1556992693,,339015
Polysiphonia hendryi,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,,new 2019,observed,,,,,5/4/2019,Katy Hind,https://www.inaturalist.org/observations/24522132,https://static.inaturalist.org/photos/37918260/medium.jpg?1556989934,,117819
Pterochondria woodii,,cartilage-wing seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,,reported,unobserved,7/1/1996,Andy Lamb,PMLS,,,,,,,
Pterosiphonia bipinnata,(Postels & Ruprecht) Falkenberg,black tassel,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,unlisted,unlisted,reported,unobserved,1914,John Macoun,UBC,A60114,,,,,,
Griffithsia pacifica,Kylin,red alga,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Wrangeliaceae,,unlisted,unlisted,reported,unobserved,11/11/2008,Andy Lamb,PMLS,,,,,,record uncertain,326993
Ptilota sp.,,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Wrangeliaceae,,,,new 2019,observed,,,,,5/4/2019,Katy Hind,https://www.inaturalist.org/observations/24522180,https://static.inaturalist.org/photos/37918341/medium.jpg?1556989992,,345462
Clathromorphum sp.,,crustose corallines,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,,reported,unobserved,5/27/1989,Andy Lamb,PMLS,,,,,,,
Corallina vancouveriensis,,graceful coralline,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,,reported,unobserved,8/24/1997,Charlie Gibbs,PMLS,,,,,,,
Gelidium coulteri,Harvey,red alga,Plantae,Rhodophyta,,,Florideophyceae,,,Gelidiales,,,Gelidiaceae,,unlisted,unlisted,confirmed,observed,1987-08-13,D.E. Renfrew,UBC,A70172,5/4/2019,Katy Hind & Divya Bhalaik,https://www.inaturalist.org/observations/24524413,https://static.inaturalist.org/photos/37921650/medium.jpeg?1556991987,,339023
Gelidium purpurascens,N.L.Gardner,red alga,Plantae,Rhodophyta,,,Florideophyceae,,,Gelidiales,,,Gelidiaceae,,unlisted,unlisted,reported,unobserved,1987-08-13,D.E. Renfrew,UBC,A70193,,,,,,
Constantinea simplex,Setchell,cup and saucer seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,unlisted,unlisted,reported,unobserved,1985-03-14,P.W. Gabrielson & M.W. Hawkes,UBC,A70418,,,,,,
Constantinea subulifera,Setchell,giant cup and saucer seaweed,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,unlisted,unlisted,reported,unobserved,1984-03-02,P.W. Gabrielson & F.J. Shaughnessy,UBC,A70239,,,,,,500288
Cryptosiphonia woodii,(J. Agardh) J. Agardh,bleached brunette,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,unlisted,unlisted,confirmed,observed,1914-06,John Macoun,UBC,A60119,5/7/2018,Roger Steeb,https://www.inaturalist.org/observations/12527189,https://static.inaturalist.org/photos/18089850/medium.jpg?1526510434,,117777
Farlowia mollis,(Harvey & Bailey) Farlow & Setchell in F.S.Collins Holden & Setchell,red alga,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,unlisted,unlisted,reported,unobserved,1914-07,John Macoun,UBC,A60115,,,,,,
Neodilsea borealis,(I.A.Abbott) S.C.Lindstrom,northern red blade,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,unlisted,unlisted,reported,unobserved,1984-03-02,P.W. Gabrielson & F.J. Shaughnessy,UBC,A70238,,,,,,
Weeksia coccinea,(Harvey) S.C. Lindstrom,red alga,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,unlisted,unlisted,reported,unobserved,1985-11-16,P.W. Gabrielson & D.E. Renfrew,UBC,A70367,,,,,,
Endocladia muricata,,Scouring-pad alga,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Endocladiaceae,,,,confirmed,observed,10/8/2001,Andy Lamb,PMLS,,5/4/2019,Katy Hind,https://www.inaturalist.org/observations/24525763,https://static.inaturalist.org/photos/37923690/medium.jpg?1556993214,,117781
Opuntiella californica,(Farlow) Kylin,red alga,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Furcellariaceae,,unlisted,unlisted,reported,unobserved,1984-03-03,P.W. Gabrielson & F.J. Shaughnessy,UBC,A70232,,,,,,
