Species
Achnanthes adnata
Achnanthes armillaris
Achnanthes subconstricta
Actinocyclus octonarius
Actinoptychus senarius
Actinoptychus splendens
Amphitetras antediluviana
Arachnoidiscus schmidtii
Asterionellopsis glacialis
Asteromphalus heptactis
Aulacodiscus kittonii
Bacillaria paxillifera
Biddulphia biddulphiana
Campylodiscus bicostatus
Cerataulina pelagica
Chaetoceros affinis
Chaetoceros concavicornis
Chaetoceros curvisetus
Chaetoceros decipiens
Chaetoceros didymus
Chaetoceros lorenzianus
Chaetoceros peruvianus
Chaetoceros radicans
Chaetoceros socialis
Corethron hystrix
Coscinodiscus granii
Coscinodiscus radiatus
Coscinodiscus wailesii
Cylindrotheca closterium
Dactyliosolen fragilissimus
Detonula pumila
Ditylum brightwellii
Ellerbeckia sol
Eucampia zodiacus
Eupyxidicula turris
Fragilaria capucina
Fragilariopsis oceanica
Gomphonema acuminatum
Gomphonemopsis exigua
Gomphonemopsis pseudexigua
Gomphoseptatum aestuarii
Grammatophora marina
Grammatophora oceanica
Guinardia delicatula
Guinardia striata
Halamphora coffaeiformis
Hemiaulus chinensis
Hobaniella longicruris
Hyalodiscus scoticus
Isthmia nervosa
Leptocylindrus danicus
Leptocylindrus minimus
Licmophora abbreviata
Licmophora ehrenbergii
Licmophora flabellata
Licmophora paradoxa
Melosira moniliformis
Melosira nummuloides
Membraneis challengeri
Minidiscus chilensis
Minidiscus trioculatus
Navicula septentrionalis
Neocalyptrella robusta
Nitzschia longissima
Nitzschia reversa
Nitzschia socialis
Nitzschia spathulata
Odontella aurita
Odontella obtusa
Paralia sulcata
Petroneis granulata
Plagiogramma staurophorum
Plagiotropis lepidoptera
Planktoniella sol
Pleurosigma intermedium
Pleurosigma normanii
Proschkinia complanatula
Pseudogomphonema kamtschaticum
Rhabdonema arcuatum
Rhoicosphenia marina
Shionodiscus oestrupii
Shionodiscus poroirregulatus
Shionodiscus trifultus
Skeletonema japonicum
Stephanopyxis nipponica
Synedra camtschatica
Thalassionema nitzschioides
Thalassiosira angustelineata
Thalassiosira conferta
Thalassiosira curviseriata
Thalassiosira eccentrica
Thalassiosira gravida
Thalassiosira lundiana
Thalassiosira nordenskioeldii
Thalassiosira pacifica
Thalassiosira punctigera
Trachyneis aspera
Trigonium arcticum
