iNaturalist taxon name,iNaturalist taxon ID,Observation count,Collection/List,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Date observed,Description,Place name,Common name,Recorded by,Event Remarks,Place name,Individual count,Depth,Catalog Number,Confidence,Sex,Field number
Halichondria panicea,186854,2,PMLS,"{""PMLS:0"":[49.005156,-123.585939],""PMLS:56"":[48.87333,-123.31167]}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Halichondriidae,,,Halichondria,Halichondria panicea,Halichondria (Halichondria) panicea,1968-08-02T15:00:00,collected,Baines Bay,yellow-green encrusting sponge,Andy Lamb,collected,,,15,,,,
Metridium senile,49071,30,PMLS,"{""PMLS:1"":[49.005156,-123.585939],""PMLS:13"":[48.939813,-123.501514],""PMLS:57"":[48.87333,-123.31167],""PMLS:105"":[48.89833,-123.33333],""PMLS:140"":[49.002312,-123.590188],""PMLS:232"":[48.86167,-123.34333],""PMLS:287"":[49.00942,-123.58796],""PMLS:619"":[48.99,-123.58],""PMLS:710"":[48.86123,-123.32878],""PMLS:1839"":[49.01167,-123.59333],""PMLS:1916"":[49.00942,-123.58796],""PMLS:2003"":[49.01167,-123.59333],""PMLS:2081"":[48.99,-123.58],""PMLS:2199"":[49.005156,-123.585939],""PMLS:2290"":[48.99,-123.58],""PMLS:2400"":[48.898082,-123.331018],""PMLS:2499"":[48.955,-123.54],""PMLS:2582"":[49.002312,-123.590188],""PMLS:2673"":[48.94167,-123.51333],""PMLS:2757"":[48.86,-123.31],""PMLS:3193"":[49.00942,-123.58796],""PMLS:3904"":[49.01283,-123.584794],""PMLS:5185"":[49.01283,-123.584794],""PMLS:6662"":[49.00667,-123.59167],""iNat:6047558"":[48.8924937991,-123.3912599087],""iNat:22642730"":[48.8848363098,-123.3217294102],""iNat:24771938"":[48.8846196983,-123.3211322311],""iNat:24937213"":[48.897467712,-123.4100207874],""iNat:32022381"":[48.8987815432,-123.4087401307],""iNat:72865137"":[48.8597969949,-123.3612340478]}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Metridiidae,,,Metridium,Metridium senile,Metridium senile,1968-08-02T15:00:00,collected,Baines Bay,short plumose anemone,Andy Lamb,collected,,,15,,,,
Obelia,49536,25,PMLS,"{""PMLS:2"":[49.005156,-123.585939],""PMLS:479"":[49.002312,-123.590188],""PMLS:1114"":[48.89833,-123.33333],""PMLS:1327"":[48.97,-123.56167],""PMLS:3536"":[49.01333,-123.58333],""PMLS:4346"":[49.015,-123.57833],""PMLS:4860"":[48.99,-123.58],""PMLS:5664"":[48.99,-123.58],""PMLS:6872"":[48.92833,-123.50483],""PMLS:8027"":[48.99,-123.58],""PMLS:8680"":[48.99,-123.58],""PMLS:11215"":[49.01283,-123.584794],""PMLS:11306"":[48.99,-123.58],""PMLS:11739"":[48.99,-123.58],""PMLS:13180"":[48.99,-123.58],""PMLS:13310"":[49.01283,-123.584794],""PMLS:15075"":[48.995018,-123.584696],""PMLS:15282"":[49.002312,-123.590188],""PMLS:16251"":[48.938826,-123.501192],""PMLS:16699"":[49.00942,-123.58796],""PMLS:17506"":[48.995018,-123.584696],""PMLS:17735"":[48.99,-123.58],""PMLS:17999"":[48.99,-123.58],""PMLS:18080"":[49.015,-123.57833],""PMLS:18162"":[49.00942,-123.58796]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,,Obelia,,Obelia spp.,1968-08-02T15:00:00,,Baines Bay,wine-glass hydroids,Andy Lamb,,,,15,,,,
Mytilus edulis,1108240,56,PMLS,"{""PMLS:3"":[49.005156,-123.585939],""PMLS:642"":[48.99,-123.58],""PMLS:802"":[49.002312,-123.590188],""PMLS:872"":[49.01283,-123.584794],""PMLS:1036"":[48.86,-123.31],""PMLS:1265"":[49.01283,-123.584794],""PMLS:1592"":[48.99,-123.58],""PMLS:1774"":[48.99,-123.58],""PMLS:2315"":[48.99,-123.58],""PMLS:2908"":[48.86123,-123.32878],""PMLS:3225"":[49.00942,-123.58796],""PMLS:3930"":[49.01283,-123.584794],""PMLS:5217"":[49.01283,-123.584794],""PMLS:6008"":[49.01283,-123.584794],""PMLS:6111"":[49.01283,-123.584794],""PMLS:6516"":[49.01283,-123.584794],""PMLS:7853"":[49.01283,-123.584794],""PMLS:9673"":[49.01667,-123.57167],""PMLS:11034"":[49.005,-123.59],""PMLS:14220"":[49.01167,-123.59333],""PMLS:15510"":[49.010729,-123.586583],""PMLS:15622"":[48.97983,-123.568823],""PMLS:16083"":[48.995018,-123.584696],""PMLS:16182"":[49.015,-123.57833],""PMLS:17424"":[48.995018,-123.584696],""PMLS:17528"":[48.995018,-123.584696],""iNat:2580668"":[48.9295424171669,-123.476031224688],""iNat:2599512"":[48.92956,-123.475943],""iNat:3910095"":[48.8683679620432,-123.38734755951],""iNat:3910098"":[48.8683883959597,-123.387343295458],""iNat:3971265"":[48.9117242306579,-123.382205083973],""iNat:6482410"":[48.8714461610822,-123.310734519467],""iNat:7580802"":[48.8999206268,-123.3409530894],""iNat:19886416"":[48.897733757379,-123.40018599307],""iNat:24518428"":[48.8723409,-123.31074571],""iNat:24540235"":[48.901002661586,-123.407344087618],""iNat:24672703"":[48.9000772072408,-123.407677314035],""iNat:24688997"":[48.87231469,-123.31065397],""iNat:24690315"":[48.9640611111,-123.5144722222],""iNat:24697546"":[48.8726305556,-123.3105555556],""iNat:24697674"":[48.8717527778,-123.3103166667],""iNat:24701253"":[48.8968555556,-123.4063194444],""iNat:24708433"":[48.8724641595,-123.3105322906],""iNat:24708760"":[48.8723633333,-123.31071],""iNat:24710166"":[48.9642240387,-123.5150059686],""iNat:24711793"":[49.0131880272183,-123.573584216131],""iNat:24714434"":[48.8725563186,-123.3105964122],""iNat:24715035"":[48.8723588828,-123.310665479],""iNat:24768137"":[48.8597766667,-123.35225],""iNat:24920197"":[48.9637351223,-123.5147485604],""iNat:24941466"":[48.9635596471,-123.5147752148],""iNat:25199518"":[48.8723199908,-123.31061502],""iNat:25480327"":[48.8714766667,-123.3105383333],""iNat:25595442"":[48.9637333333,-123.5147083333],""iNat:49173353"":[48.89746333,-123.40328333],""iNat:55325598"":[48.959864,-123.508042]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Mytilida,,Mytiloidea,Mytilidae,Mytilinae,,Mytilus,,Mytilus edulis complex,1968-08-02T15:00:00,,Baines Bay,Pacific blue mussel,Andy Lamb,,,,15,,,,
Peltodoris nobilis,48450,138,PMLS,"{""PMLS:4"":[49.005156,-123.585939],""PMLS:24"":[48.939813,-123.501514],""PMLS:71"":[48.87333,-123.31167],""PMLS:158"":[49.002312,-123.590188],""PMLS:311"":[49.00942,-123.58796],""PMLS:413"":[48.891731,-123.329959],""PMLS:719"":[48.86123,-123.32878],""PMLS:800"":[49.002312,-123.590188],""PMLS:881"":[49.01283,-123.584794],""PMLS:947"":[48.99,-123.58],""PMLS:1260"":[49.01283,-123.584794],""PMLS:2116"":[48.99,-123.58],""PMLS:2218"":[49.005156,-123.585939],""PMLS:2596"":[49.002312,-123.590188],""PMLS:2811"":[48.86,-123.35],""PMLS:2925"":[48.86123,-123.32878],""PMLS:3243"":[49.00942,-123.58796],""PMLS:3332"":[48.93447,-123.51599],""PMLS:3810"":[49.015,-123.57833],""PMLS:3939"":[49.01283,-123.584794],""PMLS:4026"":[49.015,-123.57833],""PMLS:4142"":[48.995018,-123.584696],""PMLS:4369"":[49.015,-123.57833],""PMLS:4890"":[48.99,-123.58],""PMLS:4990"":[49.015,-123.57833],""PMLS:5086"":[48.99,-123.58],""PMLS:5230"":[49.01283,-123.584794],""PMLS:5601"":[48.941398,-123.448435],""PMLS:5789"":[49.015,-123.57833],""PMLS:5891"":[48.99,-123.58],""PMLS:6125"":[49.01283,-123.584794],""PMLS:6328"":[49.015,-123.57833],""PMLS:6600"":[48.99,-123.58],""PMLS:6791"":[48.86123,-123.32878],""PMLS:6908"":[48.92833,-123.50483],""PMLS:7036"":[48.99,-123.58],""PMLS:7165"":[48.99,-123.58],""PMLS:7323"":[49.015,-123.57833],""PMLS:7441"":[48.99,-123.58],""PMLS:7865"":[49.01283,-123.584794],""PMLS:7954"":[48.99,-123.58],""PMLS:8253"":[49.015,-123.57833],""PMLS:8882"":[48.86123,-123.32878],""PMLS:9122"":[49.015,-123.57833],""PMLS:9364"":[49.015,-123.57833],""PMLS:9571"":[49.01667,-123.57167],""PMLS:9689"":[49.01667,-123.57167],""PMLS:9804"":[48.99,-123.58],""PMLS:9929"":[49.015,-123.57833],""PMLS:10025"":[48.99,-123.58],""PMLS:10358"":[48.99,-123.58],""PMLS:10455"":[49.015,-123.57833],""PMLS:10616"":[49.01667,-123.57167],""PMLS:10721"":[48.99,-123.58],""PMLS:10889"":[49.002312,-123.590188],""PMLS:11049"":[49.005,-123.59],""PMLS:11154"":[49.015,-123.57833],""PMLS:11341"":[48.99,-123.58],""PMLS:11465"":[48.99,-123.58],""PMLS:11557"":[49.015,-123.57833],""PMLS:11661"":[49.002312,-123.590188],""PMLS:11755"":[48.99,-123.58],""PMLS:11847"":[49.015,-123.57833],""PMLS:12066"":[49.015,-123.57833],""PMLS:12147"":[48.99,-123.58],""PMLS:12247"":[49.01667,-123.57167],""PMLS:12340"":[49.015,-123.57833],""PMLS:12489"":[49.015,-123.57833],""PMLS:12581"":[48.99,-123.58],""PMLS:12675"":[49.015,-123.57833],""PMLS:12766"":[48.99,-123.58],""PMLS:12895"":[49.01283,-123.584794],""PMLS:13004"":[48.995018,-123.584696],""PMLS:13216"":[48.99,-123.58],""PMLS:13339"":[49.01283,-123.584794],""PMLS:13722"":[49.005,-123.59],""PMLS:13921"":[48.99,-123.58],""PMLS:14020"":[49.015,-123.57833],""PMLS:14084"":[49.015,-123.57833],""PMLS:14229"":[49.01167,-123.59333],""PMLS:14323"":[49.015,-123.57833],""PMLS:14420"":[49.01283,-123.584794],""PMLS:14506"":[48.995018,-123.584696],""PMLS:14903"":[49.00942,-123.58796],""PMLS:15000"":[49.007465,-123.587784],""PMLS:15098"":[48.995018,-123.584696],""PMLS:15302"":[49.002312,-123.590188],""PMLS:15400"":[48.939813,-123.501514],""PMLS:15521"":[49.010729,-123.586583],""PMLS:15631"":[48.97983,-123.568823],""PMLS:15745"":[48.921395,-123.458397],""PMLS:15857"":[48.97983,-123.568823],""PMLS:15978"":[48.92938,-123.47865],""PMLS:16440"":[48.938826,-123.501192],""PMLS:16632"":[49.007465,-123.587784],""PMLS:16721"":[49.00942,-123.58796],""PMLS:16780"":[48.995018,-123.584696],""PMLS:16851"":[48.99,-123.58],""PMLS:16964"":[49.006365,-123.591401],""PMLS:17045"":[48.95115,-123.53298],""PMLS:17093"":[49.015,-123.57833],""PMLS:17156"":[49.01283,-123.584794],""PMLS:17235"":[48.938826,-123.501192],""PMLS:17348"":[49.00942,-123.58796],""PMLS:17435"":[48.995018,-123.584696],""PMLS:17536"":[48.995018,-123.584696],""PMLS:17653"":[49.01283,-123.584794],""PMLS:17750"":[48.99,-123.58],""PMLS:17880"":[48.995018,-123.584696],""PMLS:17949"":[48.995018,-123.584696],""PMLS:18023"":[48.99,-123.58],""PMLS:18098"":[49.015,-123.57833],""PMLS:18305"":[49.00942,-123.58796],""PMLS:18387"":[48.99,-123.58],""PMLS:18541"":[48.939813,-123.501514],""iNat:2755459"":[49.013577,-123.58778],""iNat:2763476"":[49.002339,-123.591042],""iNat:2797318"":[49.013802,-123.590012],""iNat:2854069"":[48.964565,-123.554564],""iNat:24798146"":[48.9066408,-123.4581492],""iNat:44070268"":[48.8904180801,-123.3148809195],""iNat:67834433"":[48.967301914,-123.5564416396],""iNat:67834436"":[48.967301914,-123.5564416396],""iNat:68195093"":[48.9394686878,-123.5016533842],""iNat:68198421"":[48.9385732874,-123.5008509457],""iNat:68751134"":[48.995018,-123.584696],""iNat:68751135"":[48.995018,-123.584696],""iNat:68751820"":[49.006365,-123.591401],""iNat:68751955"":[49.00942,-123.58796],""iNat:69181306"":[48.9392220317,-123.5018465032],""iNat:69844518"":[48.9772784662,-123.5675221186],""iNat:69844527"":[48.977861605,-123.5683144594],""iNat:69844528"":[48.977861605,-123.5683144594],""iNat:69845922"":[48.9775778104,-123.5678424033],""iNat:70487026"":[48.9670371736,-123.5563111987],""iNat:70487035"":[48.9670371736,-123.5563111987],""iNat:70500166"":[48.9672651422,-123.556518526],""iNat:74711607"":[48.9229102512,-123.4574422911]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,,Peltodoris,Peltodoris nobilis,Peltodoris nobilis,1968-08-02T15:00:00,collected,Baines Bay,noble sea lemon,Andy Lamb,collected,,present,15,,,,
Doris montereyensis,47469,98,PMLS,"{""PMLS:5"":[49.005156,-123.585939],""PMLS:25"":[48.939813,-123.501514],""PMLS:72"":[48.87333,-123.31167],""PMLS:159"":[49.002312,-123.590188],""PMLS:312"":[49.00942,-123.58796],""PMLS:505"":[49.002312,-123.590188],""PMLS:575"":[48.99,-123.58],""PMLS:648"":[48.99,-123.58],""PMLS:718"":[48.86123,-123.32878],""PMLS:1408"":[49.00942,-123.58796],""PMLS:1498"":[49.002312,-123.590188],""PMLS:1600"":[48.99,-123.58],""PMLS:1866"":[49.01167,-123.59333],""PMLS:1944"":[49.00942,-123.58796],""PMLS:2021"":[49.01167,-123.59333],""PMLS:2117"":[48.99,-123.58],""PMLS:2311"":[48.99,-123.58],""PMLS:2510"":[48.955,-123.54],""PMLS:2926"":[48.86123,-123.32878],""PMLS:3244"":[49.00942,-123.58796],""PMLS:3580"":[49.01333,-123.58333],""PMLS:3940"":[49.01283,-123.584794],""PMLS:4027"":[49.015,-123.57833],""PMLS:4449"":[48.995018,-123.584696],""PMLS:4530"":[49.015,-123.57833],""PMLS:4891"":[48.99,-123.58],""PMLS:5087"":[48.99,-123.58],""PMLS:5231"":[49.01283,-123.584794],""PMLS:5319"":[48.92938,-123.47865],""PMLS:5893"":[48.99,-123.58],""PMLS:6020"":[49.01283,-123.584794],""PMLS:6126"":[49.01283,-123.584794],""PMLS:6602"":[48.99,-123.58],""PMLS:7166"":[48.99,-123.58],""PMLS:7866"":[49.01283,-123.584794],""PMLS:8061"":[48.99,-123.58],""PMLS:8416"":[49.01333,-123.575],""PMLS:8959"":[48.86123,-123.32878],""PMLS:9123"":[49.015,-123.57833],""PMLS:10026"":[48.99,-123.58],""PMLS:10224"":[49.01283,-123.584794],""PMLS:10360"":[48.99,-123.58],""PMLS:10723"":[48.99,-123.58],""PMLS:10890"":[49.002312,-123.590188],""PMLS:11050"":[49.005,-123.59],""PMLS:12583"":[48.99,-123.58],""PMLS:13218"":[48.99,-123.58],""PMLS:13723"":[49.005,-123.59],""PMLS:14085"":[49.015,-123.57833],""PMLS:14157"":[48.995018,-123.584696],""PMLS:14689"":[48.995018,-123.584696],""PMLS:15205"":[49.015,-123.58667],""PMLS:15303"":[49.002312,-123.590188],""PMLS:15633"":[48.97983,-123.568823],""PMLS:16094"":[48.995018,-123.584696],""PMLS:16538"":[48.924841,-123.4678],""PMLS:16782"":[48.995018,-123.584696],""PMLS:16852"":[48.99,-123.58],""PMLS:17158"":[49.01283,-123.584794],""PMLS:17236"":[48.938826,-123.501192],""PMLS:17349"":[49.00942,-123.58796],""PMLS:17436"":[48.995018,-123.584696],""PMLS:18452"":[48.906568,-123.460574],""iNat:2763446"":[48.929052,-123.476028],""iNat:2797286"":[49.013802,-123.590012],""iNat:2797298"":[49.013802,-123.590012],""iNat:7660202"":[48.9406190988,-123.5020530219],""iNat:12744159"":[48.9410966575,-123.5059447278],""iNat:14063625"":[48.8621469798359,-123.321552789256],""iNat:22659344"":[48.8776583333,-123.31682],""iNat:24553778"":[48.9003290041416,-123.407260727816],""iNat:24628690"":[49.013727908,-123.5726213979],""iNat:24674027"":[48.9649805556,-123.5162888889],""iNat:24694098"":[48.96505,-123.5163805556],""iNat:24711784"":[49.0131787860942,-123.573577058512],""iNat:24711795"":[49.0131740428547,-123.573598158368],""iNat:24711911"":[48.8714532161226,-123.31160639192],""iNat:24714965"":[48.8712279127,-123.3115716466],""iNat:24941660"":[48.9650672162,-123.5165746418],""iNat:48307272"":[48.883481,-123.325938],""iNat:67835678"":[48.9673606688,-123.55638282],""iNat:68090677"":[48.9673149367,-123.5564272027],""iNat:68195090"":[48.9394686878,-123.5016533842],""iNat:68751948"":[49.00942,-123.58796],""iNat:68751950"":[49.00942,-123.58796],""iNat:68793031"":[48.86,-123.35],""iNat:68793271"":[48.86123,-123.32878],""iNat:68793500"":[48.86,-123.35],""iNat:70487041"":[48.9670371736,-123.5563111987],""iNat:71473614"":[48.9414997222,-123.50181],""iNat:72235826"":[48.8965688465,-123.3365295718],""iNat:72235834"":[48.8965688465,-123.3365295718],""iNat:72235836"":[48.8965688465,-123.3365295718],""iNat:72245226"":[48.8968379406,-123.3364781385],""iNat:73721937"":[48.9781214618,-123.5683548305],""iNat:73918768"":[48.903195,-123.4488],""iNat:74605867"":[48.9225746722,-123.4562508257],""iNat:74711601"":[48.9229102512,-123.4574422911]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Dorididae,,,Doris,Doris montereyensis,Doris montereyensis,1968-08-02T15:00:00,collected,Baines Bay,Monterey sea lemon,Andy Lamb,collected,,present,15,,,,
Pagurus beringanus,362749,166,PMLS,"{""PMLS:6"":[49.005156,-123.585939],""PMLS:318"":[49.00942,-123.58796],""PMLS:519"":[49.002312,-123.590188],""PMLS:582"":[48.99,-123.58],""PMLS:658"":[48.99,-123.58],""PMLS:727"":[48.86123,-123.32878],""PMLS:1141"":[48.89833,-123.33333],""PMLS:1275"":[49.01283,-123.584794],""PMLS:1423"":[49.00942,-123.58796],""PMLS:1514"":[49.002312,-123.590188],""PMLS:1612"":[48.99,-123.58],""PMLS:1703"":[49.002312,-123.590188],""PMLS:1787"":[48.99,-123.58],""PMLS:1876"":[49.01167,-123.59333],""PMLS:1950"":[49.00942,-123.58796],""PMLS:2034"":[49.01167,-123.59333],""PMLS:2131"":[48.99,-123.58],""PMLS:2233"":[49.005156,-123.585939],""PMLS:2326"":[48.99,-123.58],""PMLS:2436"":[48.898082,-123.331018],""PMLS:2522"":[48.955,-123.54],""PMLS:2606"":[49.002312,-123.590188],""PMLS:2699"":[48.94167,-123.51333],""PMLS:2816"":[48.86,-123.35],""PMLS:2942"":[48.86123,-123.32878],""PMLS:3062"":[48.94167,-123.51333],""PMLS:3139"":[49.00942,-123.58796],""PMLS:3261"":[49.00942,-123.58796],""PMLS:3451"":[48.99,-123.58],""PMLS:3593"":[49.01333,-123.58333],""PMLS:3705"":[48.99,-123.58],""PMLS:3817"":[49.015,-123.57833],""PMLS:3946"":[49.01283,-123.584794],""PMLS:4039"":[49.015,-123.57833],""PMLS:4149"":[48.995018,-123.584696],""PMLS:4269"":[48.99,-123.58],""PMLS:4377"":[49.015,-123.57833],""PMLS:4463"":[48.995018,-123.584696],""PMLS:4537"":[49.015,-123.57833],""PMLS:4659"":[48.99,-123.58],""PMLS:4784"":[49.01283,-123.584794],""PMLS:4904"":[48.99,-123.58],""PMLS:5000"":[49.015,-123.57833],""PMLS:5102"":[48.99,-123.58],""PMLS:5245"":[49.01283,-123.584794],""PMLS:5332"":[48.92938,-123.47865],""PMLS:5425"":[48.99,-123.58],""PMLS:5521"":[49.015,-123.57833],""PMLS:5607"":[48.941398,-123.448435],""PMLS:5795"":[49.015,-123.57833],""PMLS:5916"":[48.99,-123.58],""PMLS:6029"":[49.01283,-123.584794],""PMLS:6140"":[49.01283,-123.584794],""PMLS:6252"":[48.99,-123.58],""PMLS:6337"":[49.015,-123.57833],""PMLS:6434"":[48.99,-123.58],""PMLS:6528"":[49.01283,-123.584794],""PMLS:6613"":[48.99,-123.58],""PMLS:6696"":[49.00667,-123.59167],""PMLS:6800"":[48.86123,-123.32878],""PMLS:6921"":[48.92833,-123.50483],""PMLS:7060"":[48.99,-123.58],""PMLS:7180"":[48.99,-123.58],""PMLS:7338"":[49.015,-123.57833],""PMLS:7460"":[48.99,-123.58],""PMLS:7560"":[48.99,-123.58],""PMLS:7671"":[49.015,-123.57833],""PMLS:7761"":[48.99,-123.58],""PMLS:7872"":[49.01283,-123.584794],""PMLS:7967"":[48.99,-123.58],""PMLS:8070"":[48.99,-123.58],""PMLS:8153"":[49.015,-123.57833],""PMLS:8258"":[49.015,-123.57833],""PMLS:8344"":[49.01283,-123.584794],""PMLS:8430"":[49.01333,-123.575],""PMLS:8620"":[49.015,-123.57833],""PMLS:8717"":[48.99,-123.58],""PMLS:8807"":[49.015,-123.57833],""PMLS:8886"":[48.86123,-123.32878],""PMLS:8968"":[48.86123,-123.32878],""PMLS:9041"":[48.99,-123.58],""PMLS:9133"":[49.015,-123.57833],""PMLS:9218"":[48.995018,-123.584696],""PMLS:9293"":[48.9498,-123.52996],""PMLS:9374"":[49.015,-123.57833],""PMLS:9473"":[48.99,-123.58],""PMLS:9580"":[49.01667,-123.57167],""PMLS:9700"":[49.01667,-123.57167],""PMLS:9818"":[48.99,-123.58],""PMLS:9937"":[49.015,-123.57833],""PMLS:10038"":[48.99,-123.58],""PMLS:10141"":[49.015,-123.57833],""PMLS:10233"":[49.01283,-123.584794],""PMLS:10300"":[49.015,-123.57833],""PMLS:10370"":[48.99,-123.58],""PMLS:10461"":[49.015,-123.57833],""PMLS:10628"":[49.01667,-123.57167],""PMLS:10736"":[48.99,-123.58],""PMLS:10909"":[49.002312,-123.590188],""PMLS:11063"":[49.005,-123.59],""PMLS:11163"":[49.015,-123.57833],""PMLS:11244"":[49.01283,-123.584794],""PMLS:11363"":[48.99,-123.58],""PMLS:11474"":[48.99,-123.58],""PMLS:11565"":[49.015,-123.57833],""PMLS:11770"":[48.99,-123.58],""PMLS:11974"":[49.01283,-123.584794],""PMLS:12074"":[49.015,-123.57833],""PMLS:12162"":[48.99,-123.58],""PMLS:12253"":[49.01667,-123.57167],""PMLS:12416"":[48.99,-123.58],""PMLS:12497"":[49.015,-123.57833],""PMLS:12596"":[48.99,-123.58],""PMLS:12778"":[48.99,-123.58],""PMLS:12907"":[49.01283,-123.584794],""PMLS:13015"":[48.995018,-123.584696],""PMLS:13232"":[48.99,-123.58],""PMLS:13349"":[49.01283,-123.584794],""PMLS:13449"":[49.015,-123.57833],""PMLS:13532"":[48.99,-123.58],""PMLS:13612"":[49.015,-123.57833],""PMLS:13738"":[49.005,-123.59],""PMLS:13837"":[49.01667,-123.57167],""PMLS:13933"":[48.99,-123.58],""PMLS:14090"":[49.015,-123.57833],""PMLS:14164"":[48.995018,-123.584696],""PMLS:14239"":[49.01167,-123.59333],""PMLS:14330"":[49.015,-123.57833],""PMLS:14429"":[49.01283,-123.584794],""PMLS:14509"":[48.995018,-123.584696],""PMLS:14601"":[49.015,-123.57833],""PMLS:14697"":[48.995018,-123.584696],""PMLS:14914"":[49.00942,-123.58796],""PMLS:15016"":[49.007465,-123.587784],""PMLS:15105"":[48.995018,-123.584696],""PMLS:15214"":[49.015,-123.58667],""PMLS:15311"":[49.002312,-123.590188],""PMLS:15412"":[48.939813,-123.501514],""PMLS:15654"":[48.97983,-123.568823],""PMLS:15757"":[48.921395,-123.458397],""PMLS:15871"":[48.97983,-123.568823],""PMLS:15997"":[48.92938,-123.47865],""PMLS:16105"":[48.995018,-123.584696],""PMLS:16456"":[48.938826,-123.501192],""PMLS:16554"":[48.924841,-123.4678],""PMLS:16642"":[49.007465,-123.587784],""PMLS:17168"":[49.01283,-123.584794],""PMLS:17246"":[48.938826,-123.501192],""PMLS:17364"":[49.00942,-123.58796],""PMLS:17444"":[48.995018,-123.584696],""PMLS:17547"":[48.995018,-123.584696],""PMLS:17668"":[49.01283,-123.584794],""PMLS:17893"":[48.995018,-123.584696],""PMLS:18036"":[48.99,-123.58],""PMLS:18105"":[49.015,-123.57833],""PMLS:18227"":[49.00942,-123.58796],""PMLS:18312"":[49.00942,-123.58796],""PMLS:18399"":[48.99,-123.58],""PMLS:18608"":[48.92833,-123.50483],""iNat:2854421"":[48.964565,-123.554564],""iNat:2854836"":[48.964565,-123.554564],""iNat:12684290"":[48.9398195070882,-123.504674519877],""iNat:13029360"":[48.9404856942,-123.5015480513],""iNat:71178845"":[48.8599604418,-123.3626567794],""iNat:74711598"":[48.9227639315,-123.4562282578],""RBCM:1898294540"":[48.865,-123.306667]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,Pagurus beringanus,Pagurus beringanus,1968-08-02T15:00:00,,Baines Bay,Bering hermit,Andy Lamb,,,,15,,,,
