Observation count,iNaturalist taxon name,iNaturalist taxon ID,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Date observed,Description,Place name,Common name,Observer name,Observation
17,Corallinoideae,840800,"{""PMLS:617"":[48.87333,-123.305],""PMLS:665"":[48.84,-123.36833],""PMLS:3805"":[49.015,-123.57833],""PMLS:3901"":[48.941398,-123.448435],""PMLS:4076"":[49.015,-123.57833],""PMLS:4294"":[49.01283,-123.584794],""PMLS:6127"":[49.01283,-123.584794],""PMLS:8805"":[49.01333,-123.575],""PMLS:9726"":[48.99,-123.58],""PMLS:9826"":[49.015,-123.57833],""PMLS:10600"":[49.015,-123.57833],""PMLS:11705"":[49.015,-123.57833],""PMLS:14242"":[48.995018,-123.584696],""PMLS:14344"":[49.015,-123.57833],""PMLS:15899"":[48.99,-123.58],""PMLS:17899"":[49.01167,-123.59333],""PMLS:18984"":[49.015,-123.57833]}",Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,Corallinoideae,,,,"Bossiella, Calliarthron, Corallina, Serraticardia",1985-12-08T15:05:00,,Bellhouse Park,articulated coralline algae,Andy Lamb,
2,Lottia,48752,"{""PMLS:630"":[48.87333,-123.305],""PMLS:19080"":[48.84,-123.36833]}",Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,,,Lottia,,Lottia sp.,1985-12-08T15:05:00,,Bellhouse Park,limpet,Andy Lamb,
5,Leptasterias hexactis,117691,"{""PMLS:643"":[48.87333,-123.305],""PMLS:893"":[48.86123,-123.32878],""PMLS:5131"":[48.86123,-123.32878],""PMLS:7209"":[48.86123,-123.32878],""PMLS:18758"":[48.86123,-123.32878]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,,Leptasterias,Leptasterias hexactis,Leptasterias aequalis species complex,1985-12-08T15:05:00,,Bellhouse Park,colourful six-armed star,Andy Lamb,
22,Aulorhynchus flavidus,117568,"{""PMLS:649"":[48.87333,-123.305],""PMLS:1844"":[48.93447,-123.51599],""PMLS:1965"":[48.99,-123.58],""PMLS:2208"":[48.99,-123.58],""PMLS:2775"":[48.99,-123.58],""PMLS:2883"":[49.015,-123.57833],""PMLS:5815"":[48.99,-123.58],""PMLS:6410"":[48.99,-123.58],""PMLS:6771"":[49.01333,-123.575],""PMLS:10100"":[48.99,-123.58],""PMLS:10301"":[49.01283,-123.584794],""PMLS:11109"":[48.99,-123.58],""PMLS:11564"":[48.99,-123.58],""PMLS:12067"":[49.005,-123.59],""PMLS:13018"":[48.995018,-123.584696],""PMLS:13634"":[48.939813,-123.501514],""PMLS:14087"":[48.97983,-123.568823],""PMLS:14216"":[48.92938,-123.47865],""PMLS:17213"":[48.99,-123.58],""PMLS:17260"":[48.97,-123.56167],""PMLS:18067"":[48.99,-123.58],""PMLS:18636"":[48.94167,-123.51333]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gasterosteiformes,,,Aulorhynchidae,,,Aulorhynchus,Aulorhynchus flavidus,Aulorhynchus flavidus,1985-12-08T15:05:00,,Bellhouse Park,tubesnout,Andy Lamb,
3,Artedius lateralis,117529,"{""PMLS:656"":[48.87333,-123.305],""PMLS:17265"":[48.97,-123.56167],""PMLS:18080"":[48.99,-123.58]}",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Artedius,Artedius lateralis,Artedius lateralis,1985-12-08T15:05:00,,Bellhouse Park,smoothhead sculpin,Andy Lamb,
2,Cymathaere triplicata,429947,"{""PMLS:659"":[48.84,-123.36833],""PMLS:6117"":[49.01283,-123.584794]}",Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Laminariaceae,,,Cymathaere,Cymathaere triplicata,Cymathere triplicata,1991-06-29T13:32:00,,Hawkins Island,three-ribbed kelp,Andy Lamb,
74,Pterygophora californica,124146,"{""PMLS:660"":[48.84,-123.36833],""PMLS:929"":[48.89833,-123.33333],""PMLS:1037"":[49.01283,-123.584794],""PMLS:1592"":[49.00942,-123.58796],""PMLS:1650"":[49.00942,-123.58796],""PMLS:2130"":[48.99,-123.58],""PMLS:2236"":[49.015,-123.57833],""PMLS:2348"":[49.01283,-123.584794],""PMLS:2565"":[48.995018,-123.584696],""PMLS:2679"":[48.99,-123.58],""PMLS:3480"":[49.01283,-123.584794],""PMLS:3799"":[49.015,-123.57833],""PMLS:3972"":[48.99,-123.58],""PMLS:4070"":[49.015,-123.57833],""PMLS:4166"":[48.99,-123.58],""PMLS:4289"":[49.01283,-123.584794],""PMLS:4390"":[49.01283,-123.584794],""PMLS:4510"":[48.99,-123.58],""PMLS:4704"":[48.99,-123.58],""PMLS:4797"":[49.01283,-123.584794],""PMLS:5055"":[48.86123,-123.32878],""PMLS:5169"":[48.92833,-123.50483],""PMLS:5291"":[48.99,-123.58],""PMLS:5708"":[48.99,-123.58],""PMLS:5833"":[48.99,-123.58],""PMLS:5923"":[49.015,-123.57833],""PMLS:6034"":[48.99,-123.58],""PMLS:6121"":[49.01283,-123.584794],""PMLS:6223"":[48.99,-123.58],""PMLS:6425"":[49.015,-123.57833],""PMLS:6515"":[49.015,-123.57833],""PMLS:6788"":[48.99,-123.58],""PMLS:6877"":[49.015,-123.57833],""PMLS:7070"":[49.015,-123.57833],""PMLS:7148"":[48.86123,-123.32878],""PMLS:7233"":[48.86123,-123.32878],""PMLS:7932"":[49.01667,-123.57167],""PMLS:8171"":[49.015,-123.57833],""PMLS:8388"":[49.015,-123.57833],""PMLS:8485"":[49.01283,-123.584794],""PMLS:8561"":[49.015,-123.57833],""PMLS:8712"":[49.015,-123.57833],""PMLS:8796"":[49.01333,-123.575],""PMLS:8854"":[49.01667,-123.57167],""PMLS:8972"":[48.99,-123.58],""PMLS:9095"":[49.002312,-123.590188],""PMLS:9265"":[49.005,-123.59],""PMLS:9821"":[49.015,-123.57833],""PMLS:10019"":[48.99,-123.58],""PMLS:10595"":[49.015,-123.57833],""PMLS:10677"":[48.99,-123.58],""PMLS:10939"":[49.015,-123.57833],""PMLS:11017"":[48.99,-123.58],""PMLS:11699"":[49.015,-123.57833],""PMLS:11784"":[48.99,-123.58],""PMLS:11951"":[49.005,-123.59],""PMLS:12083"":[49.01667,-123.57167],""PMLS:12167"":[48.99,-123.58],""PMLS:12277"":[49.015,-123.57833],""PMLS:12482"":[49.01167,-123.59333],""PMLS:13040"":[49.015,-123.57833],""PMLS:13131"":[49.00942,-123.58796],""PMLS:13251"":[49.007465,-123.587784],""PMLS:13656"":[49.010729,-123.586583],""PMLS:13760"":[48.97983,-123.568823],""PMLS:14870"":[49.00942,-123.58796],""PMLS:15083"":[49.006365,-123.591401],""PMLS:15385"":[48.938826,-123.501192],""PMLS:15462"":[49.00942,-123.58796],""PMLS:17080"":[49.01283,-123.584794],""PMLS:18471"":[49.002312,-123.590188],""PMLS:18564"":[48.94167,-123.51333],""PMLS:18651"":[48.86123,-123.32878],""PMLS:19125"":[48.84,-123.36833]}",Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Alariaceae,,,Pterygophora,Pterygophora californica,Pterygophora californica,1991-06-29T13:32:00,,Hawkins Island,old growth kelp,Andy Lamb,
179,Clathromorphum,326286,"{""PMLS:664"":[48.84,-123.36833],""PMLS:843"":[48.86123,-123.32878],""PMLS:932"":[48.89833,-123.33333],""PMLS:1041"":[49.01283,-123.584794],""PMLS:1163"":[48.86,-123.35],""PMLS:1229"":[48.84,-123.36833],""PMLS:1303"":[48.88333,-123.305],""PMLS:1372"":[48.94167,-123.51333],""PMLS:1487"":[48.845,-123.37833],""PMLS:1654"":[49.00942,-123.58796],""PMLS:1787"":[48.93447,-123.51599],""PMLS:1862"":[48.99,-123.58],""PMLS:1994"":[49.01333,-123.58333],""PMLS:2136"":[48.99,-123.58],""PMLS:2241"":[49.015,-123.57833],""PMLS:2354"":[49.01283,-123.584794],""PMLS:2465"":[49.015,-123.57833],""PMLS:2570"":[48.995018,-123.584696],""PMLS:2685"":[48.99,-123.58],""PMLS:2799"":[49.015,-123.57833],""PMLS:2902"":[49.015,-123.57833],""PMLS:2941"":[48.99,-123.58],""PMLS:3045"":[49.01283,-123.584794],""PMLS:3174"":[48.99,-123.58],""PMLS:3280"":[49.015,-123.57833],""PMLS:3380"":[48.99,-123.58],""PMLS:3485"":[49.01283,-123.584794],""PMLS:3623"":[48.92938,-123.47865],""PMLS:3701"":[48.99,-123.58],""PMLS:3804"":[49.015,-123.57833],""PMLS:3900"":[48.941398,-123.448435],""PMLS:3977"":[48.99,-123.58],""PMLS:4075"":[49.015,-123.57833],""PMLS:4172"":[48.99,-123.58],""PMLS:4293"":[49.01283,-123.584794],""PMLS:4394"":[49.01283,-123.584794],""PMLS:4515"":[48.99,-123.58],""PMLS:4620"":[49.015,-123.57833],""PMLS:4708"":[48.99,-123.58],""PMLS:4800"":[49.01283,-123.584794],""PMLS:4884"":[48.99,-123.58],""PMLS:4978"":[49.00667,-123.59167],""PMLS:5059"":[48.86123,-123.32878],""PMLS:5174"":[48.92833,-123.50483],""PMLS:5295"":[48.99,-123.58],""PMLS:5443"":[48.99,-123.58],""PMLS:5548"":[48.93447,-123.51599],""PMLS:5605"":[49.015,-123.57833],""PMLS:5713"":[48.99,-123.58],""PMLS:5837"":[48.99,-123.58],""PMLS:5928"":[49.015,-123.57833],""PMLS:6038"":[48.99,-123.58],""PMLS:6126"":[49.01283,-123.584794],""PMLS:6329"":[48.99,-123.58],""PMLS:6429"":[49.015,-123.57833],""PMLS:6520"":[49.015,-123.57833],""PMLS:6609"":[49.01283,-123.584794],""PMLS:6699"":[49.01333,-123.575],""PMLS:6793"":[48.99,-123.58],""PMLS:6882"":[49.015,-123.57833],""PMLS:6975"":[48.99,-123.58],""PMLS:7074"":[49.015,-123.57833],""PMLS:7151"":[48.86123,-123.32878],""PMLS:7236"":[48.86123,-123.32878],""PMLS:7396"":[49.015,-123.57833],""PMLS:7492"":[48.995018,-123.584696],""PMLS:7569"":[48.9498,-123.52996],""PMLS:7639"":[49.015,-123.57833],""PMLS:7728"":[48.99,-123.58],""PMLS:7831"":[49.01667,-123.57167],""PMLS:7936"":[49.01667,-123.57167],""PMLS:8062"":[48.99,-123.58],""PMLS:8178"":[49.015,-123.57833],""PMLS:8290"":[48.99,-123.58],""PMLS:8394"":[49.015,-123.57833],""PMLS:8488"":[49.01283,-123.584794],""PMLS:8566"":[49.015,-123.57833],""PMLS:8638"":[48.99,-123.58],""PMLS:8718"":[49.015,-123.57833],""PMLS:8804"":[49.01333,-123.575],""PMLS:8858"":[49.01667,-123.57167],""PMLS:8977"":[48.99,-123.58],""PMLS:9104"":[49.002312,-123.590188],""PMLS:9268"":[49.005,-123.59],""PMLS:9415"":[49.015,-123.57833],""PMLS:9505"":[49.01283,-123.584794],""PMLS:9588"":[48.99,-123.58],""PMLS:9725"":[48.99,-123.58],""PMLS:9825"":[49.015,-123.57833],""PMLS:9915"":[49.002312,-123.590188],""PMLS:10023"":[48.99,-123.58],""PMLS:10121"":[49.015,-123.57833],""PMLS:10203"":[49.01283,-123.584794],""PMLS:10322"":[49.015,-123.57833],""PMLS:10413"":[48.99,-123.58],""PMLS:10505"":[49.01667,-123.57167],""PMLS:10599"":[49.015,-123.57833],""PMLS:10680"":[48.99,-123.58],""PMLS:10756"":[49.015,-123.57833],""PMLS:10839"":[48.99,-123.58],""PMLS:10942"":[49.015,-123.57833],""PMLS:11021"":[48.99,-123.58],""PMLS:11136"":[49.01283,-123.584794],""PMLS:11262"":[48.995018,-123.584696],""PMLS:11364"":[49.015,-123.57833],""PMLS:11458"":[48.99,-123.58],""PMLS:11587"":[49.01283,-123.584794],""PMLS:11704"":[49.015,-123.57833],""PMLS:11789"":[48.99,-123.58],""PMLS:11868"":[49.015,-123.57833],""PMLS:11958"":[49.005,-123.59],""PMLS:12088"":[49.01667,-123.57167],""PMLS:12172"":[48.99,-123.58],""PMLS:12282"":[49.015,-123.57833],""PMLS:12355"":[48.995018,-123.584696],""PMLS:12409"":[49.015,-123.57833],""PMLS:12486"":[49.01167,-123.59333],""PMLS:12570"":[49.015,-123.57833],""PMLS:12672"":[49.01283,-123.584794],""PMLS:12776"":[48.995018,-123.584696],""PMLS:12854"":[49.015,-123.57833],""PMLS:12943"":[48.995018,-123.584696],""PMLS:13045"":[49.015,-123.57833],""PMLS:13136"":[49.00942,-123.58796],""PMLS:13256"":[49.007465,-123.587784],""PMLS:13358"":[48.995018,-123.584696],""PMLS:13556"":[48.939813,-123.501514],""PMLS:13661"":[49.010729,-123.586583],""PMLS:13769"":[48.97983,-123.568823],""PMLS:13899"":[48.921395,-123.458397],""PMLS:13995"":[48.97983,-123.568823],""PMLS:14115"":[48.92938,-123.47865],""PMLS:14241"":[48.995018,-123.584696],""PMLS:14343"":[49.015,-123.57833],""PMLS:14424"":[48.938826,-123.501192],""PMLS:14514"":[48.95115,-123.53298],""PMLS:14594"":[48.938826,-123.501192],""PMLS:14689"":[48.924841,-123.4678],""PMLS:14787"":[49.007465,-123.587784],""PMLS:14872"":[49.00942,-123.58796],""PMLS:14950"":[48.995018,-123.584696],""PMLS:15007"":[48.99,-123.58],""PMLS:15088"":[49.006365,-123.591401],""PMLS:15256"":[49.015,-123.57833],""PMLS:15304"":[49.01283,-123.584794],""PMLS:15389"":[48.938826,-123.501192],""PMLS:15466"":[49.00942,-123.58796],""PMLS:15580"":[48.995018,-123.584696],""PMLS:15674"":[48.995018,-123.584696],""PMLS:15778"":[49.01283,-123.584794],""PMLS:15898"":[48.99,-123.58],""PMLS:15979"":[48.99,-123.58],""PMLS:16025"":[48.995018,-123.584696],""PMLS:16116"":[48.995018,-123.584696],""PMLS:16167"":[48.99,-123.58],""PMLS:16252"":[49.015,-123.57833],""PMLS:16328"":[49.00942,-123.58796],""PMLS:16442"":[49.00942,-123.58796],""PMLS:16514"":[48.99,-123.58],""PMLS:16871"":[48.906568,-123.460574],""PMLS:17011"":[49.002312,-123.590188],""PMLS:17083"":[49.01283,-123.584794],""PMLS:17278"":[49.00942,-123.58796],""PMLS:17367"":[49.002312,-123.590188],""PMLS:17467"":[48.99,-123.58],""PMLS:17568"":[49.002312,-123.590188],""PMLS:17743"":[49.01167,-123.59333],""PMLS:17898"":[49.01167,-123.59333],""PMLS:18093"":[49.005156,-123.585939],""PMLS:18183"":[48.99,-123.58],""PMLS:18294"":[48.898082,-123.331018],""PMLS:18396"":[48.955,-123.54],""PMLS:18474"":[49.002312,-123.590188],""PMLS:18570"":[48.94167,-123.51333],""PMLS:18656"":[48.86123,-123.32878],""PMLS:18799"":[48.84333,-123.36667],""PMLS:18897"":[48.995018,-123.584696],""PMLS:18983"":[49.015,-123.57833],""PMLS:19055"":[48.84,-123.36833]}",Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,,,Clathromorphum,,Clathromorphum etc.,1991-06-29T13:32:00,,Hawkins Island,crustose corallines,Andy Lamb,
71,Myxilla incrustans,256019,"{""PMLS:668"":[48.84,-123.36833],""PMLS:1497"":[48.845,-123.37833],""PMLS:1670"":[49.00942,-123.58796],""PMLS:2476"":[49.015,-123.57833],""PMLS:2588"":[48.995018,-123.584696],""PMLS:2813"":[49.015,-123.57833],""PMLS:3058"":[49.01283,-123.584794],""PMLS:3386"":[48.99,-123.58],""PMLS:3513"":[49.01283,-123.584794],""PMLS:3708"":[48.99,-123.58],""PMLS:3984"":[48.99,-123.58],""PMLS:4181"":[48.99,-123.58],""PMLS:4313"":[49.01283,-123.584794],""PMLS:4412"":[49.01283,-123.584794],""PMLS:4529"":[48.99,-123.58],""PMLS:4627"":[49.015,-123.57833],""PMLS:4719"":[48.99,-123.58],""PMLS:4894"":[48.99,-123.58],""PMLS:5071"":[48.86123,-123.32878],""PMLS:5182"":[48.92833,-123.50483],""PMLS:5306"":[48.99,-123.58],""PMLS:5450"":[48.99,-123.58],""PMLS:5721"":[48.99,-123.58],""PMLS:6146"":[49.01283,-123.584794],""PMLS:6236"":[48.99,-123.58],""PMLS:6336"":[48.99,-123.58],""PMLS:6536"":[49.015,-123.57833],""PMLS:6616"":[49.01283,-123.584794],""PMLS:6803"":[48.99,-123.58],""PMLS:6898"":[49.015,-123.57833],""PMLS:6985"":[48.99,-123.58],""PMLS:7086"":[49.015,-123.57833],""PMLS:7166"":[48.86123,-123.32878],""PMLS:7324"":[48.99,-123.58],""PMLS:7403"":[49.015,-123.57833],""PMLS:7497"":[48.995018,-123.584696],""PMLS:7577"":[48.9498,-123.52996],""PMLS:7646"":[49.015,-123.57833],""PMLS:7738"":[48.99,-123.58],""PMLS:7843"":[49.01667,-123.57167],""PMLS:7952"":[49.01667,-123.57167],""PMLS:8074"":[48.99,-123.58],""PMLS:8192"":[49.015,-123.57833],""PMLS:8297"":[48.99,-123.58],""PMLS:8987"":[48.99,-123.58],""PMLS:9126"":[49.002312,-123.590188],""PMLS:9281"":[49.005,-123.59],""PMLS:9423"":[49.015,-123.57833],""PMLS:9597"":[48.99,-123.58],""PMLS:9929"":[49.002312,-123.590188],""PMLS:10031"":[48.99,-123.58],""PMLS:10225"":[49.01283,-123.584794],""PMLS:10608"":[49.015,-123.57833],""PMLS:10762"":[49.015,-123.57833],""PMLS:11025"":[48.99,-123.58],""PMLS:11142"":[49.01283,-123.584794],""PMLS:11268"":[48.995018,-123.584696],""PMLS:11467"":[48.99,-123.58],""PMLS:11596"":[49.01283,-123.584794],""PMLS:11971"":[49.005,-123.59],""PMLS:12781"":[48.995018,-123.584696],""PMLS:12951"":[48.995018,-123.584696],""PMLS:13464"":[49.002312,-123.590188],""PMLS:13783"":[48.97983,-123.568823],""PMLS:14251"":[48.995018,-123.584696],""PMLS:14694"":[48.924841,-123.4678],""PMLS:15106"":[49.006365,-123.591401],""PMLS:15484"":[49.00942,-123.58796],""PMLS:15585"":[48.995018,-123.584696],""PMLS:16334"":[49.00942,-123.58796],""PMLS:18666"":[48.86123,-123.32878]}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Myxillidae,,,Myxilla,Myxilla incrustans,Myxilla (Myxilla) incrustans,1991-06-29T13:32:00,much,Hawkins Island,rough scallop sponge,Andy Lamb,
69,Ectopleura crocea,324497,"{""PMLS:670"":[48.84,-123.36833],""PMLS:854"":[48.86123,-123.32878],""PMLS:950"":[48.89833,-123.33333],""PMLS:1307"":[48.88333,-123.305],""PMLS:2270"":[49.015,-123.57833],""PMLS:2395"":[49.01283,-123.584794],""PMLS:3069"":[49.01283,-123.584794],""PMLS:3299"":[49.015,-123.57833],""PMLS:3530"":[49.01283,-123.584794],""PMLS:3638"":[48.92938,-123.47865],""PMLS:3824"":[49.015,-123.57833],""PMLS:4096"":[49.015,-123.57833],""PMLS:4191"":[48.99,-123.58],""PMLS:4324"":[49.01283,-123.584794],""PMLS:4421"":[49.01283,-123.584794],""PMLS:4635"":[49.015,-123.57833],""PMLS:4823"":[49.01283,-123.584794],""PMLS:4994"":[49.00667,-123.59167],""PMLS:5086"":[48.86123,-123.32878],""PMLS:5195"":[48.92833,-123.50483],""PMLS:6156"":[49.01283,-123.584794],""PMLS:6247"":[48.99,-123.58],""PMLS:6451"":[49.015,-123.57833],""PMLS:6545"":[49.015,-123.57833],""PMLS:6906"":[49.015,-123.57833],""PMLS:7095"":[49.015,-123.57833],""PMLS:7256"":[48.86123,-123.32878],""PMLS:7413"":[49.015,-123.57833],""PMLS:7965"":[49.01667,-123.57167],""PMLS:8085"":[48.99,-123.58],""PMLS:8203"":[49.015,-123.57833],""PMLS:8510"":[49.01283,-123.584794],""PMLS:8740"":[49.015,-123.57833],""PMLS:8878"":[49.01667,-123.57167],""PMLS:8999"":[48.99,-123.58],""PMLS:9145"":[49.002312,-123.590188],""PMLS:9299"":[49.005,-123.59],""PMLS:9841"":[49.015,-123.57833],""PMLS:9939"":[49.002312,-123.590188],""PMLS:10233"":[49.01283,-123.584794],""PMLS:10338"":[49.015,-123.57833],""PMLS:10524"":[49.01667,-123.57167],""PMLS:10617"":[49.015,-123.57833],""PMLS:10770"":[49.015,-123.57833],""PMLS:10956"":[49.015,-123.57833],""PMLS:11036"":[48.99,-123.58],""PMLS:11155"":[49.01283,-123.584794],""PMLS:11279"":[48.995018,-123.584696],""PMLS:11377"":[49.015,-123.57833],""PMLS:11480"":[48.99,-123.58],""PMLS:11608"":[49.01283,-123.584794],""PMLS:11719"":[49.015,-123.57833],""PMLS:11886"":[49.015,-123.57833],""PMLS:12107"":[49.01667,-123.57167],""PMLS:12503"":[49.01167,-123.59333],""PMLS:12593"":[49.015,-123.57833],""PMLS:12691"":[49.01283,-123.584794],""PMLS:12867"":[49.015,-123.57833],""PMLS:13061"":[49.015,-123.57833],""PMLS:13164"":[49.00942,-123.58796],""PMLS:13683"":[49.010729,-123.586583],""PMLS:13795"":[48.97983,-123.568823],""PMLS:14360"":[49.015,-123.57833],""PMLS:14530"":[48.95115,-123.53298],""PMLS:15499"":[49.00942,-123.58796],""PMLS:15594"":[48.995018,-123.584696],""PMLS:15796"":[49.01283,-123.584794],""PMLS:16263"":[49.015,-123.57833],""PMLS:16525"":[48.99,-123.58]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Tubulariidae,,,Ectopleura,Ectopleura crocea,Ectopleura crocea,1991-06-29T13:32:00,,Hawkins Island,bushy pink-mouth hydroid,Andy Lamb,
61,Pista elongata,338339,"{""PMLS:686"":[48.84,-123.36833],""PMLS:864"":[48.86123,-123.32878],""PMLS:1071"":[49.01283,-123.584794],""PMLS:2966"":[48.99,-123.58],""PMLS:3080"":[49.01283,-123.584794],""PMLS:4100"":[49.015,-123.57833],""PMLS:4199"":[48.99,-123.58],""PMLS:4428"":[49.01283,-123.584794],""PMLS:5000"":[49.00667,-123.59167],""PMLS:5207"":[48.92833,-123.50483],""PMLS:5331"":[48.99,-123.58],""PMLS:6358"":[48.99,-123.58],""PMLS:6638"":[49.01283,-123.584794],""PMLS:6820"":[48.99,-123.58],""PMLS:6916"":[49.015,-123.57833],""PMLS:7180"":[48.86123,-123.32878],""PMLS:7422"":[49.015,-123.57833],""PMLS:7509"":[48.995018,-123.584696],""PMLS:7753"":[48.99,-123.58],""PMLS:8212"":[49.015,-123.57833],""PMLS:8311"":[48.99,-123.58],""PMLS:8420"":[49.015,-123.57833],""PMLS:8515"":[49.01283,-123.584794],""PMLS:9326"":[49.005,-123.59],""PMLS:9622"":[48.99,-123.58],""PMLS:10241"":[49.01283,-123.584794],""PMLS:10347"":[49.015,-123.57833],""PMLS:10532"":[49.01667,-123.57167],""PMLS:10778"":[49.015,-123.57833],""PMLS:10862"":[48.99,-123.58],""PMLS:10962"":[49.015,-123.57833],""PMLS:11165"":[49.01283,-123.584794],""PMLS:11617"":[49.01283,-123.584794],""PMLS:11995"":[49.005,-123.59],""PMLS:12199"":[48.99,-123.58],""PMLS:12304"":[49.015,-123.57833],""PMLS:12701"":[49.01283,-123.584794],""PMLS:13068"":[49.015,-123.57833],""PMLS:13172"":[49.00942,-123.58796],""PMLS:13375"":[48.995018,-123.584696],""PMLS:13573"":[48.939813,-123.501514],""PMLS:13691"":[49.010729,-123.586583],""PMLS:14149"":[48.92938,-123.47865],""PMLS:14893"":[49.00942,-123.58796],""PMLS:15268"":[49.015,-123.57833],""PMLS:15321"":[49.01283,-123.584794],""PMLS:15405"":[48.938826,-123.501192],""PMLS:15507"":[49.00942,-123.58796],""PMLS:15806"":[49.01283,-123.584794],""PMLS:16039"":[48.995018,-123.584696],""PMLS:16190"":[48.99,-123.58],""PMLS:16356"":[49.00942,-123.58796],""PMLS:16458"":[49.00942,-123.58796],""PMLS:16532"":[48.99,-123.58],""PMLS:17915"":[49.01167,-123.59333],""PMLS:18114"":[49.005156,-123.585939],""PMLS:18208"":[48.99,-123.58],""PMLS:18693"":[48.86123,-123.32878],""PMLS:18815"":[48.84333,-123.36667],""PMLS:19045"":[48.86123,-123.32878],""PMLS:19070"":[48.84,-123.36833]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,,,Terebellidae,,,Pista,Pista elongata,Pista elongata,1991-06-29T13:32:00,,Hawkins Island,basket-top spaghetti-worm,Andy Lamb,
43,Chone aurantiaca,356415,"{""PMLS:688"":[48.84,-123.36833],""PMLS:1179"":[48.86,-123.35],""PMLS:1325"":[48.88333,-123.305],""PMLS:1401"":[48.94167,-123.51333],""PMLS:1895"":[48.99,-123.58],""PMLS:3307"":[49.015,-123.57833],""PMLS:4999"":[49.00667,-123.59167],""PMLS:5556"":[48.93447,-123.51599],""PMLS:5623"":[49.015,-123.57833],""PMLS:5741"":[48.99,-123.58],""PMLS:5955"":[49.015,-123.57833],""PMLS:6356"":[48.99,-123.58],""PMLS:6456"":[49.015,-123.57833],""PMLS:6554"":[49.015,-123.57833],""PMLS:6636"":[49.01283,-123.584794],""PMLS:8210"":[49.015,-123.57833],""PMLS:8896"":[49.01667,-123.57167],""PMLS:9160"":[49.002312,-123.590188],""PMLS:9324"":[49.005,-123.59],""PMLS:9523"":[49.01283,-123.584794],""PMLS:9749"":[48.99,-123.58],""PMLS:9845"":[49.015,-123.57833],""PMLS:9946"":[49.002312,-123.590188],""PMLS:10530"":[49.01667,-123.57167],""PMLS:10623"":[49.015,-123.57833],""PMLS:10859"":[48.99,-123.58],""PMLS:11161"":[49.01283,-123.584794],""PMLS:11286"":[48.995018,-123.584696],""PMLS:11387"":[49.015,-123.57833],""PMLS:12698"":[49.01283,-123.584794],""PMLS:12873"":[49.015,-123.57833],""PMLS:13065"":[49.015,-123.57833],""PMLS:13168"":[49.00942,-123.58796],""PMLS:14364"":[49.015,-123.57833],""PMLS:14445"":[48.938826,-123.501192],""PMLS:14532"":[48.95115,-123.53298],""PMLS:14616"":[48.938826,-123.501192],""PMLS:14707"":[48.924841,-123.4678],""PMLS:15803"":[49.01283,-123.584794],""PMLS:16529"":[48.99,-123.58],""PMLS:18694"":[48.86123,-123.32878],""PMLS:18816"":[48.84333,-123.36667],""PMLS:19145"":[48.84,-123.36833]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,,,Chone,Chone aurantiaca,Chone aurantiaca,1991-06-29T13:32:00,,Hawkins Island,orange feather-duster,Andy Lamb,
4,Apomatus geniculata,936447,"{""PMLS:691"":[48.84,-123.36833],""PMLS:3199"":[48.99,-123.58],""PMLS:4541"":[48.99,-123.58],""PMLS:5738"":[48.99,-123.58]}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,Serpulinae,,Apomatus,Apomatus geniculata,Apomatus geniculatus,1991-06-29T13:32:00,,Hawkins Island,pearl-topped calcareous worm,Andy Lamb,
2,Golfingia vulgaris,874030,"{""PMLS:692"":[48.84,-123.36833],""PMLS:3720"":[48.99,-123.58]}",Animalia,Sipuncula,,,Sipunculidea,,,Golfingiida,,,Golfingiidae,,,Golfingia,Golfingia vulgaris,Golfingia vulgaris,1991-06-29T13:32:00,,Hawkins Island,brown peanut worm,Andy Lamb,
