Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Common name,Island,iNaturalist taxon name,iNaturalist taxon ID,Observation count
Heteropora pacifica,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,Heteroporidae,,,Heteropora,2019-05-04T14:16:00,small colony,North of Irish Bay,49.81938,-123.215,1,open,45,29,northern staghorn bryozoan,Samuel Island,Heteropora pacifica,465163,1
Hildenbrandia spp.,Plantae,Rhodophyta,,,Florideophyceae,,,Hildenbrandiales,,,Hildenbrandiaceae,,,Hildenbrandia,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,red rock crust,Samuel Island,Hildenbrandia,68615,1
Hydractinia sp. (H. laevispina?),Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Hydractinia,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,barnacle fur hydroid,Samuel Island,Hydractinia,203798,1
Leucilla nuttingi,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Amphoriscidae,,,Leucilla,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,stalked vase sponge,Samuel Island,Leucilla nuttingi,117713,1
Mesocentrotus franciscanus,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,red sea urchin,Samuel Island,Strongylocentrotus franciscanus,49126,1
Metandrocarpa taylori,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Metandrocarpa,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,orange social tunicate,Samuel Island,Metandrocarpa taylori,371195,1
Mopalia swanii,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Mopalia,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,1,open,45,29,Swan's mopalia,Samuel Island,Mopalia swanii,339904,1
Myxicola infundibulum,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,,,Myxicola,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,1,open,45,29,slime-tube feather-duster,Samuel Island,Myxicola infundibulum,49533,1
Neoagarum fimbriatum,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Agaraceae,,,Neoagarum,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,abundant,open,45,29,fringed sea colander kelp,Samuel Island,Neoagarum fimbriatum,895193,1
Nereocystis luetkeana,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Lessoniaceae,,,Nereocystis,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,bull kelp,Samuel Island,Nereocystis luetkeana,120499,1
Neverita lewisii,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,,,Neverita,2019-05-04T14:16:00,large,North of Irish Bay,49.81938,-123.215,1,open,45,29,Lewis's moonsnail,Samuel Island,Neverita lewisii,447427,1
Pachycerianthus fimbriatus,Animalia,Cnidaria,,,Anthozoa,Ceriantharia,,Spirularia,,,Cerianthidae,,,Pachycerianthus,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,tube-dwelling anemone,Samuel Island,Pachycerianthus fimbriatus,47702,1
Phidolopora pacifica,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Celleporoidea,Phidoloporidae,,,Phidolopora,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,1,open,45,29,lattice-work bryozoan,Samuel Island,Phidolopora pacifica,51796,1
Pinauay marina,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Tubulariidae,,,Ectopleura,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,solitary pink-mouth hydroid,Samuel Island,Ectopleura marina,492142,1
Pista elongata,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,,,Terebellidae,,,Pista,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,1,open,45,29,basket-top spaghetti-worm,Samuel Island,Pista elongata,338339,1
Plumularia setacea,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Plumularioidea,Plumulariidae,,,Plumularia,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,glassy plume hydroid,Samuel Island,Plumularia setacea,209141,1
Psolus chitonoides,Animalia,Echinodermata,Echinozoa,,Holothuroidea,,,Dendrochirotida,,,Psolidae,,,Psolus,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,creeping pedal sea cucumber,Samuel Island,Psolus chitonoides,473064,1
Pterygophora californica,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Alariaceae,,,Pterygophora,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,some,open,45,29,old growth kelp,Samuel Island,Pterygophora californica,124146,1
Ptilosarcus gurneyi,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subsessiliflorae,,Pennatulidae,,,Ptilosarcus,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,orange sea pen,Samuel Island,Ptilosarcus gurneyi,448320,1
Rhinogobiops nicholsii,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Gobiidae,Gobiinae,,Rhinogobiops,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,blackeye goby,Samuel Island,Rhinogobiops nicholsii,132521,1
Schizoporella japonica,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Schizoporellidae,,,Schizoporella,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,some,open,45,29,orange encrusting bryozoan,Samuel Island,Schizoporella japonica,519486,1
Scyra acutifrons,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Pisidae,,,Scyra,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,2,open,45,29,sharpnose crab,Samuel Island,Scyra acutifrons,47712,1
Sebastes flavidus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,2019-05-04T14:16:00,young adult,North of Irish Bay,49.81938,-123.215,3,open,45,29,yellowtail rockfish,Samuel Island,Sebastes flavidus,64477,1
Serpula columbiana,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,Serpulinae,,Serpula,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,red-trumpet calcareous tubeworm,Samuel Island,Serpula columbiana,131207,1
Spiochaetopterus costarum,Animalia,Annelida,,,Polychaeta,Sedentaria,,Spionida,,,Chaetopteridae,,,Spiochaetopterus,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,jointed three-section tubeworm,Samuel Island,Spiochaetopterus costarum,130236,1
Sycon spp.,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Sycettidae,,,Sycon,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,tiny vase sponges,Samuel Island,Sycon,347738,1
Tonicella insignis,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,,,Tonicella,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,white-line chiton,Samuel Island,Tonicella insignis,498132,1
Tonicella lineata,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,,,Tonicella,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,lined chiton,Samuel Island,Tonicella lineata,47425,1
Triopha catalinae,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,,Triopha,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,clown nudibranch,Samuel Island,Triopha catalinae,47454,1
