gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1898322652	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f62f2ef1-8eb9-47b3-9d8f-525131e762f2	Animalia	Mollusca	Bivalvia	Nuculanida	Yoldiidae	Yoldia	Yoldia amygdalea		SPECIES	Yoldia amygdalea Valenciennes, 1846	Yoldia amygdalea Valenciennes, 1846	Valenciennes, 1846	CA		British Columbia	PRESENT	13	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.925	-123.491667					73.0	0.0	1962-09-14T00:00:00	14	9	1962	2285500	2285500	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	991-00464-001				CC_BY_4_0	Royal BC Museum	John Fleury			2020-12-15T19:07:29.255Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898322630	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f62f376a-e830-4291-8398-91b213033b56	Animalia	Mollusca	Cephalopoda	Oegopsida	Gonatidae	Berryteuthis			GENUS	Berryteuthis Naef, 1921	Berryteuthis Naef, 1921	Naef, 1921	CA	Porlier Pass: off Porlier Pass	British Columbia	PRESENT	1	cc6110c7-f75c-47c8-8931-f7dd3f324777	49.016667	-123.566667							1964-06-23T00:00:00	23	6	1964	2290054		PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	987-00101-001				CC_BY_4_0	Royal BC Museum	W. Barraclough			2020-12-15T19:07:29.260Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898322476	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f58646e3-492b-45ad-a078-0e034887ee01	Animalia	Mollusca	Cephalopoda	Oegopsida	Gonatidae	Berryteuthis	Berryteuthis magister		SPECIES	Berryteuthis magister (Berry, 1913)	Berryteuthis magister (Berry, 1913)	(Berry, 1913)	CA		British Columbia	PRESENT	2	cc6110c7-f75c-47c8-8931-f7dd3f324777	49.011667	-123.588333					124.36		1956-01-29T00:00:00	29	1	1956	2290057	2290057	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	978-00057-002				CC_BY_4_0	Royal BC Museum	W. Barraclough			2020-12-15T19:07:29.400Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898322057	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f3c032c2-ba6c-4855-8678-b081dfe9b331	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Nucella	Nucella lamellosa		SPECIES	Nucella lamellosa (Gmelin, 1791)	Nucella lamellosa (Gmelin, 1791)	(Gmelin, 1791)	CA	Active Pass; Galiano Island; Mayne Island: between Galiano and Mayne Island	British Columbia	PRESENT	1	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.865	-123.306667							1986-04-08T00:00:00	8	4	1986	5193451	5193451	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	986-00191-029				CC_BY_4_0	Royal BC Museum				2020-12-15T19:07:29.923Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898321965	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f3762406-b9fe-47d8-8a9b-db65baa173db	Animalia	Arthropoda	Maxillopoda	Sessilia	Balanidae	Balanus	Balanus nubilus		SPECIES	Balanus nubilus Darwin, 1854	Balanus nubilus Darwin, 1854	Darwin, 1854	CA	Active Pass; Galiano Island; Mayne Island: between Galiano and Mayne Island	British Columbia	PRESENT	40	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.865	-123.306667							1986-04-08T00:00:00	8	4	1986	2115695	2115695	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	986-00191-002		Melissa Frey		CC_BY_4_0	Royal BC Museum				2020-12-15T19:07:39.642Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898321940	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f372af47-2954-4e43-a92c-a7d6d882e1f2	Animalia	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Amphiodia	Amphiodia periercta		SPECIES	Diamphiodia periercta (H.L.Clark, 1911)	Diamphiodia periercta (H.L.Clark, 1911)	(H.L.Clark, 1911)	CA	Galiano Island; Montague Harbour: north west side of Grey Peninsula	British Columbia	PRESENT	1	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.901667	-123.408333					12.19		1975-06-17T00:00:00	17	6	1975	4305466	2277695	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	975-00224-007		Philip Lambert		CC_BY_4_0	Royal BC Museum	Philip Lambert			2020-12-15T19:07:39.658Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898321404	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f1853c58-0768-4cd7-b2bc-a0b61b3203e7	Animalia	Mollusca	Cephalopoda	Oegopsida	Gonatidae	Berryteuthis			GENUS	Berryteuthis Naef, 1921	Berryteuthis Naef, 1921	Naef, 1921	CA	Porlier Pass: off Porlier Pass	British Columbia	PRESENT	1	cc6110c7-f75c-47c8-8931-f7dd3f324777	49.016667	-123.566667					80.47		1964-06-23T00:00:00	23	6	1964	2290054		PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	987-00100-001				CC_BY_4_0	Royal BC Museum	W. Barraclough			2020-12-15T19:07:37.939Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898321136	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f03b61e2-35ee-441d-bc1d-26a0f83b95bc	Animalia	Mollusca	Bivalvia	Nuculida	Nuculidae	Ennucula	Ennucula tenuis		SPECIES	Nucula tenuis Philippi, 1836	Nucula tenuis		CA		British Columbia	PRESENT	8	cc6110c7-f75c-47c8-8931-f7dd3f324777	49.016667	-123.583333					51.21	0.0	1961-06-22T00:00:00	22	6	1961	10666500	2285597	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	979-03318				CC_BY_4_0	Royal BC Museum	Ian McTaggart-Cowan			2020-12-15T19:07:38.077Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898320334	34fbcf59-d9bb-47e7-9672-99e13ea8c736	ed604d1a-1730-4777-984f-2b616045ceef	Animalia	Mollusca	Polyplacophora	Chitonida	Ischnochitonidae	Lepidozona	Lepidozona mertensii		SPECIES	Lepidozona mertensii (Middendorff, 1847)	Lepidozona mertensii (Middendorff, 1847)	(Middendorff, 1847)	CA	Mayne Island; Georgina Point: E of Georgina Point; off reef off Oyster Bay	British Columbia	PRESENT	1	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.873889	-123.318611					11.58		1995-01-17T00:00:00	17	1	1995	5193890	5193890	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	002-00070-001		Robert Forsyth		CC_BY_4_0	Royal BC Museum	Robert Forsyth; Tammy Forsyth			2020-12-15T19:07:34.891Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898320186	34fbcf59-d9bb-47e7-9672-99e13ea8c736	ecc4fa2c-bbd5-4989-b58f-af3a9f01c20a	Animalia	Echinodermata	Holothuroidea	Dendrochirotida	Psolidae	Psolus	Psolus chitonoides		SPECIES	Psolus chitonoides Clark, 1901	Psolus chitonoides Clark, 1901	Clark, 1901	CA		British Columbia	PRESENT	2	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.865	-123.306667							1986-09-30T00:00:00	30	9	1986	5721302	5721302	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	986-00197-055		Gordon Green		CC_BY_4_0	Royal BC Museum				2020-12-15T19:07:34.973Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898319922	34fbcf59-d9bb-47e7-9672-99e13ea8c736	ebda58d3-7769-45d6-90c9-a1834891f99e	Animalia	Mollusca	Bivalvia	Nuculanida	Nuculanidae	Nuculana	Nuculana leonina		SPECIES	Nuculana leonina (Dall, 1896)	Nuculana leonina (Dall, 1896)	(Dall, 1896)	CA		British Columbia	PRESENT	1	cc6110c7-f75c-47c8-8931-f7dd3f324777	49.016667	-123.583333					51.21	0.0	1961-06-22T00:00:00	22	6	1961	2285438	2285438	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	979-03316				CC_BY_4_0	Royal BC Museum	Ian McTaggart-Cowan			2020-12-15T19:07:37.294Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898319794	34fbcf59-d9bb-47e7-9672-99e13ea8c736	eb3546ab-ead8-4485-9985-e2cb73e9fdd8	Animalia	Mollusca	Polyplacophora	Chitonida	Ischnochitonidae	Lepidozona	Lepidozona interstincta		SPECIES	Lepidozona interstincta (Gould, 1852)	Lepidozona interstincta (Gould, 1846)	(Gould, 1846)	CA	Mayne Island; Georgina Point: E of Georgina Point; off reef off Oyster Bay	British Columbia	PRESENT	1	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.873889	-123.318611					11.58		1995-01-17T00:00:00	17	1	1995	5193851	5193851	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	002-00070-002		Robert Forsyth		CC_BY_4_0	Royal BC Museum	Robert Forsyth; Tammy Forsyth			2020-12-15T19:07:37.430Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898319431	34fbcf59-d9bb-47e7-9672-99e13ea8c736	e9e9d254-33b9-4ec0-a0c2-7cc82d081ef5	Animalia	Arthropoda	Malacostraca	Amphipoda					ORDER	Amphipoda	Amphipoda Latreille, 1816	Latreille, 1816	CA		British Columbia	PRESENT	1	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.865	-123.306667							1986-09-30T00:00:00	30	9	1986	1231		PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	986-00197-060				CC_BY_4_0	Royal BC Museum				2020-12-15T19:07:34.804Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898319401	34fbcf59-d9bb-47e7-9672-99e13ea8c736	e9a06f2c-97af-43c1-bf64-f34946deb516	Animalia	Arthropoda	Maxillopoda	Sessilia	Balanidae	Balanus	Balanus rostratus		SPECIES	Balanus rostratus Hoek, 1883	Balanus rostratus Hoek, 1883	Hoek, 1883	CA		British Columbia	PRESENT		cc6110c7-f75c-47c8-8931-f7dd3f324777	48.865	-123.306667							1986-09-30T00:00:00	30	9	1986	2115708	2115708	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	986-00197-026		Melissa Frey		CC_BY_4_0	Royal BC Museum				2020-12-15T19:07:34.759Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
1898319325	34fbcf59-d9bb-47e7-9672-99e13ea8c736	e96b99b5-e978-49b0-a151-b5e5eb0f0981	Animalia	Arthropoda	Malacostraca	Decapoda	Oregoniidae	Hyas	Hyas lyratus		SPECIES	Hyas lyratus Dana, 1851	Hyas lyratus Dana, 1851	Dana, 1851	CA	Trincomali Channel: between Saltspring and Galiano Island	British Columbia	PRESENT	2	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.866667	-123.391667					48.0		1961-05-13T00:00:00	13	5	1961	5178708	5178708	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	982-00207-001				CC_BY_4_0	Royal BC Museum	Dan Quayle			2020-12-15T19:07:34.844Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898318861	34fbcf59-d9bb-47e7-9672-99e13ea8c736	e766d26a-18a2-46af-98e3-c3ae2250ef8b	Animalia	Arthropoda	Malacostraca	Decapoda	Pandalidae	Pandalopsis	Pandalopsis lucidirimicola		SPECIES	Pandalopsis lucidirimicola Jensen, 1998	Pandalopsis lucidirimicola Jensen, 1998	Jensen, 1998	CA		British Columbia	PRESENT	1	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.86	-123.328333					17.5	0.5	1995-11-24T00:00:00	24	11	1995	2222448	2222448	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	997-00068-001				CC_BY_4_0	Royal BC Museum	Daniel Kent	PARATYPE		2020-12-15T19:07:34.253Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898318849	34fbcf59-d9bb-47e7-9672-99e13ea8c736	e768b542-d474-4579-8e3d-da89bb999d09	Animalia	Mollusca	Bivalvia	Adapedonta	Hiatellidae	Panomya	Panomya ampla		SPECIES	Panomya ampla Dall, 1898	Panomya ampla Dall, 1898	Dall, 1898	CA	Porlier Pass: off south west corner of Valdes Island	British Columbia	PRESENT	2	cc6110c7-f75c-47c8-8931-f7dd3f324777	49.016667	-123.583333					9.0	0.0	1958-09-05T00:00:00	5	9	1958	2288880	2288880	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	979-00316				CC_BY_4_0	Royal BC Museum	Ian McTaggart-Cowan			2020-12-15T19:07:34.277Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898318434	34fbcf59-d9bb-47e7-9672-99e13ea8c736	e5cc65c3-de21-4c83-9176-1f4b3b31d16e	Animalia	Cnidaria							PHYLUM	Cnidaria	Cnidaria Hatschek, 1888	Hatschek, 1888	CA	Galiano Island; Montague Harbour; Charles Island: west side of Charles Island; near Montague Harbour	British Columbia	PRESENT		cc6110c7-f75c-47c8-8931-f7dd3f324777	48.9	-123.433333					15.24		1973-06-14T00:00:00	14	6	1973	43		PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	973-00137-001				CC_BY_4_0	Royal BC Museum	Philip Lambert			2020-12-15T19:07:34.591Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
1898317956	34fbcf59-d9bb-47e7-9672-99e13ea8c736	e430f4e1-73e7-4144-9c14-e2f947a584b5	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Crucigera	Crucigera zygophora		SPECIES	Crucigera zygophora (Johnson, 1901)	Crucigera zygophora (Johnson, 1901)	(Johnson, 1901)	CA		British Columbia	PRESENT		cc6110c7-f75c-47c8-8931-f7dd3f324777	48.865	-123.306667							1986-09-30T00:00:00	30	9	1986	2328448	2328448	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	986-00197-067		Judith Fournier		CC_BY_4_0	Royal BC Museum				2020-12-15T19:07:30.753Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH
1898317549	34fbcf59-d9bb-47e7-9672-99e13ea8c736	e293059b-cf99-471f-95d8-1ef2df58eff4	Animalia	Mollusca	Polyplacophora	Chitonida	Tonicellidae	Tonicella			GENUS	Tonicella Carpenter, 1873	Tonicella Carpenter, 1873	Carpenter, 1873	CA		British Columbia	PRESENT	1	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.933333	-123.45							1893-06-01T00:00:00	1	6	1893	2306809		PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	991-00066-002				CC_BY_4_0	Royal BC Museum	Charles Newcombe			2020-12-15T19:07:31.154Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
1898317294	34fbcf59-d9bb-47e7-9672-99e13ea8c736	e1629965-6eba-43c4-ad12-ea864040a080	Animalia	Cnidaria							PHYLUM	Cnidaria	Cnidaria Hatschek, 1888	Hatschek, 1888	CA		British Columbia	PRESENT	3	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.933333	-123.5							1948-06-01T00:00:00	1	6	1948	43		PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	976-01171-003				CC_BY_4_0	Royal BC Museum				2020-12-15T19:07:31.569Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH
