gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
1898261861,34fbcf59-d9bb-47e7-9672-99e13ea8c736,064c4785-8308-4697-b401-c791d2deb87a,Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Lepidozona,,,GENUS,"Lepidozona Pilsbry, 1892","Lepidozona Pilsbry, 1892","Pilsbry, 1892",CA,Galiano Island; Montague Harbour; Charles Island: west side of Charles Island; near Montague Harbour,British Columbia,,1,cc6110c7-f75c-47c8-8931-f7dd3f324777,48.9,-123.433333,,,,,15.24,,1973-06-14T00:00:00Z,14,6,1973,5193840,,PRESERVED_SPECIMEN,RBCM,Invertebrate Zoology,973-00137-005,,Julia Sigwart,,CC_BY_4_0,Royal BC Museum,Philip Lambert,,,2018-12-22T06:45:19.748Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1898263221,34fbcf59-d9bb-47e7-9672-99e13ea8c736,0b6e7018-c08b-4963-b82a-2a38a9565625,Animalia,Cnidaria,Hydrozoa,,,,,,CLASS,Hydrozoa,"Hydrozoa Owen, 1843","Owen, 1843",CA,,British Columbia,,4,cc6110c7-f75c-47c8-8931-f7dd3f324777,48.933333,-123.5,,,,,,,1948-06-05T00:00:00Z,5,6,1948,205,,PRESERVED_SPECIMEN,RBCM,Invertebrate Zoology,976-01171-004,,,,CC_BY_4_0,Royal BC Museum,,,,2018-12-22T06:45:21.652Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1898263421,34fbcf59-d9bb-47e7-9672-99e13ea8c736,0c5923fe-91e6-423e-bedf-1d46a0b89273,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,Chlamys rubida,,SPECIES,"Chlamys rubida (Hinds, 1845)","Chlamys rubida (Hinds, 1845)","(Hinds, 1845)",CA,Trincomali Channel: between Saltspring and Galiano Island,British Columbia,,3,cc6110c7-f75c-47c8-8931-f7dd3f324777,48.866667,-123.391667,,,,,48.0,,1961-05-13T00:00:00Z,13,5,1961,5188872,5188872,PRESERVED_SPECIMEN,RBCM,Invertebrate Zoology,982-00207-003,,,,CC_BY_4_0,Royal BC Museum,Dan Quayle,,,2018-12-22T06:45:21.508Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1898263717,34fbcf59-d9bb-47e7-9672-99e13ea8c736,0d7db794-3073-438e-9ad6-9986d3579817,,,,,,,,,KINGDOM,incertae sedis,,,CA,,British Columbia,,,cc6110c7-f75c-47c8-8931-f7dd3f324777,49.016667,-123.583333,,,,,51.21,0.0,1961-06-22T00:00:00Z,22,6,1961,0,,PRESERVED_SPECIMEN,RBCM,Invertebrate Zoology,979-03332,,,,CC_BY_4_0,Royal BC Museum,Ian McTaggart-Cowan,,,2018-12-22T06:45:21.270Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_NONE
1898263889,34fbcf59-d9bb-47e7-9672-99e13ea8c736,0e359fa1-8a30-4367-a354-98d54724d923,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita,Neverita lewisii,,SPECIES,"Euspira lewisii (Gould, 1847)","Euspira lewisii (Gould, 1847)","(Gould, 1847)",CA,,British Columbia,,4,cc6110c7-f75c-47c8-8931-f7dd3f324777,49.011667,-123.588333,,,,,,,1961-06-23T00:00:00Z,23,6,1961,5192498,7932770,PRESERVED_SPECIMEN,RBCM,Invertebrate Zoology,976-01146-004,,Ian McTaggart-Cowan,,CC_BY_4_0,Royal BC Museum,,,,2018-12-22T06:45:21.639Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1898264423,34fbcf59-d9bb-47e7-9672-99e13ea8c736,101160e6-0e15-4b1b-a83c-5c24445b9592,Animalia,Annelida,Clitellata,Haplotaxida,Naididae,Bathydrilus,Bathydrilus litoreus,,SPECIES,"Bathydrilus litoreus Baker, 1983","Bathydrilus litoreus Baker, 1983","Baker, 1983",CA,Galiano Island: west coast of Galiano Island,British Columbia,,1,cc6110c7-f75c-47c8-8931-f7dd3f324777,48.916667,-123.45,,,,,,,1979-07-05T00:00:00Z,5,7,1979,4812482,4812482,PRESERVED_SPECIMEN,RBCM,Invertebrate Zoology,991-00598-001,,,,CC_BY_4_0,Royal BC Museum,Randy Baker,,,2018-12-22T06:45:25.863Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1898264650,34fbcf59-d9bb-47e7-9672-99e13ea8c736,113e4990-ada3-4469-851f-52fc04d2ef5e,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Solaster dawsoni,,SPECIES,"Solaster dawsoni Verrill, 1880","Solaster dawsoni Verrill, 1880","Verrill, 1880",CA,,British Columbia,,1,cc6110c7-f75c-47c8-8931-f7dd3f324777,49.011667,-123.588333,,,,,54.86,,,,,,2270931,2270931,PRESERVED_SPECIMEN,RBCM,Invertebrate Zoology,976-01146-012,,Philip Lambert,,CC_BY_4_0,Royal BC Museum,,,,2018-12-22T06:45:25.999Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1898265595,34fbcf59-d9bb-47e7-9672-99e13ea8c736,14dfd70a-c626-4125-ac18-a8a697f0ea93,,,,,,,,,KINGDOM,incertae sedis,,,CA,,British Columbia,,,cc6110c7-f75c-47c8-8931-f7dd3f324777,49.016667,-123.583333,,,,,51.21,0.0,1961-06-22T00:00:00Z,22,6,1961,0,,PRESERVED_SPECIMEN,RBCM,Invertebrate Zoology,979-03301,,,,CC_BY_4_0,Royal BC Museum,Ian McTaggart-Cowan,,,2018-12-22T06:45:26.305Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_NONE
1898266087,34fbcf59-d9bb-47e7-9672-99e13ea8c736,16ed3343-2521-4577-8bd8-bdda467289c5,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,Macoma carlottensis,,SPECIES,"Macoma inflatula Dall, 1897","Macoma inflatula Dall, 1897","Dall, 1897",CA,,British Columbia,,21,cc6110c7-f75c-47c8-8931-f7dd3f324777,49.011667,-123.588333,,,,,,,1961-06-22T00:00:00Z,22,6,1961,6788738,2287017,PRESERVED_SPECIMEN,RBCM,Invertebrate Zoology,976-01146-009,,,,CC_BY_4_0,Royal BC Museum,,,,2018-12-22T06:45:26.801Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1898267324,34fbcf59-d9bb-47e7-9672-99e13ea8c736,1b9457a2-a1d0-4e50-b188-528488368c2b,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestes,Sergestes similis,,SPECIES,"Eusergestes similis (Hansen, 1903)","Eusergestes similis (Hansen, 1903)","(Hansen, 1903)",CA,Porlier Pass: off Porlier Pass,British Columbia,,5,cc6110c7-f75c-47c8-8931-f7dd3f324777,49.016667,-123.566667,,,,,124.36,,1965-01-29T00:00:00Z,29,1,1965,6454224,2225977,PRESERVED_SPECIMEN,RBCM,Invertebrate Zoology,015-00030-001,,,,CC_BY_4_0,Royal BC Museum,W. Barraclough,,,2018-12-22T06:45:27.153Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
