iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Infra taxa,Habitat,Islands,id
Platanthera orbiculata,131218,Platanthera orbiculata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,orbiculata,,Forest,2,DUN:646
Platanthera stricta,50739,Platanthera stricta,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,stricta,,Forest,1,DUN:647
Platanthera transversa,355392,Platanthera transversa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,transversa,,Forest,6,DUN:648
Platanthera unalascensis,840638,Platanthera unalascensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,unalascensis,,Forest,10,DUN:649
Spiranthes romanzoffiana,50743,Spiranthes romanzoffiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Cranichideae,Spiranthes,romanzoffiana,,Open,8,DUN:650
Aphyllon californicum,802458,Aphyllon californicum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Orobancheae,Aphyllon,californicum,ssp. californicum,Open,33,DUN:651
Aphyllon purpureum,739040,Aphyllon purpureum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Orobancheae,Aphyllon,purpureum,,Open,29,DUN:652
Bellardia viscosa,537967,Bellardia viscosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Rhinantheae,Bellardia,viscosa,,Open,3,DUN:653
Castilleja attenuata,49341,Castilleja attenuata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Castilleja,attenuata,,Open,10,DUN:654
Castilleja hispida,128204,Castilleja hispida,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Castilleja,hispida,var. hispida,Open,47,DUN:655
Castilleja levisecta,128077,Castilleja levisecta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Castilleja,levisecta,,Open,2,DUN:656
Castilleja victoriae,160227,Castilleja victoriae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Castilleja,victoriae,,Open,1,DUN:657
Euphrasia nemorosa,118893,Euphrasia nemorosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Rhinantheae,Euphrasia,nemorosa,,Open,3,DUN:658
Kopsiopsis hookeri,77611,Kopsiopsis hookeri,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Orobancheae,Kopsiopsis,hookeri,,Forest,2,DUN:659
Orthocarpus bracteosus,78289,Orthocarpus bracteosus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Orthocarpus,bracteosus,,Open,1,DUN:660
Rhinanthus minor,61470,Rhinanthus minor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Rhinantheae,Rhinanthus,minor,,Open,1,DUN:661
Triphysaria pusilla,57276,Triphysaria pusilla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Triphysaria,pusilla,,Open,35,DUN:662
Oxalis corniculata,53168,Oxalis corniculata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Oxalidales,,,,Oxalidaceae,,,Oxalis,corniculata,,Open,1,DUN:663
Pseudofumaria lutea,130800,Corydalis lutea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,,Pseudofumaria,lutea,,Forest,1,DUN:664
Dicentra formosa,51048,Dicentra formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,,Dicentra,formosa,ssp. formosa,Forest,2,DUN:665
Eschscholzia californica,48225,Eschscholzia californica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Papaveroideae,,Eschscholzia,californica,ssp. californica,Open,9,DUN:666
Fumaria officinalis,53785,Fumaria officinalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,,Fumaria,officinalis,,Open,1,DUN:667
Meconella oregana,77970,Meconella oregana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Papaveroideae,,Meconella,oregana,,Open,2,DUN:668
Papaver rhoeas,54404,Papaver rhoeas,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Papaveroideae,,Papaver,rhoeas,,Open,1,DUN:669
Papaver somniferum,78346,Papaver somniferum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Papaveroideae,,Papaver,somniferum,,Open,2,DUN:670
Erythranthe alsinoides,771843,Erythranthe alsinoides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,alsinoides,,Forest,26,DUN:671
Erythranthe guttata,470643,Erythranthe guttata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,guttata,,Forest,21,DUN:672
Erythranthe microphylla,453717,Erythranthe microphylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,microphylla,,Forest,6,DUN:673
Erythranthe moschata,453644,Erythranthe moschata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,moschata,,Forest,2,DUN:674
Erythranthe nasuta,545973,Erythranthe nasuta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,nasuta,,Forest,23,DUN:675
Erythranthe ptilota,771908,Erythranthe ptilota,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,ptilota,,Forest,1,DUN:676
Abies grandis,63690,Abies grandis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,grandis,,Forest,34,DUN:677
Picea sitchensis,68131,Picea sitchensis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Picea,sitchensis,,Forest,18,DUN:678
Pinus contorta contorta,80130,Pinus contorta,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pinus,contorta,"var. contorta, var. latifolia",Forest,27,DUN:679
Pinus monticola,68084,Pinus monticola,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pinus,monticola,,Forest,2,DUN:680
Pseudotsuga menziesii menziesii,63910,Pseudotsuga menziesii,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pseudotsuga,menziesii,var. menziesii,Forest,75,DUN:681
Tsuga heterophylla,48254,Tsuga heterophylla,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Tsuga,heterophylla,,Forest,16,DUN:682
Antirrhinum majus,1229777,Antirrhinum majus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Antirrhineae,Antirrhinum,majus,,Open,2,DUN:683
Callitriche heterophylla,75935,Callitriche heterophylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Callitricheae,Callitriche,heterophylla,var. bolanderi,Wetland,2,DUN:684
Callitriche palustris,75937,Callitriche palustris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Callitricheae,Callitriche,palustris,,Wetland,2,DUN:685
Collinsia grandiflora,76409,Collinsia grandiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Cheloneae,Collinsia,grandiflora,,Open,25,DUN:686
Collinsia parviflora,59013,Collinsia parviflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Cheloneae,Collinsia,parviflora,,Open,84,DUN:687
Cymbalaria muralis,55727,Cymbalaria muralis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Antirrhineae,Cymbalaria,muralis,ssp. muralis,Open,2,DUN:688
Digitalis purpurea,53983,Digitalis purpurea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,purpurea,var. purpurea,Open,12,DUN:689
Hippuris vulgaris,77422,Hippuris vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Callitricheae,Hippuris,vulgaris,,Wetland,5,DUN:690
Linaria dalmatica,77776,Linaria dalmatica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Antirrhineae,Linaria,dalmatica,ssp. dalmatica,Open,2,DUN:691
Linaria purpurea,77778,Linaria purpurea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Antirrhineae,Linaria,purpurea,,Open,1,DUN:692
Linaria vulgaris,50790,Linaria vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Antirrhineae,Linaria,vulgaris,,Open,1,DUN:693
Nuttallanthus texanus,78235,Nuttallanthus texanus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Antirrhineae,Nuttallanthus,texanus,,Open,1,DUN:694
Plantago elongata,58229,Plantago elongata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Plantagineae,Plantago,elongata,,Shoreline,29,DUN:695
Plantago lanceolata,53178,Plantago lanceolata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Plantagineae,Plantago,lanceolata,,Open,73,DUN:696
Plantago major,58961,Plantago major,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Plantagineae,Plantago,major,,Open,11,DUN:697
Plantago maritima,68543,Plantago maritima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Plantagineae,Plantago,maritima,,Shoreline,107,DUN:698
Veronica americana,57277,Veronica americana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,americana,,Wetland,7,DUN:699
Veronica arvensis,55748,Veronica arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,arvensis,,Open,66,DUN:700
Veronica chamaedrys,51610,Veronica chamaedrys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,chamaedrys,,Open,1,DUN:701
Veronica filiformis,55825,Veronica filiformis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,filiformis,,Open,1,DUN:702
Veronica officinalis,129020,Veronica officinalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,officinalis,,Open,5,DUN:703
Veronica peregrina,60317,Veronica peregrina,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,peregrina,var. xalapensis,Wetland,5,DUN:704
Veronica persica,55666,Veronica persica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,persica,,Open,1,DUN:705
Veronica scutellata,61112,Veronica scutellata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,scutellata,,Wetland,4,DUN:706
Veronica serpyllifolia,55749,Veronica serpyllifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,serpyllifolia,"var. humifusa, var. serpyllifolia",Wetland,11,DUN:707
Armeria maritima,60476,Armeria maritima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Plumbaginaceae,,,Armeria,maritima,ssp. californica,Shoreline,42,DUN:708
Eriocoma lemmonii,1220721,Achnatherum lemmonii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Stipeae,Eriocoma,lemmonii,ssp. lemmonii,Open,6,DUN:709
Eriocoma nelsonii,1221562,Achnatherum nelsonii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Stipeae,Eriocoma,nelsonii,ssp. dorei,Open,2,DUN:710
Agrostis capillaris,75312,Agrostis capillaris,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Agrostis,capillaris,,Open,9,DUN:711
Agrostis exarata,59088,Agrostis exarata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Agrostis,exarata,,Shoreline,28,DUN:712
Agrostis gigantea,75314,Agrostis gigantea,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Agrostis,gigantea,,Open,6,DUN:713
Agrostis microphylla,60277,Agrostis microphylla,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Agrostis,microphylla,,Wetland,1,DUN:714
Agrostis pallens,52692,Agrostis pallens,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Agrostis,pallens,,Open,6,DUN:715
Agrostis scabra,75319,Agrostis scabra,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Agrostis,scabra,,Open,4,DUN:716
Agrostis stolonifera,69931,Agrostis stolonifera,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Agrostis,stolonifera,,Open,18,DUN:717
Aira caryophyllea,52694,Aira caryophyllea,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Aira,caryophyllea,var. caryophyllea,Open,106,DUN:718
Aira praecox,61058,Aira praecox,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Aira,praecox,,Open,123,DUN:719
Alopecurus aequalis,75381,Alopecurus aequalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Alopecurus,aequalis,var. aequalis,Wetland,4,DUN:720
Alopecurus geniculatus,71140,Alopecurus geniculatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Alopecurus,geniculatus,,Wetland,4,DUN:721
Alopecurus pratensis,71141,Alopecurus pratensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Alopecurus,pratensis,,Open,5,DUN:722
Anthoxanthum odoratum,75475,Anthoxanthum odoratum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Anthoxanthum,odoratum,,Open,25,DUN:723
Arrhenatherum elatius,75583,Arrhenatherum elatius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Arrhenatherum,elatius,"var. bulbosum, var. elatius",Open,4,DUN:724
Avena barbata,52696,Avena barbata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Avena,barbata,,Open,4,DUN:725
Avena fatua,52698,Avena fatua,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Avena,fatua,,Open,2,DUN:726
Avena sativa,57156,Avena sativa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Avena,sativa,,Open,1,DUN:727
Bromus commutatus,75900,Bromus commutatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,commutatus,,Open,4,DUN:728
Bromus diandrus,52702,Bromus diandrus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,diandrus,,Open,106,DUN:729
Bromus hordeaceus,52703,Bromus hordeaceus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,hordeaceus,,Open,124,DUN:730
Bromus pacificus,159470,Bromus pacificus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,pacificus,,Forest,30,DUN:731
Bromus sitchensis,75912,Bromus sitchensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,sitchensis,"var. carinatus, var. marginatus, var. sitchensis",Forest,104,DUN:732
Bromus sterilis,57163,Bromus sterilis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,sterilis,,Open,77,DUN:733
Bromus tectorum,58369,Bromus tectorum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,tectorum,,Open,60,DUN:734
Bromus vulgaris,75915,Bromus vulgaris,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Bromeae,Bromus,vulgaris,,Forest,16,DUN:735
Calamagrostis canadensis,75925,Calamagrostis canadensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Calamagrostis,canadensis,,Wetland,1,DUN:736
Calamagrostis stricta,75930,Calamagrostis stricta,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Calamagrostis,stricta,ssp. inexpansa,Wetland,1,DUN:737
Cynosurus cristatus,76581,Cynosurus cristatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Cynosurus,cristatus,,Open,6,DUN:738
Cynosurus echinatus,47695,Cynosurus echinatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Cynosurus,echinatus,,Open,26,DUN:739
Dactylis glomerata,52720,Dactylis glomerata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Dactylis,glomerata,,Open,72,DUN:740
Danthonia californica,57165,Danthonia californica,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Danthonioideae,Danthonieae,Danthonia,californica,,Open,13,DUN:741
Danthonia spicata,130174,Danthonia spicata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Danthonioideae,Danthonieae,Danthonia,spicata,,Open,1,DUN:742
Deschampsia cespitosa,76639,Deschampsia caespitosa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Deschampsia,cespitosa,,Wetland,4,DUN:743
Deschampsia danthonioides,57164,Deschampsia danthonioides,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Deschampsia,danthonioides,,Wetland,1,DUN:744
Deschampsia elongata,52722,Deschampsia elongata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Deschampsia,elongata,,Wetland,3,DUN:745
Distichlis spicata,58372,Distichlis spicata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Chloridoideae,Cynodonteae,Distichlis,spicata,,Shoreline,68,DUN:746
Elymus elymoides,58376,Elymus elymoides,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Elymus,elymoides,ssp. brevifolius,Open,1,DUN:747
Elymus glaucus,52791,Elymus glaucus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Elymus,glaucus,ssp. glaucus,Open,90,DUN:748
Elymus repens,60284,Elymus repens,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Elymus,repens,,Open,12,DUN:749
Elymus trachycaulus,61202,Elymus trachycaulus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Elymus,trachycaulus,ssp. trachycaulus,Open,13,DUN:750
Festuca occidentalis,59091,Festuca occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,occidentalis,,Forest,38,DUN:751
Festuca roemeri,162962,Festuca roemeri,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,roemeri,var. roemeri,Open,14,DUN:752
Festuca rubra,61061,Festuca rubra,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,rubra,,Open,141,DUN:753
Festuca subulata,77145,Festuca subulata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,subulata,,Forest,4,DUN:754
Festuca subuliflora,77146,Festuca subuliflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,subuliflora,,Forest,7,DUN:755
Festuca trachyphylla,77148,Festuca trachyphylla,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,trachyphylla,,Open,1,DUN:756
Glyceria borealis,77287,Glyceria borealis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Glyceria,borealis,,Wetland,3,DUN:757
Glyceria elata,77289,Glyceria elata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Glyceria,elata,,Wetland,2,DUN:758
Glyceria × occidentalis,181916,Glyceria occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Glyceria,,,Wetland,1,DUN:759
Holcus lanatus,52793,Holcus lanatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Holcus,lanatus,,Open,78,DUN:760
Holcus mollis,77427,Holcus mollis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Holcus,mollis,ssp. mollis,Open,1,DUN:761
Hordeum brachyantherum,57173,Hordeum brachyantherum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Hordeum,brachyantherum,,Shoreline,43,DUN:762
Hordeum depressum,58378,Hordeum depressum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Hordeum,depressum,,Shoreline,6,DUN:763
Hordeum jubatum,60287,Hordeum jubatum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Hordeum,jubatum,ssp. Intermedium,Shoreline,4,DUN:764
Hordeum marinum,57181,Hordeum marinum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Hordeum,marinum,ssp. gussoneanum,Shoreline,1,DUN:765
Hordeum murinum,52796,Hordeum murinum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Hordeum,murinum,"ssp. glaucum, ssp. leporinum, ssp. murinum",Shoreline,66,DUN:766
Koeleria macrantha,57183,Koeleria macrantha,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Koeleria,macrantha,,Open,61,DUN:767
Leersia oryzoides,64177,Leersia oryzoides,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Oryzoideae,Oryzeae,Leersia,oryzoides,,Wetland,1,DUN:768
Leymus mollis,61067,Leymus mollis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Leymus,mollis,ssp. mollis,Shoreline,66,DUN:769
Leymus × vancouverensis,170839,Leymus vancouverensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Leymus,,,Shoreline,1,DUN:770
Lolium multiflorum,68479,Lolium multiflorum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Lolium,multiflorum,,Open,3,DUN:771
Lolium perenne,52801,Lolium perenne,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Lolium,perenne,,Open,19,DUN:772
Melica subulata,77986,Melica subulata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Meliceae,Melica,subulata,,Forest,38,DUN:773
Panicum miliaceum,78340,Panicum miliaceum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Panicoideae,Paniceae,Panicum,miliaceum,ssp. millaceum,Open,1,DUN:774
Phalaris arundinacea,63337,Phalaris arundinacea,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Phalaris,arundinacea,,Open,10,DUN:775
Phleum pratense,57190,Phleum pratense,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Phleum,pratense,,Open,6,DUN:776
Poa annua,52808,Poa annua,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,annua,,Open,98,DUN:777
Poa bulbosa,58382,Poa bulbosa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,bulbosa,ssp. vivipara,Open,26,DUN:778
Poa compressa,78636,Poa compressa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,compressa,,Open,43,DUN:779
