ID,Date,LatitudeDD,LongitudeDD,SpeciesName,ScientificName,GroupSize,Confidence,SightingsID
29,10/02/02,48.875,-123.3033333,killer whale,Orcinus orca,NA,certain,15812
30,05/26/06,48.85966667,-123.3452667,killer whale,Orcinus orca,NA,certain,15847
31,08/05/06,48.8607,-123.33635,killer whale,Orcinus orca,NA,certain,17949
32,05/26/05,48.86,-123.31,killer whale,Orcinus orca,3,certain,19199
33,04/26/14,48.86716667,-123.3918333,killer whale,Orcinus orca,3,,93052
34,04/20/16,48.85126667,-123.4065167,killer whale,Orcinus orca,7,certain,111402
35,11/30/08,48.88616667,-123.4456167,killer whale,Orcinus orca,5,certain,21263
37,03/19/18,48.86333333,-123.3341667,killer whale,Orcinus orca,5,,128619
38,07/08/06,48.8636166,-123.30865,killer whale,Orcinus orca,10,certain,25225
39,07/29/03,48.884,-123.2872,killer whale,Orcinus orca,20,certain,25255
40,07/17/04,48.86061667,-123.33495,killer whale,Orcinus orca,6,certain,26435
41,09/29/01,48.8625,-123.3438,killer whale,Orcinus orca,NA,,26635
42,08/05/06,48.8636166,-123.30865,killer whale,Orcinus orca,12,certain,28363
43,06/10/05,48.88763333,-123.3053333,killer whale,Orcinus orca,10,certain,28530
44,06/08/05,48.86013333,-123.31105,killer whale,Orcinus orca,7,certain,30046
45,05/28/05,48.84673333,-123.3337167,killer whale,Orcinus orca,5,certain,31852
46,05/07/05,48.84901667,-123.3593,killer whale,Orcinus orca,5,,32025
48,05/31/11,48.88666667,-123.3083333,killer whale,Orcinus orca,5,certain,57046
49,07/18/06,48.86075,-123.3102,killer whale,Orcinus orca,NA,certain,36001
50,05/17/07,48.9659,-123.5736333,killer whale,Orcinus orca,NA,certain,37840
51,07/11/04,48.87583333,-123.3128333,killer whale,Orcinus orca,12,certain,38056
52,07/13/09,48.83333333,-123.3383333,killer whale,Orcinus orca,15,certain,42947
53,05/02/19,48.8555,-123.3502,killer whale,Orcinus orca,24,certain,cc3a30a9-5a6c-495a-9b3b-28ef4b9478d5
54,04/12/10,48.84573333,-123.3400667,killer whale,Orcinus orca,4,certain,51339
55,06/06/10,48.99463333,-123.4533667,killer whale,Orcinus orca,5,certain,51359
56,06/22/10,48.84303333,-123.3730333,killer whale,Orcinus orca,3,certain,51360
57,07/24/10,48.8707,-123.3076333,killer whale,Orcinus orca,10,certain,51515
58,07/16/10,48.85741667,-123.30915,killer whale,Orcinus orca,6,certain,53235
59,07/25/10,48.85861667,-123.3474167,killer whale,Orcinus orca,20,certain,53237
60,08/14/10,48.88211667,-123.3009,killer whale,Orcinus orca,10,certain,53247
62,12/27/10,49.0267,-123.57625,killer whale,Orcinus orca,11,certain,56497
63,05/08/11,48.87506667,-123.3065,killer whale,Orcinus orca,10,certain,56681
64,11/23/11,48.97956667,-123.5727333,killer whale,Orcinus orca,NA,,59830
67,05/22/11,48.94625,-123.5396833,killer whale,Orcinus orca,7,certain,75162
68,05/29/11,49.02448333,-123.5806167,killer whale,Orcinus orca,44,,75168
70,04/10/07,48.83745,-123.3348333,killer whale,Orcinus orca,5,certain,1459
71,09/27/03,48.871,-123.306,killer whale,Orcinus orca,NA,certain,1573
72,10/17/04,48.859,-123.3092,killer whale,Orcinus orca,20,certain,1644
73,08/11/05,48.8457,-123.3348333,killer whale,Orcinus orca,NA,,1652
76,05/03/03,48.8824,-123.2893,killer whale,Orcinus orca,NA,certain,2737
77,11/03/06,48.96383333,-123.5668333,killer whale,Orcinus orca,6,certain,3006
78,07/08/07,48.85426667,-123.3509167,killer whale,Orcinus orca,5,certain,4512
79,09/18/05,48.8597,-123.3311833,killer whale,Orcinus orca,NA,certain,8133
80,07/01/04,48.85935,-123.3303167,killer whale,Orcinus orca,NA,,8325
81,02/08/04,48.84531667,-123.3308333,killer whale,Orcinus orca,2,certain,8424
82,04/23/04,48.91666667,-123.3833333,killer whale,Orcinus orca,7,certain,9428
83,02/08/04,48.86063333,-123.3336167,killer whale,Orcinus orca,2,certain,9592
84,06/22/06,48.86613333,-123.3059667,killer whale,Orcinus orca,NA,certain,9599
85,02/15/07,48.84711667,-123.3536333,killer whale,Orcinus orca,12,certain,11478
86,11/15/04,48.8564,-123.3106,killer whale,Orcinus orca,NA,certain,11482
87,03/24/02,49.0146,-123.5408,killer whale,Orcinus orca,12,certain,14239
88,07/29/06,48.86795,-123.3076167,killer whale,Orcinus orca,20,certain,14510
89,07/08/03,48.84176667,-123.3445333,killer whale,Orcinus orca,12,certain,15902
90,04/08/05,48.8585,-123.3484833,killer whale,Orcinus orca,12,certain,16223
91,06/13/03,48.8626,-123.3372,killer whale,Orcinus orca,NA,certain,17450
92,08/20/04,48.8731,-123.2976,killer whale,Orcinus orca,NA,certain,17583
93,08/13/06,48.85813333,-123.3198833,killer whale,Orcinus orca,NA,certain,22851
94,06/12/01,48.858,-123.308,killer whale,Orcinus orca,NA,,26315
95,12/08/06,48.85143333,-123.35615,killer whale,Orcinus orca,NA,certain,26336
96,11/07/07,48.91845,-123.4993333,killer whale,Orcinus orca,20,,27402
97,09/24/04,48.85715,-123.31185,killer whale,Orcinus orca,30,certain,27422
98,12/31/03,48.88833333,-123.29,killer whale,Orcinus orca,5,certain,27450
99,11/15/04,48.8574,-123.3113,killer whale,Orcinus orca,10,certain,27560
100,06/13/04,48.86083333,-123.3341333,killer whale,Orcinus orca,NA,certain,29726
102,09/24/06,48.88638333,-123.28625,killer whale,Orcinus orca,NA,certain,31214
103,11/08/03,48.9163,-123.5318167,killer whale,Orcinus orca,NA,certain,31259
104,04/23/04,48.94171667,-123.5076,killer whale,Orcinus orca,1,certain,31289
105,07/19/04,48.877,-123.295,killer whale,Orcinus orca,20,certain,31470
106,06/29/02,48.886,-123.305,killer whale,Orcinus orca,NA,certain,31563
