date,LatitudeDD,LongitudeDD,SpeciesName,GroupSize,confidence,SightingsID,locationaccuracy
07/08/13,48.89181667,-123.4855,humpback whale,1,certain,96624,within 2km
04/19/15,48.87366667,-123.2962667,killer whale,9,certain,96774,within 2km
05/15/15,48.84068333,-123.3480833,killer whale,4,certain,97215,within 2km
05/17/15,48.94643333,-123.3853833,killer whale,NA,possible,97217,within 2km
09/11/14,48.92033333,-123.4885,harbour porpoise,2,certain,97336,within 2km
09/12/14,48.92233333,-123.5395,harbour porpoise,2,certain,97337,within 2km
09/21/14,48.85083333,-123.3705,harbour porpoise,2,certain,97339,within 2km
09/21/14,48.90766667,-123.3062,harbour porpoise,4,certain,97340,within 2km
02/23/15,48.97393333,-123.5918333,killer whale,5,certain,97893,within 5km
03/23/15,48.93915,-123.4256167,killer whale,15,certain,98016,within 2km
10/23/15,48.90065,-123.3392667,killer whale,2,certain,98783,within 2km
03/23/15,48.9175,-123.3886667,killer whale,1,certain,99085,within 2km
06/12/15,48.85828333,-123.3137,killer whale,11,certain,99482,within 2km
06/28/15,48.8671,-123.309,killer whale,NA,certain,99502,within 1km
06/28/15,48.92726667,-123.5464333,killer whale,4,certain,99503,within 1km
06/22/15,49.00981667,-123.59425,killer whale,4,certain,99519,within 2km
07/06/15,48.87535,-123.3025,unidentified baleen whale,2,certain,99667,within 2km
08/14/15,48.88443333,-123.3029167,killer whale,5,certain,99973,within 2km
08/24/15,48.85956667,-123.3284833,killer whale,15,certain,100179,within 1km
08/26/15,48.86776667,-123.3092667,killer whale,7,certain,100184,within 1km
09/01/15,48.90861667,-123.3603167,killer whale,5,certain,100197,within 2km
10/04/15,48.87813333,-123.3085667,killer whale,2,certain,100865,within 2km
09/30/15,48.98366667,-123.4971667,unidentified cetacean,1,certain,101084,within 2km
09/04/15,48.85473333,-123.3490333,humpback whale,2,certain,101307,within 2km
10/23/15,48.92045,-123.3807167,killer whale,3,certain,101390,within 5km
10/30/15,48.87898333,-123.29715,humpback whale,2,certain,101442,within 2km
06/14/15,48.94783333,-123.5866667,harbour porpoise,2,certain,101829,within 2km
12/24/15,48.91358333,-123.3771,humpback whale,3,certain,102394,within 1km
01/12/15,48.952,-123.5445,harbour porpoise,1,certain,102651,within 2km
04/22/15,48.89106667,-123.4066667,killer whale,1,certain,102652,within 2km
05/22/15,48.955,-123.4066667,humpback whale,2,probable,104837,within 2km
03/11/16,48.85798333,-123.3534667,killer whale,1,certain,105085,within 2km
04/24/16,48.85896667,-123.3107833,killer whale,8,certain,105178,within 2km
07/03/15,48.83855,-123.3377667,humpback whale,1,certain,105265,within 5km
07/17/15,48.836,-123.3266167,killer whale,3,certain,105266,within 500m
06/22/15,48.8713,-123.3080667,killer whale,30,certain,105324,within 2km
07/05/15,48.87485,-123.3037833,killer whale,30,certain,105326,within 2km
07/13/15,48.87826667,-123.2969333,killer whale,40,certain,105328,within 2km
06/01/15,48.86358333,-123.30835,killer whale,5,certain,105356,within 10km
08/11/13,48.93918333,-123.4231333,humpback whale,1,certain,105473,within 2km
08/26/15,48.87958333,-123.3062667,harbour porpoise,2,certain,105769,within 2km
07/05/15,48.85075,-123.3390667,killer whale,12,certain,106145,within 2km
04/29/15,48.97706667,-123.4671333,killer whale,3,certain,106353,within 500m
08/23/15,48.85175,-123.355,killer whale,1,probable,106454,within 2km
08/22/15,48.88611667,-123.40015,killer whale,3,certain,106559,within 2km
09/05/15,48.92098333,-123.45705,harbour porpoise,1,probable,106801,within 1km
10/24/15,48.88226667,-123.3078167,humpback whale,2,certain,106846,within 2km
08/24/15,48.8686,-123.3073,killer whale,15,certain,106880,within 1km
05/14/16,48.86181667,-123.31135,killer whale,8,certain,107158,within 1km
07/23/13,48.86838333,-123.3083,killer whale,5,certain,107377,within 2km
05/13/16,48.85733333,-123.3081667,humpback whale,2,probable,107642,within 500m
06/26/16,48.85908333,-123.343,killer whale,6,certain,108418,within 1km
06/25/16,48.85685,-123.3297333,killer whale,6,certain,108421,within 1km
07/06/16,48.86076667,-123.3063,killer whale,1,certain,108433,within 10km
07/06/16,48.86041667,-123.3212167,killer whale,1,certain,108435,within 10km
07/12/16,48.90616667,-123.286,humpback whale,1,certain,108476,within 2km
07/12/16,48.86278333,-123.33995,killer whale,10,certain,108477,within 2km
07/31/16,48.8544,-123.3451333,killer whale,4,certain,108534,within 1km
10/13/16,48.91,-123.3659667,killer whale,4,certain,109234,within 1km
09/05/16,48.85943333,-123.3474667,killer whale,1,probable,109465,within 500m
09/10/16,48.86463333,-123.3082667,killer whale,16,certain,109471,within 1km
11/07/16,48.90688333,-123.3613333,minke whale,2,probable,109549,within 500m
10/26/16,48.87433333,-123.3051667,killer whale,5,certain,109570,within 2km
10/24/16,48.84523333,-123.3513667,humpback whale,1,certain,109580,within 2km
11/10/16,48.91325,-123.3666833,humpback whale,2,probable,109691,within 1km
12/01/16,48.9565,-123.3581667,humpback whale,2,certain,110101,within 2km
11/20/16,48.85348333,-123.3494333,humpback whale,1,certain,110546,within 2km
11/26/16,48.91235,-123.3699833,humpback whale,2,certain,110547,within 500m
11/26/16,48.85645,-123.3491,humpback whale,2,certain,110548,within 2km
11/22/16,48.86058333,-123.3451833,harbour porpoise,6,certain,110553,within 2km
04/20/16,48.85126667,-123.4065167,killer whale,7,certain,111402,within 2km
04/20/16,48.86833333,-123.41755,harbour porpoise,3,certain,111403,within 10km
12/04/16,48.89833333,-123.3033333,humpback whale,2,certain,112064,within 2km
02/06/17,48.8422,-123.3391333,killer whale,2,certain,112454,within 2km
01/28/17,48.87551667,-123.3126833,killer whale,1,certain,112469,within 10km
10/08/16,48.8699,-123.30425,killer whale,1,certain,112498,within 10km
09/25/16,48.87246667,-123.30425,killer whale,10,certain,112499,within 10km
09/07/16,48.87246667,-123.30425,killer whale,1,certain,112501,within 10km
02/24/17,48.8677,-123.3074167,killer whale,3,certain,112536,within 2km
02/23/17,48.86075,-123.3096833,killer whale,5,certain,112538,within 2km
11/23/15,48.88921667,-123.3064833,humpback whale,3,certain,112987,within 2km
11/26/15,48.85566667,-123.3188833,killer whale,7,certain,112988,within 2km
12/23/15,48.88998333,-123.4737167,killer whale,NA,,113019,within 500m
12/23/15,48.88928333,-123.2857667,killer whale,5,certain,113021,within 10km
01/16/16,48.87145,-123.3047667,killer whale,5,certain,113105,within 2km
03/19/16,49.00556667,-123.5538667,killer whale,4,certain,113202,within 500m
04/13/17,48.85483333,-123.318,killer whale,3,certain,113298,within 1km
01/30/16,48.88816667,-123.2926167,humpback whale,1,certain,113381,within 2km
04/17/17,48.8582,-123.31905,killer whale,7,certain,113865,within 5km
06/15/16,48.8704,-123.3093,killer whale,3,certain,113918,within 1km
06/25/16,48.8802,-123.2942,killer whale,6,certain,114143,within 500m
06/01/17,48.88166667,-123.2983333,humpback whale,2,certain,114158,within 10km
06/28/16,48.868,-123.3029,killer whale,3,certain,114217,within 500m
07/02/16,48.9186,-123.3013,dall's porpoise,1,probable,114446,within 500m
07/06/16,48.8604,-123.3191,killer whale,5,certain,114507,within 1km
09/11/16,48.8705,-123.4003,killer whale,1,certain,114659,within 2km
07/20/16,48.8414,-123.355,killer whale,NA,probable,114907,within 2km
08/20/16,48.8657,-123.3114,killer whale,3,certain,116136,within 500m
08/20/16,48.8669,-123.3033,killer whale,10,certain,116150,within 500m
08/19/16,48.841,-123.3426,killer whale,3,certain,116158,within 2km
08/19/16,48.8961,-123.2926,killer whale,4,certain,116159,within 2km
08/06/16,48.85856667,-123.3148,killer whale,3,certain,116346,within 500m
08/06/16,48.8562,-123.3579,killer whale,4,certain,116366,within 500m
08/06/16,48.8997,-123.292,killer whale,4,certain,116367,within 500m
08/01/17,48.8832,-123.30966,killer whale,8,,116495,within 500m
08/02/17,48.8832,-123.3096667,humpback whale,2,,116496,within 2km
08/21/17,49.02643333,-123.5837833,humpback whale,1,certain,117520,within 25km
08/15/17,48.84618333,-123.3368333,killer whale,5,,117568,within 2km
08/03/17,48.87658333,-123.3020833,killer whale,5,certain,117706,within 5km
10/07/16,48.88725,-123.3048333,killer whale,12,certain,118533,within 500m
10/07/16,48.89761667,-123.2965167,killer whale,5,certain,118535,within 5km
10/29/16,48.9653,-123.3989333,humpback whale,3,certain,118870,within 5km
10/29/16,48.93198333,-123.4226,humpback whale,2,certain,118872,within 5km
09/25/16,48.85166667,-123.362,harbour porpoise,3,certain,118914,within 500m
11/08/16,48.95466667,-123.4719,humpback whale,2,certain,118920,within 500m
12/25/16,48.89393333,-123.309,killer whale,9,certain,119055,within 500m
02/18/17,49.0069,-123.5551333,killer whale,5,certain,119155,within 10km
05/07/17,48.9003,-123.2998,dall's porpoise,1,certain,119394,within 500m
05/20/17,48.8544,-123.3449333,killer whale,2,certain,119567,within 10km
05/22/17,48.95153333,-123.5923,harbour porpoise,2,certain,119587,within 2km
05/22/17,48.9398,-123.5731,harbour porpoise,1,probable,119588,within 2km
09/21/17,48.9315,-123.5555,harbour porpoise,1,certain,120119,within 1km
12/16/17,48.8597,-123.3134167,killer whale,2,certain,121083,within 2km
06/19/17,48.98655,-123.5830667,grey whale,1,certain,122218,within 2km
06/19/17,48.98671667,-123.61175,harbour porpoise,2,certain,122219,within 2km
08/25/17,48.90988333,-123.3610333,killer whale,4,certain,122291,within 1km
08/31/17,48.9393,-123.34745,killer whale,4,probable,122295,within 2km
03/24/18,48.99523333,-123.5857167,killer whale,7,,122365,within 2km
06/13/17,48.949,-123.5926,dall's porpoise,2,certain,122802,within 500m
06/26/17,48.86836667,-123.3080833,killer whale,7,certain,122949,within 10km
06/17/17,48.95916667,-123.5520833,humpback whale,1,certain,122959,within 10km
06/17/17,49.0017,-123.5449,killer whale,6,certain,122966,within 2km
06/29/17,48.85883333,-123.3237333,killer whale,3,certain,123062,within 1km
06/30/17,48.8733,-123.2948,killer whale,5,certain,123086,within 1km
07/01/17,48.85706667,-123.3210667,humpback whale,2,probable,123099,within 5km
07/05/17,48.9517,-123.4489,fin whale,1,probable,123168,within 2km
07/09/17,49.01558333,-123.5834167,killer whale,4,certain,123285,within 2km
07/21/17,48.8361,-123.3252,killer whale,4,certain,123565,within 2km
07/21/17,48.8722,-123.2945,killer whale,4,certain,123569,within 2km
07/24/17,48.87213333,-123.2934,killer whale,4,certain,123599,within 2km
08/01/17,48.8694,-123.3095,killer whale,6,certain,123860,within 1km
08/01/17,48.8673,-123.3044167,killer whale,6,certain,123866,within 500m
06/23/18,48.85956667,-123.3201833,killer whale,15,certain,123891,within 5km
08/03/17,48.86,-123.3239,killer whale,4,certain,123917,within 2km
08/03/17,48.85966667,-123.3342167,killer whale,5,certain,123918,within 2km
10/08/16,48.86496667,-123.3088,killer whale,5,certain,124078,within 2km
07/01/18,48.95893333,-123.5675167,killer whale,4,certain,124162,within 2km
07/17/18,48.97798333,-123.5967167,humpback whale,1,certain,124232,within 10km
07/17/18,48.9855,-123.5833667,humpback whale,2,certain,124233,within 2km
07/18/18,48.9077,-123.4639167,humpback whale,1,certain,124257,within 1km
08/08/18,48.86253333,-123.34365,humpback whale,1,possible,124560,within 2km
08/20/17,48.90438333,-123.3192667,harbour porpoise,1,certain,124804,within 2km
08/20/17,48.84885,-123.36945,humpback whale,2,certain,124806,within 5km
08/22/17,48.8535,-123.3053,harbour porpoise,1,certain,124833,within 2km
09/01/17,48.93576667,-123.5131667,harbour porpoise,1,certain,125014,within 2km
09/02/17,48.86383333,-123.33805,killer whale,4,certain,125041,within 2km
09/02/17,48.86108333,-123.3407,killer whale,4,certain,125044,within 2km
08/29/17,48.91273333,-123.3803833,humpback whale,1,certain,125054,within 5km
08/31/17,48.86978333,-123.3053333,killer whale,3,certain,125076,within 10km
08/24/18,48.87133333,-123.4068333,killer whale,2,,125164,within 2km
08/26/18,48.87423333,-123.2927333,killer whale,4,certain,125182,within 1km
08/18/18,48.8584,-123.3096667,humpback whale,1,certain,125196,within 10km
08/18/18,48.8584,-123.3096667,killer whale,NA,certain,125197,within 10km
08/26/18,48.91666667,-123.5,harbour porpoise,2,certain,125239,within 2km
09/24/18,48.87811667,-123.2919833,humpback whale,1,certain,125516,within 2km
09/29/18,48.876,-123.3108,killer whale,3,certain,125524,within 2km
11/01/18,48.86081667,-123.3429667,killer whale,8,certain,126060,within 2km
11/12/18,49.0198,-123.5764333,humpback whale,4,certain,126282,within 10km
11/24/18,48.98833333,-123.4998333,humpback whale,1,certain,126419,within 2km
07/01/18,48.85663333,-123.3233333,killer whale,3,certain,126777,within 2km
07/01/18,48.85985,-123.3172167,killer whale,3,certain,126781,within 2km
11/18/18,48.87018333,-123.3060333,killer whale,4,,128294,within 500m
03/17/19,48.86945,-123.4135,killer whale,6,certain,128445,within 500m
03/19/18,48.86333333,-123.3341667,killer whale,5,,128619,within 2km
03/19/19,48.92933333,-123.51085,killer whale,4,certain,128750,within 2km
03/16/19,49.00958333,-123.4894333,killer whale,1,certain,128788,within 2km
03/23/19,48.85866667,-123.3253333,killer whale,3,certain,128807,within 1km
03/30/19,48.99356667,-123.5854667,killer whale,4,certain,128913,within 2km
09/09/17,48.85846667,-123.338,humpback whale,1,certain,129013,within 2km
03/28/19,48.9723,-123.5690167,killer whale,5,certain,129032,within 2km
09/10/17,49.0131,-123.588,harbour porpoise,1,certain,129134,within 500m
09/11/17,48.8586,-123.3259,killer whale,8,certain,129141,within 500m
09/20/17,48.85948333,-123.3376667,killer whale,26,certain,129185,within 2km
09/23/17,48.87633333,-123.3083833,harbour porpoise,6,certain,129237,within 2km
09/24/17,48.85588333,-123.4027667,killer whale,8,certain,129257,within 2km
09/24/17,48.9695,-123.5618833,killer whale,12,possible,129309,within 5km
09/25/17,48.83445,-123.3408667,killer whale,4,certain,129315,within 5km
09/26/17,48.85623333,-123.3076833,humpback whale,2,certain,129370,within 2km
06/10/19,48.87198333,-123.3072167,killer whale,4,certain,129432,within 2km
07/05/19,49.02796667,-123.5901833,killer whale,3,certain,129468,within 2km
07/02/19,48.8521,-123.3524667,killer whale,2,certain,129632,within 2km
08/08/19,48.97448333,-123.58165,killer whale,3,certain,129865,within 10km
07/12/19,48.85845,-123.3439667,humpback whale,2,uncertain,129908,within 25km
07/28/19,48.8525,-123.3028667,killer whale,2,certain,130071,within 10km
10/24/19,48.88853333,-123.2954,humpback whale,2,,131293,within 2km
12/30/19,48.86638333,-123.3088167,humpback whale,2,certain,131823,within 10km
12/22/19,48.86638333,-123.3088167,humpback whale,1,certain,131826,within 10km
12/21/19,48.86638333,-123.3088167,killer whale,4,certain,131828,within 10km
07/12/19,48.86038333,-123.3494,humpback whale,2,uncertain,132189,within 2km
08/18/19,48.8732,-123.3085,killer whale,7,certain,0698a0a7-a285-44c1-9a89-f903b16dbc68,within 500m
12/15/19,48.8618,-123.3114,killer whale,NA,certain,0797ffe1-1f43-48ee-998e-51f73f26ffe5,within 500m
11/16/19,48.8555,-123.352,killer whale,NA,certain,07a47add-f12d-4e4a-a3bb-9998d0b6c9e3,within 500m
07/13/18,48.8565,-123.3047,humpback whale,1,certain,09946B61-AE59-476F-868C-57EFDC0AB042,within 500m
08/24/18,48.8611,-123.3441,killer whale,5,certain,0CAFD166-D58E-4E80-8F78-4247BEA25F4A,within 1km
07/10/18,48.8445,-123.3447,killer whale,2,certain,0d06c839-6126-48c2-8922-a53ed44d7145,within 500m
03/30/19,48.8621,-123.3102,killer whale,15,certain,0EA38A1F-F374-42BD-9528-C0EC4E70F312,within 1km
11/29/19,48.8558,-123.3488,killer whale,6,certain,0ea91369-8ef3-4403-ad74-b1cbb416a362,within 2km
07/15/19,48.9009,-123.288,harbour porpoise,3,certain,0eb4e0fc-4062-4d5c-a4a1-32a64b2bbe2b,within 500m
04/08/19,48.8509,-123.3398,killer whale,1,certain,0ED3DA38-776D-4F72-B270-DFCD03ECF5CD,within 500m
07/12/19,48.8714,-123.2994,killer whale,2,certain,0F50BB3C-34F6-48AF-9F05-49A90A18513F,within 500m
07/25/19,48.8436,-123.3544,humpback whale,2,certain,10297372-2BDD-4365-B96A-A591945FC5AC,within 10km
12/16/18,48.8503,-123.3533,killer whale,6,certain,11C5D039-541A-486C-B501-DB3FE40DB695,within 1km
03/02/19,48.8887,-123.314,killer whale,4,certain,11ff4a33-b14e-41d0-8fdd-4d4d270e5b7a,within 1km
03/01/20,48.844,-123.3542,humpback whale,NA,certain,124f3f7c-fff1-4001-95d6-248a7999c876,within 500m
02/16/20,48.866,-123.3137,killer whale,NA,certain,12d18763-3e58-4433-8ecd-e5e6f5e3ad42,within 500m
11/25/19,48.8577,-123.328,killer whale,NA,certain,134ddfea-7c1a-4189-9fc0-03fab3880328,within 500m
06/13/18,48.8606,-123.3462,killer whale,4,certain,1381d24a-413e-474b-9957-7da9a6e6ca46,within 500m
09/01/19,48.9745,-123.6013,dall's porpoise,NA,probable,17F9897D-FAC4-4891-82BB-7A5C4F06FEDA,within 500m
05/04/20,48.895,-123.303,humpback whale,NA,probable,1807d759-c9e8-4b27-a376-7acc9300be24,within 2km
08/02/19,48.8468,-123.3466,humpback whale,3,certain,18ca67a2-7f7a-4d1e-a131-f71a29be173f,within 1km
01/24/20,48.8798,-123.2955,humpback whale,NA,certain,1936429e-1522-451b-a0d0-9d36ce4aa00a,within 2km
09/13/18,48.8572,-123.3249,humpback whale,1,certain,1A564A82-8BF2-46C4-B681-C73871335B77,within 1km
12/19/18,48.8733,-123.3052,killer whale,3,certain,1B064DFA-F9DE-46EF-8616-691F1E4468C3,within 500m
12/23/17,48.8608,-123.3365,killer whale,12,certain,1E774105-0676-456A-9971-91E13D3B0DB5,within 500m
06/12/19,48.8567,-123.315,killer whale,5,certain,25F96A0E-72C3-4856-B8A8-CE45DEF2FE01,within 500m
04/25/20,48.8471,-123.3545,killer whale,NA,certain,261fdf8b-a6e2-4b26-be47-aaf543a27d90,within 500m
08/20/19,48.9012,-123.3395,killer whale,NA,certain,26456104-9592-40F2-B56B-ADBBA5C08AE6,within 1km
12/01/18,48.8641,-123.3054,killer whale,3,certain,26c724d7-922b-4095-84d3-ed56c81faf76,within 1km
05/18/19,48.8567,-123.3696,killer whale,4,certain,282e66d2-4ea3-43ca-86ef-2931d49e6fe7,within 1km
09/27/18,48.8766,-123.3068,killer whale,5,certain,283b7880-8baa-4f16-8818-813e1a146d3d,within 500m
08/12/19,48.8459,-123.355,killer whale,NA,certain,29582CAE-C3BC-44E6-BC3A-4DE6E6896517,within 1km
06/14/18,48.85,-123.3333,humpback whale,1,certain,2958A863-A45C-4B08-9BC2-E66376FBB114,within 2km
06/30/19,48.984,-123.5827,killer whale,4,certain,2B2A0A2A-852E-46A5-9DE5-E2032AA64327,within 1km
06/30/18,48.8565,-123.351,killer whale,4,certain,3230B389-8E31-4240-8113-39E92212BBEF,within 500m
12/30/19,48.8897,-123.2945,humpback whale,NA,certain,3243177c-c114-4b33-9ede-0393185dc46c,within 2km
10/12/19,48.8579,-123.3241,killer whale,NA,certain,326964D3-7C90-4742-8F86-8F44DBBA4B05,within 500m
06/30/18,48.8603,-123.3295,killer whale,6,certain,327EBE9F-88F0-41F2-9E2B-FAEE62E9883E,within 2km
05/24/18,48.8593,-123.3501,humpback whale,2,certain,342FCF28-4874-40D2-A7E6-00C4E9A3A1A9,within 500m
09/28/19,48.8636,-123.3089,humpback whale,NA,certain,347596EE-B760-4DF1-8257-A7EE92CC5BA8,within 500m
06/28/18,48.8682,-123.311,killer whale,15-22,certain,34E3902F-0FB0-44F1-8220-A212B88B9E12,within 2km 
08/15/18,48.8558,-123.3117,killer whale,4,certain,355ECCAA-DFED-40C6-B7FF-5C0924C378CE,within 5km
06/13/18,48.859,-123.3121,killer whale,5,certain,36E130D9-E196-43D7-BBC1-48FA4AC6B112,within 1km
01/04/20,48.896,-123.2896,humpback whale,NA,certain,37a6d2bd-beae-4e45-bf08-17f0f75fe24b,within 1km
05/24/18,48.85,-123.3557,killer whale,6,certain,3808DE86-67BE-4764-B328-CA8A324B1879,within 500m
10/27/19,48.8611,-123.311,killer whale,NA,certain,3a21d2db-156a-4a72-a19d-f4d5ff0e2fae,within 2km
03/04/20,48.86,-123.3171,humpback whale,NA,certain,3aec4c49-09d1-4421-91d7-78c74358d955,within 1km
12/22/19,48.8537,-123.3531,humpback whale,NA,certain,3b004d41-1f2e-4561-9d7e-fd553e018c10,within 1km
08/04/19,48.8993,-123.3023,humpback whale,3,certain,3eaae898-27b2-4366-8116-0b422fbf94f4,within 5km
07/28/18,48.8702,-123.3049,killer whale,5,certain,3F508711-CA44-4306-A4B8-679AC9F91F74,within 1km
01/01/18,48.8673,-123.3044,killer whale,8,certain,3FA23D74-093C-4146-A588-1B1573485E2B,within 2km
09/01/18,48.8496,-123.3494,killer whale,5,certain,402fbda4-f7e1-4d0a-9d23-b91ac3a49ba9,within 1km
01/01/18,48.8757,-123.2998,killer whale,8,certain,41A6772D-851E-4BB0-9FF9-7F35ADC62368,within 2km
06/30/18,48.8603,-123.3295,humpback whale,1,certain,424766D1-3B78-4AD9-BB13-2544CCD26EAB,within 1km
09/04/19,48.8545,-123.3445,humpback whale,NA,certain,42a68a30-d62a-4af8-adef-71bfa8d8ce02,within 1km
06/27/18,48.8581,-123.3494,humpback whale,1,certain,4350557C-0D3E-4BB1-B316-B924B7B71322,within 1km
07/31/19,48.8484,-123.3413,humpback whale,1,certain,43e9c378-e5c8-4686-a1eb-d5a7578afddd,within 1km
07/01/18,48.9232,-123.4576,killer whale,4,certain,44839870-40F5-423A-B7AC-527BDA887C6E,within 5km
03/17/19,48.865,-123.3051,killer whale,6,certain,485A4453-5431-471E-ACC6-51B4D742663D,within 500m
11/20/17,48.9425,-123.4083,humpback whale,NA,certain,48c74bd8-2b6f-4d33-a2ed-613459ebdb3b,within 1km
10/06/19,48.9303,-123.512,humpback whale,NA,certain,48F8606F-EE94-4891-B623-1BD2F6CDCA5C,within 25km
04/10/20,48.87143,-123.29673,killer whale,NA,certain,4a1a1d63-212f-4470-8c45-ba88149d65a9,within 25km
02/28/19,48.851,-123.356,killer whale,NA,certain,4AD41A2D-1B30-4693-8B48-7141B2797F8F,within 2km
08/24/19,48.8548,-123.3452,killer whale,NA,certain,4e7398ea-c105-4f29-a76e-4e6c9bbc8b50,within 1km
08/20/19,48.8842,-123.2892,killer whale,NA,certain,509558A8-72B4-4F4D-B9FC-0D3537BFA5CD,within 5km
01/30/18,48.8828,-123.2977,killer whale,5,certain,5106C3B9-AB22-4F81-93F5-D8D030A2D3BE,within 2km
06/28/18,48.86,-123.3289,killer whale,20,certain,52556886-04CF-4327-A596-B6B17B182D41,within 1km
07/17/18,48.9858,-123.5779,humpback whale,2,certain,53475461-B3C7-43AD-BDCC-B2AB4BFF97F2,within 500m
07/03/18,48.8779,-123.3053,killer whale,6,certain,54FC4215-2C40-49CE-828A-AAD6AE513569,within 2km
09/06/19,48.8773,-123.297,humpback whale,NA,possible,55BEBE8B-91CD-43E6-8DEE-D4765DDD7823,within 5km
10/13/19,48.8609,-123.3282,humpback whale,NA,certain,56E9B052-686E-44FB-B3A7-59D33A788904,within 2km
09/03/18,48.8584,-123.3121,killer whale,15,certain,577b3392-f7ca-4779-9072-f7f73ec990b2,within 2km
08/12/19,48.8493,-123.3543,killer whale,NA,certain,581c683f-123b-4605-a6da-ecdc65db83d5,within 1km
06/25/19,48.887,-123.2887,killer whale,4,certain,599dcf5f-9ae1-4dee-ab1d-41898a173fa9,within 2km
05/04/20,48.8847,-123.2922,humpback whale,NA,certain,59c8edb5-0e94-45b0-a226-268a16b09a3d,within 2km
09/29/19,48.8556,-123.3582,killer whale,NA,certain,5b6738bd-e97f-46e2-b5ea-e00dd7b93272,within 2km
10/21/18,48.8573,-123.3069,humpback whale,2,certain,5C6ACAE9-B291-493A-B3A3-4113DFE9B21A,within 2km
09/10/18,48.8602,-123.3292,killer whale,15,certain,5CD3A1CC-E472-45AB-8AE3-42F663A083A3,within 500m
09/03/18,48.8701,-123.3063,humpback whale,1,certain,5DB77D46-09BB-449E-97F4-A198E8D4EDB3,within 1km
10/13/19,48.8488,-123.348,humpback whale,NA,certain,5dda9173-c7a3-4aa7-be77-2516fc29e568,within 500m
12/08/18,48.8655,-123.3072,humpback whale,1,certain,5fe367cb-aaf2-4e1f-a6e6-74098e215aba,within 1km
07/25/19,48.9432,-123.5334,killer whale,4,certain,62734905-3148-48B6-B73A-EA7717D6DCA0,within 500m
01/11/19,48.8599,-123.3466,dall's porpoise,5,certain,62D585C9-4899-4C31-A47E-9791DC3B3416,within 2km
12/09/18,48.8511,-123.339,killer whale,5,certain,63cb7961-01ce-44c0-896e-497adb58eea4,within 2km
06/14/18,48.8591,-123.3558,humpback whale,1,probable,64019172-42C4-4B83-BAD4-734AB4555CA8,within 5km
10/23/19,48.8731,-123.2965,killer whale,NA,certain,67b4e48a-b62c-4679-adde-c41d60b5d5f1,within 2km
11/29/19,48.8618,-123.3395,killer whale,NA,certain,67f0a18f-1a3d-49e8-9d05-8813565de40a,within 1km
04/08/20,48.855,-123.3546,killer whale,NA,certain,68269fe7-95f7-40b1-8b22-9388166f4c36,within 1km
08/10/18,48.8491,-123.3349,killer whale,5,certain,6862A3DE-B2DC-445A-81E8-0DC7FB91AF1D,within 1km
12/18/19,48.8797,-123.303,humpback whale,NA,certain,6ae30d53-180a-4e3d-b126-7891fb6dbd25,within 500m
03/09/19,48.8338,-123.3462,killer whale,2,certain,6C848190-C5D2-46F5-B97F-481B5D578AB6,within 2km
05/17/19,48.8473,-123.3311,killer whale,5,certain,6cac60eb-2737-4eb4-884d-be21cbd058f6,within 1km
12/23/19,48.8383,-123.3624,killer whale,4,certain,6fe3168d-60d5-4aca-9c2e-0c65dc534c29,within 2km
04/16/19,48.8733,-123.306,killer whale,5,certain,703C968B-FE50-4943-96C4-95E05F62DC7C,within 1km
05/29/18,48.8463,-123.3364,killer whale,4,certain,71C6FFE2-A6CA-446E-9A6B-85325E62F1D6,within 2km
09/10/19,48.9486,-123.3738,harbour porpoise,NA,certain,72B076CE-8150-458E-A2A6-446CA5DB6839,within 5km
04/04/19,48.8338,-123.3481,killer whale,1,certain,748FF1FA-9A3F-45B7-9C8F-3B1ADF381C40,within 2km
07/18/18,48.8429,-123.3368,killer whale,15,certain,74A52667-19DC-4371-B4C6-5849837E0ABB,within 1km
01/04/20,48.889,-123.3087,killer whale,NA,certain,750c060a-a770-4260-8cc4-093487c39622,within 1km
09/04/19,48.8546,-123.3521,humpback whale,NA,certain,7558A345-8E8F-4C48-A2D7-B419ECE98F06,within 2km
02/29/20,48.858,-123.33,killer whale,NA,certain,77c76eda-a569-4a8b-a685-7e9b4c1f67b2,within 2km
02/08/19,48.8846,-123.2885,killer whale,3,certain,7901520A-F90C-4954-B2EE-60DAAD954721,within 5km
12/08/18,48.8683,-123.3035,humpback whale,1,certain,79a03267-7717-4af2-8d12-99080bd9379f,within 1km
07/10/18,48.85,-123.3333,killer whale,6,certain,79C8CFD1-D691-4025-8BD8-8D9930D0BEA7,within 2km
09/03/18,48.8417,-123.3353,killer whale,4,certain,7a105e69-3029-427a-a0a4-ab373a446bdc,within 2km
12/03/17,48.8675,-123.3079,humpback whale,2,certain,7A552DE8-8E2A-44BA-B0DD-59C11F3EEF6E,within 2km
05/03/19,48.9053,-123.3087,killer whale,5,certain,7B834B91-CA91-44A5-AF02-B97605042173,within 2km
09/29/19,48.9059,-123.2919,humpback whale,NA,certain,7bbf42e2-94f4-4cae-a745-487d88a9ef20,within 2km
09/04/19,48.8543,-123.3456,humpback whale,NA,certain,7bc45562-5984-488a-a281-456e83e74c35,within 1km
09/14/18,48.8438,-123.3327,killer whale,12,certain,7C1D2503-F0F2-461A-81F1-C68EE4A642F6,within 500m
