"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","subphylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","cell_id"
"Amphiodia periercta","H.L. Clark, 1911",957349,"Animalia","Echinodermata","Asterozoa","Ophiuroidea","Amphilepidida","Gnathophiurina ",NA,"Amphiuroidea","Amphiuridae","Amphiodia",NA,"periercta","","species","RBCM","Invertebrate Zoology","975-00224-007","","f372af47-2954-4e43-a92c-a7d6d882e1f2","Philip Lambert",NA,"","1975-06-17",1975,6,17,"PreservedSpecimen","Galiano Island; Montague Harbour: north west side of Grey Peninsula",NA,"Galiano Island","British Columbia","Canada","CA",100,"Andrew Simon","corrected","interpretation of locality, and/or inference based on local knowledge and species ecology","record mostly appears accurate; shunted slightly into nearby waters at Montague beach; coordinate uncertainty inferred from coordinate resolution",NA,12.19,NA,"present","","",1,"","native","unlisted","",NA,"","Accessioned in RBCM collections as Diamphiodia periercta, an unrecognized name (WoRMS Editorial Board 2021).","Amphiodia periercta","","",130
"Apostichopus californicus","(Stimpson, 1857)",202640,"Animalia","Echinodermata","Echinozoa","Holothuroidea","Synallactida","",NA,"","Stichopodidae","Apostichopus",NA,"californicus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:45","Andy Lamb",NA,"","1969-02-21",1969,2,21,"HumanObservation","Retreat Cove",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,70,NA,"present","","",NA,"","native","unlisted","",NA,"","Accessioned in RBCM collections as Parastichopus californicus, an unaccepted synonym (WoRMS Editorial Board 2021).","Apostichopus californicus","","",238
"Apostichopus californicus","(Stimpson, 1857)",202640,"Animalia","Echinodermata","Echinozoa","Holothuroidea","Synallactida","",NA,"","Stichopodidae","Apostichopus",NA,"californicus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:174","Andy Lamb",NA,"","1973-09-20",1973,9,20,"HumanObservation","Alcala Point",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,80,NA,"present","","",NA,"","native","unlisted","",NA,"","Accessioned in RBCM collections as Parastichopus californicus, an unaccepted synonym (WoRMS Editorial Board 2021).","Apostichopus californicus","","",392
"Apostichopus californicus","(Stimpson, 1857)",202640,"Animalia","Echinodermata","Echinozoa","Holothuroidea","Synallactida","",NA,"","Stichopodidae","Apostichopus",NA,"californicus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:213","Andy Lamb",NA,"","1973-09-21",1973,9,21,"HumanObservation","Spanish Hills Store",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,90,NA,"present","","",NA,"","native","unlisted","",NA,"","Accessioned in RBCM collections as Parastichopus californicus, an unaccepted synonym (WoRMS Editorial Board 2021).","Apostichopus californicus","","",347
"Apostichopus californicus","(Stimpson, 1857)",202640,"Animalia","Echinodermata","Echinozoa","Holothuroidea","Synallactida","",NA,"","Stichopodidae","Apostichopus",NA,"californicus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:332","Andy Lamb",NA,"","1985-07-29",1985,7,29,"HumanObservation","Virago Point",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,75,NA,"present","","",NA,"","native","unlisted","",NA,"","Accessioned in RBCM collections as Parastichopus californicus, an unaccepted synonym (WoRMS Editorial Board 2021).","Apostichopus californicus","","",392
"Apostichopus californicus","(Stimpson, 1857)",202640,"Animalia","Echinodermata","Echinozoa","Holothuroidea","Synallactida","",NA,"","Stichopodidae","Apostichopus",NA,"californicus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:442","Andy Lamb",NA,"","1985-08-02",1985,8,2,"HumanObservation","Skipjack Island, outer face",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,65,NA,"present","","Count: few",NA,"","native","unlisted","",NA,"","Accessioned in RBCM collections as Parastichopus californicus, an unaccepted synonym (WoRMS Editorial Board 2021).","Apostichopus californicus","","",112
"Apostichopus californicus","(Stimpson, 1857)",202640,"Animalia","Echinodermata","Echinozoa","Holothuroidea","Synallactida","",NA,"","Stichopodidae","Apostichopus",NA,"californicus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:532","Andy Lamb",NA,"","1985-12-07",1985,12,7,"HumanObservation","Alcala Point",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,70,NA,"present","","",NA,"","native","unlisted","",NA,"","Accessioned in RBCM collections as Parastichopus californicus, an unaccepted synonym (WoRMS Editorial Board 2021).","Apostichopus californicus","","",392
"Apostichopus californicus","(Stimpson, 1857)",202640,"Animalia","Echinodermata","Echinozoa","Holothuroidea","Synallactida","",NA,"","Stichopodidae","Apostichopus",NA,"californicus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:595","Andy Lamb",NA,"","1985-12-07",1985,12,7,"HumanObservation","Spanish Hills Store",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,40,NA,"present","","Count: many",NA,"","native","unlisted","",NA,"","Accessioned in RBCM collections as Parastichopus californicus, an unaccepted synonym (WoRMS Editorial Board 2021).","Apostichopus californicus","","",347
"Apostichopus californicus","(Stimpson, 1857)",202640,"Animalia","Echinodermata","Echinozoa","Holothuroidea","Synallactida","",NA,"","Stichopodidae","Apostichopus",NA,"californicus","","species","RBCM","Invertebrate Zoology","986-00191-032","","0689aa2e-d9e9-4b2f-baa1-5eb37312347a","",NA,"","1986-04-08",1986,4,8,"PreservedSpecimen","Active Pass; Galiano Island; Mayne Island: between Galiano and Mayne Island",NA,"Galiano Island","British Columbia","Canada","CA",1000,"","","","coordinate uncertainty inferred from coordinate resolution",NA,NA,NA,"present","","",1,"","native","unlisted","",NA,"","Accessioned in RBCM collections as Parastichopus californicus, an unaccepted synonym (WoRMS Editorial Board 2021).","Apostichopus californicus","","",45
"Apostichopus californicus","(Stimpson, 1857)",202640,"Animalia","Echinodermata","Echinozoa","Holothuroidea","Synallactida","",NA,"","Stichopodidae","Apostichopus",NA,"californicus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:667","Charlie Gibbs",NA,"","1993-05-09",1993,5,9,"HumanObservation","Spanish Hills Store",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,71,NA,"present","","",NA,"","native","unlisted","",NA,"","Accessioned in RBCM collections as Parastichopus californicus, an unaccepted synonym (WoRMS Editorial Board 2021).","Apostichopus californicus","","",347
