iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Collection,Catalogue Number,Date observed,Place name,Recorded by
Acantholithodes hispidus,450310,Acantholithodes hispidus,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,hispidus,imerss.org:PMLS:1052,,,,,1994-09-10,Mary Anne Point,Andy Lamb
Acantholithodes hispidus,450310,Acantholithodes hispidus,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,hispidus,imerss.org:PMLS:1270,,,,,1994-10-23,Race Point,Andy Lamb
Acantholithodes hispidus,450310,Acantholithodes hispidus,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,hispidus,imerss.org:PMLS:1419,,,,,1995-02-24,Virago Point,Charlie Gibbs
Acantholithodes hispidus,450310,Acantholithodes hispidus,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,hispidus,imerss.org:PMLS:1510,,,,,1995-02-24,Alcala Point,Charlie Gibbs
Acantholithodes hispidus,450310,Acantholithodes hispidus,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,hispidus,imerss.org:PMLS:1698,,,,,1995-02-25,Alcala Point,Charlie Gibbs
Acantholithodes hispidus,450310,Acantholithodes hispidus,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,hispidus,imerss.org:PMLS:2229,,,,,1996-02-25,Baines Bay,Charlie Gibbs
Acantholithodes hispidus,450310,Acantholithodes hispidus,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,hispidus,imerss.org:PMLS:4453,,,,,2006-12-02,Spanish Hills wall,Charlie Gibbs
Acantholithodes hispidus,450310,Acantholithodes hispidus,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,hispidus,imerss.org:PMLS:4650,,,,,2007-08-20,Spanish Hills Store,Andy Lamb
Acantholithodes hispidus,450310,Acantholithodes hispidus,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,hispidus,imerss.org:PMLS:5233,,,,,2007-10-21,Race Point,Andy Lamb
Acantholithodes hispidus,450310,Acantholithodes hispidus,"(Stimpson, 1860)",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,hispidus,imerss.org:iNat:59908564,,,,,2007-10-23,,Jackson W.F. Chu
