iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Collection,Catalogue Number,Date observed,Place name,Recorded by
Phoronis ijimai,372139,Phoronis ijimai,0,accepted,"Oka, 1897",Animalia,Phoronida,,,,,,,,,,Phoronidae,,,Phoronis,ijimai,imerss.org:PMLS:6872,,,PMLS,,2008-04-27,Walker Rock,Andy Lamb
Phoronis ijimai,372139,Phoronis ijimai,0,accepted,"Oka, 1897",Animalia,Phoronida,,,,,,,,,,Phoronidae,,,Phoronis,ijimai,iNat:4014973,,,,,2013-06-26,,
Phoronis ijimai,372139,Phoronis ijimai,0,accepted,"Oka, 1897",Animalia,Phoronida,,,,,,,,,,Phoronidae,,,Phoronis,ijimai,iNat:10538197,,,,,2018-03-31,,
