iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Collection,Catalogue Number,Date observed,Place name,Recorded by
Alcyonidium pedunculatum,873864,Alcyonidium pedunculatum,"Robertson, 1902",Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Alcyonidiina,,Alcyonidioidea,Alcyonidiidae,,,Alcyonidium,pedunculatum,imerss.org:PMLS:808,,,,,1994-02-26,Alcala Point,Charlie Gibbs
Alcyonidium pedunculatum,873864,Alcyonidium pedunculatum,"Robertson, 1902",Animalia,Bryozoa,,,Gymnolaemata,,,Ctenostomatida,Alcyonidiina,,Alcyonidioidea,Alcyonidiidae,,,Alcyonidium,pedunculatum,imerss.org:PMLS:866,,,,,1994-02-26,Race Point,Charlie Gibbs
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:67,,,,,1969-02-22,Sturdies Bay,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:150,,,,,1973-09-20,Alcala Point,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:198,,,,,1973-09-21,Spanish Hills Store,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:298,,,,,1985-07-29,Virago Point,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:396,,,,,1985-08-02,"Skipjack Island, outer face",Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:484,,,,,1985-12-07,Alcala Point,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:1282,,,,,1994-10-23,Race Point,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:2331,,,,,1996-05-29,Spanish Hills Store,Charlie Gibbs
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:2889,,,,,1999-07-31,Mathews Point,Charlie Gibbs
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:3417,,,,,2006-06-23,Spanish Hills Store,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:3545,,,,,2006-06-30,Lighthouse Bay,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:4120,,,,,2006-11-11,Spanish Hills wall,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:4232,,,,,2006-11-18,Spanish Hills Store,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:5763,,,,,2008-02-16,Dionisio Reef,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:6092,,,,,2008-03-01,Race Point,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:6399,,,,,2008-03-07,Spanish Hills Store,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:6999,,,,,2008-05-30,Spanish Hills Store,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:7131,,,,,2008-06-14,Spanish Hills Store,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:7412,,,,,2008-06-21,Spanish Hills Store,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:7524,,,,,2008-07-19,Spanish Hills Store,Andy Lamb
Bugulina californica,551808,Bugulina californica,"(Robertson, 1905)",Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Buguloidea,Bugulidae,,,Bugulina,californica,imerss.org:PMLS:7627,,,,,2008-07-19,Dionisio Reef,Andy Lamb
