iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Collection,Catalogue Number,Date observed,Place name,Recorded by
Alitta williami,1115984,Alitta williami,"Villalobos-Guerrero & Bakken, 2018",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Alitta,williami,imerss.org:iNat:5796200,,,,,2017-04-17,,Nomadkris
Alitta williami,1115984,Alitta williami,"Villalobos-Guerrero & Bakken, 2018",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Alitta,williami,imerss.org:iNat:117396290,,,,,2022-05-16,,Andrew Simon
Aphrodita negligens,733687,Aphrodita negligens,"Moore, 1905",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Aphroditidae,,,Aphrodita,negligens,f71ac1dd-a629-4903-b97c-bc4e5ba8b074,,,Invertebrate Zoology,974-00265-001,1914-06-26,,
Apomatus geniculatus,939557,Apomatus geniculatus,"(Moore & Bush, 1904)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Apomatus,geniculatus,imerss.org:PMLS:4856,,,,,2007-10-14,Spanish Hills Store,Andy Lamb
Apomatus geniculatus,939557,Apomatus geniculatus,"(Moore & Bush, 1904)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Apomatus,geniculatus,imerss.org:PMLS:6204,,,,,2008-03-01,Spanish Hills Store,Andy Lamb
Apomatus geniculatus,939557,Apomatus geniculatus,"(Moore & Bush, 1904)",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Apomatus,geniculatus,imerss.org:PMLS:7403,,,,,2008-06-21,Spanish Hills Store,Andy Lamb
Arctonoe fragilis,69914,Arctonoe fragilis,"(Baird, 1863)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Arctonoinae,,Arctonoe,fragilis,dc35ef4a-5756-4875-abd8-14d04ed5ea3a,,,Invertebrate Zoology,975-00227-001,1975-06-18,,T. Kessler
Arctonoe fragilis,69914,Arctonoe fragilis,"(Baird, 1863)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Arctonoinae,,Arctonoe,fragilis,imerss.org:PMLS:3539,,,,,2006-06-30,Lighthouse Bay,Andy Lamb
Arctonoe fragilis,69914,Arctonoe fragilis,"(Baird, 1863)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Arctonoinae,,Arctonoe,fragilis,imerss.org:PMLS:6863,,,,,2008-04-27,Walker Rock,Andy Lamb
Arctonoe fragilis,69914,Arctonoe fragilis,"(Baird, 1863)",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Arctonoinae,,Arctonoe,fragilis,imerss.org:PMLS:7218,,,,,2008-06-15,False Reef,Andy Lamb
