iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Collection,Catalogue Number,Date observed,Place name,Recorded by
Agonopsis vulsa,180027,Agonopsis vulsa,"(Jordan & Gilbert, 1880)",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Agonidae,Agoninae,,Agonopsis,vulsa,imerss.org:PMLS:1829,,,PMLS,,1995-02-25,Spanish Hills Store,Charlie Gibbs
Agonopsis vulsa,180027,Agonopsis vulsa,"(Jordan & Gilbert, 1880)",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Agonidae,Agoninae,,Agonopsis,vulsa,imerss.org:PMLS:2174,,,PMLS,,1996-02-24,Spanish Hills Store,Charlie Gibbs
Agonopsis vulsa,180027,Agonopsis vulsa,"(Jordan & Gilbert, 1880)",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Agonidae,Agoninae,,Agonopsis,vulsa,imerss.org:PMLS:2373,,,PMLS,,1996-05-29,Spanish Hills Store,Charlie Gibbs
Agonopsis vulsa,180027,Agonopsis vulsa,"(Jordan & Gilbert, 1880)",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,,Agonidae,Agoninae,,Agonopsis,vulsa,imerss.org:iNat:116447577,,,iNaturalist,,2008-05-22,,Jackson W.F. Chu
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:PMLS:759,,,PMLS,,1993-08-16,Mathews Point,Andy Lamb
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:PMLS:7195,,,PMLS,,2008-06-14,Spanish Hills Store,Andy Lamb
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:PMLS:11479,,,PMLS,,2009-06-12,Spanish Hills Store,Andy Lamb
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:iNat:4028615,,,iNaturalist,,2011-05-20,,Karolle Wall
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:iNat:53663613,,,iNaturalist,,2020-07-19,,Kevin Toomer
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:iNat:54567083,,,iNaturalist,,2020-07-26,,Kevin Toomer
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:iNat:57099081,,,iNaturalist,,2020-08-15,,Andrew Simon
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:iNat:82260707,,,iNaturalist,,2021-06-08,,Andrew Simon
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:iNat:85213908,,,iNaturalist,,2021-06-30,,Kevin Toomer
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:iNat:91652281,,,iNaturalist,,2021-08-17,,Kevin Toomer
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:iNat:117396288,,,iNaturalist,,2022-05-16,,Andrew Simon
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:iNat:121959374,,,iNaturalist,,2022-06-15,,
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:iNat:124073086,,,iNaturalist,,2022-06-24,,Dave Zeuss Cochrane
Ammodytes personatus,201784,Ammodytes personatus,"Girard, 1856",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,,Ammodytidae,,,Ammodytes,personatus,imerss.org:iNat:124097153,,,iNaturalist,,2022-06-24,,Dave Zeuss Cochrane
Anarrhichthys ocellatus,60635,Anarrhichthys ocellatus,"Ayres, 1855",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Anarhichadidae,,,Anarrhichthys,ocellatus,imerss.org:PMLS:830,,,PMLS,,1994-02-26,Alcala Point,Charlie Gibbs
Anarrhichthys ocellatus,60635,Anarrhichthys ocellatus,"Ayres, 1855",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Anarhichadidae,,,Anarrhichthys,ocellatus,imerss.org:PMLS:3838,,,PMLS,,2006-09-28,Dionisio Reef,Andy Lamb
Anarrhichthys ocellatus,60635,Anarrhichthys ocellatus,"Ayres, 1855",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Anarhichadidae,,,Anarrhichthys,ocellatus,imerss.org:PMLS:4577,,,PMLS,,2007-08-20,Dionisio Reef,Andy Lamb
Anarrhichthys ocellatus,60635,Anarrhichthys ocellatus,"Ayres, 1855",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Anarhichadidae,,,Anarrhichthys,ocellatus,imerss.org:PMLS:5016,,,PMLS,,2007-10-14,Dionisio Reef,Andy Lamb
Anarrhichthys ocellatus,60635,Anarrhichthys ocellatus,"Ayres, 1855",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Anarhichadidae,,,Anarrhichthys,ocellatus,imerss.org:PMLS:7686,,,PMLS,,2008-07-19,Dionisio Reef,Andy Lamb
Anoplarchus purpurescens,67316,Anoplarchus purpurescens,"Gill, 1861",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Stichaeidae,Xiphisterinae,,Anoplarchus,purpurescens,imerss.org:PMLS:93,,,PMLS,,1969-02-22,Sturdies Bay,Andy Lamb
Anoplarchus purpurescens,67316,Anoplarchus purpurescens,"Gill, 1861",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Stichaeidae,Xiphisterinae,,Anoplarchus,purpurescens,imerss.org:PMLS:8972,,,PMLS,,2008-11-13,Mathews Point,Andy Lamb
Anoplarchus purpurescens,67316,Anoplarchus purpurescens,"Gill, 1861",Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,,Stichaeidae,Xiphisterinae,,Anoplarchus,purpurescens,imerss.org:iNat:2580652,,,iNaturalist,,2015-08-28,,Andrew Simon
