iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Collection,Catalogue Number,Date observed,Place name,Recorded by
Emplectonema gracile,337279,Emplectonema gracile,"(Johnston, 1837)",Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Emplectonema,gracile,imerss.org:PMLS:60,,,,,1969-02-22,Sturdies Bay,Andy Lamb
Emplectonema gracile,337279,Emplectonema gracile,"(Johnston, 1837)",Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Emplectonema,gracile,imerss.org:iNat:72321492,,,,,2021-03-17,,Andrew Simon
Micrura verrilli,117598,Micrura verrilli,"Coe, 1901",Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,,Lineidae,,,Micrura,verrilli,imerss.org:PMLS:3674,,,,,2006-09-28,Spanish Hills Store,Andy Lamb
Paranemertes peregrina,51284,Paranemertes peregrina,"Coe, 1901",Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Neesiidae,,,Paranemertes,peregrina,imerss.org:iNat:25587683,,,,,2019-05-04,,
Tubulanus albocinctus,873878,Tubulanus albocinctus,"(Coe, 1904)",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,albocinctus,imerss.org:PMLS:2292,,,,,1996-05-29,Spanish Hills Store,Charlie Gibbs
Tubulanus albocinctus,873878,Tubulanus albocinctus,"(Coe, 1904)",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,albocinctus,imerss.org:PMLS:11421,,,,,2009-06-12,Spanish Hills Store,Andy Lamb
Tubulanus polymorphus,117581,Tubulanus polymorphus,"Renier, 1804",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,polymorphus,imerss.org:PMLS:7723,,,,,2008-08-23,Spanish Hills Store,Andy Lamb
Tubulanus polymorphus,117581,Tubulanus polymorphus,"Renier, 1804",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,polymorphus,imerss.org:PMLS:13162,,,,,2010-07-17,Spanish Hills Store,Andy Lamb
Tubulanus polymorphus,117581,Tubulanus polymorphus,"Renier, 1804",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,polymorphus,imerss.org:PMLS:17290,,,,,2016-03-27,Virago Point,Andy Lamb
Tubulanus polymorphus,117581,Tubulanus polymorphus,"Renier, 1804",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,polymorphus,imerss.org:iNat:7674347,,,,,2017-05-26,,Karolle Wall
