iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Cerebratulus,192649,Cerebratulus sp.,0,accepted,,1,"{""iNat:26605416"":null}",Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,,Lineidae,,,Cerebratulus,,,,,,,iNat:26605416,2019-05-30T00:00:00.000Z,,,,,,iNat:26605416,2019-05-30T00:00:00.000Z,,,,,,,,
Emplectonema gracile,337279,Emplectonema gracile,0,accepted,"(Johnston, 1837)",2,"{""imerss.org:PMLS:60"":null,""iNat:72321492"":null}",Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Emplectonematidae,,,Emplectonema,gracile,Andy Lamb,PMLS,,,,imerss.org:PMLS:60,1969-02-22T00:00:00.000Z,,,,,,iNat:72321492,2021-03-17T00:00:00.000Z,,,,,,,,
Micrura verrilli,117598,Micrura verrilli,0,accepted,"Coe, 1901",1,"{""imerss.org:PMLS:3674"":null}",Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,,Lineidae,,,Micrura,verrilli,Andy Lamb,PMLS,,,,imerss.org:PMLS:3674,2006-09-28T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:3674,2006-09-28T00:00:00.000Z,,,,,,,,
Paranemertes peregrina,51284,Paranemertes peregrina,0,accepted,"Coe, 1901",2,"{""iNat:25587683"":null,""iNat:167468998"":null}",Animalia,Nemertea,,,Hoplonemertea,,,Monostilifera,Eumonostilifera,,,Neesiidae,,,Paranemertes,peregrina,,,,,,iNat:25587683,2019-05-04T00:00:00.000Z,,,,,,iNat:167468998,2023-06-04T00:00:00.000Z,,,,,,,,
Tubulanus albocinctus,873878,Tubulanus albocinctus,0,accepted,"(Coe, 1904)",2,"{""imerss.org:PMLS:2292"":null,""imerss.org:PMLS:11421"":null}",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,albocinctus,Charlie Gibbs,PMLS,,,,imerss.org:PMLS:2292,1996-05-29T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:11421,2009-06-12T00:00:00.000Z,,,,,,,,
Tubulanus polymorphus,117581,Tubulanus polymorphus,0,accepted,"Renier, 1804",10,"{""imerss.org:PMLS:7723"":null,""imerss.org:PMLS:13162"":null,""imerss.org:PMLS:17290"":null,""iNat:26065984"":null,""iNat:7648049"":null,""iNat:7674347"":null,""iNat:73919060"":null,""iNat:165847206"":null,""iNat:167489211"":null,""iNat:167489238"":null}",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,polymorphus,Andy Lamb,PMLS,,,,imerss.org:PMLS:7723,2008-08-23T00:00:00.000Z,,,,,,iNat:167489211,2023-06-14T00:00:00.000Z,,,,,,,,
Tubulanus sexlineatus,121950,Tubulanus sexlineatus,0,accepted,"(Griffin, 1898)",15,"{""imerss.org:PMLS:61"":null,""imerss.org:PMLS:631"":null,""imerss.org:PMLS:2879"":null,""imerss.org:PMLS:5657"":null,""imerss.org:PMLS:7917"":null,""imerss.org:PMLS:8303"":null,""imerss.org:PMLS:12834"":null,""imerss.org:PMLS:17190"":null,""imerss.org:PMLS:18138"":null,""imerss.org:PMLS:18253"":null,""iNat:128527429"":null,""iNat:129284381"":null,""iNat:186891654"":null,""iNat:15660001"":null,""iNat:70790702"":null}",Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,sexlineatus,Andy Lamb,PMLS,,,,imerss.org:PMLS:61,1969-02-22T00:00:00.000Z,,,,,,iNat:186891654,2023-10-08T00:00:00.000Z,,,,,,,,
