iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Collection,Catalogue Number,Date observed,Place name,Recorded by
Balaenoptera acutorostrata,41550,Balaenoptera acutorostrata,"Lacépède, 1804",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Balaenopteridae,,,Balaenoptera,acutorostrata,imerss.org:BCCSN:31161,,,,31161,2004-04-09,,
Balaenoptera acutorostrata,41550,Balaenoptera acutorostrata,"Lacépède, 1804",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Balaenopteridae,,,Balaenoptera,acutorostrata,imerss.org:BCCSN:109549,,,,109549,2016-11-06,,
Balaenoptera physalus,41562,Balaenoptera physalus,"(Linnaeus, 1758)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Balaenopteridae,,,Balaenoptera,physalus,imerss.org:BCCSN:123168,,,,123168,2017-07-04,,
Eschrichtius robustus,41478,Eschrichtius robustus,"(Lilljeborg, 1861)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Eschrichtiidae,,,Eschrichtius,robustus,imerss.org:BCCSN:20035,,,,20035,2001-04-14,,
Eschrichtius robustus,41478,Eschrichtius robustus,"(Lilljeborg, 1861)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Eschrichtiidae,,,Eschrichtius,robustus,imerss.org:BCCSN:55789,,,,55789,2011-01-27,,
Eschrichtius robustus,41478,Eschrichtius robustus,"(Lilljeborg, 1861)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Eschrichtiidae,,,Eschrichtius,robustus,imerss.org:BCCSN:56926,,,,56926,2011-05-19,,
Eschrichtius robustus,41478,Eschrichtius robustus,"(Lilljeborg, 1861)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Eschrichtiidae,,,Eschrichtius,robustus,imerss.org:BCCSN:59180,,,,59180,2011-10-17,,
Eschrichtius robustus,41478,Eschrichtius robustus,"(Lilljeborg, 1861)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Eschrichtiidae,,,Eschrichtius,robustus,imerss.org:BCCSN:122218,,,,122218,2017-06-18,,
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:557,,,,,1985-12-07,Alcala Point,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:4074,,,,,2006-11-11,Dionisio Reef,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:5029,,,,,2007-10-14,Dionisio Reef,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:5629,,,,,2007-12-29,Rolling Ridge,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:9723,,,,,2009-02-08,Outer Dionisio Reef,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:13124,,,,,2010-05-30,Dionisio Reef,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:13840,,,,,2010-11-11,Outer Dionisio Reef,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:14928,,,,,2011-11-18,Virago Point,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:15029,,,,,2011-11-25,Baines Point,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:16471,,,,,2013-10-23,"Retreat Cove South, island",Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:16652,,,,,2014-01-03,Baines Point,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:17085,,,,,2016-02-18,Dionisio Reef,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:iNat:16407423,,,,,2016-05-11,,Karen Steve Smith
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:iNat:4833811,,,,,2016-12-22,,Lauren Magner
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:iNat:4833849,,,,,2016-12-22,,Lauren Magner
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:iNat:4833935,,,,,2016-12-22,,Andrew Simon
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:iNat:88354474,,,,,2018-04-02,,FreckLes
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:iNat:19202316,,,,,2018-12-18,,Adam Jermakow
