iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Desmacella austini,459736,Desmacella austini,0,accepted,"Lehnert, Conway, Barrie & Krautter, 2005",4,"{""iNat:8480049"":null,""iNat:59908562"":null,""iNat:116447581"":null,""iNat:116447608"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Desmacellida,,,,Desmacellidae,,,Desmacella,austini,,,,,,iNat:59908562,2007-10-23T00:00:00.000Z,,,,,,iNat:8480049,2011-10-30T00:00:00.000Z,,,,,,,,
Halichondria sitiens,459775,Halichondria (Eumastia) sitiens,0,accepted,"(Schmidt, 1870)",3,"{""imerss.org:PMLS:5474"":null,""imerss.org:PMLS:6292"":null,""imerss.org:PMLS:12193"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,sitiens,Andy Lamb,PMLS,,,,imerss.org:PMLS:5474,2007-12-15T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:12193,2009-11-14T00:00:00.000Z,,,,,,,,
Halichondria bowerbanki,120498,Halichondria (Halichondria) bowerbanki,0,accepted,"Burton, 1930",38,"{""imerss.org:PMLS:138"":null,""imerss.org:PMLS:1991"":null,""imerss.org:PMLS:2185"":null,""imerss.org:PMLS:2568"":null,""imerss.org:PMLS:3004"":null,""imerss.org:PMLS:3181"":null,""imerss.org:PMLS:3774"":null,""imerss.org:PMLS:5969"":null,""imerss.org:PMLS:6069"":null,""imerss.org:PMLS:6730"":null,""imerss.org:PMLS:8108"":null,""imerss.org:PMLS:8283"":null,""imerss.org:PMLS:8565"":null,""imerss.org:PMLS:8833"":null,""imerss.org:PMLS:9622"":null,""imerss.org:PMLS:10082"":null,""imerss.org:PMLS:10542"":null,""imerss.org:PMLS:10800"":null,""imerss.org:PMLS:10955"":null,""imerss.org:PMLS:11601"":null,""imerss.org:PMLS:11896"":null,""imerss.org:PMLS:12004"":null,""imerss.org:PMLS:12816"":null,""imerss.org:PMLS:13969"":null,""imerss.org:PMLS:14034"":null,""imerss.org:PMLS:14109"":null,""imerss.org:PMLS:14171"":null,""imerss.org:PMLS:14262"":null,""imerss.org:PMLS:14537"":null,""imerss.org:PMLS:14628"":null,""imerss.org:PMLS:14945"":null,""imerss.org:PMLS:15146"":null,""imerss.org:PMLS:16138"":null,""imerss.org:PMLS:16216"":null,""imerss.org:PMLS:16308"":null,""imerss.org:PMLS:16386"":null,""imerss.org:PMLS:16890"":null,""imerss.org:PMLS:17267"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,bowerbanki,Andy Lamb,PMLS,,,,imerss.org:PMLS:138,1973-09-20T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:17267,2016-03-27T00:00:00.000Z,,,,,,,,
Halichondria panicea,186854,Halichondria (Halichondria) panicea,0,accepted,"(Pallas, 1766)",2,"{""imerss.org:PMLS:0"":null,""imerss.org:PMLS:56"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,panicea,Andy Lamb,PMLS,,,,imerss.org:PMLS:0,1968-08-02T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:56,1969-02-22T00:00:00.000Z,,,,,,,,
Reniera,1227076,Haliclona (Haliclona) sp.1,0,,,5,"{""imerss.org:PMLS:3987"":null,""imerss.org:PMLS:4944"":null,""imerss.org:PMLS:7383"":null,""imerss.org:PMLS:8914"":null,""imerss.org:PMLS:15791"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Chalinidae,,,Haliclona,,Andy Lamb,PMLS,,,,imerss.org:PMLS:3987,2006-11-11T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:15791,2012-10-09T00:00:00.000Z,,,,,,,,
Haliclona,1227087,Haliclona (Haliclona) sp.2,0,,,33,"{""imerss.org:PMLS:1004"":null,""imerss.org:PMLS:1214"":null,""imerss.org:PMLS:2857"":null,""imerss.org:PMLS:3005"":null,""imerss.org:PMLS:3113"":null,""imerss.org:PMLS:3516"":null,""imerss.org:PMLS:3892"":null,""imerss.org:PMLS:3988"":null,""imerss.org:PMLS:4099"":null,""imerss.org:PMLS:4562"":null,""imerss.org:PMLS:4713"":null,""imerss.org:PMLS:5166"":null,""imerss.org:PMLS:5745"":null,""imerss.org:PMLS:5839"":null,""imerss.org:PMLS:5970"":null,""imerss.org:PMLS:6070"":null,""imerss.org:PMLS:6731"":null,""imerss.org:PMLS:7810"":null,""imerss.org:PMLS:7902"":null,""imerss.org:PMLS:8284"":null,""imerss.org:PMLS:8754"":null,""imerss.org:PMLS:9407"":null,""imerss.org:PMLS:10083"":null,""imerss.org:PMLS:10543"":null,""imerss.org:PMLS:10801"":null,""imerss.org:PMLS:10956"":null,""imerss.org:PMLS:11098"":null,""imerss.org:PMLS:14828"":null,""imerss.org:PMLS:15147"":null,""imerss.org:PMLS:15457"":null,""imerss.org:PMLS:16664"":null,""imerss.org:PMLS:17048"":null,""imerss.org:PMLS:17268"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Chalinidae,,,Haliclona,,Andy Lamb,PMLS,,,,imerss.org:PMLS:1004,1994-09-10T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:17268,2016-03-27T00:00:00.000Z,,,,,,,,
Hamigera,342247,Hamigera sp.,0,accepted,,21,"{""imerss.org:PMLS:368"":null,""imerss.org:PMLS:849"":null,""imerss.org:PMLS:2186"":null,""imerss.org:PMLS:3517"":null,""imerss.org:PMLS:5566"":null,""imerss.org:PMLS:5746"":null,""imerss.org:PMLS:5840"":null,""imerss.org:PMLS:5971"":null,""imerss.org:PMLS:7599"":null,""imerss.org:PMLS:9316"":null,""imerss.org:PMLS:9408"":null,""imerss.org:PMLS:9514"":null,""imerss.org:PMLS:9623"":null,""imerss.org:PMLS:11186"":null,""imerss.org:PMLS:11602"":null,""imerss.org:PMLS:12091"":null,""imerss.org:PMLS:12190"":null,""imerss.org:PMLS:13272"":null,""imerss.org:PMLS:14035"":null,""imerss.org:PMLS:14110"":null,""imerss.org:PMLS:14263"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Hymedesmiidae,,,Hamigera,,Andy Lamb,PMLS,,,,imerss.org:PMLS:368,1985-08-02T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:14263,2011-04-23T00:00:00.000Z,,,,,,,,
Heterochone calyx,424648,Heterochone calyx,0,accepted,"(Schulze, 1886)",2,"{""iNat:144497905"":null,""iNat:144497906"":null}",Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Sceptrulophora,,,,Aphrocallistidae,,,Heterochone,calyx,,,,,,iNat:144497905,2009-10-03T00:00:00.000Z,,,,,,iNat:144497905,2009-10-03T00:00:00.000Z,,,,,,,,
Homaxinella amphispicula,459847,Homaxinella amphispicula,0,accepted,"(Laubenfels, 1961)",13,"{""imerss.org:PMLS:2781"":null,""imerss.org:PMLS:4840"":null,""imerss.org:PMLS:6188"":null,""imerss.org:PMLS:8002"":null,""imerss.org:PMLS:8829"":null,""imerss.org:PMLS:8912"":null,""imerss.org:PMLS:8990"":null,""imerss.org:PMLS:9247"":null,""imerss.org:PMLS:9746"":null,""imerss.org:PMLS:10663"":null,""imerss.org:PMLS:11408"":null,""imerss.org:PMLS:13474"":null,""imerss.org:PMLS:13856"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Suberitidae,,,Homaxinella,amphispicula,Andy Lamb,PMLS,,,,imerss.org:PMLS:2781,1999-05-04T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:13856,2010-11-12T00:00:00.000Z,,,,,,,,
Iophon lamella,196333,Iophon lamella,0,accepted,"Wilson, 1904",1,"{""imerss.org:PMLS:136"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Acarnidae,,,Iophon,lamella,Andy Lamb,PMLS,,,,imerss.org:PMLS:136,1973-09-20T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:136,1973-09-20T00:00:00.000Z,,,,,,,,
Isodictya rigida,459878,Isodictya rigida,0,accepted,"(Lambe, 1893)",4,"{""21fbea67-8343-4f13-8ae4-270d7db4c592"":null,""imerss.org:PMLS:97"":null,""imerss.org:PMLS:135"":null,""imerss.org:PMLS:7713"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Isodictyidae,,,Isodictya,rigida,W. Clemens,RBCM,,,981-00064-001,21fbea67-8343-4f13-8ae4-270d7db4c592,1960-12-22T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:7713,2008-08-23T00:00:00.000Z,,,,,,,,
Leucandra heathi,345357,Leucandra heathi,0,accepted,"Urban, 1906",2,"{""imerss.org:PMLS:96"":null,""imerss.org:PMLS:999"":null}",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Grantiidae,,,Leucandra,heathi,Andy Lamb,PMLS,,,,imerss.org:PMLS:96,1971-08-21T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:999,1994-09-10T00:00:00.000Z,,,,,,,,
Leucilla nuttingi,117713,Leucilla nuttingi,0,accepted,"(Urban, 1902)",31,"{""imerss.org:PMLS:284"":null,""imerss.org:PMLS:361"":null,""imerss.org:PMLS:462"":null,""imerss.org:PMLS:691"":null,""imerss.org:PMLS:1099"":null,""imerss.org:PMLS:1189"":null,""imerss.org:PMLS:1206"":null,""imerss.org:PMLS:1372"":null,""imerss.org:PMLS:1463"":null,""imerss.org:PMLS:1661"":null,""imerss.org:PMLS:2076"":null,""imerss.org:PMLS:2183"":null,""imerss.org:PMLS:2276"":null,""imerss.org:PMLS:2386"":null,""imerss.org:PMLS:2564"":null,""imerss.org:PMLS:2849"":null,""imerss.org:PMLS:6965"":null,""imerss.org:PMLS:8000"":null,""imerss.org:PMLS:8651"":null,""imerss.org:PMLS:9245"":null,""imerss.org:PMLS:9511"":null,""imerss.org:PMLS:9618"":null,""imerss.org:PMLS:10949"":null,""imerss.org:PMLS:12360"":null,""imerss.org:PMLS:12942"":null,""imerss.org:PMLS:14354"":null,""imerss.org:PMLS:14825"":null,""imerss.org:PMLS:14943"":null,""imerss.org:PMLS:16214"":null,""iNat:2975914"":null,""iNat:181865038"":null}",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Amphoriscidae,,,Leucilla,nuttingi,Andy Lamb,PMLS,,,,imerss.org:PMLS:284,1985-07-29T00:00:00.000Z,,,,,,iNat:181865038,2023-09-04T00:00:00.000Z,,,,,,,,
Leucosolenia eleanor,424817,Leucosolenia eleanor,0,accepted,"Urban, 1906",14,"{""imerss.org:PMLS:3383"":null,""imerss.org:PMLS:7110"":null,""imerss.org:PMLS:7381"":null,""imerss.org:PMLS:7710"":null,""imerss.org:PMLS:8652"":null,""imerss.org:PMLS:11270"":null,""imerss.org:PMLS:11504"":null,""imerss.org:PMLS:11597"":null,""imerss.org:PMLS:15564"":null,""imerss.org:PMLS:15789"":null,""imerss.org:PMLS:17959"":null,""iNat:164555199"":null,""iNat:164580482"":null,""iNat:164580507"":null}",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Leucosoleniidae,,,Leucosolenia,eleanor,Andy Lamb,PMLS,,,,imerss.org:PMLS:3383,2006-06-23T00:00:00.000Z,,,,,,iNat:164555199,2023-05-28T00:00:00.000Z,,,,,,,,
Leucosolenia nautilia,347319,Leucosolenia nautilia,0,accepted,"Laubenfels, 1930",13,"{""imerss.org:PMLS:1000"":null,""imerss.org:PMLS:1205"":null,""imerss.org:PMLS:2850"":null,""imerss.org:PMLS:4097"":null,""imerss.org:PMLS:4606"":null,""imerss.org:PMLS:6966"":null,""imerss.org:PMLS:7109"":null,""imerss.org:PMLS:7505"":null,""imerss.org:PMLS:13140"":null,""imerss.org:PMLS:13269"":null,""imerss.org:PMLS:17468"":null,""imerss.org:PMLS:17699"":null,""iNat:173366513"":null}",Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Leucosoleniidae,,,Leucosolenia,nautilia,Andy Lamb,PMLS,,,,imerss.org:PMLS:1000,1994-09-10T00:00:00.000Z,,,,,,iNat:173366513,2023-07-16T00:00:00.000Z,,,,,,,,
Mycale adhaerens,256010,Mycale (Aegogropila) adhaerens,0,accepted,"(Lambe, 1893)",62,"{""imerss.org:PMLS:2861"":null,""imerss.org:PMLS:3387"":null,""imerss.org:PMLS:3990"":null,""imerss.org:PMLS:4102"":null,""imerss.org:PMLS:4328"":null,""imerss.org:PMLS:4609"":null,""imerss.org:PMLS:4843"":null,""imerss.org:PMLS:5043"":null,""imerss.org:PMLS:5277"":null,""imerss.org:PMLS:5285"":null,""imerss.org:PMLS:5367"":null,""imerss.org:PMLS:5568"":null,""imerss.org:PMLS:5645"":null,""imerss.org:PMLS:5843"":null,""imerss.org:PMLS:6074"":null,""imerss.org:PMLS:6192"":null,""imerss.org:PMLS:6291"":null,""imerss.org:PMLS:6383"":null,""imerss.org:PMLS:6734"":null,""imerss.org:PMLS:6846"":null,""imerss.org:PMLS:6970"":null,""imerss.org:PMLS:7271"":null,""imerss.org:PMLS:7386"":null,""imerss.org:PMLS:7508"":null,""imerss.org:PMLS:7601"":null,""imerss.org:PMLS:7715"":null,""imerss.org:PMLS:8005"":null,""imerss.org:PMLS:8206"":null,""imerss.org:PMLS:8287"":null,""imerss.org:PMLS:8994"":null,""imerss.org:PMLS:9074"":null,""imerss.org:PMLS:9169"":null,""imerss.org:PMLS:9319"":null,""imerss.org:PMLS:9411"":null,""imerss.org:PMLS:9517"":null,""imerss.org:PMLS:9627"":null,""imerss.org:PMLS:9750"":null,""imerss.org:PMLS:9869"":null,""imerss.org:PMLS:9975"":null,""imerss.org:PMLS:10086"":null,""imerss.org:PMLS:10252"":null,""imerss.org:PMLS:10410"":null,""imerss.org:PMLS:12093"":null,""imerss.org:PMLS:12192"":null,""imerss.org:PMLS:12819"":null,""imerss.org:PMLS:13145"":null,""imerss.org:PMLS:13275"":null,""imerss.org:PMLS:14631"":null,""imerss.org:PMLS:15044"":null,""imerss.org:PMLS:15151"":null,""imerss.org:PMLS:15248"":null,""imerss.org:PMLS:15345"":null,""imerss.org:PMLS:15569"":null,""imerss.org:PMLS:16481"":null,""imerss.org:PMLS:16667"":null,""imerss.org:PMLS:16894"":null,""imerss.org:PMLS:17099"":null,""imerss.org:PMLS:17273"":null,""imerss.org:PMLS:17375"":null,""imerss.org:PMLS:17575"":null,""imerss.org:PMLS:18125"":null,""imerss.org:PMLS:18320"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Mycalidae,,,Mycale,adhaerens,Charlie Gibbs,PMLS,,,,imerss.org:PMLS:2861,1999-07-31T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:18320,2019-03-17T00:00:00.000Z,,,,,,,,
Myxilla incrustans,256019,Myxilla (Myxilla) incrustans,0,accepted,"(Johnston, 1842)",72,"{""96ce4f3d-ef5d-48b2-883f-0b45b24defbf"":null,""imerss.org:PMLS:2860"":null,""imerss.org:PMLS:3184"":null,""imerss.org:PMLS:3989"":null,""imerss.org:PMLS:4101"":null,""imerss.org:PMLS:4327"":null,""imerss.org:PMLS:4715"":null,""imerss.org:PMLS:5042"":null,""imerss.org:PMLS:5169"":null,""imerss.org:PMLS:5366"":null,""imerss.org:PMLS:5644"":null,""imerss.org:PMLS:5842"":null,""imerss.org:PMLS:5974"":null,""imerss.org:PMLS:6073"":null,""imerss.org:PMLS:6191"":null,""imerss.org:PMLS:6290"":null,""imerss.org:PMLS:6382"":null,""imerss.org:PMLS:6556"":null,""imerss.org:PMLS:6733"":null,""imerss.org:PMLS:6845"":null,""imerss.org:PMLS:6969"":null,""imerss.org:PMLS:7113"":null,""imerss.org:PMLS:7385"":null,""imerss.org:PMLS:7814"":null,""imerss.org:PMLS:7904"":null,""imerss.org:PMLS:8004"":null,""imerss.org:PMLS:8205"":null,""imerss.org:PMLS:8286"":null,""imerss.org:PMLS:8473"":null,""imerss.org:PMLS:8568"":null,""imerss.org:PMLS:8655"":null,""imerss.org:PMLS:8756"":null,""imerss.org:PMLS:8836"":null,""imerss.org:PMLS:8993"":null,""imerss.org:PMLS:9073"":null,""imerss.org:PMLS:9168"":null,""imerss.org:PMLS:9249"":null,""imerss.org:PMLS:9318"":null,""imerss.org:PMLS:9410"":null,""imerss.org:PMLS:9516"":null,""imerss.org:PMLS:9626"":null,""imerss.org:PMLS:9749"":null,""imerss.org:PMLS:9868"":null,""imerss.org:PMLS:9974"":null,""imerss.org:PMLS:10665"":null,""imerss.org:PMLS:10803"":null,""imerss.org:PMLS:10958"":null,""imerss.org:PMLS:11100"":null,""imerss.org:PMLS:11273"":null,""imerss.org:PMLS:11604"":null,""imerss.org:PMLS:11706"":null,""imerss.org:PMLS:11899"":null,""imerss.org:PMLS:12284"":null,""imerss.org:PMLS:12438"":null,""imerss.org:PMLS:12701"":null,""imerss.org:PMLS:12818"":null,""imerss.org:PMLS:12945"":null,""imerss.org:PMLS:13144"":null,""imerss.org:PMLS:13274"":null,""imerss.org:PMLS:13650"":null,""imerss.org:PMLS:14460"":null,""imerss.org:PMLS:14630"":null,""imerss.org:PMLS:15150"":null,""imerss.org:PMLS:15247"":null,""imerss.org:PMLS:15568"":null,""imerss.org:PMLS:16037"":null,""imerss.org:PMLS:16480"":null,""imerss.org:PMLS:16893"":null,""imerss.org:PMLS:17272"":null,""imerss.org:PMLS:17374"":null,""imerss.org:PMLS:18124"":null,""iNat:170665045"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Myxillidae,,,Myxilla,incrustans,Philip Lambert,RBCM,,,973-00137-003,96ce4f3d-ef5d-48b2-883f-0b45b24defbf,1973-06-14T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:18124,2018-06-19T00:00:00.000Z,,,,,,,,
Myxilla lacunosa,459826,Myxilla (Myxilla) lacunosa,0,accepted,"Lambe, 1893",62,"{""imerss.org:PMLS:137"":null,""imerss.org:PMLS:285"":null,""imerss.org:PMLS:367"":null,""imerss.org:PMLS:467"":null,""imerss.org:PMLS:696"":null,""imerss.org:PMLS:1210"":null,""imerss.org:PMLS:1374"":null,""imerss.org:PMLS:2856"":null,""imerss.org:PMLS:3180"":null,""imerss.org:PMLS:3891"":null,""imerss.org:PMLS:4712"":null,""imerss.org:PMLS:4841"":null,""imerss.org:PMLS:4945"":null,""imerss.org:PMLS:5165"":null,""imerss.org:PMLS:5642"":null,""imerss.org:PMLS:5744"":null,""imerss.org:PMLS:5838"":null,""imerss.org:PMLS:5968"":null,""imerss.org:PMLS:6068"":null,""imerss.org:PMLS:6189"":null,""imerss.org:PMLS:6287"":null,""imerss.org:PMLS:6646"":null,""imerss.org:PMLS:6729"":null,""imerss.org:PMLS:7809"":null,""imerss.org:PMLS:7901"":null,""imerss.org:PMLS:8107"":null,""imerss.org:PMLS:8282"":null,""imerss.org:PMLS:8753"":null,""imerss.org:PMLS:8832"":null,""imerss.org:PMLS:8916"":null,""imerss.org:PMLS:8991"":null,""imerss.org:PMLS:9071"":null,""imerss.org:PMLS:9166"":null,""imerss.org:PMLS:9315"":null,""imerss.org:PMLS:9406"":null,""imerss.org:PMLS:9747"":null,""imerss.org:PMLS:9866"":null,""imerss.org:PMLS:9972"":null,""imerss.org:PMLS:10081"":null,""imerss.org:PMLS:10172"":null,""imerss.org:PMLS:10250"":null,""imerss.org:PMLS:10541"":null,""imerss.org:PMLS:10954"":null,""imerss.org:PMLS:11097"":null,""imerss.org:PMLS:11507"":null,""imerss.org:PMLS:11600"":null,""imerss.org:PMLS:11895"":null,""imerss.org:PMLS:12189"":null,""imerss.org:PMLS:12436"":null,""imerss.org:PMLS:12815"":null,""imerss.org:PMLS:13271"":null,""imerss.org:PMLS:13648"":null,""imerss.org:PMLS:13776"":null,""imerss.org:PMLS:14357"":null,""imerss.org:PMLS:14827"":null,""imerss.org:PMLS:15145"":null,""imerss.org:PMLS:15456"":null,""imerss.org:PMLS:16035"":null,""imerss.org:PMLS:16663"":null,""imerss.org:PMLS:16889"":null,""imerss.org:PMLS:17097"":null,""imerss.org:PMLS:17266"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Myxillidae,,,Myxilla,lacunosa,Andy Lamb,PMLS,,,,imerss.org:PMLS:137,1973-09-20T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:17266,2016-03-27T00:00:00.000Z,,,,,,,,
Pachychalina,873877,Pachychalina sp.,0,accepted,,7,"{""imerss.org:PMLS:366"":null,""imerss.org:PMLS:699"":null,""imerss.org:PMLS:1003"":null,""imerss.org:PMLS:1212"":null,""imerss.org:PMLS:2741"":null,""imerss.org:PMLS:2855"":null,""imerss.org:PMLS:8913"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Niphatidae,,,Pachychalina,,Andy Lamb,PMLS,,,,imerss.org:PMLS:366,1985-08-02T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:8913,2008-11-13T00:00:00.000Z,,,,,,,,
Pleraplysilla,623055,Pleraplysilla sp.,0,accepted,,2,"{""imerss.org:PMLS:3893"":null,""imerss.org:PMLS:17270"":null}",Animalia,Porifera,,,Demospongiae,Keratosa,,Dictyoceratida,,,,Dysideidae,,,Pleraplysilla,,Andy Lamb,PMLS,,,,imerss.org:PMLS:3893,2006-09-29T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:17270,2016-03-27T00:00:00.000Z,,,,,,,,
Polymastia pachymastia,117717,Polymastia pachymastia,0,accepted,"Laubenfels, 1932",16,"{""imerss.org:PMLS:1100"":null,""imerss.org:PMLS:3384"":null,""imerss.org:PMLS:4838"":null,""imerss.org:PMLS:5563"":null,""imerss.org:PMLS:8563"":null,""imerss.org:PMLS:9512"":null,""imerss.org:PMLS:9620"":null,""imerss.org:PMLS:9744"":null,""imerss.org:PMLS:10661"":null,""imerss.org:PMLS:10796"":null,""imerss.org:PMLS:10951"":null,""imerss.org:PMLS:11505"":null,""imerss.org:PMLS:13472"":null,""imerss.org:PMLS:16887"":null,""imerss.org:PMLS:18121"":null,""iNat:2763468"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,,Polymastiidae,,,Polymastia,pachymastia,Andy Lamb,PMLS,,,,imerss.org:PMLS:1100,1994-10-07T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:18121,2018-06-19T00:00:00.000Z,,,,,,,,
Rhabdocalyptus dawsoni,751673,Rhabdocalyptus dawsoni,0,accepted,"(Lambe, 1893)",35,"{""imerss.org:CHU2010:64"":null,""imerss.org:CHU2010:65"":null,""imerss.org:CHU2010:66"":null,""imerss.org:CHU2010:67"":null,""imerss.org:CHU2010:68"":null,""imerss.org:CHU2010:69"":null,""imerss.org:CHU2010:70"":null,""imerss.org:CHU2010:71"":null,""imerss.org:CHU2010:79"":null,""imerss.org:CHU2010:80"":null,""imerss.org:CHU2010:81"":null,""imerss.org:CHU2010:82"":null,""imerss.org:CHU2010:83"":null,""imerss.org:CHU2010:59"":null,""imerss.org:CHU2010:60"":null,""imerss.org:CHU2010:61"":null,""imerss.org:CHU2010:62"":null,""imerss.org:CHU2010:63"":null,""imerss.org:CHU2010:72"":null,""imerss.org:CHU2010:73"":null,""imerss.org:CHU2010:74"":null,""imerss.org:CHU2010:75"":null,""imerss.org:CHU2010:76"":null,""imerss.org:CHU2010:77"":null,""imerss.org:CHU2010:78"":null,""imerss.org:CHU2010:84"":null,""iNat:59908535"":null,""iNat:59908567"":null,""iNat:60619094"":null,""iNat:61341030"":null,""iNat:116334841"":null,""iNat:116334848"":null,""iNat:116334849"":null,""iNat:116334855"":null,""iNat:116497160"":null}",Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Lyssacinosida,,,,Rossellidae,,,Rhabdocalyptus,dawsoni,,,,,,iNat:59908535,2007-10-23T00:00:00.000Z,,,,,,iNat:60619094,2011-11-03T00:00:00.000Z,,,,,,,,
Semisuberites cribrosa,194571,Semisuberites cribrosa,0,accepted,"(Miklucho-Maclay, 1870)",58,"{""imerss.org:PMLS:365"":null,""imerss.org:PMLS:466"":null,""imerss.org:PMLS:694"":null,""imerss.org:PMLS:779"":null,""imerss.org:PMLS:1192"":null,""imerss.org:PMLS:1209"":null,""imerss.org:PMLS:1561"":null,""imerss.org:PMLS:2567"":null,""imerss.org:PMLS:5837"":null,""imerss.org:CHU2010:36"":null,""imerss.org:CHU2010:37"":null,""imerss.org:CHU2010:38"":null,""imerss.org:CHU2010:39"":null,""imerss.org:CHU2010:40"":null,""imerss.org:CHU2010:41"":null,""imerss.org:CHU2010:42"":null,""imerss.org:CHU2010:0"":null,""imerss.org:CHU2010:1"":null,""imerss.org:CHU2010:2"":null,""imerss.org:CHU2010:3"":null,""imerss.org:CHU2010:4"":null,""imerss.org:CHU2010:5"":null,""imerss.org:CHU2010:6"":null,""imerss.org:CHU2010:7"":null,""imerss.org:CHU2010:8"":null,""imerss.org:CHU2010:9"":null,""imerss.org:CHU2010:10"":null,""imerss.org:CHU2010:11"":null,""imerss.org:CHU2010:12"":null,""imerss.org:CHU2010:13"":null,""imerss.org:CHU2010:14"":null,""imerss.org:CHU2010:15"":null,""imerss.org:CHU2010:16"":null,""imerss.org:CHU2010:17"":null,""imerss.org:CHU2010:18"":null,""imerss.org:CHU2010:19"":null,""imerss.org:CHU2010:20"":null,""imerss.org:CHU2010:21"":null,""imerss.org:CHU2010:22"":null,""imerss.org:CHU2010:23"":null,""imerss.org:CHU2010:24"":null,""imerss.org:CHU2010:25"":null,""imerss.org:CHU2010:26"":null,""imerss.org:CHU2010:27"":null,""imerss.org:CHU2010:28"":null,""imerss.org:CHU2010:29"":null,""imerss.org:CHU2010:30"":null,""imerss.org:CHU2010:31"":null,""imerss.org:CHU2010:32"":null,""imerss.org:CHU2010:33"":null,""imerss.org:CHU2010:34"":null,""imerss.org:CHU2010:35"":null,""imerss.org:PMLS:7900"":null,""imerss.org:PMLS:9405"":null,""imerss.org:PMLS:10798"":null,""imerss.org:PMLS:11407"":null,""imerss.org:PMLS:13855"":null,""imerss.org:PMLS:16307"":null}",Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Esperiopsidae,,,Semisuberites,cribrosa,Andy Lamb,PMLS,,,,imerss.org:PMLS:365,1985-08-02T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:16307,2013-10-20T00:00:00.000Z,,,,,,,,
