"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","subphylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","cell_id"
"Agonopsis vulsa","(Jordan & Gilbert, 1880)",180027,"Animalia","Chordata","Vertebrata","Actinopterygii","Scorpaeniformes","",NA,"","Agonidae","Agonopsis",NA,"vulsa","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:1829","Charlie Gibbs",NA,"","1995-02-25",1995,2,25,"HumanObservation","Spanish Hills Store",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,62,NA,"present","","",NA,"","native","SNR","",NA,"","","Agonopsis vulsa","","",347
"Agonopsis vulsa","(Jordan & Gilbert, 1880)",180027,"Animalia","Chordata","Vertebrata","Actinopterygii","Scorpaeniformes","",NA,"","Agonidae","Agonopsis",NA,"vulsa","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:2174","Charlie Gibbs",NA,"","1996-02-24",1996,2,24,"HumanObservation","Spanish Hills Store",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,70,NA,"present","","",NA,"","native","SNR","",NA,"","","Agonopsis vulsa","","",347
"Agonopsis vulsa","(Jordan & Gilbert, 1880)",180027,"Animalia","Chordata","Vertebrata","Actinopterygii","Scorpaeniformes","",NA,"","Agonidae","Agonopsis",NA,"vulsa","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:2373","Charlie Gibbs",NA,"","1996-05-29",1996,5,29,"HumanObservation","Spanish Hills Store",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,70,NA,"present","","",NA,"","native","SNR","",NA,"","","Agonopsis vulsa","","",347
"Agonopsis vulsa","(Jordan & Gilbert, 1880)",180027,"Animalia","Chordata","Vertebrata","Actinopterygii","Scorpaeniformes","",NA,"","Agonidae","Agonopsis",NA,"vulsa","","species","iNaturalist","","","","imerss.org:iNat:116447577","Jackson W.F. Chu",NA,"","2008-05-22",2008,5,22,"HumanObservation","",NA,"Galiano Island","British Columbia","Canada","CA",100,"","","","coordinate uncertainty inferred from coordinate resolution",NA,NA,NA,"present","","",NA,"","native","SNR","",NA,"","","Agonopsis vulsa","","",181
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:759","Andy Lamb",NA,"","1993-08-16",1993,8,16,"HumanObservation","Mathews Point",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,72,NA,"present","","",NA,"","native","SNR","",NA,"","","Ammodytes personatus","","",43
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:7195","Andy Lamb",NA,"","2008-06-14",2008,6,14,"HumanObservation","Spanish Hills Store",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,78,NA,"present","","",1,"","native","SNR","",NA,"","","Ammodytes personatus","","",347
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:11479","Andy Lamb",NA,"","2009-06-12",2009,6,12,"HumanObservation","Spanish Hills Store",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,84,NA,"present","","",1,"","native","SNR","",NA,"","","Ammodytes personatus","","",347
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","iNaturalist","","","","imerss.org:iNat:4028615","Karolle Wall",NA,"","2011-05-20",2011,5,20,"HumanObservation","",NA,"Galiano Island","British Columbia","Canada","CA",31,"","","","",NA,NA,NA,"present","","",NA,"","native","SNR","",NA,"","","Ammodytes personatus","","",238
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","iNaturalist","","","","imerss.org:iNat:53663613","Kevin Toomer",NA,"","2020-07-19",2020,7,19,"HumanObservation","",NA,"Galiano Island","British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present","","",NA,"","native","SNR","",NA,"","","Ammodytes personatus","","",42
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","iNaturalist","","","","imerss.org:iNat:54567083","Kevin Toomer",NA,"","2020-07-26",2020,7,26,"HumanObservation","",NA,"Galiano Island","British Columbia","Canada","CA",43,"","","","",NA,NA,NA,"present","","",NA,"","native","SNR","",NA,"","","Ammodytes personatus","","",42
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","iNaturalist","","","","imerss.org:iNat:57099081","Andrew Simon",NA,"","2020-08-15",2020,8,15,"HumanObservation","",NA,"Galiano Island","British Columbia","Canada","CA",78,"","","","",NA,NA,NA,"present","","",NA,"","native","SNR","",NA,"","","Ammodytes personatus","","",416
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","iNaturalist","","","","imerss.org:iNat:82260707","Andrew Simon",NA,"","2021-06-08",2021,6,8,"HumanObservation","",NA,"Galiano Island","British Columbia","Canada","CA",49,"","","","",NA,NA,NA,"present","","",NA,"","native","SNR","",NA,"","","Ammodytes personatus","","",149
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","iNaturalist","","","","imerss.org:iNat:85213908","Kevin Toomer",NA,"","2021-06-30",2021,6,30,"HumanObservation","",NA,"Galiano Island","British Columbia","Canada","CA",100,"","","","coordinate uncertainty inferred from coordinate resolution",NA,NA,NA,"present","","",NA,"","native","SNR","",NA,"","","Ammodytes personatus","","",42
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","iNaturalist","","","","imerss.org:iNat:91652281","Kevin Toomer",NA,"","2021-08-17",2021,8,17,"HumanObservation","",NA,"Galiano Island","British Columbia","Canada","CA",21,"","","","",NA,NA,NA,"present","","",NA,"","native","SNR","",NA,"","","Ammodytes personatus","","",42
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","iNaturalist","","","","imerss.org:iNat:117396288","Andrew Simon",NA,"","2022-05-16",2022,5,16,"HumanObservation","",NA,"Galiano Island","British Columbia","Canada","CA",100,"","","","coordinate uncertainty inferred from coordinate resolution",NA,NA,NA,"present","","",NA,"","native","SNR","",NA,"","","Ammodytes personatus","","",90
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","iNaturalist","","","","imerss.org:iNat:121959374","",NA,"","2022-06-15",2022,6,15,"HumanObservation","",NA,"Galiano Island","British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present","","",NA,"","native","SNR","",NA,"","","Ammodytes personatus","","",262
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","iNaturalist","","","","imerss.org:iNat:124073086","Dave Zeuss Cochrane",NA,"","2022-06-24",2022,6,24,"HumanObservation","",NA,"Galiano Island","British Columbia","Canada","CA",2,"","","","",NA,NA,NA,"present","","",NA,"","native","SNR","",NA,"","","Ammodytes personatus","","",416
"Ammodytes personatus","Girard, 1856",201784,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Ammodytidae","Ammodytes",NA,"personatus","","species","iNaturalist","","","","imerss.org:iNat:124097153","Dave Zeuss Cochrane",NA,"","2022-06-24",2022,6,24,"HumanObservation","",NA,"Galiano Island","British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present","","",NA,"","native","SNR","",NA,"","","Ammodytes personatus","","",416
"Anarrhichthys ocellatus","Ayres, 1855",60635,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Anarhichadidae","Anarrhichthys",NA,"ocellatus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:830","Charlie Gibbs",NA,"","1994-02-26",1994,2,26,"HumanObservation","Alcala Point",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,79,NA,"present","","",2,"","native","SNR","",NA,"","","Anarrhichthys ocellatus","","",392
"Anarrhichthys ocellatus","Ayres, 1855",60635,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Anarhichadidae","Anarrhichthys",NA,"ocellatus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:3838","Andy Lamb",NA,"","2006-09-28",2006,9,28,"HumanObservation","Dionisio Reef",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,62,NA,"present","","",1,"","native","SNR","",NA,"","","Anarrhichthys ocellatus","","",416
"Anarrhichthys ocellatus","Ayres, 1855",60635,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Anarhichadidae","Anarrhichthys",NA,"ocellatus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:4577","Andy Lamb",NA,"","2007-08-20",2007,8,20,"HumanObservation","Dionisio Reef",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,92,NA,"present","","",1,"","native","SNR","",NA,"","","Anarrhichthys ocellatus","","",416
"Anarrhichthys ocellatus","Ayres, 1855",60635,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Anarhichadidae","Anarrhichthys",NA,"ocellatus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:5016","Andy Lamb",NA,"","2007-10-14",2007,10,14,"HumanObservation","Dionisio Reef",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,81,NA,"present","","",2,"","native","SNR","",NA,"","","Anarrhichthys ocellatus","","",416
"Anarrhichthys ocellatus","Ayres, 1855",60635,"Animalia","Chordata","Vertebrata","Actinopterygii","Perciformes","",NA,"","Anarhichadidae","Anarrhichthys",NA,"ocellatus","","species","PMLS","","","Pacific Marine Life Survey Dive Records","imerss.org:PMLS:7686","Andy Lamb",NA,"","2008-07-19",2008,7,19,"HumanObservation","Dionisio Reef",NA,"Galiano Island","British Columbia","Canada","CA",500,"","","","",NA,77,NA,"present","","",2,"","native","SNR","",NA,"","","Anarrhichthys ocellatus","","",416
