iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Collection,Catalogue Number,Date observed,Place name,Recorded by
Acanthodoris atrogriseata,1080211,Acanthodoris atrogriseata,"O'Donoghue, 1927",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,atrogriseata,imerss.org:PMLS:7228,,,PMLS,,2008-06-15,False Reef,Andy Lamb
Acanthodoris atrogriseata,1080211,Acanthodoris atrogriseata,"O'Donoghue, 1927",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,atrogriseata,imerss.org:PMLS:10438,,,PMLS,,2009-03-20,Dionisio Reef,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:1253,,,PMLS,,1994-10-23,Race Point,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:1600,,,PMLS,,1995-02-25,Spanish Hills Store,Charlie Gibbs
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:3241,,,PMLS,,2005-12-10,Virago Point,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:3694,,,PMLS,,2006-09-28,Spanish Hills Store,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:4024,,,PMLS,,2006-11-11,Dionisio Reef,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:4764,,,PMLS,,2007-09-29,Race Point,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:4887,,,PMLS,,2007-10-14,Spanish Hills Store,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:4984,,,PMLS,,2007-10-14,Dionisio Reef,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:5080,,,PMLS,,2007-10-21,Spanish Hills Store,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:5223,,,PMLS,,2007-10-21,Race Point,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:5312,,,PMLS,,2007-12-09,Madrona Wall,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:5405,,,PMLS,,2007-12-15,Spanish Hills Store,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:5680,,,PMLS,,2008-02-03,Spanish Hills Store,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:6319,,,PMLS,,2008-03-07,Dionisio Reef,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:6510,,,PMLS,,2008-03-07,Race Point,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:6898,,,PMLS,,2008-04-27,Walker Rock,Andy Lamb
Acanthodoris hudsoni,48447,Acanthodoris hudsoni,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Onchidorididae,,,Acanthodoris,hudsoni,imerss.org:PMLS:8049,,,PMLS,,2008-10-05,Spanish Hills Store,Andy Lamb
