iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Bopyroides hippolytes,873867,Bopyroides hippolytes,0,accepted,"(Kröyer, 1838)",1,"{""imerss.org:PMLS:13200"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Epicaridea,,Bopyroidea,Bopyridae,Bopyrinae,,Bopyroides,hippolytes,Andy Lamb,PMLS,,,,imerss.org:PMLS:13200,2010-07-17T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:13200,2010-07-17T00:00:00.000Z,,,,,,,,
Cancer productus,47826,Cancer productus,0,accepted,"Randall, 1840",172,"{""imerss.org:PMLS:580"":null,""b0d28eee-ad5e-4584-9c9c-2d90647dc751"":null,""imerss.org:PMLS:1133"":null,""imerss.org:PMLS:1343"":null,""imerss.org:PMLS:1505"":null,""imerss.org:PMLS:2123"":null,""imerss.org:PMLS:2327"":null,""imerss.org:PMLS:2700"":null,""imerss.org:PMLS:2933"":null,""imerss.org:PMLS:3051"":null,""imerss.org:PMLS:3337"":null,""imerss.org:PMLS:3442"":null,""imerss.org:PMLS:3585"":null,""imerss.org:PMLS:3698"":null,""imerss.org:PMLS:4647"":null,""imerss.org:PMLS:5087"":null,""imerss.org:PMLS:5318"":null,""imerss.org:PMLS:7231"":null,""imerss.org:PMLS:8411"":null,""imerss.org:PMLS:11220"":null,""imerss.org:PMLS:14987"":null,""imerss.org:PMLS:15381"":null,""imerss.org:PMLS:15624"":null,""imerss.org:PMLS:15727"":null,""imerss.org:PMLS:15840"":null,""imerss.org:PMLS:15965"":null,""imerss.org:PMLS:16258"":null,""imerss.org:PMLS:16339"":null,""imerss.org:PMLS:16425"":null,""imerss.org:PMLS:16525"":null,""imerss.org:PMLS:16614"":null,""imerss.org:PMLS:16837"":null,""imerss.org:PMLS:16949"":null,""imerss.org:PMLS:17025"":null,""imerss.org:PMLS:17216"":null,""imerss.org:PMLS:17516"":null,""imerss.org:PMLS:17636"":null,""imerss.org:PMLS:17728"":null,""imerss.org:PMLS:17857"":null,""imerss.org:PMLS:17923"":null,""imerss.org:PMLS:18004"":null,""imerss.org:PMLS:18194"":null,""imerss.org:PMLS:18366"":null,""imerss.org:PMLS:18413"":null,""imerss.org:PMLS:18429"":null,""imerss.org:PMLS:18458"":null,""imerss.org:PMLS:18479"":null,""imerss.org:PMLS:18602"":null,""imerss.org:PMLS:18631"":null,""iNat:19608684"":null,""iNat:24629826"":null,""iNat:24708510"":null,""iNat:24798609"":null,""iNat:28067859"":null,""iNat:49172927"":null,""iNat:49173247"":null,""iNat:55049837"":null,""iNat:57790084"":null,""iNat:117536646"":null,""iNat:128527374"":null,""iNat:129151018"":null,""iNat:129506041"":null,""iNat:129639242"":null,""iNat:129639274"":null,""iNat:134230859"":null,""iNat:164089950"":null,""iNat:164348437"":null,""iNat:166658153"":null,""iNat:176772350"":null,""iNat:2026014"":null,""iNat:2599327"":null,""iNat:2763478"":null,""iNat:2976310"":null,""iNat:3702163"":null,""iNat:4017054"":null,""iNat:7674353"":null,""iNat:11578309"":null,""iNat:13029347"":null,""iNat:13029350"":null,""iNat:13029355"":null,""iNat:15084776"":null,""iNat:24672710"":null,""iNat:24672785"":null,""iNat:24677475"":null,""iNat:24689660"":null,""iNat:24694096"":null,""iNat:24696588"":null,""iNat:24701224"":null,""iNat:24701267"":null,""iNat:24942368"":null,""iNat:25199510"":null,""iNat:25540446"":null,""iNat:25656478"":null,""iNat:30009604"":null,""iNat:32022401"":null,""iNat:32022408"":null,""iNat:55762854"":null,""iNat:56373900"":null,""iNat:63401514"":null,""iNat:68090675"":null,""iNat:68195084"":null,""iNat:73660670"":null,""iNat:73660756"":null,""iNat:73718035"":null,""iNat:73983086"":null,""iNat:74014923"":null,""iNat:74014926"":null,""iNat:74604952"":null,""iNat:80011280"":null,""iNat:80275388"":null,""iNat:81939573"":null,""iNat:82226617"":null,""iNat:82260684"":null,""iNat:82260704"":null,""iNat:84398154"":null,""iNat:84398160"":null,""iNat:86123496"":null,""iNat:86787991"":null,""iNat:107422987"":null,""iNat:107422990"":null,""iNat:107457340"":null,""iNat:107706182"":null,""iNat:109726313"":null,""iNat:110396286"":null,""iNat:124069849"":null,""iNat:127039080"":null,""iNat:128747886"":null,""iNat:128747891"":null,""iNat:129778393"":null,""iNat:129778396"":null,""iNat:129778415"":null,""iNat:132070792"":null,""iNat:136068355"":null,""iNat:143066273"":null,""iNat:143074585"":null,""iNat:148364288"":null,""iNat:152313136"":null,""iNat:152524269"":null,""iNat:163264938"":null,""iNat:163922067"":null,""iNat:164131667"":null,""iNat:164153311"":null,""iNat:164155021"":null,""iNat:164155039"":null,""iNat:164555173"":null,""iNat:164555174"":null,""iNat:164587973"":null,""iNat:164589495"":null,""iNat:165739070"":null,""iNat:165739104"":null,""iNat:165764647"":null,""iNat:165764700"":null,""iNat:165843744"":null,""iNat:166529413"":null,""iNat:167489191"":null,""iNat:167489216"":null,""iNat:168022857"":null,""iNat:168022882"":null,""iNat:168217670"":null,""iNat:168217677"":null,""iNat:169069524"":null,""iNat:169325975"":null,""iNat:169330665"":null,""iNat:169901022"":null,""iNat:169901034"":null,""iNat:175080116"":null,""iNat:175875950"":null,""iNat:175984855"":null,""iNat:175984889"":null,""iNat:176008091"":null,""iNat:177091473"":null,""iNat:180969690"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Cancer,productus,Andy Lamb,PMLS,,,,imerss.org:PMLS:580,1985-12-07T00:00:00.000Z,,,,,,iNat:180969690,2023-08-30T00:00:00.000Z,1,0,0,0,0,0,kwakwatl'shun,"(Thom, 2011)"
Caprella alaskana,508889,Caprella alaskana,0,accepted,"Mayer, 1903",2,"{""imerss.org:PMLS:7315"":null,""imerss.org:PMLS:18411"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Corophiida,Caprelloidea,Caprellidae,Caprellinae,,Caprella,alaskana,Andy Lamb,PMLS,,,,imerss.org:PMLS:7315,2008-06-21T00:00:00.000Z,Emily Adamczyk,PMLS,,,,imerss.org:PMLS:18411,2019-05-04T00:00:00.000Z,,,,,,,,
Caprella mutica,64634,Caprella mutica,0,accepted,"Schurin, 1935",5,"{""iNat:24533497"":null,""iNat:24697074"":null,""iNat:156173571"":null,""iNat:164755341"":null,""iNat:167818575"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Corophiida,Caprelloidea,Caprellidae,Caprellinae,,Caprella,mutica,,,,,,iNat:24533497,2019-05-04T00:00:00.000Z,,,,,,iNat:167818575,2023-06-16T00:00:00.000Z,,,,,,,,
Chorilia longipes,459559,Chorilia longipes,0,accepted,"Dana, 1851",7,"{""imerss.org:CHU2010:624"":null,""imerss.org:CHU2010:621"":null,""imerss.org:CHU2010:622"":null,""imerss.org:CHU2010:623"":null,""imerss.org:PMLS:10713"":null,""iNat:8624646"":null,""iNat:91082494"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Pisinae,,Chorilia,longipes,Jackson W.F. Chu,,,,,imerss.org:CHU2010:624,2008-05-22T00:00:00.000Z,,,,,,iNat:91082494,2021-08-13T00:00:00.000Z,,,,,,,,
Chromopleustes oculatus,796029,Chromopleustes oculatus,0,accepted,"(Holmes, 1908)",6,"{""imerss.org:PMLS:1414"":null,""imerss.org:PMLS:2427"":null,""imerss.org:PMLS:2516"":null,""imerss.org:PMLS:2694"":null,""imerss.org:PMLS:5893"":null,""imerss.org:PMLS:7032"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Amphilochida,Amphilochoidea,Pleustidae,Parapleustinae,,Chromopleustes,oculatus,Charlie Gibbs,PMLS,,,,imerss.org:PMLS:1414,1995-02-24T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:7032,2008-05-30T00:00:00.000Z,,,,,,,,
Chthamalus dalli,129910,Chthamalus dalli,0,accepted,"Pilsbry, 1916",14,"{""imerss.org:PMLS:5908"":null,""iNat:24710022"":null,""iNat:164076910"":null,""iNat:2580662"":null,""iNat:2599308"":null,""iNat:24520358"":null,""iNat:24697681"":null,""iNat:24941409"":null,""iNat:24941597"":null,""iNat:24942353"":null,""iNat:25595346"":null,""iNat:45326895"":null,""iNat:123934623"":null,""iNat:165553763"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,,Chthamaloidea,Chthamalidae,,,Chthamalus,dalli,Andy Lamb,PMLS,,,,imerss.org:PMLS:5908,2008-02-16T00:00:00.000Z,,,,,,iNat:165553763,2023-06-02T00:00:00.000Z,,,,,,,,
Crangon nigricauda,339110,Crangon nigricauda,0,accepted,"Stimpson, 1856",2,"{""iNat:55050598"":null,""iNat:13026269"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Crangonoidea,Crangonidae,,,Crangon,nigricauda,,,,,,iNat:13026269,2018-05-31T00:00:00.000Z,,,,,,iNat:55050598,2020-08-01T00:00:00.000Z,,,,,,,,
Cryptolithodes sitchensis,47395,Cryptolithodes sitchensis,0,accepted,"J.F. Brandt, 1853",2,"{""imerss.org:PMLS:3057"":null,""imerss.org:PMLS:4895"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Cryptolithodes,sitchensis,Andy Lamb,PMLS,,,,imerss.org:PMLS:3057,1999-10-02T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:4895,2007-10-14T00:00:00.000Z,,,,,,,,
Cryptolithodes typicus,53845,Cryptolithodes typicus,0,accepted,"J.F. Brandt, 1848",38,"{""imerss.org:PMLS:317"":null,""imerss.org:PMLS:656"":null,""imerss.org:PMLS:1420"":null,""imerss.org:PMLS:1609"":null,""imerss.org:PMLS:1873"":null,""imerss.org:PMLS:2030"":null,""imerss.org:PMLS:2431"":null,""imerss.org:PMLS:3255"":null,""imerss.org:PMLS:3445"":null,""imerss.org:PMLS:4455"":null,""imerss.org:PMLS:4776"":null,""imerss.org:PMLS:4990"":null,""imerss.org:PMLS:5904"":null,""imerss.org:PMLS:6597"":null,""imerss.org:PMLS:6785"":null,""imerss.org:PMLS:6905"":null,""imerss.org:PMLS:7163"":null,""imerss.org:PMLS:7321"":null,""imerss.org:PMLS:7442"":null,""imerss.org:PMLS:8054"":null,""imerss.org:PMLS:8328"":null,""imerss.org:PMLS:9024"":null,""imerss.org:PMLS:10019"":null,""imerss.org:PMLS:11339"":null,""imerss.org:PMLS:12137"":null,""imerss.org:PMLS:12571"":null,""imerss.org:PMLS:13084"":null,""imerss.org:PMLS:13207"":null,""imerss.org:PMLS:13324"":null,""imerss.org:PMLS:14404"":null,""imerss.org:PMLS:14576"":null,""imerss.org:PMLS:16952"":null,""imerss.org:PMLS:17141"":null,""imerss.org:PMLS:17519"":null,""imerss.org:PMLS:17640"":null,""imerss.org:PMLS:18076"":null,""imerss.org:PMLS:18197"":null,""imerss.org:PMLS:18370"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Cryptolithodes,typicus,Andy Lamb,PMLS,,,,imerss.org:PMLS:317,1985-07-29T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:18370,2019-03-17T00:00:00.000Z,,,,,,,,
Desdimelita californica,1128629,Desdimelita californica,0,accepted,"(Alderman, 1936)",1,"{""imerss.org:CMN:CMNC 2006-0611"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Hadziida,Hadzioidea,Melitidae,,,Desdimelita,californica,"O'Clair, Rita M.",CMN,,,CMNC 2006-0611,imerss.org:CMN:CMNC 2006-0611,1976-06-19T00:00:00.000Z,"O'Clair, Rita M.",CMN,,,CMNC 2006-0611,imerss.org:CMN:CMNC 2006-0611,1976-06-19T00:00:00.000Z,,,,,,,,
Desdimelita microdentata,1128632,Desdimelita microdentata,0,accepted,"Jarrett & Bousfield, 1996",1,"{""imerss.org:CMN:CMNC 2007-0102"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Hadziida,Hadzioidea,Melitidae,,,Desdimelita,microdentata,"O'Clair, Rita M.",CMN,,,CMNC 2007-0102,imerss.org:CMN:CMNC 2007-0102,1976-06-19T00:00:00.000Z,"O'Clair, Rita M.",CMN,,,CMNC 2007-0102,imerss.org:CMN:CMNC 2007-0102,1976-06-19T00:00:00.000Z,,,,,,,,
Discorsopagurus schmitti,459564,Discorsopagurus schmitti,0,accepted,"(Stevens, 1925)",1,"{""336b470d-88ea-48ce-85b7-7315c025103c"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Discorsopagurus,schmitti,,RBCM,,,986-00197-025,336b470d-88ea-48ce-85b7-7315c025103c,1986-09-30T00:00:00.000Z,,RBCM,,,986-00197-025,336b470d-88ea-48ce-85b7-7315c025103c,1986-09-30T00:00:00.000Z,,,,,,,,
Echidnocerus cibarius,1439280,Echidnocerus cibarius,0,accepted,"White, 1842",93,"{""imerss.org:PMLS:953"":null,""imerss.org:PMLS:1138"":null,""imerss.org:PMLS:1271"":null,""imerss.org:PMLS:2031"":null,""imerss.org:PMLS:2432"":null,""imerss.org:PMLS:2812"":null,""imerss.org:PMLS:3056"":null,""imerss.org:PMLS:3134"":null,""imerss.org:PMLS:3253"":null,""imerss.org:PMLS:4141"":null,""imerss.org:PMLS:4261"":null,""imerss.org:PMLS:4651"":null,""imerss.org:PMLS:4894"":null,""imerss.org:PMLS:5234"":null,""imerss.org:PMLS:5321"":null,""imerss.org:PMLS:5413"":null,""imerss.org:PMLS:5510"":null,""imerss.org:PMLS:5689"":null,""imerss.org:PMLS:5903"":null,""imerss.org:PMLS:6127"":null,""imerss.org:PMLS:6239"":null,""imerss.org:PMLS:6420"":null,""imerss.org:PMLS:6596"":null,""imerss.org:PMLS:7043"":null,""imerss.org:PMLS:7162"":null,""imerss.org:PMLS:7441"":null,""imerss.org:PMLS:7950"":null,""imerss.org:PMLS:8327"":null,""imerss.org:PMLS:8507"":null,""imerss.org:PMLS:8790"":null,""imerss.org:PMLS:9023"":null,""imerss.org:PMLS:9201"":null,""imerss.org:PMLS:9357"":null,""imerss.org:PMLS:9454"":null,""imerss.org:PMLS:9562"":null,""imerss.org:PMLS:9682"":null,""imerss.org:PMLS:9799"":null,""imerss.org:PMLS:9918"":null,""imerss.org:PMLS:10018"":null,""imerss.org:PMLS:10122"":null,""imerss.org:PMLS:10349"":null,""imerss.org:PMLS:10885"":null,""imerss.org:PMLS:11041"":null,""imerss.org:PMLS:11141"":null,""imerss.org:PMLS:11338"":null,""imerss.org:PMLS:11746"":null,""imerss.org:PMLS:11832"":null,""imerss.org:PMLS:12136"":null,""imerss.org:PMLS:12391"":null,""imerss.org:PMLS:12472"":null,""imerss.org:PMLS:12570"":null,""imerss.org:PMLS:12753"":null,""imerss.org:PMLS:12881"":null,""imerss.org:PMLS:13206"":null,""imerss.org:PMLS:13323"":null,""imerss.org:PMLS:13507"":null,""imerss.org:PMLS:13587"":null,""imerss.org:PMLS:13908"":null,""imerss.org:PMLS:14000"":null,""imerss.org:PMLS:14139"":null,""imerss.org:PMLS:14214"":null,""imerss.org:PMLS:14305"":null,""imerss.org:PMLS:14403"":null,""imerss.org:PMLS:14889"":null,""imerss.org:PMLS:14990"":null,""imerss.org:PMLS:15628"":null,""imerss.org:PMLS:15731"":null,""imerss.org:PMLS:15845"":null,""imerss.org:PMLS:15970"":null,""imerss.org:PMLS:16079"":null,""imerss.org:PMLS:16528"":null,""imerss.org:PMLS:16616"":null,""imerss.org:PMLS:16705"":null,""imerss.org:PMLS:16951"":null,""imerss.org:PMLS:17069"":null,""imerss.org:PMLS:17140"":null,""imerss.org:PMLS:17416"":null,""imerss.org:PMLS:17518"":null,""imerss.org:PMLS:17863"":null,""imerss.org:PMLS:18369"":null,""imerss.org:PMLS:18603"":null,""imerss.org:PMLS:18633"":null,""iNat:128527390"":null,""iNat:186891657"":null,""iNat:2763457"":null,""iNat:2763473"":null,""iNat:2797301"":null,""iNat:2854845"":null,""iNat:164585594"":null,""iNat:169897135"":null,""iNat:174578464"":null,""iNat:175875940"":null,""iNat:177622906"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Echidnocerus,cibarius,Charlie Gibbs,PMLS,,,,imerss.org:PMLS:953,1994-02-27T00:00:00.000Z,,,,,,iNat:186891657,2023-10-08T00:00:00.000Z,,,,,,,,
Echidnocerus foraminatus,1439282,Echidnocerus foraminatus,0,accepted,"(Stimpson, 1859)",8,"{""imerss.org:CHU2010:611"":null,""imerss.org:CHU2010:609"":null,""imerss.org:CHU2010:610"":null,""imerss.org:CHU2010:612"":null,""iNat:59901831"":null,""iNat:60467710"":null,""iNat:60467711"":null,""iNat:116334851"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Echidnocerus,foraminatus,Jackson W.F. Chu,,,,,imerss.org:CHU2010:611,2008-05-22T00:00:00.000Z,,,,,,iNat:59901831,2008-05-25T00:00:00.000Z,,,,,,,,
Elassochirus gilli,459568,Elassochirus gilli,0,accepted,"(Benedict, 1892)",6,"{""imerss.org:PMLS:426"":null,""imerss.org:PMLS:728"":null,""imerss.org:PMLS:7324"":null,""imerss.org:PMLS:8871"":null,""imerss.org:PMLS:10717"":null,""imerss.org:PMLS:13209"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Elassochirus,gilli,Andy Lamb,PMLS,,,,imerss.org:PMLS:426,1985-08-02T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:13209,2010-07-17T00:00:00.000Z,,,,,,,,
Elassochirus tenuimanus,459569,Elassochirus tenuimanus,0,accepted,"(Dana, 1851)",51,"{""imerss.org:PMLS:427"":null,""imerss.org:PMLS:727"":null,""imerss.org:PMLS:1274"":null,""imerss.org:PMLS:1513"":null,""imerss.org:PMLS:4034"":null,""imerss.org:PMLS:4263"":null,""imerss.org:PMLS:4371"":null,""imerss.org:PMLS:4457"":null,""imerss.org:PMLS:4531"":null,""imerss.org:PMLS:4653"":null,""imerss.org:PMLS:4897"":null,""imerss.org:PMLS:5236"":null,""imerss.org:PMLS:5416"":null,""imerss.org:PMLS:5598"":null,""imerss.org:PMLS:5786"":null,""imerss.org:PMLS:5907"":null,""imerss.org:PMLS:6600"":null,""imerss.org:PMLS:7046"":null,""imerss.org:PMLS:7325"":null,""imerss.org:PMLS:7446"":null,""imerss.org:PMLS:7546"":null,""imerss.org:PMLS:7658"":null,""imerss.org:PMLS:8330"":null,""imerss.org:PMLS:8702"":null,""imerss.org:PMLS:8953"":null,""imerss.org:PMLS:9118"":null,""imerss.org:PMLS:9457"":null,""imerss.org:PMLS:9564"":null,""imerss.org:PMLS:9802"":null,""imerss.org:PMLS:10022"":null,""imerss.org:PMLS:10124"":null,""imerss.org:PMLS:10352"":null,""imerss.org:PMLS:10609"":null,""imerss.org:PMLS:10718"":null,""imerss.org:PMLS:10889"":null,""imerss.org:PMLS:11043"":null,""imerss.org:PMLS:11224"":null,""imerss.org:PMLS:11342"":null,""imerss.org:PMLS:11453"":null,""imerss.org:PMLS:12992"":null,""imerss.org:PMLS:13326"":null,""imerss.org:PMLS:14406"":null,""imerss.org:PMLS:15287"":null,""imerss.org:PMLS:15630"":null,""imerss.org:PMLS:15973"":null,""imerss.org:PMLS:16530"":null,""imerss.org:PMLS:17866"":null,""imerss.org:PMLS:18009"":null,""imerss.org:PMLS:18078"":null,""imerss.org:PMLS:18285"":null,""imerss.org:PMLS:18372"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,,,Elassochirus,tenuimanus,Andy Lamb,PMLS,,,,imerss.org:PMLS:427,1985-08-02T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:18372,2019-03-17T00:00:00.000Z,,,,,,,,
Eualus butleri,459508,Eualus butleri,0,accepted,"Jensen, 2004",1,"{""imerss.org:PMLS:16834"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Eualus,butleri,Andy Lamb,PMLS,,,,imerss.org:PMLS:16834,2016-01-23T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:16834,2016-01-23T00:00:00.000Z,,,,,,,,
Euphausia,195136,Euphausia sp.,0,accepted,,5,"{""imerss.org:PMLS:201"":null,""imerss.org:PMLS:1338"":null,""imerss.org:PMLS:1781"":null,""imerss.org:PMLS:14135"":null,""imerss.org:PMLS:14985"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Euphausiacea,,,,Euphausiidae,,,Euphausia,,Andy Lamb,PMLS,,,,imerss.org:PMLS:201,1973-09-21T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:14985,2011-11-25T00:00:00.000Z,,,,,,,,
Eusergestes similis,459581,Eusergestes similis,0,accepted,"(Hansen, 1903)",2,"{""1b9457a2-a1d0-4e50-b188-528488368c2b"":null,""iNat:143661477"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Dendrobranchiata,,Sergestoidea,Sergestidae,,,Eusergestes,similis,W. Barraclough,RBCM,,,015-00030-001,1b9457a2-a1d0-4e50-b188-528488368c2b,1965-01-29T00:00:00.000Z,,,,,,iNat:143661477,2022-12-04T00:00:00.000Z,,,,,,,,
Fabia subquadrata,117669,Fabia subquadrata,0,accepted,"Dana, 1851",1,"{""230aab93-c281-4e07-8f6b-db4095af3e66"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Pinnotheroidea,Pinnotheridae,Pinnotherinae,,Fabia,subquadrata,Josephine Hart,RBCM,,,985-00143-001,230aab93-c281-4e07-8f6b-db4095af3e66,1934-09-06T00:00:00.000Z,Josephine Hart,RBCM,,,985-00143-001,230aab93-c281-4e07-8f6b-db4095af3e66,1934-09-06T00:00:00.000Z,,,,,,,,
Glebocarcinus oregonensis,429951,Glebocarcinus oregonensis,0,accepted,"(Dana, 1852)",74,"{""imerss.org:PMLS:77"":null,""imerss.org:PMLS:422"":null,""imerss.org:PMLS:516"":null,""imerss.org:PMLS:579"":null,""cb5be6ec-748e-4f5f-8edf-e75f08de57ab"":null,""ff6075f8-02ae-4140-9006-47577c1d0c51"":null,""imerss.org:PMLS:729"":null,""imerss.org:PMLS:1050"":null,""imerss.org:PMLS:1276"":null,""imerss.org:PMLS:1417"":null,""imerss.org:PMLS:1504"":null,""imerss.org:PMLS:1695"":null,""imerss.org:PMLS:1789"":null,""imerss.org:PMLS:1870"":null,""imerss.org:PMLS:2034"":null,""imerss.org:PMLS:2122"":null,""imerss.org:PMLS:2234"":null,""imerss.org:PMLS:2328"":null,""imerss.org:PMLS:2436"":null,""imerss.org:PMLS:2521"":null,""imerss.org:PMLS:2607"":null,""imerss.org:PMLS:2701"":null,""imerss.org:PMLS:2932"":null,""imerss.org:PMLS:3050"":null,""imerss.org:PMLS:3247"":null,""imerss.org:PMLS:3697"":null,""imerss.org:PMLS:3808"":null,""imerss.org:PMLS:3938"":null,""imerss.org:PMLS:5230"":null,""imerss.org:PMLS:5898"":null,""imerss.org:PMLS:6013"":null,""imerss.org:PMLS:6122"":null,""imerss.org:PMLS:6680"":null,""imerss.org:PMLS:6780"":null,""imerss.org:PMLS:7037"":null,""imerss.org:PMLS:7853"":null,""imerss.org:PMLS:8602"":null,""imerss.org:PMLS:8868"":null,""imerss.org:PMLS:8949"":null,""imerss.org:PMLS:9197"":null,""imerss.org:PMLS:9560"":null,""imerss.org:PMLS:10211"":null,""imerss.org:PMLS:11038"":null,""imerss.org:PMLS:11448"":null,""imerss.org:PMLS:11946"":null,""imerss.org:PMLS:12131"":null,""imerss.org:PMLS:12567"":null,""imerss.org:PMLS:12878"":null,""imerss.org:PMLS:13319"":null,""imerss.org:PMLS:13709"":null,""imerss.org:PMLS:13998"":null,""imerss.org:PMLS:15185"":null,""imerss.org:PMLS:15380"":null,""imerss.org:PMLS:16257"":null,""imerss.org:PMLS:16424"":null,""imerss.org:PMLS:16524"":null,""imerss.org:PMLS:16703"":null,""imerss.org:PMLS:16948"":null,""imerss.org:PMLS:17331"":null,""imerss.org:PMLS:18193"":null,""iNat:24798243"":null,""iNat:89029858"":null,""iNat:129151015"":null,""iNat:2909693"":null,""iNat:2976002"":null,""iNat:4052035"":null,""iNat:6298906"":null,""iNat:7647276"":null,""iNat:13029353"":null,""iNat:68173458"":null,""iNat:96543076"":null,""iNat:164860208"":null,""iNat:166010675"":null,""iNat:182740585"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Glebocarcinus,oregonensis,Andy Lamb,PMLS,,,,imerss.org:PMLS:77,1969-02-22T00:00:00.000Z,,,,,,iNat:182740585,2023-09-10T00:00:00.000Z,,,,,,,,
Gnathopleustes pachychaetus,1128633,Gnathopleustes pachychaetus,0,accepted,"Bousfield & Hendrycks, 1995",1,"{""imerss.org:CMN:CMNC 2004-0232"":null}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Amphilochida,Amphilochoidea,Pleustidae,Parapleustinae,,Gnathopleustes,pachychaetus,"O'Clair, Rita M.",CMN,,,CMNC 2004-0232,imerss.org:CMN:CMNC 2004-0232,1976-06-19T00:00:00.000Z,"O'Clair, Rita M.",CMN,,,CMNC 2004-0232,imerss.org:CMN:CMNC 2004-0232,1976-06-19T00:00:00.000Z,,,,,,,,
