iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Collection,Catalogue Number,Date observed,Place name,Recorded by
Balaenoptera acutorostrata,41550,Balaenoptera acutorostrata,"Lacépède, 1804",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Balaenopteridae,,,Balaenoptera,acutorostrata,imerss.org:BCCSN:31161,,,BCCSN,31161,2004-04-09,,
Balaenoptera acutorostrata,41550,Balaenoptera acutorostrata,"Lacépède, 1804",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Balaenopteridae,,,Balaenoptera,acutorostrata,imerss.org:BCCSN:109549,,,BCCSN,109549,2016-11-06,,
Balaenoptera physalus,41562,Balaenoptera physalus,"(Linnaeus, 1758)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Balaenopteridae,,,Balaenoptera,physalus,imerss.org:BCCSN:123168,,,BCCSN,123168,2017-07-04,,
Eschrichtius robustus,41478,Eschrichtius robustus,"(Lilljeborg, 1861)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Eschrichtiidae,,,Eschrichtius,robustus,imerss.org:BCCSN:20035,,,BCCSN,20035,2001-04-14,,
Eschrichtius robustus,41478,Eschrichtius robustus,"(Lilljeborg, 1861)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Eschrichtiidae,,,Eschrichtius,robustus,imerss.org:BCCSN:55789,,,BCCSN,55789,2011-01-27,,
Eschrichtius robustus,41478,Eschrichtius robustus,"(Lilljeborg, 1861)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Eschrichtiidae,,,Eschrichtius,robustus,imerss.org:BCCSN:56926,,,BCCSN,56926,2011-05-19,,
Eschrichtius robustus,41478,Eschrichtius robustus,"(Lilljeborg, 1861)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Eschrichtiidae,,,Eschrichtius,robustus,imerss.org:BCCSN:59180,,,BCCSN,59180,2011-10-17,,
Eschrichtius robustus,41478,Eschrichtius robustus,"(Lilljeborg, 1861)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Eschrichtiidae,,,Eschrichtius,robustus,imerss.org:BCCSN:122218,,,BCCSN,122218,2017-06-18,,
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:557,,,PMLS,,1985-12-07,Alcala Point,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:4074,,,PMLS,,2006-11-11,Dionisio Reef,Andy Lamb
Eumetopias jubatus,41755,Eumetopias jubatus,"(Schreber, 1776)",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,imerss.org:PMLS:5029,,,PMLS,,2007-10-14,Dionisio Reef,Andy Lamb
