iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Collection,Catalogue Number,Date observed,Place name,Recorded by
Barentsia,211513,Barentsia sp.,0,accepted,,Animalia,Entoprocta,,,,,,,,,,Barentsiidae,,,Barentsia,,imerss.org:PMLS:490,,,PMLS,,1985-12-07,Alcala Point,Andy Lamb
