iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Collection,Catalogue Number,Date observed,Place name,Recorded by
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:236,,,,,1981-05-31,Collinson Reef,Andy Lamb
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:290,,,,,1985-07-29,Virago Point,Andy Lamb
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:378,,,,,1985-08-02,"Skipjack Island, outer face",Andy Lamb
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:624,,,,,1993-05-09,Spanish Hills Store,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:780,,,,,1994-02-26,Alcala Point,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:858,,,,,1994-02-26,Race Point,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:1013,,,,,1994-09-10,Mary Anne Point,Andy Lamb
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:1219,,,,,1994-10-23,Race Point,Andy Lamb
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:1383,,,,,1995-02-24,Virago Point,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:1473,,,,,1995-02-24,Alcala Point,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:1572,,,,,1995-02-25,Spanish Hills Store,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:1670,,,,,1995-02-25,Alcala Point,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:1841,,,,,1995-02-26,wreck of the Point Grey,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:1996,,,,,1996-02-24,wreck of the Point Grey,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:2086,,,,,1996-02-24,Spanish Hills Store,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:2190,,,,,1996-02-25,Baines Bay,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:2390,,,,,1996-09-28,Shaw's Landing,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:2489,,,,,1996-09-28,"Bodega, off Bodega Ridge",Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:2570,,,,,1996-09-29,Alcala Point,Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:2662,,,,,1996-09-29,"Retreat Cove, north of",Charlie Gibbs
Abietinaria,55322,Abietinaria spp.,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Abietinaria,,imerss.org:PMLS:2870,,,,,1999-07-31,Mathews Point,Charlie Gibbs
