iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Balaenoptera acutorostrata,41550,Balaenoptera acutorostrata,0,accepted,"Lacépède, 1804",2,"{""imerss.org:BCCSN:31161"":null,""imerss.org:BCCSN:109549"":null}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Balaenopteridae,,,Balaenoptera,acutorostrata,,BCCSN,,,31161,imerss.org:BCCSN:31161,2004-04-09T00:00:00.000Z,,BCCSN,,,109549,imerss.org:BCCSN:109549,2016-11-06T00:00:00.000Z,,,,,,,,
Balaenoptera physalus,41562,Balaenoptera physalus,0,accepted,"(Linnaeus, 1758)",1,"{""imerss.org:BCCSN:123168"":null}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Balaenopteridae,,,Balaenoptera,physalus,,BCCSN,,,123168,imerss.org:BCCSN:123168,2017-07-04T00:00:00.000Z,,BCCSN,,,123168,imerss.org:BCCSN:123168,2017-07-04T00:00:00.000Z,,,,,,,,
Eschrichtius robustus,41478,Eschrichtius robustus,0,accepted,"(Lilljeborg, 1861)",5,"{""imerss.org:BCCSN:20035"":null,""imerss.org:BCCSN:55789"":null,""imerss.org:BCCSN:56926"":null,""imerss.org:BCCSN:59180"":null,""imerss.org:BCCSN:122218"":null}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Eschrichtiidae,,,Eschrichtius,robustus,,BCCSN,,,20035,imerss.org:BCCSN:20035,2001-04-14T00:00:00.000Z,,BCCSN,,,122218,imerss.org:BCCSN:122218,2017-06-18T00:00:00.000Z,,,,,,,,
Eumetopias jubatus,41755,Eumetopias jubatus,0,accepted,"(Schreber, 1776)",58,"{""imerss.org:PMLS:557"":null,""imerss.org:PMLS:4074"":null,""imerss.org:PMLS:5029"":null,""imerss.org:PMLS:5629"":null,""imerss.org:PMLS:9723"":null,""imerss.org:PMLS:13124"":null,""imerss.org:PMLS:13840"":null,""imerss.org:PMLS:14928"":null,""imerss.org:PMLS:15029"":null,""imerss.org:PMLS:16471"":null,""imerss.org:PMLS:16652"":null,""imerss.org:PMLS:17085"":null,""iNat:36169878"":null,""iNat:108124837"":null,""iNat:149383021"":null,""iNat:149383022"":null,""iNat:149383032"":null,""iNat:149383033"":null,""iNat:149383034"":null,""iNat:4833811"":null,""iNat:4833849"":null,""iNat:4833935"":null,""iNat:16407423"":null,""iNat:19202316"":null,""iNat:21442987"":null,""iNat:24703244"":null,""iNat:36694444"":null,""iNat:68992599"":null,""iNat:88354474"":null,""iNat:107324230"":null,""iNat:109624204"":null,""iNat:110922019"":null,""iNat:110923200"":null,""iNat:110923214"":null,""iNat:110926377"":null,""iNat:110926380"":null,""iNat:111994768"":null,""iNat:111994771"":null,""iNat:123719795"":null,""iNat:137665860"":null,""iNat:140678364"":null,""iNat:147658306"":null,""iNat:148478019"":null,""iNat:148674341"":null,""iNat:148674342"":null,""iNat:149094177"":null,""iNat:149094178"":null,""iNat:149094186"":null,""iNat:149094187"":null,""iNat:149612073"":null,""iNat:153408256"":null,""iNat:153408257"":null,""iNat:158451602"":null,""iNat:158451615"":null,""iNat:158451620"":null,""iNat:158451621"":null,""iNat:158451626"":null,""iNat:177468030"":null}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocoidea,Otariidae,,,Eumetopias,jubatus,Andy Lamb,PMLS,,,,imerss.org:PMLS:557,1985-12-07T00:00:00.000Z,,,,,,iNat:177468030,2023-08-08T00:00:00.000Z,1,1,1,1,1,1,shes / ts'axulus,"(Thom, 2011)"
Sagmatias obliquidens,1368491,Lagenorhynchus obliquidens,0,unaccepted,"Gill, 1865",2,"{""imerss.org:BCCSN:85702"":null,""imerss.org:BCCSN:96090"":null}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,Delphinoidea,Delphinidae,Lissodelphininae,,Sagmatias,obliquidens,,BCCSN,,,85702,imerss.org:BCCSN:85702,2013-10-30T00:00:00.000Z,,BCCSN,,,96090,imerss.org:BCCSN:96090,2015-02-07T00:00:00.000Z,,,,,,,,
Lontra canadensis,41777,Lontra canadensis,0,accepted,"(Schreber, 1777)",58,"{""iNat:2583362"":null,""iNat:2635114"":null,""iNat:2635258"":null,""iNat:2635269"":null,""iNat:2635275"":null,""iNat:2635284"":null,""iNat:2929506"":null,""iNat:4124479"":null,""iNat:21351397"":null,""iNat:22842730"":null,""iNat:49173154"":null,""iNat:51552255"":null,""iNat:55615459"":null,""iNat:57789804"":null,""iNat:69770939"":null,""iNat:143458983"":null,""iNat:730361"":null,""iNat:5646957"":null,""iNat:6425051"":null,""iNat:6425129"":null,""iNat:6611338"":null,""iNat:7580929"":null,""iNat:7581543"":null,""iNat:16404660"":null,""iNat:19950709"":null,""iNat:19963152"":null,""iNat:20823097"":null,""iNat:22642612"":null,""iNat:24748307"":null,""iNat:29303229"":null,""iNat:55386053"":null,""iNat:55386881"":null,""iNat:55389179"":null,""iNat:64809317"":null,""iNat:71223901"":null,""iNat:91782166"":null,""iNat:111613545"":null,""iNat:123719793"":null,""iNat:123934413"":null,""iNat:135382344"":null,""iNat:135382351"":null,""iNat:135389746"":null,""iNat:135679358"":null,""iNat:135679364"":null,""iNat:135679367"":null,""iNat:135679368"":null,""iNat:135679380"":null,""iNat:135679384"":null,""iNat:135679394"":null,""iNat:135679416"":null,""iNat:135679435"":null,""iNat:136068352"":null,""iNat:155630034"":null,""iNat:157020607"":null,""iNat:165232734"":null,""iNat:175984863"":null,""iNat:175984871"":null,""iNat:179429790"":null}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Mustelidae,Lutrinae,,Lontra,canadensis,,,,,,iNat:2635258,2006-09-04T00:00:00.000Z,,,,,,iNat:179429790,2023-08-19T00:00:00.000Z,0,1,1,1,1,1,sqeetl',"(Thom, 2011)"
Megaptera novaeangliae,41566,Megaptera novaeangliae,0,accepted,"(Borowski, 1781)",105,"{""imerss.org:BCCSN:8765"":null,""imerss.org:BCCSN:12134"":null,""imerss.org:BCCSN:1409"":null,""imerss.org:BCCSN:58550"":null,""imerss.org:BCCSN:59185"":null,""imerss.org:BCCSN:79199"":null,""imerss.org:BCCSN:83914"":null,""imerss.org:BCCSN:79914"":null,""imerss.org:BCCSN:79993"":null,""imerss.org:BCCSN:80609"":null,""imerss.org:BCCSN:83467"":null,""imerss.org:BCCSN:83523"":null,""imerss.org:BCCSN:105473"":null,""imerss.org:BCCSN:85912"":null,""imerss.org:BCCSN:85867"":null,""imerss.org:BCCSN:90226"":null,""imerss.org:BCCSN:90802"":null,""imerss.org:BCCSN:91084"":null,""imerss.org:BCCSN:93402"":null,""imerss.org:BCCSN:91244"":null,""imerss.org:BCCSN:104837"":null,""imerss.org:BCCSN:101307"":null,""imerss.org:BCCSN:106846"":null,""imerss.org:BCCSN:101442"":null,""imerss.org:BCCSN:112987"":null,""imerss.org:BCCSN:102394"":null,""imerss.org:BCCSN:118872"":null,""imerss.org:BCCSN:118920"":null,""imerss.org:BCCSN:109691"":null,""imerss.org:BCCSN:110546"":null,""imerss.org:BCCSN:110547"":null,""imerss.org:BCCSN:110548"":null,""imerss.org:BCCSN:112064"":null,""imerss.org:BCCSN:114158"":null,""imerss.org:BCCSN:122959"":null,""imerss.org:BCCSN:123099"":null,""imerss.org:BCCSN:116496"":null,""imerss.org:BCCSN:125054"":null,""imerss.org:BCCSN:129013"":null,""imerss.org:BCCSN:48c74bd8-2b6f-4d33-a2ed-613459ebdb3b"":null,""imerss.org:BCCSN:7A552DE8-8E2A-44BA-B0DD-59C11F3EEF6E"":null,""imerss.org:BCCSN:80c85246-ba38-466c-8018-6f5d69fde533"":null,""imerss.org:BCCSN:A82AADCF-A714-4646-AAF8-D3B1B25A6F86"":null,""imerss.org:BCCSN:C348A0D1-03B8-4865-839C-1D31EF7D2750"":null,""imerss.org:BCCSN:342FCF28-4874-40D2-A7E6-00C4E9A3A1A9"":null,""imerss.org:BCCSN:64019172-42C4-4B83-BAD4-734AB4555CA8"":null,""imerss.org:BCCSN:4350557C-0D3E-4BB1-B316-B924B7B71322"":null,""imerss.org:BCCSN:424766D1-3B78-4AD9-BB13-2544CCD26EAB"":null,""imerss.org:BCCSN:124233"":null,""imerss.org:BCCSN:53475461-B3C7-43AD-BDCC-B2AB4BFF97F2"":null,""imerss.org:BCCSN:124257"":null,""imerss.org:BCCSN:D4A7BA40-E627-408A-B849-8BFEA7060884"":null,""imerss.org:BCCSN:124560"":null,""imerss.org:BCCSN:125196"":null,""imerss.org:BCCSN:5DB77D46-09BB-449E-97F4-A198E8D4EDB3"":null,""imerss.org:BCCSN:8C8978DF-F68F-418D-BE3A-561D2DF05FB2"":null,""imerss.org:BCCSN:1A564A82-8BF2-46C4-B681-C73871335B77"":null,""imerss.org:BCCSN:125516"":null,""imerss.org:BCCSN:AC160F28-F537-4E5B-8127-055C90C2CDC2"":null,""imerss.org:BCCSN:126282"":null,""imerss.org:BCCSN:126419"":null,""imerss.org:BCCSN:a0109b2a-adcf-4194-b3a5-d7d22617b613"":null,""imerss.org:BCCSN:5fe367cb-aaf2-4e1f-a6e6-74098e215aba"":null,""imerss.org:BCCSN:79a03267-7717-4af2-8d12-99080bd9379f"":null,""imerss.org:BCCSN:EC454CA5-0013-4A1D-A657-6BAC4E53A8C7"":null,""imerss.org:BCCSN:132189"":null,""imerss.org:BCCSN:C279A958-9081-49E3-A39C-FB653311FB2B"":null,""imerss.org:BCCSN:8DFA5293-FB1C-433C-ACEF-BFAB80DEA8FA"":null,""imerss.org:BCCSN:3eaae898-27b2-4366-8116-0b422fbf94f4"":null,""imerss.org:BCCSN:E4C5B9D5-953D-4DEE-AADC-0E61C04D9BEC"":null,""imerss.org:BCCSN:b4d823e0-366d-489f-860d-949d08bca98f"":null,""imerss.org:BCCSN:7558A345-8E8F-4C48-A2D7-B419ECE98F06"":null,""imerss.org:BCCSN:55BEBE8B-91CD-43E6-8DEE-D4765DDD7823"":null,""imerss.org:BCCSN:347596EE-B760-4DF1-8257-A7EE92CC5BA8"":null,""imerss.org:BCCSN:48F8606F-EE94-4891-B623-1BD2F6CDCA5C"":null,""imerss.org:BCCSN:56E9B052-686E-44FB-B3A7-59D33A788904"":null,""imerss.org:BCCSN:842c84ec-df48-4844-9f6f-f66d07b174e8"":null,""imerss.org:BCCSN:131293"":null,""imerss.org:BCCSN:8ef66f6b-faf4-4532-b20b-b6da3fda45de"":null,""imerss.org:BCCSN:a020c579-3dee-4328-ad85-eef9aea2047f"":null,""imerss.org:BCCSN:6ae30d53-180a-4e3d-b126-7891fb6dbd25"":null,""imerss.org:BCCSN:131826"":null,""imerss.org:BCCSN:3b004d41-1f2e-4561-9d7e-fd553e018c10"":null,""imerss.org:BCCSN:a713753a-c338-4e98-8a99-1227ea729abf"":null,""imerss.org:BCCSN:131823"":null,""imerss.org:BCCSN:1936429e-1522-451b-a0d0-9d36ce4aa00a"":null,""imerss.org:BCCSN:3aec4c49-09d1-4421-91d7-78c74358d955"":null,""imerss.org:BCCSN:a89063ce-c404-4f76-9303-b81ec52d59df"":null,""imerss.org:BCCSN:1807d759-c9e8-4b27-a376-7acc9300be24"":null,""iNat:28673317"":null,""iNat:69308195"":null,""iNat:120214799"":null,""iNat:6532303"":null,""iNat:13431794"":null,""iNat:35359202"":null,""iNat:65914927"":null,""iNat:79363510"":null,""iNat:86685774"":null,""iNat:117393638"":null,""iNat:126919209"":null,""iNat:159549080"":null,""iNat:163713218"":null,""iNat:165662010"":null,""iNat:165850777"":null,""iNat:184721910"":null}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,,Balaenopteridae,,,Megaptera,novaeangliae,,BCCSN,,,8765,imerss.org:BCCSN:8765,2004-05-28T00:00:00.000Z,,,,,,iNat:184721910,2023-09-24T00:00:00.000Z,,,,,,,,
Neogale vison,1264432,Neogale vison,0,accepted,"(Schreber, 1777)",14,"{""iNat:29604755"":null,""iNat:173989841"":null,""iNat:174053993"":null,""iNat:6485976"":null,""iNat:24957462"":null,""iNat:57099169"":null,""iNat:73917800"":null,""iNat:79736578"":null,""iNat:116597040"":null,""iNat:124069851"":null,""iNat:140155471"":null,""iNat:165226299"":null,""iNat:165232758"":null,""iNat:174485411"":null}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,Mustelidae,Mustelinae,,Neogale,vison,,,,,,iNat:6485976,2017-05-28T00:00:00.000Z,,,,,,iNat:173989841,2023-07-20T00:00:00.000Z,,,,,,,,
