iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported
Nereis vexillosa,81790,Nereis vexillosa,"Grube, 1851",1,"{""imerss.org:iNat:24714358"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Nereis,vexillosa,Lena Dietz Chiasson,,,,imerss.org:iNat:24714358,2019-05-04T00:00:00.000Z,Lena Dietz Chiasson,,,,imerss.org:iNat:24714358,2019-05-04T00:00:00.000Z
Oxydromus pugettensis,494514,Oxydromus pugettensis,"(Johnson, 1901)",2,"{""imerss.org:PMLS:3405"":null,""imerss.org:iNat:15702535"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Hesionidae,Ophiodrominae,Ophiodromini,Oxydromus,pugettensis,Andy Lamb,,,,imerss.org:PMLS:3405,2006-06-23T00:00:00.000Z,Karolle Wall,,,,imerss.org:iNat:15702535,2018-08-10T00:00:00.000Z
Parasabella media,367054,Parasabella media,Bush 1905,29,"{""imerss.org:PMLS:1022"":null,""imerss.org:PMLS:3121"":null,""imerss.org:PMLS:3316"":null,""imerss.org:PMLS:4621"":null,""imerss.org:PMLS:4735"":null,""imerss.org:PMLS:5054"":null,""imerss.org:PMLS:5196"":null,""imerss.org:PMLS:5990"":null,""imerss.org:PMLS:6088"":null,""imerss.org:PMLS:6208"":null,""imerss.org:PMLS:6494"":null,""imerss.org:PMLS:6570"":null,""imerss.org:PMLS:6761"":null,""imerss.org:PMLS:6868"":null,""imerss.org:PMLS:6991"":null,""imerss.org:PMLS:8584"":null,""imerss.org:PMLS:10575"":null,""imerss.org:PMLS:10838"":null,""imerss.org:PMLS:11296"":null,""imerss.org:PMLS:12018"":null,""imerss.org:PMLS:12839"":null,""imerss.org:PMLS:13403"":null,""imerss.org:PMLS:13874"":null,""imerss.org:PMLS:14849"":null,""imerss.org:PMLS:15811"":null,""imerss.org:PMLS:17293"":null,""imerss.org:PMLS:17387"":null,""imerss.org:PMLS:17595"":null,""imerss.org:iNat:70981826"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Parasabella,media,Andy Lamb,,,,imerss.org:PMLS:1022,1994-09-10T00:00:00.000Z,Andrew Simon,,,,imerss.org:iNat:70981826,2021-03-10T00:00:00.000Z
Phyllochaetopterus prolifica,467241,Phyllochaetopterus prolifica,"Potts, 1914",9,"{""imerss.org:PMLS:4118"":null,""imerss.org:PMLS:4228"":null,""imerss.org:PMLS:4428"":null,""imerss.org:PMLS:4625"":null,""imerss.org:PMLS:4738"":null,""imerss.org:PMLS:7410"":null,""imerss.org:PMLS:9536"":null,""imerss.org:PMLS:13676"":null,""imerss.org:PMLS:17981"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,,Chaetopteridae,,,Phyllochaetopterus,prolifica,Andy Lamb,,,,imerss.org:PMLS:4118,2006-11-11T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17981,2017-06-30T00:00:00.000Z
Phyllochaetopterus,374226,Phyllochaetopterus sp.,,5,"{""imerss.org:PMLS:4862"":null,""imerss.org:PMLS:5386"":null,""imerss.org:PMLS:6573"":null,""imerss.org:PMLS:12844"":null,""imerss.org:PMLS:17298"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,,Chaetopteridae,,,Phyllochaetopterus,,Andy Lamb,,,,imerss.org:PMLS:4862,2007-10-14T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17298,2016-03-27T00:00:00.000Z
Pista elongata,338339,Pista elongata,"Moore, 1909",59,"{""imerss.org:PMLS:711"":null,""imerss.org:PMLS:1234"":null,""imerss.org:PMLS:2004"":null,""imerss.org:PMLS:2203"":null,""imerss.org:PMLS:2296"":null,""imerss.org:PMLS:2747"":null,""imerss.org:PMLS:2885"":null,""imerss.org:PMLS:4623"":null,""imerss.org:PMLS:4737"":null,""imerss.org:PMLS:5761"":null,""imerss.org:PMLS:5861"":null,""imerss.org:PMLS:6090"":null,""imerss.org:PMLS:6662"":null,""imerss.org:PMLS:6871"":null,""imerss.org:PMLS:6995"":null,""imerss.org:PMLS:8027"":null,""imerss.org:PMLS:8309"":null,""imerss.org:PMLS:8490"":null,""imerss.org:PMLS:8586"":null,""imerss.org:PMLS:8850"":null,""imerss.org:PMLS:9093"":null,""imerss.org:PMLS:9181"":null,""imerss.org:PMLS:9426"":null,""imerss.org:PMLS:9889"":null,""imerss.org:PMLS:9989"":null,""imerss.org:PMLS:10098"":null,""imerss.org:PMLS:10192"":null,""imerss.org:PMLS:11003"":null,""imerss.org:PMLS:11298"":null,""imerss.org:PMLS:11915"":null,""imerss.org:PMLS:12021"":null,""imerss.org:PMLS:12208"":null,""imerss.org:PMLS:12454"":null,""imerss.org:PMLS:12538"":null,""imerss.org:PMLS:12638"":null,""imerss.org:PMLS:12842"":null,""imerss.org:PMLS:13296"":null,""imerss.org:PMLS:13674"":null,""imerss.org:PMLS:13878"":null,""imerss.org:PMLS:13983"":null,""imerss.org:PMLS:14380"":null,""imerss.org:PMLS:14748"":null,""imerss.org:PMLS:14852"":null,""imerss.org:PMLS:15056"":null,""imerss.org:PMLS:15165"":null,""imerss.org:PMLS:15358"":null,""imerss.org:PMLS:15476"":null,""imerss.org:PMLS:15935"":null,""imerss.org:PMLS:16681"":null,""imerss.org:PMLS:17056"":null,""imerss.org:PMLS:17110"":null,""imerss.org:PMLS:17194"":null,""imerss.org:PMLS:17296"":null,""imerss.org:PMLS:17597"":null,""imerss.org:PMLS:17829"":null,""imerss.org:PMLS:17980"":null,""imerss.org:PMLS:18147"":null,""imerss.org:PMLS:18258"":null,""imerss.org:PMLS:18333"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,,Terebellidae,Terebellinae,,Pista,elongata,Andy Lamb,,,,imerss.org:PMLS:711,1993-08-16T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:18333,2019-03-17T00:00:00.000Z
Platynereis bicanaliculata,129876,Platynereis bicanaliculata,"(Baird, 1863)",6,"{""19360fb2-4031-4642-aa57-015eac7bd894"":null,""imerss.org:iNat:24541323"":null,""imerss.org:iNat:24749850"":null,""imerss.org:iNat:24769046"":null,""imerss.org:iNat:25199628"":null,""imerss.org:iNat:107423004"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Nereididae,Nereidinae,,Platynereis,bicanaliculata,,Invertebrate Zoology,,986-00197-063,19360fb2-4031-4642-aa57-015eac7bd894,1986-09-30T00:00:00.000Z,Andrew Simon,,,,imerss.org:iNat:107423004,2022-02-24T00:00:00.000Z
Protula pacifica,538108,Protula pacifica,"Pixell, 1912",64,"{""imerss.org:PMLS:241"":null,""imerss.org:PMLS:563"":null,""imerss.org:PMLS:632"":null,""imerss.org:PMLS:1388"":null,""imerss.org:PMLS:1671"":null,""imerss.org:PMLS:1763"":null,""imerss.org:PMLS:3407"":null,""imerss.org:PMLS:3788"":null,""imerss.org:PMLS:4423"":null,""imerss.org:PMLS:4618"":null,""imerss.org:PMLS:4958"":null,""imerss.org:PMLS:5051"":null,""imerss.org:PMLS:5191"":null,""imerss.org:PMLS:5854"":null,""imerss.org:PMLS:6392"":null,""imerss.org:PMLS:6566"":null,""imerss.org:PMLS:6987"":null,""imerss.org:PMLS:7125"":null,""imerss.org:PMLS:7284"":null,""imerss.org:PMLS:7518"":null,""imerss.org:PMLS:7618"":null,""imerss.org:PMLS:7918"":null,""imerss.org:PMLS:8122"":null,""imerss.org:PMLS:8304"":null,""imerss.org:PMLS:8670"":null,""imerss.org:PMLS:8767"":null,""imerss.org:PMLS:9003"":null,""imerss.org:PMLS:9089"":null,""imerss.org:PMLS:9421"":null,""imerss.org:PMLS:9532"":null,""imerss.org:PMLS:9646"":null,""imerss.org:PMLS:9884"":null,""imerss.org:PMLS:9984"":null,""imerss.org:PMLS:10422"":null,""imerss.org:PMLS:10834"":null,""imerss.org:PMLS:11116"":null,""imerss.org:PMLS:11293"":null,""imerss.org:PMLS:11422"":null,""imerss.org:PMLS:11518"":null,""imerss.org:PMLS:11618"":null,""imerss.org:PMLS:11719"":null,""imerss.org:PMLS:11812"":null,""imerss.org:PMLS:12102"":null,""imerss.org:PMLS:12203"":null,""imerss.org:PMLS:12450"":null,""imerss.org:PMLS:12531"":null,""imerss.org:PMLS:12715"":null,""imerss.org:PMLS:12835"":null,""imerss.org:PMLS:13061"":null,""imerss.org:PMLS:13164"":null,""imerss.org:PMLS:13400"":null,""imerss.org:PMLS:13870"":null,""imerss.org:PMLS:13979"":null,""imerss.org:PMLS:14046"":null,""imerss.org:PMLS:14277"":null,""imerss.org:PMLS:14549"":null,""imerss.org:PMLS:14959"":null,""imerss.org:PMLS:15258"":null,""imerss.org:PMLS:15930"":null,""imerss.org:PMLS:16048"":null,""imerss.org:PMLS:16911"":null,""imerss.org:PMLS:17976"":null,""imerss.org:PMLS:18054"":null,""imerss.org:PMLS:18141"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Protula,pacifica,Andy Lamb,,,,imerss.org:PMLS:241,1981-05-31T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:18141,2018-06-19T00:00:00.000Z
Pseudochitinopoma occidentalis,538107,Pseudochitinopoma occidentalis,"(Bush, 1905)",22,"{""591bfd98-7642-4898-a33c-f14c8ba22f67"":null,""imerss.org:PMLS:3315"":null,""imerss.org:PMLS:4223"":null,""imerss.org:PMLS:4858"":null,""imerss.org:PMLS:4960"":null,""imerss.org:PMLS:5381"":null,""imerss.org:PMLS:5487"":null,""imerss.org:PMLS:5659"":null,""imerss.org:PMLS:5856"":null,""imerss.org:PMLS:6086"":null,""imerss.org:PMLS:6206"":null,""imerss.org:PMLS:6394"":null,""imerss.org:PMLS:6758"":null,""imerss.org:PMLS:6865"":null,""imerss.org:PMLS:6989"":null,""imerss.org:PMLS:7520"":null,""imerss.org:PMLS:7620"":null,""imerss.org:PMLS:8023"":null,""imerss.org:PMLS:8486"":null,""imerss.org:PMLS:9648"":null,""imerss.org:PMLS:9765"":null,""imerss.org:PMLS:9886"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Pseudochitinopoma,occidentalis,,Invertebrate Zoology,,986-00197-068,591bfd98-7642-4898-a33c-f14c8ba22f67,1986-09-30T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:9765,2009-02-14T00:00:00.000Z
Pseudopotamilla occelata,485471,Pseudopotamilla occelata,"Moore, 1905",2,"{""cc9fcfab-f833-445d-b50a-a5102f68dcb9"":null,""ad9c6eda-4e61-4a31-a9fc-9ad75807b435"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Pseudopotamilla,occelata,,Invertebrate Zoology,,986-00197-062,cc9fcfab-f833-445d-b50a-a5102f68dcb9,1986-09-30T00:00:00.000Z,,Invertebrate Zoology,,986-00197-062,cc9fcfab-f833-445d-b50a-a5102f68dcb9,1986-09-30T00:00:00.000Z
Salmacina tribranchiata,194972,Salmacina tribranchiata,"(Moore, 1923)",1,"{""imerss.org:PMLS:4222"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Salmacina,tribranchiata,Andy Lamb,,,,imerss.org:PMLS:4222,2006-11-18T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:4222,2006-11-18T00:00:00.000Z
Schizobranchia insignis,339561,Schizobranchia insignis,"Bush, 1905",14,"{""imerss.org:PMLS:19"":null,""imerss.org:PMLS:66"":null,""8585a84d-535f-4a39-80e1-888c39e7f1ae"":null,""imerss.org:PMLS:2095"":null,""imerss.org:PMLS:3915"":null,""imerss.org:PMLS:5662"":null,""imerss.org:PMLS:6993"":null,""imerss.org:PMLS:7623"":null,""imerss.org:PMLS:15164"":null,""imerss.org:PMLS:16051"":null,""imerss.org:PMLS:16319"":null,""imerss.org:PMLS:17295"":null,""imerss.org:PMLS:17389"":null,""imerss.org:iNat:7674363"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Sabellidae,Sabellinae,,Schizobranchia,insignis,Andy Lamb,,,,imerss.org:PMLS:19,1969-02-21T00:00:00.000Z,Karolle Wall,,,,imerss.org:iNat:7674363,2017-05-26T00:00:00.000Z
Serpula columbiana,131207,Serpula columbiana,"Johnson, 1901",199,"{""imerss.org:PMLS:16"":null,""imerss.org:PMLS:64"":null,""imerss.org:PMLS:146"":null,""imerss.org:PMLS:242"":null,""imerss.org:PMLS:295"":null,""imerss.org:PMLS:392"":null,""imerss.org:PMLS:482"":null,""imerss.org:PMLS:564"":null,""1acab3aa-c172-4513-97f1-36a04dbe76b6"":null,""92c5ce54-781a-40cd-9b35-d6da7ec5dc7e"":null,""imerss.org:PMLS:633"":null,""imerss.org:PMLS:712"":null,""imerss.org:PMLS:793"":null,""imerss.org:PMLS:861"":null,""imerss.org:PMLS:933"":null,""imerss.org:PMLS:1020"":null,""imerss.org:PMLS:1115"":null,""imerss.org:PMLS:1236"":null,""imerss.org:PMLS:1389"":null,""imerss.org:PMLS:1476"":null,""imerss.org:PMLS:1577"":null,""imerss.org:PMLS:1672"":null,""imerss.org:PMLS:1762"":null,""imerss.org:PMLS:1846"":null,""imerss.org:PMLS:1919"":null,""imerss.org:PMLS:2006"":null,""imerss.org:PMLS:2091"":null,""imerss.org:PMLS:2205"":null,""imerss.org:PMLS:2300"":null,""imerss.org:PMLS:2405"":null,""imerss.org:PMLS:2499"":null,""imerss.org:PMLS:2586"":null,""imerss.org:PMLS:2674"":null,""imerss.org:PMLS:2792"":null,""imerss.org:PMLS:2880"":null,""imerss.org:PMLS:3020"":null,""imerss.org:PMLS:3123"":null,""imerss.org:PMLS:3204"":null,""imerss.org:PMLS:3314"":null,""imerss.org:PMLS:3408"":null,""imerss.org:PMLS:3540"":null,""imerss.org:PMLS:3675"":null,""imerss.org:PMLS:3789"":null,""imerss.org:PMLS:3911"":null,""imerss.org:PMLS:4000"":null,""imerss.org:PMLS:4114"":null,""imerss.org:PMLS:4341"":null,""imerss.org:PMLS:4424"":null,""imerss.org:PMLS:4512"":null,""imerss.org:PMLS:4619"":null,""imerss.org:PMLS:4732"":null,""imerss.org:PMLS:4857"":null,""imerss.org:PMLS:4959"":null,""imerss.org:PMLS:5052"":null,""imerss.org:PMLS:5192"":null,""imerss.org:PMLS:5297"":null,""imerss.org:PMLS:5380"":null,""imerss.org:PMLS:5486"":null,""imerss.org:PMLS:5573"":null,""imerss.org:PMLS:5658"":null,""imerss.org:PMLS:5759"":null,""imerss.org:PMLS:5855"":null,""imerss.org:PMLS:5988"":null,""imerss.org:PMLS:6085"":null,""imerss.org:PMLS:6205"":null,""imerss.org:PMLS:6300"":null,""imerss.org:PMLS:6393"":null,""imerss.org:PMLS:6491"":null,""imerss.org:PMLS:6567"":null,""imerss.org:PMLS:6660"":null,""imerss.org:PMLS:6757"":null,""imerss.org:PMLS:6864"":null,""imerss.org:PMLS:6988"":null,""imerss.org:PMLS:7126"":null,""imerss.org:PMLS:7285"":null,""imerss.org:PMLS:7404"":null,""imerss.org:PMLS:7519"":null,""imerss.org:PMLS:7619"":null,""imerss.org:PMLS:7724"":null,""imerss.org:PMLS:7829"":null,""imerss.org:PMLS:7919"":null,""imerss.org:PMLS:8022"":null,""imerss.org:PMLS:8123"":null,""imerss.org:PMLS:8223"":null,""imerss.org:PMLS:8305"":null,""imerss.org:PMLS:8389"":null,""imerss.org:PMLS:8485"":null,""imerss.org:PMLS:8581"":null,""imerss.org:PMLS:8671"":null,""imerss.org:PMLS:8768"":null,""imerss.org:PMLS:8848"":null,""imerss.org:PMLS:8929"":null,""imerss.org:PMLS:9004"":null,""imerss.org:PMLS:9090"":null,""imerss.org:PMLS:9178"":null,""imerss.org:PMLS:9257"":null,""imerss.org:PMLS:9330"":null,""imerss.org:PMLS:9422"":null,""imerss.org:PMLS:9533"":null,""imerss.org:PMLS:9647"":null,""imerss.org:PMLS:9764"":null,""imerss.org:PMLS:9885"":null,""imerss.org:PMLS:9985"":null,""imerss.org:PMLS:10095"":null,""imerss.org:PMLS:10190"":null,""imerss.org:PMLS:10329"":null,""imerss.org:PMLS:10423"":null,""imerss.org:PMLS:10572"":null,""imerss.org:PMLS:10680"":null,""imerss.org:PMLS:10835"":null,""imerss.org:PMLS:10999"":null,""imerss.org:PMLS:11117"":null,""imerss.org:PMLS:11198"":null,""imerss.org:PMLS:11294"":null,""imerss.org:PMLS:11423"":null,""imerss.org:PMLS:11519"":null,""imerss.org:PMLS:11619"":null,""imerss.org:PMLS:11720"":null,""imerss.org:PMLS:11813"":null,""imerss.org:PMLS:11910"":null,""imerss.org:PMLS:12015"":null,""imerss.org:PMLS:12103"":null,""imerss.org:PMLS:12204"":null,""imerss.org:PMLS:12297"":null,""imerss.org:PMLS:12368"":null,""imerss.org:PMLS:12451"":null,""imerss.org:PMLS:12532"":null,""imerss.org:PMLS:12635"":null,""imerss.org:PMLS:12716"":null,""imerss.org:PMLS:12836"":null,""imerss.org:PMLS:12960"":null,""imerss.org:PMLS:13062"":null,""imerss.org:PMLS:13165"":null,""imerss.org:PMLS:13292"":null,""imerss.org:PMLS:13401"":null,""imerss.org:PMLS:13485"":null,""imerss.org:PMLS:13571"":null,""imerss.org:PMLS:13671"":null,""imerss.org:PMLS:13789"":null,""imerss.org:PMLS:13871"":null,""imerss.org:PMLS:13980"":null,""imerss.org:PMLS:14047"":null,""imerss.org:PMLS:14118"":null,""imerss.org:PMLS:14186"":null,""imerss.org:PMLS:14278"":null,""imerss.org:PMLS:14375"":null,""imerss.org:PMLS:14469"":null,""imerss.org:PMLS:14550"":null,""imerss.org:PMLS:14642"":null,""imerss.org:PMLS:14743"":null,""imerss.org:PMLS:14846"":null,""imerss.org:PMLS:14960"":null,""imerss.org:PMLS:15053"":null,""imerss.org:PMLS:15161"":null,""imerss.org:PMLS:15259"":null,""imerss.org:PMLS:15355"":null,""imerss.org:PMLS:15473"":null,""imerss.org:PMLS:15584"":null,""imerss.org:PMLS:15701"":null,""imerss.org:PMLS:15808"":null,""imerss.org:PMLS:15931"":null,""imerss.org:PMLS:16049"":null,""imerss.org:PMLS:16148"":null,""imerss.org:PMLS:16400"":null,""imerss.org:PMLS:16491"":null,""imerss.org:PMLS:16592"":null,""imerss.org:PMLS:16677"":null,""imerss.org:PMLS:16747"":null,""imerss.org:iNat:3706037"":null,""imerss.org:PMLS:16811"":null,""imerss.org:PMLS:16912"":null,""imerss.org:PMLS:17054"":null,""imerss.org:PMLS:17107"":null,""imerss.org:PMLS:17191"":null,""imerss.org:PMLS:17291"":null,""imerss.org:PMLS:17385"":null,""imerss.org:PMLS:17483"":null,""imerss.org:PMLS:17592"":null,""imerss.org:PMLS:17709"":null,""imerss.org:PMLS:17785"":null,""imerss.org:PMLS:17826"":null,""imerss.org:iNat:5704172"":null,""imerss.org:iNat:7701427"":null,""imerss.org:PMLS:17977"":null,""imerss.org:PMLS:18055"":null,""imerss.org:iNat:10538329"":null,""imerss.org:PMLS:18142"":null,""imerss.org:PMLS:18254"":null,""imerss.org:PMLS:18328"":null,""imerss.org:PMLS:18570"":null,""imerss.org:iNat:30012078"":null,""imerss.org:iNat:24937295"":null,""imerss.org:iNat:57790054"":null,""imerss.org:iNat:71173020"":null,""imerss.org:iNat:72907409"":null,""imerss.org:iNat:76343025"":null,""imerss.org:iNat:92538019"":null,""imerss.org:iNat:86745738"":null,""imerss.org:iNat:107457349"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Serpula,columbiana,Andy Lamb,,,,imerss.org:PMLS:16,1969-02-21T00:00:00.000Z,Andrew Simon,,,,imerss.org:iNat:107457349,2022-02-25T00:00:00.000Z
Spiochaetopterus costarum,130236,Spiochaetopterus costarum,"(Claparède, 1869)",17,"{""imerss.org:PMLS:567"":null,""imerss.org:PMLS:638"":null,""imerss.org:PMLS:864"":null,""imerss.org:PMLS:1330"":null,""imerss.org:PMLS:1756"":null,""imerss.org:PMLS:1922"":null,""imerss.org:PMLS:2099"":null,""imerss.org:PMLS:2200"":null,""imerss.org:PMLS:2293"":null,""imerss.org:PMLS:3024"":null,""imerss.org:PMLS:3317"":null,""imerss.org:PMLS:8311"":null,""imerss.org:PMLS:8674"":null,""imerss.org:PMLS:12967"":null,""imerss.org:PMLS:13068"":null,""imerss.org:PMLS:17831"":null,""imerss.org:PMLS:18149"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,,Chaetopteridae,,,Spiochaetopterus,costarum,Andy Lamb,,,,imerss.org:PMLS:567,1985-12-07T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:18149,2018-06-19T00:00:00.000Z
Thelepus,117588,Thelepus spp.,,76,"{""imerss.org:PMLS:394"":null,""imerss.org:PMLS:566"":null,""imerss.org:PMLS:637"":null,""imerss.org:PMLS:792"":null,""imerss.org:PMLS:1233"":null,""imerss.org:PMLS:1329"":null,""imerss.org:PMLS:1392"":null,""imerss.org:PMLS:1480"":null,""imerss.org:PMLS:1581"":null,""imerss.org:PMLS:1675"":null,""imerss.org:PMLS:1758"":null,""imerss.org:PMLS:1848"":null,""imerss.org:PMLS:1921"":null,""imerss.org:PMLS:2098"":null,""imerss.org:PMLS:2202"":null,""imerss.org:PMLS:2295"":null,""imerss.org:PMLS:2403"":null,""imerss.org:PMLS:2584"":null,""imerss.org:PMLS:2673"":null,""imerss.org:PMLS:2886"":null,""imerss.org:PMLS:3120"":null,""imerss.org:PMLS:3414"":null,""imerss.org:PMLS:3543"":null,""imerss.org:PMLS:3679"":null,""imerss.org:PMLS:4117"":null,""imerss.org:PMLS:4227"":null,""imerss.org:PMLS:4344"":null,""imerss.org:PMLS:4514"":null,""imerss.org:PMLS:4624"":null,""imerss.org:PMLS:5385"":null,""imerss.org:PMLS:6091"":null,""imerss.org:PMLS:6397"":null,""imerss.org:PMLS:6496"":null,""imerss.org:PMLS:6996"":null,""imerss.org:PMLS:7129"":null,""imerss.org:PMLS:7409"":null,""imerss.org:PMLS:7523"":null,""imerss.org:PMLS:8028"":null,""imerss.org:PMLS:8310"":null,""imerss.org:PMLS:8491"":null,""imerss.org:PMLS:9990"":null,""imerss.org:PMLS:10263"":null,""imerss.org:PMLS:10424"":null,""imerss.org:PMLS:10577"":null,""imerss.org:PMLS:10684"":null,""imerss.org:PMLS:10841"":null,""imerss.org:PMLS:11119"":null,""imerss.org:PMLS:11202"":null,""imerss.org:PMLS:11299"":null,""imerss.org:PMLS:11427"":null,""imerss.org:PMLS:11623"":null,""imerss.org:PMLS:11723"":null,""imerss.org:PMLS:12455"":null,""imerss.org:PMLS:12720"":null,""imerss.org:PMLS:12843"":null,""imerss.org:PMLS:12966"":null,""imerss.org:PMLS:13067"":null,""imerss.org:PMLS:13405"":null,""imerss.org:PMLS:13675"":null,""imerss.org:PMLS:13879"":null,""imerss.org:PMLS:14555"":null,""imerss.org:PMLS:14645"":null,""imerss.org:PMLS:14853"":null,""imerss.org:PMLS:15057"":null,""imerss.org:PMLS:15262"":null,""imerss.org:PMLS:15587"":null,""imerss.org:PMLS:15814"":null,""imerss.org:PMLS:15936"":null,""imerss.org:PMLS:17297"":null,""imerss.org:PMLS:17391"":null,""imerss.org:PMLS:17488"":null,""imerss.org:PMLS:17598"":null,""imerss.org:PMLS:17830"":null,""imerss.org:PMLS:18148"":null,""imerss.org:PMLS:18259"":null,""imerss.org:PMLS:18334"":null}",Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,,Terebellidae,Thelepodinae,,Thelepus,,Andy Lamb,,,,imerss.org:PMLS:394,1985-08-02T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:18334,2019-03-17T00:00:00.000Z
Tomopteris,194976,Tomopteris sp.,,2,"{""imerss.org:PMLS:13060"":null,""imerss.org:iNat:73718022"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,,,,Tomopteridae,,,Tomopteris,,Andy Lamb,,,,imerss.org:PMLS:13060,2010-05-30T00:00:00.000Z,Andrew Simon,,,,imerss.org:iNat:73718022,2021-04-11T00:00:00.000Z
Trypanedenta gemmipara,1136121,Trypanedenta gemmipara,"(Johnson, 1901)",1,"{""cae2e3b0-cb54-47a1-8c83-c1afd4a5cce8"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Syllidae,Syllinae,,Trypanedenta,gemmipara,,Invertebrate Zoology,,986-00197-017,cae2e3b0-cb54-47a1-8c83-c1afd4a5cce8,1986-09-30T00:00:00.000Z,,Invertebrate Zoology,,986-00197-017,cae2e3b0-cb54-47a1-8c83-c1afd4a5cce8,1986-09-30T00:00:00.000Z
Trypanosyllis,195014,Trypanosyllis sp.,,1,"{""imerss.org:PMLS:391"":null}",Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,,Syllidae,Syllinae,,Trypanosyllis,,Andy Lamb,,,,imerss.org:PMLS:391,1985-08-02T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:391,1985-08-02T00:00:00.000Z
