iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Eurylepta leoparda,447179,Eurylepta leoparda,0,accepted,"Freeman, 1933",5,"{""imerss.org:PMLS:2400"":null,""imerss.org:PMLS:3203"":null,""imerss.org:PMLS:10679"":null,""imerss.org:PMLS:16808"":null,""iNat:4028701"":null}",Animalia,Platyhelminthes,Rhabditophora,,,,,Polycladida,Cotylea,,,Euryleptidae,,,Eurylepta,leoparda,Charlie Gibbs,PMLS,,,,imerss.org:PMLS:2400,1996-09-28T00:00:00.000Z,Andy Lamb,PMLS,,,,imerss.org:PMLS:16808,2016-01-23T00:00:00.000Z,,,,,,,,
Kaburakia excelsa,56699,Kaburakia excelsa,0,accepted,"Bock, 1925",3,"{""imerss.org:PMLS:17590"":null,""iNat:24632552"":null,""iNat:24259233"":null}",Animalia,Platyhelminthes,Rhabditophora,,,,,Polycladida,Acotylea,,Stylochoidea,Callioplanidae,,,Kaburakia,excelsa,Andy Lamb,PMLS,,,,imerss.org:PMLS:17590,2016-07-24T00:00:00.000Z,,,,,,iNat:24632552,2019-05-04T00:00:00.000Z,,,,,,,,
