iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported
Bougainvillia,247135,Bougainvillia sp.,,5,"{""imerss.org:PMLS:8017"":null,""imerss.org:PMLS:8219"":null,""imerss.org:PMLS:8299"":null,""imerss.org:PMLS:8387"":null,""imerss.org:PMLS:10986"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Bougainvilliidae,,,Bougainvillia,,Andy Lamb,,,,imerss.org:PMLS:8017,2008-10-05T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:10986,2009-04-13T00:00:00.000Z
Caryophyllia alaskensis,459907,Caryophyllia (Caryophyllia) alaskensis,"Vaughan, 1941",3,"{""imerss.org:PMLS:9876"":null,""imerss.org:PMLS:13660"":null,""imerss.org:PMLS:18565"":null}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,,,,Caryophylliidae,,,Caryophyllia,alaskensis,Andy Lamb,,,,imerss.org:PMLS:9876,2009-02-14T00:00:00.000Z,Stefania Gorgopa,,,,imerss.org:PMLS:18565,2019-05-04T00:00:00.000Z
Catablema vesicarium nodulosum,888777,Catablema vesicarium nodulosum,"Bigelow, 1913",3,"{""imerss.org:iNat:73718029"":null,""imerss.org:iNat:74472240"":null,""imerss.org:iNat:74472282"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Pandeidae,,,Catablema,vesicarium,Andrew Simon,,,,imerss.org:iNat:73718029,2021-04-11T00:00:00.000Z,Andrew Simon,,,,imerss.org:iNat:74472240,2021-04-18T00:00:00.000Z
Clytia gregaria,195428,Clytia gregaria,"(Agassiz, 1862)",27,"{""imerss.org:CMN:CMNI 1900-1132"":null,""imerss.org:PMLS:239"":null,""imerss.org:PMLS:390"":null,""imerss.org:PMLS:627"":null,""imerss.org:PMLS:2389"":null,""imerss.org:PMLS:2488"":null,""imerss.org:PMLS:3018"":null,""imerss.org:PMLS:4567"":null,""imerss.org:PMLS:4957"":null,""imerss.org:PMLS:5190"":null,""imerss.org:PMLS:8019"":null,""imerss.org:PMLS:8221"":null,""imerss.org:PMLS:8301"":null,""imerss.org:PMLS:8483"":null,""imerss.org:PMLS:8579"":null,""imerss.org:PMLS:8667"":null,""imerss.org:PMLS:10564"":null,""imerss.org:PMLS:10988"":null,""imerss.org:PMLS:15352"":null,""imerss.org:PMLS:15471"":null,""imerss.org:PMLS:15583"":null,""imerss.org:PMLS:15700"":null,""imerss.org:PMLS:15805"":null,""imerss.org:PMLS:15920"":null,""imerss.org:iNat:74472247"":null,""imerss.org:iNat:74711620"":null,""imerss.org:iNat:135278450"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Campanulariidae,,,Clytia,gregaria,"O'Clair, Rita M.",,,CMNI 1900-1132,imerss.org:CMN:CMNI 1900-1132,1976-06-19T00:00:00.000Z,Dave Zeuss Cochrane,,,,imerss.org:iNat:135278450,2022-09-14T00:00:00.000Z
Cribrinopsis fernaldi,465158,Cribrinopsis fernaldi,"Siebert & Spaulding, 1976",44,"{""imerss.org:PMLS:103"":null,""imerss.org:PMLS:707"":null,""imerss.org:PMLS:1007"":null,""imerss.org:PMLS:1104"":null,""imerss.org:PMLS:1664"":null,""imerss.org:PMLS:2394"":null,""imerss.org:PMLS:2576"":null,""imerss.org:PMLS:4215"":null,""imerss.org:PMLS:4846"":null,""imerss.org:PMLS:5369"":null,""imerss.org:PMLS:5476"":null,""imerss.org:PMLS:5647"":null,""imerss.org:PMLS:6737"":null,""imerss.org:PMLS:6849"":null,""imerss.org:CHU2010:87"":null,""imerss.org:CHU2010:88"":null,""imerss.org:CHU2010:89"":null,""imerss.org:CHU2010:90"":null,""imerss.org:CHU2010:91"":null,""imerss.org:CHU2010:92"":null,""imerss.org:PMLS:7389"":null,""imerss.org:PMLS:8007"":null,""imerss.org:PMLS:9171"":null,""imerss.org:PMLS:9251"":null,""imerss.org:PMLS:9413"":null,""imerss.org:PMLS:9520"":null,""imerss.org:PMLS:9630"":null,""imerss.org:PMLS:9977"":null,""imerss.org:PMLS:10323"":null,""imerss.org:PMLS:10805"":null,""imerss.org:PMLS:11510"":null,""imerss.org:PMLS:11800"":null,""imerss.org:CHU2010:93"":null,""imerss.org:PMLS:12703"":null,""imerss.org:PMLS:13477"":null,""imerss.org:PMLS:13859"":null,""imerss.org:PMLS:14113"":null,""imerss.org:PMLS:14462"":null,""imerss.org:PMLS:14633"":null,""imerss.org:PMLS:14733"":null,""imerss.org:PMLS:15572"":null,""imerss.org:PMLS:16039"":null,""imerss.org:PMLS:16898"":null,""imerss.org:PMLS:17473"":null}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Cribrinopsis,fernaldi,Andy Lamb,,,,imerss.org:PMLS:103,1971-08-21T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17473,2016-07-24T00:00:00.000Z
Cribrinopsis rubens,936577,Cribrinopsis rubens,"Sanamyan, Sanamyan, McDaniel, Martynov, Korshunova & Bocharova, 2019",19,"{""imerss.org:PMLS:4105"":null,""imerss.org:PMLS:5845"":null,""imerss.org:PMLS:6194"":null,""imerss.org:PMLS:6385"":null,""imerss.org:PMLS:6558"":null,""imerss.org:PMLS:6972"":null,""imerss.org:PMLS:7510"":null,""imerss.org:PMLS:7718"":null,""imerss.org:PMLS:7906"":null,""imerss.org:PMLS:8996"":null,""imerss.org:PMLS:9752"":null,""imerss.org:PMLS:10667"":null,""imerss.org:PMLS:11275"":null,""imerss.org:PMLS:11411"":null,""imerss.org:PMLS:11606"":null,""imerss.org:PMLS:11708"":null,""imerss.org:PMLS:12364"":null,""imerss.org:PMLS:12520"":null,""imerss.org:PMLS:13147"":null}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Cribrinopsis,rubens,Andy Lamb,,,,imerss.org:PMLS:4105,2006-11-11T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:13147,2010-07-17T00:00:00.000Z
Cyanea ferruginea,786996,Cyanea ferruginea,"Eschscholtz, 1829",44,"{""imerss.org:PMLS:3015"":null,""imerss.org:PMLS:3115"":null,""imerss.org:iNat:97172675"":null,""imerss.org:PMLS:3671"":null,""imerss.org:PMLS:3785"":null,""imerss.org:PMLS:4566"":null,""imerss.org:PMLS:6753"":null,""imerss.org:PMLS:6981"":null,""imerss.org:PMLS:7826"":null,""imerss.org:PMLS:7916"":null,""imerss.org:PMLS:8015"":null,""imerss.org:PMLS:8217"":null,""imerss.org:PMLS:8297"":null,""imerss.org:PMLS:8385"":null,""imerss.org:PMLS:8577"":null,""imerss.org:PMLS:8665"":null,""imerss.org:PMLS:9882"":null,""imerss.org:PMLS:10559"":null,""imerss.org:PMLS:10985"":null,""imerss.org:PMLS:13567"":null,""imerss.org:PMLS:14640"":null,""imerss.org:PMLS:15918"":null,""imerss.org:iNat:77377159"":null,""imerss.org:iNat:2854871"":null,""imerss.org:iNat:3680731"":null,""imerss.org:iNat:3515341"":null,""imerss.org:iNat:4030052"":null,""imerss.org:iNat:4004835"":null,""imerss.org:PMLS:17910"":null,""imerss.org:iNat:41570521"":null,""imerss.org:iNat:9068207"":null,""imerss.org:iNat:14064388"":null,""imerss.org:iNat:29685247"":null,""imerss.org:iNat:49655927"":null,""imerss.org:iNat:73718016"":null,""imerss.org:iNat:73721931"":null,""imerss.org:iNat:80827327"":null,""imerss.org:iNat:82105816"":null,""imerss.org:iNat:83186493"":null,""imerss.org:iNat:85157309"":null,""imerss.org:iNat:123893599"":null,""imerss.org:iNat:129506080"":null,""imerss.org:iNat:131337465"":null,""imerss.org:iNat:138336694"":null}",Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,,Cyaneidae,,,Cyanea,ferruginea,Andy Lamb,,,,imerss.org:PMLS:3015,1999-10-02T00:00:00.000Z,,,,,imerss.org:iNat:138336694,2022-10-10T00:00:00.000Z
Diadumene lineata,81783,Diadumene lineata,"(Verrill, 1869)",7,"{""imerss.org:iNat:15156184"":null,""imerss.org:iNat:24520918"":null,""imerss.org:iNat:24689379"":null,""imerss.org:iNat:24708097"":null,""imerss.org:iNat:24714413"":null,""imerss.org:iNat:24743607"":null,""imerss.org:iNat:32125269"":null}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Metridioidea,Diadumenidae,,,Diadumene,lineata,Nomadkris,,,,imerss.org:iNat:15156184,2018-08-05T00:00:00.000Z,Norah Brown,,,,imerss.org:iNat:24520918,2019-05-04T00:00:00.000Z
Discophyton rudyi,460061,Discophyton rudyi,"(Verseveldt & van Ofwegen, 1992)",3,"{""imerss.org:PMLS:1472"":null,""imerss.org:PMLS:2391"":null,""imerss.org:PMLS:2572"":null}",Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Malacalcyonacea,,,,Discophytidae,,,Discophyton,rudyi,Charlie Gibbs,,,,imerss.org:PMLS:1472,1995-02-24T00:00:00.000Z,Charlie Gibbs,,,,imerss.org:PMLS:2572,1996-09-29T00:00:00.000Z
Ectopleura crocea,324497,Ectopleura crocea,"(Agassiz, 1862)",67,"{""imerss.org:PMLS:701"":null,""imerss.org:PMLS:1113"":null,""imerss.org:PMLS:3784"":null,""imerss.org:PMLS:3908"":null,""imerss.org:PMLS:4726"":null,""imerss.org:PMLS:4955"":null,""imerss.org:PMLS:5186"":null,""imerss.org:PMLS:5296"":null,""imerss.org:PMLS:5483"":null,""imerss.org:PMLS:5757"":null,""imerss.org:PMLS:5853"":null,""imerss.org:PMLS:5985"":null,""imerss.org:PMLS:6083"":null,""imerss.org:PMLS:6299"":null,""imerss.org:PMLS:6486"":null,""imerss.org:PMLS:6656"":null,""imerss.org:PMLS:6749"":null,""imerss.org:PMLS:6859"":null,""imerss.org:PMLS:7824"":null,""imerss.org:PMLS:7915"":null,""imerss.org:PMLS:8120"":null,""imerss.org:PMLS:8215"":null,""imerss.org:PMLS:8576"":null,""imerss.org:PMLS:8765"":null,""imerss.org:PMLS:8926"":null,""imerss.org:PMLS:9084"":null,""imerss.org:PMLS:9640"":null,""imerss.org:PMLS:9761"":null,""imerss.org:PMLS:9880"":null,""imerss.org:PMLS:10187"":null,""imerss.org:PMLS:10419"":null,""imerss.org:PMLS:10556"":null,""imerss.org:PMLS:10677"":null,""imerss.org:PMLS:10822"":null,""imerss.org:PMLS:10976"":null,""imerss.org:PMLS:11517"":null,""imerss.org:PMLS:11614"":null,""imerss.org:PMLS:11907"":null,""imerss.org:PMLS:12012"":null,""imerss.org:PMLS:12200"":null,""imerss.org:PMLS:12293"":null,""imerss.org:PMLS:12446"":null,""imerss.org:PMLS:12632"":null,""imerss.org:PMLS:12712"":null,""imerss.org:PMLS:12832"":null,""imerss.org:PMLS:12956"":null,""imerss.org:PMLS:13054"":null,""imerss.org:PMLS:13158"":null,""imerss.org:PMLS:13287"":null,""imerss.org:PMLS:13398"":null,""imerss.org:PMLS:13565"":null,""imerss.org:PMLS:13786"":null,""imerss.org:PMLS:14182"":null,""imerss.org:PMLS:14272"":null,""imerss.org:PMLS:14370"":null,""imerss.org:PMLS:14546"":null,""imerss.org:PMLS:14741"":null,""imerss.org:PMLS:14844"":null,""imerss.org:PMLS:15468"":null,""imerss.org:PMLS:15581"":null,""imerss.org:PMLS:16146"":null,""imerss.org:PMLS:16316"":null,""imerss.org:PMLS:17288"":null,""imerss.org:PMLS:17384"":null,""imerss.org:PMLS:17587"":null,""imerss.org:PMLS:18053"":null,""imerss.org:PMLS:18326"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,,Tubulariidae,,,Ectopleura,crocea,Andy Lamb,,,,imerss.org:PMLS:701,1993-08-16T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:18326,2019-03-17T00:00:00.000Z
Ectopleura marina,492142,Ectopleura marina,"(Torrey, 1902)",22,"{""imerss.org:PMLS:238"":null,""imerss.org:PMLS:625"":null,""imerss.org:PMLS:859"":null,""imerss.org:PMLS:1015"":null,""imerss.org:PMLS:1216"":null,""imerss.org:PMLS:1386"":null,""imerss.org:PMLS:1475"":null,""imerss.org:PMLS:1845"":null,""imerss.org:PMLS:1993"":null,""imerss.org:PMLS:2088"":null,""imerss.org:PMLS:2188"":null,""imerss.org:PMLS:2487"":null,""imerss.org:PMLS:2877"":null,""imerss.org:PMLS:3200"":null,""imerss.org:PMLS:5572"":null,""imerss.org:PMLS:6487"":null,""imerss.org:PMLS:10977"":null,""imerss.org:PMLS:11286"":null,""imerss.org:PMLS:14044"":null,""imerss.org:PMLS:14273"":null,""imerss.org:PMLS:14371"":null,""imerss.org:PMLS:15916"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,,Tubulariidae,,,Ectopleura,marina,Andy Lamb,,,,imerss.org:PMLS:238,1981-05-31T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:15916,2013-05-17T00:00:00.000Z
Epiactis lisbethae,429853,Epiactis lisbethae,"Fautin & Chia, 1986",6,"{""imerss.org:PMLS:2865"":null,""imerss.org:PMLS:5980"":null,""imerss.org:PMLS:6480"":null,""imerss.org:PMLS:8840"":null,""imerss.org:PMLS:16670"":null,""imerss.org:PMLS:17277"":null}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Epiactis,lisbethae,Charlie Gibbs,,,,imerss.org:PMLS:2865,1999-07-31T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17277,2016-03-27T00:00:00.000Z
Epiactis prolifera,49060,Epiactis prolifera,"Verrill, 1869",9,"{""imerss.org:PMLS:142"":null,""imerss.org:PMLS:1010"":null,""imerss.org:PMLS:1196"":null,""imerss.org:PMLS:2756"":null,""imerss.org:PMLS:3901"":null,""imerss.org:PMLS:7818"":null,""imerss.org:PMLS:10178"":null,""imerss.org:PMLS:10961"":null,""imerss.org:PMLS:17578"":null}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Actinioidea,Actiniidae,,,Epiactis,prolifera,Andy Lamb,,,,imerss.org:PMLS:142,1973-09-20T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17578,2016-07-24T00:00:00.000Z
Epizoanthus scotinus,429859,Epizoanthus scotinus,"Wood, 1957",108,"{""imerss.org:PMLS:234"":null,""imerss.org:PMLS:790"":null,""imerss.org:PMLS:928"":null,""imerss.org:PMLS:1108"":null,""imerss.org:PMLS:1199"":null,""imerss.org:PMLS:1378"":null,""imerss.org:PMLS:1470"":null,""imerss.org:PMLS:1568"":null,""imerss.org:PMLS:1668"":null,""imerss.org:PMLS:2083"":null,""imerss.org:PMLS:2199"":null,""imerss.org:PMLS:2289"":null,""imerss.org:PMLS:2399"":null,""imerss.org:PMLS:2581"":null,""imerss.org:PMLS:2787"":null,""imerss.org:PMLS:2866"":null,""imerss.org:PMLS:3393"":null,""imerss.org:PMLS:3666"":null,""imerss.org:PMLS:3779"":null,""imerss.org:PMLS:3994"":null,""imerss.org:PMLS:4107"":null,""imerss.org:PMLS:4217"":null,""imerss.org:PMLS:4334"":null,""imerss.org:PMLS:4418"":null,""imerss.org:PMLS:4507"":null,""imerss.org:PMLS:4721"":null,""imerss.org:PMLS:4849"":null,""imerss.org:PMLS:4951"":null,""imerss.org:PMLS:5180"":null,""imerss.org:PMLS:5289"":null,""imerss.org:PMLS:5371"":null,""imerss.org:PMLS:5478"":null,""imerss.org:PMLS:5649"":null,""imerss.org:PMLS:5750"":null,""imerss.org:PMLS:5848"":null,""imerss.org:PMLS:6198"":null,""imerss.org:PMLS:6294"":null,""imerss.org:PMLS:6387"":null,""imerss.org:PMLS:6481"":null,""imerss.org:PMLS:6562"":null,""imerss.org:PMLS:6739"":null,""imerss.org:PMLS:6853"":null,""imerss.org:PMLS:6976"":null,""imerss.org:PMLS:7117"":null,""imerss.org:PMLS:7275"":null,""imerss.org:PMLS:7395"":null,""imerss.org:PMLS:7607"":null,""imerss.org:PMLS:7719"":null,""imerss.org:PMLS:7909"":null,""imerss.org:PMLS:8009"":null,""imerss.org:PMLS:8113"":null,""imerss.org:PMLS:8209"":null,""imerss.org:PMLS:8290"":null,""imerss.org:PMLS:8382"":null,""imerss.org:PMLS:8477"":null,""imerss.org:PMLS:8571"":null,""imerss.org:PMLS:8659"":null,""imerss.org:PMLS:8761"":null,""imerss.org:PMLS:8841"":null,""imerss.org:PMLS:8999"":null,""imerss.org:PMLS:9079"":null,""imerss.org:PMLS:9175"":null,""imerss.org:PMLS:9253"":null,""imerss.org:PMLS:9324"":null,""imerss.org:PMLS:9416"":null,""imerss.org:PMLS:9757"":null,""imerss.org:PMLS:9874"":null,""imerss.org:PMLS:9980"":null,""imerss.org:PMLS:10089"":null,""imerss.org:PMLS:10257"":null,""imerss.org:PMLS:10548"":null,""imerss.org:PMLS:10673"":null,""imerss.org:PMLS:10809"":null,""imerss.org:PMLS:10962"":null,""imerss.org:PMLS:11105"":null,""imerss.org:PMLS:11189"":null,""imerss.org:PMLS:11279"":null,""imerss.org:PMLS:11415"":null,""imerss.org:PMLS:11512"":null,""imerss.org:PMLS:11608"":null,""imerss.org:PMLS:11712"":null,""imerss.org:PMLS:11804"":null,""imerss.org:PMLS:12522"":null,""imerss.org:PMLS:12625"":null,""imerss.org:PMLS:12706"":null,""imerss.org:PMLS:12823"":null,""imerss.org:PMLS:12950"":null,""imerss.org:PMLS:13047"":null,""imerss.org:PMLS:13279"":null,""imerss.org:PMLS:13862"":null,""imerss.org:PMLS:14041"":null,""imerss.org:PMLS:14116"":null,""imerss.org:PMLS:14362"":null,""imerss.org:PMLS:14736"":null,""imerss.org:PMLS:14836"":null,""imerss.org:PMLS:14951"":null,""imerss.org:PMLS:15576"":null,""imerss.org:PMLS:15796"":null,""imerss.org:PMLS:16392"":null,""imerss.org:PMLS:16900"":null,""imerss.org:PMLS:17186"":null,""imerss.org:PMLS:17278"":null,""imerss.org:PMLS:17379"":null,""imerss.org:PMLS:17581"":null,""imerss.org:PMLS:17966"":null,""imerss.org:PMLS:18130"":null,""imerss.org:PMLS:18323"":null,""imerss.org:iNat:70487014"":null}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Zoantharia,Macrocnemina,,,Epizoanthidae,,,Epizoanthus,scotinus,Andy Lamb,,,,imerss.org:PMLS:234,1981-05-31T00:00:00.000Z,Dave Zeuss Cochrane,,,,imerss.org:iNat:70487014,2021-03-02T00:00:00.000Z
Euphysa,247163,Euphysa spp.,,2,"{""imerss.org:PMLS:628"":null,""imerss.org:iNat:4052450"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,,Corymorphidae,,,Euphysa,,Charlie Gibbs,,,,imerss.org:PMLS:628,1993-05-09T00:00:00.000Z,Karolle Wall,,,,imerss.org:iNat:4052450,2013-05-09T00:00:00.000Z
Eutonina indicans,348053,Eutonina indicans,"(Romanes, 1876)",21,"{""imerss.org:PMLS:2279"":null,""imerss.org:PMLS:2789"":null,""imerss.org:PMLS:6983"":null,""imerss.org:PMLS:8484"":null,""imerss.org:PMLS:8580"":null,""imerss.org:PMLS:8668"":null,""imerss.org:PMLS:10328"":null,""imerss.org:PMLS:10989"":null,""imerss.org:PMLS:11289"":null,""imerss.org:PMLS:13057"":null,""imerss.org:PMLS:13161"":null,""imerss.org:PMLS:13290"":null,""imerss.org:PMLS:14275"":null,""imerss.org:PMLS:15921"":null,""imerss.org:PMLS:18508"":null,""imerss.org:iNat:72235816"":null,""imerss.org:iNat:72245207"":null,""imerss.org:iNat:72245211"":null,""imerss.org:iNat:73721934"":null,""imerss.org:iNat:73721936"":null,""imerss.org:iNat:74472228"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Eirenidae,,,Eutonina,indicans,Charlie Gibbs,,,,imerss.org:PMLS:2279,1996-05-29T00:00:00.000Z,Andrew Simon,,,,imerss.org:iNat:74472228,2021-04-18T00:00:00.000Z
Garveia annulata,63662,Garveia annulata,"Nutting, 1901",23,"{""imerss.org:PMLS:384"":null,""imerss.org:PMLS:1217"":null,""imerss.org:PMLS:1843"":null,""imerss.org:PMLS:1995"":null,""imerss.org:PMLS:2743"":null,""imerss.org:PMLS:2875"":null,""imerss.org:PMLS:3907"":null,""imerss.org:PMLS:5984"":null,""imerss.org:PMLS:6081"":null,""imerss.org:PMLS:6485"":null,""imerss.org:PMLS:6654"":null,""imerss.org:PMLS:6747"":null,""imerss.org:PMLS:7823"":null,""imerss.org:iNat:130990318"":null,""imerss.org:PMLS:9639"":null,""imerss.org:PMLS:10185"":null,""imerss.org:PMLS:10418"":null,""imerss.org:PMLS:10820"":null,""imerss.org:PMLS:10974"":null,""imerss.org:PMLS:11906"":null,""imerss.org:PMLS:12830"":null,""imerss.org:PMLS:14181"":null,""imerss.org:PMLS:17286"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Bougainvilliidae,,,Garveia,annulata,Andy Lamb,,,,imerss.org:PMLS:384,1985-08-02T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17286,2016-03-27T00:00:00.000Z
Gonionemus vertens,501046,Gonionemus vertens,"A. Agassiz, 1862",2,"{""imerss.org:iNat:97205557"":null,""imerss.org:iNat:3706321"":null}",Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Limnomedusae,,,,Olindiidae,,,Gonionemus,vertens,Karolle Wall,,,,imerss.org:iNat:97205557,2009-07-09T00:00:00.000Z,Karolle Wall,,,,imerss.org:iNat:3706321,2013-07-07T00:00:00.000Z
Grammaria,874029,Grammaria spp.,,1,"{""imerss.org:PMLS:10983"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Lafoeidae,,,Grammaria,,Andy Lamb,,,,imerss.org:PMLS:10983,2009-04-13T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:10983,2009-04-13T00:00:00.000Z
Halcampa crypta,196729,Halcampa crypta,"Siebert & Hand, 1974",1,"{""imerss.org:iNat:136714426"":null}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Metridioidea,Halcampidae,,,Halcampa,crypta,Dave Zeuss Cochrane,,,,imerss.org:iNat:136714426,2022-09-27T00:00:00.000Z,Dave Zeuss Cochrane,,,,imerss.org:iNat:136714426,2022-09-27T00:00:00.000Z
Halcampa decemtentaculata,124510,Halcampa decemtentaculata,"Hand, 1955",3,"{""imerss.org:PMLS:7273"":null,""imerss.org:PMLS:14949"":null,""imerss.org:PMLS:17579"":null}",Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Metridioidea,Halcampidae,,,Halcampa,decemtentaculata,Andy Lamb,,,,imerss.org:PMLS:7273,2008-06-21T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:17579,2016-07-24T00:00:00.000Z
Halecium beanii,668120,Halecium beanii,"(Johnston, 1838)",1,"{""imerss.org:PMLS:12714"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Haleciidae,,,Halecium,beanii,Andy Lamb,,,,imerss.org:PMLS:12714,2010-04-18T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:12714,2010-04-18T00:00:00.000Z
Halecium densum,874028,Halecium densum,"Calkins, 1899",5,"{""imerss.org:PMLS:3536"":null,""imerss.org:PMLS:7122"":null,""imerss.org:PMLS:9643"":null,""imerss.org:PMLS:10827"":null,""imerss.org:PMLS:10984"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Haleciidae,,,Halecium,densum,Andy Lamb,,,,imerss.org:PMLS:3536,2006-06-30T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:10984,2009-04-13T00:00:00.000Z
Hydractinia,203798,Hydractinia sp.,,2,"{""imerss.org:PMLS:6655"":null,""imerss.org:PMLS:6748"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Hydractiniidae,,,Hydractinia,,Andy Lamb,,,,imerss.org:PMLS:6655,2008-03-22T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:6748,2008-04-27T00:00:00.000Z
Hydrallmania franciscana,873899,Hydrallmania franciscana,"(Trask, 1857)",2,"{""imerss.org:PMLS:3535"":null,""imerss.org:PMLS:4111"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Hydrallmania,franciscana,Andy Lamb,,,,imerss.org:PMLS:3535,2006-06-30T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:4111,2006-11-11T00:00:00.000Z
Lafoea dumosa,423721,Lafoea dumosa,"(Fleming, 1820)",24,"{""imerss.org:PMLS:388"":null,""imerss.org:PMLS:3014"":null,""imerss.org:PMLS:3202"":null,""imerss.org:PMLS:3311"":null,""imerss.org:PMLS:4617"":null,""imerss.org:PMLS:5378"":null,""imerss.org:PMLS:5485"":null,""imerss.org:PMLS:5655"":null,""imerss.org:PMLS:6860"":null,""imerss.org:PMLS:7121"":null,""imerss.org:PMLS:7614"":null,""imerss.org:PMLS:8014"":null,""imerss.org:PMLS:8928"":null,""imerss.org:PMLS:9086"":null,""imerss.org:PMLS:9419"":null,""imerss.org:PMLS:10826"":null,""imerss.org:PMLS:10982"":null,""imerss.org:PMLS:12014"":null,""imerss.org:PMLS:13978"":null,""imerss.org:PMLS:14184"":null,""imerss.org:PMLS:15470"":null,""imerss.org:PMLS:15802"":null,""imerss.org:PMLS:16396"":null,""imerss.org:PMLS:16488"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Lafoeidae,,,Lafoea,dumosa,Andy Lamb,,,,imerss.org:PMLS:388,1985-08-02T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:16396,2013-10-23T00:00:00.000Z
Leuckartiara longicalcar,776381,Leuckartiara longicalcar,"Schuchert, 2018",2,"{""imerss.org:iNat:57175835"":null,""imerss.org:iNat:58218778"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Pandeidae,,,Leuckartiara,longicalcar,Catiemac,,,,imerss.org:iNat:57175835,2020-05-09T00:00:00.000Z,Karen Stan,,,,imerss.org:iNat:58218778,2020-05-26T00:00:00.000Z
Melicertum octocostatum,550154,Melicertum octocostatum,"(M. Sars, 1835)",2,"{""imerss.org:PMLS:10992"":null,""imerss.org:PMLS:15923"":null}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Melicertidae,,,Melicertum,octocostatum,Andy Lamb,,,,imerss.org:PMLS:10992,2009-04-13T00:00:00.000Z,Andy Lamb,,,,imerss.org:PMLS:15923,2013-05-17T00:00:00.000Z
