Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Sitobion fragariae,(Walker),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,Macrosiphini,Sitobion,fragariae,,,,exotic,,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033482,,,,,,,ART,accepted,326913,Sitobion fragariae,,
Neophilaenus lineatus,,,lined spittle bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cercopoidea,Aphrophoridae,Aphrophorinae,Philaenini,Neophilaenus,lineatus,,,,exotic,,,new 2016,observed,2019-08-21,Chris G. Ratzlaff,CGR,,,2016-06-23,Andrew Simon,iNat:3516407,on thistle~3 mm length,203336,ART,accepted,203336,Neophilaenus lineatus,Neophilaenus lineatus,Neophilaenus lineatus
Philaenus spumarius,,,meadow spittlebug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cercopoidea,Aphrophoridae,Aphrophorinae,Philaenini,Philaenus,spumarius,,,,exotic,,,new 2016,observed,2019-08-20,Chris G. Ratzlaff,CGR,,,2016-06-01,Andrew Simon,iNat:3364924,See image with (large) phonebook for scale of this tiny spittle bug. We were mounting pressings when it appeared on the table and I am guessing its original habitat was herbaceous.,56189,ART,accepted,56189,Philaenus spumarius,Philaenus spumarius,Philaenus spumarius
Aradus fuscomaculatus,Stål,,flat bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Aradoidea,Aradidae,Aradinae,,Aradus,fuscomaculatus,,,,native,,,reported,unobserved,1971-05-28,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-6178,,,,,,498352,ART,accepted,498352,Aradus fuscomaculatus,Aradus fuscomaculatus,
Aradus heidemanni,Bergroth,,flat bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Aradoidea,Aradidae,Aradinae,,Aradus,heidemanni,,,,native,,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,,ART,accepted,1095143,Aradus heidemanni,,
Lethocerus americanus,(Leidy),,giant water bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Nepoidea,Belostomatidae,Lethocerinae,,Lethocerus,americanus,,,,native,,,confirmed,observed,1988-09-01,E. Thorn,SEM,SEM-UBC HET-6167,,2016-10-06,Brahm Hartman,iNat:4299923,,81572,ART,accepted,81572,Lethocerus americanus,Lethocerus americanus,Lethocerus americanus
Jalysus wickhami,Van Duzee,,stilt bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Berytidae,Metacanthinae,Metacanthini,Jalysus,wickhami,,,,native,,,reported,unobserved,1986-05-31,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-5584,,,,,,416821,ART,accepted,416821,Jalysus wickhami,Jalysus wickhami,
Neoneides muticus,(Say),,stilt bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Berytidae,Berytinae,,Neoneides,muticus,,,,native,,,confirmed,observed,1970-08-30,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-5718,,2020-02-15,Kath Boake Wüthrich,iNat:38744204,,60039,ART,accepted,60039,Neoneides muticus,Neoneides muticus,Neoneides muticus
Amblysellus grex,(Oman),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Deltocephalinae,Deltocephalini,Amblysellus,grex,,,,native,,,reported,unobserved,1986-10-13,Geoffrey G.E. Scudder,CNC,CNC 947616,,,,,,,ART,accepted,1023809,Amblysellus grex,,
Anoscopus albiger,(Germar),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Aphrodinae,Aphrodini,Anoscopus,albiger,,,,exotic,,,reported,unobserved,1981-08-01,Geoffrey G.E. Scudder,SEM,SEM-UBC CICA-0024,,,,,,213731,ART,accepted,213731,Anoscopus albiger,Anoscopus albiger,
Aphrodes costatus,(Panzer),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Aphrodinae,Aphrodini,Aphrodes,makarovi,,,,exotic,,,new 2019,unobserved,2019-08-21,Chris G. Ratzlaff,CGR,,,,,,,,ART,unaccepted,606609,Aphrodes makarovi,,
Balclutha sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Deltocephalinae,Macrostelini,Balclutha,,,,,,,,new 2018,observed,,,,,,2018-05-19,Scott Gilmore,iNat:12872555,,174596,ART,accepted,174596,Balclutha,Balclutha,Balclutha
Ceratagallia californica,(Baker),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Megophthalminae,Agalliini,Ceratagallia,californica,,,,native,,,reported,unobserved,1989-08-19,Geoffrey G.E. Scudder,CNC,CNC 984914,,,,,,,ART,accepted,372106,Ceratagallia californica,,
Colladonus arctostaphyli,Downes,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Deltocephalinae,Athysanini,Colladonus,arctostaphyli,,,,native,,,reported,unobserved,1980-09-01,Geoffrey G.E. Scudder,SEM,???,,,,,,787517,ART,accepted,787517,Colladonus arctostaphyli,Colladonus arctostaphyli,
Colladonus reductus,(Van Duzee),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Deltocephalinae,Athysanini,Colladonus,montanus,,,,native,,,reported,unobserved,1990-09-30,Geoffrey G.E. Scudder,SEM,SEM-UBC CICA-0093,,,,,,,ART,unaccepted,1030806,Colladonus montanus reductus,,
Deltocephalus fuscinervosus,Van Duzee,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Deltocephalinae,Deltocephalini,Deltocephalus,fuscinervosus,,,,native,,,reported,unobserved,1986-10-13,Geoffrey G.E. Scudder,SEM,SEM-UBC CICA-0112,,,,,,,ART,accepted,372137,Deltocephalus fuscinervosus,,
Deltocephalus vanduzei,Gillette & Baker,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Deltocephalinae,Deltocephalini,Deltocephalus,vanduzei,,,,native,,,reported,unobserved,1986-10-13,Geoffrey G.E. Scudder,CNC,CNC 754585,,,,,,,ART,accepted,1030808,Deltocephalus vanduzei,,
Deltocephalus vanfus,Kramer,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Deltocephalinae,Deltocephalini,Deltocephalus,vanfus,,,,native,,,reported,unobserved,1990-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC CICA-0117,,,,,,,ART,accepted,1337859,Deltocephalus vanfus,,
Dikraneura absenta,DeLong & Cvaldwell,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Typhlocybinae,Dikraneurini,Dikraneura,absenta,,,,native,,,reported,unobserved,1989-06-25,Geoffrey G.E. Scudder,CNC,CNC#HEM 406255,,,,,,,ART,accepted,458848,Dikraneura absenta,,
Dikraneura rufula,Gillette,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Typhlocybinae,Dikraneurini,Dikraneura,rufula,,,,native,,,reported,unobserved,1990-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC CICA-0121,,,,,,,ART,accepted,458850,Dikraneura rufula,,
Draeculacephala robinsoni,Hamilton,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Cicadellinae,Cicadellini,Draeculacephala,robinsoni,,,,native,,,new 2019,unobserved,2019-08-20,Chris G. Ratzlaff,CGR,,,,,,,,ART,accepted,218700,Draeculacephala robinsoni,,
Empoasca sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Typhlocybinae,Empoascini,Empoasca,,,,,,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,iNat:6223422,,518476,ART,accepted,173635,Empoasca,Empoasca,Empoascini
Graphocephala atropunctata,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Cicadellinae,Cicadellini,Graphocephala,atropunctata,,,,,,,new 2023,observed,,,,,,2023-09-08,Kevin Toomer,iNat:182504562,,1064647,ART,accepted,1064647,Graphocephala atropunctata,Graphocephala atropunctata,Graphocephala atropunctata
Idiocerus iodes,Hamilton,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Eurymelinae,Idiocerini,Idiocerus,iodes,,,,native,,,reported,unobserved,1983-05-01,Geoffrey G.E. Scudder,CNC,CNC#HEM 405740,,,,,,,ART,accepted,454442,Idiocerus iodes,,
Orientus ishidae,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Deltocephalinae,Athysanini,Orientus,ishidae,,,,,,,new 2022,observed,,,,,,2022-10-07,Kevin Toomer,iNat:137902622,,203320,ART,accepted,203320,Orientus ishidae,Orientus ishidae,Orientus ishidae
Osbornellus borealis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Deltocephalinae,Scaphoideini,Osbornellus,borealis,,,,,,,new 2023,observed,,,,,,2023-08-31,Kevin Toomer,iNat:181274767,,372408,ART,accepted,372408,Osbornellus borealis,Osbornellus borealis,Osbornellus borealis
Okanagana rimosa,(Say),,cicada,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cicadoidea,Cicadidae,Tibicininae,Tibicinini,Okanagana,rimosa,,,,native,,,reported,unobserved,1984-07-01,J. Scudder,SEM,SEM-UBC CIC-0004,,,,,,176579,ART,accepted,176579,Okanagana rimosa,Okanagana rimosa,
Platypedia areolata,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cicadoidea,Cicadidae,Tibicininae,Platypediini,Platypedia,areolata,,,,,,,new 2022,observed,,,,,,2022-04-30,Jack Bindernagel,iNat:114745498,,347805,ART,accepted,347805,Platypedia areolata,Platypedia areolata,Platypedia areolata
Ceraleptus pacificus,Barber,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Pseudophloeinae,Pseudophloeini,Ceraleptus,pacificus,,,,native,,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,533261,ART,accepted,533261,Ceraleptus pacificus,Ceraleptus pacificus,
Coriomeris insularis,Dolling & Yonke,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Pseudophloeinae,Pseudophloeini,Coriomeris,insularis,,,,native,,,reported,unobserved,1970-08-30,Geoffrey G.E. Scudder,RBCM,ENT991-133485,,,,,,217596,ART,accepted,217596,Coriomeris insularis,Coriomeris insularis,
Leptoglossus occidentalis,Heidemann,,western conifer seed bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Coreinae,Anisoscelini,Leptoglossus,occidentalis,,,,native,,,confirmed,observed,1975-10-25,J. Scudder,SEM,SEM-UBC HET-3658,,2015-07-02,Andrew Simon,iNat:1728336,I found this insect moving about on the seeds of dock (Rumex sp),67771,ART,accepted,67771,Leptoglossus occidentalis,Leptoglossus occidentalis,Leptoglossus occidentalis
Callicorixa vulnerata,(Uhler),,water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Corixini,Callicorixa,vulnerata,,,,native,,,reported,unobserved,1972-03-18,Geoffrey G.E. Scudder,SEM,SEM-UBC COR-0892,,,,,,498430,ART,accepted,498430,Callicorixa vulnerata,Callicorixa vulnerata,
Corisella inscripta,(Uhler),,water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Corixini,Corisella,inscripta,,,,native,,,reported,unobserved,1982-04-09,Geoffrey G.E. Scudder,SEM,SEM-UBC COR-2076,,,,,,498432,ART,accepted,498432,Corisella inscripta,Corisella inscripta,
Hesperocorixa atopodonta,(Hungerford),,water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Corixini,Hesperocorixa,atopodonta,,,,native,,,reported,unobserved,1984-03-05,Geoffrey G.E. Scudder,SEM,SEM-UBC COR-2293,,,,,,221231,ART,accepted,221231,Hesperocorixa atopodonta,Hesperocorixa atopodonta,
Hesperocorixa laevigata,(Uhler),,water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Corixini,Hesperocorixa,laevigata,,,,native,,,reported,unobserved,1982-04-09,Geoffrey G.E. Scudder,SEM,SEM-UBC COR-2546,,,,,,221236,ART,accepted,221236,Hesperocorixa laevigata,Hesperocorixa laevigata,
Hesperocorixa vulgaris,(Hungerford),,water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Corixini,Hesperocorixa,vulgaris,,,,native,,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,221243,ART,accepted,221243,Hesperocorixa vulgaris,Hesperocorixa vulgaris,
Sigara omani,(Hungerford),,water boatman,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Corixini,Sigara,omani,,,,native,,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,450962,ART,accepted,450962,Sigara omani,Sigara omani,
Cymus luridus,Stål,,true bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Cymidae,Cyminae,,Cymus,luridus,,,,native,,,reported,unobserved,1974-06-16,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-2861,,,,,,453839,ART,accepted,453839,Cymus luridus,Cymus luridus,
Delphacodes consimilis,"(Van Duzee, 1897)",,delphacid planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Delphacoidea,Delphacidae,Delphacinae,Delphacini,Nothodelphax,consimilis,,,,native,,,reported,unobserved,1973-07-19,Geoffrey G.E. Scudder,SEM,SEM-UBC DEL-0027,,,,,,,ART,unaccepted,500961,Nothodelphax consimilis,,
Delphacodes lutulentella,Muir & Gifford,,delphacid planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Delphacoidea,Delphacidae,Delphacinae,Delphacini,Delphacodes,lutulentella,,,,native,,,reported,unobserved,1989-06-24,Geoffrey G.E. Scudder,SEM,SEM-UBC DEL-0041,,,,,,498435,ART,accepted,498435,Delphacodes lutulentella,Delphacodes lutulentella,
Javesella lutulentella,(Muir & Gifford),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Delphacoidea,Delphacidae,Delphacinae,Delphacini,Javesella,lutulentella,,,,native,,,reported,unobserved,1989-06-24,Geoffrey G.E. Scudder,SEM,SEM-UBC DEL-0041,,,,,,,ART,accepted,1338021,Javesella lutulentella,,
Liburniella ornata,,,ornate planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Delphacoidea,Delphacidae,Delphacinae,Delphacini,Liburniella,ornata,,,,exotic,,,new 2019,observed,2019-08-21,Chris G. Ratzlaff,CGR,,,2019-08-21,Chris Ratzlaff,iNat:44952769,,326721,ART,accepted,326721,Liburniella ornata,Liburniella ornata,Liburniella ornata
Nothodelphax consimilis,(Van Duzee),,delphacid planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Delphacoidea,Delphacidae,Delphacinae,Delphacini,Nothodelphax,consimilis,,,,native,,,reported,unobserved,1973-07-19,Geoffrey G.E. Scudder,SEM,SEM-UBC DEL-0027,,,,,,500961,ART,accepted,500961,Nothodelphax consimilis,Nothodelphax consimilis,
Nothodelphax occlusa,(Van Duzee),,delphacid planthopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Delphacoidea,Delphacidae,Delphacinae,Delphacini,Nothodelphax,occlusa,,,,native,,,reported,unobserved,1982-05-09,Geoffrey G.E. Scudder,SEM,SEM-UBC DEL-0103,,,,,,498415,ART,accepted,498415,Nothodelphax occlusa,Nothodelphax occlusa,
Stenocranus felti,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Delphacoidea,Delphacidae,Stenocraninae,,Stenocranus,felti,,,,native,,,new 2019,observed,2019-08-22,Chris G. Ratzlaff,CGR,,,2019-08-22,Chris Ratzlaff,iNat:44952768,,451288,ART,accepted,451288,Stenocranus felti,Stenocranus felti,Stenocranus felti
Omolicna sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoroidea,Derbidae,Derbinae,Cenchreini,Omolicna,,,,,native,,,reported,unobserved,1981-04-18,Richard Cannings,RBCM,ENT991-148232,,,,,,340042,ART,accepted,340042,Omolicna,Omolicna,
Periphyllus testudinaceus,(Fernie),,Common Maple Aphid,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Chaitophorinae,Chaitophorini,Periphyllus,testudinaceus,,,,exotic,,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033498,,,,,,,ART,accepted,394830,Periphyllus testudinaceus,,
Tuberculatus columbiae,Richards,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Calaphidinae,Panaphidini,Tuberculatus,columbiae,,,,native,,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033483,,,,,,,ART,accepted,1339930,Tuberculatus columbiae,,
Geocoris bullatus,(Say),,big-eyed bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Geocoridae,Geocorinae,,Geocoris,bullatus,,,,native,,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,296394,ART,accepted,296394,Geocoris bullatus,Geocoris bullatus,
Aquarius remigis,,,common water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Gerrini,Aquarius,remigis,,,,native,,,new 2017,observed,,,,,,2017-03-22,Sarah Tweedale,iNat:5428110,,59651,ART,accepted,59651,Aquarius remigis,Aquarius remigis,Aquarius remigis
Gerris buenoi,Kirkaldy,,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Gerrini,Gerris,buenoi,,,,native,,,reported,unobserved,1982-05-09,Geoffrey G.E. Scudder,SEM,SEM-UBC GER-3314,,,,,,220375,ART,accepted,220375,Gerris buenoi,Gerris buenoi,
Gerris incognitus,Drake & Hottes,,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Gerrini,Gerris,incognitus,,,,native,,,reported,unobserved,1971-04-03,Geoffrey G.E. Scudder,SEM,SEM-UBC GER-1450,,,,,,209850,ART,accepted,209850,Gerris incognitus,Gerris incognitus,
Gerris incurvatus,Drake & Hottes,,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Gerrini,Gerris,incurvatus,,,,native,,,reported,unobserved,1985-04-05,Geoffrey G.E. Scudder,SEM,SEM-UBC GER-2105,,,,,,878056,ART,accepted,878056,Gerris incurvatus,Gerris incurvatus,
Gerris pingreensis,Drake & Hottes,,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Gerrini,Gerris,pingreensis,,,,native,,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,453233,ART,accepted,453233,Gerris pingreensis,Gerris pingreensis,
Limnoporus notabilis,Drake & Hottes,,water strider,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Gerridae,Gerrinae,Gerrini,Limnoporus,notabilis,,,,native,,,reported,unobserved,1977-04-09,Geoffrey G.E. Scudder,SEM,SEM-UBC GER-2972,,,,,,366934,ART,accepted,366934,Limnoporus notabilis,Limnoporus notabilis,
Neophyllura arbuti,(Schwarz),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Psylloidea,Liviidae,Euphyllurinae,,Neophyllura,arbuti,,,,native,,,reported,unobserved,1928-06-27,unknown,EMEC,EMEC715578,,,,,,,ART,accepted,560509,Neophyllura arbuti,,
Kleidocerys franciscanus,(Stal),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Ischnorhynchinae,,Kleidocerys,franciscanus,,,,native,,,reported,unobserved,1984-07-19,Geoffrey G.E. Scudder,SEM,SEM-UBC LYG-0003,,,,,,,ART,accepted,1093116,Kleidocerys franciscanus,,
Kleidocerys resedae,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Ischnorhynchinae,,Kleidocerys,resedae,,,,native,,,confirmed,observed,1969-05-18,Geoffrey G.E. Scudder,RBCM,ENT017-011892,,2017-05-14,Scott Gilmore,iNat:6345410,,555944,ART,accepted,261586,Kleidocerys resedae,Kleidocerys resedae fuscomaculatus,Kleidocerys resedae
Lygaeus kalmii,,,small milkweed bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Lygaeinae,,Lygaeus,kalmii,,,,native,,,new 2015,observed,,,,,,2015-08-28,Andrew Simon,iNat:1930975,,62045,ART,accepted,62045,Lygaeus kalmii,Lygaeus kalmii,Lygaeus kalmii
Neacoryphus bicrucis,(Say),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Lygaeinae,,Neacoryphus,bicrucis,,,,native,,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,261608,ART,accepted,261608,Neacoryphus bicrucis,Neacoryphus bicrucis,
Nysius niger,Baker,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Orsillinae,Nysiini,Nysius,niger,,,,native,,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,453993,ART,accepted,453993,Nysius niger,Nysius niger,
Nysius tenellus,Barber,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,Orsillinae,Nysiini,Nysius,tenellus,,,,native,,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,296406,ART,accepted,296406,Nysius tenellus,Nysius tenellus,
Platycotis vittata,(Fabricius),,oak tree hopper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Membracidae,Membracinae,Hoplophorionini,Platycotis,vittata,,,,native,,,confirmed,observed,1982-08-25,Geoffrey G.E. Scudder,SEM,SEM-UBC HOM-0030,,2017-05-13,Scott Gilmore,iNat:6203555,syn. Platycotis quadrivittata,48679,ART,accepted,48679,Platycotis vittata,Platycotis vittata,Platycotis vittata
Mesovelia mulsanti,White,,water treader,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Mesovelioidea,Mesoveliidae,,,Mesovelia,mulsanti,,,,native,,,reported,unobserved,1984-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-5809,,,,,,224954,ART,accepted,224954,Mesovelia mulsanti,Mesovelia mulsanti,
Asciodema obsoleta,(Fieber),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Phylini,Asciodema,obsoleta,,,,exotic,,,reported,unobserved,1989-06-24,Geoffrey G.E. Scudder,CNCI,AMNH_PBI000 85885,,,,,,,ART,accepted,481110,Asciodema obsoleta,,
Atractotomus cooperi,Stonedahl,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Nasocorini,Atractotomus,cooperi,,,,native,,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,1030945,ART,accepted,1030945,Atractotomus cooperi,Atractotomus cooperi,
Blepharidopterus angulatus,(Fallén),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Orthotylinae,Orthotylini,Blepharidopterus,angulatus,,,,exotic,,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,481398,ART,accepted,481398,Blepharidopterus angulatus,Blepharidopterus angulatus,
