Taxon,Author,Common Name,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,Catalogue Number,iNaturalist Link,ID,iNaturalist photo,Notes
Neottia banksiana,(Lind.) Rchb. f.,Northwestern twayblade,native,S4 (2015),confirmed,1975-07-29,Ken Carey,UBC,2014-07-26,elsemikkelsen,UBC: V157729,https://www.inaturalist.org/observations/9237020,131227,https://static.inaturalist.org/photos/12502085/medium.jpg?1513988410,
Neottia cordata,(L) Rchb.,heartleaf twayblade,native,S4S5 (2015),confirmed,2012-07-25,Erin R. Manton,UBC,2017-07-02,judithofsquamish,UBC: V239571,https://www.inaturalist.org/observations/7270701,204364,https://static.inaturalist.org/photos/9398539/medium.jpeg?1501379061,
Nephrophyllidium crista-galli,(Menzies ex Hook.) Gilg ,deer-cabbage,native,S5 (2000),confirmed,1997-07-13,Gerald B. Straley ,UBC,2018-05-31,derekkillby,UBC: V226170,https://www.inaturalist.org/observations/13002587,340457,https://static.inaturalist.org/photos/18914990/medium.jpg?1527825410,
Nuphar polysepala,Engelm (Engelm.) E.O. Beal.,western yellow pond-lily,native,S5 (2000),confirmed,1913-07-27,John Davidson ,UBC,2017-06-30,hillanddale,UBC: V25067,https://www.inaturalist.org/observations/9532707,78234,https://static.inaturalist.org/photos/13000430/medium.jpeg?1516404733,
Nuttallanthus canadensis,(L.) D.A. Sutton,blue toadflax,exotic,SNA (2016),reported,1978-09-17,R.C. Summerbell ,UBC,,,UBC: V167630,,59112,,
Nymphaea sp.,L.,water-lilies,,genus is in CDC records,new 2019,,,,2019-06-30,breannawilson,,https://www.inaturalist.org/observations/28087443,51122,https://static.inaturalist.org/photos/43759372/medium.jpg?1562108035,
Oemleria cerasiformis,(Torr. & A. Gray ex Hook. & Arn.) Landon ,osoberry,native,S5 (2015),new 2016,,,,2016-03-23,judithofsquamish,,http://www.inaturalist.org/observations/4396004,53419,https://static.inaturalist.org/photos/5277047/medium.jpeg?1476923655,
Oenanthe sarmentosa,C. Presl ex DC.,water parsley,native,S5 (2015) ,confirmed,2012-07-25,Erin R. Manton,UBC,2018-09-22,keeganjd,UBC: V238600,https://www.inaturalist.org/observations/16813606,60127,https://static.inaturalist.org/photos/25386047/medium.jpeg?1537659957,
Oenothera biennis,L.,common evening-primrose,native,SNA (2001),new 2017,,,,2017-07-18,hillanddale,,https://www.inaturalist.org/observations/9532739,62207,https://static.inaturalist.org/photos/13000483/medium.jpeg?1516404949,
Oplopanax horridus,(Sm.) Miq.,devil's club,native,S5 (2015) ,new 2016,,,,2016-04-02,judithofsquamish,,http://www.inaturalist.org/observations/4396042,83914,https://static.inaturalist.org/photos/5277109/medium.jpeg?1476924236,
Origanum vulgare,L.,oregano,exotic,SNA (2001),new 2018,,,,2018-09-08,benkeen,,https://www.inaturalist.org/observations/16328666,61396,https://static.inaturalist.org/photos/24534591/medium.jpg?1536434985,
Orthilia secunda,L.,one-sided wintergreen,native,S5 (2015),confirmed,1976-07-15,Murray Clark,UBC,2017-06-24,judithofsquamish,UBC: V161995,https://www.inaturalist.org/observations/6797714,78288,https://static.inaturalist.org/photos/8646706/medium.jpeg?1498427670,
Osmorhiza berteroi,DC.,mountain sweet cicely,native,S5 (2015),confirmed,1974-07-04,Charles E. Beil,UBC,2018-07-22,citizen1,UBC: V176121,https://www.inaturalist.org/observations/15588921,53166,https://static.inaturalist.org/photos/23309540/medium.jpg?1534541378,
Osmorhiza depauperata ,Phil.,blunt-fruited sweet-cicely,native,S5 (2015),reported,1966-07-29,B. Fraser ,UBC,,,UBC: V161002,,78294,,
Osmorhiza purpurea,(J.M. Coult. & Rose) Suksd.,purple sweet-cicely,native,S5 (2000),confirmed,1989-07-04,Frank Lomer,UBC,2016-04-09,judithofsquamish,UBC: V200144,https://www.inaturalist.org/observations/9983507,78296,https://static.inaturalist.org/photos/13720966/medium.jpeg?1519520710,
Oxalis corniculata,L.,creeping woodsorrel,exotic,SNA (2019),new 2019,,,,2019-08-21,benkeen,,https://www.inaturalist.org/observations/31272887,53168,https://static.inaturalist.org/photos/48932187/medium.jpeg?1566447772,
Oxalis stricta,L.,upright yellow woodsorrel,exotic,SNA (2019),new 2019,,,,2019-07-18,benkeen,,https://www.inaturalist.org/observations/29096203,53183,https://static.inaturalist.org/photos/45395441/medium.jpeg?1563518018,
Oxybasis rubra,"(Linnaeus) S. Fuentes, Uotila & Borsch",red pigweed,native,S4 (2000),new 2018,,,,2018-09-07,judithofsquamish,,https://www.inaturalist.org/observations/16344835,931679,https://static.inaturalist.org/photos/24566568/medium.jpeg?1536466858,
Oxyria digyna ,L.,purple sweet-cicely,native,S4 (2015),reported,1917-08-12,J. Davidson,UBC,2017-06-24,judithofsquamish,UBC: V35335,https://www.inaturalist.org/observations/6797714,78288,https://static.inaturalist.org/photos/8646706/medium.jpeg?1498427670,
Packera pauciflora ,(Pursh) Á. Löve & D. Löve,alpine groundsel,native,S5 (2000),reported,2009-05-11,Bruce Fraser,UBC,,,UBC: V158333,,78327,,
Panicum sp.,L.,panicgrasses,native,S5 (2000),new 2018,,,,2018-10-09,judithofsquamish,,https://www.inaturalist.org/observations/18003157,60301,https://static.inaturalist.org/photos/27521810/medium.jpeg?1541049718,
Papaver cambricum,L.,Welsh poppy,exotic,SNA (2008),new 2017,,,,2017-05-29,sea2skynaturebc,,http://inaturalist.ca/observations/6418021,807416,https://static.inaturalist.org/photos/8100508/medium.jpg?1496081228,
Parnassia fimbriata,K.D. Koenig,fringed grass of Parnassus,native,S5 (2015) ,confirmed,1973-08-27,Vladimir J. Krajina,UBC,2018-08-29,judithofsquamish,UBC: V151756,https://www.inaturalist.org/observations/17456240,78351,https://static.inaturalist.org/photos/26540466/medium.jpeg?1539405873,
Paxistima myrsinites,(Pursh.) Raf.,Oregon boxwood,native,S5 (2015) ,confirmed,1973-08-27,Vladimir J. Krajina,UBC,2018-07-02,sea2skynaturebc,UBC: V151756,https://www.inaturalist.org/observations/13999123,63893,https://static.inaturalist.org/photos/20704702/medium.jpg?1530580095,
Pedicularis bracteosa,Benth. ,towering lousewort,native,S5 (2000),confirmed,1913-00-00,W. Taylor,UBC,2019-08-25,kmfret,UBC: V30030,https://www.inaturalist.org/observations/32093817,49646,https://static.inaturalist.org/photos/50303179/medium.jpeg?1567577869,
Pedicularis racemosa ,Douglas ex Benth.,leafy lousewort,native,S4S5 (2015),reported,1914-00-00,W. Taylor,UBC,,,UBC: V138985,,78372,,
Penstemon davidsonii menziesii,Greene (D.D. Keck) ,creeping beardtongue,native,S4 (2001),confirmed,1913-00-00,W. Taylor,UBC,2012-08-05,judithofsquamish,UBC: V30175,https://www.inaturalist.org/observations/32714537,242057,https://static.inaturalist.org/photos/51328769/medium.jpeg?1568486895,
Penstemon procerus ,Douglas ex Graham,Tolmie's beardtongue,native,S5 (2000),reported,1958-07-25,V.C. Brink ,UBC,,,UBC: V120477,,78414,,
Penstemon procerus var. tolmiei  ,(Hook.) Cronquist,Tolmie's beardtongue,native,S5 (2000) ,reported,1943-08-01,John Davidson,UBC,,,UBC: V29500,,153359,,herbarium record  P. tolmiei ssp. tolmiei
Penstemon serrulatus,Menzies ex Sm.,Cascade beardtongue,native,S5 (2015),confirmed,1913-07-08,A. E. Baggs,UBC,2016-05-17,judithofsquamish,UBC: V47118,https://www.inaturalist.org/observations/9192969,143674,https://static.inaturalist.org/photos/12443326/medium.jpeg?1513615309,
Pentagramma triangularis ssp. triangularis ,(Kaulf.) Yatsk.,Maxon's goldback fern,native,S4S5 (2015),reported,2008-07-20,Steve Joya,UBC,,,UBC: V225589,,58767,,
Perideridia gairdneri ,(Hook. & Arn.) Mathias,common yampah,native,S3S4 (2015),reported,1978-08-15,John Pinder-Moss ,UBC,,,UBC: V166526,,78434,,
Persicaria amphibia,(L.) Gray,water smartweed,native,S5 (2019),new 2019,,,,2019-06-18,judithofsquamish,,https://www.inaturalist.org/observations/27471813,78450,https://static.inaturalist.org/photos/42747109/medium.jpeg?1561248801,
Persicaria hydropiperoides,(Michaux) Small,swamp smartweed,native,S4S5 (2019),new 2019,,,,2019-09-23,judithofsquamish,,https://www.inaturalist.org/observations/33411595,78453,https://static.inaturalist.org/photos/52474983/medium.jpeg?1569469952,
Persicaria maculosa,Gray,spotted lady's thumb,exotic,SNA (2019),new 2019,,,,2019-08-16,benkeen,,https://www.inaturalist.org/observations/30969189,56166,https://static.inaturalist.org/photos/48422071/medium.jpeg?1566009218,
Petasites frigidus,(L.) Fr.,Arctic butterbur,native,S5 (2000) ,confirmed,1973-08-27,Vladimir J. Krajina,UBC,2017-07-02,judithofsquamish,UBC: V151755,https://www.inaturalist.org/observations/7270830,55780,https://static.inaturalist.org/photos/9398789/medium.jpeg?1501379778,
Petasites frigidus palmatus,(L.) Fr. (Aiton) Cronquist,Western sweet coltsfoot,native,S5 (2000) ,new 2017,,,,2017-04-02,hillanddale,,https://www.inaturalist.org/observations/9532599,55778,https://static.inaturalist.org/photos/13000289/medium.jpg?1516403973,
Petrosedum forsterianum ,Sm.,rock stonecrop,exotic,SNA (2009),reported,2015-03-27,Frank Lomer ,UBC,,,UBC: V246474,,710296,,
Petrosedum rupestre,(Linnaeus) P.V. Heath,reflexed stonecrop,exotic,not in CDC records,new 2019,,,,2019-04-07,benkeen,,https://www.inaturalist.org/observations/22164398,734805,https://static.inaturalist.org/photos/34315293/medium.jpg?1554675240,
Phacelia hastata var. hastata ,Douglas ex Lehm.,silverleaf phacelia/scorpionweed,native,S5 (2000) ,reported,1931-08-28,C.F. Connor ,UBC,,,UBC: V21366,,80115,,
Phacelia sericea subsp. sericea,(Graham) A. Gray,silky phacelia,native,"in progress, see 'notes'",reported,1913-08-04,John Davidson ,UBC,,,UBC: V62621,,237781,,"herbarium record P. sericea var. caespitosa, will be reposted on CDC"
Phalaris arundinacea,L.,reed canary grass,exotic,SNA (2013),new 2015,,,,2015-07-15,judithofsquamish,,http://www.inaturalist.org/observations/4396776,63337,https://static.inaturalist.org/photos/5278582/medium.jpeg?1476931446,
Phalaris canariensis,L.,canary grass,exotic,SNA (2019),new 2019,,,,2019-07-06,benkeen,,https://www.inaturalist.org/observations/28317682,57191,https://static.inaturalist.org/photos/44132090/medium.jpeg?1562445487,
Phleum alpinum,L.,alpine timothy,native,S5 (2015) ,confirmed,1965-07-07,B. Fraser ,UBC,2018-07-08,judithofsquamish,UBC: V158231,https://www.inaturalist.org/observations/14220533,78540,https://static.inaturalist.org/photos/21097654/medium.jpeg?1531194093,
Phleum pratense,L.,timothy,exotic,SNA ,new 2018,,,,2018-07-17,judithofsquamish,,https://www.inaturalist.org/observations/14470461,57190,https://static.inaturalist.org/photos/21538656/medium.jpeg?1531890725,
Phlox diffusa ,Benth.,spreading phlox,native,S5 (2000) ,reported,1926-07-27,George A. Hardy ,RBCM,,,V008082,,78544,,
Phyllodoce empetriformis,(Sm.) D. Don,red mountain-heather,native,S5 (2014) ,confirmed,1997-07-13,Gerald B. Straley ,UBC,2017-07-02,sea2skynaturebc,UBC: V226168,http://inaturalist.ca/observations/6979652,78560,https://static.inaturalist.org/photos/8932044/medium.jpg?1499610199, 
Phyllodoce glanduliflora,(Hook.) Coville,yellow mountain-heath,native,S5 (2015) ,confirmed,1965-08-16,B. Fraser ,UBC,2016-07-22,judithofsquamish,UBC: V160985,https://www.inaturalist.org/observations/10603800,126558,https://static.inaturalist.org/photos/14785956/medium.jpeg?1522800991,
Phyllodoce × intermedia ,(Hook.) Rydb.,hybrid mountain-heath,native,SNA ,reported,1967-08-19,V. Bednar ,UBC,,,UBC: V35988,,170915,,
Physocarpus capitatus,(Pursh) Kuntze,Pacific ninebark,native,S4S5 (2015) ,confirmed,1913-06-01,F. Perry,UBC,2015-06-07,judithofsquamish,UBC: V33318,http://www.inaturalist.org/observations/4396912,57249,https://static.inaturalist.org/photos/5278883/medium.jpeg?1476933657,
Picea engelmannii,Parry ex Engelm,spruces,native,S5 (2019),new 2019,,,,2019-08-24,kmfret,,https://www.inaturalist.org/observations/31816526,78582,https://static.inaturalist.org/photos/49834847/medium.jpeg?1567203507,interesting observation-location is west of usual range
Picea sitchensis,(Bong.) Carrière,Sitka spruce,native,S5 (2015) ,new 2016,,,,2016-04-18,judithofsquamish,,http://www.inaturalist.org/observations/4399625,68131,https://static.inaturalist.org/photos/5282795/medium.jpeg?1476980823,
Pinguicula vulgaris subsp. macroceras ,L.,none,native,S3S4 (2001) ,reported,1965-07-29,B. Fraser ,UBC,,,UBC: V158295,,606728,,
Pilosella aurantiaca,(L.) F.W. Schultz & Sch. Bip.,orange hawkweed,exotic,SNA (2001),new 2014,,,,2014-06-16,hillanddale,,https://www.inaturalist.org/observations/9528590,711103,https://static.inaturalist.org/photos/12993287/medium.jpeg?1516376908,
Pilosella caespitosa,(Dumort) P.D.Sell & C.West,meadow hawkweed,exotic,SNA (2001) ,new 2018,,,,2018-08-18,citizen1,,https://www.inaturalist.org/observations/15732953,711086,https://static.inaturalist.org/photos/23491108/medium.jpeg?1534794517,
Pinguicula vulgaris,L.,common butterwort,native,S4 (2001),new 2019,,,,2019-05-30,judithofsquamish,,https://www.inaturalist.org/observations/27473970,121266,https://static.inaturalist.org/photos/42750580/medium.jpeg?1561251120,
Pinus albicaulis,Engelm.,whitebark pine,native,S2S3 (2013),confirmed,1965-07-29,B. Fraser ,UBC,2019-08-24,kmfret,UBC: V161012,https://www.inaturalist.org/observations/31812201,68083,https://static.inaturalist.org/photos/49824805/medium.jpeg?1567196518,
Pinus contorta contorta,Douglas,shore pine,native,S5 (2000),new 2015,,,,2015-03-13,judithofsquamish,,https://www.inaturalist.org/observations/5968856,80130,https://static.inaturalist.org/photos/7459335/medium.jpeg?1493227728,
Pinus monticola,Douglas ex. D. Don,western white pine,native,S4 (2015) ,confirmed,1912-08-17,John Davidson ,UBC,2015-03-13,judithofsquamish,UBC: V5533,https://www.inaturalist.org/observations/5995773,68084,https://static.inaturalist.org/photos/7498063/medium.jpeg?1493395512,
Plantago elongata var. elongata ,Pursh ,slender plantain,native,S4 (2001),reported,1993-05-24,Terry Taylor ,RBCM,,,V182021,,237970,,
Plantago lanceolata,L.,English plantain,exotic,SNA (2001),new 2016,,,,2016-04-25,judithofsquamish,,http://www.inaturalist.org/observations/4399795,53178,https://static.inaturalist.org/photos/5282959/medium.jpeg?1476981753,
Plantago macrocarpa,Cham. & Schltdl.,Alaska plantain,native,S4 (2015) ,confirmed,2016-05-30,Judith Holm,UBC,2015-05-20,judithofsquamish,UBC: V244881,http://www.inaturalist.org/observations/4402324,167006,https://static.inaturalist.org/photos/5286890/medium.jpeg?1477000214,
Plantago major,L.,greater plantain,exotic,SNA (2001),new 2016,,,,2016-10-19,judithofsquamish,,https://www.inaturalist.org/observations/10604242,58961,https://static.inaturalist.org/photos/14786686/medium.jpeg?1522802165,
Plantago maritima juncoides,L. var. juncoides (Lam.) A. Gray,seaside plantain,native,S5   ,new 2015,,,,2015-05-30,judithofsquamish,,http://www.inaturalist.org/observations/4402796,67812,https://static.inaturalist.org/photos/5287569/medium.jpeg?1477003979,
Platanthera aquilonis,Sheviak ,north wind bog orchid,native,S5 (2015) ,confirmed,1931-06-01,Vernon C. Brink ,UBC,2018-07-21,judithofsquamish,UBC: V65975,https://www.inaturalist.org/observations/14702971,131230,https://static.inaturalist.org/photos/21924308/medium.jpeg?1532477739,
Platanthera dilatata,(Pursh) Lindl. ex L.C. Beck,white bog orchid,native,S5,confirmed,1971-07-15,Emmy Fisher,UBC,2015-06-07,judithofsquamish,UBC: V156842,http://www.inaturalist.org/observations/4403034,78623,https://static.inaturalist.org/photos/5287869/medium.jpeg?1477005911,
Platanthera dilatata var. leucostachys ,(Pursh) Lindl. ex L.C. Beck,Sierra bog orchid,native,S5 (2000) ,reported,1926-07-04,W. Ashlee,UBC,,,UBC: V141569,,81271,,
Platanthera orbiculata,(Pursh) Lindl.,round-leaved bog orchid,native,S4 (2015),confirmed,1916-07-25,W. Taylor ,UBC,2016-07-03,hillanddale,UBC: V219082,https://www.inaturalist.org/observations/8500276,131218,https://static.inaturalist.org/photos/11340223/medium.jpg?1508645552,
Platanthera stricta,Lindl.,slender bog orchid,native,S5 (2015),confirmed,1974-10-15,Peggy C. Martin,UBC,2017-07-02,judithofsquamish,UBC: V148168,https://www.inaturalist.org/observations/7270946,50739,https://static.inaturalist.org/photos/9398956/medium.jpeg?1501380192,
Plectritis congesta ,(Lindl.) DC.,shortspur seablush,native,S5 (2015) ,reported,1983-05-03,Gerald B. Straley,UBC,,,UBC: V178680,,57786,,
Pleuropogon refractus,(A. Gray) Benth. ex Vasey ,nodding semaphore grass,native,S3S4 (2015) ,confirmed,1963-08-31,V.C. Brink,UBC,2017-09-05,judithofsquamish,UBC: V236741,https://www.inaturalist.org/observations/7979840,78629,https://static.inaturalist.org/photos/10550347/medium.jpeg?1505750133,
Poa alpina,L.,alpine meadow-grass,native,S5 (2015),reported,1969-09-03,T. Christopher Brayshaw,RBCM,,,V055013,,167076,,
Poa annua,L.,annual meadow-grass,exotic,SNA (2000),new 2017,,,,2017-05-05,chlorophilia,,https://www.inaturalist.org/observations/6113043,52808,https://static.inaturalist.org/photos/7647829/medium.jpeg?1494086384,
Poa compressa,L.,flattened meadow-grass,exotic,SNA (2005) ,reported,2016-07-28,Terry Taylor,UBC,,,UBC: V244884,,78636,,
Poa cusickii ssp. epilis,Vasey ,skyline bluegrass,native,S4 (2001),reported,1969-09-06,T. Christopher Brayshaw,RBCM,,,V055010,,80140,,
Poa glauca,Vahl,glaucous meadow-grass,native,S5 (2000) ,reported,1926-08-01,George A. Hardy,RBCM,,,V008009,,78641,,
Poa lettermanii ,Vasey,Letterman's bluegrass,native,S4 (2015),reported,1911-09-01,E. Burns,UBC,,,UBC: V20352,,78646,,
Poa nemoralis ,L.,wood meadow-grass,exotic,SNA (2000) ,reported,2015-05-30,Frank Lomer ,UBC,,,UBC: V246597,,78649,,
Poa paucispicula ,Scribn. & Merr.,marsh bluegrass,native,S4 (2015) ,reported,1938-08-12,John W. E Eastham ,RBCM,,,V011306,,0,,"species not in iNaturalist, however recognized by CDC and others"
Poa pratensis,L.,smooth meadow-grass,exotic,SNA (2001) ,reported,1974-06-18,T. Christopher Brayshaw,RBCM,,,V082554,,60307,,
Poa secunda subsp. secunda ,J. Presl ,one-sided bluegrass/Sandberg's bluegrass,native,S5 (2000) ,reported,1958-09-03, ,RBCM,,,V033959,,58383,,
Polemonium viscosum ,Nutt.,sky pilot,native,S3S4 (2001),reported,1938-08-12,Anonymous,UBC,,,UBC: V35939,,126220,,
Polygonum aviculare,L.,prostrate knotweed,exotic,SNA (2019),new 2019,,,,2019-08-17,benkeen,,https://www.inaturalist.org/observations/31021425,78678,https://static.inaturalist.org/photos/48507053/medium.jpeg?1566083117,
Polygonum minimum ,S. Watson,broadleaf knotweed,native,S4 (2015),reported,2006-07-14,Terry Taylor ,UBC,,,UBC: V222933,,78686,,
Polygonum paronychia,Cham. & Schltdl. ,beach knotweed,native,S3 (2019),new 2019,,,,2019-10-06,benkeen,,https://www.inaturalist.org/observations/33975377,60734,https://static.inaturalist.org/photos/53418227/medium.jpeg?1570396652,
Polygonum spergulariiforme ,Meisn. ex Small,scatter knotweed,native,S5 (2000),reported,1958-10-03,R.W. Pillsbury ,UBC,,,UBC: V75532,,78692,,
