iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported
Pyrrharctia isabella,59675,Pyrrharctia isabella,3,"{""iNat:63521271"":[48.587998,-123.148193],""iNat:139112085"":[48.589053,-123.151839],""iNat:140457326"":[48.586233,-123.14956]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Pyrrharctia,isabella,,iNat,,,iNat:63521271,2020-10-25T21:30:53.000Z,Janet O,iNat,,,iNat:140457326,2022-10-29T18:56:32.000Z
Lepiota magnispora,194663,Lepiota magnispora,2,"{""iNat:65858071"":[48.584938,-123.143845],""iNat:73348740"":[48.587238,-123.142203]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Verrucosporaceae,,,Lepiota,magnispora,,iNat,,,iNat:73348740,2014-10-14T21:29:54.000Z,Gustav Paulay,iNat,,,iNat:65858071,2020-11-29T19:27:18.000Z
Rimbachia bryophila,118173,Rimbachia bryophila,1,"{""iNat:66508308"":[48.586067,-123.140147]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,,,,,Rimbachia,bryophila,Eliza,iNat,,,iNat:66508308,2020-12-11T13:30:48.000Z,Eliza,iNat,,,iNat:66508308,2020-12-11T13:30:48.000Z
Dacrymyces chrysospermus,118028,Dacrymyces chrysospermus,1,"{""iNat:66728700"":[48.589792,-123.152283]}",Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,,Dacrymycetaceae,,,Dacrymyces,chrysospermus,Ann Schreiber,iNat,,,iNat:66728700,2020-12-17T14:28:16.000Z,Ann Schreiber,iNat,,,iNat:66728700,2020-12-17T14:28:16.000Z
Bucephala islandica,6994,Bucephala islandica,1,"{""iNat:67223548"":[48.586756,-123.150741]}",Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Bucephala,islandica,Kristin M. Tolle,iNat,,,iNat:67223548,2020-12-28T19:45:39.000Z,Kristin M. Tolle,iNat,,,iNat:67223548,2020-12-28T19:45:39.000Z
Amanita pachycolea,67357,Amanita pachycolea,1,"{""iNat:67373997"":[48.585547,-123.136192]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,pachycolea,Jupiter Nielsen,iNat,,,iNat:67373997,2020-11-21T14:09:20.000Z,Jupiter Nielsen,iNat,,,iNat:67373997,2020-11-21T14:09:20.000Z
Linnaea borealis,77780,Linnaea borealis,1,"{""iNat:67441243"":[48.592445,-123.152755]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Linnaeoideae,,Linnaea,borealis,Jupiter Nielsen,iNat,,,iNat:67441243,2020-06-20T19:01:43.000Z,Jupiter Nielsen,iNat,,,iNat:67441243,2020-06-20T19:01:43.000Z
Harpaphe haydeniana,47737,Harpaphe haydeniana,1,"{""iNat:67441429"":[48.594158,-123.144433]}",Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,Leptodesmidea,,Xystodesmoidea,Xystodesmidae,Xystodesminae,Xystodesmini,Harpaphe,haydeniana,Jupiter Nielsen,iNat,,,iNat:67441429,2020-07-02T23:27:02.000Z,Jupiter Nielsen,iNat,,,iNat:67441429,2020-07-02T23:27:02.000Z
Laccaria laccata,63236,Laccaria laccata,2,"{""iNat:67651943"":[48.585981,-123.138753],""iNat:67652104"":[48.585928,-123.138589]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Hydnangiaceae,,,Laccaria,laccata,Eliza,iNat,,,iNat:67651943,2020-12-11T13:42:32.000Z,Eliza,iNat,,,iNat:67652104,2020-12-11T13:46:06.000Z
Cystoderma amianthinum,337956,Cystoderma amianthinum,1,"{""iNat:67652131"":[48.585978,-123.138719]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Squamanitaceae,,,Cystoderma,amianthinum,Eliza,iNat,,,iNat:67652131,2020-12-11T13:46:46.000Z,Eliza,iNat,,,iNat:67652131,2020-12-11T13:46:46.000Z
Vesicephalus occidentalis,604276,Vesicephalus occidentalis,1,"{""iNat:68835525"":[48.58648,-123.138655]}",Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Symphypleona,,,Katiannoidea,Katiannidae,,,Vesicephalus,occidentalis,,iNat,,,iNat:68835525,2021-01-30T07:17:27.000Z,,iNat,,,iNat:68835525,2021-01-30T07:17:27.000Z
Rhytisma punctatum,333838,Rhytisma punctatum,1,"{""iNat:68835584"":[48.586467,-123.138686]}",Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,,Rhytismataceae,,,Rhytisma,punctatum,,iNat,,,iNat:68835584,2021-01-29T23:15:29.000Z,,iNat,,,iNat:68835584,2021-01-29T23:15:29.000Z
Scytinium palmatum,532308,Scytinium palmatum,1,"{""iNat:68836910"":[48.586003,-123.140075]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Collemataceae,,,Scytinium,palmatum,,iNat,,,iNat:68836910,2021-01-30T14:51:37.000Z,,iNat,,,iNat:68836910,2021-01-30T14:51:37.000Z
Synchytrium papillatum,384481,Synchytrium papillatum,1,"{""iNat:68837932"":[48.583297,-123.142455]}",Fungi,Chytridiomycota,,,Synchytriomycetes,,,Synchytriales,,,,Synchytriaceae,,,Synchytrium,papillatum,,iNat,,,iNat:68837932,2021-01-30T16:35:42.000Z,,iNat,,,iNat:68837932,2021-01-30T16:35:42.000Z
Coprinopsis lagopus,55605,Coprinopsis lagopus,1,"{""iNat:68892042"":[48.585228,-123.138958]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Psathyrellaceae,,,Coprinopsis,lagopus,Eliza,iNat,,,iNat:68892042,2020-12-11T13:50:50.000Z,Eliza,iNat,,,iNat:68892042,2020-12-11T13:50:50.000Z
Hydriomena nubilofasciata,1298757,Hydriomena nubilofasciata,1,"{""iNat:69228331"":[48.580487,-123.139611]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Hydriomenini,Hydriomena,,,iNat,,,iNat:69228331,2021-02-07T06:22:07.000Z,,iNat,,,iNat:69228331,2021-02-07T06:22:07.000Z
Polytrichum juniperinum,68286,Polytrichum juniperinum,2,"{""iNat:69231126"":[48.581172,-123.140953],""iNat:103070462"":[48.581538,-123.14138]}",Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,juniperinum,,iNat,,,iNat:69231126,2021-02-07T06:40:47.000Z,Eden Light,iNat,,,iNat:103070462,2021-12-14T14:13:21.000Z
Marmara arbutiella,177160,Marmara arbutiella,1,"{""iNat:69232163"":[48.579767,-123.136567]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Gracillarioidea,Gracillariidae,Marmarinae,,Marmara,arbutiella,,iNat,,,iNat:69232163,2021-02-07T14:06:41.000Z,,iNat,,,iNat:69232163,2021-02-07T14:06:41.000Z
Grimmia pulvinata,56117,Grimmia pulvinata,1,"{""iNat:69968422"":[48.58062,-123.14003]}",Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Grimmia,pulvinata,,iNat,,,iNat:69968422,2021-02-21T14:43:50.000Z,,iNat,,,iNat:69968422,2021-02-21T14:43:50.000Z
Vulpicida canadensis,54317,Vulpicida canadensis,1,"{""iNat:70413237"":[48.588847,-123.155892]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Vulpicida,canadensis,,iNat,,,iNat:70413237,2021-03-01T12:32:08.000Z,,iNat,,,iNat:70413237,2021-03-01T12:32:08.000Z
Penthaleus major,297453,Penthaleus major,1,"{""iNat:70420176"":[48.587345,-123.15158]}",Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,Eupodina,Eupodoidea,Penthaleidae,,,Penthaleus,major,,iNat,,,iNat:70420176,2021-03-01T11:47:58.000Z,,iNat,,,iNat:70420176,2021-03-01T11:47:58.000Z
Erodium cicutarium,1438094,Erodium cicutarium,2,"{""iNat:70690906"":[48.583313,-123.138733],""iNat:109336476"":[48.583242,-123.142425]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Erodium,cicutarium,,iNat,,,iNat:70690906,2021-03-06T12:21:12.000Z,Eden Light,iNat,,,iNat:109336476,2022-03-23T21:21:23.000Z
Senecio vulgaris,53211,Senecio vulgaris,1,"{""iNat:70691260"":[48.582037,-123.13697]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Senecio,vulgaris,,iNat,,,iNat:70691260,2021-03-06T12:39:54.000Z,,iNat,,,iNat:70691260,2021-03-06T12:39:54.000Z
Triphysaria pusilla,57276,Triphysaria pusilla,2,"{""iNat:71361920"":[48.587303,-123.151567],""iNat:111448425"":[48.586839,-123.150814]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Triphysaria,pusilla,,iNat,,,iNat:71361920,2021-03-16T01:12:25.000Z,,iNat,,,iNat:111448425,2022-04-14T19:13:13.000Z
Porcellio scaber,122238,Porcellio scaber,1,"{""iNat:71401756"":[48.585925,-123.140342]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,Holoverticata,,Porcellionidae,,,Porcellio,scaber,,iNat,,,iNat:71401756,2021-03-17T01:01:22.000Z,,iNat,,,iNat:71401756,2021-03-17T01:01:22.000Z
Latrodectus hesperus,47382,Latrodectus hesperus,1,"{""iNat:72225738"":[48.583665,-123.136013]}",Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Theridiidae,,,Latrodectus,hesperus,Doug McCutchen,iNat,,,iNat:72225738,2021-03-28T00:10:57.000Z,Doug McCutchen,iNat,,,iNat:72225738,2021-03-28T00:10:57.000Z
Thamnophis sirtalis pickeringii,28363,Thamnophis sirtalis pickeringii,1,"{""iNat:72227025"":[48.584378,-123.133842]}",Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,sirtalis,Doug McCutchen,iNat,,,iNat:72227025,2021-03-28T00:07:36.000Z,Doug McCutchen,iNat,,,iNat:72227025,2021-03-28T00:07:36.000Z
Veronica serpyllifolia,55749,Veronica serpyllifolia,1,"{""iNat:75497230"":[48.589505,-123.152175]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,serpyllifolia,,iNat,,,iNat:75497230,2021-04-28T00:54:21.000Z,,iNat,,,iNat:75497230,2021-04-28T00:54:21.000Z
Hedera hibernica,163549,Hedera hibernica,1,"{""iNat:76329326"":[48.595695,-123.13488]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Araliaceae,,,Hedera,hibernica,,iNat,,,iNat:76329326,2021-05-01T22:49:11.000Z,,iNat,,,iNat:76329326,2021-05-01T22:49:11.000Z
Prunus × pugetensis,170971,Prunus × pugetensis,1,"{""iNat:77441351"":[48.588497,-123.148461]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,,Peter Zika,iNat,,,iNat:77441351,2021-04-30T00:06:00.000Z,Peter Zika,iNat,,,iNat:77441351,2021-04-30T00:06:00.000Z
Cirsium brevistylum,52993,Cirsium brevistylum,1,"{""iNat:77557441"":[48.597308,-123.134286]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Carduoideae,Cardueae,Cirsium,brevistylum,Peter Zika,iNat,,,iNat:77557441,2021-05-01T23:07:00.000Z,Peter Zika,iNat,,,iNat:77557441,2021-05-01T23:07:00.000Z
Stellaria crispa,79201,Stellaria crispa,1,"{""iNat:77557454"":[48.597272,-123.134225]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,crispa,Peter Zika,iNat,,,iNat:77557454,2021-05-01T23:07:00.000Z,Peter Zika,iNat,,,iNat:77557454,2021-05-01T23:07:00.000Z
Tellima grandiflora,51655,Tellima grandiflora,1,"{""iNat:77557456"":[48.597314,-123.134261]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Tellima,grandiflora,Peter Zika,iNat,,,iNat:77557456,2021-05-01T23:07:00.000Z,Peter Zika,iNat,,,iNat:77557456,2021-05-01T23:07:00.000Z
Silene gallica,53212,Silene gallica,1,"{""iNat:79606633"":[48.583263,-123.138419]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,gallica,,iNat,,,iNat:79606633,2021-05-21T01:05:45.000Z,,iNat,,,iNat:79606633,2021-05-21T01:05:45.000Z
Chrysolina hyperici,216842,Chrysolina hyperici,1,"{""iNat:79877295"":[48.583462,-123.139083]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Chrysomelinae,Doryphorini,Chrysolina,hyperici,,iNat,,,iNat:79877295,2021-05-23T00:33:20.000Z,,iNat,,,iNat:79877295,2021-05-23T00:33:20.000Z
Progne subis,11867,Progne subis,1,"{""iNat:80422562"":[48.584459,-123.14549]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Hirundinidae,,,Progne,subis,Jack Riley,iNat,,,iNat:80422562,2021-05-22T12:09:47.000Z,Jack Riley,iNat,,,iNat:80422562,2021-05-22T12:09:47.000Z
Tachycineta thalassina,11931,Tachycineta thalassina,1,"{""iNat:80423252"":[48.584485,-123.140538]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Hirundinidae,,,Tachycineta,thalassina,Jack Riley,iNat,,,iNat:80423252,2021-05-22T12:32:31.000Z,Jack Riley,iNat,,,iNat:80423252,2021-05-22T12:32:31.000Z
Castilleja hispida,128204,Castilleja hispida,1,"{""iNat:80531483"":[48.583496,-123.142151]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Castilleja,hispida,,iNat,,,iNat:80531483,2021-05-27T21:44:04.000Z,,iNat,,,iNat:80531483,2021-05-27T21:44:04.000Z
Rosa nutkana,78883,Rosa nutkana,3,"{""iNat:81236264"":[48.58486,-123.136619],""iNat:106777541"":[48.59553,-123.14393],""iNat:120075260"":[48.582836,-123.144516]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Roseae,Rosa,nutkana,Sabrina Steinhubel,iNat,,,iNat:81236264,2021-05-30T21:52:01.000Z,Andrew FAHL,iNat,,,iNat:120075260,2022-06-03T19:40:42.000Z
Strix varia,19893,Strix varia,2,"{""iNat:81236282"":[48.585455,-123.143853],""iNat:86951081"":[48.572137,-123.136575]}",Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,,Strigidae,,,Strix,varia,Sabrina Steinhubel,iNat,,,iNat:81236282,2021-05-30T21:10:47.000Z,Doug McCutchen,iNat,,,iNat:86951081,2021-07-14T02:40:08.000Z
Papilio rutulus,47226,Papilio rutulus,1,"{""iNat:81757843"":[48.5695,-123.1307]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Papilionidae,Papilioninae,Papilionini,Papilio,rutulus,Doug McCutchen,iNat,,,iNat:81757843,2021-06-05T19:49:33.000Z,Doug McCutchen,iNat,,,iNat:81757843,2021-06-05T19:49:33.000Z
Acer glabrum douglasii,181694,Acer glabrum douglasii,1,"{""iNat:81760135"":[48.586326,-123.1468]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,,Sapindaceae,,,Acer,glabrum,Doug McCutchen,iNat,,,iNat:81760135,2021-06-05T20:14:40.000Z,Doug McCutchen,iNat,,,iNat:81760135,2021-06-05T20:14:40.000Z
Linnaea borealis longiflora,81026,Linnaea borealis longiflora,2,"{""iNat:81956997"":[48.59238,-123.15265],""iNat:125058689"":[48.591672,-123.156478]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Linnaeoideae,,Linnaea,borealis,,iNat,,,iNat:81956997,2021-06-06T23:19:11.000Z,,iNat,,,iNat:125058689,2022-06-28T19:44:42.000Z
Campanula scouleri,75991,Campanula scouleri,4,"{""iNat:83536229"":[48.595656,-123.145896],""iNat:87239017"":[48.595631,-123.145928],""iNat:123924570"":[48.591612,-123.156478],""iNat:127044843"":[48.590512,-123.156747]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,scouleri,Adam Martin,iNat,,,iNat:87239017,2021-06-18T18:25:00.000Z,Noriko Ito,iNat,,,iNat:127044843,2022-07-19T22:15:02.000Z
Crataegus monogyna,1437600,Crataegus monogyna,2,"{""iNat:84611668"":[48.580836,-123.138742],""iNat:138880796"":[48.588928,-123.151901]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Crataegus,monogyna,Peter Zika,iNat,,,iNat:84611668,2021-06-17T17:49:00.000Z,,iNat,,,iNat:138880796,2022-10-15T19:35:11.000Z
Madia exigua,56971,Madia exigua,1,"{""iNat:84611677"":[48.578083,-123.134094]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Madieae,Madia,exigua,Peter Zika,iNat,,,iNat:84611677,2021-06-17T19:00:00.000Z,Peter Zika,iNat,,,iNat:84611677,2021-06-17T19:00:00.000Z
Tiarella trifoliata,51643,Tiarella trifoliata,1,"{""iNat:84612198"":[48.579461,-123.134803]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,Peter Zika,iNat,,,iNat:84612198,2021-06-17T18:19:00.000Z,Peter Zika,iNat,,,iNat:84612198,2021-06-17T18:19:00.000Z
Torilis arvensis,56846,Torilis arvensis,2,"{""iNat:84612199"":[48.583164,-123.142486],""iNat:125058490"":[48.58577,-123.150253]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Scandiceae,Torilis,arvensis,Peter Zika,iNat,,,iNat:84612199,2021-06-17T17:18:00.000Z,,iNat,,,iNat:125058490,2022-06-28T19:02:43.000Z
Clinocardium nuttallii,69925,Clinocardium nuttallii,1,"{""iNat:86447765"":[48.593609,-123.155873]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,Cardioidea,Cardiidae,Clinocardiinae,,Clinocardium,nuttallii,,iNat,,,iNat:86447765,2021-07-10T18:53:36.000Z,,iNat,,,iNat:86447765,2021-07-10T18:53:36.000Z
Amelanchier alnifolia,75415,Amelanchier alnifolia,1,"{""iNat:87170634"":[48.596,-123.144233]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Maleae,Amelanchier,alnifolia,nadja q.,iNat,,,iNat:87170634,2021-07-13T21:51:33.000Z,nadja q.,iNat,,,iNat:87170634,2021-07-13T21:51:33.000Z
Brodiaea rosea rosea,1426020,Brodiaea rosea rosea,2,"{""iNat:87215111"":[48.572628,-123.127669],""iNat:87237603"":[48.572717,-123.127644]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Brodiaeoideae,,Brodiaea,rosea,Adam Martin,iNat,,,iNat:87237603,2021-07-15T19:33:00.000Z,Adam Martin,iNat,,,iNat:87215111,2021-07-15T19:34:51.000Z
Crocosmia masoniorum × paniculata,977901,Crocosmia masoniorum × paniculata,1,"{""iNat:87665657"":[48.585725,-123.150186]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Iridaceae,Crocoideae,Freesieae,Crocosmia,,,iNat,,,iNat:87665657,2021-07-17T23:05:31.000Z,,iNat,,,iNat:87665657,2021-07-17T23:05:31.000Z
Antheraea polyphemus,47919,Antheraea polyphemus,1,"{""iNat:93633695"":[48.586205,-123.147544]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Bombycoidea,Saturniidae,Saturniinae,Saturniini,Antheraea,polyphemus,Marisa Rodriguez,iNat,,,iNat:93633695,2021-08-30T20:22:01.000Z,Marisa Rodriguez,iNat,,,iNat:93633695,2021-08-30T20:22:01.000Z
Lavandula angustifolia,133395,Lavandula angustifolia,1,"{""iNat:95875076"":[48.585693,-123.149933]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Ocimeae,Lavandula,angustifolia,,iNat,,,iNat:95875076,2021-09-23T17:49:47.000Z,,iNat,,,iNat:95875076,2021-09-23T17:49:47.000Z
Coprinopsis nivea,348091,Coprinopsis nivea,1,"{""iNat:96958735"":[48.577603,-123.134017]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Psathyrellaceae,,,Coprinopsis,nivea,Jupiter Nielsen,iNat,,,iNat:96958735,2021-10-02T22:35:22.000Z,Jupiter Nielsen,iNat,,,iNat:96958735,2021-10-02T22:35:22.000Z
Marasmiellus candidus,118242,Marasmiellus candidus,1,"{""iNat:96959196"":[48.574913,-123.131972]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Omphalotaceae,,,Collybiopsis,candidus,Eden Light,iNat,,,iNat:96959196,2021-10-02T18:38:43.000Z,Eden Light,iNat,,,iNat:96959196,2021-10-02T18:38:43.000Z
Phaeolus schweinitzii,118084,Phaeolus schweinitzii,3,"{""iNat:96959893"":[48.574933,-123.132142],""iNat:105073774"":[48.57218,-123.128075],""iNat:136948134"":[48.573578,-123.135611]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Phaeolaceae,,,Phaeolus,schweinitzii,Eden Light,iNat,,,iNat:96959893,2021-10-02T18:56:59.000Z,,iNat,,,iNat:136948134,2022-09-29T18:08:38.000Z
Sparassis radicata,486226,Sparassis radicata,1,"{""iNat:96960043"":[48.574172,-123.130814]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Sparassidaceae,,,Sparassis,radicata,Eden Light,iNat,,,iNat:96960043,2021-10-02T19:05:21.000Z,Eden Light,iNat,,,iNat:96960043,2021-10-02T19:05:21.000Z
Suillus caerulescens,63505,Suillus caerulescens,1,"{""iNat:96960488"":[48.57418,-123.130547]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Suillineae,,,Suillaceae,,,Suillus,caerulescens,Eden Light,iNat,,,iNat:96960488,2021-10-02T19:19:21.000Z,Eden Light,iNat,,,iNat:96960488,2021-10-02T19:19:21.000Z
Ceratiomyxa fruticulosa,56252,Ceratiomyxa fruticulosa,1,"{""iNat:96962024"":[48.57525,-123.127486]}",Protozoa,Mycetozoa,,,Ceratiomyxomycetes,,,Ceratiomyxales,,,,Ceratiomyxaceae,,,Ceratiomyxa,fruticulosa,Eden Light,iNat,,,iNat:96962024,2021-10-02T20:05:03.000Z,Eden Light,iNat,,,iNat:96962024,2021-10-02T20:05:03.000Z
Auriscalpium vulgare,55175,Auriscalpium vulgare,2,"{""iNat:96963799"":[48.574283,-123.130792],""iNat:102898164"":[48.588458,-123.144914]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,,Auriscalpiaceae,,,Auriscalpium,vulgare,Eden Light,iNat,,,iNat:96963799,2021-10-02T19:28:13.000Z,Jupiter Nielsen,iNat,,,iNat:102898164,2021-12-10T13:52:03.000Z
Coprinellus micaceus,56318,Coprinellus micaceus,1,"{""iNat:98451411"":[48.59062,-123.140289]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Psathyrellaceae,,,Coprinellus,micaceus,Eden Light,iNat,,,iNat:98451411,2021-10-16T23:47:06.000Z,Eden Light,iNat,,,iNat:98451411,2021-10-16T23:47:06.000Z
Lindbladia tubulina,526353,Lindbladia tubulina,1,"{""iNat:98454866"":[48.590817,-123.139556]}",Protozoa,Mycetozoa,,,Myxomycetes,Lucisporomycetidae,Cribrariidia,Cribrariales,,,,Cribrariaceae,,,Lindbladia,tubulina,Eden Light,iNat,,,iNat:98454866,2021-10-16T23:59:19.000Z,Eden Light,iNat,,,iNat:98454866,2021-10-16T23:59:19.000Z
Marasmius plicatulus,55291,Marasmius plicatulus,1,"{""iNat:98455374"":[48.590747,-123.140878]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Marasmiaceae,,,Marasmius,plicatulus,Eden Light,iNat,,,iNat:98455374,2021-10-17T00:35:54.000Z,Eden Light,iNat,,,iNat:98455374,2021-10-17T00:35:54.000Z
Mycena haematopus,63460,Mycena haematopus,1,"{""iNat:98455539"":[48.590972,-123.141503]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Mycenaceae,,,Mycena,haematopus,Eden Light,iNat,,,iNat:98455539,2021-10-17T00:42:24.000Z,Eden Light,iNat,,,iNat:98455539,2021-10-17T00:42:24.000Z
Trametes versicolor,1153556,Trametes versicolor,1,"{""iNat:98455617"":[48.590905,-123.14235]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Trametes,versicolor,Eden Light,iNat,,,iNat:98455617,2021-10-17T00:49:27.000Z,Eden Light,iNat,,,iNat:98455617,2021-10-17T00:49:27.000Z
Coprinus comatus,47392,Coprinus comatus,1,"{""iNat:98455691"":[48.590253,-123.143845]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Coprinaceae,,,Coprinus,comatus,Eden Light,iNat,,,iNat:98455691,2021-10-17T01:05:12.000Z,Eden Light,iNat,,,iNat:98455691,2021-10-17T01:05:12.000Z
