"iNaturalist taxon name","iNaturalist taxon ID","Taxon name","Author","Observation count","Coordinates","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","First Reported By","First Source","First Place Name","First Catalogue Number","First observationId","First Date Reported","Last Reported By","Last Source","Last Place Name","Last Catalogue Number","Last observationId","Last Date Reported","Food Value","Medicinal Value","Spiritual Value","Material Value","Trade Value","Indicator Value","Hulquminum Name","Hulquminum Authority"
"Branta canadensis",7089,"Branta canadensis",,60,"{""""iNat:167228"""":[48.85682,-123.31239],""""iNat:2566626"""":[48.929238,-123.4706],""""iNat:2604241"""":[48.929336,-123.47569],""""iNat:2635233"""":[48.920386,-123.450623],""""iNat:2635292"""":[48.920358,-123.450698],""""iNat:2723865"""":[48.879799,-123.350488],""""iNat:2724031"""":[48.880132,-123.348119],""""iNat:2732397"""":[48.914851,-123.396034],""""iNat:3028853"""":[48.866764,-123.33606],""""iNat:3310945"""":[48.89695,-123.406677],""""iNat:3383038"""":[48.8848,-123.321126],""""iNat:4005342"""":[48.992375,-123.575099],""""iNat:5420225"""":[48.878156,-123.349864],""""iNat:5715333"""":[48.868131,-123.386051],""""iNat:6217448"""":[48.929407,-123.47075],""""iNat:6231111"""":[48.877248,-123.316984],""""iNat:6425127"""":[48.990581,-123.54847],""""iNat:6425205"""":[48.900697,-123.336124],""""iNat:6472643"""":[48.978527,-123.568748],""""iNat:7581720"""":[48.879619,-123.323336],""""iNat:9261559"""":[48.897712,-123.406956],""""iNat:10015630"""":[48.948622,-123.50301],""""iNat:10482035"""":[48.983261,-123.555939],""""iNat:11830839"""":[48.982432,-123.556475],""""iNat:12219873"""":[48.940214,-123.502599],""""iNat:14031050"""":[48.883514,-123.342644],""""iNat:16307479"""":[48.884248,-123.342332],""""iNat:20771584"""":[48.88036,-123.348722],""""iNat:21351218"""":[48.99567,-123.57325],""""iNat:21442988"""":[48.87421,-123.291737],""""iNat:24352857"""":[48.929477,-123.475538],""""iNat:24700655"""":[48.899597,-123.404446],""""iNat:24768190"""":[48.868058,-123.38718],""""iNat:24820897"""":[48.980293,-123.558325],""""iNat:26288944"""":[48.900607,-123.341849],""""iNat:38473198"""":[48.879599,-123.312996],""""iNat:43253100"""":[48.866685,-123.34299],""""iNat:52839068"""":[48.892906,-123.355281],""""iNat:61503368"""":[48.98259,-123.555499],""""iNat:72382226"""":[48.865728,-123.350333],""""iNat:72865123"""":[48.859094,-123.36335],""""iNat:74472279"""":[48.941558,-123.505449],""""iNat:80932649"""":[48.971571,-123.553525],""""iNat:84483650"""":[48.894874,-123.349348],""""iNat:103342491"""":[48.880899,-123.350298],""""iNat:107021254"""":[48.906841,-123.458626],""""iNat:107022592"""":[48.940811,-123.502744],""""iNat:111465715"""":[48.861916,-123.324699],""""iNat:111610004"""":[48.859388,-123.364083],""""iNat:117337840"""":[48.989996,-123.573167],""""iNat:117337842"""":[48.989996,-123.573167],""""iNat:123934411"""":[48.941277,-123.501891],""""iNat:135389743"""":[48.959153,-123.509147],""""iNat:151869942"""":[48.900055,-123.342255],""""iNat:162553392"""":[48.862054,-123.348839],""""iNat:164741803"""":[48.944,-123.515],""""iNat:164745166"""":[48.944,-123.513],""""iNat:165232817"""":[48.944366,-123.512078],""""iNat:165237903"""":[48.891773,-123.38905],""""iNat:165449225"""":[48.948482,-123.502443]}","Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","Branta","canadensis","","iNat",,,"iNat:2635233",2007-01-10 00:00:00,"","iNat",,,"iNat:164741803",2023-05-28 11:09:00,1,1,1,1,1,0,"exu","(Thom, 2011)"
"Gavia immer",4626,"Gavia immer",,16,"{""""iNat:167230"""":[48.85682,-123.31239],""""iNat:5939799"""":[48.89892,-123.409424],""""iNat:19202368"""":[48.949966,-123.479248],""""iNat:19941234"""":[48.953678,-123.494818],""""iNat:20772040"""":[48.989789,-123.579993],""""iNat:22269921"""":[48.986528,-123.576979],""""iNat:41881704"""":[48.911709,-123.378063],""""iNat:68177387"""":[48.89829,-123.410476],""""iNat:135382336"""":[48.959829,-123.508804],""""iNat:135389765"""":[48.959153,-123.509147],""""iNat:135389773"""":[48.959153,-123.509147],""""iNat:135671016"""":[48.95973,-123.50874],""""iNat:136055338"""":[48.959871,-123.508815],""""iNat:136068380"""":[48.956673,-123.500006],""""iNat:159041549"""":[48.938556,-123.518159],""""iNat:165682478"""":[48.8941,-123.429198]}","Animalia","Chordata","Vertebrata","","Aves","","","Gaviiformes","","","","Gaviidae","","","Gavia","immer","BJ Stacey","iNat",,,"iNat:167230",2012-04-19 17:59:46,"Andrew Simon","iNat",,,"iNat:165682478",2023-06-02 07:36:00,1,1,1,1,1,1,"swakwun","(Thom, 2011)"
"Lontra canadensis",41777,"Lontra canadensis",,58,"{""""iNat:730361"""":[48.920064,-123.450907],""""iNat:2583362"""":[48.96798,-123.521476],""""iNat:2635114"""":[48.920328,-123.45058],""""iNat:2635258"""":[48.920358,-123.450698],""""iNat:2635269"""":[48.920358,-123.450698],""""iNat:2635275"""":[48.920358,-123.450698],""""iNat:2635284"""":[48.920358,-123.450698],""""iNat:2929506"""":[48.897472,-123.343968],""""iNat:4124479"""":[48.894918,-123.349672],""""iNat:5646957"""":[48.906677,-123.356531],""""iNat:6425051"""":[48.890455,-123.328314],""""iNat:6425129"""":[48.990581,-123.54847],""""iNat:6611338"""":[48.927905,-123.448048],""""iNat:7580929"""":[48.942798,-123.462982],""""iNat:7581543"""":[48.880183,-123.322713],""""iNat:16404660"""":[48.986789,-123.576455],""""iNat:19950709"""":[48.929507,-123.475953],""""iNat:19963152"""":[48.943766,-123.515975],""""iNat:20823097"""":[48.99524,-123.586283],""""iNat:21351397"""":[49.013631,-123.574167],""""iNat:22642612"""":[48.877165,-123.315234],""""iNat:22842730"""":[49.011403,-123.570763],""""iNat:24748307"""":[49.013492,-123.573181],""""iNat:29303229"""":[48.976637,-123.566108],""""iNat:49173154"""":[48.896775,-123.40238],""""iNat:51552255"""":[48.871552,-123.312255],""""iNat:55386053"""":[48.959998,-123.508722],""""iNat:55386881"""":[48.960568,-123.508429],""""iNat:55389179"""":[48.961392,-123.507743],""""iNat:55615459"""":[48.861938,-123.324304],""""iNat:57789804"""":[48.876622,-123.315195],""""iNat:64809317"""":[48.870545,-123.311738],""""iNat:69770939"""":[48.869327,-123.31426],""""iNat:71223901"""":[48.886421,-123.390457],""""iNat:91782166"""":[48.911723,-123.382976],""""iNat:111613545"""":[48.858922,-123.337193],""""iNat:123719793"""":[48.901841,-123.340571],""""iNat:123934413"""":[48.941521,-123.504955],""""iNat:135382344"""":[48.959829,-123.508804],""""iNat:135382351"""":[48.959829,-123.508804],""""iNat:135389746"""":[48.959153,-123.509147],""""iNat:135679358"""":[48.96438,-123.51569],""""iNat:135679364"""":[48.96438,-123.51569],""""iNat:135679367"""":[48.96438,-123.51569],""""iNat:135679368"""":[48.96438,-123.51569],""""iNat:135679380"""":[48.96438,-123.51569],""""iNat:135679384"""":[48.96438,-123.51569],""""iNat:135679394"""":[48.96438,-123.51569],""""iNat:135679416"""":[48.96438,-123.51569],""""iNat:135679435"""":[48.96438,-123.51569],""""iNat:136068352"""":[48.956673,-123.500006],""""iNat:143458983"""":[48.87153,-123.311124],""""iNat:155630034"""":[48.948872,-123.480058],""""iNat:157020607"""":[48.885678,-123.39079],""""iNat:165232734"""":[48.891384,-123.38934],""""iNat:175984863"""":[48.959829,-123.508804],""""iNat:175984871"""":[48.959829,-123.508804],""""iNat:179429790"""":[48.873899,-123.29231]}","Animalia","Chordata","Vertebrata","","Mammalia","Theria","Laurasiatheria","Carnivora","","","","Mustelidae","Lutrinae","","Lontra","canadensis","","iNat",,,"iNat:2635258",2006-09-04 00:00:00,"KV","iNat",,,"iNat:179429790",2023-08-20 02:15:00,0,1,1,1,1,1,"sqeetl'","(Thom, 2011)"
"Haliaeetus leucocephalus",5305,"Haliaeetus leucocephalus",,141,"{""""iNat:730525"""":[48.920286,-123.45081],""""iNat:2563384"""":[48.861568,-123.3284],""""iNat:2565578"""":[48.930079,-123.482552],""""iNat:2584359"""":[48.94078,-123.472595],""""iNat:2647994"""":[48.929379,-123.474913],""""iNat:3030487"""":[48.866863,-123.336017],""""iNat:3145509"""":[48.851162,-123.363419],""""iNat:3598548"""":[48.906942,-123.458905],""""iNat:3779458"""":[48.907044,-123.458948],""""iNat:4833932"""":[49.013248,-123.573064],""""iNat:4883917"""":[48.864037,-123.327198],""""iNat:5279651"""":[48.981743,-123.539343],""""iNat:5483447"""":[48.957202,-123.530366],""""iNat:6231112"""":[48.861779,-123.319902],""""iNat:6425124"""":[48.990581,-123.54847],""""iNat:7423029"""":[48.879726,-123.322739],""""iNat:7577516"""":[48.871525,-123.311048],""""iNat:7577604"""":[48.899807,-123.341738],""""iNat:7580825"""":[48.879632,-123.322742],""""iNat:7581365"""":[48.899836,-123.341575],""""iNat:7581662"""":[48.872082,-123.312289],""""iNat:7581799"""":[48.87672,-123.317157],""""iNat:9261019"""":[48.868396,-123.340373],""""iNat:9828877"""":[48.868072,-123.340636],""""iNat:14408171"""":[48.940682,-123.503353],""""iNat:14437895"""":[48.94072,-123.503449],""""iNat:19114307"""":[49.009778,-123.579806],""""iNat:20020854"""":[48.954383,-123.495511],""""iNat:20771582"""":[48.872039,-123.310796],""""iNat:21860326"""":[48.879563,-123.319894],""""iNat:21926978"""":[48.867333,-123.341264],""""iNat:21929421"""":[48.873023,-123.346591],""""iNat:22845177"""":[48.867325,-123.338507],""""iNat:22845183"""":[48.867325,-123.338507],""""iNat:22845201"""":[48.867325,-123.338507],""""iNat:24702034"""":[48.872395,-123.310508],""""iNat:24703200"""":[48.963372,-123.514335],""""iNat:24708154"""":[48.872542,-123.311466],""""iNat:24708736"""":[48.872242,-123.310703],""""iNat:24710879"""":[48.899708,-123.407092],""""iNat:24714768"""":[48.872259,-123.310607],""""iNat:24772178"""":[48.95472,-123.523978],""""iNat:24870094"""":[48.972855,-123.508908],""""iNat:24870097"""":[48.964038,-123.514727],""""iNat:24873182"""":[48.90023,-123.407107],""""iNat:24874153"""":[48.872087,-123.312702],""""iNat:24941595"""":[48.964091,-123.51516],""""iNat:25483204"""":[48.872306,-123.310856],""""iNat:26396219"""":[48.911557,-123.466115],""""iNat:26774099"""":[48.867596,-123.341027],""""iNat:35113505"""":[48.869292,-123.379342],""""iNat:36117290"""":[48.873746,-123.346923],""""iNat:36692858"""":[48.877799,-123.313046],""""iNat:38472588"""":[48.879466,-123.3129],""""iNat:46563592"""":[48.872283,-123.311388],""""iNat:50701753"""":[48.876892,-123.401257],""""iNat:54914033"""":[48.878281,-123.313138],""""iNat:55386054"""":[48.958241,-123.50573],""""iNat:55396560"""":[48.960482,-123.507609],""""iNat:66860035"""":[48.86736,-123.340127],""""iNat:67834830"""":[48.959626,-123.50808],""""iNat:68177565"""":[48.866249,-123.337722],""""iNat:68177720"""":[48.950315,-123.480613],""""iNat:68994009"""":[48.867405,-123.339599],""""iNat:70981812"""":[48.859254,-123.354163],""""iNat:72865124"""":[48.860163,-123.361833],""""iNat:73207613"""":[48.867399,-123.336124],""""iNat:77835176"""":[48.928287,-123.469669],""""iNat:81587089"""":[48.871907,-123.297652],""""iNat:83574039"""":[48.857307,-123.324273],""""iNat:83574040"""":[48.856865,-123.320581],""""iNat:83574041"""":[48.863164,-123.309177],""""iNat:83574042"""":[48.868281,-123.305799],""""iNat:83994566"""":[48.927396,-123.470501],""""iNat:86514778"""":[48.861052,-123.346475],""""iNat:86685781"""":[48.87616,-123.400216],""""iNat:89033536"""":[48.90679,-123.459417],""""iNat:89853078"""":[48.868664,-123.306205],""""iNat:97565175"""":[48.858773,-123.344465],""""iNat:103342496"""":[48.868212,-123.347951],""""iNat:103342505"""":[48.865875,-123.350344],""""iNat:106716586"""":[48.872265,-123.31163],""""iNat:107021246"""":[48.906841,-123.458626],""""iNat:107022549"""":[48.949214,-123.503177],""""iNat:107022593"""":[48.940811,-123.502744],""""iNat:107324443"""":[48.980758,-123.557983],""""iNat:109104041"""":[48.859863,-123.32699],""""iNat:110698220"""":[48.859347,-123.312901],""""iNat:110923221"""":[49.01384,-123.573776],""""iNat:111994719"""":[48.86839,-123.30789],""""iNat:111994720"""":[48.867744,-123.308205],""""iNat:111994772"""":[48.86142,-123.343285],""""iNat:112920934"""":[48.984289,-123.575338],""""iNat:114482335"""":[48.910408,-123.374711],""""iNat:115249816"""":[48.86118,-123.310394],""""iNat:117962432"""":[48.85539,-123.353096],""""iNat:117962433"""":[48.855827,-123.35238],""""iNat:117962436"""":[48.855915,-123.35224],""""iNat:117962437"""":[48.856003,-123.35211],""""iNat:117962439"""":[48.85605,-123.35205],""""iNat:117962440"""":[48.856693,-123.351135],""""iNat:117962443"""":[48.856945,-123.350746],""""iNat:117962444"""":[48.857605,-123.34985],""""iNat:117962447"""":[48.859444,-123.33631],""""iNat:117962448"""":[48.859097,-123.33391],""""iNat:117962449"""":[48.858578,-123.33135],""""iNat:118718761"""":[48.869659,-123.371103],""""iNat:123934383"""":[48.891585,-123.395814],""""iNat:123934391"""":[48.902477,-123.444558],""""iNat:123934415"""":[48.941191,-123.503816],""""iNat:123934460"""":[48.986288,-123.576188],""""iNat:124494207"""":[48.865833,-123.335474],""""iNat:125678079"""":[48.87226,-123.30343],""""iNat:125688702"""":[48.984147,-123.543867],""""iNat:142999372"""":[48.930458,-123.474967],""""iNat:147162131"""":[48.866403,-123.336716],""""iNat:149807617"""":[48.855308,-123.321977],""""iNat:151850536"""":[48.872559,-123.311165],""""iNat:152582711"""":[48.858715,-123.347175],""""iNat:164153723"""":[48.943268,-123.510315],""""iNat:164563933"""":[48.868263,-123.340963],""""iNat:164858148"""":[48.872936,-123.311884],""""iNat:164870311"""":[48.878794,-123.294341],""""iNat:165144784"""":[48.898195,-123.398187],""""iNat:165237935"""":[48.867362,-123.338498],""""iNat:165237954"""":[48.872794,-123.31186],""""iNat:165554377"""":[48.892579,-123.417405],""""iNat:165650330"""":[48.857613,-123.35041],""""iNat:165650331"""":[48.85781,-123.35003],""""iNat:165650334"""":[48.85889,-123.3476],""""iNat:165650335"""":[48.85964,-123.34487],""""iNat:165682468"""":[48.892818,-123.417067],""""iNat:166177202"""":[48.864384,-123.379304],""""iNat:170041534"""":[48.866454,-123.314674],""""iNat:175982629"""":[48.95973,-123.508332],""""iNat:175984876"""":[48.959829,-123.508804],""""iNat:176118212"""":[48.861241,-123.33548],""""iNat:181090648"""":[49.006229,-123.574469],""""iNat:181090827"""":[49.006229,-123.574469],""""iNat:181090975"""":[49.006229,-123.574469],""""iNat:182099955"""":[48.878618,-123.294682]}","Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","","Accipitridae","","","Haliaeetus","leucocephalus","FreckLes","iNat",,,"iNat:86514778",2010-05-18 00:50:00,"Liam Steele","iNat",,,"iNat:176118212",2023-07-17 00:00:00,0,1,1,1,1,1,"yuxwule'","(Thom, 2011)"
"Castor canadensis",43794,"Castor canadensis",,21,"{""""iNat:730608"""":[48.920208,-123.451009],""""iNat:5279730"""":[48.978729,-123.551273],""""iNat:5299870"""":[48.897271,-123.394482],""""iNat:6085937"""":[48.976161,-123.548856],""""iNat:6216790"""":[48.97064,-123.542719],""""iNat:7581134"""":[48.879673,-123.32293],""""iNat:10427237"""":[48.985778,-123.557021],""""iNat:17469387"""":[48.983849,-123.557828],""""iNat:18364202"""":[48.929311,-123.470658],""""iNat:56906404"""":[48.910111,-123.416581],""""iNat:70065802"""":[48.948127,-123.502025],""""iNat:101447284"""":[48.948216,-123.501728],""""iNat:101655800"""":[48.911197,-123.414638],""""iNat:109623558"""":[48.985188,-123.55742],""""iNat:109728910"""":[48.940917,-123.475058],""""iNat:117173287"""":[48.94075,-123.474983],""""iNat:117239135"""":[48.987555,-123.561926],""""iNat:117337845"""":[48.989996,-123.573167],""""iNat:168404412"""":[48.940749,-123.476625],""""iNat:168763821"""":[48.934999,-123.47],""""iNat:185932226"""":[48.94067,-123.475037]}","Animalia","Chordata","Vertebrata","","Mammalia","Theria","Euarchontoglires","Rodentia","Castorimorpha","","","Castoridae","","","Castor","canadensis","Andrew Simon","iNat",,,"iNat:730608",2014-05-19 00:00:00,"Carly Dietrich","iNat",,,"iNat:185932226",2023-09-08 23:27:29,1,1,1,1,1,1,"sqwul'ew'","(Thom, 2011)"
"Cancer productus",47826,"Cancer productus",,123,"{""""iNat:2026014"""":[48.929391,-123.475986],""""iNat:2599327"""":[48.929729,-123.475943],""""iNat:2763478"""":[49.002339,-123.591042],""""iNat:2976310"""":[48.940211,-123.502679],""""iNat:3702163"""":[48.894716,-123.409874],""""iNat:4017054"""":[48.899958,-123.407755],""""iNat:7674353"""":[48.940691,-123.505373],""""iNat:11578309"""":[48.863053,-123.373505],""""iNat:13029347"""":[48.940591,-123.501288],""""iNat:13029350"""":[48.940609,-123.501698],""""iNat:13029355"""":[48.940657,-123.501466],""""iNat:15084776"""":[48.899427,-123.407945],""""iNat:19608684"""":[49.011644,-123.585336],""""iNat:24629826"""":[49.013818,-123.57234],""""iNat:24672710"""":[48.899975,-123.407922],""""iNat:24672785"""":[48.900106,-123.407433],""""iNat:24677475"""":[48.899392,-123.407517],""""iNat:24689660"""":[48.900153,-123.408091],""""iNat:24694096"""":[48.964581,-123.516769],""""iNat:24696588"""":[48.900782,-123.408611],""""iNat:24701224"""":[48.898392,-123.408386],""""iNat:24701267"""":[48.895844,-123.405464],""""iNat:24708510"""":[48.872251,-123.310658],""""iNat:24798609"""":[48.939591,-123.504847],""""iNat:24942368"""":[48.897448,-123.410003],""""iNat:25199510"""":[48.872331,-123.310898],""""iNat:25540446"""":[48.900233,-123.407378],""""iNat:25656478"""":[48.899269,-123.407928],""""iNat:28067859"""":[48.897655,-123.40175],""""iNat:30009604"""":[48.938922,-123.502289],""""iNat:32022401"""":[48.898782,-123.40874],""""iNat:32022408"""":[48.898782,-123.40874],""""iNat:49172927"""":[48.898225,-123.408675],""""iNat:49173247"""":[48.897337,-123.402297],""""iNat:55049837"""":[48.898843,-123.408368],""""iNat:55762854"""":[48.900679,-123.407957],""""iNat:56373900"""":[48.900219,-123.341001],""""iNat:57790084"""":[48.897553,-123.409225],""""iNat:63401514"""":[48.90023,-123.407981],""""iNat:68090675"""":[48.967315,-123.556427],""""iNat:68195084"""":[48.939469,-123.501653],""""iNat:73660670"""":[48.901616,-123.40904],""""iNat:73660756"""":[48.901416,-123.408592],""""iNat:73718035"""":[48.977813,-123.568641],""""iNat:73983086"""":[48.865369,-123.349945],""""iNat:74014923"""":[48.900263,-123.409344],""""iNat:74014926"""":[48.900263,-123.409344],""""iNat:74604952"""":[48.901846,-123.408998],""""iNat:80011280"""":[48.865319,-123.351197],""""iNat:80275388"""":[48.866061,-123.349503],""""iNat:81939573"""":[48.888934,-123.323532],""""iNat:82226617"""":[48.865652,-123.349791],""""iNat:82260684"""":[48.906128,-123.456968],""""iNat:82260704"""":[48.906709,-123.459033],""""iNat:84398154"""":[48.877607,-123.39186],""""iNat:84398160"""":[48.877607,-123.39186],""""iNat:86123496"""":[48.886515,-123.319133],""""iNat:86787991"""":[48.875957,-123.401339],""""iNat:107422987"""":[48.939281,-123.501726],""""iNat:107422990"""":[48.939281,-123.501726],""""iNat:107457340"""":[48.939372,-123.503078],""""iNat:107706182"""":[48.897652,-123.410302],""""iNat:109726313"""":[48.91375,-123.386955],""""iNat:110396286"""":[49.010621,-123.577716],""""iNat:117536646"""":[48.905562,-123.367016],""""iNat:124069849"""":[48.939701,-123.501656],""""iNat:127039080"""":[48.899326,-123.407668],""""iNat:128527374"""":[48.906709,-123.459775],""""iNat:128747886"""":[48.923163,-123.458345],""""iNat:128747891"""":[48.923906,-123.462249],""""iNat:129151018"""":[48.939909,-123.505711],""""iNat:129506041"""":[48.897553,-123.401908],""""iNat:129639242"""":[48.916666,-123.446531],""""iNat:129639274"""":[48.916666,-123.446531],""""iNat:129778393"""":[48.922531,-123.455762],""""iNat:129778396"""":[48.922147,-123.455384],""""iNat:129778415"""":[48.921345,-123.45384],""""iNat:132070792"""":[48.918169,-123.446775],""""iNat:134230859"""":[48.896731,-123.401027],""""iNat:136068355"""":[48.956673,-123.500006],""""iNat:143066273"""":[48.899912,-123.40808],""""iNat:143074585"""":[48.897605,-123.410312],""""iNat:148364288"""":[48.8772,-123.317978],""""iNat:152313136"""":[48.891631,-123.390115],""""iNat:152524269"""":[48.897,-123.41069],""""iNat:163264938"""":[48.877676,-123.403129],""""iNat:163922067"""":[48.939767,-123.501267],""""iNat:164089950"""":[48.943357,-123.50965],""""iNat:164131667"""":[48.897365,-123.410883],""""iNat:164153311"""":[48.94326,-123.510066],""""iNat:164155021"""":[48.87779,-123.316475],""""iNat:164155039"""":[48.878002,-123.31629],""""iNat:164348437"""":[48.87808,-123.316917],""""iNat:164555173"""":[48.993757,-123.58417],""""iNat:164555174"""":[48.993757,-123.58417],""""iNat:164587973"""":[48.923492,-123.494248],""""iNat:164589495"""":[48.939464,-123.503756],""""iNat:165739070"""":[48.922629,-123.456526],""""iNat:165739104"""":[48.923266,-123.460322],""""iNat:165764647"""":[48.923225,-123.459469],""""iNat:165764700"""":[48.923225,-123.459469],""""iNat:165843744"""":[48.900013,-123.40832],""""iNat:166529413"""":[48.877664,-123.317553],""""iNat:166658153"""":[48.939875,-123.505421],""""iNat:167489191"""":[48.988702,-123.578699],""""iNat:167489216"""":[48.988702,-123.578699],""""iNat:168022857"""":[48.894184,-123.428272],""""iNat:168022882"""":[48.893828,-123.428831],""""iNat:168217670"""":[48.88999,-123.391585],""""iNat:168217677"""":[48.88999,-123.391585],""""iNat:169069524"""":[48.909665,-123.431868],""""iNat:169325975"""":[48.989158,-123.580735],""""iNat:169330665"""":[48.989636,-123.580455],""""iNat:169901022"""":[48.989483,-123.580824],""""iNat:169901034"""":[48.989483,-123.580824],""""iNat:175080116"""":[48.970551,-123.560451],""""iNat:175875950"""":[48.970066,-123.56006],""""iNat:175984855"""":[48.959829,-123.508804],""""iNat:175984889"""":[48.959829,-123.508804],""""iNat:176008091"""":[48.897236,-123.401954],""""iNat:176772350"""":[48.87945,-123.31252],""""iNat:177091473"""":[48.939302,-123.503372],""""iNat:180969690"""":[48.873828,-123.292228]}","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Cancroidea","Cancridae","","","Cancer","productus","Peter","iNat",,,"iNat:2976310",2013-10-13 00:00:00,"Jenny Kirkpatrick","iNat",,,"iNat:180969690",2023-08-30 20:31:30,1,0,0,0,0,0,"kwakwatl'shun","(Thom, 2011)"
