"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","iNatID"
4413469049,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/175984878","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Oplopanax","Oplopanax horridus","","SPECIES","Oplopanax horridus (Sm.) Miq.","Oplopanax horridus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.959829,-123.508804,170,,,,,,2023-07-16 00:00:00,16,7,2023,3036356,3036356,"HUMAN_OBSERVATION","iNaturalist","Observations","175984878","","Liam Steele",2023-07-31 19:30:11,"CC0_1_0","Liam Steele","Liam Steele","","",2023-09-21 15:04:48,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",175984878
4413403735,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181017990","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca vitulina","","SPECIES","Phoca vitulina Linnaeus, 1758","Phoca vitulina","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-08-23 22:44:00,23,8,2023,2434793,2434793,"HUMAN_OBSERVATION","iNaturalist","Observations","181017990","","Athena Wong",2023-08-31 05:46:02,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:16:15,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181017990
4407358775,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018691","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus rufus","","SPECIES","Selasphorus rufus (J.F.Gmelin, 1788)","Selasphorus rufus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-06-21 22:57:00,21,6,2023,2476855,2476855,"HUMAN_OBSERVATION","iNaturalist","Observations","181018691","","Athena Wong",2023-08-31 05:58:43,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:34:00,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018691
4407338201,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181019814","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","Sedum","Sedum spathulifolium","","SPECIES","Sedum spathulifolium Hook.","Sedum spathulifolium","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2011-06-05 12:40:00,5,6,2011,5362046,5362046,"HUMAN_OBSERVATION","iNaturalist","Observations","181019814","","Athena Wong",2023-08-31 06:18:53,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:34:13,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181019814
4407317114,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181015813","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris regilla","","SPECIES","Pseudacris regilla (Baird & Girard, 1852)","Pseudacris regilla","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2011-09-05 09:50:00,5,9,2011,2428132,2428132,"HUMAN_OBSERVATION","iNaturalist","Observations","181015813","","Athena Wong",2023-08-31 05:06:13,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:01:58,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181015813
4407293926,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181091664","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia leucophrys","","SPECIES","Zonotrichia leucophrys (J.R.Forster, 1772)","Zonotrichia leucophrys","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2018-06-30 12:28:00,30,6,2018,5231132,5231132,"HUMAN_OBSERVATION","iNaturalist","Observations","181091664","","Aaron Veale",2023-08-31 19:14:16,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:22,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181091664
4407275133,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181015992","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura","","SPECIES","Cathartes aura (Linnaeus, 1758)","Cathartes aura","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2014-05-17 14:09:00,17,5,2014,2481930,2481930,"HUMAN_OBSERVATION","iNaturalist","Observations","181015992","","Athena Wong",2023-08-31 05:08:49,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:32:30,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181015992
4407263121,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181019732","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Libellula","Libellula forensis","","SPECIES","Libellula forensis Hagen, 1861","Libellula forensis","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2011-09-03 11:53:00,3,9,2011,1427927,1427927,"HUMAN_OBSERVATION","iNaturalist","Observations","181019732","","Athena Wong",2023-08-31 06:17:02,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:08:43,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181019732
4407256054,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181015924","Animalia","Chordata","Squamata","","Colubridae","Thamnophis","Thamnophis elegans","vagrans","SUBSPECIES","Thamnophis elegans vagrans (Baird & Girard, 1853)","Thamnophis elegans vagrans","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2018-08-10 14:09:00,10,8,2018,6161479,2457545,"HUMAN_OBSERVATION","iNaturalist","Observations","181015924","","Jakob Mueller",2023-08-31 20:53:34,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:01:44,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181015924
4407253033,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018554","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus leucocephalus","","SPECIES","Haliaeetus leucocephalus (Linnaeus, 1766)","Haliaeetus leucocephalus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2022-12-30 21:34:00,30,12,2022,2480446,2480446,"HUMAN_OBSERVATION","iNaturalist","Observations","181018554","","Athena Wong",2023-08-31 05:56:34,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:34:11,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018554
4407231913,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018463","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Megaptera","Megaptera novaeangliae","","SPECIES","Megaptera novaeangliae (Borowski, 1781)","Megaptera novaeangliae","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-01-02 20:10:00,2,1,2023,5220086,5220086,"HUMAN_OBSERVATION","iNaturalist","Observations","181018463","","Athena Wong",2023-08-31 05:54:47,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:05,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018463
4407227904,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/180684915","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Orgyia","Orgyia pseudotsugata","","SPECIES","Orgyia pseudotsugata McDunnough, 1921","Orgyia pseudotsugata","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882173,-123.351001,14967,,,,,,2023-08-28 14:52:45,28,8,2023,8720118,8720118,"HUMAN_OBSERVATION","iNaturalist","Observations","180684915","","Jan Smith",2023-08-29 01:57:08,"CC_BY_NC_4_0","Shauna Anderson","Shauna Anderson","","",2023-09-21 16:32:10,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",180684915
4407200229,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181019869","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","Sedum","Sedum spathulifolium","","SPECIES","Sedum spathulifolium Hook.","Sedum spathulifolium","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2009-04-11 14:33:00,11,4,2009,5362046,5362046,"HUMAN_OBSERVATION","iNaturalist","Observations","181019869","","dL thompson",2023-08-31 15:21:10,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:05,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181019869
4407192920,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181014529","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus","","SPECIES","Pisaster ochraceus (Brandt, 1835)","Pisaster ochraceus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.923647,-123.441472,13907,,,,,,2023-08-17 00:00:00,17,8,2023,2273754,2273754,"HUMAN_OBSERVATION","iNaturalist","Observations","181014529","","Erica Bleke",2023-08-31 05:16:46,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:46,"StillImage","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181014529
4407181232,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018877","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus","columbianus","SUBSPECIES","Odocoileus hemionus columbianus (Richardson, 1829)","Odocoileus hemionus columbianus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2017-08-05 13:13:00,5,8,2017,4262326,2440974,"HUMAN_OBSERVATION","iNaturalist","Observations","181018877","","Stephen B. Brown",2023-08-31 16:23:37,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:36:46,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018877
4407179143,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018835","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra","Lontra canadensis","","SPECIES","Lontra canadensis (Schreber, 1777)","Lontra canadensis","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2018-08-12 12:50:00,12,8,2018,2433727,2433727,"HUMAN_OBSERVATION","iNaturalist","Observations","181018835","","Alan Burger",2023-08-31 21:57:48,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:34:00,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018835
4407165114,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018512","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus","","SPECIES","Pisaster ochraceus (Brandt, 1835)","Pisaster ochraceus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-08-17 08:41:00,17,8,2023,2273754,2273754,"HUMAN_OBSERVATION","iNaturalist","Observations","181018512","","Athena Wong",2023-08-31 05:55:43,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:31:26,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018512
4407151138,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181017556","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus rufus","","SPECIES","Selasphorus rufus (J.F.Gmelin, 1788)","Selasphorus rufus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-06-22 22:36:00,22,6,2023,2476855,2476855,"HUMAN_OBSERVATION","iNaturalist","Observations","181017556","","Athena Wong",2023-08-31 05:36:58,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:00,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181017556
4407140730,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018260","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca vitulina","richardii","SUBSPECIES","Phoca vitulina richardii (Gray, 1864)","Phoca vitulina richardii","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-08-22 13:09:00,22,8,2023,6163798,2434793,"HUMAN_OBSERVATION","iNaturalist","Observations","181018260","","bps921",2023-09-03 01:41:44,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:34:15,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018260
4407061148,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181015645","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae","Erythronium","Erythronium oregonum","","SPECIES","Erythronium oregonum Applegate","Erythronium oregonum","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2007-04-06 04:13:00,6,4,2007,2752808,2752808,"HUMAN_OBSERVATION","iNaturalist","Observations","181015645","","Athena Wong",2023-08-31 05:02:19,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:30,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181015645
4407060182,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181017878","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Megaptera","Megaptera novaeangliae","","SPECIES","Megaptera novaeangliae (Borowski, 1781)","Megaptera novaeangliae","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-01-02 21:29:00,2,1,2023,5220086,5220086,"HUMAN_OBSERVATION","iNaturalist","Observations","181017878","","Athena Wong",2023-08-31 05:44:41,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:17,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181017878
