"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","iNatID"
4405173515,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/160620378","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Lithophragma","Lithophragma parviflorum","","SPECIES","Lithophragma parviflorum (Hook.) Nutt. ex Torr. & A.Gray","Lithophragma parviflorum","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.00359,-123.574929,8508,,,,,,2023-05-06 19:02:51,6,5,2023,8408864,8408864,"HUMAN_OBSERVATION","iNaturalist","Observations","160620378","","maybejuju",2023-05-08 19:57:15,"CC_BY_NC_4_0","maybejuju","maybejuju","","",2023-09-21 14:52:01,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",160620378
4405005666,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/168439414","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus vosnesenskii","","SPECIES","Bombus vosnesenskii Radoszkowski, 1862","Bombus vosnesenskii","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882173,-123.351001,14967,,,,,,2023-06-06 12:51:52,6,6,2023,1340436,1340436,"HUMAN_OBSERVATION","iNaturalist","Observations","168439414","","Shauna Anderson",2023-06-20 05:14:32,"CC_BY_NC_4_0","Shauna Anderson","Shauna Anderson","","",2023-09-21 16:27:28,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",168439414
4400430346,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/75695281","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Cycloneda","Cycloneda polita","","SPECIES","Cycloneda polita Casey, 1899","Cycloneda polita","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.987268,-123.517774,26614,,,,,,2021-04-29 13:43:51,29,4,2021,1043108,1043108,"HUMAN_OBSERVATION","iNaturalist","Observations","75695281","","richyfourtytwo",2021-04-30 06:31:53,"CC_BY_NC_4_0","Tumtumtree","Tumtumtree","","",2023-09-21 15:37:48,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",75695281
4171768414,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/175442683","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cepphus","Cepphus columba","","SPECIES","Cepphus columba Pallas, 1811","Cepphus columba","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.85905,-123.330486,1618,,,,,,2023-07-10 00:00:00,10,7,2023,9315520,9315520,"HUMAN_OBSERVATION","iNaturalist","Observations","175442683","","Liam Steele",2023-07-28 22:13:37,"CC0_1_0","Liam Steele","Liam Steele","","",2023-09-21 14:59:06,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",175442683
4171726854,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/165380073","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Holodiscus","Holodiscus discolor","","SPECIES","Holodiscus discolor (Pursh) Maxim.","Holodiscus discolor","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.974959,-123.534652,46637,,,,,,2023-06-02 20:03:34,2,6,2023,2987780,2987780,"HUMAN_OBSERVATION","iNaturalist","Observations","165380073","","martinepaulin",2023-06-03 20:54:43,"CC_BY_NC_4_0","martinepaulin","martinepaulin","","",2023-09-21 16:24:58,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",165380073
4171595780,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/175149855","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","","SPECIES","Limenitis lorquini (Boisduval, 1852)","Limenitis lorquini","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882173,-123.351001,14967,,,,,,2023-07-26 08:59:05,26,7,2023,5132246,5132246,"HUMAN_OBSERVATION","iNaturalist","Observations","175149855","","Shauna Anderson",2023-07-27 03:22:57,"CC_BY_NC_4_0","Shauna Anderson","Shauna Anderson","","",2023-09-21 14:59:12,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",175149855
4171441892,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/175442679","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cepphus","Cepphus columba","","SPECIES","Cepphus columba Pallas, 1811","Cepphus columba","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.85905,-123.330486,1618,,,,,,2023-07-10 00:00:00,10,7,2023,9315520,9315520,"HUMAN_OBSERVATION","iNaturalist","Observations","175442679","","Liam Steele",2023-07-28 22:13:36,"CC0_1_0","Liam Steele","Liam Steele","","",2023-09-21 15:00:38,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",175442679
4165501039,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/174570669","Animalia","Arthropoda","Arachnida","Araneae","Pholcidae","Pholcus","Pholcus phalangioides","","SPECIES","Pholcus phalangioides (Fuesslin, 1775)","Pholcus phalangioides","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.96022,-123.561286,12484,,,,,,2023-07-23 15:08:34,23,7,2023,2149937,2149937,"HUMAN_OBSERVATION","iNaturalist","Observations","174570669","","Jaime Pinzon",2023-07-24 05:44:06,"CC_BY_NC_4_0","guym","guym","","",2023-09-21 14:58:47,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",174570669
4162570484,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/173548741","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabus","Carabus nemoralis","","SPECIES","Carabus nemoralis O.F.Müller, 1764","Carabus nemoralis","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882173,-123.351001,14967,,,,,,2023-07-17 20:43:34,17,7,2023,8056040,8056040,"HUMAN_OBSERVATION","iNaturalist","Observations","173548741","","Dr. Guido Bohne",2023-07-18 08:39:33,"CC_BY_NC_4_0","Shauna Anderson","Shauna Anderson","","",2023-09-21 14:58:16,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",173548741
4162290702,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/173262973","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","Pheucticus melanocephalus","","SPECIES","Pheucticus melanocephalus (Swainson, 1827)","Pheucticus melanocephalus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.991256,-123.545381,26614,,,,,,2023-07-10 20:17:15,10,7,2023,2490487,2490487,"HUMAN_OBSERVATION","iNaturalist","Observations","173262973","","beil",2023-07-16 18:31:51,"CC_BY_NC_4_0","beil","beil","","",2023-09-21 15:13:11,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",173262973
4162068007,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/173260745","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dennstaedtiaceae","Pteridium","Pteridium aquilinum","pubescens","VARIETY","Pteridium aquilinum var. pubescens Underw.","Pteridium aquilinum pubescens","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.944333,-123.422652,26614,,,,,,2023-07-16 11:02:57,16,7,2023,5532521,5275012,"HUMAN_OBSERVATION","iNaturalist","Observations","173260745","","Ed Alverson",2023-07-17 23:52:59,"CC_BY_NC_4_0","beil","beil","","",2023-09-21 16:29:30,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",173260745
4153894616,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/171648493","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Megaptera","Megaptera novaeangliae","","SPECIES","Megaptera novaeangliae (Borowski, 1781)","Megaptera novaeangliae","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.916326,-123.31923,9054,,,,,,2023-07-06 16:47:00,6,7,2023,5220086,5220086,"HUMAN_OBSERVATION","iNaturalist","Observations","171648493","","lauratalbot",2023-07-07 23:49:35,"CC_BY_NC_4_0","lauratalbot","lauratalbot","","",2023-09-21 14:57:35,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",171648493
