"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","iNatID"
4413557780,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/161009604","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Phrymaceae","Erythranthe","Erythranthe alsinoides","","SPECIES","Erythranthe alsinoides (Douglas ex Benth.) G.L.Nesom & N.S.Fraga","Erythranthe alsinoides","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.977727,-123.549022,,,,,,,2023-05-08 08:29:39,8,5,2023,7346094,7346094,"HUMAN_OBSERVATION","iNaturalist","Observations","161009604","","Terry M",2023-05-11 01:53:53,"CC_BY_NC_4_0","Terry M","Terry M","","",2023-09-21 14:52:40.166,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",161009604
4413555481,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/161072906","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria","Gaultheria shallon","","SPECIES","Gaultheria shallon Pursh","Gaultheria shallon","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.918109,-123.399984,4,,,,,,2023-05-11 06:54:26,11,5,2023,2882758,2882758,"HUMAN_OBSERVATION","iNaturalist","Observations","161072906","","Shauna Doll",2023-05-11 13:57:04,"CC_BY_NC_4_0","Shauna Doll","Shauna Doll","","",2023-09-21 16:36:04.333,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",161072906
4413529805,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/161008609","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Marmara","Marmara arbutiella","","SPECIES","Marmara arbutiella Busck, 1904","Marmara arbutiella","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.997642,-123.584972,154,,,,,,2023-05-08 07:21:33,8,5,2023,1751163,1751163,"HUMAN_OBSERVATION","iNaturalist","Observations","161008609","","Terry M",2023-05-11 01:44:46,"CC_BY_NC_4_0","Terry M","Terry M","","",2023-09-21 14:52:00.056,"StillImage","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",161008609
4413522864,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/166427923","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Micromeria","Micromeria douglasii","","SPECIES","Clinopodium douglasii (Benth.) Kuntze","Clinopodium douglasii","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.897778,-123.403397,4,,,,,,2023-06-09 06:47:29,9,6,2023,2926908,5606562,"HUMAN_OBSERVATION","iNaturalist","Observations","166427923","","dshrimpz",2023-06-09 15:50:04,"CC_BY_NC_4_0","dshrimpz","dshrimpz","","",2023-09-21 16:24:16.872,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",166427923
4413470658,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/167903156","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Micromeria","Micromeria douglasii","","SPECIES","Clinopodium douglasii (Benth.) Kuntze","Clinopodium douglasii","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.949494,-123.5037,,,,,,,2023-06-05 11:07:49,5,6,2023,2926908,5606562,"HUMAN_OBSERVATION","iNaturalist","Observations","167903156","","heather-magpie",2023-06-17 16:20:45,"CC_BY_NC_4_0","heather-magpie","heather-magpie","","",2023-09-21 14:55:19.458,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",167903156
4413451552,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/173989171","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha","Mentha canadensis","","SPECIES","Mentha canadensis L.","Mentha canadensis","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.933269,-123.481725,,,,,,,2023-07-20 11:10:32,20,7,2023,2927198,2927198,"HUMAN_OBSERVATION","iNaturalist","Observations","173989171","","heather-magpie",2023-07-20 19:48:52,"CC_BY_NC_4_0","heather-magpie","heather-magpie","","",2023-09-21 14:58:45.346,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",173989171
4413417883,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/168405514","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Lysichiton","Lysichiton americanus","","SPECIES","Lysichiton americanus Hultén & H.St.John","Lysichiton americanus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.940269,-123.475356,30,,,,,,2023-06-19 14:20:26,19,6,2023,2869311,2869311,"HUMAN_OBSERVATION","iNaturalist","Observations","168405514","","Terry M",2023-07-09 20:33:34,"CC_BY_NC_4_0","Mirjam Weber","Mirjam Weber","","",2023-09-21 14:56:18.41,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",168405514
4413403735,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181017990","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca vitulina","","SPECIES","Phoca vitulina Linnaeus, 1758","Phoca vitulina","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-08-23 22:44:00,23,8,2023,2434793,2434793,"HUMAN_OBSERVATION","iNaturalist","Observations","181017990","","Athena Wong",2023-08-31 05:46:02,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:16:15.865,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181017990
4413372873,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/168201297","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Prunella","Prunella vulgaris","","SPECIES","Prunella vulgaris L.","Prunella vulgaris","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.87415,-123.341942,,,,,,,2023-06-18 16:12:16,18,6,2023,5341297,5341297,"HUMAN_OBSERVATION","iNaturalist","Observations","168201297","","heather-magpie",2023-06-18 23:32:22,"CC_BY_NC_4_0","heather-magpie","heather-magpie","","",2023-09-21 16:29:11.108,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",168201297
4407378376,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/156370208","Plantae","Bryophyta","Bryopsida","Hypnales","Hylocomiaceae","Hylocomium","Hylocomium splendens","","SPECIES","Hylocomium splendens (Hedw.) Schimp.","Hylocomium splendens","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.933353,-123.4775,108,,,,,,2023-04-23 14:06:53,23,4,2023,2679696,2679696,"HUMAN_OBSERVATION","iNaturalist","Observations","156370208","","Adam Storey",2023-09-03 13:14:45,"CC_BY_NC_4_0","pinusstrobusroots","pinusstrobusroots","","",2023-09-21 16:20:07.146,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",156370208
4407358775,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018691","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus rufus","","SPECIES","Selasphorus rufus (J.F.Gmelin, 1788)","Selasphorus rufus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-06-21 22:57:00,21,6,2023,2476855,2476855,"HUMAN_OBSERVATION","iNaturalist","Observations","181018691","","Athena Wong",2023-08-31 05:58:43,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:34:00.015,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018691
4407344665,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/170163941","Plantae","Bryophyta","Bryopsida","Hypnales","Hylocomiaceae","Hylocomium","Hylocomium splendens","","SPECIES","Hylocomium splendens (Hedw.) Schimp.","Hylocomium splendens","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.927608,-123.468467,,,,,,,2023-06-29 11:14:01,29,6,2023,2679696,2679696,"HUMAN_OBSERVATION","iNaturalist","Observations","170163941","","heather-magpie",2023-06-29 19:47:20,"CC_BY_NC_4_0","heather-magpie","heather-magpie","","",2023-09-21 14:56:49.257,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",170163941
4407338201,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181019814","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","Sedum","Sedum spathulifolium","","SPECIES","Sedum spathulifolium Hook.","Sedum spathulifolium","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2011-06-05 12:40:00,5,6,2011,5362046,5362046,"HUMAN_OBSERVATION","iNaturalist","Observations","181019814","","Athena Wong",2023-08-31 06:18:53,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:34:13.248,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181019814
4407317114,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181015813","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris regilla","","SPECIES","Pseudacris regilla (Baird & Girard, 1852)","Pseudacris regilla","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2011-09-05 09:50:00,5,9,2011,2428132,2428132,"HUMAN_OBSERVATION","iNaturalist","Observations","181015813","","Athena Wong",2023-08-31 05:06:13,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:01:58.773,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181015813
4407293926,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181091664","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Zonotrichia","Zonotrichia leucophrys","","SPECIES","Zonotrichia leucophrys (J.R.Forster, 1772)","Zonotrichia leucophrys","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2018-06-30 12:28:00,30,6,2018,5231132,5231132,"HUMAN_OBSERVATION","iNaturalist","Observations","181091664","","Aaron Veale",2023-08-31 19:14:16,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:22.607,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181091664
4407275133,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181015992","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura","","SPECIES","Cathartes aura (Linnaeus, 1758)","Cathartes aura","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2014-05-17 14:09:00,17,5,2014,2481930,2481930,"HUMAN_OBSERVATION","iNaturalist","Observations","181015992","","Athena Wong",2023-08-31 05:08:49,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:32:30.648,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181015992
4407272463,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/172607610","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Ceratodalia","Ceratodalia gueneata","","SPECIES","Ceratodalia gueneata Packard, 1876","Ceratodalia gueneata","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.900128,-123.407136,97,,,,,,2023-07-11 21:55:30,11,7,2023,1989903,1989903,"HUMAN_OBSERVATION","iNaturalist","Observations","172607610","","bugsfan",2023-07-14 05:20:18,"CC_BY_NC_4_0","bugsfan","bugsfan","","",2023-09-21 16:27:47.963,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",172607610
4407263121,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181019732","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Libellula","Libellula forensis","","SPECIES","Libellula forensis Hagen, 1861","Libellula forensis","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2011-09-03 11:53:00,3,9,2011,1427927,1427927,"HUMAN_OBSERVATION","iNaturalist","Observations","181019732","","Athena Wong",2023-08-31 06:17:02,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:08:43.956,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181019732
