"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","iNatID"
4407256054,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181015924","Animalia","Chordata","Squamata","","Colubridae","Thamnophis","Thamnophis elegans","vagrans","SUBSPECIES","Thamnophis elegans vagrans (Baird & Girard, 1853)","Thamnophis elegans vagrans","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2018-08-10 14:09:00,10,8,2018,6161479,2457545,"HUMAN_OBSERVATION","iNaturalist","Observations","181015924","","Jakob Mueller",2023-08-31 20:53:34,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:01:44.07,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181015924
4407253033,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018554","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus leucocephalus","","SPECIES","Haliaeetus leucocephalus (Linnaeus, 1766)","Haliaeetus leucocephalus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2022-12-30 21:34:00,30,12,2022,2480446,2480446,"HUMAN_OBSERVATION","iNaturalist","Observations","181018554","","Athena Wong",2023-08-31 05:56:34,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:34:11.189,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018554
4407231913,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018463","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Megaptera","Megaptera novaeangliae","","SPECIES","Megaptera novaeangliae (Borowski, 1781)","Megaptera novaeangliae","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-01-02 20:10:00,2,1,2023,5220086,5220086,"HUMAN_OBSERVATION","iNaturalist","Observations","181018463","","Athena Wong",2023-08-31 05:54:47,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:05.31,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018463
4407200229,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181019869","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","Sedum","Sedum spathulifolium","","SPECIES","Sedum spathulifolium Hook.","Sedum spathulifolium","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2009-04-11 14:33:00,11,4,2009,5362046,5362046,"HUMAN_OBSERVATION","iNaturalist","Observations","181019869","","dL thompson",2023-08-31 15:21:10,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:05.792,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181019869
4407192920,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181014529","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus","","SPECIES","Pisaster ochraceus (Brandt, 1835)","Pisaster ochraceus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.923647,-123.441472,13907,,,,,,2023-08-17,17,8,2023,2273754,2273754,"HUMAN_OBSERVATION","iNaturalist","Observations","181014529","","Erica Bleke",2023-08-31 05:16:46,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:46.938,"StillImage","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181014529
4407181232,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018877","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus","columbianus","SUBSPECIES","Odocoileus hemionus columbianus (Richardson, 1829)","Odocoileus hemionus columbianus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2017-08-05 13:13:00,5,8,2017,4262326,2440974,"HUMAN_OBSERVATION","iNaturalist","Observations","181018877","","Stephen B. Brown",2023-08-31 16:23:37,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:36:46.834,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018877
4407179143,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018835","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra","Lontra canadensis","","SPECIES","Lontra canadensis (Schreber, 1777)","Lontra canadensis","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2018-08-12 12:50:00,12,8,2018,2433727,2433727,"HUMAN_OBSERVATION","iNaturalist","Observations","181018835","","Alan Burger",2023-08-31 21:57:48,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:34:00.016,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018835
4407165114,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018512","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus","","SPECIES","Pisaster ochraceus (Brandt, 1835)","Pisaster ochraceus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-08-17 08:41:00,17,8,2023,2273754,2273754,"HUMAN_OBSERVATION","iNaturalist","Observations","181018512","","Athena Wong",2023-08-31 05:55:43,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:31:26.717,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018512
4407151138,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181017556","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus rufus","","SPECIES","Selasphorus rufus (J.F.Gmelin, 1788)","Selasphorus rufus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-06-22 22:36:00,22,6,2023,2476855,2476855,"HUMAN_OBSERVATION","iNaturalist","Observations","181017556","","Athena Wong",2023-08-31 05:36:58,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:00.434,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181017556
4407140730,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181018260","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca vitulina","richardii","SUBSPECIES","Phoca vitulina richardii (Gray, 1864)","Phoca vitulina richardii","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-08-22 13:09:00,22,8,2023,6163798,2434793,"HUMAN_OBSERVATION","iNaturalist","Observations","181018260","","bps921",2023-09-03 01:41:44,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 16:34:15.352,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181018260
4407061148,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181015645","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae","Erythronium","Erythronium oregonum","","SPECIES","Erythronium oregonum Applegate","Erythronium oregonum","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2007-04-06 04:13:00,6,4,2007,2752808,2752808,"HUMAN_OBSERVATION","iNaturalist","Observations","181015645","","Athena Wong",2023-08-31 05:02:19,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:30.361,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181015645
4407060182,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181017878","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Megaptera","Megaptera novaeangliae","","SPECIES","Megaptera novaeangliae (Borowski, 1781)","Megaptera novaeangliae","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,2023-01-02 21:29:00,2,1,2023,5220086,5220086,"HUMAN_OBSERVATION","iNaturalist","Observations","181017878","","Athena Wong",2023-08-31 05:44:41,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2023-09-21 15:02:17.211,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181017878
4405281448,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/135389799","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","Stachys chamissonis","cooleyae","VARIETY","Stachys chamissonis var. cooleyae (A.Heller) G.A.Mulligan & D.B.Munro","Stachys chamissonis cooleyae","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.959153,-123.509147,231,,,,,,2022-09-02 07:11:00,2,9,2022,3884360,2927294,"HUMAN_OBSERVATION","iNaturalist","Observations","135389799","","Alex Abair",2023-08-29 14:13:30,"CC0_1_0","Liam Steele","Liam Steele","","",2023-09-21 14:41:45.8,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",135389799
4405266639,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/173030940","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Adenocaulon","Adenocaulon bicolor","","SPECIES","Adenocaulon bicolor Hook.","Adenocaulon bicolor","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.874488,-123.338975,4,,,,,,2023-07-11 14:26:42,11,7,2023,3092979,3092979,"HUMAN_OBSERVATION","iNaturalist","Observations","173030940","","Christian Adler",2023-07-15 15:45:26,"CC_BY_NC_4_0","Christian Adler","Christian Adler","","",2023-09-21 14:58:00.495,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",173030940
4405245418,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/169095812","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus spectabilis","","SPECIES","Rubus spectabilis Pursh","Rubus spectabilis","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.928561,-123.469072,,,,,,,2023-06-23 14:55:20,23,6,2023,2993761,2993761,"HUMAN_OBSERVATION","iNaturalist","Observations","169095812","","heather-magpie",2023-06-24 00:55:37,"CC_BY_NC_4_0","heather-magpie","heather-magpie","","",2023-09-21 16:38:22.48,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",169095812
