"id","time_observed_at","observed_on","user_login","user_name","quality_grade","coordinates_obscured","image_url","positional_accuracy","scientific_name","common_name","captive","taxon_id","taxon_rank","latitude","longitude","private_latitude","private_longitude","phylum"
2660484,"2016-02-06","2016-02-06","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/2991668/square.JPG",16,"Pinaceae","pine family","true",47562,"family",48.878621,-123.319998,,,"Tracheophyta"
2675807,"2016-02-12","2016-02-12","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3007241/square.JPG",43,"Salvia rosmarinus","Rosemary","true",636795,"species",48.877081,-123.318229,,,"Tracheophyta"
2676463,"2016-02-12","2016-02-12","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3007333/square.JPG",43,"Euphorbia characias","Mediterranean spurge","true",181594,"species",48.876997,-123.318465,,,"Tracheophyta"
2676523,"2016-02-13","2016-02-13","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3007374/square.JPG",62,"Narcissus","daffodils","true",53597,"genus",48.87708,-123.319001,,,"Tracheophyta"
2679429,"2016-02-13","2016-02-13","galianotwins","","needs_id","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3010630/square.jpg",13809,"Sanicula crassicaulis crassicaulis","","false",68470,"variety",49.008395,-123.577428,,,"Tracheophyta"
2679434,"2016-02-13","2016-02-13","galianotwins","","needs_id","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3010640/square.jpg",13809,"Mycena","Bonnets","false",55922,"genus",49.008395,-123.577428,,,"Basidiomycota"
2679436,"2016-02-13","2016-02-13","galianotwins","","needs_id","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3010642/square.jpg",13809,"Mycena","Bonnets","false",55922,"genus",49.008395,-123.577428,,,"Basidiomycota"
2679442,"2016-02-13","2016-02-13","galianotwins","","needs_id","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3010648/square.jpg",13809,"Usnea","beard lichens","false",67747,"genus",49.008395,-123.577428,,,"Ascomycota"
2679449,"2016-02-13","2016-02-13","galianotwins","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3010659/square.jpg",13809,"Evernia prunastri","Oakmoss","false",123175,"species",49.008395,-123.577428,,,"Ascomycota"
2679455,"2016-02-13","2016-02-13","galianotwins","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3010668/square.jpg",13809,"Pseudisothecium stoloniferum","Cat's Tail Moss","false",1262643,"species",49.008395,-123.577428,,,"Bryophyta"
2679461,"2016-02-13","2016-02-13","galianotwins","","needs_id","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3010676/square.jpg",13809,"Urtica","nettles","false",51886,"genus",49.008395,-123.577428,,,"Tracheophyta"
2696163,"2016-02-18","2016-02-18","galianotwins","","casual","false","",2794,"Ixodes pacificus","Western Black-legged Tick","false",60599,"species",48.865799,-123.331146,,,"Arthropoda"
2699535,"2016-02-20T07:42:47-08:00","2016-02-20","jankylean2","Graham Barber","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3039234/square.jpg",5,"Fatsia japonica","Japanese aralia","true",126735,"species",48.8727336796,-123.3223405482,,,"Tracheophyta"
2701035,"2015-04-13T10:56:49-07:00","2015-04-13","jemma","Jemma Lee","needs_id","true","https://static.inaturalist.org/photos/3041350/square.jpg",44,"Amanita","amanita mushrooms","false",48419,"genus",,,48.8811317878,-123.3210882102,"Basidiomycota"
2701067,"2014-10-13T10:41:01-07:00","2014-10-13","jemma","Jemma Lee","research","true","https://static.inaturalist.org/photos/3041403/square.jpg",22,"Coprinus comatus","Shaggy Inkcap","false",47392,"species",,,48.8799211366,-123.31986873,"Basidiomycota"
2724148,"2016-02-24","2016-02-24","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3074325/square.JPG",71,"Crocus","Crocuses","true",55770,"genus",48.869023,-123.346671,,,"Tracheophyta"
2732606,"2016-02-29","2016-02-29","seabreze","","casual","false","",10,"Prunus","plums, cherries, and allies","false",47351,"genus",48.910714,-123.416076,,,"Tracheophyta"
2738453,"2016-02-29","2016-02-29","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3091530/square.JPG",10,"Muscari","Grape hyacinths","true",50921,"genus",48.870885,-123.323833,,,"Tracheophyta"
2767539,"2015-12-31T12:34:29-08:00","2015-12-31","jemma","Jemma Lee","research","true","https://static.inaturalist.org/photos/3133246/square.jpg",89,"Ilex aquifolium","European holly","false",53856,"species",,,48.8790569859,-123.3191428188,"Tracheophyta"
2810361,"2016-03-16","2016-03-16","slrtweedale","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3193912/square.jpg",5582,"Pteridium aquilinum","common bracken","false",52681,"species",48.895667,-123.337102,,,"Tracheophyta"
2810421,"2016-03-10","2016-03-10","slrtweedale","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3193992/square.JPG",13809,"Berberis aquifolium","Oregon grape","false",126887,"species",48.923647,-123.441472,,,"Tracheophyta"
2870598,"2016-03-26T12:43:29-07:00","2016-03-26","lorinca","Lorin","research","true","https://static.inaturalist.org/photos/3278491/square.jpg",43,"Ariolimax columbianus","Pacific Banana Slug","false",47776,"species",48.9489408292,-123.2478430265,48.876994,-123.359245,"Mollusca"
2870654,"2016-03-24T14:46:36-07:00","2016-03-24","lorinca","Lorin","research","true","https://static.inaturalist.org/photos/3278581/square.jpg",21,"Cardamine oligosperma","little western bittercress","false",52981,"species",48.9391256868,-123.2937741621,,,"Tracheophyta"
2881735,"2015-05-17T18:51:13-07:00","2015-05-17","nomadkris","Nomadkris","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3291853/square.jpeg",8256,"Fritillaria affinis","checker lily","false",50618,"species",48.9106856608,-123.3834550157,,,"Tracheophyta"
2886581,"","","nomadkris","Nomadkris","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3299161/square.jpg",87,"Pisaster ochraceus","Ochre Sea Star","false",49699,"species",48.93981,-123.501928,,,"Echinodermata"
2914558,"2016-04-10","2016-04-10","marlinfish13","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3335744/square.JPG",13809,"Ambystoma gracile","Northwestern Salamander","false",26747,"species",48.923647,-123.441472,,,"Chordata"
2926959,"2016-04-09T11:38:17-07:00","2016-04-09","nomadkris","Nomadkris","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3352556/square.jpg",13809,"Leiothlypis celata","Orange-crowned Warbler","false",979757,"species",48.923647,-123.441472,,,"Chordata"
2926962,"2016-04-09T12:07:11-07:00","2016-04-09","nomadkris","Nomadkris","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3352558/square.jpg",13809,"Leiothlypis celata","Orange-crowned Warbler","false",979757,"species",48.923647,-123.441472,,,"Chordata"
2928691,"2016-03-27T11:00:22-07:00","2016-03-27","slrtweedale","","research","false","https://static.inaturalist.org/photos/3355138/square.jpg",5569,"Mergus merganser","Goosander","false",7004,"species",48.890249,-123.346715,,,"Chordata"
2955631,"2016-04-16T23:07:56-07:00","2016-04-16","jemma","Jemma Lee","casual","false","",22,"Pandion haliaetus","Osprey","false",116999,"species",48.8783057482,-123.3187600023,,,"Chordata"
2958594,"2016-04-17","2016-04-17","marlinfish13","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3395156/square.JPG",2792,"Claytonia sibirica","Pink Purslane","false",55767,"species",48.862456,-123.324966,,,"Tracheophyta"
2975342,"2016-04-02","2016-04-02","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3419206/square.JPG",21,"Hyacinthoides","Bluebells","true",56095,"genus",48.86358,-123.350791,,,"Tracheophyta"
2975357,"2016-04-02","2016-04-02","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3419532/square.JPG",21,"Picea abies","Norway spruce","true",63567,"species",48.863516,-123.350683,,,"Tracheophyta"
2975427,"2016-04-02","2016-04-02","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3419341/square.JPG",4,"Canis familiaris","Domestic Dog","true",47144,"species",48.863872,-123.350641,,,"Chordata"
3030482,"2016-04-23","2016-04-23","chlorophilia","Andrew Simon","casual","false","",167,"Spinus pinus","Pine Siskin","false",145304,"species",48.866863,-123.336017,,,"Chordata"
3030483,"2016-04-23","2016-04-23","chlorophilia","Andrew Simon","casual","false","",167,"Cathartes aura","Turkey Vulture","false",4756,"species",48.866863,-123.336017,,,"Chordata"
3030484,"2016-04-23","2016-04-23","chlorophilia","Andrew Simon","casual","false","",167,"Chroicocephalus philadelphia","Bonaparte's Gull","false",144502,"species",48.866863,-123.336017,,,"Chordata"
3030487,"2016-04-23","2016-04-23","chlorophilia","Andrew Simon","casual","false","",167,"Haliaeetus leucocephalus","Bald Eagle","false",5305,"species",48.866863,-123.336017,,,"Chordata"
3030492,"2016-04-23","2016-04-23","chlorophilia","Andrew Simon","casual","false","",167,"Junco hyemalis","Dark-eyed Junco","false",10094,"species",48.866863,-123.336017,,,"Chordata"
3030494,"2016-04-23","2016-04-23","chlorophilia","Andrew Simon","casual","false","",167,"Larus glaucescens","Glaucous-winged Gull","false",4399,"species",48.866863,-123.336017,,,"Chordata"
3030496,"2016-04-23","2016-04-23","chlorophilia","Andrew Simon","casual","false","",167,"Dryobates villosus","Hairy Woodpecker","false",792990,"species",48.866863,-123.336017,,,"Chordata"
3030497,"2016-04-23","2016-04-23","chlorophilia","Andrew Simon","casual","false","",167,"Pipilo maculatus","Spotted Towhee","false",9420,"species",48.866863,-123.336017,,,"Chordata"
3030499,"2016-04-23","2016-04-23","chlorophilia","Andrew Simon","casual","false","",167,"Setophaga coronata","Yellow-rumped Warbler","false",145245,"species",48.866863,-123.336017,,,"Chordata"
3030501,"2016-04-23","2016-04-23","chlorophilia","Andrew Simon","casual","false","",167,"Setophaga townsendi","Townsend's Warbler","false",145255,"species",48.866863,-123.336017,,,"Chordata"
3030503,"2016-04-23","2016-04-23","chlorophilia","Andrew Simon","casual","false","",167,"Sitta canadensis","Red-breasted Nuthatch","false",14823,"species",48.866863,-123.336017,,,"Chordata"
3030504,"2016-04-23","2016-04-23","chlorophilia","Andrew Simon","casual","false","",167,"Troglodytes aedon","House Wren","false",7562,"species",48.866863,-123.336017,,,"Chordata"
3040840,"2016-04-23","2016-04-23","laurus_nobilis","Lauren Magner","casual","false","",174,"Poecile rufescens","Chestnut-backed Chickadee","false",144820,"species",48.867549,-123.339915,,,"Chordata"
3040843,"2016-04-23","2016-04-23","laurus_nobilis","Lauren Magner","casual","false","",174,"Spizella passerina","Chipping Sparrow","false",9135,"species",48.867549,-123.339915,,,"Chordata"
3040844,"2016-04-23","2016-04-23","laurus_nobilis","Lauren Magner","casual","false","",174,"Turdus migratorius","American Robin","false",12727,"species",48.867549,-123.339915,,,"Chordata"
3052018,"2016-04-28","2016-04-28","marlinfish13","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3515630/square.jpg",1049318,"Nemophila parviflora","small-flowered nemophila","false",57353,"species",48.918664,-123.403587,,,"Tracheophyta"
3069497,"","","laurus_nobilis","Lauren Magner","casual","false","",43,"Rana aurora","Northern Red-legged Frog","false",25545,"species",48.869288,-123.345941,,,"Chordata"
3070175,"2016-04-30","2016-04-30","marlinfish13","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3538017/square.jpg",890054,"Geranium molle","Dove's-foot crane's-bill","false",53076,"species",48.864715,-123.359985,,,"Tracheophyta"
3116825,"2016-05-06","2016-05-06","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3604086/square.JPG",156,"Equus caballus","Domestic Horse","true",209233,"species",48.87333,-123.324366,,,"Chordata"
3145509,"2016-04-27","2016-04-27","thawkins35","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3637758/square.JPG",2790,"Haliaeetus leucocephalus","Bald Eagle","false",5305,"species",48.851162,-123.363419,,,"Chordata"
3287322,"2016-05-23T20:50:44-07:00","2016-05-23","nomadkris","Nomadkris","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3800591/square.jpeg",8256,"Erythronium oregonum × revolutum","giant white × coast fawn lily","false",1459210,"hybrid",48.8966283335,-123.4050538391,,,"Tracheophyta"
3291897,"2011-06-26T13:08:37-07:00","2011-06-26","kriskrug","KK","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3805149/square.jpg",1677,"Orcinus orca","Orca","false",41521,"species",48.85753763,-123.3487290021,,,"Chordata"
3317178,"2016-05-10","2016-05-10","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3833016/square.JPG",77,"Cedrus deodara","Deodar cedar","true",69820,"species",48.863419,-123.350716,,,"Tracheophyta"
3319216,"2016-05-13","2016-05-13","chlorophilia","Andrew Simon","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3834675/square.JPG",13809,"Mycelis muralis","Wall Lettuce","false",48543,"species",48.923647,-123.441472,,,"Tracheophyta"
3319220,"2016-05-13","2016-05-13","chlorophilia","Andrew Simon","needs_id","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3834684/square.JPG",13809,"Sanicula crassicaulis","Pacific Sanicle","false",53201,"species",48.923647,-123.441472,,,"Tracheophyta"
3319233,"2016-05-13","2016-05-13","chlorophilia","Andrew Simon","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3834700/square.JPG",13809,"Gaultheria shallon","shallon","false",48441,"species",48.923647,-123.441472,,,"Tracheophyta"
3383159,"2016-06-03","2016-06-03","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3909421/square.JPG",5,"Myosotis","Forget-me-nots","true",49131,"genus",48.879247,-123.319876,,,"Tracheophyta"
3388000,"2016-06-04T16:39:42-07:00","2016-06-04","nomadkris","Nomadkris","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3916764/square.jpeg",,"Rana aurora","Northern Red-legged Frog","false",25545,"species",,,,,"Chordata"
3404534,"2016-06-05","2016-06-05","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3940427/square.JPG",55,"Melospiza melodia","Song Sparrow","false",9100,"species",48.871721,-123.310761,,,"Chordata"
3404672,"2016-06-05","2016-06-05","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3940597/square.JPG",52,"Cortaderia","Pampas grasses","true",52715,"genus",48.872794,-123.313637,,,"Tracheophyta"
3434639,"2016-05-16T20:38:10-07:00","2016-05-16","kriskrug","KK","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/3979619/square.jpg",,"Homo sapiens","Human","false",43584,"species",48.87257,-123.388595,,,"Chordata"
3536425,"2016-06-27","2016-06-27","sunfishmoonlight","Adam Huggins","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4121115/square.JPG",94551,"Kopsiopsis hookeri","small ground-cone","false",77611,"species",48.936202,-123.470836,,,"Tracheophyta"
3540237,"2016-06-27","2016-06-27","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4129623/square.jpg",230,"Pavo cristatus","Indian Peafowl","true",1204,"species",48.975721,-123.538857,,,"Chordata"
3540246,"2016-06-27","2016-06-27","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4126261/square.JPG",697,"Pinus ponderosa","Western Yellow Pine","true",48461,"species",48.983867,-123.54538,,,"Tracheophyta"
3563941,"2016-06-29T12:43:31-07:00","2016-06-29","sunfishmoonlight","Adam Huggins","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4139498/square.jpg",,"Jacobaea maritima","Silver ragwort","true",357682,"species",48.9300333333,-123.4754783333,,,"Tracheophyta"
3563965,"2016-06-29T13:26:10-07:00","2016-06-29","sunfishmoonlight","Adam Huggins","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4154140/square.jpg",1220763,"Platanthera transversa","Flat Spurred Piperia","false",355392,"species",48.930673,-123.475982,,,"Tracheophyta"
3573711,"2016-06-04","2016-06-04","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4148562/square.JPG",17,"Tanacetum parthenium","feverfew","true",54520,"species",48.87925,-123.319803,,,"Tracheophyta"
3641806,"2016-07-07","2016-07-07","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4211691/square.JPG",187,"Gunnera manicata","Brazilian giant-rhubarb","true",82271,"species",48.881177,-123.354084,,,"Tracheophyta"
3658868,"2016-07-10","2016-07-10","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4235977/square.JPG",43,"Sequoia sempervirens","coast redwood","true",47372,"species",48.898499,-123.340394,,,"Tracheophyta"
3658881,"2016-07-10","2016-07-10","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4236068/square.JPG",43,"Sequoia sempervirens","coast redwood","true",47372,"species",48.898499,-123.340394,,,"Tracheophyta"
3664597,"2016-07-10","2016-07-10","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4243891/square.JPG",18,"Cotoneaster","Cotoneasters","true",53376,"genus",48.892706,-123.391029,,,"Tracheophyta"
3664617,"2016-07-10","2016-07-10","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4243926/square.JPG",18,"Clematis","Clematis and leatherflowers","true",49877,"genus",48.892706,-123.391029,,,"Tracheophyta"
3681022,"2016-07-13","2016-07-13","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4266580/square.JPG",87,"Pinus ponderosa","Western Yellow Pine","true",48461,"species",48.952504,-123.521141,,,"Tracheophyta"
3682446,"2016-07-13","2016-07-13","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4268768/square.JPG",12,"Reynoutria japonica","Japanese knotweed","true",914922,"species",48.890217,-123.347707,,,"Tracheophyta"
3684488,"2016-05-14T19:32:00-07:00","2016-05-14","galianokayaks","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4272165/square.jpg",2110,"Dermasterias imbricata","Leather Star","false",63382,"species",48.855522,-123.364323,,,"Echinodermata"
3701127,"2016-07-18T09:39:00-07:00","2016-07-18","chlorophilia","Andrew Simon","casual","true","https://inaturalist-open-data.s3.amazonaws.com/photos/4295733/square.jpeg",61,"Homo sapiens","Human","false",43584,"species",48.8349257753,-123.5005950043,48.8984399088,-123.4078145027,"Chordata"
3701135,"2016-07-18T10:12:00-07:00","2016-07-18","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4295781/square.jpeg",140,"Homo sapiens","Human","false",43584,"species",48.8968176715,-123.4097778797,,,"Chordata"
3707787,"2015-05-19T11:56:00-07:00","2015-05-19","hermissenda","Karolle Wall","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4306309/square.jpg",13809,"Hermissenda crassicornis","Horned Nudibranch","false",495552,"species",48.9236469,-123.441472,,,"Mollusca"
3713299,"2016-07-20","2016-07-20","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4314891/square.jpg",35,"Populus nigra","Black Poplar","true",47565,"species",48.881744,-123.350877,,,"Tracheophyta"
3754249,"2016-07-27T09:20:55-07:00","2016-07-27","farmer2","Farmer Moss","casual","false","",86,"Dryobates villosus","Hairy Woodpecker","false",792990,"species",48.9061370292,-123.3642005014,,,"Chordata"
3766336,"2016-07-25T18:08:45-07:00","2016-07-25","oilersfan","Joe Malo","needs_id","true","https://inaturalist-open-data.s3.amazonaws.com/photos/4410970/square.jpeg",5504,"Myotis lucifugus","Little Brown Bat","false",40346,"species",48.8237961987,-123.2478159972,,,"Chordata"
3767152,"2016-07-26","2016-07-26","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4390020/square.jpeg",168,"Homo sapiens","Human","false",43584,"species",48.885071,-123.367839,,,"Chordata"
3916262,"2016-08-19","2016-08-19","laurus_nobilis","Lauren Magner","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4606427/square.jpg",13809,"Elgaria coerulea","Northern Alligator Lizard","false",32064,"species",48.923647,-123.441472,,,"Chordata"
3934419,"2016-08-21T12:38:45-07:00","2016-08-21","sunfishmoonlight","Adam Huggins","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4632018/square.jpg",,"Populus alba","white poplar","true",47570,"species",48.8778,-123.3174533333,,,"Tracheophyta"
3971643,"2016-08-26","2016-08-26","chlorophilia","Andrew Simon","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4683128/square.jpeg",74,"Eucalyptus","eucalyptus","true",51815,"genus",48.911022,-123.386089,,,"Tracheophyta"
3984859,"2016-08-28T20:18:58-07:00","2016-08-28","nomadkris","Nomadkris","needs_id","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4703464/square.jpeg",8256,"Caliroa","","false",372177,"genus",48.9101327868,-123.382351622,,,"Arthropoda"
4004835,"2016-08-31T15:37:16-07:00","2016-08-31","ravengal","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4730231/square.jpeg",4128,"Cyanea ferruginea","Pacific Lion's Mane Jelly","false",786996,"species",48.8836207105,-123.4021366015,,,"Cnidaria"
4004882,"2016-08-31T15:49:14-07:00","2016-08-31","ravengal","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4730304/square.jpeg",4128,"Zostera marina","Eelgrass","false",52614,"species",48.8784670754,-123.3964975923,,,"Tracheophyta"
4004888,"2016-08-31T15:52:34-07:00","2016-08-31","ravengal","","needs_id","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4730316/square.jpeg",16511,"Teredinidae","Shipworms","false",196239,"family",48.9497567409,-123.4721814841,,,"Mollusca"
4005475,"2016-08-31T17:17:26-07:00","2016-08-31","slrtweedale","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4731225/square.jpg",12309,"Bombus melanopygus","Black-tailed Bumble Bee","false",130222,"species",48.8746252681,-123.3277750761,,,"Arthropoda"
4046871,"2009-08-15","2009-08-15","mhoebel","","research","true","https://inaturalist-open-data.s3.amazonaws.com/photos/4790341/square.jpg",699,"Falco peregrinus","Peregrine Falcon","false",4647,"species",48.973432785,-123.3957995589,48.880522,-123.349342,"Chordata"
4046927,"2012-05-03","2012-05-03","mhoebel","","research","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4790402/square.jpg",2794,"Urile penicillatus","Brandt's Cormorant","false",1289607,"species",49.011753,-123.581085,,,"Chordata"
4051050,"2016-09-05T16:57:47-07:00","2016-09-05","anjuprasad","","casual","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4797160/square.jpg",78,"Echinacea purpurea","purple coneflower","true",48627,"species",48.8708091455,-123.3213545735,,,"Tracheophyta"
4052693,"2014-07-13","2014-07-13","hermissenda","Karolle Wall","needs_id","false","https://inaturalist-open-data.s3.amazonaws.com/photos/4799848/square.jpg",13809,"Corallinales","Coralline algae","false",117827,"order",48.932669,-123.435979,,,"Rhodophyta"
