"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","iNatID"
3109269472,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/72790327","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthosia","Orthosia praeses","","SPECIES","Orthosia praeses Grote, 1879","Orthosia praeses","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.998254,-123.533814,26614,,,,,,"2021-04-03T08:35:42",3,4,2021,5114039,5114039,"HUMAN_OBSERVATION","iNaturalist","Observations","72790327","","Liam Hutcheson",2021-04-03 22:48:00,"CC_BY_NC_4_0","Tumtumtree","Tumtumtree","","",2025-03-07 18:01:38.063,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",72790327
4980577976,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/250646054","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus leucocephalus","","SPECIES","Haliaeetus leucocephalus (Linnaeus, 1766)","Haliaeetus leucocephalus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.914166,-123.471876,11508,,,,,,"2024-07-30T12:58:02",30,7,2024,2480446,2480446,"HUMAN_OBSERVATION","iNaturalist","Observations","250646054","","abooth86",2024-11-06 04:41:59,"CC_BY_NC_4_0","abooth86","abooth86","","",2025-03-07 15:41:54.68,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",250646054
4039554614,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/149208699","Chromista","Ciliophora","Oligohymenophorea","Hymenostomatida","Frontoniidae","Frontonia","Frontonia acuminata","","SPECIES","Frontonia acuminata (Ehrenberg, 1834) Bütschli, 1889","Frontonia acuminata","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.893847,-123.434553,26614,,,,,,"2023-02-18T21:05",18,2,2023,7893399,7893399,"HUMAN_OBSERVATION","iNaturalist","Observations","149208699","","Bettina Harvey",2023-02-20 05:09:46,"CC_BY_NC_4_0","Bettina Harvey","Bettina Harvey","","",2025-03-07 14:12:10.445,"StillImage;StillImage;StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",149208699
4926116244,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/236653383","Animalia","Mollusca","Gastropoda","Nudibranchia","Dorididae","Doris","Doris montereyensis","","SPECIES","Doris montereyensis J.G.Cooper, 1863","Doris montereyensis","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.009319,-123.592594,2256,,,,,,"2024-08-18T11:51:37",18,8,2024,6519876,6519876,"HUMAN_OBSERVATION","iNaturalist","Observations","236653383","","Scott Gilmore",2024-08-19 03:07:56,"CC_BY_NC_4_0","Scott Gilmore","Scott Gilmore","","",2025-03-07 15:30:54.311,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",236653383
3118258704,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/78764886","Animalia","Chordata","Squamata","","Anguidae","Elgaria","Elgaria coerulea","","SPECIES","Elgaria coerulea (Wiegmann, 1828)","Elgaria coerulea","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.937163,-123.49923,13128,,,,,,"2021-05-14T14:46:48",14,5,2021,2468254,2468254,"HUMAN_OBSERVATION","iNaturalist","Observations","78764886","","Smith Family",2021-05-21 21:41:17,"CC_BY_NC_4_0","heavyveil","heavyveil","","",2025-03-07 13:00:58.418,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",78764886
3314372123,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/83980595","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Silene coronaria","","SPECIES","Silene coronaria (L.) Clairv.","Silene coronaria","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.942943,-123.49841,13170,,,,,,"2021-06-21T13:03:03",21,6,2021,5384741,5384741,"HUMAN_OBSERVATION","iNaturalist","Observations","83980595","","Ian Cruickshank",2021-06-23 19:13:52,"CC_BY_NC_4_0","barbarairving","barbarairving","","",2025-03-07 13:06:27.254,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",83980595
3784811079,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/117306319","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Collinsia","Collinsia grandiflora","","SPECIES","Collinsia grandiflora Douglas ex Lindl.","Collinsia grandiflora","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.885766,-123.325336,5413,,,,,,"2022-05-07T11:10:07",7,5,2022,5414948,5414948,"HUMAN_OBSERVATION","iNaturalist","Observations","117306319","","lucas_friesen",2022-05-16 13:49:47,"CC_BY_NC_4_0","lucas_friesen","lucas_friesen","","",2025-03-07 13:41:41.462,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",117306319
3772794055,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/114314498","Animalia","Mollusca","Gastropoda","Stylommatophora","Ariolimacidae","Ariolimax","Ariolimax columbianus","","SPECIES","Ariolimax columbianus (A.Gould, 1851)","Ariolimax columbianus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.003666,-123.60067,26582,,,,,,"2022-05-01T10:53:05",1,5,2022,2294090,2294090,"HUMAN_OBSERVATION","iNaturalist","Observations","114314498","","Local Shrew",2022-05-11 17:02:40,"CC_BY_NC_4_0","yellowpoint","yellowpoint","","",2025-03-07 13:46:11.29,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",114314498
3859287713,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/78649197","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Phrymaceae","Erythranthe","Erythranthe alsinoides","","SPECIES","Erythranthe alsinoides (Douglas ex Benth.) G.L.Nesom & N.S.Fraga","Erythranthe alsinoides","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.863672,-123.32992,4293,,,,,,"2011-05-14T18:01",14,5,2011,7346094,7346094,"HUMAN_OBSERVATION","iNaturalist","Observations","78649197","","Emma Harrower",2021-05-16 03:43:58,"CC_BY_NC_4_0","Emma Harrower","Emma Harrower","","",2025-03-07 13:00:50.283,"StillImage;StillImage","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",78649197
4599704927,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/166657975","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ceratostoma","Ceratostoma foliatum","","SPECIES","Ceratostoma foliatum (Gmelin, 1791)","Ceratostoma foliatum","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.929919,-123.498649,9077,,,,,,"2023-05-27T10:19",27,5,2023,5193418,5193418,"HUMAN_OBSERVATION","iNaturalist","Observations","166657975","","don_juan_de_fuca",2023-06-10 20:02:32,"CC_BY_NC_4_0","don_juan_de_fuca","don_juan_de_fuca","","",2025-03-07 14:28:31.502,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",166657975
