"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","iNatID"
4436090892,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/175442682","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca vitulina","richardii","SUBSPECIES","Phoca vitulina richardii (Gray, 1864)","Phoca vitulina richardii","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.85905,-123.330486,1618,,,,,,"2023-07-10",10,7,2023,6163798,2434793,"HUMAN_OBSERVATION","iNaturalist","Observations","175442682","","Liam Steele",2023-07-28 22:13:37,"CC_BY_4_0","Liam Steele","Liam Steele","","",2025-03-07 14:37:04.015,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",175442682
4863534869,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/215643522","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus philadelphia","","SPECIES","Chroicocephalus philadelphia (Ord, 1815)","Chroicocephalus philadelphia","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.858111,-123.32167,1526,,,,,,"2024-05-10T09:43",10,5,2024,6065818,6065818,"HUMAN_OBSERVATION","iNaturalist","Observations","215643522","","FreckLes",2024-05-14 04:20:38,"CC_BY_NC_4_0","FreckLes","FreckLes","","",2025-03-07 20:00:07.359,"StillImage;StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",215643522
3860096744,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/121766938","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","Toxicoscordion","Toxicoscordion venenosum","","SPECIES","Toxicoscordion venenosum (S.Watson) Rydb.","Toxicoscordion venenosum","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.91041,-123.467066,26614,,,,,,"2022-05-13T11:01",13,5,2022,2741783,2741783,"HUMAN_OBSERVATION","iNaturalist","Observations","121766938","","Michael Ferguson",2022-06-14 18:18:29,"CC_BY_NC_4_0","Michael Ferguson","Michael Ferguson","","",2025-03-07 13:45:48.737,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",121766938
2235475820,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/21409509","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Draba","Draba verna","","SPECIES","Draba verna L.","Draba verna","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.874179,-123.292298,236,,,,,,"2019-03-19T17:00",19,3,2019,7473187,7473187,"HUMAN_OBSERVATION","iNaturalist","Observations","21409509","","Andrew Simon",2019-03-20 03:23:51,"CC_BY_NC_4_0","Andrew Simon","Andrew Simon","","",2025-03-07 11:58:42.34,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",21409509
3873332560,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/126754565","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","Sedum","Sedum spathulifolium","","SPECIES","Sedum spathulifolium Hook.","Sedum spathulifolium","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.926017,-123.432608,14967,,,,,,"2022-07-14T12:25",14,7,2022,5362046,5362046,"HUMAN_OBSERVATION","iNaturalist","Observations","126754565","","hdcooper",2022-07-18 02:29:00,"CC_BY_NC_4_0","hdcooper","hdcooper","","",2025-03-07 13:50:15.382,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",126754565
3456771049,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/103559764","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","Regulus calendula","","SPECIES","Corthylio calendula (Linnaeus, 1766)","Corthylio calendula","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.895009,-123.349858,30613,,,,,,"2021-12-20T10:14:15Z",20,12,2021,11261360,2484597,"HUMAN_OBSERVATION","iNaturalist","Observations","103559764","","lornasdr",2023-02-16 02:41:33,"CC_BY_NC_4_0","lornasdr","lornasdr","","",2025-03-07 18:23:17.859,"StillImage;StillImage;StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",103559764
4407317114,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/181015813","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris regilla","","SPECIES","Pseudacris regilla (Baird & Girard, 1852)","Pseudacris regilla","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,"2011-09-05T09:50",5,9,2011,2428132,2428132,"HUMAN_OBSERVATION","iNaturalist","Observations","181015813","","Athena Wong",2023-08-31 05:06:13,"CC_BY_NC_4_0","Athena Wong","Athena Wong","","",2025-03-07 14:42:08.509,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",181015813
4171441892,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/175442679","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cepphus","Cepphus columba","","SPECIES","Cepphus columba Pallas, 1811","Cepphus columba","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.85905,-123.330486,1618,,,,,,"2023-07-10",10,7,2023,9315520,9315520,"HUMAN_OBSERVATION","iNaturalist","Observations","175442679","","Liam Steele",2023-07-28 22:13:36,"CC_BY_4_0","Liam Steele","Liam Steele","","",2025-03-07 19:26:14.619,"StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",175442679
4130081677,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/165345667","Animalia","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias","Dermasterias imbricata","","SPECIES","Dermasterias imbricata (Grube, 1857)","Dermasterias imbricata","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.940956,-123.510506,13529,,,,,,"2023-06-03T10:48:34",3,6,2023,2271961,2271961,"HUMAN_OBSERVATION","iNaturalist","Observations","165345667","","gregtotaro",2023-06-03 17:48:58,"CC_BY_NC_4_0","gregtotaro","gregtotaro","","",2025-03-07 19:17:15.261,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",165345667
4904085107,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/225735940","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium pratense","","SPECIES","Trifolium pratense L.","Trifolium pratense","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.997157,-123.539309,26614,,,,,,"2024-06-28T07:56:39",28,6,2024,8324121,8324121,"HUMAN_OBSERVATION","iNaturalist","Observations","225735940","","Corvi Zeman",2024-06-28 15:54:38,"CC_BY_4_0","Corvi Zeman","Corvi Zeman","","",2025-03-07 15:20:53.347,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",225735940
4867709153,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/216439223","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Orcinus","Orcinus orca","","SPECIES","Orcinus orca (Linnaeus, 1758)","Orcinus orca","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.863408,-123.341022,1806,,,,,,"2024-05-17T19:24:39",17,5,2024,2440483,2440483,"HUMAN_OBSERVATION","iNaturalist","Observations","216439223","","coved",2024-05-18 02:26:30,"CC_BY_NC_4_0","coved","coved","","",2025-03-07 15:12:29.975,"StillImage;StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",216439223
3759722639,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/111160842","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Melissa","Melissa officinalis","","SPECIES","Melissa officinalis L.","Melissa officinalis","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.979058,-123.423797,48525,,,,,,"2022-04-05T16:46:24",5,4,2022,5341501,5341501,"HUMAN_OBSERVATION","iNaturalist","Observations","111160842","","fisherpeak",2022-04-12 02:16:17,"CC_BY_NC_4_0","fisherpeak","fisherpeak","","",2025-03-07 13:35:07.811,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",111160842
3079829317,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/72721555","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Calypte","Calypte anna","","SPECIES","Calypte anna (R.Lesson, 1829)","Calypte anna","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.990762,-123.468037,26614,,,,,,"2021-03-31T18:26:53",31,3,2021,2476674,2476674,"HUMAN_OBSERVATION","iNaturalist","Observations","72721555","","Tumtumtree",2021-04-02 21:17:36,"CC_BY_NC_4_0","Tumtumtree","Tumtumtree","","",2025-03-07 12:54:32.712,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",72721555
2901537819,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/62870834","Animalia","Chordata","Squamata","","Anguidae","Elgaria","Elgaria coerulea","","SPECIES","Elgaria coerulea (Wiegmann, 1828)","Elgaria coerulea","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.939304,-123.521864,26614,,,,,,"2020-10-12T12:08Z",12,10,2020,2468254,2468254,"HUMAN_OBSERVATION","iNaturalist","Observations","62870834","","Sean Daniels",2020-10-18 06:37:41,"CC_BY_NC_4_0","Sean Daniels","Sean Daniels","","",2025-03-07 12:42:16.914,"StillImage;StillImage;StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",62870834
2802604420,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/25322632","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus flavifrons","","SPECIES","Bombus flavifrons Cresson, 1863","Bombus flavifrons","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.882264,-123.351001,14967,,,,,,"2019-05-04",4,5,2019,1340467,1340467,"HUMAN_OBSERVATION","iNaturalist","Observations","25322632","","Lori Weidenhammer",2019-05-18 16:21:11,"CC_BY_NC_4_0","Lori Weidenhammer","Lori Weidenhammer","","",2025-03-07 12:02:25.299,"StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",25322632
4926170543,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/236653223","Animalia","Mollusca","Gastropoda","Nudibranchia","Polyceridae","Triopha","Triopha modesta","","SPECIES","Triopha modesta Bergh, 1880","Triopha modesta","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.009277,-123.59278,2075,,,,,,"2024-08-18T12:10:40",18,8,2024,6518978,6518978,"HUMAN_OBSERVATION","iNaturalist","Observations","236653223","","Hsini Lin",2024-08-19 14:48:01,"CC_BY_NC_4_0","Scott Gilmore","Scott Gilmore","","",2025-03-07 15:30:55.444,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",236653223
3330695954,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/87511177","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus brachyrhynchus","","SPECIES","Larus brachyrhynchus Richardson, 1831","Larus brachyrhynchus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.85973,-123.319265,2826,,,,,,"2015-12-26T14:57",26,12,2015,11205778,11205778,"HUMAN_OBSERVATION","iNaturalist","Observations","87511177","","FreckLes",2022-04-11 23:40:23,"CC_BY_NC_4_0","FreckLes","FreckLes","","",2025-03-07 18:10:10.813,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",87511177
3328039943,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/86523792","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cepphus","Cepphus columba","","SPECIES","Cepphus columba Pallas, 1811","Cepphus columba","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.886515,-123.356378,5589,,,,,,"2012-07-23T18:42",23,7,2012,9315520,9315520,"HUMAN_OBSERVATION","iNaturalist","Observations","86523792","","FreckLes",2021-07-11 07:16:47,"CC_BY_NC_4_0","FreckLes","FreckLes","","",2025-03-07 13:08:59.877,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",86523792
3859781710,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/124070825","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax auritus","","SPECIES","Nannopterum auritum (R.P.Lesson, 1831)","Nannopterum auritum","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",49.003537,-123.516792,33083,,,,,,"2022-05-10T16:45",10,5,2022,9275717,2481875,"HUMAN_OBSERVATION","iNaturalist","Observations","124070825","","Ves",2023-03-06 09:24:41,"CC_BY_NC_4_0","Ves","Ves","","",2025-03-07 13:47:50.567,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",124070825
3947454536,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/138923807","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera","Lonicera hispidula","","SPECIES","Lonicera hispidula (Lindl.) Douglas ex Lindl.","Lonicera hispidula","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.956947,-123.422709,26614,,,,,,"2022-10-15T17:48:01",15,10,2022,7532185,7532185,"HUMAN_OBSERVATION","iNaturalist","Observations","138923807","","noelle",2022-10-16 02:31:43,"CC_BY_NC_4_0","noelle","noelle","","",2025-03-07 14:01:21.081,"StillImage;StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",138923807
2603467568,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/41981566","Animalia","Chordata","","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Anoplopoma fimbria","","SPECIES","Anoplopoma fimbria (Pallas, 1814)","Anoplopoma fimbria","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.903332,-123.336576,26614,,,,,,"2018-04-12T14:17:07",12,4,2018,2335062,2335062,"HUMAN_OBSERVATION","iNaturalist","Observations","41981566","","linddealy",2020-04-12 08:23:01,"CC_BY_NC_4_0","linddealy","linddealy","","",2025-03-07 17:28:55.237,"StillImage;StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",41981566
4846965988,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/207460388","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax pelagicus","","SPECIES","Urile pelagicus (Pallas, 1811)","Urile pelagicus","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.864727,-123.306114,5270,,,,,,"2024-03-14T17:52",14,3,2024,11042913,2481870,"HUMAN_OBSERVATION","iNaturalist","Observations","207460388","","Rebecca Reader-Lee",2024-04-15 20:35:59,"CC_BY_NC_4_0","Rebecca Reader-Lee","Rebecca Reader-Lee","","",2025-03-07 15:05:33.775,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",207460388
3109015473,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/72789490","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthosia","Orthosia pacifica","","SPECIES","Orthosia pacifica Harvey, 1874","Orthosia pacifica","","CA","","British Columbia","PRESENT",,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",48.88137,-123.427397,26614,,,,,,"2021-04-03T08:23:22",3,4,2021,5114096,5114096,"HUMAN_OBSERVATION","iNaturalist","Observations","72789490","","Liam Hutcheson",2021-04-03 22:48:53,"CC_BY_NC_4_0","Tumtumtree","Tumtumtree","","",2025-03-07 12:54:39.372,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",72789490
