iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,commonName,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,foodValue,medicinalValue,spiritualValue,materialValue,tradeValue,indicatorValue,hulquminumName,hulquminumAuthority
Stylaster verrillii,459985,Stylaster verrillii,0,accepted,,,2,"{""iNat:8624860"":[48.90935,-123.32288],""iNat:59908576"":[48.913164,-123.327723]}",Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Stylasteridae,,,Stylaster,verrillii,Jackson W.F. Chu,iNat,,,,iNat:8624860,2007-10-24T03:40:00.000Z,Jackson W.F. Chu,iNat,,,,iNat:59908576,2007-10-24T06:26:00.000Z,,,,,,,,
Calocera cornea,118027,Calocera cornea,0,accepted,club-like tuning fork,,6,"{""iNat:8671129"":[48.873611,-123.338586],""iNat:33718846"":[48.897295,-123.343063],""iNat:35751427"":[48.89687,-123.343537],""iNat:100262256"":[48.921692,-123.440544],""iNat:101359365"":[48.898249,-123.407811],""iNat:237332956"":[48.90359,-123.403053]}",Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,,Dacrymycetaceae,,,Calocera,cornea,Kevin Toomer,iNat,,,,iNat:8671129,2017-11-03T18:34:21.000Z,Tyson Ehlers,iNat,,,,iNat:237332956,2024-08-12T20:23:00.000Z,,,,,,,,
Phlebia radiata,155122,Phlebia radiata,0,accepted,Wrinkled Crust,,9,"{""iNat:8686905"":[48.874736,-123.33625],""iNat:9055859"":[48.871678,-123.346589],""iNat:17218030"":[48.874669,-123.336097],""iNat:17906045"":[48.933512,-123.48445],""iNat:34315045"":[48.875481,-123.33545],""iNat:38191931"":[49.010698,-123.575425],""iNat:101501923"":[48.872337,-123.339595],""iNat:141494293"":[48.875645,-123.335444],""iNat:154025547"":[48.946244,-123.49644]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Meruliaceae,,,Phlebia,radiata,T. Abe Lloyd,iNat,,,,iNat:38191931,2011-12-23T00:17:00.000Z,kathq,iNat,,,,iNat:154025547,2023-04-08T22:04:00.000Z,,,,,,,,
Pholiota terrestris,118266,Pholiota terrestris,0,accepted,,,1,"{""iNat:8751927"":[48.883438,-123.32989]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Strophariaceae,,,Pholiota,terrestris,martybc,iNat,,,,iNat:8751927,2017-10-29T00:00:00.000Z,martybc,iNat,,,,iNat:8751927,2017-10-29T00:00:00.000Z,,,,,,,,
Sympetrum vicinum,68139,Sympetrum vicinum,0,accepted,Autumn Meadowhawk,,7,"{""iNat:8756845"":[48.878317,-123.322807],""iNat:8796147"":[48.94,-123.47],""iNat:17481475"":[48.897513,-123.356094],""iNat:36154976"":[48.867147,-123.337181],""iNat:182735776"":[48.912944,-123.433033],""iNat:189532206"":[48.940823,-123.500772],""iNat:239323599"":[48.982262,-123.555022]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libelluloidea,Libellulidae,,,Sympetrum,vicinum,Tyson Ehlers,iNat,,,,iNat:8796147,2017-08-13T21:51:00.000Z,David Clements,iNat,,,,iNat:239323599,2024-08-29T21:14:00.000Z,,,,,,,,
Carnivora,41573,Carnivora,0,accepted,Carnivorans,,1,"{""iNat:8757804"":[48.913057,-123.397515]}",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,,,,,,,galianotwins,iNat,,,,iNat:8757804,2017-11-10T00:00:00.000Z,galianotwins,iNat,,,,iNat:8757804,2017-11-10T00:00:00.000Z,,,,,,,,
Clavaria fragilis,53885,Clavaria fragilis,0,accepted,Fairy Fingers,,10,"{""iNat:8808267"":[48.8802,-123.340614],""iNat:18138251"":[48.979993,-123.555823],""iNat:18411823"":[48.89697,-123.346237],""iNat:64197800"":[48.876842,-123.339644],""iNat:97267481"":[48.899916,-123.395629],""iNat:101300067"":[48.873773,-123.332755],""iNat:121958874"":[48.950313,-123.494378],""iNat:189531568"":[48.939,-123.494],""iNat:248764164"":[48.903317,-123.446838],""iNat:248764207"":[48.866787,-123.331872]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,,Clavariaceae,,,Clavaria,fragilis,Kevin Toomer,iNat,,,,iNat:8808267,2017-11-11T18:07:23.000Z,ssilverman,iNat,,,,iNat:248764164,2024-10-22T21:51:26.000Z,,,,,,,,
Spergularia macrotheca,61472,Spergularia macrotheca,0,accepted,Sticky Sand-Spurrey,,1,"{""iNat:8816633"":[48.867841,-123.38692]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergularia,macrotheca,Tyson Ehlers,iNat,,,,iNat:8816633,2017-08-11T23:31:00.000Z,Tyson Ehlers,iNat,,,,iNat:8816633,2017-08-11T23:31:00.000Z,,,,,,,,
Spergularia marina,79169,Spergularia marina,0,accepted,Saltmarsh Sand Spurry,,6,"{""iNat:8848751"":[48.896944,-123.405833],""iNat:56194858"":[48.896825,-123.405828],""iNat:56194868"":[48.898463,-123.40759],""iNat:123934603"":[49.01404,-123.57374],""iNat:123934604"":[49.014028,-123.573743],""iNat:123934613"":[49.01413,-123.573835]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergularia,marina,Tyson Ehlers,iNat,,,,iNat:8848751,2017-08-04T21:59:00.000Z,Andrew Simon,iNat,,,,iNat:123934613,2022-06-25T03:43:00.000Z,,,,,,,,
Vespula pensylvanica,61355,Vespula pensylvanica,0,accepted,Western Yellowjacket,,13,"{""iNat:8858906"":[48.927001,-123.465436],""iNat:19601435"":[48.889476,-123.376465],""iNat:20800585"":[48.868804,-123.378285],""iNat:21622913"":[48.862037,-123.371957],""iNat:24703201"":[48.963165,-123.514543],""iNat:24870165"":[48.963145,-123.516537],""iNat:24874152"":[48.871648,-123.310888],""iNat:102363695"":[48.882663,-123.3238],""iNat:114482506"":[48.866333,-123.334258],""iNat:127160485"":[48.881296,-123.323737],""iNat:136055334"":[48.959871,-123.508815],""iNat:136055348"":[48.959871,-123.508815],""iNat:161010696"":[48.920453,-123.451007]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Vespinae,,Vespula,pensylvanica,Andrew Simon,iNat,,,,iNat:8858906,2017-05-13T04:30:00.000Z,Terry M,iNat,,,,iNat:161010696,2023-05-08T19:28:14.000Z,,,,,,,,
Schizophora,48089,Schizophora,0,accepted,Schizophoran Flies,,4,"{""iNat:8858915"":[48.927001,-123.465436],""iNat:85783012"":[48.870241,-123.320391],""iNat:120736682"":[48.8704,-123.320456],""iNat:167761612"":[48.870358,-123.320805]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,,,,,,,Andrew Simon,iNat,,,,iNat:8858915,2017-05-13T04:54:00.000Z,Kevin Toomer,iNat,,,,iNat:167761612,2023-06-16T15:35:05.000Z,,,,,,,,
Lasius,931956,Lasius,0,accepted,,,13,"{""iNat:8858916"":[48.927001,-123.465436],""iNat:21019403"":[48.911196,-123.39703],""iNat:24587610"":[48.8677,-123.339928],""iNat:32128768"":[48.901297,-123.405395],""iNat:32128807"":[48.899972,-123.40612],""iNat:72228576"":[49.010952,-123.573255],""iNat:107193903"":[48.944577,-123.517388],""iNat:118882079"":[48.900362,-123.445428],""iNat:150265109"":[48.885723,-123.335111],""iNat:152562796"":[48.936149,-123.494146],""iNat:164891827"":[48.9852,-123.558622],""iNat:169255487"":[48.879249,-123.320333],""iNat:169255497"":[48.879249,-123.320333]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Lasiini,Lasius,,Galiano observer,iNat,,,,iNat:150265109,2016-01-01T10:43:00.000Z,Andrew Simon,iNat,,,,iNat:169255497,2023-06-24T19:49:00.000Z,,,,,,,,
Muscoidea,54992,Muscoidea,0,accepted,Muscoid Flies,,17,"{""iNat:8858919"":[48.927001,-123.465436],""iNat:12995567"":[48.872526,-123.346789],""iNat:20100486"":[48.942099,-123.48061],""iNat:24677318"":[48.867638,-123.339687],""iNat:24684092"":[48.867835,-123.340267],""iNat:24884522"":[48.899539,-123.404446],""iNat:84216967"":[48.870267,-123.320132],""iNat:109726028"":[48.871613,-123.311395],""iNat:110688932"":[48.870862,-123.319281],""iNat:111714717"":[48.871117,-123.319425],""iNat:154874110"":[48.870622,-123.319257],""iNat:164371703"":[48.948028,-123.487792],""iNat:165069953"":[48.9481,-123.48777],""iNat:166116553"":[48.9436,-123.5141],""iNat:168704526"":[48.870317,-123.320556],""iNat:180147253"":[48.87302,-123.346524],""iNat:219592638"":[48.870615,-123.319539]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Muscoidea,,,,,,Andrew Simon,iNat,,,,iNat:8858919,2017-05-13T04:57:00.000Z,Kevin Toomer,iNat,,,,iNat:219592638,2024-05-31T14:29:12.000Z,,,,,,,,
Dasysyrphus,346004,Dasysyrphus,0,accepted,,,3,"{""iNat:8858920"":[48.927001,-123.465436],""iNat:24701357"":[48.898197,-123.408058],""iNat:118973934"":[48.873064,-123.346653]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,,Syrphidae,Syrphinae,Syrphini,Dasysyrphus,,Andrew Simon,iNat,,,,iNat:8858920,2017-05-13T04:58:00.000Z,Kevin Toomer,iNat,,,,iNat:118973934,2022-05-22T19:20:28.000Z,,,,,,,,
Philopotamidae,154581,Philopotamidae,0,accepted,Fingernet Caddisflies,,1,"{""iNat:8858925"":[48.927001,-123.465436]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Annulipalpia,,Philopotamoidea,Philopotamidae,,,,,Andrew Simon,iNat,,,,iNat:8858925,2017-05-13T05:01:00.000Z,Andrew Simon,iNat,,,,iNat:8858925,2017-05-13T05:01:00.000Z,,,,,,,,
Ptiliidae,48304,Ptiliidae,0,accepted,Feather-winged Beetles,,2,"{""iNat:8858928"":[48.927001,-123.465436],""iNat:243269495"":[48.90638,-123.41735]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Ptiliidae,,,,,Andrew Simon,iNat,,,,iNat:8858928,2017-05-13T05:05:00.000Z,Chris Ratzlaff,iNat,,,,iNat:243269495,2024-06-14T23:23:00.000Z,,,,,,,,
Baccha cognata,956736,Baccha cognata,0,accepted,American Dainty,,1,"{""iNat:8858929"":[48.927001,-123.465436]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,,Syrphidae,Syrphinae,Bacchini,Baccha,cognata,Andrew Simon,iNat,,,,iNat:8858929,2017-05-13T05:07:00.000Z,Andrew Simon,iNat,,,,iNat:8858929,2017-05-13T05:07:00.000Z,,,,,,,,
Rhamphomyia,1473822,Rhamphomyia,0,accepted,,,1,"{""iNat:8858930"":[48.927001,-123.465436]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,Empidoidea,Empididae,Empidinae,Empidini,Rhamphomyia,,Andrew Simon,iNat,,,,iNat:8858930,2017-05-13T05:09:00.000Z,Andrew Simon,iNat,,,,iNat:8858930,2017-05-13T05:09:00.000Z,,,,,,,,
Myrmica,69369,Myrmica,0,accepted,Furrowed Ants,,1,"{""iNat:8858931"":[48.927001,-123.465436]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Myrmicinae,Myrmicini,Myrmica,,Andrew Simon,iNat,,,,iNat:8858931,2017-05-13T05:11:00.000Z,Andrew Simon,iNat,,,,iNat:8858931,2017-05-13T05:11:00.000Z,,,,,,,,
Anthalia,717054,Anthalia,0,accepted,,,2,"{""iNat:8858932"":[48.927001,-123.465436],""iNat:43252926"":[48.868406,-123.341006]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,Empidoidea,Hybotidae,Oedaleinae,,Anthalia,,Andrew Simon,iNat,,,,iNat:8858932,2017-05-13T05:13:00.000Z,Andrew Simon,iNat,,,,iNat:43252926,2020-04-24T20:35:00.000Z,,,,,,,,
Gyromitra infula,117994,Gyromitra infula,0,accepted,Saddle-shaped False Morel,,6,"{""iNat:8865816"":[48.880919,-123.336119],""iNat:9607015"":[48.879415,-123.337498],""iNat:18678277"":[48.877411,-123.335442],""iNat:36078637"":[49.011874,-123.575624],""iNat:189994030"":[48.943037,-123.492317],""iNat:191526777"":[49.001397,-123.564353]}",Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Discinaceae,,,Gyromitra,infula,Kevin Toomer,iNat,,,,iNat:8865816,2017-11-19T18:59:39.000Z,tcigagna,iNat,,,,iNat:191526777,2023-11-19T21:52:44.000Z,,,,,,,,
Ascocoryne sarcoides,49075,Ascocoryne sarcoides,0,accepted,Purple Jellydisc,,4,"{""iNat:8866418"":[48.874039,-123.342056],""iNat:17735728"":[48.872941,-123.340567],""iNat:18042822"":[48.972957,-123.56116],""iNat:193254393"":[48.893555,-123.356545]}",Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Gelatinodiscaceae,,,Ascocoryne,sarcoides,Kevin Toomer,iNat,,,,iNat:8866418,2017-11-19T19:17:38.000Z,Christian Adler,iNat,,,,iNat:193254393,2023-12-06T23:56:03.000Z,,,,,,,,
Russula americana,352274,Russula americana,0,accepted,,,1,"{""iNat:8878470"":[48.875468,-123.34178]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,,Russulaceae,,,Russula,americana,Kevin Toomer,iNat,,,,iNat:8878470,2017-11-20T19:27:06.000Z,Kevin Toomer,iNat,,,,iNat:8878470,2017-11-20T19:27:06.000Z,,,,,,,,
Juncus acuminatus,77549,Juncus acuminatus,0,accepted,tapered rush,,2,"{""iNat:8898280"":[48.940323,-123.474859],""iNat:128764450"":[48.92917,-123.470603]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,acuminatus,Tyson Ehlers,iNat,,,,iNat:8898280,2017-08-13T21:15:00.000Z,Adam Huggins,iNat,,,,iNat:128764450,2022-07-29T20:01:59.000Z,,,,,,,,
Nadata gibbosa,82204,Nadata gibbosa,0,accepted,White-dotted Prominent,,29,"{""iNat:8898372"":[48.941396,-123.475471],""iNat:27386070"":[48.872954,-123.346604],""iNat:123962695"":[48.887702,-123.386278],""iNat:125956889"":[48.873075,-123.346495],""iNat:126830689"":[48.873054,-123.346596],""iNat:126997182"":[48.872953,-123.346479],""iNat:166123775"":[48.873,-123.346516],""iNat:167686025"":[48.873025,-123.346602],""iNat:168708965"":[48.873011,-123.346602],""iNat:171050634"":[48.873018,-123.346559],""iNat:171445935"":[48.873025,-123.346645],""iNat:171748009"":[48.873026,-123.34661],""iNat:171986409"":[48.87299,-123.346597],""iNat:172174664"":[48.872959,-123.346503],""iNat:172718888"":[48.873025,-123.346602],""iNat:172883863"":[48.873,-123.346516],""iNat:173430468"":[48.873039,-123.34657],""iNat:173781560"":[48.873013,-123.346522],""iNat:173999271"":[48.873019,-123.346535],""iNat:177707205"":[48.872983,-123.346591],""iNat:178221429"":[48.873015,-123.346597],""iNat:226625300"":[48.906354,-123.417292],""iNat:229330580"":[48.873001,-123.346609],""iNat:229711752"":[48.87294,-123.34657],""iNat:230352998"":[48.873029,-123.346618],""iNat:230803438"":[48.872997,-123.34657],""iNat:232676618"":[48.873037,-123.346632],""iNat:232978502"":[48.873003,-123.346402],""iNat:244228333"":[48.897127,-123.34884]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Noctuoidea,Notodontidae,Phalerinae,,Nadata,gibbosa,Tyson Ehlers,iNat,,,,iNat:8898372,2017-08-13T21:54:00.000Z,maggpie,iNat,,,,iNat:244228333,2024-09-26T21:52:18.000Z,,,,,,,,
Squalus suckleyi,201523,Squalus suckleyi,0,accepted,North Pacific Spiny Dogfish,,5,"{""iNat:8898612"":[48.870474,-123.394661],""iNat:54324385"":[49.006209,-123.599735],""iNat:177577971"":[48.859883,-123.361666],""iNat:177763258"":[48.860096,-123.361603],""iNat:227293259"":[48.8607,-123.340011]}",Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,Squalomorphi,Squaliformes,,,,Squalidae,,,Squalus,suckleyi,Tyson Ehlers,iNat,,,,iNat:8898612,2017-08-15T01:38:00.000Z,Stratford Abbott,iNat,,,,iNat:227293259,2024-07-03T13:15:00.000Z,,,,,,,,
Sphaeriinae,871416,Sphaeriinae,0,accepted,,,2,"{""iNat:8900209"":[48.939765,-123.473027],""iNat:59397837"":[48.990913,-123.570228]}",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Sphaeriida,,,Sphaerioidea,Sphaeriidae,Sphaeriinae,,,,Tyson Ehlers,iNat,,,,iNat:8900209,2017-08-13T21:44:00.000Z,Andrew Simon,iNat,,,,iNat:59397837,2020-09-12T23:09:00.000Z,,,,,,,,
Eleocharis obtusa,76779,Eleocharis obtusa,0,accepted,Blunt Spikerush,,2,"{""iNat:8900313"":[48.941079,-123.475685],""iNat:14596574"":[48.941358,-123.475725]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,Cyperoideae,Eleocharideae,Eleocharis,obtusa,Tyson Ehlers,iNat,,,,iNat:8900313,2017-08-13T21:29:00.000Z,Andrew Simon,iNat,,,,iNat:14596574,2018-07-20T23:36:00.000Z,,,,,,,,
Drapetisca alteranda,218702,Drapetisca alteranda,0,accepted,Northern Long-toothed Sheetweaver,,2,"{""iNat:8906217"":[48.945832,-123.490565],""iNat:18844619"":[48.939882,-123.490277]}",Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Araneoidea,Linyphiidae,Micronetinae,,Drapetisca,alteranda,Andrew Simon,iNat,,,,iNat:8906217,2017-11-20T00:00:00.000Z,Ian Guthrie,iNat,,,,iNat:18844619,2018-09-23T00:00:00.000Z,,,,,,,,
Gomphidius oregonensis,64097,Gomphidius oregonensis,0,accepted,Blackening Slime Spike,,7,"{""iNat:8908014"":[48.878189,-123.340278],""iNat:17785162"":[48.873604,-123.341833],""iNat:34398715"":[48.995803,-123.561883],""iNat:63135509"":[48.900275,-123.445542],""iNat:101501814"":[48.874795,-123.334786],""iNat:188590103"":[48.900862,-123.4439],""iNat:189289324"":[48.946606,-123.498634]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Gomphidiaceae,,,Gomphidius,oregonensis,Kevin Toomer,iNat,,,,iNat:8908014,2017-11-22T19:39:34.000Z,kathq,iNat,,,,iNat:189289324,2023-10-28T22:06:26.000Z,,,,,,,,
Psathyrella,1179801,Psathyrella,0,accepted,Psathyrella sect. Psathyrella,,2,"{""iNat:8910411"":[48.883884,-123.385772],""iNat:24673953"":[48.9617,-123.517747]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Psathyrellaceae,,,Psathyrella,,Tyson Ehlers,iNat,,,,iNat:8910411,2017-08-14T22:59:00.000Z,Brian Starzomski,iNat,,,,iNat:24673953,2019-05-05T19:30:00.000Z,,,,,,,,
Ligia pallasii,84264,Ligia pallasii,0,accepted,Sleepy Seaslater,,2,"{""iNat:8914894"":[48.87363,-123.386675],""iNat:25478084"":[48.901048,-123.407509]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,Diplocheta,,Ligiidae,,,Ligia,pallasii,Tyson Ehlers,iNat,,,,iNat:8914894,2017-08-05T02:14:00.000Z,Aimee Pelletier,iNat,,,,iNat:25478084,2019-05-04T21:08:14.000Z,,,,,,,,
Cudonia circinans,183199,Cudonia circinans,0,accepted,redleg jellybelly,,1,"{""iNat:8920371"":[48.868956,-123.385402]}",Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,,Cudoniaceae,,,Cudonia,circinans,Tyson Ehlers,iNat,,,,iNat:8920371,2016-03-24T19:09:00.000Z,Tyson Ehlers,iNat,,,,iNat:8920371,2016-03-24T19:09:00.000Z,,,,,,,,
Agriotes sparsus,456220,Agriotes sparsus,0,accepted,,,1,"{""iNat:8925810"":[48.927531,-123.468385]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Agriotini,Agriotes,sparsus,Scott Gilmore,iNat,,,,iNat:8925810,2017-05-15T03:23:00.000Z,Scott Gilmore,iNat,,,,iNat:8925810,2017-05-15T03:23:00.000Z,,,,,,,,
Dalopius corvinus,456297,Dalopius corvinus,0,accepted,,,1,"{""iNat:8930330"":[48.867393,-123.338605]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Elaterinae,Agriotini,Dalopius,corvinus,Scott Gilmore,iNat,,,,iNat:8930330,2017-05-13T07:00:00.000Z,Scott Gilmore,iNat,,,,iNat:8930330,2017-05-13T07:00:00.000Z,,,,,,,,
Helvella compressa,117997,Helvella compressa,0,accepted,,,3,"{""iNat:8946029"":[48.86957,-123.385477],""iNat:37194801"":[48.946169,-123.49056],""iNat:67741621"":[49.004814,-123.569297]}",Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,compressa,Tyson Ehlers,iNat,,,,iNat:8946029,2016-03-22T20:24:00.000Z,Adam Huggins,iNat,,,,iNat:67741621,2021-01-06T22:54:44.000Z,,,,,,,,
Polygonum douglasii,78682,Polygonum douglasii,0,accepted,Douglas' knotweed,,5,"{""iNat:9043871"":[48.867995,-123.387269],""iNat:81147023"":[48.868785,-123.379987],""iNat:96497063"":[48.952838,-123.520692],""iNat:178101894"":[48.959158,-123.533592],""iNat:188726495"":[48.87268,-123.310958]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,douglasii,Tyson Ehlers,iNat,,,,iNat:9043871,2017-08-11T23:40:00.000Z,heavyveil,iNat,,,,iNat:188726495,2023-10-23T17:33:17.000Z,,,,,,,,
Physaraceae,55485,Physaraceae,0,accepted,,,4,"{""iNat:9056076"":[48.874772,-123.336372],""iNat:108057387"":[48.907755,-123.374071],""iNat:187552077"":[48.870961,-123.321067],""iNat:187817304"":[48.870978,-123.321023]}",Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Physarales,,,,Physaraceae,,,,,Kevin Toomer,iNat,,,,iNat:9056076,2017-12-05T18:11:32.000Z,Kevin Toomer,iNat,,,,iNat:187817304,2023-10-16T17:47:35.000Z,,,,,,,,
Scaphinotus,1459308,Scaphinotus,0,accepted,,,1,"{""iNat:9059965"":[48.870613,-123.349631]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Carabinae,Cychrini,Scaphinotus,,Andrew Simon,iNat,,,,iNat:9059965,2017-12-03T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:9059965,2017-12-03T00:00:00.000Z,,,,,,,,
Nostoc,67332,Nostoc,0,accepted,star jellies,,1,"{""iNat:9060281"":[48.930239,-123.474663]}",Bacteria,Cyanobacteria,,,Cyanophyceae,Nostocophycidae,,Nostocales,,,,Nostocaceae,,,Nostoc,,Andrew Simon,iNat,,,,iNat:9060281,2017-12-05T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:9060281,2017-12-05T00:00:00.000Z,,,,,,,,
Muscinupta laevis,1135326,Muscinupta laevis,0,accepted,Minute Mossmaid,,1,"{""iNat:9069061"":[48.872181,-123.346338]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,,Rickenellaceae,,,Muscinupta,laevis,Kevin Toomer,iNat,,,,iNat:9069061,2017-12-06T00:00:00.000Z,Kevin Toomer,iNat,,,,iNat:9069061,2017-12-06T00:00:00.000Z,,,,,,,,
Polistes aurifer,153887,Polistes aurifer,0,accepted,Golden Paper Wasp,,10,"{""iNat:9086769"":[48.867081,-123.375653],""iNat:12630306"":[48.957294,-123.530671],""iNat:12945057"":[48.89053,-123.375449],""iNat:127157374"":[48.861991,-123.320691],""iNat:127157380"":[48.862247,-123.321079],""iNat:127160496"":[48.881278,-123.323631],""iNat:127160497"":[48.881278,-123.323623],""iNat:151880664"":[48.862,-123.319443],""iNat:174017108"":[48.870407,-123.320617],""iNat:175985364"":[48.870572,-123.318978]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Polistinae,Polistini,Polistes,aurifer,Andrew Simon,iNat,,,,iNat:9086769,2017-12-07T00:00:00.000Z,Kevin Toomer,iNat,,,,iNat:175985364,2023-07-31T16:10:40.000Z,,,,,,,,
Calocera viscosa,63405,Calocera viscosa,0,accepted,Jelly-antler,,5,"{""iNat:9093007"":[48.879544,-123.340714],""iNat:9199637"":[48.887181,-123.377985],""iNat:19596585"":[48.984733,-123.555942],""iNat:69880604"":[48.949253,-123.478874],""iNat:101656109"":[48.91045,-123.415998]}",Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,,Dacrymycetaceae,,,Calocera,viscosa,Andrew Simon,iNat,,,,iNat:9199637,2017-05-19T00:00:00.000Z,willoughbyarevalo,iNat,,,,iNat:101656109,2021-11-20T14:31:19.000Z,,,,,,,,
Coniophora puteana,154741,Coniophora puteana,0,accepted,wet rot,,2,"{""iNat:9094382"":[48.879983,-123.32785],""iNat:18480716"":[48.875786,-123.3394]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Coniophoraceae,,,Coniophora,puteana,Kevin Toomer,iNat,,,,iNat:9094382,2017-12-08T18:51:05.000Z,Kevin Toomer,iNat,,,,iNat:18480716,2018-11-11T18:45:13.000Z,,,,,,,,
Closterium ehrenbergii,470518,Closterium ehrenbergii,0,accepted,,,1,"{""iNat:9096764"":[48.948865,-123.503557]}",Plantae,Charophyta,,,Conjugatophyceae,,,Zygnematales,,,,Closteriaceae,,,Closterium,ehrenbergii,Mark Webber,iNat,,,,iNat:9096764,2017-11-15T00:00:00.000Z,Mark Webber,iNat,,,,iNat:9096764,2017-11-15T00:00:00.000Z,,,,,,,,
