iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,commonName,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,foodValue,medicinalValue,spiritualValue,materialValue,tradeValue,indicatorValue,hulquminumName,hulquminumAuthority
Auriscalpium vulgare,55175,Auriscalpium vulgare,0,accepted,Earpick Fungus,,7,"{""iNat:9117056"":[48.871264,-123.345823],""iNat:101446774"":[48.927507,-123.4686],""iNat:101501820"":[48.874744,-123.334801],""iNat:105862471"":[48.887138,-123.353683],""iNat:105862517"":[48.887008,-123.35357],""iNat:109843198"":[48.86898,-123.362279],""iNat:111978644"":[48.96349,-123.550451]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,,Auriscalpiaceae,,,Auriscalpium,vulgare,Kevin Toomer,iNat,,,,iNat:9117056,2017-12-10T20:28:41.000Z,mostlymushroomthings,iNat,,,,iNat:111978644,2022-04-18T22:04:07.000Z,,,,,,,,
Meconella oregana,77970,Meconella oregana,0,accepted,Oregon Fairypoppy,,1,"{""iNat:9142345"":[48.871567,-123.381984]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Papaveroideae,Platystemoneae,Meconella,oregana,Galiano observer,iNat,,,,iNat:9142345,2014-03-22T00:00:00.000Z,Galiano observer,iNat,,,,iNat:9142345,2014-03-22T00:00:00.000Z,,,,,,,,
Entosthodon muhlenbergii,917753,Entosthodon muhlenbergii,0,accepted,Muhlenberg's Cord-moss,,11,"{""iNat:9142562"":[48.868307,-123.377609],""iNat:41788600"":[48.865719,-123.368222],""iNat:74104777"":[48.868214,-123.377672],""iNat:74104785"":[48.870542,-123.380857],""iNat:74104788"":[48.869953,-123.38028],""iNat:81146979"":[48.868023,-123.377468],""iNat:81146983"":[48.86817,-123.377622],""iNat:81146989"":[48.868197,-123.377832],""iNat:114482643"":[48.863267,-123.330658],""iNat:114915216"":[48.863275,-123.330465],""iNat:120494831"":[48.897478,-123.338464]}",Plantae,Bryophyta,,,Bryopsida,,,Funariales,,,,Funariaceae,,,Entosthodon,muhlenbergii,Galiano observer,iNat,,,,iNat:9142562,2013-03-22T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:120494831,2022-06-04T23:57:00.000Z,,,,,,,,
Scytinium plicatile,532311,Scytinium plicatile,0,accepted,Starfish Jellyskin Lichen,,7,"{""iNat:9142618"":[48.871709,-123.383737],""iNat:81146971"":[48.868362,-123.377795],""iNat:81146973"":[48.868432,-123.378028],""iNat:81146995"":[48.868265,-123.378115],""iNat:81146997"":[48.868315,-123.378135],""iNat:81147001"":[48.868325,-123.378242],""iNat:83031011"":[48.868123,-123.377702]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Collemataceae,,,Scytinium,plicatile,Galiano observer,iNat,,,,iNat:9142618,2013-03-22T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:81147001,2021-05-03T19:19:00.000Z,,,,,,,,
Tetraplodon mnioides,133496,Tetraplodon mnioides,0,accepted,Slender Cruet-moss,,1,"{""iNat:9142637"":[48.864033,-123.364597]}",Plantae,Bryophyta,,,Bryopsida,,,Splachnales,,,,Splachnaceae,,,Tetraplodon,mnioides,Galiano observer,iNat,,,,iNat:9142637,2013-03-22T00:00:00.000Z,Galiano observer,iNat,,,,iNat:9142637,2013-03-22T00:00:00.000Z,,,,,,,,
Idahoa scapigera,77486,Idahoa scapigera,0,accepted,Scapose Scalepod,,4,"{""iNat:9142671"":[48.8676,-123.376608],""iNat:9145142"":[48.865616,-123.368342],""iNat:81146992"":[48.868358,-123.378088],""iNat:114745457"":[48.867729,-123.37803]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Subularieae,Idahoa,scapigera,Galiano observer,iNat,,,,iNat:9142671,2013-03-22T00:00:00.000Z,Jack Bindernagel,iNat,,,,iNat:114745457,2022-04-30T07:35:00.000Z,,,,,,,,
Agaricus augustus,49547,Agaricus augustus,0,accepted,The Prince,,8,"{""iNat:9150741"":[48.873726,-123.362794],""iNat:29189254"":[48.872467,-123.346406],""iNat:68982526"":[48.873853,-123.342256],""iNat:81335042"":[48.996111,-123.585556],""iNat:83714007"":[48.983978,-123.544212],""iNat:128390608"":[48.868861,-123.346029],""iNat:168910278"":[48.861116,-123.353339],""iNat:188186261"":[48.91495,-123.425751]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,,Agaricus,augustus,Andrew Simon,iNat,,,,iNat:9150741,2017-06-20T00:00:00.000Z,Kendall McLaughlin,iNat,,,,iNat:188186261,2023-10-19T19:29:17.000Z,,,,,,,,
Numida meleagris,1428,Numida meleagris,0,accepted,Helmeted Guineafowl,,1,"{""iNat:9181290"":[48.873194,-123.346703]}",Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,,Numididae,,,Numida,meleagris,Kevin Toomer,iNat,,,,iNat:9181290,2017-12-16T21:31:48.000Z,Kevin Toomer,iNat,,,,iNat:9181290,2017-12-16T21:31:48.000Z,,,,,,,,
Cairina moschata,7120,Cairina moschata,0,accepted,Muscovy Duck,,1,"{""iNat:9181364"":[48.873053,-123.346617]}",Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Cairina,moschata,Kevin Toomer,iNat,,,,iNat:9181364,2017-12-16T21:33:04.000Z,Kevin Toomer,iNat,,,,iNat:9181364,2017-12-16T21:33:04.000Z,,,,,,,,
Caloplaca californica,215791,Caloplaca californica,0,accepted,,,3,"{""iNat:9199333"":[48.900395,-123.336033],""iNat:24768216"":[48.907244,-123.459561],""iNat:24768220"":[48.906938,-123.459685]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Caloplacoideae,,Caloplaca,californica,Andrew Simon,iNat,,,,iNat:9199333,2017-05-19T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:24768220,2019-04-29T20:07:00.000Z,,,,,,,,
Lecanora xylophila,117966,Lecanora xylophila,0,accepted,Driftwood Rim-lichen,,5,"{""iNat:9199365"":[48.900395,-123.336033],""iNat:15038968"":[48.900615,-123.40704],""iNat:24768227"":[48.90715,-123.459745],""iNat:105352602"":[48.990805,-123.579688],""iNat:107678432"":[49.012469,-123.573638]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecanora,xylophila,Andrew Simon,iNat,,,,iNat:9199365,2017-05-19T00:00:00.000Z,Caitlin Robinson,iNat,,,,iNat:107678432,2022-02-28T22:46:57.000Z,,,,,,,,
Myriolecis dispersa,532146,Myriolecis dispersa,0,accepted,Mortar Rim Lichen,,2,"{""iNat:9237202"":[48.878548,-123.317777],""iNat:231962617"":[48.904063,-123.344187]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Myriolecis,dispersa,Andrew Simon,iNat,,,,iNat:9237202,2017-12-22T00:00:00.000Z,fionaraven,iNat,,,,iNat:231962617,2024-07-26T20:35:47.000Z,,,,,,,,
Fuscopannaria maritima,220262,Fuscopannaria maritima,0,accepted,,,6,"{""iNat:9237317"":[48.917571,-123.396783],""iNat:14408177"":[48.939817,-123.50143],""iNat:41881731"":[48.9107,-123.377097],""iNat:41881733"":[48.910698,-123.377097],""iNat:114481991"":[48.909661,-123.371914],""iNat:119369510"":[48.909258,-123.370533]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Pannariaceae,,,Fuscopannaria,maritima,Andrew Simon,iNat,,,,iNat:9237317,2017-12-22T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:119369510,2022-05-30T00:36:00.000Z,,,,,,,,
Pertusaria subambigens,117882,Pertusaria subambigens,0,accepted,Frosted Wart Lichen,,2,"{""iNat:9239481"":[48.917224,-123.396967],""iNat:100206018"":[48.983682,-123.55612]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Pertusariaceae,,,Pertusaria,subambigens,Andrew Simon,iNat,,,,iNat:9239481,2017-12-22T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:100206018,2021-11-03T22:41:00.000Z,,,,,,,,
Otidea,57369,Otidea,0,accepted,,,3,"{""iNat:9252293"":[48.873872,-123.341789],""iNat:64120356"":[49.001788,-123.575729],""iNat:191129665"":[48.929328,-123.4732]}",Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Otideaceae,,,Otidea,,Kevin Toomer,iNat,,,,iNat:9252293,2017-12-22T00:00:00.000Z,Kendall McLaughlin,iNat,,,,iNat:191129665,2023-11-02T20:33:53.000Z,,,,,,,,
Mareca americana,485176,Mareca americana,0,accepted,American Wigeon,,2,"{""iNat:9261664"":[48.897684,-123.406978],""iNat:108007870"":[48.899756,-123.408621]}",Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Mareca,americana,Kevin Toomer,iNat,,,,iNat:9261664,2017-12-25T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:108007870,2022-03-06T00:59:00.000Z,,,,,,,,
Lecidella stigmatea,179366,Lecidella stigmatea,0,accepted,Rock Disk Lichen,,1,"{""iNat:9263649"":[48.867349,-123.338758]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecidella,stigmatea,Andrew Simon,iNat,,,,iNat:9263649,2016-10-16T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:9263649,2016-10-16T00:00:00.000Z,,,,,,,,
Peltigera nigriventris,1490668,Peltigera nigriventris,0,accepted,,,1,"{""iNat:9280500"":[48.873253,-123.359252]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,nigriventris,Andrew Simon,iNat,,,,iNat:9280500,2016-10-07T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:9280500,2016-10-07T00:00:00.000Z,,,,,,,,
Cerataulina pelagica,448296,Cerataulina pelagica,0,accepted,,,1,"{""iNat:9290781"":[48.995526,-123.586344]}",Chromista,Ochrophyta,,,Bacillariophyceae,Chaetocerotophycidae,,Hemiaulales,,,,Hemiaulaceae,,,Cerataulina,pelagica,Mark Webber,iNat,,,,iNat:9290781,2008-07-11T00:00:00.000Z,Mark Webber,iNat,,,,iNat:9290781,2008-07-11T00:00:00.000Z,,,,,,,,
Coscinodiscus granii,570485,Coscinodiscus granii,0,accepted,,,2,"{""iNat:9290897"":[48.995526,-123.586344],""iNat:9291001"":[48.994333,-123.586196]}",Chromista,Ochrophyta,,,Bacillariophyceae,Coscinodiscophycidae,,Coscinodiscales,,,,Coscinodiscaceae,,,Coscinodiscus,granii,Mark Webber,iNat,,,,iNat:9291001,2009-08-02T00:00:00.000Z,Mark Webber,iNat,,,,iNat:9290897,2010-09-07T00:00:00.000Z,,,,,,,,
Thalassiosira angustelineata,470488,Thalassiosira angustelineata,0,accepted,,,3,"{""iNat:9291115"":[48.99422,-123.585853],""iNat:126984545"":[49.007146,-123.601005],""iNat:143655089"":[49.014688,-123.589268]}",Chromista,Ochrophyta,,,Bacillariophyceae,Thalassiosirophycidae,,Thalassiosirales,,,,Thalassiosiraceae,,,Thalassiosira,angustelineata,Mark Webber,iNat,,,,iNat:9291115,2010-10-19T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:126984545,2022-06-25T19:30:00.000Z,,,,,,,,
Gomphonema acuminatum,333685,Gomphonema acuminatum,0,accepted,,,1,"{""iNat:9291305"":[48.971723,-123.553395]}",Chromista,Ochrophyta,,,Bacillariophyceae,Bacillariophycidae,,Cymbellales,,,,Gomphonemataceae,,,Gomphonema,acuminatum,Mark Webber,iNat,,,,iNat:9291305,2004-07-21T00:00:00.000Z,Mark Webber,iNat,,,,iNat:9291305,2004-07-21T00:00:00.000Z,,,,,,,,
Tripos lineatus,1018998,Tripos lineatus,0,accepted,,,1,"{""iNat:9291462"":[48.995535,-123.586216]}",Chromista,Miozoa,Myzozoa,Dinoflagellata,Dinophyceae,,,Gonyaulacales,,,,Ceratiaceae,,,Tripos,lineatus,Mark Webber,iNat,,,,iNat:9291462,2006-01-21T00:00:00.000Z,Mark Webber,iNat,,,,iNat:9291462,2006-01-21T00:00:00.000Z,,,,,,,,
Operophtera occidentalis,347201,Operophtera occidentalis,0,accepted,Western Bruce Spanworm,,6,"{""iNat:9298486"":[48.873175,-123.346767],""iNat:19597580"":[48.872988,-123.346506],""iNat:36448978"":[48.872974,-123.346453],""iNat:146207271"":[48.873,-123.346554],""iNat:192930567"":[48.872997,-123.346591],""iNat:193133227"":[48.872995,-123.346585]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Operophterini,Operophtera,occidentalis,Kevin Toomer,iNat,,,,iNat:9298486,2017-12-20T17:29:14.000Z,Kevin Toomer,iNat,,,,iNat:193133227,2023-12-05T16:51:16.000Z,,,,,,,,
Polycauliona stellata,463839,Polycauliona stellata,0,accepted,,,1,"{""iNat:9324670"":[48.866276,-123.33442]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Xanthorioideae,,Polycauliona,stellata,Andrew Simon,iNat,,,,iNat:9324670,2017-12-30T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:9324670,2017-12-30T00:00:00.000Z,,,,,,,,
Philonotis capillaris,123642,Philonotis capillaris,0,accepted,,,5,"{""iNat:9328978"":[48.871821,-123.310456],""iNat:20199483"":[48.86341,-123.373717],""iNat:64809401"":[48.872415,-123.312063],""iNat:109707318"":[48.872577,-123.311572],""iNat:110152156"":[48.917265,-123.396015]}",Plantae,Bryophyta,,,Bryopsida,,,Bartramiales,,,,Bartramiaceae,,,Philonotis,capillaris,Andrew Simon,iNat,,,,iNat:9328978,2017-12-31T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:110152156,2022-04-01T22:42:00.000Z,,,,,,,,
Cladonia bacilliformis,217074,Cladonia bacilliformis,0,accepted,Yellowhorn Pixie Lichen,,1,"{""iNat:9329152"":[48.871574,-123.310907]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,bacilliformis,Andrew Simon,iNat,,,,iNat:9329152,2017-12-31T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:9329152,2017-12-31T00:00:00.000Z,,,,,,,,
Timmiella crassinervis,169775,Timmiella crassinervis,0,accepted,,,11,"{""iNat:9329291"":[48.871884,-123.311889],""iNat:10671813"":[48.867076,-123.34191],""iNat:20739476"":[48.939643,-123.501138],""iNat:99661793"":[48.899225,-123.407432],""iNat:99661815"":[48.864038,-123.368829],""iNat:109707346"":[48.871505,-123.311422],""iNat:109707351"":[48.871867,-123.312158],""iNat:109707362"":[48.868888,-123.346241],""iNat:110820855"":[48.899956,-123.40688],""iNat:111609864"":[48.866103,-123.368898],""iNat:111867244"":[48.861273,-123.363385]}",Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,,Pottiaceae,,,Timmiella,crassinervis,Andrew Simon,iNat,,,,iNat:9329291,2017-12-31T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:111867244,2022-04-17T22:54:00.000Z,,,,,,,,
Stictis radiata,352459,Stictis radiata,0,accepted,,,3,"{""iNat:9329564"":[48.871884,-123.311889],""iNat:64809953"":[48.897587,-123.408625],""iNat:106921804"":[49.006369,-123.56688]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Stictidaceae,,,Stictis,radiata,Andrew Simon,iNat,,,,iNat:9329564,2017-12-31T00:00:00.000Z,Caitlin Robinson,iNat,,,,iNat:106921804,2022-02-17T01:01:04.000Z,,,,,,,,
Operophtera,60781,Operophtera,0,accepted,,,32,"{""iNat:9387020"":[48.873391,-123.346735],""iNat:18482984"":[48.872897,-123.346495],""iNat:19458515"":[48.868671,-123.346044],""iNat:142226732"":[48.873004,-123.346559],""iNat:143069377"":[48.873012,-123.346548],""iNat:143219915"":[48.872986,-123.346564],""iNat:144669716"":[48.872986,-123.346516],""iNat:144669823"":[48.872986,-123.346516],""iNat:144669932"":[48.872986,-123.346516],""iNat:145292073"":[48.872967,-123.34657],""iNat:145384032"":[48.872972,-123.346559],""iNat:145460966"":[48.872957,-123.346502],""iNat:145461113"":[48.872957,-123.346502],""iNat:145686764"":[48.872985,-123.346527],""iNat:146354810"":[48.872972,-123.346489],""iNat:146479236"":[48.873,-123.346543],""iNat:146479327"":[48.873,-123.346543],""iNat:146701844"":[48.872985,-123.346551],""iNat:190320399"":[48.873025,-123.34657],""iNat:191521853"":[48.873026,-123.346636],""iNat:192861762"":[48.873025,-123.346591],""iNat:192861831"":[48.873025,-123.346591],""iNat:193145640"":[48.872993,-123.346554],""iNat:193221352"":[48.873015,-123.346522],""iNat:193603920"":[48.872959,-123.346554],""iNat:193717231"":[48.873043,-123.346575],""iNat:194457498"":[48.873036,-123.346597],""iNat:194457527"":[48.873036,-123.346597],""iNat:194457557"":[48.873036,-123.346597],""iNat:194587364"":[48.872997,-123.34657],""iNat:194829787"":[48.873032,-123.346569],""iNat:195179961"":[48.873008,-123.346564]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Operophterini,Operophtera,,Kevin Toomer,iNat,,,,iNat:9387020,2018-01-06T23:01:57.000Z,Kevin Toomer,iNat,,,,iNat:195179961,2023-12-29T17:13:30.000Z,,,,,,,,
Badhamia utricularis,56264,Badhamia utricularis,0,accepted,,,6,"{""iNat:9475067"":[48.872398,-123.346703],""iNat:67862201"":[48.875622,-123.335761],""iNat:67862622"":[48.875411,-123.335425],""iNat:193891868"":[48.875435,-123.335285],""iNat:194512173"":[48.875435,-123.335285],""iNat:198519439"":[48.870927,-123.353034]}",Protozoa,Mycetozoa,,,Myxomycetes,Columellomycetidae,Stemonitidia,Physarales,,,,Physaraceae,,,Badhamia,utricularis,Kevin Toomer,iNat,,,,iNat:9475067,2018-01-14T17:53:27.000Z,Andrew Simon,iNat,,,,iNat:194512173,2023-12-21T04:01:00.000Z,,,,,,,,
Phaeotremella foliacea,901819,Phaeotremella foliacea,0,accepted,Leafy Brain,,2,"{""iNat:9477733"":[48.872133,-123.341789],""iNat:100341675"":[48.945888,-123.496055]}",Fungi,Basidiomycota,Agaricomycotina,,Tremellomycetes,,,Tremellales,,,,Phaeotremellaceae,,,Phaeotremella,foliacea,Kevin Toomer,iNat,,,,iNat:9477733,2018-01-04T17:40:51.000Z,Caitlin Robinson,iNat,,,,iNat:100341675,2021-11-04T23:22:20.000Z,,,,,,,,
Thelotrema lepadinum,129667,Thelotrema lepadinum,0,accepted,Bark Barnacles,,10,"{""iNat:9479483"":[48.91964,-123.420699],""iNat:13972296"":[48.897963,-123.344878],""iNat:19394452"":[48.942182,-123.475955],""iNat:99510040"":[48.874948,-123.320095],""iNat:100205984"":[48.984972,-123.558685],""iNat:100262225"":[48.985079,-123.558053],""iNat:164891815"":[48.9852,-123.558622],""iNat:170225659"":[48.928131,-123.470842],""iNat:170969653"":[48.984446,-123.558566],""iNat:199811304"":[48.868492,-123.377963]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Thelotrema,lepadinum,Andrew Simon,iNat,,,,iNat:9479483,2018-01-14T00:00:00.000Z,Dave Zeuss Cochrane,iNat,,,,iNat:199811304,2024-02-18T21:24:35.000Z,,,,,,,,
Trametes,47378,Trametes,0,accepted,,,7,"{""iNat:9513575"":[48.963399,-123.550358],""iNat:24715935"":[48.901373,-123.405182],""iNat:164714963"":[48.897987,-123.398103],""iNat:194256508"":[48.879213,-123.317025],""iNat:210370347"":[48.861197,-123.359833],""iNat:210475772"":[48.861255,-123.359938],""iNat:219643060"":[48.91712,-123.421347]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Trametes,,danaturalist,iNat,,,,iNat:9513575,2018-01-15T00:00:00.000Z,KGW,iNat,,,,iNat:219643060,2024-05-31T23:05:45.000Z,,,,,,,,
Dacrymyces stillatus,53276,Dacrymyces stillatus,0,accepted,Jelly Spot Fungus,,6,"{""iNat:9606791"":[48.870879,-123.319119],""iNat:19622764"":[48.870912,-123.319168],""iNat:38468760"":[48.946023,-123.479897],""iNat:101359470"":[48.898105,-123.407915],""iNat:106057670"":[48.87168,-123.310395],""iNat:209969568"":[48.865953,-123.350138]}",Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,,Dacrymycetaceae,,,Dacrymyces,stillatus,Kevin Toomer,iNat,,,,iNat:9606791,2018-01-20T22:27:28.000Z,Steph Brulot-Sawchyn,iNat,,,,iNat:209969568,2024-04-26T19:48:58.000Z,,,,,,,,
Cygnus buccinator,6915,Cygnus buccinator,0,accepted,Trumpeter Swan,,2,"{""iNat:9616415"":[48.940712,-123.477702],""iNat:19940435"":[48.948581,-123.502921]}",Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Cygnus,buccinator,cottonwood,iNat,,,,iNat:9616415,2018-01-25T00:00:00.000Z,Donna Talluto,iNat,,,,iNat:19940435,2019-01-27T02:05:00.000Z,1,1,1,1,1,1,s-hwuw'qun,"(Thom, 2011)"
Urnula padeniana,448147,Urnula padeniana,0,accepted,,,2,"{""iNat:9617448"":[48.869978,-123.359564],""iNat:68371314"":[48.868597,-123.37709]}",Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Sarcosomataceae,,,Urnula,padeniana,Andrew Simon,iNat,,,,iNat:9617448,2018-01-19T00:00:00.000Z,scuddlebutt,iNat,,,,iNat:68371314,2018-12-31T17:02:00.000Z,,,,,,,,
Aulacomnium,124387,Aulacomnium,0,accepted,,,1,"{""iNat:9843243"":[48.948312,-123.50209]}",Plantae,Bryophyta,,,Bryopsida,,,Aulacomniales,,,,Aulacomniaceae,,,Aulacomnium,,Andrew Simon,iNat,,,,iNat:9843243,2018-02-10T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:9843243,2018-02-10T00:00:00.000Z,,,,,,,,
Peltigera hymenina,69730,Peltigera hymenina,0,accepted,,,4,"{""iNat:9875760"":[48.913822,-123.387543],""iNat:21543539"":[48.91713,-123.395687],""iNat:39130368"":[48.913796,-123.388088],""iNat:114482196"":[48.909408,-123.370917]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,hymenina,Andrew Simon,iNat,,,,iNat:39130368,2017-04-24T23:47:00.000Z,Andrew Simon,iNat,,,,iNat:114482196,2022-05-01T18:19:00.000Z,,,,,,,,
Vulpicida canadensis,54317,Vulpicida canadensis,0,accepted,Brown-eyed Sunshine Lichen,,4,"{""iNat:9875767"":[48.916844,-123.395353],""iNat:10427160"":[48.984411,-123.556114],""iNat:19917598"":[48.923463,-123.447761],""iNat:110152151"":[48.91763,-123.397525]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Vulpicida,canadensis,Andrew Simon,iNat,,,,iNat:9875767,2018-02-15T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:110152151,2022-04-01T22:13:00.000Z,,,,,,,,
Haplotrema vancouverense,220933,Haplotrema vancouverense,0,accepted,Robust Lancetooth Snail,,16,"{""iNat:9886289"":[48.863712,-123.32943],""iNat:25393940"":[48.871301,-123.345652],""iNat:25543616"":[48.901194,-123.404244],""iNat:29062954"":[48.880323,-123.335554],""iNat:80279745"":[48.872028,-123.339706],""iNat:80500520"":[48.871375,-123.346039],""iNat:80793426"":[48.872034,-123.346589],""iNat:83047900"":[48.870366,-123.319812],""iNat:109729043"":[48.94075,-123.474945],""iNat:117211679"":[48.874436,-123.339447],""iNat:143065671"":[48.864501,-123.364152],""iNat:148356267"":[48.950633,-123.528763],""iNat:155971863"":[48.939827,-123.495094],""iNat:164907091"":[48.915292,-123.425025],""iNat:190369000"":[48.928362,-123.467628],""iNat:218924390"":[48.871375,-123.338108]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Oleacinoidei,Haplotrematoidea,Haplotrematidae,Haplotrematinae,,Haplotrema,vancouverense,Kevin Toomer,iNat,,,,iNat:9886289,2018-02-15T20:23:31.000Z,Kevin Toomer,iNat,,,,iNat:218924390,2024-05-27T15:45:46.000Z,,,,,,,,
Antitrichia curtipendula,126107,Antitrichia curtipendula,0,accepted,Pendulous Wing-moss,,4,"{""iNat:9903552"":[48.86604,-123.368721],""iNat:19775495"":[48.98511,-123.559217],""iNat:77854382"":[48.877003,-123.38701],""iNat:119369419"":[48.871553,-123.311232]}",Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Antitrichiaceae,,,Antitrichia,curtipendula,Andrew Simon,iNat,,,,iNat:9903552,2018-02-15T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:119369419,2022-05-29T16:39:00.000Z,,,,,,,,
Micranthes rufidula,357949,Micranthes rufidula,0,accepted,Rustyhair Saxifrage,,17,"{""iNat:10109045"":[48.917206,-123.39564],""iNat:10270060"":[48.917174,-123.39555],""iNat:11252004"":[48.917159,-123.395755],""iNat:11577410"":[48.917095,-123.395438],""iNat:12152646"":[48.917142,-123.395713],""iNat:13879694"":[48.917203,-123.395551],""iNat:21543541"":[48.916997,-123.395273],""iNat:42682038"":[48.917068,-123.395353],""iNat:81147045"":[48.871258,-123.382352],""iNat:110152155"":[48.917527,-123.396213],""iNat:110247416"":[48.917328,-123.39618],""iNat:111052952"":[48.90996,-123.37366],""iNat:111053003"":[48.909788,-123.373008],""iNat:111053080"":[48.909807,-123.372772],""iNat:119369508"":[48.909343,-123.370845],""iNat:156340874"":[48.917029,-123.395282],""iNat:156340901"":[48.91697,-123.395317]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Micrantheae,Micranthes,rufidula,Andrew Simon,iNat,,,,iNat:10109045,2018-03-05T00:00:00.000Z,Christelle Mailhe,iNat,,,,iNat:156340874,2023-04-24T00:25:53.000Z,,,,,,,,
Stereocaulon intermedium,231701,Stereocaulon intermedium,0,accepted,Pacific Foam Lichen,,3,"{""iNat:10163396"":[48.875531,-123.380088],""iNat:13971895"":[48.90393,-123.344258],""iNat:74104770"":[48.958535,-123.53258]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Stereocaulon,intermedium,Andrew Simon,iNat,,,,iNat:10163396,2018-03-09T00:00:00.000Z,Andrew Simon,iNat,,,,iNat:74104770,2021-04-15T17:01:00.000Z,,,,,,,,
