iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,commonName,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Institution Code,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Institution Code,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported,foodValue,medicinalValue,spiritualValue,materialValue,tradeValue,indicatorValue,hulquminumName,hulquminumAuthority,audioLink,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,iNaturalistTaxonImage,wikipediaSummary
Cyperaceae,47161,Cyperaceae,0,accepted,sedges,,1,"{""iNat:164291750"":[48.94868,-123.502763]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Cyperaceae,,,,,Darren Kirby,iNat,,,,iNat:164291750,2023-05-27T00:51:15.000Z,Darren Kirby,iNat,,,,iNat:164291750,2023-05-27T00:51:15.000Z,,,,,,,,,,accepted,47161,Cyperaceae,https://inaturalist-open-data.s3.amazonaws.com/photos/297489762/medium.jpg,"<p class=""mw-empty-elt"">


</p>

<p>The <b>Cyperaceae</b> (<span></span>) are a family of  graminoid (grass-like), monocotyledonous flowering plants known as <b>sedges</b>. The family is large; botanists have described some 5,500 known species in about 90 genera&#160;– the largest being the ""true sedges"" (genus <i>Carex</i>), with over 2,000 species.
</p>


"
Dolichopus plumipes,260159,Dolichopus plumipes,0,accepted,,,1,"{""iNat:164328452"":[48.944983,-123.516]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,Empidoidea,Dolichopodidae,Dolichopodinae,Dolichopodini,Dolichopus,plumipes,Scott Gilmore,iNat,,,,iNat:164328452,2023-05-27T21:02:24.000Z,Scott Gilmore,iNat,,,,iNat:164328452,2023-05-27T21:02:24.000Z,,,,,,,,,,accepted,260159,Dolichopus plumipes,https://static.inaturalist.org/photos/236087015/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Dolichopus plumipes</b></i> is a species of fly in the family Dolichopodidae. It is found in most of North America, except for the eastern United States and Manitoba Canada, as well as most of northern Europe and Asia.
</p>
"
Hypochaeris radicata,53104,Hypochaeris radicata,0,accepted,Common Cat's-ear,,4,"{""iNat:164350195"":[48.93931,-123.501229],""iNat:164350913"":[48.944458,-123.51757],""Hunterston:148"":[48.942881,-123.511658],""Hunterston:249"":[48.944023,-123.512632]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Hypochaeris,radicata,,Hunterston,,,,Hunterston:148,2010-05-22T00:00:00.000Z,Joan Septembre,iNat,,,,iNat:164350195,2023-05-28T17:15:21.000Z,,,,,,,,,,accepted,53104,Hypochaeris radicata,https://inaturalist-open-data.s3.amazonaws.com/photos/49330430/medium.jpg,"<p class=""mw-empty-elt"">
</p>


<p><i><b>Hypochaeris radicata</b></i> (sometimes spelled <i>Hypochoeris radicata</i>) – also known as <b>catsear</b>, <b>flatweed</b>, <b>cat's-ear</b>, <b>hairy cat's ear</b>, or <b>false dandelion</b> – is a perennial, low-lying edible herb often found in lawns.  The plant is native to Europe, but has also been introduced to the Americas, Japan, Australia, and New Zealand, where it can be an invasive weed. It is listed</p>..."
Pulvigera lyellii,1123491,Pulvigera lyellii,0,accepted,Lyell's Bristle-moss,,1,"{""iNat:164353640"":[48.944337,-123.517463]}",Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Pulvigera,lyellii,Joan Septembre,iNat,,,,iNat:164353640,2023-05-28T14:22:46.000Z,Joan Septembre,iNat,,,,iNat:164353640,2023-05-28T14:22:46.000Z,,,,,,,,,,accepted,1123491,Pulvigera lyellii,https://inaturalist-open-data.s3.amazonaws.com/photos/2793394/medium.jpg,
Parmelia sulcata,54734,Parmelia sulcata,0,accepted,shield lichen,,1,"{""iNat:164353934"":[48.944388,-123.517442]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,sulcata,Joan Septembre,iNat,,,,iNat:164353934,2023-05-28T14:20:24.000Z,Joan Septembre,iNat,,,,iNat:164353934,2023-05-28T14:20:24.000Z,,,,,,,,,,accepted,54734,Parmelia sulcata,https://inaturalist-open-data.s3.amazonaws.com/photos/48442268/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Parmelia sulcata</b></i>, commonly known as the <b>hammered shield lichen</b> or <b>cracked-shield lichen</b>, is a foliose lichen in the family Parmeliaceae. First described by Thomas Taylor in 1836, it is one of the most prevalent lichen species globally, known for its resilience to pollution and cosmopolitan distribution across temperate and cold regions of both hemispheres. <i>P.&#160;sulcata</i> forms a circular</p>..."
Ramalina farinacea,54758,Ramalina farinacea,0,accepted,Farinose Cartilage Lichen,,1,"{""iNat:164353970"":[48.944395,-123.517425]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Ramalinaceae,,,Ramalina,farinacea,Joan Septembre,iNat,,,,iNat:164353970,2023-05-28T14:20:10.000Z,Joan Septembre,iNat,,,,iNat:164353970,2023-05-28T14:20:10.000Z,,,,,,,,,,accepted,54758,Ramalina farinacea,https://inaturalist-open-data.s3.amazonaws.com/photos/342108684/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Ramalina farinacea</b></i> is an epiphytic bushy shaped (fruticose) lichen common to areas with Mediterranean, subtropical, or temperate climates. It is in the genus <i>Ramalina</i> of the family Ramalinaceae. The coexistence of two <i>different</i> species of the <i>Trebouxia</i> genus of green algae at the same time were found to be in each specimen collected in widely distributed populations. The algae thrive</p>..."
Triteleia hyacinthina,57132,Triteleia hyacinthina,0,accepted,white brodiaea,,2,"{""iNat:164354027"":[48.9444,-123.517442],""Hunterston:117"":[48.942487,-123.512044]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Brodiaeoideae,,Triteleia,hyacinthina,,Hunterston,,,,Hunterston:117,2010-05-22T00:00:00.000Z,Joan Septembre,iNat,,,,iNat:164354027,2023-05-28T14:19:15.000Z,,,,,,,,,,accepted,57132,Triteleia hyacinthina,https://inaturalist-open-data.s3.amazonaws.com/photos/11771/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Triteleia hyacinthina</b></i> is a species of flowering plant  known by the common names <b>white brodiaea</b>, <b>white tripletlily</b>, <b>hyacinth brodiaea</b>, and <b>fool's onion</b>. It is native to western North America from British Columbia to Idaho to central California. Its habitat includes grassland and vernally moist areas such as meadows and vernal pools. It is a perennial herb growing from a corm</p>..."
Homalothecium,67898,Homalothecium,0,accepted,homalothecium mosses,,1,"{""iNat:164354080"":[48.944325,-123.517638]}",Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Homalothecium,,Joan Septembre,iNat,,,,iNat:164354080,2023-05-28T14:16:58.000Z,Joan Septembre,iNat,,,,iNat:164354080,2023-05-28T14:16:58.000Z,,,,,,,,,,accepted,67898,Homalothecium,https://static.inaturalist.org/photos/50696653/medium.jpeg,
Torilis,53305,Torilis,0,accepted,hedge parslies,,1,"{""iNat:164354298"":[48.944358,-123.517563]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Scandiceae,Torilis,,Joan Septembre,iNat,,,,iNat:164354298,2023-05-28T14:09:49.000Z,Joan Septembre,iNat,,,,iNat:164354298,2023-05-28T14:09:49.000Z,,,,,,,,,,accepted,53305,Torilis,https://inaturalist-open-data.s3.amazonaws.com/photos/176506656/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Torilis</b></i> is a genus of plants in the family Apiaceae which are known generally as the <b>hedge parsleys</b>. They are native to Eurasia and North Africa but have been introduced to other continents. <i>T. arvensis</i> is quite widespread in North America but is facing population decline in the UK.
</p><p>Selected species:
</p>
<ul><li><i>Torilis arvensis</i> - spreading hedge parsley, Canadian hedge parsley</li></ul>..."
Polycauliona candelaria,463825,Polycauliona candelaria,0,accepted,Shrubby Sunburst Lichen,,2,"{""iNat:164356043"":[48.942833,-123.510642],""Hunterston:551"":[48.942866,-123.509651]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,,Teloschistaceae,Xanthorioideae,,Polycauliona,candelaria,,Hunterston,,,,Hunterston:551,2010-05-22T00:00:00.000Z,Joan Septembre,iNat,,,,iNat:164356043,2023-05-27T22:44:51.000Z,,,,,,,,,,accepted,463825,Polycauliona candelaria,https://inaturalist-open-data.s3.amazonaws.com/photos/3618475/medium.jpg,
Limnia,779781,Limnia,0,accepted,Claytonia sect. Limnia,,1,"{""iNat:164356114"":[48.942845,-123.510728]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,,Joan Septembre,iNat,,,,iNat:164356114,2023-05-27T22:43:13.000Z,Joan Septembre,iNat,,,,iNat:164356114,2023-05-27T22:43:13.000Z,,,,,,,,,,accepted,779781,Limnia,https://inaturalist-open-data.s3.amazonaws.com/photos/196647016/medium.jpeg,"<p><b>Limnia</b> can refer to
</p>
<ul><li>Limnia, Cyprus, a village in Cyprus</li>
<li>Limnia (Greek: <span lang=""el"">Λίμνια</span>), islands disputed between Greece and Turkey</li>
<li>Limnia (Pontus), a region of the medieval Empire of Trebizond, now in northern Turkey</li>
<li><i>Limnia</i> (fly), a genus of flies in the family Sciomyzidae</li></ul>"
Prionitis sternbergii,347988,Prionitis sternbergii,0,accepted,Bleach Weed,,1,"{""iNat:164356719"":[48.94313,-123.508837]}",Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Halymeniales,,,,Halymeniaceae,,,Prionitis,sternbergii,Joan Septembre,iNat,,,,iNat:164356719,2023-05-27T22:06:15.000Z,Joan Septembre,iNat,,,,iNat:164356719,2023-05-27T22:06:15.000Z,,,,,,,,,,accepted,347988,Prionitis sternbergii,https://inaturalist-open-data.s3.amazonaws.com/photos/7574396/medium.jpeg,
Gracilariales,67677,Gracilariales,0,accepted,,,1,"{""iNat:164357290"":[48.943,-123.508]}",Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Gracilariales,,,,,,,,,Joan Septembre,iNat,,,,iNat:164357290,2023-05-27T21:51:57.000Z,Joan Septembre,iNat,,,,iNat:164357290,2023-05-27T21:51:57.000Z,,,,,,,,,,accepted,67677,Gracilariales,https://inaturalist-open-data.s3.amazonaws.com/photos/4606311/medium.jpeg,"<p class=""mw-empty-elt"">
</p>

<p><b>Gracilariales</b> is an order of red algae.
</p>
"
Cladophora columbiana,117775,Cladophora columbiana,0,accepted,Green pin-cushion alga,,1,"{""iNat:164357574"":[48.943128,-123.508713]}",Plantae,Chlorophyta,,,Ulvophyceae,,,Cladophorales,,,,Cladophoraceae,,,Cladophora,columbiana,Joan Septembre,iNat,,,,iNat:164357574,2023-05-27T21:06:59.000Z,Joan Septembre,iNat,,,,iNat:164357574,2023-05-27T21:06:59.000Z,,,,,,,,,,accepted,117775,Cladophora columbiana,https://inaturalist-open-data.s3.amazonaws.com/photos/4519949/medium.jpg,
Cycloneda polita,55492,Cycloneda polita,0,accepted,Western Polished Lady Beetle,,3,"{""iNat:164358324"":[48.9432,-123.514],""iNat:164425562"":[48.945105,-123.51635],""iNat:165063085"":[48.942813,-123.512292]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Cycloneda,polita,Scott Gilmore,iNat,,,,iNat:164425562,2023-05-27T21:06:07.000Z,Zeke Gilmore,iNat,,,,iNat:165063085,2023-05-27T22:15:34.000Z,,,,,,,,,,accepted,55492,Cycloneda polita,https://inaturalist-open-data.s3.amazonaws.com/photos/184777592/medium.jpg,"<i><b>Cycloneda polita</b></i>, known generally as the <b>western blood-red lady beetle</b> or <b>polished ladybug</b>, is a species of lady beetle in the family Coccinellidae. It is found in North America."
Basidioradulum radula,341834,Basidioradulum radula,0,accepted,Toothed Crust,,1,"{""iNat:164358827"":[48.9441,-123.513]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,,,,,Basidioradulum,radula,,iNat,,,,iNat:164358827,2023-05-27T21:19:00.000Z,,iNat,,,,iNat:164358827,2023-05-27T21:19:00.000Z,,,,,,,,,,accepted,341834,Basidioradulum radula,https://inaturalist-open-data.s3.amazonaws.com/photos/5778843/medium.jpg,
Pissodes,208538,Pissodes,0,accepted,Pine Weevils,,2,"{""iNat:164359222"":[48.9441,-123.5142],""iNat:165064816"":[48.945003,-123.513047]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,Molytinae,Pissodini,Pissodes,,,iNat,,,,iNat:164359222,2023-05-27T20:36:00.000Z,Zeke Gilmore,iNat,,,,iNat:165064816,2023-05-27T20:37:02.000Z,,,,,,,,,,accepted,208538,Pissodes,https://inaturalist-open-data.s3.amazonaws.com/photos/3152628/medium.JPG,"<p class=""mw-empty-elt"">
</p>



<p><i><b>Pissodes</b></i> is a genus of weevils described by Ernst Friedrich Germar in 1817.
</p><p>These insects live on conifers. They are widely distributed in the Northern Hemisphere, their distribution mirroring that of plants in the Pinaceae, the pine family, which includes most of their host trees.
</p><p>A few <i>Pissodes</i> species are considered to be pests, such as <i>Pissodes strobi</i>, <i>P. nemorensis</i></p>..."
Callobius,49551,Callobius,0,accepted,,,1,"{""iNat:164359594"":[48.9397,-123.4951]}",Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,,Amaurobiidae,,,Callobius,,,iNat,,,,iNat:164359594,2023-05-28T06:13:00.000Z,,iNat,,,,iNat:164359594,2023-05-28T06:13:00.000Z,,,,,,,,,,accepted,49551,Callobius,https://inaturalist-open-data.s3.amazonaws.com/photos/245558396/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Callobius</b></i> is a genus of tangled nest spiders first described by R. V. Chamberlin in 1947.
</p>
"
Syrphini,121991,Syrphini,0,accepted,,,1,"{""iNat:164363519"":[48.9432,-123.514]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,,Syrphidae,Syrphinae,Syrphini,,,,iNat,,,,iNat:164363519,2023-05-27T17:35:00.000Z,,iNat,,,,iNat:164363519,2023-05-27T17:35:00.000Z,,,,,,,,,,accepted,121991,Syrphini,https://inaturalist-open-data.s3.amazonaws.com/photos/92958448/medium.jpg,"<p class=""mw-empty-elt"">
</p>



<p>The <b>Syrphini</b> are a tribe of hoverflies.
</p>
"
Lycogala epidendrum,47680,Lycogala epidendrum,0,accepted,Wolf's Milk,,1,"{""iNat:164368735"":[48.945145,-123.511345]}",Protozoa,Mycetozoa,,,Myxomycetes,Lucisporomycetidae,Trichiidia,Reticulariales,,,,Reticulariaceae,,,Lycogala,epidendrum,,iNat,,,,iNat:164368735,2023-05-27T18:53:37.000Z,,iNat,,,,iNat:164368735,2023-05-27T18:53:37.000Z,,,,,,,,,,accepted,47680,Lycogala epidendrum,https://inaturalist-open-data.s3.amazonaws.com/photos/1140317/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Lycogala epidendrum</b></i>, commonly known as <b>wolf's milk</b> or <b>groening's slime</b>, is a cosmopolitan species of myxogastrid amoeba which is often mistaken for a fungus. The aethalia, or fruiting bodies, occur either scattered or in groups on damp rotten wood, especially on large logs, from June to November. These aethalia are small, pink to brown cushion-like blobs. They may ooze a pink ""paste"" if</p>..."
Armadillidium vulgare,56083,Armadillidium vulgare,0,accepted,Common Pill Woodlouse,,1,"{""iNat:164369137"":[48.9444,-123.509537]}",Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,Holoverticata,,Armadillidiidae,,,Armadillidium,vulgare,,iNat,,,,iNat:164369137,2023-05-27T17:26:26.000Z,,iNat,,,,iNat:164369137,2023-05-27T17:26:26.000Z,,,,,,,,,,accepted,56083,Armadillidium vulgare,https://inaturalist-open-data.s3.amazonaws.com/photos/175293083/medium.jpeg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Armadillidium vulgare</b></i>, the <b>common pill-bug</b>, <b>potato bug</b>, <b>common pill woodlouse</b>, <b>roly-poly</b>, <b>slater</b>, <b>doodle bug</b>, or <b>carpenter</b>, is a widespread European species of woodlouse. It is the most extensively investigated terrestrial isopod species. It is native to Mediterranean Europe, but as an introduced species they have become naturalized in almost all suitable</p>..."
Scytosiphon lomentaria,182932,Scytosiphon lomentaria,0,accepted,Beanweed,,1,"{""iNat:164369658"":[48.943245,-123.509108]}",Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,,Scytosiphonaceae,,,Scytosiphon,lomentaria,,iNat,,,,iNat:164369658,2023-05-27T21:50:56.000Z,,iNat,,,,iNat:164369658,2023-05-27T21:50:56.000Z,,,,,,,,,,accepted,182932,Scytosiphon lomentaria,https://inaturalist-open-data.s3.amazonaws.com/photos/172064108/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Scytosiphon lomentaria</b></i> is a littoral brown seaweed with an irregularly lobed many filamentous form. It is a member of the Phaeophyta in the order Dictyosiphonales and grows attached to shells and stones in rock-pools and in near-shore waters. The attachment to the substrate is by a small disc shaped holdfast.
</p>
"
Asteroidea,47668,Asteroidea,0,accepted,Sea Stars,,1,"{""iNat:164370215"":[48.94303,-123.508147]}",Animalia,Echinodermata,Asterozoa,,Asteroidea,,,,,,,,,,,,,iNat,,,,iNat:164370215,2023-05-27T22:37:35.000Z,,iNat,,,,iNat:164370215,2023-05-27T22:37:35.000Z,,,,,,,,,,accepted,47668,Asteroidea,https://inaturalist-open-data.s3.amazonaws.com/photos/162318518/medium.jpg,"<link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r1236090951"" />
<link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r1236090951"" />
<p class=""mw-empty-elt"">




</p>

<p><b>Starfish</b> or <b>sea stars</b> are star-shaped echinoderms belonging to the class <b>Asteroidea</b> (<span></span>). Common usage frequently finds these names being also applied to ophiuroids, which are correctly referred to as brittle stars</p>..."
Brodiaea,51753,Brodiaea,0,accepted,Brodiaeas,,1,"{""iNat:164371376"":[48.943094,-123.51443]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Brodiaeoideae,,Brodiaea,,,iNat,,,,iNat:164371376,2023-05-27T17:42:29.000Z,,iNat,,,,iNat:164371376,2023-05-27T17:42:29.000Z,,,,,,,,,,accepted,51753,Brodiaea,https://inaturalist-open-data.s3.amazonaws.com/photos/11765/medium.jpg,"<p class=""mw-empty-elt"">

</p>

<p><i><b>Brodiaea</b></i> <span></span>, also known by the common name <b>cluster-lilies</b>, is a monocot genus of flowering plants.
</p><p>One school of thought places the genus in the family Themidaceae, while another school of thought places it in the subfamily Brodiaeoideae of the family Asparagaceae.  The USDA Plants Database still classifies the genus <i>Brodiaea</i> in the family Liliaceae.
</p><p><i>Brodiaea</i></p>..."
Zootermopsis,121381,Zootermopsis,0,accepted,,,2,"{""iNat:164425339"":[48.945703,-123.516363],""iNat:165063942"":[48.945688,-123.516412]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,,Blattoidea,Archotermopsidae,,,Zootermopsis,,Zeke Gilmore,iNat,,,,iNat:165063942,2023-05-27T21:23:31.000Z,Scott Gilmore,iNat,,,,iNat:164425339,2023-05-27T21:27:44.000Z,,,,,,,,,,accepted,121381,Zootermopsis,https://inaturalist-open-data.s3.amazonaws.com/photos/231352464/medium.jpg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Zootermopsis</b></i> is a genus of termites in the family Archotermopsidae. They are mostly found in western North America, ranging from Canada to Mexico, with the exception of <i>Z. nevadensis</i>, which has become established in Japan. They live in rotting wood, commonly inhabiting fallen or dead trees in North America's temperate rain forests, where they break down the wood's cellulose with the help of symbiotic</p>..."
Sinodendron rugosum,321486,Sinodendron rugosum,0,accepted,Rugose Stag Beetle,,2,"{""iNat:164425404"":[48.945687,-123.516487],""iNat:165063967"":[48.945738,-123.516403]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Lucanidae,Syndesinae,Sinodendronini,Sinodendron,rugosum,Zeke Gilmore,iNat,,,,iNat:165063967,2023-05-27T21:23:20.000Z,Scott Gilmore,iNat,,,,iNat:164425404,2023-05-27T21:23:41.000Z,,,,,,,,,,accepted,321486,Sinodendron rugosum,https://inaturalist-open-data.s3.amazonaws.com/photos/9673730/medium.jpeg,"<p class=""mw-empty-elt"">
</p>

<p><i><b>Sinodendron rugosum</b></i> is a species of the family Lucanidae, the stag beetles. It is commonly referred to as the <b>rugose stag beetle</b>, and is the only known member of the genus <i>Sinodendron</i> to occur in western North America.
</p>


"
Psyllobora vigintimaculata,118967,Psyllobora vigintimaculata,0,accepted,Twenty-spotted Lady Beetle,,2,"{""iNat:164425477"":[48.945117,-123.516433],""iNat:164425713"":[48.944962,-123.51445]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Psyllobora,vigintimaculata,Scott Gilmore,iNat,,,,iNat:164425713,2023-05-27T20:44:38.000Z,Scott Gilmore,iNat,,,,iNat:164425477,2023-05-27T21:06:25.000Z,,,,,,,,,,accepted,118967,Psyllobora vigintimaculata,https://inaturalist-open-data.s3.amazonaws.com/photos/45808691/medium.jpeg,"<i><b>Psyllobora vigintimaculata</b></i>, the <b>twenty-spotted lady beetle</b>, is a species of lady beetle in the family Coccinellidae. It is found in North America."
