iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last Date Reported,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Papilio rutulus,47226,Papilio rutulus,1,"{""iNat:13318794"":[48.940252,-123.492681]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Papilionidae,Papilioninae,Papilionini,Papilio,Papilio rutulus,Andrew Simon,iNat,,,2018-06-10T00:00:00.000Z,Andrew Simon,iNat,,,2018-06-10T00:00:00.000Z,,,,,,,,
Vireo cassinii,17382,Vireo cassinii,3,"{""iNat:13876379"":[48.940066,-123.504608],""Hunterston:541"":[48.943,-123.51],""Hunterston:542"":[48.945,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Vireonidae,,,Vireo,Vireo cassinii,,Hunterston,,,2010-05-22T00:00:00.000Z,Karolle Wall,iNat,,,2018-06-28T18:52:00.000Z,,,,,,,,
Polygonia satyrus,56644,Polygonia satyrus,1,"{""iNat:14222189"":[48.949408,-123.51223]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Polygonia,Polygonia satyrus,Andrew Simon,iNat,,,2018-07-05T22:34:00.000Z,Andrew Simon,iNat,,,2018-07-05T22:34:00.000Z,,,,,,,,
Vicia cracca,52471,Vicia cracca,4,"{""iNat:14247649"":[48.94823,-123.502327],""iNat:14300220"":[48.948205,-123.502047],""iNat:14300223"":[48.948197,-123.501692],""iNat:28440089"":[48.948238,-123.502002]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Vicia,Vicia cracca,Andrew Simon,iNat,,,2018-07-04T20:27:00.000Z,Andrew Simon,iNat,,,2019-07-07T16:52:00.000Z,,,,,,,,
Sonchus asper,53269,Sonchus asper,1,"{""iNat:14281196"":[48.939681,-123.492308]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Sonchus,Sonchus asper,Andrew Simon,iNat,,,2018-07-11T20:15:00.000Z,Andrew Simon,iNat,,,2018-07-11T20:15:00.000Z,,,,,,,,
Navarretia squarrosa,53157,Navarretia squarrosa,1,"{""iNat:14281199"":[48.939681,-123.492308]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Navarretia,Navarretia squarrosa,Andrew Simon,iNat,,,2018-07-11T20:23:00.000Z,Andrew Simon,iNat,,,2018-07-11T20:23:00.000Z,,,,,,,,
Gnaphalium uliginosum,136366,Gnaphalium uliginosum,1,"{""iNat:14281204"":[48.939931,-123.491726]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Gnaphalium,Gnaphalium uliginosum,Andrew Simon,iNat,,,2018-07-11T20:28:00.000Z,Andrew Simon,iNat,,,2018-07-11T20:28:00.000Z,,,,,,,,
Strymon melinus,50931,Strymon melinus,1,"{""iNat:14300197"":[48.939776,-123.504202]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Lycaenidae,Theclinae,Eumaeini,Strymon,Strymon melinus,Andrew Simon,iNat,,,2018-07-12T18:41:00.000Z,Andrew Simon,iNat,,,2018-07-12T18:41:00.000Z,,,,,,,,
Epilobium ciliatum,53050,Epilobium ciliatum,2,"{""iNat:14300201"":[48.948227,-123.502731],""iNat:14300214"":[48.948205,-123.502047]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Epilobium,Epilobium ciliatum,Andrew Simon,iNat,,,2018-07-12T19:22:00.000Z,Andrew Simon,iNat,,,2018-07-12T19:33:00.000Z,,,,,,,,
Malva moschata,55977,Malva moschata,1,"{""iNat:14300222"":[48.948197,-123.501692]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Malvaceae,Malvoideae,Malveae,Malva,Malva moschata,Andrew Simon,iNat,,,2018-07-12T20:22:00.000Z,Andrew Simon,iNat,,,2018-07-12T20:22:00.000Z,,,,,,,,
Hypericum perforatum,56077,Hypericum perforatum,1,"{""iNat:14300225"":[48.948197,-123.501692]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Hypericaceae,,Hypericeae,Hypericum,Hypericum perforatum,Andrew Simon,iNat,,,2018-07-12T20:52:00.000Z,Andrew Simon,iNat,,,2018-07-12T20:52:00.000Z,,,,,,,,
Haliaeetus leucocephalus,5305,Haliaeetus leucocephalus,5,"{""iNat:14408171"":[48.940682,-123.503353],""iNat:14437895"":[48.94072,-123.503449],""iNat:107022549"":[48.949214,-123.503177],""iNat:107022593"":[48.940811,-123.502744],""Hunterston:201"":[48.943,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,,Accipitridae,,,Haliaeetus,Haliaeetus leucocephalus,,Hunterston,,,2010-05-22T00:00:00.000Z,Andrew Simon,iNat,,,2022-02-19T02:26:00.000Z,0,1,1,1,1,1,yuxwule',"(Thom, 2011)"
Veronica serpyllifolia,55749,Veronica serpyllifolia,2,"{""iNat:15412691"":[48.948659,-123.502787],""Hunterston:531"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Veroniceae,Veronica,Veronica serpyllifolia,,Hunterston,,,2010-05-22T00:00:00.000Z,Andrew Simon,iNat,,,2018-05-13T21:40:00.000Z,,,,,,,,
Stellaria borealis sitchana,60996,Stellaria borealis sitchana,1,"{""iNat:15412694"":[48.948659,-123.502787]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Alsinoideae,Alsineae,Stellaria,Stellaria borealis,Andrew Simon,iNat,,,2018-05-13T22:41:00.000Z,Andrew Simon,iNat,,,2018-05-13T22:41:00.000Z,,,,,,,,
Cornus sericea,53387,Cornus sericea,1,"{""iNat:15412701"":[48.948659,-123.502787]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,,Cornaceae,,,Cornus,Cornus sericea,Andrew Simon,iNat,,,2018-05-13T23:46:00.000Z,Andrew Simon,iNat,,,2018-05-13T23:46:00.000Z,,,,,,,sháalʔəłp,"(Turner, 2014)"
Monadenia fidelis,62803,Monadenia fidelis,2,"{""iNat:15604516"":[48.948081,-123.50217],""Hunterston:286"":[48.943,-123.51]}",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidei,Helicoidea,Xanthonychidae,Monadeniinae,,Monadenia,Monadenia fidelis,,Hunterston,,,2010-05-22T00:00:00.000Z,Andrew Simon,iNat,,,2018-08-17T19:10:00.000Z,,,,,,,,
Ochlodes sylvanoides,59194,Ochlodes sylvanoides,1,"{""iNat:15604518"":[48.948461,-123.502358]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Hesperiidae,Hesperiinae,Hesperiini,Ochlodes,Ochlodes sylvanoides,Andrew Simon,iNat,,,2018-08-17T19:41:00.000Z,Andrew Simon,iNat,,,2018-08-17T19:41:00.000Z,,,,,,,,
Campaea perlata,81681,Campaea perlata,1,"{""iNat:15604520"":[48.948461,-123.502358]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Ennominae,Campaeini,Campaea,Campaea perlata,Andrew Simon,iNat,,,2018-08-17T20:57:00.000Z,Andrew Simon,iNat,,,2018-08-17T20:57:00.000Z,,,,,,,,
Trifolium hybridum,61824,Trifolium hybridum,1,"{""iNat:15604523"":[48.94001,-123.49178]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium hybridum,Andrew Simon,iNat,,,2018-08-17T21:30:00.000Z,Andrew Simon,iNat,,,2018-08-17T21:30:00.000Z,,,,,,,,
Salix hookeriana,78941,Salix hookeriana,1,"{""iNat:15814447"":[48.946161,-123.510076]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,,Salicaceae,,,Salix,Salix hookeriana,Andrew Simon,iNat,,,2018-08-22T21:47:00.000Z,Andrew Simon,iNat,,,2018-08-22T21:47:00.000Z,,,,,,,,
Erynnis propertius,59187,Erynnis propertius,2,"{""iNat:16307019"":[48.939836,-123.504104],""Hunterston:154"":[48.943,-123.51]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Papilionoidea,Hesperiidae,Pyrginae,Erynnini,Erynnis,Erynnis propertius,,Hunterston,,,2010-05-22T00:00:00.000Z,Andrew Simon,iNat,,,2018-05-12T00:06:00.000Z,,,,,,,,
Rubus parviflorus,51646,Rubus parviflorus,4,"{""iNat:16307026"":[48.939632,-123.500025],""Hunterston:420"":[48.943,-123.51],""Hunterston:421"":[48.943,-123.51],""Hunterston:422"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus parviflorus,,Hunterston,,,2010-05-22T00:00:00.000Z,Andrew Simon,iNat,,,2018-05-12T00:48:00.000Z,1,0,0,0,0,1,t'uqwum',"(Thom, 2011)"
Muscari armeniacum,57847,Muscari armeniacum,1,"{""iNat:17699194"":[48.944196,-123.512264]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Scilloideae,,Muscari,Muscari armeniacum,Jonah Timms,iNat,,,2018-04-16T02:36:00.000Z,Jonah Timms,iNat,,,2018-04-16T02:36:00.000Z,,,,,,,,
Lepiota magnispora,194663,Lepiota magnispora,1,"{""iNat:18050370"":[48.950687,-123.515887]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Verrucosporaceae,,,Lepiota,Lepiota magnispora,Lauren Magner,iNat,,,2018-11-02T14:18:00.000Z,Lauren Magner,iNat,,,2018-11-02T14:18:00.000Z,,,,,,,,
Helvella vespertina,423950,Helvella vespertina,1,"{""iNat:18050371"":[48.950153,-123.513137]}",Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,Helvella vespertina,Lauren Magner,iNat,,,2018-11-02T14:14:00.000Z,Lauren Magner,iNat,,,2018-11-02T14:14:00.000Z,,,,,,,,
Draba verna,55823,Draba verna,2,"{""iNat:18417799"":[48.939961,-123.4923],""iNat:22099302"":[48.941788,-123.491037]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Arabideae,Draba,Draba verna,Andrew Simon,iNat,,,2018-04-10T21:04:00.000Z,Adam Huggins,iNat,,,2019-04-04T18:24:35.000Z,,,,,,,,
Montia fontana,58990,Montia fontana,1,"{""iNat:18417800"":[48.939961,-123.4923]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,Montia fontana,Andrew Simon,iNat,,,2018-04-10T21:19:00.000Z,Andrew Simon,iNat,,,2018-04-10T21:19:00.000Z,,,,,,,,
Cardamine hirsuta,55829,Cardamine hirsuta,1,"{""iNat:18417801"":[48.939961,-123.4923]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Cardamineae,Cardamine,Cardamine hirsuta,Andrew Simon,iNat,,,2018-04-10T21:20:00.000Z,Andrew Simon,iNat,,,2018-04-10T21:20:00.000Z,,,,,,,,
Capsella bursa-pastoris,56121,Capsella bursa-pastoris,2,"{""iNat:18417805"":[48.939961,-123.4923],""Hunterston:66"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Camelineae,Capsella,Capsella bursa-pastoris,,Hunterston,,,2010-05-22T00:00:00.000Z,Andrew Simon,iNat,,,2018-04-10T21:32:00.000Z,,,,,,,,
Senecio vulgaris,53211,Senecio vulgaris,1,"{""iNat:18417806"":[48.939961,-123.4923]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Senecio,Senecio vulgaris,Andrew Simon,iNat,,,2018-04-10T21:34:00.000Z,Andrew Simon,iNat,,,2018-04-10T21:34:00.000Z,,,,,,,,
Erythronium oregonum,59520,Erythronium oregonum,2,"{""iNat:18417811"":[48.940243,-123.502835],""iNat:73319647"":[48.940943,-123.500438]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Erythronium,Erythronium oregonum,Andrew Simon,iNat,,,2018-04-11T00:02:00.000Z,,iNat,,,2021-04-08T18:19:36.000Z,,,,,,,,
Melospiza melodia,9100,Melospiza melodia,7,"{""iNat:18550214"":[48.948535,-123.502172],""iNat:26203666"":[48.948625,-123.502456],""iNat:74104762"":[48.950263,-123.514745],""Hunterston:277"":[48.944,-123.51],""Hunterston:278"":[48.943,-123.51],""Hunterston:279"":[48.943,-123.51],""Hunterston:280"":[48.943,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Melospiza,Melospiza melodia,,Hunterston,,,2010-05-22T00:00:00.000Z,Andrew Simon,iNat,,,2021-04-15T16:06:00.000Z,,,,,,,,
Pachydiplax longipennis,59774,Pachydiplax longipennis,1,"{""iNat:18550322"":[48.948535,-123.502172]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libelluloidea,Libellulidae,,,Pachydiplax,Pachydiplax longipennis,Cameron Eckert,iNat,,,2010-07-28T01:43:00.000Z,Cameron Eckert,iNat,,,2010-07-28T01:43:00.000Z,,,,,,,,
Ischnura perparva,103497,Ischnura perparva,1,"{""iNat:18551187"":[48.948535,-123.502172]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,,Coenagrionoidea,Coenagrionidae,,,Ischnura,Ischnura perparva,Cameron Eckert,iNat,,,2010-07-28T01:43:00.000Z,Cameron Eckert,iNat,,,2010-07-28T01:43:00.000Z,,,,,,,,
Tsuga heterophylla,48254,Tsuga heterophylla,1,"{""iNat:19076379"":[48.949821,-123.494248]}",Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Tsuga,Tsuga heterophylla,Donna Talluto,iNat,,,2018-12-17T06:15:32.000Z,Donna Talluto,iNat,,,2018-12-17T06:15:32.000Z,1,1,1,1,1,0,thq'iinlhp,"(Thom, 2011)"
Porella navicularis,55255,Porella navicularis,1,"{""iNat:19130381"":[48.950386,-123.494347]}",Plantae,Marchantiophyta,,,Jungermanniopsida,,,Porellales,,,,Porellaceae,,,Porella,Porella navicularis,Adam Huggins,iNat,,,2018-12-17T22:29:00.000Z,Adam Huggins,iNat,,,2018-12-17T22:29:00.000Z,,,,,,,,
Plagiothecium undulatum,123586,Plagiothecium undulatum,1,"{""iNat:19130382"":[48.950558,-123.495872]}",Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Plagiothecium,Plagiothecium undulatum,Adam Huggins,iNat,,,2018-12-17T21:29:00.000Z,Adam Huggins,iNat,,,2018-12-17T21:29:00.000Z,,,,,,,,
Vaccinium ovatum,48349,Vaccinium ovatum,3,"{""iNat:19130384"":[48.950019,-123.496131],""Hunterston:524"":[48.943,-123.51],""Hunterston:525"":[48.944,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,Vaccinium ovatum,,Hunterston,,,2010-05-22T00:00:00.000Z,Adam Huggins,iNat,,,2018-12-17T21:46:00.000Z,,,,,,,,
Cygnus buccinator,6915,Cygnus buccinator,1,"{""iNat:19940435"":[48.948581,-123.502921]}",Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Cygnus,Cygnus buccinator,Donna Talluto,iNat,,,2019-01-27T02:05:00.000Z,Donna Talluto,iNat,,,2019-01-27T02:05:00.000Z,1,1,1,1,1,1,s-hwuw'qun,"(Thom, 2011)"
Podiceps auritus,4209,Podiceps auritus,1,"{""iNat:19963385"":[48.943994,-123.515392]}",Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,,Podicipedidae,,,Podiceps,Podiceps auritus,Donna Talluto,iNat,,,2019-01-30T00:00:00.000Z,Donna Talluto,iNat,,,2019-01-30T00:00:00.000Z,1,1,0,1,1,0,shhw'un'ets,"(Thom, 2011)"
Megachile perihirta,224501,Megachile perihirta,1,"{""iNat:20097882"":[48.939916,-123.492312]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Apoidea,Megachilidae,Megachilinae,Megachilini,Megachile,Megachile perihirta,Andrew Simon,iNat,,,2018-08-20T00:00:00.000Z,Andrew Simon,iNat,,,2018-08-20T00:00:00.000Z,,,,,,,,
Bucephala albeola,6993,Bucephala albeola,3,"{""iNat:20738990"":[48.940362,-123.501882],""iNat:101354534"":[48.943293,-123.510285],""iNat:107423385"":[48.949411,-123.504806]}",Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Bucephala,Bucephala albeola,Andrew Simon,iNat,,,2019-02-24T13:35:00.000Z,Andrew Simon,iNat,,,2022-02-23T22:52:00.000Z,,,,,,,,
Sphyrapicus ruber,18464,Sphyrapicus ruber,3,"{""iNat:20738991"":[48.941716,-123.501081],""Hunterston:462"":[48.944,-123.51],""Hunterston:463"":[48.944,-123.51]}",Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,,Picidae,,,Sphyrapicus,Sphyrapicus ruber,,Hunterston,,,2010-05-22T00:00:00.000Z,Andrew Simon,iNat,,,2019-02-24T13:37:00.000Z,,,,,,,,
Peltigera collina,194736,Peltigera collina,1,"{""iNat:20738992"":[48.941727,-123.501092]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,Peltigera collina,Andrew Simon,iNat,,,2019-02-24T13:38:00.000Z,Andrew Simon,iNat,,,2019-02-24T13:38:00.000Z,,,,,,,,
Bucephala islandica,6994,Bucephala islandica,1,"{""iNat:20762880"":[48.939444,-123.501477]}",Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Bucephala,Bucephala islandica,Donna Talluto,iNat,,,2019-02-25T00:00:00.000Z,Donna Talluto,iNat,,,2019-02-25T00:00:00.000Z,,,,,,,,
Bombus vosnesenskii,57689,Bombus vosnesenskii,1,"{""iNat:21608442"":[48.94212,-123.500855]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Apoidea,Apidae,Apinae,Bombini,Bombus,Bombus vosnesenskii,,iNat,,,2019-03-25T18:17:31.000Z,,iNat,,,2019-03-25T18:17:31.000Z,,,,,,,,
Ribes divaricatum,53448,Ribes divaricatum,1,"{""iNat:22099166"":[48.94322,-123.501297]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,Ribes divaricatum,Adam Huggins,iNat,,,2019-04-04T00:20:26.000Z,Adam Huggins,iNat,,,2019-04-04T00:20:26.000Z,,,,,,,t’eməәxw,"(Turner, 2014)"
Ribes sanguineum,53435,Ribes sanguineum,3,"{""iNat:22302277"":[48.944879,-123.494124],""iNat:74871263"":[48.941918,-123.501885],""Hunterston:405"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Grossulariaceae,,,Ribes,Ribes sanguineum,,Hunterston,,,2010-05-22T00:00:00.000Z,,iNat,,,2021-04-18T20:01:00.000Z,1,1,0,0,1,0,sqwuliius / hwihwukw',"(Thom, 2011)"
Lecidella asema,205694,Lecidella asema,1,"{""iNat:22641978"":[48.939654,-123.503353]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecidella,Lecidella asema,Andrew Simon,iNat,,,2017-05-18T20:20:00.000Z,Andrew Simon,iNat,,,2017-05-18T20:20:00.000Z,,,,,,,,
Toxicoscordion venenosum,59087,Toxicoscordion venenosum,2,"{""iNat:23551651"":[48.939128,-123.501158],""Hunterston:496"":[48.943,-123.51]}",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Melanthiaceae,,Melanthieae,Toxicoscordion,Toxicoscordion venenosum,,Hunterston,,,2010-05-22T00:00:00.000Z,Adam Huggins,iNat,,,2019-04-28T01:38:17.000Z,,,,,,,,
Erythranthe nasuta,545973,Erythranthe nasuta,1,"{""iNat:23552945"":[48.938805,-123.501047]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Phrymaceae,,,Erythranthe,Erythranthe nasuta,Adam Huggins,iNat,,,2019-04-28T01:59:58.000Z,Adam Huggins,iNat,,,2019-04-28T01:59:58.000Z,,,,,,,,
Cardamine nuttallii,76002,Cardamine nuttallii,2,"{""iNat:24338633"":[48.939016,-123.492324],""iNat:72644674"":[48.93956,-123.494759]}",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Cardamineae,Cardamine,Cardamine nuttallii,Adam Huggins,iNat,,,2019-05-01T15:36:40.000Z,,iNat,,,2021-04-01T23:30:11.000Z,,,,,,,,
Libellula quadrimaculata,57443,Libellula quadrimaculata,1,"{""iNat:24559883"":[48.948579,-123.50287]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,,Libelluloidea,Libellulidae,,,Libellula,Libellula quadrimaculata,,iNat,,,2019-05-04T21:47:37.000Z,,iNat,,,2019-05-04T21:47:37.000Z,,,,,,,,
Thamnophis sirtalis,28362,Thamnophis sirtalis,3,"{""iNat:24620459"":[48.948496,-123.502085],""iNat:87469142"":[48.9493,-123.51075],""Hunterston:487"":[48.943,-123.51]}",Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,,Colubridae,Natricinae,,Thamnophis,Thamnophis sirtalis,,Hunterston,,,2010-05-22T00:00:00.000Z,,iNat,,,2021-07-17T19:27:37.000Z,,,,,,,,
Sargassum muticum,130177,Sargassum muticum,3,"{""iNat:24792029"":[48.939591,-123.504847],""iNat:25859906"":[48.940278,-123.500556],""Hunterston:442"":[48.943,-123.5]}",Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,,Sargassaceae,,,Sargassum,Sargassum muticum,,Hunterston,,,2010-05-22T00:00:00.000Z,,iNat,,,2019-05-04T20:36:00.000Z,,,,,,,,
Venusia,178655,Venusia,1,"{""iNat:24793110"":[48.939014,-123.492877]}",Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,Geometroidea,Geometridae,Larentiinae,Asthenini,Venusia,,,iNat,,,2019-05-04T20:30:00.000Z,,iNat,,,2019-05-04T20:30:00.000Z,,,,,,,,
Amanita pantherina,48418,Amanita pantherina,3,"{""iNat:25249307"":[48.949026,-123.502259],""Hunterston:19"":[48.943,-123.51],""Hunterston:20"":[48.945,-123.51]}",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,Amanita pantherina,,Hunterston,,,2010-05-22T00:00:00.000Z,Adam Huggins,iNat,,,2019-05-16T17:04:16.000Z,,,,,,,,
Pyropia perforata,370273,Pyropia perforata,1,"{""iNat:25859054"":[48.94021,-123.500602]}",Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,,Bangiaceae,,,Pyropia,Pyropia perforata,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,,,,,,,,
Hildenbrandia rubra,183033,Hildenbrandia rubra,1,"{""iNat:25859343"":[48.940275,-123.500557]}",Plantae,Rhodophyta,,,Florideophyceae,Hildenbrandiophycidae,,Hildenbrandiales,,,,Hildenbrandiaceae,,,Hildenbrandia,Hildenbrandia rubra,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,,,,,,,,
Acrosiphonia coalita,429957,Acrosiphonia coalita,2,"{""iNat:25859551"":[48.940255,-123.500599],""iNat:72321490"":[48.941302,-123.501948]}",Plantae,Chlorophyta,,,Ulvophyceae,,,Ulotrichales,,,,Ulotrichaceae,,,Acrosiphonia,Acrosiphonia coalita,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,Andrew Simon,iNat,,,2021-03-17T21:02:00.000Z,,,,,,,,
Callithamnion acutum,895196,Callithamnion acutum,1,"{""iNat:25859555"":[48.940267,-123.500576]}",Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Callithamnion,Callithamnion acutum,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,,,,,,,,
Monostroma grevillei,465247,Monostroma grevillei,1,"{""iNat:25859558"":[48.940255,-123.500569]}",Plantae,Chlorophyta,,,Ulvophyceae,,,Ulotrichales,,,,Monostromataceae,,,Monostroma,Monostroma grevillei,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,,,,,,,,
Saccharina latissima,130231,Saccharina latissima,2,"{""iNat:25859907"":[48.940272,-123.50057],""iNat:25859908"":[48.940264,-123.500572]}",Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Laminariaceae,,,Saccharina,Saccharina latissima,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,,,,,,,,
Ceramium gardneri,345256,Ceramium gardneri,1,"{""iNat:25859909"":[48.940264,-123.500584]}",Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,,Ceramiaceae,,,Ceramium,Ceramium gardneri,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,,,,,,,,
Wildemania occidentalis,895197,Wildemania occidentalis,1,"{""iNat:25859910"":[48.940274,-123.500581]}",Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,,Bangiaceae,,,Wildemania,Wildemania occidentalis,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,Bridgette Clarkston,iNat,,,2019-05-04T00:00:00.000Z,,,,,,,,
