Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,Notes,ID,Stats Code
Thelotrema lepadinum,(Ach.) Ach.,,bark barnacles,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,Graphidaceae,,,Thelotrema,native,unlisted,confirmed,observed,1974-05-30,Willa J. Noble,UBC,L12449,,2018-01-14,Andrew Simon,https://www.inaturalist.org/observations/9479483,,129667,LIC
Phlyctis argena,(Ach.) Flot.,,whitewash lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,Phlyctidaceae,,,Phlyctis,native,unlisted,new 2016,observed,,,,,,2016-10-20,Andrew Simon,http://www.inaturalist.org/observations/4425644,,182631,LIC
Stictis radiata,(L.) Pers.,,,Fungi,Ascomycota,,,Lecanoromycetes,,,Ostropales,,,Stictidaceae,,,Stictis,,,confirmed,observed,2016-05-21,Kent Brothers,VMS,,,2017-12-31,Andrew Simon,https://www.inaturalist.org/observations/9329564,,352459,LIC
Blennothallia fecunda,"(Degel.) Otálora, P. M. Jørg. & Wedin",,seaside tarpaper,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Blennothallia,native,S3S4 (2019),confirmed,observed,1974-06-01,Willa J. Noble,UBC,L10380,,2020-04-10,Andrew Simon,https://www.inaturalist.org/observations/41881726,reported as Collema fecundum,462484,LIC
Collema furfuraceum,(Arnold) Du Rietz.,,effervescent tarpaper lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Collema,native,S3S4 (2010),confirmed,observed,1974-05-28,Willa J. Noble,UBC,L14329,,2016-10-16,Andrew Simon,http://www.inaturalist.org/observations/4381558,,117947,LIC
Collema nigrescens,(Hudson) DC.,,blistered jelly lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Collema,native,S4 (2010),confirmed,observed,1974-05-29,Willa J. Noble,UBC,L14342,,2016-11-03,Andrew Simon,http://www.inaturalist.org/observations/4491315,,217428,LIC
Collema subflaccidum,Degel.,,wilted tarpaper,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Collema,native,S4 (2010),confirmed,observed,2010-01-26,Terry McIntosh,UBC,L51101,,2016-12-04,Andrew Simon,https://www.inaturalist.org/observations/4715745,reported as Collema flaccidum by Terry McIntosh but as Collema subflaccidum by Curtis Björk,182552,LIC
Enchylium tenax,(Sw.) Gray,,tarred tarpaper,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Enchylium,native,SU (2019),new 2021,observed,,,,,,2021-05-03,Andrew Simon,https://www.inaturalist.org/observations/83031003,,462865,LIC
Lathagrium cristatum,"(L.) Otálora, P.M. Jørg. & Wedin.",,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Lathagrium,native,unlisted,new 2021,observed,,,,,,2021-05-03,Andrew Simon,https://www.inaturalist.org/observations/83031022,,463177,LIC
Lathagrium fuscovirens,"(With.) Otálora, P.M. Jørg. & Wedin",,cellulitic tarpaper,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Lathagrium,native,S5 (2019),new 2020,observed,,,,,,2020-11-10,Kevin Toomer,https://www.inaturalist.org/observations/64809569,,463179,LIC
Leptogium pseudofurfuraceum,P.M. Jørg. & Wallace,,concentric vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Leptogium,native,S4 (2019),new 2017,observed,,,,,,2017-03-30,Andrew Simon,https://www.inaturalist.org/observations/5516443,,223476,LIC
Scytinium cf turgidum,"(Ach.) Otálora, P.M. Jørg. & Wedin",,turgid vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Scytinium,native,unlisted,reported,unobserved,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,reported as Leptogium cf turgidum,532320,LIC
Scytinium gelatinosum,"(With.) Otálora, P.M. Jørg. & Wedin",,ageing vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Scytinium,native,S5 (2018),new 2017,observed,,,,,,2017-03-25,Andrew Simon,https://www.inaturalist.org/observations/5483258,reported as Leptogium gelatinosum,526716,LIC
Scytinium lichenoides,"(L.) Otálora, P.M. Jørg. & Wedin",,tattered vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Scytinium,native,S5 (2018),confirmed,observed,1974-04-21,Willa J. Noble,UBC,L35659,,2016-10-23,Andrew Simon,http://www.inaturalist.org/observations/4425700,reported as Leptogium lichenoides,526717,LIC
Scytinium palmatum,(Huds.) Gray,,horned vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Scytinium,native,S5 (2018),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L37602,,2015-10-08,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2647353,reported as Leptogium palmatum,532308,LIC
Scytinium platynum,"(Tuck.) Otálora, P.M. Jørg. & Wedin",,batwing vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Scytinium,native,S3S4 (2018); Endangered (SARA),new 2013,observed,,,,,,2013-03-22,Ryan Batten,https://www.inaturalist.org/observations/9142162,reported as Leptogium platynum,532310,LIC
Scytinium plicatile,"(Ach.) Otálora, P.M. Jørg. & Wedin",,seastar vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Scytinium,native,S4 (2018),new 2013,observed,,,,,,2013-03-22,Ryan Batten,https://www.inaturalist.org/observations/9142618,reported as Leptogium plicatile,532311,LIC
Scytinium polycarpum,"(P.M. Jørg. & Goward) Otálora, P.M. Jørg. & Wedin",,peacock vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Scytinium,native,S4 (2018); Species of Special Concern (SARA),new 2016,observed,,,,,,2016-03-10,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2767527,reported as Leptogium polycarpum,532312,LIC
Scytinium rivale,"(Tuck.) Otálora, P.M. Jørg. & Wedin",,creekbed vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Scytinium,native,SNR (2010),reported,unobserved,1974-05-30,Willa J. Noble,UBC,L35921,,,,,reported as Leptogium rivale; look at Whaler Bay,1032757,LIC
Scytinium subaridum,"(P.M. Jørg. & Goward) Otálora, P.M. Jørg. & Wedin",,rancher's vinyl,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Collemataceae,,,Scytinium,native,S4 (2019),new 2021,observed,,,,,,2021-05-01,Andrew Simon,https://www.inaturalist.org/observations/83017059,,532316,LIC
Lobaria anomala,(Brodo & Ahti) T. Sprib. & McCune.,,netted specklebelly,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,,Lobaria,native,S3S4 (2010),confirmed,observed,1974-05-28,Willa J. Noble,UBC,L14335,,2018-03-18,Andrew Simon,https://www.inaturalist.org/observations/10306713,reported as Pseudocyphellaria anomala,463448,LIC
Lobaria pulmonaria,(L.) Hoffm.,,lungwort,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,,Lobaria,native,S5 (2010),confirmed,observed,1974-05-29,Willa J. Noble,UBC,L14341,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565168,,48711,LIC
Lobarina scrobiculata,,,textured lung,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,,Lobaria,native,S4 (2010),confirmed,observed,1974-05-28,Willa J. Noble,UBC,L14333,,2016-12-04,Andrew Simon,http://www.inaturalist.org/observations/4716501,reported as Lobaria scrobiculata,117850,LIC
Sticta limbata,(Sm.) Ach.,,powdered moon lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,,Sticta,native,S3S4 (2010),confirmed,observed,1974-05-28,Willa J. Noble,UBC,L14328,,2018-03-18,Andrew Simon,https://www.inaturalist.org/observations/10306665,,117888,LIC
Sticta sp.nov. (fide Goward 2021),(Dicks.) Ach.,,peppered moon lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Lobariaceae,,,Sticta,native,S4 (2010),confirmed,observed,1974-05-29,Willa J. Noble,UBC,L14339,,2016-10-20,Andrew Simon,http://www.inaturalist.org/observations/4425658,,117889,LIC
Leptochidium albociliatum,(Desmaz.) Choisy.,,whiskered codger,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Massalongiaceae,,,Leptochidium,native,S3S4 (2010),new 2017,observed,,,,,,2017-03-25,Andrew Simon,https://www.inaturalist.org/observations/5471413,,223432,LIC
Massalongia carnosa,(Dicks.) Körb.,,rockmoss rosette,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Massalongiaceae,,,Massalongia,native,S4 (2010),confirmed,observed,1974-05-29,Willa J. Noble,UBC,L14340,,2017-03-25,Andrew Simon,https://www.inaturalist.org/observations/5483241,,224470,LIC
Nephroma laevigatum,Ach.,,mustard paw,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Nephromataceae,,,Nephroma,native,S3S4 (2010),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L10896,,2016-09-03,Andrew Simon,http://www.inaturalist.org/observations/4030003,,117847,LIC
Nephroma parile,(Ach.) Ach.,,powdered paw,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Nephromataceae,,,Nephroma,native,S5 (2018),reported,unobserved,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,182501,LIC
Nephroma resupinatum,(L.) Ach.,,pimpled paw,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Nephromataceae,,,Nephroma,native,S4 (2018),new 2017,observed,,,,,,2017-10-26,Andrew Simon,https://www.inaturalist.org/observations/8591087,,203975,LIC
Fuscopannaria crustacea,P.M. Jørg.,,encrusting crackers,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Pannariaceae,,,Fuscopannaria,native,S1S2 (2019),reported,unobserved,1974-05-31,Willa J. Noble,UBC,L20704,,,,,,220253,LIC
Fuscopannaria leprosa,P.M. Jørg. & Tønsberg.,,powdered shingle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Pannariaceae,,,Fuscopannaria,native,unlisted,reported,unobserved,1974-04-21,Willa J. Noble,UBC,L35665,,,,,,220259,LIC
Fuscopannaria maritima,P.M. Jørg.,,seaside shingle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Pannariaceae,,,Fuscopannaria,native,S4 (2010),confirmed,observed,1974-06-01,Willa J. Noble,UBC,L20705,,2017-12-22,Andrew Simon,https://www.inaturalist.org/observations/9237317,,220262,LIC
Fuscopannaria praetermissa,(Nyl.) P.M. Jørg.,,thumbs-up shingle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Pannariaceae,,,Fuscopannaria,native,S4 (2010),confirmed,observed,1974-04-21,Willa J. Noble,UBC,L35656,,2021-05-05,Andrew Simon,https://www.inaturalist.org/observations/77854389,,220265,LIC
Peltigera aphthosa,(L.) Willd.,,silver-lined pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S5 (2018),reported,unobserved,1977-07-24,Teuvo Ahti,UBC,L11159,,,,,,119675,LIC
Peltigera britannica,(Gyelnik) Holtan-Hartwig & Tønsb.,,flaky freckle pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S5 (2018),new 2015,observed,,,,,,2015-03-07,Andrew Simon,http://www.inaturalist.org/observations/2572163,,119677,LIC
Peltigera canina,(L.) Willd.,,dog pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S5 (2018),new 2017,observed,,,,,,2017-10-26,Andrew Simon,https://www.inaturalist.org/observations/8593390,,180500,LIC
Peltigera collina,(Ach.) Schrad.,,tree pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S4S5 (2010),confirmed,observed,1974-06-01,Willa J. Noble,UBC,L1584,,2015-03-13,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2580212,,194736,LIC
Peltigera degenii,Gyelnik.,,lustrous pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S4 (2018),confirmed,observed,1962-06-03,Wilfred B. Schofield,UBC,L6671,,2019-05-27,Andrew Simon,https://www.inaturalist.org/observations/25912190,,179748,LIC
Peltigera didactyla,(With.) J.R. Laundon.,,temporary pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S5 (2018),reported,unobserved,1974-05-31,Willa J. Noble,UBC,L19583,,,,,,180444,LIC
Peltigera hymenina,(Ach.) Delise.,,nebulous pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S3S4 (2018),confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,L6637,,2017-04-24,Andrew Simon,https://www.inaturalist.org/observations/39130368,,69730,LIC
Peltigera leucophlebia,(Nyl.) Gyelnik.,,ruffled freckled pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S5 (2018),confirmed,observed,1974-05-29,Willa J. Noble,UBC,L3090,,2017-04-02,Andrew Simon,https://www.inaturalist.org/observations/5551327,,119676,LIC
Peltigera membranacea,(Ach.) Nyl.,,membranous pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S5 (2018),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36200,,2014-09-27,Andrew Simon,http://www.inaturalist.org/observations/2632382,,117858,LIC
Peltigera neckeri,Hepp ex Müll.Arg.,,black-saddle pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S4 (2019),new 2021,observed,,,,,,2021-06-14,Andrew Simon,https://www.inaturalist.org/observations/83096618,,69729,LIC
Peltigera neopolydactyla,(Gyeln.) Gyeln.,,undulating pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S4S5 (2010),confirmed,observed,1977-07-24,Teuvo Ahti,UBC,L11168,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565159,,147374,LIC
Peltigera neopolydactyla s.lat.,(Gyeln.) Gyeln.,,would-be carpet pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S4S5 (2010),new 2016,observed,,,,,,2016-10-07,Andrew Simon,https://www.inaturalist.org/observations/9280500,,,LIC
Peltigera pacifica,Vitik.,,fringed pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S3S4 (2010),confirmed,observed,1977-07-24,Teuvo Ahti,UBC,L33466,,2017-04-02,Andrew Simon,https://www.inaturalist.org/observations/5551264,,227392,LIC
Peltigera polydactylon,(Neck.) Hoffm.,,pioneer pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S5 (2018),new 2017,observed,,,,,,2017-04-20,Andrew Simon,https://www.inaturalist.org/observations/5885313,,69728,LIC
Peltigera rufescens,(Weiss) Humb.,,black-bellied pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S5 (2010),confirmed,observed,1974-05-29,Willa J. Noble,UBC,L35908,,2017-03-25,Andrew Simon,https://www.inaturalist.org/observations/5471720,,180448,LIC
Peltigera venosa,(L.) Hoffm.,,fan pelt,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Peltigera,native,S5 (2018),reported,unobserved,1974-05-31,Willa J. Noble,UBC,L36176,,,,,,194812,LIC
Icmadophila ericetorum,(L.) Zahlbr.,,candy lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Icmadophilaceae,,,Icmadophila,native,unlisted,new 2018,observed,,,,,,2018-11-17,Kevin Toomer,https://www.inaturalist.org/observations/18458029,,119695,LIC
Circinaria caesiocinerea,(Nyl. ex Malbr.) Arnold,,crust lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Megasporaceae,,,Circinaria,native,unlisted,reported,unobserved,1974-05-30,Willa J. Noble,UBC,L36906,,,,,reported as Rinodina caesiocinerea,462704,LIC
Circinaria leprosescens,"(Sandst.) A.Nordin, S.Savić & Tibell",,sunken disk lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Megasporaceae,,,Circinaria,native,unlisted,confirmed,observed,1974-05-29,Willa J. Noble,UBC,L35912,,2020-06-10,Andrew Simon,https://www.inaturalist.org/observations/49195439,reported as Aspicilia leprosescens,462710,LIC
Ochrolechia androgyna,(Hoffm.) Arnold.,,powdery saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,native,unlisted,new 2015,observed,,,,,,2015-03-13,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2585132,,203835,LIC
Ochrolechia farinacea,G.E. Howard,,farinose saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,native,unlisted,confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-20,Andrew Simon,https://www.inaturalist.org/observations/5133500,,226111,LIC
Ochrolechia laevigata,(Rasanen) Verseghy ex Brodo,,smooth saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,native,unlisted,confirmed,observed,1977-07-24,Teuvo Ahti,UBC,L6878,,2016-10-16,Andrew Simon,http://www.inaturalist.org/observations/4381767,,179755,LIC
Ochrolechia oregonensis,H. Magn.,,double-rimmed saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,native,unlisted,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36173,,2016-10-13,Sarah Tweedale & Andrew Simon,http://www.inaturalist.org/observations/4343884,,124442,LIC
Ochrolechia subpallescens,Verseghy.,,saucer lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,native,unlisted,new 2016,observed,,,,,,2016-11-03,Andrew Simon,https://www.inaturalist.org/observations/5133792,,117862,LIC
Ochrolechia upsaliensis,(L.) A. Massal.,,tundra saucer,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,Ochrolechia,native,unlisted,confirmed,observed,1974-05-29,Willa J. Noble,UBC,L14343,,2018-03-18,Andrew Simon,https://www.inaturalist.org/observations/10306015,,226129,LIC
Lepra amara,(Ach.) Nyl.,,bitter wart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Pertusariaceae,,,Lepra,native,unlisted,confirmed,observed,1974-05-30,Willa J. Noble,UBC,L35940,,2015-03-04,Andrew Simon,http://www.inaturalist.org/observations/2566370,reported as Pertusaria amara,630835,LIC
Pertusaria subambigens,Dibben,,frosted wart lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Pertusariaceae,,,Pertusaria,native,unlisted,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36171,,2017-12-22,Andrew Simon,https://www.inaturalist.org/observations/9239481,,117882,LIC
Rhizocarpon bolanderi,(Tuck.) Herre,,map lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,Rhizocarpaceae,,,Rhizocarpon,native,unlisted,reported,unobserved,1974-05-28,Willa J. Noble,UBC,L35875,,,,,,229939,LIC
Rhizocarpon distinctum,Th. Fr.,,map lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,Rhizocarpaceae,,,Rhizocarpon,native,unlisted,reported,unobserved,1974-05-29,Willa J. Noble,UBC,L12445,,,,,,229946,LIC
Rhizocarpon obscuratum,(Ach.) A. Massal.,,dusky map lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,Rhizocarpaceae,,,Rhizocarpon,native,unlisted,reported,unobserved,1974-06-01,Willa J. Noble,UBC,L36221,,,,,,229966,LIC
Blastenia ferruginea,(Huds.) Th. Fr.,,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Blastenia,native,unlisted,confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-02-21,Andrew Simon,https://www.inaturalist.org/observations/5159803,reported as Caloplaca ferruginea (Huds.) Th. Fr.,462481,LIC
Calogaya decipiens,"(Arnold) Arup, Frödén & Søchting",,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Calogaya,native,unlisted,new 2017,observed,,,,,,2017-03-25,Andrew Simon,https://www.inaturalist.org/observations/22642666,,462563,LIC
Caloplaca californica,Zahlbr.,,Californian firedot,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Caloplaca,native,unlisted,new 2017,observed,,,,,,2017-05-19,Andrew Simon,https://www.inaturalist.org/observations/9199333,,215791,LIC
Flavoplaca citrina,"(Hoffm.) Arup, Frödén & Søchting",,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Flavoplaca,native,SU (2020),new 2017,observed,,,,,,2017-03-25,Andrew Simon,https://www.inaturalist.org/observations/22597168,,462950,LIC
Flavoplaca flavocitrina,"(Hoffm.) Arup, Frödén & Søchting",,mealy firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Flavoplaca,native,unlisted,new 2018,observed,,,,,,2018-07-23,Andrew Simon,https://www.inaturalist.org/observations/14675997,on brick and mortar at post office; collect and confirm,462951,LIC
Flavoplaca marina,"(Wedd.) Arup, Frödén & Søchting",,orange sea lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Flavoplaca,native,unlisted,new 2017,observed,,,,,,2017-03-12,Andrew Simon,https://www.inaturalist.org/observations/5296400,,462953,LIC
Gyalolechia xanthostigmoidea,"(Räs.) Søchting, Frödén & Arup.",,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Gyalolechia,native,unlisted,confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2018-08-01,Andrew Simon,https://www.inaturalist.org/observations/15038971,reported as Caloplaca cf xanthostigmoidea,463077,LIC
Kuettlingeria atroflava,,,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Caloplaca,native,unlisted,reported,unobserved,1974-05-29,Willa J. Noble,UBC,L20695,,,,,reported as Caloplaca atroflava,1285371,LIC
Leproplaca chrysodeta,(Vain. ex Räsänen) J.R.Laundon,,mustard firedot,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Leproplaca,native,unlisted,new 2015,observed,,,,,,2015-02-22,Andrew Simon,http://www.inaturalist.org/observations/2566221,,463369,LIC
Leproplaca obliterans,"(Nyl.) Arup, Frödén & Søchting",,firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Caloplacoideae,,Leproplaca,native,unlisted,reported,unobserved,1974-06-01,Willa J. Noble,UBC,L36201,,,,,reported as Caloplaca obliterans,463370,LIC
Polycauliona bolacina,"(Tuck.) Arup, Frödén & Søchting",,waxy firedot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,Polycauliona,native,unlisted,new 2015,observed,,,,,,2015-08-05,Andrew Simon,http://www.inaturalist.org/observations/2599898,reported as Caloplaca bolacina,463823,LIC
