Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,Notes,ID,Stats Code
Aureoboletus mirabilis,,,admirable bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,Xerocomoideae,,Aureoboletus,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2013-10-26,Ian Guthrie,http://www.inaturalist.org/observations/4208484,reported as Boletus mirabilis. Berch,790782,FUN
Boletus edulis,Bull.,,cep,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Boletus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,48701,FUN
Chalciporus piperatus,(Bull.) Bataille,,peppery bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Chalciporus,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,147354,FUN
Leccinum manzanitae,Thiers,,manzanita boletus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Leccinum,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2018-11-02,Larissa Marie,https://www.inaturalist.org/observations/18059091,,54204,FUN
Phylloporus arenicola,,,western gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,Xerocomoideae,,Phylloporus,,,new 2019,observed,,,,,,2019-05-04,Kevin Toomer,https://www.inaturalist.org/observations/29190599,,118155,FUN
Phylloporus rhodoxanthus,(Schwein.) Bres.,,golden gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,Xerocomoideae,,Phylloporus,,,reported,unobserved,2010-04,Paul Kroeger,UBC,F22061,,,,,,130936,FUN
Tylopilus pseudoscaber,Secr. ex A.H.Sm. & Thiers,,dark boletus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Tylopilus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118156,FUN
Xerocomellus atropurpureus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Xerocomellus,,,new 2019,observed,,,,,,2019-05-03,Charlene Wood,https://www.inaturalist.org/observations/24570060,,1020294,FUN
Xerocomellus chrysenteron,(Bull.) Quél.,,cracked-cap boletus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Xerocomellus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,438013,FUN
Xerocomellus zelleri,(Murrill) Klofac,,Zeller's bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,,,Xerocomellus,,,reported,unobserved,2017-05-01,Kent Brothers,VMS,,,,,,,438008,FUN
Xerocomus subtomentosus,(L.: Fr.) Quél.,,Suede Bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,Xerocomoideae,,Xerocomus,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,485374,FUN
Coniophora puteana,(Schumach.) P. Karst,,wet rot fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Coniophoraceae,,,Coniophora,,,new 2017,observed,,,,,,2017-12-08,Kevin Toomer,https://www.inaturalist.org/observations/9094382,,154741,FUN
Chroogomphus ochraceus,,,Olive Pine Spike,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,Chroogomphus,,,new 2021,observed,,,,,,2021-06-18,Caitlin Robinson,https://www.inaturalist.org/observations/94284122,,118358,FUN
Chroogomphus rutilus,(Schaeff.) O.K. Mill.,,colourful chroogomphus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,Chroogomphus,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,194275,FUN
Chroogomphus tomentosus,(Murrill) O.K. Mill.,,woolly chroogomphus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,Chroogomphus,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,48639,FUN
Gomphidius glutinosus,(Schaeff.) Fr.,,slimy spike,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,Gomphidius,,,reported,unobserved,2016-11,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,48424,FUN
Gomphidius oregonensis,Peck,,insidious gomphidius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,Gomphidius,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2017-11-22,Kevin Toomer,https://www.inaturalist.org/observations/8908014,,64097,FUN
Gomphidius smithii,Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,Gomphidius,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,344565,FUN
Gomphidius subroseus,Kauffman,,rosy gomphidius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Gomphidiaceae,,,Gomphidius,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2020-10-06,Adrian Levine,https://www.inaturalist.org/observations/62313375,,48428,FUN
Hygrophoropsis aurantiaca,(Wulfen) Maire,,false chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Hygrophoropsidaceae,,,Hygrophoropsis,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2018-10-29,Christopher Heffley,https://www.inaturalist.org/observations/17946919,,63538,FUN
Paxillus involutus,,,brown rollrim,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Paxillaceae,,,Paxillus,,,reported,unobserved,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,55941,FUN
Rhizopogon parksii,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Rhizopogonaceae,,,Rhizopogon,,,new 2017,observed,,,,,,2019-02-24,Kath Boake Wüthrich,https://www.inaturalist.org/observations/20748243,,384120,FUN
Rhizopogon villosulus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Rhizopogonaceae,,,Rhizopogon,,,reported,unobserved,,Geoffrey G.E. Scudder,OSC,59050,,,,,,384121,FUN
Scleroderma cepa,,,onion earthball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Sclerodermataceae,,,Scleroderma,,,new 2016,observed,,,,,,2016-07-19,Adam Huggins,http://www.inaturalist.org/observations/3707251,,118147,FUN
Scleroderma citrinum,,,common earthball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Sclerodermataceae,,,Scleroderma,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,55927,FUN
Suillus brevipes,,,Short-stemmed Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Suillaceae,,,Suillus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,63496,FUN
Suillus caerulescens,A.H. Sm. & Thiers,,Douglas-fir suillus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Suillaceae,,,Suillus,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2018-10-31,Christopher Heffley,https://www.inaturalist.org/observations/17991523,,63505,FUN
Suillus lakei,,,western painted Suillus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Suillaceae,,,Suillus,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2018-10-21,Andrew Simon,https://www.inaturalist.org/observations/17730177,,118159,FUN
Suillus luteus,,,Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Suillaceae,,,Suillus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,53488,FUN
Suillus tomentosus,,,Blue-ing Slippery Jack,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Suillaceae,,,Suillus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118157,FUN
Tapinella atrotomentosa,(Batsch) Šutara,,velvet pax,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Tapinellaceae,,,Tapinella,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Paxillus atrotomentosus,154450,FUN
Cantharellus formosus,Corner,,pacific golden chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Cantharellaceae,,,Cantharellus,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2018-11-05,Larissa Marie,https://www.inaturalist.org/observations/18154444,,120443,FUN
Cantharellus subalbidus,A.H. Sm. & Morse,,white chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Cantharellaceae,,,Cantharellus,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2016-10-12,Andrew Simon,http://www.inaturalist.org/observations/4337478,,54132,FUN
Craterellus tubaeformis,(Fr.) Quél.,,winter chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Cantharellaceae,,,Craterellus,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-12-07,Richard Ward,https://www.inaturalist.org/observations/36453668,"reported as Cantharellus infundibuliformis (Scop.) Fr.; is ours the so-called Craterellus sp.02? (pers. comm., Shannon Berch); see: https://www.mushroomexpert.com/craterellus_species_02.html",350511,FUN
Clavulina coralloides,,,crested coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Clavulinaceae,,,Clavulina,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2016-10-28,Sarah Tweedale,http://inaturalist.ca/observations/4451994,syn. Clavulina coralloides reported,63260,FUN
Clavulina rugosa,(Bull.) J. Schröt.,,wrinkled coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Clavulinaceae,,,Clavulina,,,confirmed,observed,2010-04-01,Paul Kroeger,UBC,F22069,,2019-01-27,Andrew Simon,https://www.inaturalist.org/observations/19917599,,81961,FUN
Multiclavula corynoides,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Clavulinaceae,,,Multiclavula,,,XXXXXX,observed,,,,,,2021-03-13,"Dave “Zeuss"" Cochrane",https://www.inaturalist.org/observations/71175204,,199687,LIC
Hydnum repandum,L.,,hedgehog,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,Hydnum,,,reported,unobserved,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,,,Hydnum repandum no longer recognized in North America (see Niskanen et al. 2018),48641,FUN
Geastrum quadrifidum,Pers.,,earthstar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Geastrales,,,Geastraceae,,,Geastrum,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,350832,FUN
Geastrum saccatum,Fr.,,sessile earthstar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Geastrales,,,Geastraceae,,,Geastrum,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,63557,FUN
Sphaerobolus stellatus,Tode,,canon fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Geastrales,,,Geastraceae,,,Sphaerobolus,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,55012,FUN
Gloeophyllum sepiarium,,,Conifer Mazegill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gloeophyllales,,,Gloeophyllaceae,,,Gloeophyllum,,,new 2019,observed,,,,,,2019-09-21,Gwen Janz,https://www.inaturalist.org/observations/33436066,,67338,FUN
Clavariadelphus truncatus,(Quél.) Donk,,flat-topped club coral,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Clavariadelphaceae,,,Clavariadelphus,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2013-10-26,Ian Guthrie,http://www.inaturalist.org/observations/4207744,,55160,FUN
Ramaria conjunctipes,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Ramaria,,,reported,unobserved,2016-11,Rene Zich,,,,,,,,236824,FUN
Ramaria cyaneigranosa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Ramaria,,,new 2018,observed,,,,,,2018-05-04,Andrew Simon,https://www.inaturalist.org/observations/12407133,,229790,FUN
Ramaria formosa,,,pink coral mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Ramaria,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2018-12-02,Kevin Toomer,https://www.inaturalist.org/observations/19119886,,48770,FUN
Ramaria gelatinosa,,,gelatinous coral mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Ramaria,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,335518,FUN
Phaeoclavulina myceliosa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Ramaria,,,confirmed,observed,2016-11,Rene Zich,,,,2019-12-29,Nancy Tamblyn,https://www.inaturalist.org/observations/37092933,reported as Ramaria myceliosa,179079,FUN
Ramaria rasilispora,,,Yellow Coral Mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Ramaria,,,new 2020,observed,,,,,,2020-10-10,Christian Adler,https://www.inaturalist.org/observations/62361137,,179764,FUN
Ramaria stricta,,,upright coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Ramaria,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2017-10-29,Kevin Toomer,https://www.inaturalist.org/observations/8603124,,54228,FUN
Turbinellus floccosus,(Schwein.) Earle,,scaly chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Turbinellus,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2013-10-26,Ian Guthrie,http://www.inaturalist.org/observations/4209885,reported as Gomphus floccosus,417398,FUN
Lentaria pinicola,(Burt) R.H. Peterson,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Lentariaceae,,,Lentaria,,,reported,unobserved,2011-10,Kent Brothers,VMS,,,,,,,500148,FUN
Coltricia cinnamomea,,,Shiny cinnamon polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Coltriciaceae,,,Coltricia,,,new 2021,observed,,,,,,2021-10-17,Caitlin Robinson,https://www.inaturalist.org/observations/98631747,,118035,FUN
Coltricia perennis,(L.) Murrill,,fairy stool,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Coltricia,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,118034,FUN
Fuscoporia ferruginosa,(Schrad.) Murrill,,rusty porecrust,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Fuscoporia,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Phellinus ferruginosus,995145,FUN
Hydnoporia tabacina,"(Sowerby) Spirin, Miettinen & K.H. Larss.",,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Hydnoporia,,,reported,unobserved,2010-04-01,Kent Brothers,VMS,,,,,,reported as Pseudochaete tabacina,1038681,FUN
Onnia tomentosa,,,woolly velvet polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Inonotus,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Inonotus tomentosus,155121,FUN
Phellinus igniarius,,,False Tinder Conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Phellinus,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,125136,FUN
Porodaedalea pini,(Brot.) Murrill,,pine conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Porodaedalea,,,confirmed,observed,2013-05-04,Kent Brothers,VMS,,,2019-05-04,Geneviève Reynolds,https://www.inaturalist.org/observations/24683934,,118081,FUN
Trichaptum abietinum,(Dicks.) Ryvarden,,violet-pored bracket fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,incertae sedis,,,Trichaptum,,,reported,unobserved,2009-05,Kent Brothers,VMS,,,,,,,118115,FUN
Rickenella fibula,,,orange moss agaric,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Rickenellaceae,,,Rickenella,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2019-05-05,Geneviève Reynolds,https://www.inaturalist.org/observations/24690193,,118170,FUN
Rickenella swartzii,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Rickenellaceae,,,Rickenella,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118171,FUN
Rigidoporus cuneatus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Schizoporaceae,,,Oxyporus,,,reported,unobserved,2016-05-21,Kent Brothers,VMS,,,,,,reported as Oxyporus cuneatus,607010,FUN
Oligoporus rennyi,(Berk. & Broome) Donk,,powder-puff polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Dacryobolaceae,,,Oligoporus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,959331,FUN
Brunneoporus malicola,,,polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Brunneoporus,,,new 2018,observed,2015-03,Paul Kroeger,UBC,F31147,,2018-03-18,Andrew Simon,https://www.inaturalist.org/observations/10306146,"requires microscopy to confirm; consider striking (Shannon Berch, pers. comm.)",1031378,FUN
Cyanosporus caesius,(Schrad.) McGinty,,blue cheese polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Cyanosporus,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2020-10-20,Flora Lake,https://www.inaturalist.org/observations/68354716,reported as Oligoporus caesius,959237,FUN
Fomitopsis mounceae,J.-E. Haight & Nakasone,,red-banded polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Fomitopsis,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2016-07-14,Andrew Simon,http://www.inaturalist.org/observations/3680363,reported as Fomitopsis pinicola; see Haight et al. 2019,877361,FUN
Laricifomes officinalis,,,Quinine Conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Laricifomes,,,new 2021,observed,,,,,,2021-05-05,Chadley Diakow and Andrew Simon,https://www.inaturalist.org/observations/77666302,,135216,FUN
Postia perdelicata,(Murrill) M.J. Larsen & Lombard,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Postia,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Oligoporus perdelicatus,1048572,FUN
Pycnoporellus fulgens,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Pycnoporellus,,,new 2021,observed,,,,,,2021-07-03,Adrian Levine,https://www.inaturalist.org/observations/85655947,,367273,FUN
Rhodofomes cajanderi,"(P. Karst.) B.K. Cui, M.L. Han & Y.C. Dai",,rosy conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Rhodofomes,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2019-01-25,awworld',https://www.inaturalist.org/observations/19886000,reported as Fomitopsis cajanderi,764105,FUN
Byssomerulius corium,(Pers.) Parmasto,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Irpicaceae,,,Byssomerulius,,,confirmed,observed,2010-04-01,Kent Brothers,VMS,,,2021-09-05,bradva73,https://www.inaturalist.org/observations/93746648,,118073,FUN
Irpex lacteus,(Fr.) Fr.,,milk-white toothed polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Irpicaceae,,,Irpex,,,confirmed,observed,2013-05-04,Kent Brothers,VMS,,,2021-04-15,catiemac,https://www.inaturalist.org/observations/75546110,,130910,FUN
Laetiporus conifericola,,,conifer chicken of the woods,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Laetiporaceae,,,Laetiporus,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2016-07-10,Sarah Tweedale,http://www.inaturalist.org/observations/3653800,"Laetiporus sulphureus is previously reported by Rene Zich, however that species is limited to eastern North America",118057,FUN
Phaeolus schweinitzii,(Fr.) Pat.,,dyer’s polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Laetiporaceae,,,Phaeolus,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2010-11-05,Ian Guthrie,http://www.inaturalist.org/observations/4208210,,118084,FUN
Merulius tremellosus,,,Trembling Crust,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Meruliaceae,,,Merulius,,,new 2021,observed,,,,,,2021-09-30,"Dave “Zeuss"" Cochrane",https://www.inaturalist.org/observations/96756194,,179113,FUN
Phlebia radiata,Fr.,,wrinkled crust,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Meruliaceae,,,Phlebia,,,confirmed,observed,2011-10,Kent Brothers,VMS,,,2017-11-03,Kevin Toomer,https://www.inaturalist.org/observations/8686905,,155122,FUN
Panus conchatus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Panaceae,,,Panus,,,new 2017,observed,,,,,,2017-05-27,Pam Janszen,https://www.inaturalist.org/observations/7150092,,59249,FUN
Bjerkandera adusta,,,Smoky polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Phanerochaetaceae,,,Bjerkandera,,,new 2020,observed,,,,,,2020-02-08,ssilverman,https://www.inaturalist.org/observations/38440421,,118038,FUN
Abortiporus biennis,,,Blushing Rosette,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Podoscyphaceae,,,Abortiporus,,,new 2018,observed,,,,,,2018-10-31,Christopher Heffley,https://www.inaturalist.org/observations/17996751,,118041,FUN
Cerioporus leptocephalus,,,blackfoot polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Cerioporus,,,confirmed,observed,2010-04,Paul Kroeger,UBC,F22080,,2020-10-06,Adrian Levine,https://www.inaturalist.org/observations/62340845,reported as Polyporus elegans,928232,FUN
Cerioporus squamosus,(Huds.) Fr.,,dryad’s saddle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Cerioporus,,,reported,unobserved,2007-04,Kent Brothers,VMS,,,,,,reported as Polyporus squamosus,940028,FUN
Cerioporus varius,(Pers.) Zmitr. & Kovalenko,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Cerioporus,,,reported,unobserved,2011-05,Kent Brothers,VMS,,,,,,reported as Polyporus varius,895267,FUN
Cryptoporus volvatus,(Peck) Shear,,cryptic globe fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Cryptoporus,,,confirmed,observed,2010-04,Paul Kroeger,UBC,F22064,,2016-03-12,Andrew Simon,http://www.inaturalist.org/observations/2775963,,118051,FUN
Fomes fomentarius,(L.) Fr.,,hoof fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Fomes,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2017-10-23,Kevin Toomer,https://www.inaturalist.org/observations/8520602,,127510,FUN
Ganoderma applanatum,(Pers.) Pat.,,artist's conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Ganoderma,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2016-08-14,Andrew Simon,http://www.inaturalist.org/observations/3890889,,48473,FUN
Ganoderma brownii,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Ganoderma,,,new 2021,observed,,,,,,2021-03-08,Flora Lake,https://www.inaturalist.org/observations/70839100,,348812,FUN
Ganoderma oregonense,Murrill,,Oregon varnished conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Ganoderma,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2013-09-29,Ian Guthrie,http://www.inaturalist.org/observations/4208201,"separation from G. tsugae is problematic and may need microscopy (Shannon Berch, pers. comm.); but according to a study cited on the following link, G. tsugae + G. oregonense do not appear to coexist on the west coast. See: https://www.mushroomexpert.com/ganoderma_tsugae.html",118062,FUN
