Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Agaricus hondensis,Murrill,,felt-ringed agaricus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2019-10-06,Sarah Tweedale,https://www.inaturalist.org/observations/33973884,https://static.inaturalist.org/photos/53415682/medium.jpg?1570395116,,118386,FUN
Agaricus moelleri,Wasser,,flat-topped agaricus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Agaricus subrufescens,Peck,,almond mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Agaricus sylvaticus,Schaeff.,,scaly wood mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Agaricus sylvicola,(Vittad.) Peck,,woodland mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Agaricus xanthodermus,Genev.,,yellow stainer,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,new 2016,observed,,,,,,2016-10-10,Graham Barber,http://inaturalist.ca/observations/4315697,https://static.inaturalist.org/photos/5186381/medium.jpg?1476142135,,118394,FUN
Battarrea phalloides,(Dicks.) Pers.,,scaley-stalked puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2008-10,Rene Zich,UBC,,,,,,,,,FUN
Bovista plumbea,Pers.,,tumbling puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Chlorophyllum brunneum,(Farl. & Burt) Vellinga,,shaggy parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,58693,FUN
Chlorophyllum olivieri,(Barla) Vellinga,,dark parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2019-10-06,Sarah Tweedale,https://www.inaturalist.org/observations/33974478,https://static.inaturalist.org/photos/53416677/medium.jpg?1570395693,,424530,FUN
Coprinus comatus,(O.F. Müll.) Pers.,,shaggy mane,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2014-10-13,Jemma Lee,http://inaturalist.ca/observations/2701067,https://static.inaturalist.org/photos/3041403/medium.jpg?1456014528,,47392,FUN
Cyathus striatus,(Huds.) Willd.,,big-egg bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Cystoderma amianthinum,(Scop.) Fayod,,saffron parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Cystoderma aureum,(Matt.) Kühner & Romagn.,,Alaskan gold,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,reported as Phaeolepiota aurea,,FUN
Cystoderma carcharias var. fallax,(A.H. Sm. & Singer) I. Saar,,deceptive cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2018-11-11,Adam Huggins,https://www.inaturalist.org/observations/18364194,https://static.inaturalist.org/photos/28067773/medium.jpeg?1542075352,,344649,FUN
Cystodermella cinnabarina,(Alb. & Schwein.) Harmaja,,cinnamon cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,Reported as Cystoderma cinnabarinum,,FUN
Cystodermella granulosa,(Batsch) Harmaja,,pure cystoderma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2018-10-31,Christopher Heffley,https://www.inaturalist.org/observations/17991158,https://static.inaturalist.org/photos/27501952/medium.jpg?1541012665,,338133,FUN
Cystolepiota bucknallii,(Berk. & Broome) Singer & Clémençon,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Lepiota castanea,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Lepiota clypeolaria,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Lepiota cristata,,,malodorous lepiota,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Lepiota magnispora,Murrill,,shaggy-stalked parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2016-10-12,Andrew Simon,http://www.inaturalist.org/observations/4342964,https://static.inaturalist.org/photos/5214034/medium.jpeg?1476396011,,194663,FUN
Lepiota rubrotincta,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Leucoagaricus naucinus,(Fr.) Singer,,smooth parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Leucocoprinus luteus,,,yellow parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Nidula candida,,,bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2017-01-28,Andrew Simon,https://www.inaturalist.org/observations/5020679,https://static.inaturalist.org/photos/6143379/medium.jpg?1485665588,,120036,FUN
Nidula niveotomentosa,,,bird’s nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2015-03-13,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2589219,https://static.inaturalist.org/photos/2893667/medium.JPG?1453062041,,118138,FUN
Parasola plicatilis,"(Curtis) Redhead, Vilgalys & Hopple",,plated inky-cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,reported as Coprinus plicatilis,63583,FUN
Amanita aprica,J. Lindgr. & Tulloss,,sunshine amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,2017-05-18,,,,,496850,FUN
Amanita constricta,Thiers & Ammirati,,Grisette,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,new 2019,unobserved,2019-11,Rene Zich,19th Galiano Mushroom Festival List,,,,,,,,,FUN
Amanita gemmata,(Fr.) Bertill.,,gemmed amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2017-05-18,Andrew Simon,https://www.inaturalist.org/observations/6306947,https://static.inaturalist.org/photos/7938029/medium.jpeg?1495391475,,58691,FUN
Amanita muscaria,(L.) Lam.,,fly agaric,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2016-10-11,Graham Barber,http://inaturalist.ca/observations/4332997,https://static.inaturalist.org/photos/5202169/medium.jpg?1476288499,,48715,FUN
Amanita pachycolea,D.E. Stuntz,,western grisette,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2001-08-31,Elizabeth McClelland,https://www.inaturalist.org/observations/36592969,https://static.inaturalist.org/photos/57863279/medium.jpeg?1576174828,,67357,FUN
Amanita pantherina,(DC.) Krombh.,,panthercap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2017-05-16,Andrew Simon,https://www.inaturalist.org/observations/6242529,https://static.inaturalist.org/photos/7846921/original.jpeg?1494985326,,48418,FUN
Amanita pantherinoides,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,new 2019,observed,,,,,,2019-11-23,Caitlin Robinson,https://www.inaturalist.org/observations/36069671,https://static.inaturalist.org/photos/56969701/medium.jpg?1574711492,,738406,FUN
Amanita phalloides,(Fr.) Link,,death cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Amanita porphyria,Alb. & Schwein.,,booted amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Amanita silvicola,Kauffman,,woodland amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Amanita smithiana,Bas,,Smith’s amanita,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Amanita vaginata,(Bull.) Lam.,,Grisette,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,native,unlisted,reported,unobserved,2016-05,Kent Brothers,VMS,,,,,,,,,FUN
Bolbitius titubans,(Bull.) Fries,,sunny side up,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Bolbitiaceae,,native,unlisted,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2018-10-07,Kevin Toomer,https://www.inaturalist.org/observations/17320562,https://static.inaturalist.org/photos/26291670/medium.jpg?1539017688,"reported as Bolbitius vitellinus (Pers.) Fr., now considered synonymous with B. titubans (Bull.) Fries",55474,FUN
Conocybe apala,(Fr.) Arnolds,,white conehead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Bolbitiaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,reported as Conocybe lactea,,FUN
Conocybe filaris,(Fr.) Kühner,,ringed conehead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Bolbitiaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Panaeolus papilionaceus var. parvisporus,Ew. Gerhardt,,petticoat mottlegill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Bolbitiaceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,reported as Panaeolus campanulatus,,FUN
Clavaria fragilis,,,fairy fingers,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Clavariaceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2017-11-11,Kevin Toomer,https://www.inaturalist.org/observations/8808267,https://static.inaturalist.org/photos/11829943/medium.jpg?1510695588,Clavaria vermicularis reported,53885,FUN
Clavulinopsis cf laeticolor,(Berk. & M.A. Curtis) R.H. Petersen,,golden fairy club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Clavariaceae,,native,unlisted,reported,unobserved,2011-10,Kent Brothers,VMS,,,,,,,,,FUN
Clavulinopsis corniculata,(Schaeff.) Corner,,meadow coral,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Clavariaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Clavulinopsis fusiformis,(Sowerby) Corner,,spindle-shaped yellow coral,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Clavariaceae,,native,unlisted,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-12-29,Nancy Tamblyn,https://www.inaturalist.org/observations/37078837,https://static.inaturalist.org/photos/58720865/original.jpg?1577658811,,55272,FUN
Cortinarius californicus,A.H. Sm.,,Californian webcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Cortinarius cinnamomeus,(L.) Fr.,,cinnamon webcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,,native,unlisted,reported,unobserved,2010-04,Paul Kroeger,UBC,F22075,,,,,,,,FUN
Cortinarius glaucopus grp.,(Schaeff.) Gray,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Cortinarius malicorius,Fr.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,Reported as Dermocybe croceofolia,,FUN
Cortinarius semisanguineus,(Fr.) Gillet,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Cortinarius vanduzerensis,A.H. Sm. & Trappe,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Cortinariaceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Clitopilus prunulus,(Scop.) P. Kumm.,,sweetbread mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Entoloma bloxamii,(Berk. & Broome) Sacc.,,midnight blue entoloma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,Reported as Entoloma madidum,,FUN
Entoloma hirtipes,(Schumach.) M.M.Moser,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,reported as Nolanea hirtipes,,FUN
Entoloma holoconiotum,(Largent & Thiers) Noordel. & Co-David,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,native,unlisted,reported,unobserved,2009-05,Kent Brothers,VMS,,,,,,,,,FUN
Entoloma rhodopolium grp.,(Fr.) P. Kumm.,,rosy entoloma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Entoloma sericeum,(Bull.) Quél.,,silky pinkgill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,native,unlisted,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,reported as Nolanea sericea,,FUN
Leptonia diversa,Largent,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,native,unlisted,reported,unobserved,2008-10,,UBC,,,,,,,,,FUN
Leptonia serrulata,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Leptonia subeuchroa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Rhodophana nitellina,"(Fr.) Papetti, Rivista",,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Entolomataceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,reported as Rhodocybe nitellina,,FUN
Laccaria amethysteo-occidentalis,G.M. Muell.,,western amethyst laccaria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hydnangiaceae,,native,unlisted,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2016-12-05,Kris Krüg,http://inaturalist.ca/observations/4720174,https://static.inaturalist.org/photos/5706148/medium.jpg?1480967927,,54893,FUN
Laccaria laccata,(Scop.) Cooke,,deceiver,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hydnangiaceae,,native,unlisted,confirmed,observed,2010-04,Paul Kroeger,UBC,,,2015-03-21,Lauren Magner & Andrew Simon,http://inaturalist.ca/observations/2605345,https://static.inaturalist.org/photos/2910221/medium.JPG?1453417868,,63236,FUN
Cantharellula umbonata,(J.F. Gmel.) Singer,,grayling,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,,native,unlisted,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Gliophorus psittacinus,(Schaeff.) Herink,,parrot mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,,native,unlisted,new 2016,observed,,,,,,2013-10-26,Ian Guthrie,http://www.inaturalist.org/observations/4209523,https://static.inaturalist.org/photos/5019699/medium.jpg?1474923472,,348711,FUN
Hygrocybe coccinea,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Hygrocybe conica,,,witch’s hat,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2016-10-25,Sarah Tweedale,http://inaturalist.ca/observations/4435388,https://static.inaturalist.org/photos/5337607/medium.jpg?1477428230,,51872,FUN
Hygrocybe flavescens,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,,native,unlisted,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565145,https://static.inaturalist.org/photos/2858806/medium.JPG?1452285382,,53475,FUN
Hygrocybe miniata,(Fr.) P. Kumm.,,vermillion waxcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2016-11-11,Sarah Tweedale,http://inaturalist.ca/observations/4535424,https://static.inaturalist.org/photos/5496317/medium.jpg?1478930095,,194659,FUN
Hygrophorus sp.,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,,native,unlisted,reported,unobserved,2011-05,Kent Brothers,VMS,,,,,,,,,FUN
Lichenomphalia umbellifera,"(L.) Redhead, Lutzoni, Moncalvo & Vilgalys",,heath navel,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,,native,unlisted,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565733,https://static.inaturalist.org/photos/2859726/medium.JPG?1452301010,,118245,LIC
Pseudoarmillariella ectypoides,(Peck) Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Hygrophoraceae,,native,unlisted,reported,unobserved,2011-04,Paul Kroeger,UBC,,,,,,,,,FUN
Hebeloma crustuliniforme,(Bull.) Quél.,,poison pie,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,native,unlisted,reported,unobserved,2010-04-17,Paul Kroeger,UBC,,,,,,,,,FUN
Hebeloma mesophaeum,,,veiled poison pie,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
Hebeloma sacchariolens,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,native,unlisted,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,,,FUN
Hebeloma sp.,,,poison pie,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,native,unlisted,confirmed,observed,,,,,,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608508,https://static.inaturalist.org/photos/2914742/medium.JPG?1453503608,,192716,FUN
Phaeocollybia californica,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,native,unlisted,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,,,FUN
