Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Regulus calendula,"(Linnaeus, 1766)",,ruby-crowned kinglet,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Regulidae,,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-03-26,Kristian Sigvardsen,http://www.inaturalist.org/observations/2926950,https://static.inaturalist.org/photos/3352545/medium.jpg?1460518410,,117095,BIR
Regulus satrapa,"(Lichtenstein, 1823)",,golden-crowned kinglet,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Regulidae,,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-12-16,Michael Hoebel,http://www.inaturalist.org/observations/4046925,https://static.inaturalist.org/photos/4790400/medium.jpg?1473146473,,117100,BIR
Sitta canadensis,"Linnaeus, 1766",,red-breasted nuthatch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sittidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-02-23,Andrew Simon,http://www.inaturalist.org/observations/2711391,https://static.inaturalist.org/photos/3055437/medium.JPG?1456273445,,14823,BIR
Sturnus vulgaris,"Linnaeus, 1758",,European starling,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sturnidae,,exotic,unlisted,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2008-05-10,Michael Hoebel,https://www.inaturalist.org/observations/19548204,https://static.inaturalist.org/photos/30087420/original.jpg?1547102906,,14850,BIR
Cistothorus palustris,"(Wilson, A, 1810)",,marsh wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-01-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2616528,,,7601,BIR
Thryomanes bewickii,"P.L. Sclater, 1862",,Bewick’s wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,native,S4 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-05-10,Michael Hoebel,https://www.inaturalist.org/observations/19548265,https://static.inaturalist.org/photos/30087548/original.jpg?1547103351,,7576,BIR
Troglodytes aedon,"(Vieillot, 1809)",,house wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2017-05-13,Scott Gilmore,http://www.inaturalist.org/observations/3030504,,,7562,BIR
Troglodytes pacificus,"Baird, 1864",,Pacific wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2010-10-21,Michael Hoebel,http://www.inaturalist.org/observations/4046875,https://static.inaturalist.org/photos/4790349/medium.jpg?1473145530,,144882,BIR
Catharus guttatus,"(Pallas, 1811)",,hermit thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2013-04-28,Michael Hoebel,http://www.inaturalist.org/observations/4046977,https://static.inaturalist.org/photos/4790463/medium.jpg?1473147973,,12890,BIR
Catharus ustulatus,"(Nuttall, 1840)",,Swainson's thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-07-07,Andrew Simon,http://www.inaturalist.org/observations/3641204,,,12878,BIR
Ixoreus naevius,"Gmelin, 1789",,varied thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-12-15,Michael Hoebel,http://www.inaturalist.org/observations/4046990,https://static.inaturalist.org/photos/4790483/medium.jpg?1473148368,,145088,BIR
Myadestes townsendi,"(Audubon, 1838)",,Townsend's solitaire,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2010-05-01,Michael Hoebel,http://www.inaturalist.org/observations/4046980,https://static.inaturalist.org/photos/4790471/medium.jpg?1473148021,,12951,BIR
Turdus migratorius,"Linnaeus, 1766",,American robin,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-02-22,Andrew Simon,http://www.inaturalist.org/observations/2566293,https://static.inaturalist.org/photos/2860575/medium.JPG?1452320829,,12727,BIR
Contopus cooperi,"(Swainson, 1832)",,olive-sided flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,native,S3S4B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2012-05-20,Michael Hoebel,http://www.inaturalist.org/observations/4046887,https://static.inaturalist.org/photos/4790367/medium.jpg?1473145748,,16110,BIR
Contopus sordidulus,"(Sclater, 1859)",,western wood-pewee,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,native,S5B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,,16079,BIR
Empidonax difficilis,"Baird, 1858",,Pacific-slope flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-06-20,Bridgit Spencer,http://www.inaturalist.org/observations/2380925,https://static.inaturalist.org/photos/2652970/medium.jpg?1447539472,,16598,BIR
Empidonax hammondii,"(Xantus de Vesey, 1858)",,Hammond’s flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,native,S5B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,,16624,BIR
Empidonax traillii,"(Audubon, 1828)",,willow flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-07-15,Michael Hoebel,http://www.inaturalist.org/observations/4046901,https://static.inaturalist.org/photos/4790375/medium.jpg?1473145935,,16611,BIR
Tyrannus melancholicus,"(Vieillot, 1819)",,tropical kingbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,accidental,SNA (2015),reported,unobserved,2019-11-20,Carl Estabrook,eBird,,,,,,,accidental,16787,BIR
Vireo cassinii,"Xantus de Vesey, 1858",,Cassin's vireo,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-05-18,Michael Hoebel,http://www.inaturalist.org/observations/4054050,https://static.inaturalist.org/photos/4802207/medium.jpg?1473227729,,17382,BIR
Vireo gilvus,"(Vieillot, 1808)",,warbling vireo,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-07-02,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2561814,https://static.inaturalist.org/photos/2854098/medium.jpg?1452151728,,17394,BIR
Vireo huttoni,"Cassin, 1851",,Hutton’s vireo,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,native,S4 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2019-05-04,John Reynolds,https://www.inaturalist.org/observations/24712576,https://static.inaturalist.org/photos/38217272/medium.jpg?1557202133,,17375,BIR
Ardea herodias fannini,"Chapman, 1901",,great blue heron,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,native,"S2S3B,S4N (2009)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2009-05-03,Shera Street,http://www.inaturalist.org/observations/2635593,https://static.inaturalist.org/photos/2954876/large.JPG?1454302885,,4956,BIR
Colaptes auratus,"(Linnaeus, 1758)",,northern flicker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565721,https://static.inaturalist.org/photos/2859712/medium.JPG?1452300456,,18236,BIR
Dryobates pubescens,"(Linnaeus, 1766)",,downy woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-03-26,Kristian Sigvardsen,http://www.inaturalist.org/observations/2926951,https://static.inaturalist.org/photos/3352546/medium.jpg?1460518421,,792988,BIR
Dryobates villosus,"(Linnaeus, 1766)",,hairy woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-05-30,Adam Huggins,https://www.inaturalist.org/observations/3344156,https://static.inaturalist.org/photos/3862026/original.jpg?1464658984,,792990,BIR
Dryocopus pileatus,"(Linnaeus, 1758)",,pileated woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-03-06,Andrew Simon,http://www.inaturalist.org/observations/2780425,https://static.inaturalist.org/photos/3151333/medium.jpg?1457936331,,17855,BIR
Sphyrapicus nuchalis,"Baird, 1858",,red-naped sapsucker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,native,S5B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,,18467,BIR
Sphyrapicus ruber,"(Gmelin, 1788)",,red-breasted sapsucker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-06-19,Bridgit Spencer,http://www.inaturalist.org/observations/2677221,https://static.inaturalist.org/photos/3008364/large.jpg?1455386329,,18464,BIR
Aechmophorus occidentalis,"(Lawrence, 1858)",,western grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,native,"S1B,S2N (2015)",reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,,4235,BIR
Podiceps auritus,"(Linnaeus, 1758)",,horned grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,native,"S4B, SNRN (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2014-01-04,Michael Hoebel,http://www.inaturalist.org/observations/4046939,https://static.inaturalist.org/photos/4790414/medium.jpg?1473147001,,4209,BIR
Podiceps grisegena,"(Boddaert, 1783)",,red-necked grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,native,S5?B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,,4224,BIR
Podiceps nigricollis,"Brehm, 1831",,eared grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,native,S3B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,,4205,BIR
Podilymbus podiceps,"(Linnaeus, 1758)",,pied-billed grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,native,S4 (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,,4246,BIR
Aegolius acadicus,"(Gmelin, 1788)",,northern saw-whet owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,native,"S5B,S5N (2009)",reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,,20356,BIR
Asio flammeus,"(Pontoppidan, 1763)",,short-eared owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,native,"S3B,S2N (2015)",reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,,20315,BIR
Bubo virginianus,"(Gmelin, 1788)",,great horned owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2018-06-28,Kevin Toomer,https://www.inaturalist.org/observations/13864466,https://static.inaturalist.org/photos/20465957/original.jpg?1530209692,,20044,BIR
Glaucidium californicum,"(PL Sclater, 1857)",,northern pygmy owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,native,S4B (2015),reported,unobserved,1994-03-25,Aziza Cooper,eBird,,,,,,,,237013,BIR
Megascops kennicottii,"(Elliot, 1867)",,western screech owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,native,S4 (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,,19743,BIR
Strix varia,"Barton, 1799",,barred owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2012-08-22,Andrew Simon,http://www.inaturalist.org/observations/2705712,https://static.inaturalist.org/photos/3047605/medium.jpg?1456114639,,19893,BIR
Tyto alba,"(Scopoli, 1769)",,barn owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Tytonidae,,native,S2? (2015),new 2017,observed,,,,,,2017-02-25,Sarah Tweedale,https://www.inaturalist.org/observations/5180293,https://static.inaturalist.org/photos/6389727/medium.jpg?1488080500,,20445,BIR
Phalacrocorax auritus,"(Lesson, 1831)",,double-crested cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,native,S3S4B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-12-20,Andrew Simon,http://www.inaturalist.org/observations/2562503,https://static.inaturalist.org/photos/2854992/medium.png?1452191483,,4265,BIR
Phalacrocorax pelagicus,"Pallas, 1811",,pelagic cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,native,S4 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-12-20,Andrew Simon,http://www.inaturalist.org/observations/2562745,https://static.inaturalist.org/photos/2855341/medium.png?1452197719,,4283,BIR
Phalacrocorax penicillatus,"(Brandt, 1837)",,Brandt's cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,native,"S1B,S4N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2012-05-03,Michael Hoebel,http://www.inaturalist.org/observations/4046927,https://static.inaturalist.org/photos/4790402/medium.jpg?1473146580,,4277,BIR
Hydrolagus colliei,,,spotted ratfish,Animalia,Chordata,Vertebrata,,Chondrichthyes,Holocephali,,Chimaeriformes,,,Chimaeridae,,,,reported,unobserved,1971-08-21,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,FIS
Beringraja binoculata,,,big skate,Animalia,Chordata,Vertebrata,,Elasmobranchii,,,Rajiformes,,,Rajidae,Rajinae,,,reported,unobserved,1995-02-23,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,FIS
Beringraja rhina,,,longnose skate,Animalia,Chordata,Vertebrata,,Elasmobranchii,,,Rajiformes,,,Rajidae,Rajinae,,,reported,unobserved,2010-11-12,Andy Lamb & Donna Gibbs,Ocean Wise,,,,,,,,,FIS
Squalus suckleyi,,,North Pacific spiny dogfish shark,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,Squalomorphi,Squaliformes,,,Squalidae,,,,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.5,,2017-08-14,Tyson Ehlers,https://www.inaturalist.org/observations/8898612,https://static.inaturalist.org/photos/11974205/medium.jpeg?1511380177,Reported as Squalus acanthias,201523,FIS
Ovis aries,,,domestic sheep,Animalia,Chordata,Vertebrata,,Mammalia,,,Artiodactyla,Ruminantia,,Bovidae,Caprinae,exotic,unlisted,confirmed,observed,,,,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565720,https://static.inaturalist.org/photos/2859709/medium.JPG?1452300446,,121578,MAM
Cervus canadensis roosevelti,,,Roosevelt elk,Animalia,Chordata,Vertebrata,,Mammalia,,,Artiodactyla,Ruminantia,,Cervidae,Cervinae,native,S3S4 (2017),new 2019,observed,,,,,,2019-06-14,Nancy Mcphee,https://www.inaturalist.org/observations/32141514,https://static.inaturalist.org/photos/50382692/medium.jpeg?1567649894,,566550,MAM
Odocoileus hemionus columbianus,,,Columbian black-tailed deer,Animalia,Chordata,Vertebrata,,Mammalia,,,Artiodactyla,Ruminantia,,Cervidae,Capreolinae,native,S5 (2015),confirmed,observed,2012-05-12,,VMS,,,2015-06-19,Bridgit Spencer,http://www.inaturalist.org/observations/2360640,https://static.inaturalist.org/photos/2626346/medium.jpg?1447001557,,42221,MAM
Phocoena phocoena,"(Linnaeus, 1758)",,harbour porpoise,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Whippomorpha,,Phocoenidae,,native,S3 (2006),new 2019,observed,,,,,,2019-03-25,Karen Steve Smith,https://www.inaturalist.org/observations/21616577,https://static.inaturalist.org/photos/33464391/medium.jpg?1553563217,,41440,MAM
Canis familiaris,,,domestic dog,Animalia,Chordata,Vertebrata,,Mammalia,,,Carnivora,Caniformia,,Canidae,,exotic,unlisted,confirmed,observed,2011-05-14,Kent Brothers,VMS,,,2016-04-02,Andrew Simon,http://www.inaturalist.org/observations/2975427,https://static.inaturalist.org/photos/3419341/original.JPG?1461093726,,47144,MAM
Felis catus,,,domestic cat,Animalia,Chordata,Vertebrata,,Mammalia,,,Carnivora,Feliformia,,Felidae,,exotic,unlisted,new 2016,observed,,,,,,2016-04-27,Kathleen Buckley,https://www.inaturalist.org/observations/5142224,,https://static.inaturalist.org/photos/6331591/large.jpeg?1487607800,118552,MAM
Lontra canadensis,"(Schreber, 1777)",,North American river otter,Animalia,Chordata,Vertebrata,,Mammalia,,,Carnivora,Caniformia,,Mustelidae,Lutrinae,native,S5 (2015),confirmed,observed,2011-05-14,Kent Brothers,VMS,,,2006-09-04,Shera Street,http://www.inaturalist.org/observations/2635258,https://static.inaturalist.org/photos/2954368/large.png?1454297748,,41777,MAM
Neovison vison,"(Schreber, 1777)",,American mink,Animalia,Chordata,Vertebrata,,Mammalia,,,Carnivora,Caniformia,,Mustelidae,Mustelinae,native,S5 (2015),confirmed,observed,2011-05-14,Kent Brothers,VMS,,,2017-05-28,Ayla Malcolm,https://www.inaturalist.org/observations/6485976,https://static.inaturalist.org/photos/8204094/medium.jpeg?1496528149,,74758,MAM
Eumetopias jubatus,"Gill, 1866",,Steller sea lion,Animalia,Chordata,Vertebrata,,Mammalia,,,Carnivora,Pinnipedia,,Otariidae,,native,"S3B,S4N (2013)",confirmed,observed,1985-12-07,Andy Lamb & Donna Gibbs,Ocean Wise,,,2016-12-22,Lauren Magner & Andrew Simon,https://www.inaturalist.org/observations/4833811,https://static.inaturalist.org/photos/5866662/medium.jpg?1482468472,,41755,MAM
Zalophus californianus,"(Lesson, 1828)",,California sea lion,Animalia,Chordata,Vertebrata,,Mammalia,,,Carnivora,Pinnipedia,,Otariidae,,native,S5N (2006),new 2016,observed,,,,,,2016-05-27,Chessi Miltner,http://www.inaturalist.org/observations/3598720,https://static.inaturalist.org/photos/4166404/medium.jpg?1467511675,,41740,MAM
Phoca vitulina richardii,"Linnaeus, 1758","Gray, 1864",Pacific harbor seal,Animalia,Chordata,Vertebrata,,Mammalia,,,Carnivora,Pinnipedia,,Phocidae,,native,S5 (2006),confirmed,observed,1995-02-24,Andy Lamb & Donna Gibbs,Ocean Wise,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565228,https://static.inaturalist.org/photos/2858978/medium.png?1452288198,,41708,MAM
Procyon lotor,,,common racoon,Animalia,Chordata,Vertebrata,,Mammalia,,,Carnivora,Caniformia,,Procyonidae,,native,S5 (2015),new 2016,observed,,,,,,2016-04-17,Kris Krüg,http://inaturalist.ca/observations/3456645,https://static.inaturalist.org/photos/4011791/medium.jpg?1465927555,,41663,MAM
Megaptera novaeangliae,"Borowski, 1781",,humpback whale,Animalia,Chordata,Vertebrata,,Mammalia,,,Cetacea,,Mysticeti,Balaenopteridae,,native,S3 (2006),new 2017,observed,,,,,,2017-06-06,Andrew Simon,http://inaturalist.ca/observations/6532303,https://static.inaturalist.org/photos/8276707/medium.jpg?1496815103,,41566,MAM
Orcinus orca,"(Linnaeus, 1758)",,orca (southern resident population),Animalia,Chordata,Vertebrata,,Mammalia,,,Cetacea,,Odontoceti,Delphinidae,,native,S1 (2011),new 2017,observed,,,,,,2011-06-26,Kris Krüg,http://inaturalist.ca/observations/3291897,https://static.inaturalist.org/photos/3805149/medium.jpg?1464115606,,41521,MAM
Capra hircus,,,domestic goat,Animalia,Chordata,Vertebrata,,Mammalia,,,Cetartiodactyla,,,Bovidae,Caprinae,exotic,unlisted,confirmed,observed,1958-05-02,V. Geist,UBC,M007306,,2017-06-01,Andrew Simon,https://www.inaturalist.org/observations/6464455,https://static.inaturalist.org/photos/8172574/medium.jpeg?1496378865,,123070,MAM
Tadarida brasiliensis,,,Brasilian free-tailed bat,Animalia,Chordata,Vertebrata,,Mammalia,,,Chiroptera,,,Molossidae,,accidental,SNA (2017),new 2018,unobserved,2018-01-24,Frieda Weinert,Bat Monitoring on Galiano BC,,,,,,,,41301,MAM
Corynorhinus townsendii,,,Townsend’s big-eared bat,Animalia,Chordata,Vertebrata,,Mammalia,,,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,,native,S3S4 N3,new 2017,observed,,,,,,2017-08-31,Michael Keefer,https://www.inaturalist.org/observations/7726134,https://static.inaturalist.org/photos/10136573/medium.jpg?1504192967,,74205,MAM
Eptesicus fuscus,,,big brown myotis,Animalia,Chordata,Vertebrata,,Mammalia,,,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,,native,S5,new 2018,observed,2018-01-24,Frieda Weinert,Bat Monitoring on Galiano BC,,,2018-08-14,Andrew Simon,https://www.inaturalist.org/observations/15845274,https://static.inaturalist.org/photos/23690822/large.png?1535125825,,40509,MAM
Lasionycteris noctivagans,,,silver-haired bat,Animalia,Chordata,Vertebrata,,Mammalia,,,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,,native,S4S5,new 2018,unobserved,2018-01-24,Frieda Weinert,Bat Monitoring on Galiano BC,,,,,,,,40629,MAM
Lasiurus cinereus,,,hoary bat,Animalia,Chordata,Vertebrata,,Mammalia,,,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,,native,S4S5 (2015),new 2018,unobserved,2018-01-24,Frieda Weinert,Bat Monitoring on Galiano BC,,,,,,,,40523,MAM
Myotis californicus,,,California myotis,Animalia,Chordata,Vertebrata,,Mammalia,,,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,,native,S4S5,new 2018,unobserved,2018-01-24,Frieda Weinert,Bat Monitoring on Galiano BC,,,,,,,,40342,MAM
Myotis ciliolabrum,,,western small-footed myotis,Animalia,Chordata,Vertebrata,,Mammalia,,,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,,native,S2S3 (2015),new 2018,unobserved,2018-01-24,Frieda Weinert,Bat Monitoring on Galiano BC,,,,,,,,68093,MAM
Myotis evotis,,,long-eared myotis,Animalia,Chordata,Vertebrata,,Mammalia,,,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,,native,S5?,new 2018,unobserved,2018-01-24,Frieda Weinert,Bat Monitoring on Galiano BC,,,,,,,,40354,MAM
Myotis lucifugus,,,little brown bat,Animalia,Chordata,Vertebrata,,Mammalia,,,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,,native,S4; 1-E (SARA); N3; G3,new 2018,unobserved,2018-01-24,Frieda Weinert,Bat Monitoring on Galiano BC,,,,,,,,40346,MAM
Myotis yumanensis,,,yuma myotis,Animalia,Chordata,Vertebrata,,Mammalia,,,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,,native,S5,new 2018,unobserved,2018-01-24,Frieda Weinert,Bat Monitoring on Galiano BC,,,,,,,,40325,MAM
Equus caballus,,,horse,Animalia,Chordata,Vertebrata,,Mammalia,,,Perissodactyla,,,Equidae,,exotic,unlisted,new 2016,observed,,,,,,2016-05-06,Andrew Simon,http://www.inaturalist.org/observations/3116825,https://static.inaturalist.org/photos/3604086/large.JPG?1462593130,,209233,MAM
Homo sapiens,,,human,Animalia,Chordata,Vertebrata,,Mammalia,,,Primates,,,Hominidae,,native,unlisted,confirmed,observed,2011-05-14,Kent Brothers,VMS,,,2016-05-16,Kris Krüg,http://inaturalist.ca/observations/3434639,https://static.inaturalist.org/photos/3979619/medium.jpg?1465661062,,43584,MAM
Castor canadensis,,,beaver,Animalia,Chordata,Vertebrata,,Mammalia,,,Rodentia,,,Castoridae,,native,S5 (2015),new 2014,observed,,,,,,2014-05-19,Andrew Simon,http://www.inaturalist.org/observations/730608,https://static.inaturalist.org/photos/918179/medium.jpg?1402461187,,43794,MAM
Microtus townsendii,,,Townsend's vole,Animalia,Chordata,Vertebrata,,Mammalia,,,Rodentia,,,Cricetidae,Arvicolinae,native,S5? (2015),new 2017,observed,,,,,,2017-03-23,Kate Emmings,http://inaturalist.ca/observations/5437804,https://static.inaturalist.org/photos/6690862/medium.jpg?1490313615,,44298,MAM
Peromyscus maniculatus,"(Wagner, 1845)",,deer mouse,Animalia,Chordata,Vertebrata,,Mammalia,,,Rodentia,,,Cricetidae,Neotominae,native,S5 (2015),confirmed,observed,1977-05-20,P. Thompson,UBC,M010851,,2016-11-24,Andrew Simon,http://www.inaturalist.org/observations/4630714,https://static.inaturalist.org/photos/19051620/large.jpg?1528042148,reported as Peromyscus maniculatus austerus,44396,MAM
Mus cf musculus,,,house mouse,Animalia,Chordata,Vertebrata,,Mammalia,,,Rodentia,,,Muridae,Murinae,exotic,unlisted,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,,,44705,MAM
Rattus rattus,,,black rat,Animalia,Chordata,Vertebrata,,Mammalia,,,Rodentia,,,Muridae,Murinae,exotic,unlisted,new 2018,observed,,,,,,2018-10-15,Emma Davis,https://www.inaturalist.org/observations/17981433,https://static.inaturalist.org/photos/27484370/medium.jpg?1540968762,,44575,MAM
Tamiasciurus hudsonicus,,,red squirrel,Animalia,Chordata,Vertebrata,,Mammalia,,,Rodentia,,,Sciuridae,Sciurinae,native,S5 (2015),confirmed,observed,2013-05-04,Kent Brothers,VMS,,,2016-02-29,Andrew Simon,http://www.inaturalist.org/observations/2734083,https://static.inaturalist.org/photos/3085245/medium.jpg?1456812940,,46260,MAM
