Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Common name,iNaturalist taxon name,iNaturalist taxon ID,Observation count
Silis lutea,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Cantharidae,Silinae,Silini,Silis,,,,,,,,,,soldier beetle,Silis lutea,455377,1
Agonum limbatum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Platyninae,Platynini,Agonum,,,,,,,,,,ground beetle,Agonum limbatum,212774,1
Amara sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Zabrini,Amara,,,,,,,,,,sun beetles,Amara,539019,1
Bembidion connivens,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Trechinae,Bembidiini,Bembidion,,,,,,,,,,ground beetle,Bembidion connivens,215008,1
Bembidion versicolor,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Trechinae,Bembidiini,Bembidion,,,,,,,,,,ground beetle,Bembidion versicolor,215140,1
Carabus nemoralis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Carabinae,Carabini,Carabus,,,,,,,,,,bronze ground beetle,Carabus nemoralis,56552,1
Elaphropus parvulus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Trechinae,Bembidiini,Elaphropus,,,,,,,,,,small carabid,Elaphropus parvulus,218939,1
Harpalus cordifer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Harpalus,,,,,,,,,,ground beetle,Harpalus cordifer,220942,1
Loricera pilicornis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Loricerinae,Loricerini,Loricera,,,,,,,,,,ground beetle,Loricera pilicornis,131819,1
Microlestes linearis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Lebiinae,Lebiini,Microlestes,,,,,,,,,,ground beetle,Microlestes linearis,225128,1
Omus dejeanii,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Megacephalini,Omus,,,,,,,,,,greater night-stalking tiger beetle,Omus dejeanii,226395,1
Pterostichus algidus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,,,,,,,,,,woodland ground beetle,Pterostichus algidus,229317,1
Pterostichus amethystinus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,,,,,,,,,,woodland ground beetle,Pterostichus amethystinus,229318,1
Pterostichus crenicollis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,,,,,,,,,,woodland ground beetle,Pterostichus crenicollis,229337,1
Pterostichus herculaneus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,,,,,,,,,,woodland ground beetle,Pterostichus herculaneus,229343,1
Pterostichus lama,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,Pterostichini,Pterostichus,,,,,,,,,,woodland ground beetle,Pterostichus lama,124154,1
Scaphinotus angusticollis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Carabinae,Cychrini,Scaphinotus,,,,,,,,,,snail-killing carabid,Scaphinotus angusticollis,63575,1
Scaphinotus marginatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Carabinae,Cychrini,Scaphinotus,,,,,,,,,,snail-killing carabid,Scaphinotus marginatus,230462,1
Tachyta falli,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Trechinae,Bembidiini,Tachyta,,,,,,,,,,ground beetle,Tachyta falli,232241,1
Zacotus matthewsii,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Broscinae,Broscini,Zacotus,,,,,,,,,,ground beetle,Zacotus matthewsii,233923,1
Asemum striatum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Spondylidinae,Asemini,Asemum,,,,,,,,,,black spruce borer,Asemum striatum,214380,1
Callidium sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Callidiini,Callidium,,,,,,,,,,longhorn beetle,Callidium,124367,1
Centrodera spurca,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,Xylosteini,Centrodera,,,,,,,,,,yellow Douglas-fir borer,Centrodera spurca,82050,1
Clytus planifrons,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Clytini,Clytus,,,,,,,,,,longhorn beetle,Clytus planifrons,344289,1
Dicentrus bluthneri,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Opsimini,Dicentrus,,,,,,,,,,longhorn beetle,Dicentrus bluthneri,454819,1
Eumichthus oedipus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Eumichthini,Eumichthus,,,,,,,,,,longhorn beetle,Eumichthus oedipus,455420,1
Grammoptera subargentata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,Lepturini,Grammoptera,,,,,,,,,,flower longhorn beetle,Grammoptera subargentata,220586,1
Holopleura marginata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Holopleurini,Holopleura,,,,,,,,,,longhorn beetle,Holopleura marginata,455424,1
Hybodera tuberculata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Hyboderini,Hybodera,,,,,,,,,,longhorn beetle,Hybodera tuberculata,321437,1
Lepturobosca chrysocoma,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,Lepturini,Lepturobosca,,,,,,,,,,yellow velvet beetle,Lepturobosca chrysocoma,332243,1
Lepturopsis dolorosa,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,Lepturini,Lepturopsis,,,,,,,,,,flower longhorn beetle,Lepturopsis dolorosa,455428,1
Megasemum asperum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Spondylidinae,Asemini,Megasemum,,,,,,,,,,longhorn beetle,Megasemum asperum,305937,1
Monochamus scutellatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Lamiini,Monochamus,,,,,,,,,,white-spotted sawyer,Monochamus scutellatus,82043,1
Necydalis laevicollis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Necydalinae,Necydalini,Necydalis,,,,,,,,,,longhorn beetle,Necydalis laevicollis,322749,1
Neoclytus conjunctus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Clytini,Neoclytus,,,,,,,,,,Chevron beetle,Neoclytus conjunctus,454834,1
Opsimus quadrilineatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Opsimini,Opsimus,,,,,,,,,,longhorn beetle,Opsimus quadrilineatus,455434,1
Ortholeptura valida,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,Lepturini,Ortholeptura,,,,,,,,,,flower longhorn beetle,Ortholeptura valida,305942,1
Phymatodes aeneus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Callidiini,Phymatodes,,,,,,,,,,longhorn beetle,Phymatodes aeneus,55084,1
Pidonia scripta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,Rhagiini,Pidonia,,,,,,,,,,flower longhorn beetle,Pidonia scripta,318491,1
Plectrura spinicauda,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lamiinae,Parmenini,Plectrura,,,,,,,,,,flat-faced longhorn,Plectrura spinicauda,363755,1
Prionus californicus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Prioninae,Prionini,Prionus,,,,,,,,,,longhorn beetle,Prionus californicus,59892,1
Rosalia funebris,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Compsocerini,Rosalia,,,,,,,,,,banded alder borer,Rosalia funebris,51866,1
Semanotus ligneus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Callidiini,Semanotus,,,,,,,,,,longhorn beetle,Semanotus ligneus,230791,1
Semanotus litigiosus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,Callidiini,Semanotus,,,,,,,,,,longhorn beetle,Semanotus litigiosus,230792,1
Trichocnemis spiculatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Prioninae,Callipogonini,Trichocnemis,,,,,,,,,,ponderous borer,Trichocnemis spiculatus,321621,1
Xestoleptura crassipes,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,Lepturini,Xestoleptura,,,,,,,,,,flower longhorn beetle,Xestoleptura crassipes,361523,1
Altica sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,Alticini,Altica,,,,,,,,,,metallic flea beetle,Altica,173228,1
Bruchidius villosus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,,Bruchidius,,,,,,,,,,broom seed beetle,Bruchidius villosus,386880,1
Neogalerucella sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,Galerucini,Galerucella,,,,,,,,,,purple loosestrife beetle,Neogalerucella,121745,1
Syneta albida,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Synetinae,,Syneta,,,,,,,,,,western fruit beetle,Syneta albida,455623,1
Enoclerus schaefferi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Cleridae,Clerinae,,Enoclerus,,,,,,,,,,checkered beetle,Enoclerus schaefferi,455654,1
Coccinella novemnotata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Coccinella,,,,,,,,,,nine-spotted lady beetle,Coccinella novemnotata,136563,1
Coccinella septempunctata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Coccinella,,,,,,,,,,seven-spotted lady beetle,Coccinella septempunctata,51702,1
Coccinella trifasciata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Coccinella,,,,,,,,,,three-banded lady beetle,Coccinella trifasciata,207616,1
Cycloneda polita,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Cycloneda,,,,,,,,,,western blood-red lady beetle,Cycloneda polita,55492,1
Harmonia axyridis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Harmonia,,,,,,,,,,Asian lady beetle,Harmonia axyridis,48484,1
Hippodamia sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Hippodamia,,,,,,,,,,oblong ladybird,Hippodamia,48988,1
Hyperaspis postica,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Scymninae,Hyperaspidini,Hyperaspis,,,,,,,,,,sigil ladybeetle,Hyperaspis postica,320391,1
Mulsantina picta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Coccinellini,Mulsantina,,,,,,,,,,painted ladybird,Mulsantina picta,225295,1
Psyllobora borealis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Halyziini,Psyllobora,,,,,,,,,,western fairy ladybeetle,Psyllobora borealis,311633,1
Psyllobora vigintimaculata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,Halyziini,Psyllobora,,,,,,,,,,twenty-spotted lady neetle,Psyllobora vigintimaculata,118967,1
Scymnus nebulosus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Scymninae,Scymnini,Scymnus,,,,,,,,,,dusky ladybeetle,Scymnus nebulosus,320432,1
Clypastraea sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Corylophidae,Corylophinae,Parmulini,Clypastraea,,,,,,,,,,minute hooded beetle,Clypastraea,174300,1
Atomaria subdentata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Cryptophagidae,Atomariinae,Atomariini,Atomaria,,,,,,,,,,silken fungus beetle,Atomaria subdentata,455700,1
Cryptorhynchus lapathi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Cryptorhynchinae,Cryptorhynchini,Cryptorhynchus,,,,,,,,,,poplar-and-willow borer,Cryptorhynchus lapathi,217843,1
Curculio sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Curculioninae,Curculionini,Curculio,,,,,,,,,,nut and acorn weevil,Curculio,121294,1
Cylindrocopturus furnissi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Conoderinae,Zygopini,Cylindrocopturus,,,,,,,,,,Douglas-fir twig weevil,Cylindrocopturus furnissi,48906,1
Dendroctonus pseudotsugae,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Scolytinae,Hylesinini,Dendroctonus,,,,,,,,,,Douglas-fir beetle,Dendroctonus pseudotsugae,48905,1
Dyslobus granicollis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Tropiphorini,Dyslobus,,,,,,,,,,broad-nosed weevil,Dyslobus granicollis,455873,1
Hylastes sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Scolytinae,Hylesinini,Hylastes,,,,,,,,,,weevil,Hylastes,177736,1
Hylurgops porosus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Scolytinae,Hylesinini,Hylurgops,,,,,,,,,,crenulate bark beetle,Hylurgops porosus,221943,1
Otiorhynchus singularis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Otiorhynchini,Otiorhynchus,,,,,,,,,,clay-coloured weevil,Otiorhynchus singularis,226717,1
Panscopus sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Tropiphorini,Panscopus,,,,,,,,,,broad-nosed weevil,Panscopus,176093,1
Pissodes fasciatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Molytinae,Pissodini,Pissodes,,,,,,,,,,bark weevil,Pissodes fasciatus,228178,1
Pissodes radiatae,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Molytinae,Pissodini,Pissodes,,,,,,,,,,northern pine weevil,Pissodes radiatae,345154,1
Rhyncolus sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Cossoninae,Rhyncolini,Rhyncolus,,,,,,,,,,weevil,Rhyncolus,211714,1
Sciaphilus asperatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Sciaphilini,Sciaphilus,,,,,,,,,,weevil,Sciaphilus asperatus,200015,1
Strophosoma melanogrammum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Brachyderini,Strophosoma,,,,,,,,,,weevil,Strophosoma melanogrammum,231837,1
Acilius abbreviatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Dytiscinae,Aciliini,Acilius,,,,,,,,,,predatory aquatic beetle,Acilius abbreviatus,212321,1
Agabus anthracinus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Agabinae,Agabini,Agabus,,,,,,,,,,predatory aquatic beetle,Agabus anthracinus,212593,1
Colymbetes densus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Colymbetinae,Colymbetini,Colymbetes,,,,,,,,,,predatory aquatic beetle,Colymbetes densus,217479,1
Desmopachria convexa,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Hydroporinae,Hyphydrini,Desmopachria,,,,,,,,,,predatory aquatic beetle,Desmopachria convexa,218285,1
Hydroporus longiusculus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Hydroporinae,Hydroporini,Hydroporus,,,,,,,,,,predatory aquatic beetle,Hydroporus longiusculus,221667,1
Hydroporus striola,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Hydroporinae,Hydroporini,Hydroporus,,,,,,,,,,predatory aquatic beetle,Hydroporus striola,221685,1
Laccornis pacificus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Hydroporinae,,Laccornis,,,,,,,,,,predatory aquatic beetle,Laccornis pacificus,222575,1
Rhantus consimilis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Dytiscoidea,Dytiscidae,Colymbetinae,Colymbetini,Rhantus,,,,,,,,,,predatory aquatic beetle,Rhantus consimilis,229889,1
Agriotes lineatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,Agriotini,Agriotes,,,,,,,,,,lined click beetle,Agriotes lineatus,456217,1
Agriotes sparsus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,Agriotini,Agriotes,,,,,,,,,,western wireworm,Agriotes sparsus,456220,1
Agriotes thevenetii,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,Agriotini,Agriotes,,,,,,,,,,click beetle,Agriotes thevenetii,456223,1
Ampedus atripennis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,Ampedini,Ampedus,,,,,,,,,,click beetle,Ampedus atripennis,456225,1
Athous imitans,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Athoini,Athous,,,,,,,,,,click beetle,Athous imitans,456245,1
Cardiophorus sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Cardiophorinae,Cardiophorini,Cardiophorus,,,,,,,,,,click beetle,Cardiophorus,87231,1
Dalopius corvinus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,Agriotini,Dalopius,,,,,,,,,,click beetle,Dalopius corvinus,456297,1
Dalopius tristis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,Agriotini,Dalopius,,,,,,,,,,click beetle,Dalopius tristis,456308,1
Danosoma brevicorne,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Agrypninae,Agrypnini,Danosoma,,,,,,,,,,short-horned click beetle,Danosoma brevicorne,218133,1
Hadromorphus sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Hadromorphus,,,,,,,,,,click beetle,Hadromorphus,452442,1
Lacon sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Agrypninae,Agrypnini,Lacon,,,,,,,,,,click beetle,Lacon,177576,1
Limonius californicus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Dendrometrini,Limonius,,,,,,,,,,sugarbeet click beetle,Limonius californicus,322897,1
Megapenthes nigriventris,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,Megapenthini,Megapenthes,,,,,,,,,,click beetle,Megapenthes nigriventris,456375,1
Melanotus longulus oregonensis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,Melanotini,Melanotus,,,,,,,,,,click beetle,Melanotus longulus oregonensis,456378,1
Prosternon bombycinum,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Prosternon,,,,,,,,,,click beetle,Prosternon bombycinum,456412,1
Pseudanostirus propolus columbianus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Pseudanostirus,,,,,,,,,,propelling click beetle,Pseudanostirus propolus columbianus,456424,1
Pseudanostirus pudicus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Pseudanostirus,,,,,,,,,,,Pseudanostirus pudicus,456427,1
Pseudanostirus triundulatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Pseudanostirus,,,,,,,,,,three-spotted click beetle,Pseudanostirus triundulatus,451173,1
Selatosomus lateralis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Selatosomus,,,,,,,,,,click beetle,Selatosomus lateralis,456434,1
Selatosomus nigricans,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Selatosomus,,,,,,,,,,click beetle,Selatosomus nigricans,456437,1
Selatosomus suckleyi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,Prosternini,Selatosomus,,,,,,,,,,click beetle,Selatosomus suckleyi,456441,1
Gyrinus bifarius,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Gyrinidae,Gyrininae,,Gyrinus,,,,,,,,,,whirligig beetle,Gyrinus bifarius,220770,1
