id,parentId,iNaturalistTaxonName,commonName,rank,wikipediaSummary,iNaturalistTaxonImage,taxonName,names
76327,57965,Chrysothamnus greenei,Greene's Rabbitbrush,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Chrysothamnus greenei</b></i>, called <b>Greene's rabbitbrush </b>, is a North American species of flowering plants in the tribe Astereae within the family Asteraceae. It has been found in eastern California (Mono + Inyo Counties), Nevada, Arizona, New Mexico, Utah, Colorado, and southern Wyoming (Sweetwater County).</p><p><i>Chrysothamnus greenei</i> is a branching shrub up to 50&#160;cm (20 inches) tall with gray</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/13721474/medium.jpg,Chrysothamnus greenei,"{""Chrysothamnus greenei"":""accepted""}"
76329,57965,Chrysothamnus viscidiflorus,Yellow Rabbitbrush,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Chrysothamnus viscidiflorus</b></i> is a species of shrub in the family Asteraceae of the Americas known by the common names <b>yellow rabbitbrush</b> and <b>green rabbitbrush</b>.
</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/52056770/medium.jpg,Chrysothamnus viscidiflorus,"{""Chrysothamnus viscidiflorus"":""accepted""}"
76357,48561,Cirsium scariosum,Elk Thistle,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Cirsium scariosum</b></i> is a species of thistle known by the common names <b>meadow thistle</b>, <b>elk thistle</b> and <b>dwarf thistle</b>. It is native to much of western North America from Alberta and British Columbia, south to Baja California. There are also isolated populations on the Canadian Atlantic Coast, on the Mingan Archipelago in Québec, where it is called the <i>Mingan thistle</i>.</p><p>It was</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/419496/medium.jpg,Cirsium scariosum,"{""Cirsium scariosum"":""accepted""}"
76478,54051,Crepis occidentalis,Western Hawksbeard,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Crepis occidentalis</b></i> is a North American species of flowering plant in the family Asteraceae known by the common names <b>western hawksbeard</b>,<sup class=""reference nowrap""><span title=""Page / location: 119"">: 119 </span></sup> or  <b>largeflower hawksbeard</b>. It is native to western Canada (British Columbia, Alberta, Saskatchewan) and the western United States (from the Pacific to the western Great</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/14244950/medium.jpg,Crepis occidentalis,"{""Crepis occidentalis"":""accepted""}"
76655,72093,Dieteria canescens,Hoary Tansyaster,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Dieteria canascens</b></i> (formerly <i>Machaeranthera canescens</i>) is an annual plant or short lived perennial plant in the family Asteraceae, known by the common names <b>hoary tansyaster</b> and <b>hoary-aster</b>.</p><p>""Canescens"" means ""gray-hairy"".</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/50053597/medium.jpg,Dieteria canescens,"{""Machaeranthera canescens"":""unaccepted""}"
76891,57933,Ericameria parryi,Parry's Goldenbush,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Ericameria parryi</b></i> (syn. <i>Chrysothamnus parryi</i>) is a species of flowering plant in the family Asteraceae known by the common name <b>Parry's rabbitbrush</b>. It is native to much of the western United States.</p><p>This plant is quite variable, with certain characters defining each of its many varieties. In general, it is a shrub producing several upright stems reaching 10 centimeters to one meter</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/205731/medium.jpg,Ericameria parryi,"{""Chrysothamnus parryi"":""unaccepted""}"
76899,50879,Erigeron argentatus,silver fleabane,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Erigeron argentatus</b></i> is a species of flowering plant in the family Asteraceae known by the common name <b>silver fleabane</b>. It is native to the western United States (Utah, Nevada, eastern California, northern Arizona, northwestern New Mexico, southern Colorado).</p><p><i>Erigeron argentatus</i> grows in woodlands and rocky mountainous habitat. It is a small perennial attaining a maximum height from</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/14903416/medium.jpg,Erigeron argentatus,"{""Erigeron argentatus"":""accepted""}"
76912,50879,Erigeron compositus,cut-leaf fleabane,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Erigeron compositus</b></i> is an Arctic and alpine species of fleabane in the family Asteraceae. Common names include <b>dwarf mountain fleabane</b>, <b>cutleaf daisy</b>, and <b>trifid mountain fleabane</b>.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/180456903/medium.jpg,Erigeron compositus,"{""Erigeron compositus"":""accepted""}"
76919,50879,Erigeron flagellaris,trailing fleabane,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Erigeron flagellaris</b></i> is a North American species of flowering plants in the family Asteraceae known by the common names <b>trailing fleabane</b>.</p><p><i>Erigeron flagellaris</i> is widespread across much of western North America. It has been found in western Canada (Alberta + British Columbia), the western United States (primarily the Rocky Mountains and Intermountain regions) and northern Mexico (from</p>...",https://static.inaturalist.org/photos/136937159/medium.jpg,Erigeron flagellaris,"{""Erigeron flagellaris"":""accepted""}"
76936,50879,Erigeron pumilus,Shaggy Fleabane,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Erigeron pumilus</b></i>, the <b>shaggy fleabane</b>, or <b>vernal daisy</b>, is a hairy North American species of perennial plants in the family Asteraceae.<sup class=""reference nowrap""><span title=""Page / location: 32"">: 32 </span></sup> It is widespread across much of western Canada and the western United States, from British Columbia east to Saskatchewan and south as far as Oklahoma and the San Bernardino</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/3856152/medium.jpg,Erigeron pumilus,"{""Erigeron pumilus"":""accepted""}"
76947,50879,Erigeron utahensis,Utah Fleabane,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Erigeron utahensis</b></i> is a North American species of flowering plant in the family Asteraceae known by the common name <b>Utah fleabane</b>.</p><p><i>Erigeron utahensis</i> is native to the western United States in Arizona, Utah, western Colorado, northwestern New Mexico, and southeastern California (Providence Mountains inside Mojave National Preserve in San Bernardino County).</p><p><i>Erigeron utahensis</i></p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/400061/medium.jpeg,Erigeron utahensis,"{""Erigeron utahensis"":""accepted""}"
77121,72130,Euphrosyne acerosa,copperwort,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Euphrosyne acerosa</b></i>, commonly known as <b>copperweed</b>, is a species of plant in the family Asteraceae. It is native to the south-western United States (California (Inyo Co), Nevada (Nye Co), Utah, western Colorado, Arizona and north-western New Mexico).</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/27521996/medium.jpg,Euphrosyne acerosa,"{""Oxytenia acerosa"":""unaccepted""}"
77305,55365,Grindelia squarrosa,Curlycup Gumweed,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Grindelia squarrosa</b></i>, also known as a <b>curly-top gumweed</b> or <b>curlycup gumweed</b>, is a small North American biennial or short-lived perennial plant.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/50260312/medium.jpeg,Grindelia squarrosa,"{""Grindelia squarrosa"":""accepted""}"
77311,57979,Gutierrezia microcephala,sticky snakeweed,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Gutierrezia microcephala</b></i> is a species of flowering plant in the family Asteraceae known by the common names <b>sticky snakeweed</b>, <b>threadleaf snakeweed</b>, <b>threadleaf broomweed</b>, and <b>smallhead snakeweed</b>. It is a subshrub native to the southwestern United States and northern Mexico, and can be found in arid grassland and desert sand dune habitats. It can be toxic to livestock in large</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/173332/medium.jpg,Gutierrezia microcephala,"{""Gutierrezia microcephala"":""accepted""}"
77312,57979,Gutierrezia sarothrae,Broom Snakeweed,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Gutierrezia sarothrae</b></i> is a species of flowering plant in the family Asteraceae known by the common names <b>broom snakeweed</b>, <b>broomweed</b>, <b>snakeweed</b>, and <b>matchweed</b>. It is a subshrub native to much of the western half of North America, from western Canada to northern Mexico, and can be found in a number of arid, grassland, and mountain habitats. It can be toxic to livestock in large</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/51267043/medium.jpeg,Gutierrezia sarothrae,"{""Gutierrezia sarothrae"":""accepted""}"
77360,56955,Helianthus petiolaris,prairie sunflower,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Helianthus petiolaris</b></i> is a North American plant species in the family Asteraceae, commonly known as the <b>prairie sunflower</b> or <b>lesser sunflower</b>. Naturalist and botanist Thomas Nuttall was the first to describe the prairie sunflower in 1821. The word <i>petiolaris</i> in Latin means, “having a petiole”. The species originated in Western United States, but has since expanded east. The prairie</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/61869898/medium.jpeg,Helianthus petiolaris,"{""Helianthus petiolaris"":""accepted""}"
77670,47203,Lepidium montanum,Mountain Pepperweed,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Lepidium montanum</b></i> is a species of flowering plant in the mustard family known by the common names <b>mountain pepperweed</b>, <b>mountain peppergrass</b>, <b>mountain pepperwort</b>, and <b>mountain pepperplant</b>. It is native to western North America from Oregon to Montana to northern Mexico, where it can be found in a number of habitats, often on salty or gravelly soils. There are several varieties</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/821296/medium.jpg,Lepidium montanum,"{""Lepidium montanum"":""accepted""}"
77920,72224,Machaeranthera tanacetifolia,Tahoka daisy,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Machaeranthera tanacetifolia</b></i> is a species of flowering plant in the family Asteraceae known by the common names <b>tansyleaf tansyaster</b> and <b>Tahoka daisy</b>.
</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/1452125/medium.JPG,Machaeranthera tanacetifolia,"{""Machaeranthera tanacetifolia"":""accepted""}"
77942,58028,Malacothrix sonchoides,sowthistle desert dandelion,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Malacothrix sonchoides</b></i> is a species of flowering plant in the aster family known by the common names <b>sowthistle desertdandelion</b> and <b>yellow saucers</b>. It is native to much of the western United States, where it grows in sandy substrates in habitat such as Joshua tree woodland, grassland, creosote bush scrub, and ephedra-blackbrush communities.</p><p>This species is an annual herb producing</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/14048089/medium.jpg,Malacothrix sonchoides,"{""Malacothrix sonchoides"":""accepted""}"
78326,54923,Packera multilobata,Lobeleaf Groundsel,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Packera multilobata</b></i> is a species of flowering plant in the aster family known by the common name <b>lobeleaf groundsel</b>. It is native to the western United States from California to Wyoming to New Mexico, where it is common and can be found in many habitat types.
</p><p>It is an annual or perennial herb producing a single stem or a cluster of several stems up to about half a meter tall from a taproot</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/202170337/medium.jpg,Packera multilobata,"{""Senecio multilobatus"":""unaccepted""}"
78462,72288,Petradoria pumila,Rock Goldenrod,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Petradoria</b></i> is a genus of North American subshrubs in the tribe Astereae within the family Asteraceae.</p>
<dl><dt>Species</dt></dl><p>The only known species is <i><b>Petradoria pumila</b></i>, known by the common name <b>rock goldenrod</b>. It is native to the western United States (California, Arizona, Nevada, Utah, New Mexico, Colorado, Wyoming, Idaho). It is quite common in some regions, carpeting</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/45391869/medium.jpg,Petradoria pumila,"{""Petradoria pumila"":""accepted""}"
78626,72306,Pleiacanthus spinosus,Thorny Skeletonweed,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Pleiacanthus</b></i> is a monotypic genus of flowering plants in the family Asteraceae containing the single species <i><b>Pleiacanthus spinosus</b></i> (formerly <i>Stephanomeria spinosa</i>), which is known by the common name <b>thorn skeletonweed</b>, or <b>thorny skeletonweed</b>. It is native to the western United States from Montana and Idaho to southern California and Arizona, where it grows in many types</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/52550260/medium.jpg,Pleiacanthus spinosus,"{""Stephanomeria spinosa"":""unaccepted""}"
78669,72311,Poliomintha incana,Frosted Mint,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Poliomintha incana</b></i> is a species of flowering plant in the mint family which is known as <b>frosted mint</b>.  It is native to dry and desert areas of the southwestern United States and northern Mexico. It is a strongly aromatic shrub with dark green foliage covered in small white hairs. Scattered about the foliage are fuzzy, tubular flowers in shades of light purple and blue with tiny purple spots. Frosted</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/291018149/medium.jpeg,Poliomintha incana,"{""Poliomintha incana"":""accepted""}"
78728,53186,Potentilla gracilis,slender cinquefoil,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Potentilla gracilis</b></i>, known as <b>slender cinquefoil</b>  or <b>graceful cinquefoil</b>, is a species of cinquefoil. It ranges from Alaska down the west coast of Canada and the United States, and Colorado.
</p><p>Named varieties are:
</p>
<ul><li><i>Potentilla gracilis</i> var. <i>elmeri</i> <small>(Rydb.) Jeps.</small> – combleaf cinquefoil</li>
<li><i>Potentilla gracilis</i> var. <i>flabelliformis</i></li></ul>...",https://inaturalist-open-data.s3.amazonaws.com/photos/43676602/medium.jpeg,Potentilla gracilis,"{""Potentilla gracilis"":""accepted""}"
78817,48230,Ranunculus aquatilis,common water-crowfoot,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Ranunculus aquatilis</b></i>, the <b>common water-crowfoot</b> or <b>white water-crowfoot</b>, is a plant species of the genus <i>Ranunculus</i>, native throughout most of Europe and western North America, and also northwest Africa.</p><p>This is an aquatic plant, growing in mats on the surface of water. It has branching thread-like underwater leaves and toothed floater leaves. In fast flowing water the floaters</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/61765939/medium.jpeg,Ranunculus aquatilis,"{""Ranunculus aquatilis"":""accepted""}"
78887,53438,Rosa woodsii,Woods' rose,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Rosa woodsii</b></i> is a species of wild rose known by the common names <b>Woods' rose</b>, <b>interior rose</b>, <b>common wild rose</b>, <b>mountain rose</b>, <b>pear-hip rose</b>, and <b>prairie rose</b>.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/4560367/medium.jpeg,Rosa woodsii,"{""Rosa woodsii"":""accepted""}"
79026,55735,Sedum lanceolatum,Lanceleaf Stonecrop,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Sedum lanceolatum</b></i> is a species of flowering plant in the family Crassulaceae known by the common names <b>spearleaf stonecrop</b> and <b>lanceleaf stonecrop</b>.
</p><p>It is native to western North America and occurs in western Canada and the United States. It is distributed from Alaska to Arizona and New Mexico and as far east as South Dakota and Nebraska. It grows in exposed, rocky mountainous habitat</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/137304096/medium.jpeg,Sedum lanceolatum,"{""Sedum lanceolatum"":""accepted""}"
79054,53207,Senecio spartioides,Broom-like Ragwort,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Senecio spartioides</b></i> is a species of flowering plant in the aster family known by the common name <b>broom-like ragwort</b>. It is native to the western United States as far east as the Dakotas and Texas, and northern Mexico. It can be found in dry, rocky, often disturbed areas in a number of habitat types. It is a subshrub which can exceed a meter in height, its arching stems growing from a woody-topped</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/517312/medium.jpg,Senecio spartioides,"{""Senecio spartioides"":""accepted""}"
79129,49917,Sisyrinchium idahoense,Idaho Blue-eyed Grass,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Sisyrinchium idahoense</b></i>, the <b>Idaho blue-eyed grass</b>, is a perennial that is native to western North America. It is not a true grass, but is instead in the family Iridaceae.</p>
",https://static.inaturalist.org/photos/44166115/medium.jpg,Sisyrinchium idahoense,"{""Sisyrinchium idahoense"":""accepted""}"
79331,68411,Tetradymia canescens,Spineless Horsebrush,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Tetradymia argyraea</b></i> is a species of flowering plant in the aster family known by the common names <b>spineless horsebrush</b> and <b>gray horsebrush</b>. It is native to western North America.
</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/21738340/medium.jpg,Tetradymia canescens,"{""Tetradymia canescens"":""accepted""}"
79337,72393,Tetraneuris acaulis,Stemless Four-nerved Daisy,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Tetraneuris acaulis</b></i> is a North American species of flowering plants in the sunflower family. Common names include <b>angelita daisy</b>, <b>stemless four-nerve daisy</b>, <b>stemless hymenoxys</b>, <b>butte marigold</b>, and <b>stemless rubberweed</b>.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/31700475/medium.jpeg,Tetraneuris acaulis,"{""Hymenoxys acaulis"":""unaccepted""}"
79350,64719,Thelypodium integrifolium,Telescoping Mustard,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Thelypodium integrifolium</b></i> is a species of flowering plant in the mustard family known by the common names <b>entireleaved thelypody</b> and <b>foxtail thelypodium</b>. It is native to much of the western United States, including the Great Basin and surrounding plateaus and deserts.</p><p>It occurs in several types of habitat, often growing in sandy, mineral-rich, and alkaline soils, such as those on playas</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/4529485/medium.jpeg,Thelypodium integrifolium,"{""Thelypodium integrifolium"":""accepted""}"
81159,47902,Opuntia polyacantha erinacea,Mojave Pricklypear,variety,,https://inaturalist-open-data.s3.amazonaws.com/photos/28649292/medium.jpeg,Opuntia polyacantha erinacea,"{""Opuntia erinacea"":""unaccepted""}"
84732,50879,Erigeron speciosus,aspen fleabane,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Erigeron speciosus</b></i> is a widespread North American species of flowering plants in the family Asteraceae known by the common names <b>aspen fleabane</b>, <b>garden fleabane</b>, and <b>showy fleabane</b>.</p>
<meta property=""mw:PageProp/toc"" />",https://inaturalist-open-data.s3.amazonaws.com/photos/159218891/medium.jpeg,Erigeron speciosus,"{""Erigeron speciosus"":""accepted""}"
119822,58068,Arabis hirsuta,Hairy Rockcress,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Arabis hirsuta</b></i>, known as <b>hairy rock-cress</b>, is a flowering plant of the genus <i>Arabis</i> in the family Brassicaceae. In previous North American works, this species has been broadly defined to include plants native to Europe, Asia, and the northern half of North America, but is now more often restricted to a narrower subgroup restricted to Europe.</p><p>This erect, 15–60&#160;cm (6-18 inches) high</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/70387869/medium.jpg,Arabis hirsuta,"{""Arabis hirsuta"":""accepted""}"
121785,49145,Tradescantia occidentalis,Western Spiderwort,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Tradescantia occidentalis</b></i>, the <b>prairie spiderwort</b> or <b>western spiderwort</b>, is a plant in the dayflower family, Commelinaceae.  It is common and widespread across the western Great Plains of the United States, as well as in Arizona, New Mexico, southern Utah, and Sonora, but is listed as a threatened species in Canada.</p><p>Like in a few other species of <i>Tradescantia</i>, the cells of the</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/86170967/medium.jpeg,Tradescantia occidentalis,"{""Tradescantia occidentalis"":""accepted""}"
126673,47906,Asclepias labriformis,Utah milkweed,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/293578491/medium.jpg,Asclepias labriformis,"{""Asclepias labriformis"":""accepted""}"
127740,47201,Colletidae,Plasterer Bees,family,"<p class=""mw-empty-elt"">
</p>
<p>The <b>Colletidae</b> are a family of bees, and are often referred to collectively as <b>plasterer bees</b> or <b>polyester bees</b>, due to the method of smoothing the walls of their nest cells with secretions applied with their mouthparts; these secretions dry into a cellophane-like lining. The five subfamilies, 54 genera, and over 2000 species are all (with the known exception of but one species, <i>Amphylaeus morosus</i></p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/76301778/medium.jpeg,,
143645,48939,Eriogonum racemosum,Redroot Buckwheat,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/23409262/medium.jpg,Eriogonum racemosum,"{""Eriogonum racemosum"":""accepted""}"
148049,52855,Artemisia filifolia,sand sagebrush,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Artemisia filifolia</b></i>,  known by common names including <b>sand sagebrush</b>, <b>sand sage</b>  and <b>sandhill sage</b>, is a species of flowering plant in the aster family. It is native to North America, where it occurs  from Nevada east to South Dakota and from there south to Arizona, Chihuahua, and Texas.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/8906867/medium.jpg,Artemisia filifolia,"{""Artemisia filifolia"":""accepted""}"
148119,51769,Gaillardia pinnatifida,red dome blanketflower,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Gaillardia pinnatifida</b></i>, the <b>Hopi blanketflower</b> or <b>red dome blanketflower</b>, is a perennial plant in the sunflower family (Asteraceae) found in northern Mexico  (Chihuahua, Coahuila, Durango, Sonora) and in the south-central and southwestern United States (from southwestern Kansas south to central Texas and west as far as southern Nevada).<sup class=""reference nowrap""></sup></p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/142167470/medium.jpeg,Gaillardia pinnatifida,"{""Gaillardia pinnatifida"":""accepted""}"
148148,72403,Townsendia incana,Hoary Townsend Daisy,species,,https://static.inaturalist.org/photos/4690641/medium.jpg,Townsendia incana,"{""Townsendia incana"":""accepted""}"
148294,148295,Thelypodiopsis divaricata,Candelabra Thelypody,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/3412883/medium.jpg,Thelypodiopsis divaricata,"{""Thelypodiopsis divaricata"":""accepted""}"
148426,57993,Isocoma drummondii,Drummond's Goldenbush,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Isocoma drummondii</b></i>, the <b>Drummond's goldenbush</b>, is a North American plant species in the family Asteraceae. It has been found on both sides of the Río Grande, in Tamaulipas and in southern Texas.</p><p><i>Isocoma drummondii</i> is a completely hairless shrub up to 100&#160;cm (40 inches) tall. The plant produces flower heads in clusters on the tips of branches, each head containing 22–34 disc flowers</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/2572281/medium.jpg,Isocoma drummondii,"{""Haplopappus drummondii"":""unaccepted""}"
148441,53267,Sisymbrium linifolium,flaxleaf plainsmustard,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Schoenocrambe linifolia</b></i> is a species of flowering plant in the mustard family known by the common names <b>flaxleaf plainsmustard</b>, <b>skeleton mustard</b>, and <b>Salmon River plains-mustard</b>. It is native to western North America, where it can be found from British Columbia east of the Cascade Range to Saskatchewan in Canada and south to Arizona and New Mexico in the United States. An ""extremely</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/173336/medium.jpg,Sisymbrium linifolium,"{""Schoenocrambe linifolia"":""unaccepted""}"
148983,48939,Eriogonum alatum,Winged Buckwheat,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Eriogonum alatum</b></i>, with the common names <b>winged buckwheat</b> and <b>winged eriogonum</b>, is a species of buckwheat.
</p><p>The plant is native to the western Great Plains, the Southwestern United States, and Chihuahua state in México.</p>
<meta property=""mw:PageProp/toc"" />",https://inaturalist-open-data.s3.amazonaws.com/photos/27236794/medium.jpg,Eriogonum alatum,"{""Eriogonum alatum"":""accepted""}"
148989,48939,Eriogonum gordonii,Gordon's buckwheat,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/9180228/medium.jpg,Eriogonum gordonii,"{""Eriogonum gordonii"":""accepted""}"
154651,47201,Melittidae,melittid bees,family,"<p class=""mw-empty-elt"">
</p>
<p><b>Melittidae</b> is a small bee family, with over 200 described species  in three subfamilies. The family has a limited distribution, with all described species restricted to Africa and the northern temperate zone.</p><p>Fossil melittids have been found occasionally in Eocene amber deposits, including those of Oise, France and the Baltic amber.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/8707736/medium.jpg,,
158843,49370,Astragalus bisulcatus,Two-grooved Milkvetch,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Astragalus bisulcatus</b></i>, commonly called <b>two-grooved milkvetch</b> or <b>silver-leafed milkvetch</b>, is a leafy perennial with pea-like flowers. It is native to central and western North America, and typically grows on selenium-rich soils. It accumulates selenium within its tissues, and when livestock consume it, the selenium can be toxic.</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/8047899/medium.jpg,Astragalus bisulcatus,"{""Astragalus bisulcatus"":""accepted""}"
160592,48561,Cirsium calcareum,Cainville Thistle,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/56735003/medium.jpeg,Cirsium calcareum,"{""Cirsium calcareum"":""accepted""}"
161924,122570,Dimorphocarpa wislizeni,Touristplant,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Dimorphocarpa wislizeni</b></i>, commonly known as <b>spectacle pod</b>, <b>Wislizeni's spectaclepod</b>, and <b>touristplant</b>,  is a flowering plant in the mustard family native to western North America, where it occurs in the southwestern United States as far east as Oklahoma and Texas, and Baja California, Sonora, Chihuahua, and Coahuila in Mexico.</p>


",https://inaturalist-open-data.s3.amazonaws.com/photos/33319499/medium.jpeg,Dimorphocarpa wislizeni,"{""Dithyrea wislizeni"":""invalid""}"
162452,50879,Erigeron bellidiastrum,Western Daisy Fleabane,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Erigeron bellidiastrum</b></i>, the <b>western daisy fleabane</b> or <b>sand fleabane</b>, is a species of fleabane in the family Asteraceae. It is native to northern Mexico (state of Chihuahua) and the western and central United States (western Great Plains and open sandy areas in the deserts west of the Rockies).</p><p><i>Erigeron bellidiastrum</i> is an annual or biennial herb up to 50&#160;cm (20 inches) tall</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/4712913/medium.jpg,Erigeron bellidiastrum,"{""Erigeron bellidiastrum"":""accepted""}"
162490,50879,Erigeron jonesii,Jones' Fleabane,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Erigeron jonesii</b></i> is a North American species of flowering plant in the family Asteraceae known by the common name <b>Jones's fleabane.</b> It is found primarily in Nevada and Utah, with a few populations in southern Idaho.</p><p><i>Erigeron jonesii</i> is a branching perennial herb up to 40&#160;cm (16 inches) tall, forming a large taproot. Each branch can produce 1-4 flower heads, each with up to 52 white</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/131804454/medium.jpg,Erigeron jonesii,"{""Erigeron jonesii"":""accepted""}"
162597,48939,Eriogonum corymbosum,crispleaf buckwheat,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/179297864/medium.jpg,Eriogonum corymbosum,"{""Eriogonum corymbosum"":""accepted""}"
162620,48939,Eriogonum jamesii,James' Buckwheat,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Eriogonum jamesii</b></i> is a species of wild buckwheat known by the common name <b>James' buckwheat</b> and <b>antelope sage</b>. It is native to the southwestern United States, being found in: Colorado, Utah, Arizona, Texas, New Mexico, Oklahoma, and Nebraska.
</p>
",https://inaturalist-open-data.s3.amazonaws.com/photos/10326249/medium.jpeg,Eriogonum jamesii,"{""Eriogonum jamesii"":""accepted""}"
162713,50630,Erysimum asperum,Prairie-rocket Wallflower,species,,https://inaturalist-open-data.s3.amazonaws.com/photos/196135909/medium.jpg,Erysimum asperum,"{""Erysimum asperum"":""accepted""}"
166321,48367,Penstemon angustifolius,Broadbeard Beardtongue,species,"<p class=""mw-empty-elt"">
</p>
<p><i><b>Penstemon angustifolius</b></i> is a species of flowering plant in the plantain family known by the common names <b>broadbeard beardtongue</b> and <b>narrowleaf beardtongue</b>. It is native to the west-central United States, including the Great Plains.</p><p>This species is a perennial herb with thick, waxy, gray-green stems growing up to 24 inches tall. The flowers come in shades of pink and purple. The flowers</p>...",https://inaturalist-open-data.s3.amazonaws.com/photos/72038692/medium.jpg,Penstemon angustifolius,"{""Penstemon angustifolius"":""accepted""}"
