Plot Name,Males,Females,pollinatorINatName,scientificName,plantINatName,plantScientificName,decimalLongitude,decimalLatitude,eventDate,plantINatId,pollinatorINatId
78A98,5,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.155,37.3221,2000-08-11,79054,270393
78A98,4,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.155,37.3221,2000-07-27,79054,270393
80A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Oenothera caespitosa,Oenothera caespitosa,-111.1505,37.2931,2000-05-31,78240,270393
80A98,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia,Opuntia sp.,-111.1505,37.2931,2000-05-31,47902,270393
22B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia polyacantha,Opuntia polyacantha,-111.1488,37.3221,2000-06-15,78269,270393
22B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio multilobatus,Senecio multilobatus,-111.1488,37.3221,2000-06-15,78326,270393
22B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Erigeron utahensis,Erigeron utahensis,-111.1488,37.3221,2000-07-27,76947,270393
22B98,3,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1488,37.3221,2000-07-27,79054,270393
22B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio multilobatus,Senecio multilobatus,-111.1488,37.3221,2000-05-31,78326,270393
86A98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Cryptantha flava,Cryptantha flava,-111.1456,37.3001,2000-05-16,770852,270393
86A98,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Erysimum asperum,Erysimum asperum,-111.1456,37.3001,2000-05-16,162713,270393
66B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1437,37.3066,2000-08-10,79054,270393
66B98,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1437,37.3066,2000-08-22,79054,270393
66B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Gutierrezia sarothrae,Gutierrezia sarothrae,-111.1437,37.3066,2000-07-26,77312,270393
66B98,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Calochortus aureus,Calochortus aureus,-111.1437,37.3066,2001-06-29,64408,270393
66B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Brassicaceae,Brassicaceae sp.,-111.1437,37.3066,2001-05-30,47204,270393
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Marrubium vulgare,Marrubium vulgare,-111.1437,37.3019,2002-06-05,54605,270393
86B98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea grossulariifolia,Sphaeralcea grossulariifolia,-111.1437,37.3019,2002-06-05,79176,270393
86B98,1,5,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1437,37.3019,2000-09-07,79054,270393
86B98,2,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1437,37.3019,2000-08-10,57932,270393
86B98,32,6,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1437,37.3019,2000-08-10,79054,270393
86B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Marrubium vulgare,Marrubium vulgare,-111.1437,37.3019,2000-06-16,54605,270393
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Lupinus,Lupinus sp.,-111.1437,37.3019,2000-05-16,47121,270393
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Taraxacum officinale,Taraxacum officinale,-111.1437,37.3019,2000-05-16,47602,270393
86B98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1437,37.3019,2000-09-19,79054,270393
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea,Sphaeralcea sp.,-111.1437,37.3019,2002-06-20,50154,270393
86B98,3,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1437,37.3019,2000-08-22,79054,270393
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Heterotheca villosa,Heterotheca villosa,-111.1437,37.3019,2000-07-26,77399,270393
86B98,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Ribes leptanthum,Ribes leptanthum,-111.1437,37.3019,2002-04-29,148073,270393
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Achillea millefolium,Achillea millefolium,-111.1437,37.3019,2001-06-29,52821,270393
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia,Opuntia sp.,-111.1437,37.3019,2000-05-31,47902,270393
23A99,5,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1445,37.9682,2000-09-14,57932,270393
23A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Brassicaceae,Brassicaceae sp.,-111.1445,37.9682,2000-05-25,47204,270393
23A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Melilotus officinalis,Melilotus officinalis,-111.1445,37.9682,2000-05-25,57066,270393
85A98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1424,37.2912,2000-08-10,57932,270393
85A98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1424,37.2912,2000-08-10,79054,270393
85A98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia erinacea,Opuntia erinacea,-111.1424,37.2912,2000-05-30,81159,270393
85A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio multilobatus,Senecio multilobatus,-111.1424,37.2912,2000-05-30,78326,270393
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Cirsium,Cirsium sp.,-111.1414,37.2911,2000-07-07,48561,270393
85B98,5,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Potentilla gracilis,Potentilla gracilis,-111.1414,37.2911,2000-07-07,78728,270393
85B98,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1414,37.2911,2000-09-07,79054,270393
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Cirsium vulgare,Cirsium vulgare,-111.1414,37.2911,2000-08-10,52989,270393
85B98,5,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Gutierrezia sarothrae,Gutierrezia sarothrae,-111.1414,37.2911,2000-08-10,77312,270393
85B98,8,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1414,37.2911,2000-08-10,79054,270393
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Potentilla gracilis,Potentilla gracilis,-111.1414,37.2911,2001-06-15,78728,270393
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea coccinea,Sphaeralcea coccinea,-111.1414,37.2911,2001-06-15,126671,270393
85B98,5,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Asteraceae,Asteraceae sp.,-111.1414,37.2911,2000-06-16,47604,270393
85B98,1,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Asteraceae,Asteraceae sp. (yellow),-111.1414,37.2911,2000-06-16,47604,270393
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Cirsium,Cirsium sp.,-111.1414,37.2911,2000-06-16,48561,270393
85B98,4,13,Agapostemon angelicus,Agapostemon angelicus/texanus,Ranunculus sceleratus,Ranunculus sceleratus,-111.1414,37.2911,2000-06-16,59301,270393
85B98,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Taraxacum officinale,Taraxacum officinale,-111.1414,37.2911,2000-05-16,47602,270393
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Crepis,Crepis sp.,-111.1414,37.2911,2001-07-20,54051,270393
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Machaeranthera canescens,Machaeranthera canescens,-111.1414,37.2911,2001-08-22,76655,270393
85B98,5,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1414,37.2911,2000-08-23,79054,270393
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Crepis,Crepis sp.,-111.1414,37.2911,2001-06-28,54051,270393
85B98,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Potentilla gracilis,Potentilla gracilis,-111.1414,37.2911,2001-06-28,78728,270393
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Thelypodiopsis divaricata,Thelypodiopsis divaricata,-111.1414,37.2911,2001-05-30,148294,270393
85B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Erigeron bellidiastrum,Erigeron bellidiastrum,-111.1414,37.2911,2003-07-31,162452,270393
3A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Calochortus aureus,Calochortus aureus,-111.1351,37.3002,2001-06-15,64408,270393
3A98,3,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1351,37.3002,2000-09-19,57932,270393
3B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Erigeron pumilus,Erigeron pumilus,-111.1278,37.2995,2002-06-05,76936,270393
3B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio multilobatus,Senecio multilobatus,-111.1278,37.2995,2002-06-05,78326,270393
3B98,4,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1278,37.2995,2000-09-07,57932,270393
3B98,12,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1278,37.2995,2000-08-11,57932,270393
3B98,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus parryi,Chrysothamnus parryi,-111.1278,37.2995,2003-08-15,76891,270393
3B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Achillea millefolium,Achillea millefolium,-111.1278,37.2995,2001-07-19,52821,270393
