Plot Name,Males,Females,pollinatorINatName,scientificName,plantINatName,plantScientificName,decimalLongitude,decimalLatitude,eventDate,plantINatId,pollinatorINatId
10B98,3,5,Ceratina nanula,Ceratina nanula,Gilia aggregata,Gilia aggregata,-111.3236,37.5608,2002-06-06,52142,309463
10B98,2,1,Ceratina nanula,Ceratina nanula,Heterotheca villosa,Heterotheca villosa,-111.3236,37.5608,2002-06-06,77399,309463
10B98,2,0,Ceratina nanula,Ceratina nanula,Astragalus sesquiflorus,Astragalus sesquiflorus,-111.3236,37.5608,2002-05-13,158998,309463
10B98,2,0,Ceratina nanula,Ceratina nanula,Gilia aggregata,Gilia aggregata,-111.3236,37.5608,2002-05-13,52142,309463
10B98,0,1,Ceratina nanula,Ceratina nanula,Heterotheca villosa,Heterotheca villosa,-111.3236,37.5608,2002-07-17,77399,309463
10B98,0,3,Ceratina nanula,Ceratina nanula,Heterotheca villosa,Heterotheca villosa,-111.3236,37.5608,2002-06-18,77399,309463
10B98,0,1,Ceratina nanula,Ceratina nanula,Gilia aggregata,Gilia aggregata,-111.3236,37.5608,2002-05-24,52142,309463
5B98,2,0,Ceratina nanula,Ceratina nanula,Poliomintha incana,Poliomintha incana,-111.322,37.5452,2000-05-22,78669,309463
5B98,1,0,Ceratina nanula,Ceratina nanula,Tamarix,Tamarix sp.,-111.322,37.5452,2000-05-22,51305,309463
19A99,0,8,Ceratina nanula,Ceratina nanula,Cirsium,Cirsium sp.,-111.317,37.8651,2000-08-02,48561,309463
19A99,0,14,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.317,37.8651,2000-08-02,50879,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Melilotus officinalis,Melilotus officinalis,-111.317,37.8651,2000-08-02,57066,309463
19A99,0,3,Ceratina nanula,Ceratina nanula,Veronica anagallis-aquatica,Veronica anagallis-aquatica,-111.317,37.8651,2000-08-02,57858,309463
19A99,0,5,Ceratina nanula,Ceratina nanula,Cleome lutea,Cleome lutea,-111.317,37.8651,2001-07-02,1415101,309463
19A99,6,36,Ceratina nanula,Ceratina nanula,Melilotus officinalis,Melilotus officinalis,-111.317,37.8651,2001-07-02,57066,309463
19A99,0,3,Ceratina nanula,Ceratina nanula,Veronica anagallis-aquatica,Veronica anagallis-aquatica,-111.317,37.8651,2001-07-02,57858,309463
19A99,9,11,Ceratina nanula,Ceratina nanula,Erigeron compositus,Erigeron compositus,-111.317,37.8651,2000-06-08,76912,309463
19A99,4,6,Ceratina nanula,Ceratina nanula,Melilotus officinalis,Melilotus officinalis,-111.317,37.8651,2000-06-08,57066,309463
19A99,0,2,Ceratina nanula,Ceratina nanula,Ranunculus aquatilis,Ranunculus aquatilis,-111.317,37.8651,2000-06-08,78817,309463
19A99,3,3,Ceratina nanula,Ceratina nanula,Veronica anagallis-aquatica,Veronica anagallis-aquatica,-111.317,37.8651,2000-06-08,57858,309463
19A99,5,4,Ceratina nanula,Ceratina nanula,Brassicaceae,Brassicaceae sp.,-111.317,37.8651,2001-05-10,47204,309463
19A99,1,0,Ceratina nanula,Ceratina nanula,Erysimum,Erysimum sp.,-111.317,37.8651,2001-05-10,50630,309463
19A99,2,0,Ceratina nanula,Ceratina nanula,Lesquerella intermedia,Lesquerella intermedia,-111.317,37.8651,2001-05-10,359657,309463
19A99,1,0,Ceratina nanula,Ceratina nanula,Sphaeralcea coccinea,Sphaeralcea coccinea,-111.317,37.8651,2001-05-10,126671,309463
19A99,7,0,Ceratina nanula,Ceratina nanula,Sphaeralcea,Sphaeralcea sp.,-111.317,37.8651,2001-05-10,50154,309463
19A99,3,0,Ceratina nanula,Ceratina nanula,Streptanthella longirostris,Streptanthella longirostris,-111.317,37.8651,2001-05-10,958419,309463
19A99,1,1,Ceratina nanula,Ceratina nanula,Taraxacum officinale,Taraxacum officinale,-111.317,37.8651,2001-05-10,47602,309463
19A99,1,0,Ceratina nanula,Ceratina nanula,Asteraceae,Asteraceae sp. (yellow),-111.317,37.8651,2000-07-13,47604,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Brassicaceae,Brassicaceae sp.,-111.317,37.8651,2000-07-13,47204,309463
19A99,0,4,Ceratina nanula,Ceratina nanula,Cirsium,Cirsium sp.,-111.317,37.8651,2000-07-13,48561,309463
19A99,0,8,Ceratina nanula,Ceratina nanula,Cleome lutea,Cleome lutea,-111.317,37.8651,2000-07-13,1415101,309463
19A99,6,12,Ceratina nanula,Ceratina nanula,Erigeron compositus,Erigeron compositus,-111.317,37.8651,2000-07-13,76912,309463
19A99,1,33,Ceratina nanula,Ceratina nanula,Melilotus officinalis,Melilotus officinalis,-111.317,37.8651,2000-07-13,57066,309463
19A99,1,6,Ceratina nanula,Ceratina nanula,Veronica anagallis-aquatica,Veronica anagallis-aquatica,-111.317,37.8651,2000-07-13,57858,309463
19A99,0,6,Ceratina nanula,Ceratina nanula,Asteraceae,Asteraceae sp. (purple),-111.317,37.8651,2001-09-14,47604,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Heterotheca villosa,Heterotheca villosa,-111.317,37.8651,2001-09-14,77399,309463
19A99,2,19,Ceratina nanula,Ceratina nanula,Aster chilensis,Aster chilensis,-111.317,37.8651,2000-09-15,56861,309463
19A99,0,2,Ceratina nanula,Ceratina nanula,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.317,37.8651,2000-09-15,57932,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Melilotus alba,Melilotus alba,-111.317,37.8651,2000-09-15,58907,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Taraxacum officinale,Taraxacum officinale,-111.317,37.8651,2000-09-15,47602,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Asteraceae,Asteraceae sp. (yellow),-111.317,37.8651,2000-08-18,47604,309463
19A99,0,5,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.317,37.8651,2000-08-18,50879,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Veronica anagallis-aquatica,Veronica anagallis-aquatica,-111.317,37.8651,2000-08-18,57858,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Cleome lutea,Cleome lutea,-111.317,37.8651,2001-05-25,1415101,309463
19A99,6,4,Ceratina nanula,Ceratina nanula,Sphaeralcea coccinea,Sphaeralcea coccinea,-111.317,37.8651,2001-05-25,126671,309463
19A99,8,3,Ceratina nanula,Ceratina nanula,Sphaeralcea,Sphaeralcea sp.,-111.317,37.8651,2001-05-25,50154,309463
19A99,4,5,Ceratina nanula,Ceratina nanula,Cryptantha pterocarya,Cryptantha pterocarya,-111.317,37.8651,2000-05-26,58057,309463
19A99,3,0,Ceratina nanula,Ceratina nanula,Erigeron compositus,Erigeron compositus,-111.317,37.8651,2000-05-26,76912,309463
19A99,3,2,Ceratina nanula,Ceratina nanula,Erysimum asperum,Erysimum asperum,-111.317,37.8651,2000-05-26,162713,309463
19A99,0,3,Ceratina nanula,Ceratina nanula,Lesquerella,Lesquerella sp.,-111.317,37.8651,2000-05-26,72299,309463
19A99,1,0,Ceratina nanula,Ceratina nanula,Melilotus officinalis,Melilotus officinalis,-111.317,37.8651,2000-05-26,57066,309463
19A99,2,1,Ceratina nanula,Ceratina nanula,Sphaeralcea coccinea,Sphaeralcea coccinea,-111.317,37.8651,2000-05-26,126671,309463
19A99,3,1,Ceratina nanula,Ceratina nanula,Tamarix,Tamarix sp.,-111.317,37.8651,2000-05-26,51305,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Thermopsis rhombifolia,Thermopsis rhombifolia,-111.317,37.8651,2000-05-26,169720,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Veronica anagallis-aquatica,Veronica anagallis-aquatica,-111.317,37.8651,2000-05-26,57858,309463
19A99,0,9,Ceratina nanula,Ceratina nanula,Chrysothamnus linifolius,Chrysothamnus linifolius,-111.317,37.8651,2001-08-28,330784,309463
19A99,0,3,Ceratina nanula,Ceratina nanula,Aster chilensis,Aster chilensis,-111.317,37.8651,2000-08-31,56861,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.317,37.8651,2000-08-31,57932,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Chrysothamnus,Chrysothamnus sp.,-111.317,37.8651,2000-08-31,57965,309463
19A99,0,1,Ceratina nanula,Ceratina nanula,Melilotus alba,Melilotus alba,-111.317,37.8651,2000-08-31,58907,309463
17A99,1,0,Ceratina nanula,Ceratina nanula,Hymenopappus filifolius,Hymenopappus filifolius,-111.2773,37.8994,2000-05-26,77473,309463
64B98,0,1,Ceratina nanula,Ceratina nanula,Cryptantha flava,Cryptantha flava,-111.2309,37.4833,2000-05-01,770852,309463
29A98,0,1,Ceratina nanula,Ceratina nanula,Erigeron utahensis,Erigeron utahensis,-111.2205,37.4798,2000-05-22,76947,309463
60B98,0,9,Ceratina nanula,Ceratina nanula,Aster,Aster sp.,-111.1866,37.539,2000-05-03,54903,309463
60B98,0,1,Ceratina nanula,Ceratina nanula,Brassicaceae,Brassicaceae sp. (purple),-111.1866,37.539,2000-05-03,47204,309463
60B98,1,0,Ceratina nanula,Ceratina nanula,Cryptantha flava,Cryptantha flava,-111.1866,37.539,2000-05-03,770852,309463
48A98,2,1,Ceratina nanula,Ceratina nanula,Cryptantha flava,Cryptantha flava,-111.1788,37.5322,2000-05-03,770852,309463
48A98,0,1,Ceratina nanula,Ceratina nanula,Penstemon,Penstemon sp.,-111.1788,37.5322,2000-05-03,1368667,309463
48A98,1,0,Ceratina nanula,Ceratina nanula,Hymenopappus filifolius,Hymenopappus filifolius,-111.1788,37.5322,2000-05-18,77473,309463
48A98,0,1,Ceratina nanula,Ceratina nanula,Hymenoxys acaulis,Hymenoxys acaulis,-111.1788,37.5322,2000-05-18,79337,309463
48B98,1,0,Ceratina nanula,Ceratina nanula,Cryptantha flava,Cryptantha flava,-111.1773,37.5308,2000-05-03,770852,309463
48B98,1,0,Ceratina nanula,Ceratina nanula,Gilia aggregata,Gilia aggregata,-111.1773,37.5308,2000-05-03,52142,309463
48B98,1,0,Ceratina nanula,Ceratina nanula,Sclerocactus whipplei,Sclerocactus whipplei,-111.1773,37.5308,2000-05-03,168683,309463
48B98,2,1,Ceratina nanula,Ceratina nanula,Sphaeralcea grossulariifolia,Sphaeralcea grossulariifolia,-111.1773,37.5308,2000-05-03,79176,309463
48B98,0,1,Ceratina nanula,Ceratina nanula,Chaenactis douglasii,Chaenactis douglasii,-111.1773,37.5308,2001-05-07,62682,309463
48B98,0,1,Ceratina nanula,Ceratina nanula,Sphaeralcea coccinea,Sphaeralcea coccinea,-111.1773,37.5308,2000-05-18,126671,309463
7B99,0,1,Ceratina nanula,Ceratina nanula,Thelesperma subnudum,Thelesperma subnudum,-111.1682,37.7876,2001-06-07,148146,309463
7B99,0,2,Ceratina nanula,Ceratina nanula,Asteraceae,Asteraceae sp. (yellow),-111.1682,37.7876,2000-05-25,47604,309463
7B99,1,1,Ceratina nanula,Ceratina nanula,Stanleya pinnata,Stanleya pinnata,-111.1682,37.7876,2000-05-25,58087,309463
22A98,0,1,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.1573,37.3229,2000-07-06,50879,309463
22A98,0,2,Ceratina nanula,Ceratina nanula,Senecio multilobatus,Senecio multilobatus,-111.1573,37.3229,2000-07-06,78326,309463
22A98,0,1,Ceratina nanula,Ceratina nanula,Taraxacum officinale,Taraxacum officinale,-111.1573,37.3229,2000-09-06,47602,309463
22A98,0,18,Ceratina nanula,Ceratina nanula,Aster chilensis,Aster chilensis,-111.1573,37.3229,2000-08-11,56861,309463
22A98,6,34,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.1573,37.3229,2000-08-11,79054,309463
22A98,1,0,Ceratina nanula,Ceratina nanula,Erigeron compositus,Erigeron compositus,-111.1573,37.3229,2000-06-15,76912,309463
22A98,0,2,Ceratina nanula,Ceratina nanula,Eriogonum ovalifolium,Eriogonum ovalifolium,-111.1573,37.3229,2000-06-15,48938,309463
22A98,0,1,Ceratina nanula,Ceratina nanula,Senecio multilobatus,Senecio multilobatus,-111.1573,37.3229,2000-06-15,78326,309463
22A98,1,5,Ceratina nanula,Ceratina nanula,Aster chilensis,Aster chilensis,-111.1573,37.3229,2000-08-22,56861,309463
22A98,7,15,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.1573,37.3229,2000-08-22,79054,309463
22A98,0,1,Ceratina nanula,Ceratina nanula,Taraxacum officinale,Taraxacum officinale,-111.1573,37.3229,2000-08-22,47602,309463
22A98,0,6,Ceratina nanula,Ceratina nanula,Erigeron utahensis,Erigeron utahensis,-111.1573,37.3229,2000-07-27,76947,309463
22A98,0,12,Ceratina nanula,Ceratina nanula,Penstemon eatonii,Penstemon eatonii,-111.1573,37.3229,2000-07-27,68537,309463
22A98,0,7,Ceratina nanula,Ceratina nanula,Penstemon utahensis,Penstemon utahensis,-111.1573,37.3229,2000-07-27,68578,309463
22A98,2,3,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.1573,37.3229,2000-07-27,79054,309463
22A98,1,0,Ceratina nanula,Ceratina nanula,Cymopterus lemmonii,Cymopterus lemmonii,-111.1573,37.3229,2000-05-31,1046829,309463
22A98,1,1,Ceratina nanula,Ceratina nanula,Erigeron utahensis,Erigeron utahensis,-111.1573,37.3229,2000-05-31,76947,309463
22A98,1,3,Ceratina nanula,Ceratina nanula,Senecio multilobatus,Senecio multilobatus,-111.1573,37.3229,2000-05-31,78326,309463
84B98,0,1,Ceratina nanula,Ceratina nanula,Senecio multilobatus,Senecio multilobatus,-111.1571,37.2983,2002-09-04,78326,309463
84B98,0,1,Ceratina nanula,Ceratina nanula,Achillea millefolium,Achillea millefolium,-111.1571,37.2983,2002-06-05,52821,309463
84B98,1,0,Ceratina nanula,Ceratina nanula,Heterotheca villosa,Heterotheca villosa,-111.1571,37.2983,2002-06-05,77399,309463
84B98,0,1,Ceratina nanula,Ceratina nanula,Mentzelia,Mentzelia sp.,-111.1571,37.2983,2002-06-05,1261940,309463
84B98,12,2,Ceratina nanula,Ceratina nanula,Phacelia hastata,Phacelia hastata,-111.1571,37.2983,2002-06-05,59982,309463
84B98,1,4,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.1571,37.2983,2000-08-10,79054,309463
84B98,0,3,Ceratina nanula,Ceratina nanula,Cirsium,Cirsium sp.,-111.1571,37.2983,2000-06-14,48561,309463
84B98,1,2,Ceratina nanula,Ceratina nanula,Cirsium,Cirsium sp.,-111.1571,37.2983,2002-08-15,48561,309463
84B98,0,1,Ceratina nanula,Ceratina nanula,Erigeron compositus,Erigeron compositus,-111.1571,37.2983,2000-05-16,76912,309463
84B98,0,7,Ceratina nanula,Ceratina nanula,Asteraceae,Asteraceae sp.,-111.1571,37.2983,2002-06-20,47604,309463
84B98,0,1,Ceratina nanula,Ceratina nanula,Cirsium calcareum,Cirsium calcareum,-111.1571,37.2983,2002-06-20,160592,309463
84B98,0,1,Ceratina nanula,Ceratina nanula,Phacelia heterophylla,Phacelia heterophylla,-111.1571,37.2983,2002-06-20,78488,309463
84B98,0,1,Ceratina nanula,Ceratina nanula,Rosa woodsii,Rosa woodsii,-111.1571,37.2983,2002-06-20,78887,309463
84B98,1,0,Ceratina nanula,Ceratina nanula,Sphaeralcea,Sphaeralcea sp.,-111.1571,37.2983,2002-06-20,50154,309463
84B98,1,6,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.1571,37.2983,2000-08-23,79054,309463
84B98,0,1,Ceratina nanula,Ceratina nanula,Taraxacum officinale,Taraxacum officinale,-111.1571,37.2983,2002-05-23,47602,309463
84B98,0,1,Ceratina nanula,Ceratina nanula,Senecio multilobatus,Senecio multilobatus,-111.1571,37.2983,2002-09-24,78326,309463
84B98,0,1,Ceratina nanula,Ceratina nanula,Viguiera multiflora,Viguiera multiflora,-111.1571,37.2983,2002-09-24,80926,309463
84B98,0,2,Ceratina nanula,Ceratina nanula,Cirsium,Cirsium sp.,-111.1571,37.2983,2000-07-26,48561,309463
84B98,1,1,Ceratina nanula,Ceratina nanula,Allium bisceptrum,Allium bisceptrum,-111.1571,37.2983,2000-05-31,75338,309463
84B98,0,2,Ceratina nanula,Ceratina nanula,Gilia aggregata,Gilia aggregata,-111.1571,37.2983,2000-05-31,52142,309463
84B98,1,1,Ceratina nanula,Ceratina nanula,Penstemon eatonii,Penstemon eatonii,-111.1571,37.2983,2000-05-31,68537,309463
84B98,0,1,Ceratina nanula,Ceratina nanula,Phacelia heterophylla,Phacelia heterophylla,-111.1571,37.2983,2000-05-31,78488,309463
84B98,0,4,Ceratina nanula,Ceratina nanula,Senecio multilobatus,Senecio multilobatus,-111.1571,37.2983,2000-05-31,78326,309463
78A98,0,1,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.155,37.3221,2002-06-05,50879,309463
78A98,1,3,Ceratina nanula,Ceratina nanula,Eriogonum ovalifolium,Eriogonum ovalifolium,-111.155,37.3221,2002-06-05,48938,309463
78A98,0,1,Ceratina nanula,Ceratina nanula,Gilia aggregata,Gilia aggregata,-111.155,37.3221,2002-06-05,52142,309463
78A98,1,1,Ceratina nanula,Ceratina nanula,Eriogonum,Eriogonum sp.,-111.155,37.3221,2000-07-06,1112641,309463
78A98,0,1,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.155,37.3221,2000-09-06,79054,309463
78A98,0,1,Ceratina nanula,Ceratina nanula,Taraxacum officinale,Taraxacum officinale,-111.155,37.3221,2002-05-09,47602,309463
78A98,7,45,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.155,37.3221,2000-08-11,79054,309463
78A98,1,1,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.155,37.3221,2002-08-15,50879,309463
78A98,0,1,Ceratina nanula,Ceratina nanula,Machaeranthera canescens,Machaeranthera canescens,-111.155,37.3221,2002-08-15,76655,309463
78A98,4,22,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.155,37.3221,2002-07-16,50879,309463
78A98,5,15,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.155,37.3221,2002-06-20,50879,309463
78A98,2,14,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.155,37.3221,2000-08-22,79054,309463
78A98,6,34,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.155,37.3221,2000-07-27,79054,309463
78A98,1,2,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.155,37.3221,2001-05-30,50879,309463
78A98,0,2,Ceratina nanula,Ceratina nanula,Senecio multilobatus,Senecio multilobatus,-111.155,37.3221,2001-05-30,78326,309463
78A98,1,0,Ceratina nanula,Ceratina nanula,Cryptantha,Cryptantha sp.,-111.155,37.3221,2000-05-31,51694,309463
80A98,1,0,Ceratina nanula,Ceratina nanula,Asteraceae,Asteraceae sp. (yellow),-111.1505,37.2931,2000-07-07,47604,309463
80A98,0,1,Ceratina nanula,Ceratina nanula,Penstemon eatonii,Penstemon eatonii,-111.1505,37.2931,2000-07-07,68537,309463
80A98,0,5,Ceratina nanula,Ceratina nanula,Penstemon utahensis,Penstemon utahensis,-111.1505,37.2931,2000-07-07,68578,309463
80A98,1,6,Ceratina nanula,Ceratina nanula,Asteraceae,Asteraceae sp. (yellow),-111.1505,37.2931,2000-08-10,47604,309463
80A98,0,2,Ceratina nanula,Ceratina nanula,Gutierrezia microcephala,Gutierrezia microcephala,-111.1505,37.2931,2000-08-10,77311,309463
80A98,1,0,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.1505,37.2931,2000-06-14,50879,309463
80A98,0,2,Ceratina nanula,Ceratina nanula,Penstemon eatonii,Penstemon eatonii,-111.1505,37.2931,2000-06-14,68537,309463
80A98,0,4,Ceratina nanula,Ceratina nanula,Penstemon,Penstemon sp. (purple),-111.1505,37.2931,2000-06-14,1368667,309463
80A98,0,3,Ceratina nanula,Ceratina nanula,Senecio multilobatus,Senecio multilobatus,-111.1505,37.2931,2000-06-14,78326,309463
80A98,1,4,Ceratina nanula,Ceratina nanula,Asteraceae,Asteraceae sp. (yellow),-111.1505,37.2931,2000-07-26,47604,309463
80A98,1,4,Ceratina nanula,Ceratina nanula,Gutierrezia microcephala,Gutierrezia microcephala,-111.1505,37.2931,2000-07-26,77311,309463
80A98,0,4,Ceratina nanula,Ceratina nanula,Gutierrezia sarothrae,Gutierrezia sarothrae,-111.1505,37.2931,2000-07-26,77312,309463
80A98,0,1,Ceratina nanula,Ceratina nanula,Opuntia,Opuntia sp.,-111.1505,37.2931,2000-05-31,47902,309463
80A98,1,4,Ceratina nanula,Ceratina nanula,Senecio multilobatus,Senecio multilobatus,-111.1505,37.2931,2000-05-31,78326,309463
22B98,0,1,Ceratina nanula,Ceratina nanula,Gutierrezia,Gutierrezia sp.,-111.1488,37.3221,2001-08-02,57979,309463
22B98,17,7,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.1488,37.3221,2002-06-05,50879,309463
22B98,0,2,Ceratina nanula,Ceratina nanula,Opuntia polyacantha,Opuntia polyacantha,-111.1488,37.3221,2002-06-05,78269,309463
22B98,1,1,Ceratina nanula,Ceratina nanula,Asteraceae,Asteraceae sp. (yellow),-111.1488,37.3221,2000-07-06,47604,309463
22B98,2,7,Ceratina nanula,Ceratina nanula,Eriogonum ovalifolium,Eriogonum ovalifolium,-111.1488,37.3221,2000-07-06,48938,309463
22B98,0,1,Ceratina nanula,Ceratina nanula,Cryptantha pterocarya,Cryptantha pterocarya,-111.1488,37.3221,2000-06-15,58057,309463
22B98,8,20,Ceratina nanula,Ceratina nanula,Erigeron compositus,Erigeron compositus,-111.1488,37.3221,2000-06-15,76912,309463
22B98,1,5,Ceratina nanula,Ceratina nanula,Eriogonum ovalifolium,Eriogonum ovalifolium,-111.1488,37.3221,2000-06-15,48938,309463
22B98,0,4,Ceratina nanula,Ceratina nanula,Hymenopappus filifolius,Hymenopappus filifolius,-111.1488,37.3221,2000-06-15,77473,309463
22B98,3,2,Ceratina nanula,Ceratina nanula,Senecio multilobatus,Senecio multilobatus,-111.1488,37.3221,2000-06-15,78326,309463
22B98,0,1,Ceratina nanula,Ceratina nanula,Achillea millefolium,Achillea millefolium,-111.1488,37.3221,2002-07-16,52821,309463
22B98,0,3,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.1488,37.3221,2002-07-16,50879,309463
22B98,0,1,Ceratina nanula,Ceratina nanula,Asteraceae,Asteraceae sp. (yellow),-111.1488,37.3221,2001-07-20,47604,309463
22B98,1,5,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.1488,37.3221,2002-06-20,50879,309463
22B98,0,1,Ceratina nanula,Ceratina nanula,Opuntia polyacantha,Opuntia polyacantha,-111.1488,37.3221,2002-06-20,78269,309463
22B98,0,1,Ceratina nanula,Ceratina nanula,Rosa woodsii,Rosa woodsii,-111.1488,37.3221,2002-06-20,78887,309463
22B98,0,2,Ceratina nanula,Ceratina nanula,Erigeron utahensis,Erigeron utahensis,-111.1488,37.3221,2000-07-27,76947,309463
22B98,1,10,Ceratina nanula,Ceratina nanula,Penstemon eatonii,Penstemon eatonii,-111.1488,37.3221,2000-07-27,68537,309463
22B98,1,2,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.1488,37.3221,2000-07-27,79054,309463
22B98,1,0,Ceratina nanula,Ceratina nanula,Erysimum asperum,Erysimum asperum,-111.1488,37.3221,2001-05-30,162713,309463
22B98,3,0,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.1488,37.3221,2000-05-31,50879,309463
22B98,0,1,Ceratina nanula,Ceratina nanula,Opuntia,Opuntia sp.,-111.1488,37.3221,2000-05-31,47902,309463
22B98,1,7,Ceratina nanula,Ceratina nanula,Senecio multilobatus,Senecio multilobatus,-111.1488,37.3221,2000-05-31,78326,309463
86A98,2,0,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.1456,37.3001,2000-07-07,50879,309463
86A98,0,6,Ceratina nanula,Ceratina nanula,Calochortus aureus,Calochortus aureus,-111.1456,37.3001,2000-06-16,64408,309463
86A98,0,6,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.1456,37.3001,2000-06-16,50879,309463
86A98,0,2,Ceratina nanula,Ceratina nanula,Delphinium andersonii,Delphinium andersonii,-111.1456,37.3001,2000-05-31,76621,309463
86A98,0,1,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.1456,37.3001,2000-05-31,50879,309463
86A98,0,1,Ceratina nanula,Ceratina nanula,Erysimum asperum,Erysimum asperum,-111.1456,37.3001,2000-05-31,162713,309463
86A98,0,1,Ceratina nanula,Ceratina nanula,Penstemon eatonii,Penstemon eatonii,-111.1456,37.3001,2000-05-31,68537,309463
66B98,0,1,Ceratina nanula,Ceratina nanula,Asteraceae,Asteraceae sp. (yellow),-111.1437,37.3066,2001-08-02,47604,309463
66B98,2,0,Ceratina nanula,Ceratina nanula,Erigeron utahensis,Erigeron utahensis,-111.1437,37.3066,2000-07-06,76947,309463
66B98,8,22,Ceratina nanula,Ceratina nanula,Gutierrezia sarothrae,Gutierrezia sarothrae,-111.1437,37.3066,2000-08-10,77312,309463
66B98,1,4,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.1437,37.3066,2000-08-10,79054,309463
66B98,16,34,Ceratina nanula,Ceratina nanula,Gutierrezia sarothrae,Gutierrezia sarothrae,-111.1437,37.3066,2000-08-22,77312,309463
66B98,3,24,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.1437,37.3066,2000-08-22,79054,309463
66B98,0,1,Ceratina nanula,Ceratina nanula,Erigeron,Erigeron sp.,-111.1437,37.3066,2000-07-26,50879,309463
66B98,0,22,Ceratina nanula,Ceratina nanula,Gutierrezia sarothrae,Gutierrezia sarothrae,-111.1437,37.3066,2000-07-26,77312,309463
66B98,0,1,Ceratina nanula,Ceratina nanula,Calochortus aureus,Calochortus aureus,-111.1437,37.3066,2001-06-29,64408,309463
66B98,0,1,Ceratina nanula,Ceratina nanula,Penstemon comarrhenus,Penstemon comarrhenus,-111.1437,37.3066,2001-06-29,166339,309463
66B98,1,0,Ceratina nanula,Ceratina nanula,Cryptantha pterocarya,Cryptantha pterocarya,-111.1437,37.3066,2000-05-31,58057,309463
66B98,0,1,Ceratina nanula,Ceratina nanula,Erigeron compositus,Erigeron compositus,-111.1437,37.3066,2000-05-31,76912,309463
66B98,0,1,Ceratina nanula,Ceratina nanula,Senecio multilobatus,Senecio multilobatus,-111.1437,37.3066,2000-05-31,78326,309463
86B98,0,2,Ceratina nanula,Ceratina nanula,Erigeron bellidiastrum,Erigeron bellidiastrum,-111.1437,37.3019,2003-07-02,162452,309463
86B98,0,3,Ceratina nanula,Ceratina nanula,Heterotheca villosa,Heterotheca villosa,-111.1437,37.3019,2003-07-02,77399,309463
86B98,0,1,Ceratina nanula,Ceratina nanula,Penstemon comarrhenus,Penstemon comarrhenus,-111.1437,37.3019,2003-07-02,166339,309463
86B98,0,1,Ceratina nanula,Ceratina nanula,Erigeron bellidiastrum,Erigeron bellidiastrum,-111.1437,37.3019,2003-09-03,162452,309463
86B98,0,1,Ceratina nanula,Ceratina nanula,Heterotheca villosa,Heterotheca villosa,-111.1437,37.3019,2003-09-03,77399,309463
86B98,0,1,Ceratina nanula,Ceratina nanula,Senecio spartioides,Senecio spartioides,-111.1437,37.3019,2003-09-03,79054,309463
