id,parentId,iNaturalistTaxonName,commonName,rank,iNaturalistTaxonImage,taxonName,names
59261,47604,Calendula,marigolds,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/12977/medium.jpg,,
59314,48699,Ligusticum,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/202227841/medium.jpg,,
59524,59525,Xerophyllum tenax,common beargrass,species,https://inaturalist-open-data.s3.amazonaws.com/photos/78914789/medium.jpeg,Xerophyllum tenax,"{""Xerophyllum tenax"":""accepted""}"
59772,48150,Mertensia,Bluebell,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/93374/medium.jpg,,"{""Mertensia"":""accepted""}"
59780,49646,Pedicularis groenlandica,Elephant's-Head lousewort,species,https://inaturalist-open-data.s3.amazonaws.com/photos/13622/medium.jpg,Pedicularis groenlandica,"{""Pedicularis groenlandica"":""accepted""}"
59936,50651,Nemophila maculata,fivespot,species,https://static.inaturalist.org/photos/35314001/medium.jpg,Nemophila maculata,"{""Nemophila maculata"":""accepted""}"
59982,49347,Phacelia hastata,Silverleaf phacelia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/18740133/medium.jpg,Phacelia hastata,"{""Phacelia hastata"":""accepted""}"
60126,48699,Cicuta,water hemlocks,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/14180/medium.jpg,,
60128,48699,Oenanthe,Water-dropworts,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/28810031/medium.jpg,,
60242,49340,Castilleja campestris,Vernal Pool Paintbrush,species,https://inaturalist-open-data.s3.amazonaws.com/photos/6974873/medium.jpg,Castilleja campestris,"{""Castilleja campestris"":""accepted""}"
60483,50646,Orthocarpus imbricatus,mountain owl's clover,species,https://inaturalist-open-data.s3.amazonaws.com/photos/219717394/medium.jpg,Orthocarpus imbricatus,"{""Orthocarpus imbricatus"":""accepted""}"
60490,51309,Linum lewisii,Lewis flax,species,https://inaturalist-open-data.s3.amazonaws.com/photos/14428/medium.jpg,Linum lewisii,"{""Linum lewisii"":""accepted""}"
60500,60502,Veratrum californicum,Corn Lily,species,https://static.inaturalist.org/photos/96971645/medium.jpg,Veratrum californicum,"{""Veratrum californicum"":""accepted""}"
60532,49646,Pedicularis attollens,Little Elephant's Head,species,https://inaturalist-open-data.s3.amazonaws.com/photos/14530/medium.jpg,Pedicularis attollens,"{""Pedicularis attolens"":""unaccepted"",""Pedicularis attollens"":""accepted""}"
60970,47604,Jaumea,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/16764/medium.jpg,,
60988,60992,Cardionema ramosissimum,Sandcarpet,species,https://inaturalist-open-data.s3.amazonaws.com/photos/43382/medium.jpg,Cardionema ramosissimum,"{""Cardionema ramosissimum"":""accepted""}"
61182,47122,Thermopsis,Goldenbanners,genus,https://static.inaturalist.org/photos/29668/medium.jpg,,"{""Thermopsis"":""accepted""}"
61191,47327,Calochortus uniflorus,Pink star-tulip,species,https://inaturalist-open-data.s3.amazonaws.com/photos/294389/medium.jpg,Calochortus uniflorus,"{""Calochortus uniflorus"":""accepted""}"
61400,47604,Osteospermum,boneseed daisies,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/170901053/medium.jpeg,,
61472,55731,Spergularia macrotheca,Sticky Sand-Spurrey,species,https://inaturalist-open-data.s3.amazonaws.com/photos/24731290/medium.jpg,Spergularia macrotheca,"{""Spergularia macrotheca"":""accepted""}"
62021,47148,Filipendula,dropworts and meadowsweets,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/250490622/medium.jpg,,
62206,48797,Alcea,hollyhocks,genus,https://static.inaturalist.org/photos/153872572/medium.jpg,,
62218,62219,Camassia leichtlinii,Leichtlin's Camassia,species,https://static.inaturalist.org/photos/38919809/medium.jpg,Camassia leichtlinii,"{""Camassia leichtlinii"":""accepted""}"
62220,62219,Camassia quamash,small camas,species,https://inaturalist-open-data.s3.amazonaws.com/photos/6447829/medium.jpeg,Camassia quamash,"{""Camassia quamash"":""accepted""}"
62227,49674,Ceanothus integerrimus,deerbrush ceanothus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/214987048/medium.jpeg,Ceanothus integerrimus,"{""Ceanothus integerrimus"":""accepted""}"
62228,49674,Ceanothus cordulatus,mountain whitethorn,species,https://inaturalist-open-data.s3.amazonaws.com/photos/162503/medium.jpg,Ceanothus cordulatus,"{""Ceanothus cordulatus"":""accepted""}"
62236,62232,Chimaphila umbellata,pipsissewa,species,https://inaturalist-open-data.s3.amazonaws.com/photos/56335220/medium.jpeg,Chimaphila umbellata,"{""Chimaphila umbellata"":""accepted""}"
62267,47604,Balsamorhiza,balsamroots,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/30540/medium.jpg,,"{""Balsamorhiza"":""accepted""}"
62308,53921,Mentzelia laevicaulis,Giant Blazingstar,species,https://inaturalist-open-data.s3.amazonaws.com/photos/177653/medium.jpg,Mentzelia laevicaulis,"{""Mentzelia laevicaulis"":""accepted""}"
62695,50646,Orthocarpus cuspidatus,Toothed Owl's Clover,species,https://inaturalist-open-data.s3.amazonaws.com/photos/293663667/medium.jpg,Orthocarpus cuspidatus,"{""Orthocarpus cuspidatus"":""accepted""}"
63311,47327,Calochortus macrocarpus,Sagebrush Mariposa Lily,species,https://inaturalist-open-data.s3.amazonaws.com/photos/18656/medium.jpg,Calochortus macrocarpus,"{""Calochortus macrocarpus"":""accepted""}"
63552,47122,Dalea,prairie clovers,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/19047/medium.jpg,,"{""Dalea"":""accepted""}"
63605,48797,Fremontodendron,Flannelbushes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/188626699/medium.jpeg,,
63977,52377,Cercocarpus betuloides,Birchleaf Mountain Mahogany,species,https://inaturalist-open-data.s3.amazonaws.com/photos/127572967/medium.jpg,Cercocarpus betuloides,"{""Cercocarpus betuloides"":""accepted""}"
64043,49674,Ceanothus velutinus,Snowbrush Ceanothus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/112668740/medium.jpeg,Ceanothus velutinus,"{""Ceanothus velutinus"":""accepted""}"
64204,56932,Cuscuta salina,Salt Flats Dodder,species,https://inaturalist-open-data.s3.amazonaws.com/photos/19937/medium.jpg,Cuscuta salina,"{""Cuscuta salina"":""accepted""}"
64332,64192,Kickxia elatine,Sharp-leaved Fluellen,species,https://inaturalist-open-data.s3.amazonaws.com/photos/8816411/medium.jpg,Kickxia elatine,"{""Kickxia elatine"":""accepted""}"
64336,47122,Acmispon,deervetch,genus,https://static.inaturalist.org/photos/699816/medium.jpg,,
67758,48699,Coriandrum,,genus,https://static.inaturalist.org/photos/43452511/medium.jpg,,"{""Coriandrum"":""accepted""}"
67804,60457,Purshia tridentata,Antelope Bitterbrush,species,https://inaturalist-open-data.s3.amazonaws.com/photos/133190825/medium.jpeg,Purshia tridentata,"{""Purshia tridentata"":""accepted""}"
68008,48699,Smyrnium,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/24104/medium.jpg,,
68049,47179,Arctostaphylos uva-ursi,bearberry,species,https://static.inaturalist.org/photos/181302737/medium.jpeg,Arctostaphylos uva-ursi,"{""Arctostaphylos adenotricha"":""unaccepted"",""Arctostaphylos uva-ursi"":""accepted""}"
68088,47574,Juniperus occidentalis,western juniper,species,https://static.inaturalist.org/photos/102448572/medium.jpg,Juniperus occidentalis,"{""Juniperus occidentalis"":""accepted""}"
68563,47604,Cosmos,,genus,https://static.inaturalist.org/photos/18652423/medium.jpg,,"{""Cosmos"":""accepted""}"
70395,49340,Castilleja applegatei,wavyleaf paintbrush,species,https://inaturalist-open-data.s3.amazonaws.com/photos/160349589/medium.jpg,Castilleja applegatei,"{""Castilleja applegatei"":""accepted""}"
71152,49347,Phacelia corymbosa,serpentine phacelia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/199847620/medium.jpeg,Phacelia corymbosa,"{""Phacelia corymbosa"":""accepted""}"
72012,47604,Blepharipappus,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/3864075/medium.jpg,,
72157,48150,Hackelia,Stickseeds,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/81727718/medium.jpeg,,"{""Hackelia"":""accepted""}"
72203,47693,Kelloggia,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/151009/medium.jpg,,
72232,51816,Melaleuca,bottlebrushes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/85025893/medium.jpg,,
72290,48699,Petroselinum,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/2869732/medium.JPG,,
72389,47604,Tagetes,marigolds,genus,https://static.inaturalist.org/photos/50221906/medium.jpeg,,
75505,47179,Arctostaphylos columbiana,Columbia manzanita,species,https://inaturalist-open-data.s3.amazonaws.com/photos/814361/medium.jpg,Arctostaphylos columbiana,"{""Arctostaphylos columbiana"":""accepted""}"
75509,47179,Arctostaphylos densiflora,vine hill manzanita,species,https://inaturalist-open-data.s3.amazonaws.com/photos/10803354/medium.jpg,Arctostaphylos densiflora,"{""Arctostaphylos densiflora"":""accepted""}"
75537,47179,Arctostaphylos patula,greenleaf manzanita,species,https://inaturalist-open-data.s3.amazonaws.com/photos/6337211/medium.jpg,Arctostaphylos patula,"{""Arctostaphylos patula"":""accepted""}"
75862,68214,Boykinia major,Mountain Brookfoam,species,https://inaturalist-open-data.s3.amazonaws.com/photos/202910/medium.jpg,Boykinia major,"{""Boykinia major"":""accepted""}"
76157,49340,Castilleja tenuis,Hairy Indian Paintbrush,species,https://inaturalist-open-data.s3.amazonaws.com/photos/151638/medium.jpg,Castilleja tenuis,"{""Castilleja tenuis"":""accepted""}"
76179,49674,Ceanothus impressus,Santa Barbara Ceanothus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/204678/medium.jpg,Ceanothus impressus,"{""Ceanothus impressus"":""accepted""}"
76192,49674,Ceanothus prostratus,Mahala mat,species,https://static.inaturalist.org/photos/206470135/medium.jpg,Ceanothus prostratus,"{""Ceanothus prostratus"":""accepted""}"
76409,47324,Collinsia grandiflora,Giant Blue-eyed Mary,species,https://static.inaturalist.org/photos/19082966/medium.jpeg,Collinsia grandiflora,"{""Collinsia grandiflora"":""accepted""}"
76411,47324,Collinsia linearis,narrowleaf blue-eyed Mary,species,https://inaturalist-open-data.s3.amazonaws.com/photos/195098811/medium.jpg,Collinsia linearis,"{""Collinsia linearis"":""accepted""}"
76447,47193,Cornus nuttallii,Pacific Dogwood,species,https://inaturalist-open-data.s3.amazonaws.com/photos/22606935/medium.jpeg,Cornus nuttallii,"{""Cornus nuttallii"":""accepted""}"
76541,55425,Cucurbita pepo,American pumpkin,species,https://static.inaturalist.org/photos/43575581/medium.jpeg,Cucurbita pepo,"{""Cucurbita pepo"":""accepted""}"
76686,60089,Downingia yina,Cascade Calicoflower,species,https://inaturalist-open-data.s3.amazonaws.com/photos/3458476/medium.jpg,Downingia yina,"{""Downingia yina"":""accepted""}"
76860,72117,Eremogone congesta,ballhead sandwort,species,https://inaturalist-open-data.s3.amazonaws.com/photos/244725283/medium.jpg,Eremogone congesta,"{""Eremogone congesta"":""accepted""}"
77156,53424,Frangula purshiana,Cascara,species,https://inaturalist-open-data.s3.amazonaws.com/photos/70995836/medium.jpg,Frangula purshiana,"{""Frangula purshiana"":""accepted""}"
77469,72187,Hydrophyllum capitatum,ballhead waterleaf,species,https://inaturalist-open-data.s3.amazonaws.com/photos/112087/medium.jpg,Hydrophyllum capitatum,"{""Hydrophyllum capitatum"":""accepted""}"
77470,72187,Hydrophyllum fendleri,Fendler's Waterleaf,species,https://inaturalist-open-data.s3.amazonaws.com/photos/112950/medium.jpg,Hydrophyllum fendleri,"{""Hydrophyllum fendleri"":""accepted""}"
77472,72187,Hydrophyllum tenuipes,Pacific Waterleaf,species,https://static.inaturalist.org/photos/8008230/medium.jpg,Hydrophyllum tenuipes,"{""Hydrophyllum tenuipes"":""accepted""}"
77791,50800,Lithophragma parviflorum,smallflower woodland star,species,https://inaturalist-open-data.s3.amazonaws.com/photos/277498/medium.jpg,Lithophragma parviflorum,"{""Lithophragma parviflorum"":""accepted""}"
77792,50800,Lithophragma tenellum,slender woodland star,species,https://inaturalist-open-data.s3.amazonaws.com/photos/203160/medium.jpg,Lithophragma tenellum,"{""Lithophragma tenellum"":""accepted""}"
77960,53145,Marah oregana,coastal manroot,species,https://static.inaturalist.org/photos/8198366/medium.jpeg,Marah oregana,"{""Marah oregana"":""accepted"",""Marah oreganus"":""unaccepted""}"
78245,48626,Oenothera primiveris,desert evening-primrose,species,https://inaturalist-open-data.s3.amazonaws.com/photos/31603788/medium.jpg,Oenothera primiveris,"{""Oenothera primiveris"":""accepted""}"
78289,50646,Orthocarpus bracteosus,Rosy Owl's-clover,species,https://inaturalist-open-data.s3.amazonaws.com/photos/203926491/medium.jpg,Orthocarpus bracteosus,"{""Orthocarpus bracteosus"":""accepted""}"
78372,49646,Pedicularis racemosa,Sickletop Lousewort,species,https://static.inaturalist.org/photos/302947846/medium.jpg,Pedicularis racemosa,"{""Pedicularis racemosa"":""accepted""}"
78488,49347,Phacelia heterophylla,virgate scorpionweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/284105750/medium.jpeg,Phacelia heterophylla,"{""Phacelia heterophylla"":""accepted""}"
78499,49347,Phacelia linearis,Linearleaf Phacelia,species,https://static.inaturalist.org/photos/119594837/medium.jpg,Phacelia linearis,"{""Phacelia linearis"":""accepted""}"
78518,49347,Phacelia procera,Tall Phacelia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/9101591/medium.jpeg,Phacelia procera,"{""Phacelia procera"":""accepted""}"
79380,49650,Toxicoscordion paniculatum,foothill deathcamas,species,https://inaturalist-open-data.s3.amazonaws.com/photos/39489862/medium.jpeg,Toxicoscordion paniculatum,"{""Toxicoscordion paniculatum"":""accepted"",""Zigadenus paniculatus"":""unaccepted""}"
79452,51086,Triteleia grandiflora,large-flowered triteleia,species,https://static.inaturalist.org/photos/76347134/medium.jpeg,Triteleia grandiflora,"{""Triteleia grandiflora"":""accepted""}"
79477,56161,Valeriana sitchensis,Sitka valerian,species,https://inaturalist-open-data.s3.amazonaws.com/photos/456354/medium.jpg,Valeriana sitchensis,"{""Valeriana sitchensis"":""accepted""}"
84036,51890,Hylotelephium,Live-forever,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/119448388/medium.jpg,,
85314,48623,Physostegia,dragonheads and obedient plants,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/47079/medium.jpg,,
85368,47122,Swainsona,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/73515585/medium.jpg,,
118536,47599,Drimia,poison squills,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/65770546/medium.png,,
119451,133387,Calluna,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/252997/medium.jpg,,"{""Calluna"":""accepted""}"
127187,47122,Securigera,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/3677294/medium.JPG,,
128204,49340,Castilleja hispida,harsh indian paintbrush,species,https://inaturalist-open-data.s3.amazonaws.com/photos/43820742/medium.jpg,Castilleja hispida,"{""Castilleja hispida"":""accepted""}"
128799,47148,Aronia,chokeberries,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/190750358/medium.jpeg,,
128848,53303,Tolmiea menziesii,Youth-on-Age,species,https://inaturalist-open-data.s3.amazonaws.com/photos/67836460/medium.jpg,Tolmiea menziesii,"{""Tolmiea menziesii"":""accepted""}"
131624,48699,Astrantia,masterwort,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/306917/medium.jpg,,
133366,133368,Cotinus coggygria,Smokebush,species,https://inaturalist-open-data.s3.amazonaws.com/photos/281020949/medium.jpg,Cotinus coggygria,"{""Cotinus coggygria"":""accepted""}"
139450,47122,Caragana,peashrubs,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/637288/medium.jpg,,
145602,48382,Fagopyrum,,genus,https://static.inaturalist.org/photos/19301198/medium.jpg,,"{""Fagopyrum"":""accepted""}"
159696,47327,Calochortus subalpinus,subalpine mariposa lily,species,https://inaturalist-open-data.s3.amazonaws.com/photos/191923/medium.jpg,Calochortus subalpinus,"{""Calochortus subalpinus"":""accepted""}"
159729,62219,Camassia cusickii,Cusick's Camas,species,https://inaturalist-open-data.s3.amazonaws.com/photos/6017646/medium.jpg,Camassia cusickii,"{""Camassia cusickii"":""accepted""}"
159730,62219,Camassia howellii,Howell's camas,species,https://inaturalist-open-data.s3.amazonaws.com/photos/879273/medium.jpg,Camassia howellii,"{""Camassia howellii"":""accepted""}"
160222,49340,Castilleja septentrionalis,Labrador Indian-paintbrush,species,https://inaturalist-open-data.s3.amazonaws.com/photos/81421717/medium.jpg,Castilleja septentrionalis,"{""Castilleja sulphurea"":""unaccepted""}"
165493,61885,Moehringia lateriflora,bluntleaf sandwort,species,https://static.inaturalist.org/photos/41872236/medium.jpg,Moehringia lateriflora,"{""Moehringia lateriflora"":""accepted""}"
166591,49347,Phacelia lutea,yellow phacelia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/6476690/medium.jpeg,Phacelia lutea,"{""Phacelia lutea"":""accepted""}"
168704,53914,Scutellaria angustifolia,Narrowleaf Skullcap,species,https://inaturalist-open-data.s3.amazonaws.com/photos/6871076/medium.jpg,Scutellaria angustifolia,"{""Scutellaria angustifolia"":""accepted""}"
169787,72400,Tonella floribunda,large-flowered tonella,species,https://inaturalist-open-data.s3.amazonaws.com/photos/4695574/medium.jpeg,Tonella floribunda,"{""Tonella floribunda"":""accepted""}"
170303,153104,Weigela florida,Old Fashioned Weigela,species,https://inaturalist-open-data.s3.amazonaws.com/photos/119710285/medium.jpeg,Weigela florida,"{""Weigela florida"":""accepted""}"
204212,48231,Ficaria,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/115612911/medium.jpg,,
205330,53145,Marah fabacea,California manroot,species,https://inaturalist-open-data.s3.amazonaws.com/photos/315143723/medium.jpeg,Marah fabacea,"{""Marah fabacea"":""accepted"",""Marah fabaceus"":""unaccepted""}"
223927,156851,Lippia graveolens,Mexican Oregano,species,https://static.inaturalist.org/photos/2570162/medium.JPG,Lippia graveolens,"{""Lippia graveolens"":""accepted""}"
235283,47789,Clarkia amoena caurina,Northwestern Farewell-to-Spring,subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/8884456/medium.jpg,Clarkia amoena caurina,"{""Clarkia amoena caurina"":""accepted""}"
319974,319976,Erythranthe cardinalis,scarlet monkeyflower,species,https://static.inaturalist.org/photos/223307305/medium.jpg,Erythranthe cardinalis,"{""Erythranthe cardinalis"":""accepted""}"
347733,47604,Eriophyllinae,,subtribe,https://inaturalist-open-data.s3.amazonaws.com/photos/1683170/medium.jpg,Eriophyllinae,"{""Eriophyllinae"":""accepted""}"
372376,372380,Sixalix atropurpurea,Sweet scabious,species,https://inaturalist-open-data.s3.amazonaws.com/photos/70978513/medium.jpg,Sixalix atropurpurea,"{""Scabiosa atropurpurea"":""unaccepted""}"
425377,48150,Glandora,,genus,https://static.inaturalist.org/photos/7804734/medium.jpeg,,
470643,319976,Erythranthe guttata,seep monkeyflower,species,https://static.inaturalist.org/photos/1242791/medium.,Erythranthe guttata,"{""Erythranthe guttata"":""accepted"",""Mimulus guttatus"":""unaccepted""}"
503715,157750,Diplacus nanus,Dwarf Purple Monkeyflower,species,https://inaturalist-open-data.s3.amazonaws.com/photos/17949/medium.jpg,Diplacus nanus,"{""Mimulus nanus"":""unaccepted""}"
537967,51287,Bellardia viscosa,Yellow Glandweed,species,https://static.inaturalist.org/photos/31449/medium.jpg,Bellardia viscosa,"{""Bellardia viscosa"":""accepted""}"
558819,47604,Hypochaeridinae,,subtribe,https://static.inaturalist.org/photos/211189955/medium.jpg,Hypochaeridinae,"{""Hypochaeridinae"":""accepted""}"
574731,47204,Brassiceae,,tribe,https://inaturalist-open-data.s3.amazonaws.com/photos/31686756/medium.jpeg,Brassiceae,"{""Brassiceae"":""accepted""}"
590726,48626,Oenothera lindheimeri,clockweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/106545467/medium.jpg,Oenothera lindheimeri,"{""Oenothera lindheimeri"":""accepted""}"
632705,47604,Microseridinae,,subtribe,https://inaturalist-open-data.s3.amazonaws.com/photos/470630/medium.jpg,Microseridinae,"{""Microseridinae"":""accepted""}"
738395,51611,Veronica,,subgenus,https://inaturalist-open-data.s3.amazonaws.com/photos/41778846/medium.jpg,Veronica,"{""Veronica"":""accepted""}"
743344,53984,Digitalis,,section,https://inaturalist-open-data.s3.amazonaws.com/photos/6308657/medium.jpeg,Digitalis,"{""Digitalis"":""accepted""}"
769101,48150,Adelinia,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/115399263/medium.jpg,,
777190,319976,Erythranthe lewisii,Lewis' monkeyflower,species,https://static.inaturalist.org/photos/6637187/medium.jpg,Erythranthe lewisii,"{""Mimulus lewisii"":""unaccepted"",""Erythranthe lewisii"":""accepted""}"
836863,514665,Sabulina douglasii,Douglas' stitchwort,species,https://inaturalist-open-data.s3.amazonaws.com/photos/14107428/medium.jpg,Sabulina douglasii,"{""Sabulina douglasii"":""accepted""}"
895040,48623,Betonica,Betonies,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/43442051/medium.jpg,,
964919,47701,Geranium,Section Geranium,section,https://inaturalist-open-data.s3.amazonaws.com/photos/8416265/medium.jpeg,Geranium,"{""Geranium"":""accepted""}"
999668,48039,Lobelia,Typical Lobelias,section,https://inaturalist-open-data.s3.amazonaws.com/photos/28818025/medium.jpg,Lobelia,"{""Lobelia"":""accepted""}"
999677,48039,Plagiobotrys,,section,https://inaturalist-open-data.s3.amazonaws.com/photos/52214204/medium.jpeg,Plagiobotrys,"{""Plagiobotrys"":""accepted""}"
1023136,47758,Oxalis,,section,https://inaturalist-open-data.s3.amazonaws.com/photos/60226313/medium.jpg,Oxalis,"{""Oxalis"":""accepted""}"
1096206,57011,Helianthemum,,section,https://inaturalist-open-data.s3.amazonaws.com/photos/69139260/medium.jpeg,Helianthemum,"{""Helianthemum"":""accepted""}"
1152869,49340,Castilleja collegiorum,Collegial Paintbrush,species,https://inaturalist-open-data.s3.amazonaws.com/photos/113842763/medium.jpg,Castilleja collegiorum,"{""Castilleja collegiorum"":""accepted""}"
1237164,53453,Salix,,section,https://inaturalist-open-data.s3.amazonaws.com/photos/59393301/medium.jpeg,Salix,"{""Salix"":""accepted""}"
1441528,50791,Linaria,,section,https://static.inaturalist.org/photos/43706398/medium.jpg,Linaria,"{""Linaria"":""accepted""}"
1468923,72171,Hesperochiron nanus,meadow stars,species,https://inaturalist-open-data.s3.amazonaws.com/photos/10190066/medium.jpg,Hesperochiron nanus,"{""Hesperochiron californicus"":""unaccepted""}"
1503792,52761,Hypericum,Section hypericum,section,https://inaturalist-open-data.s3.amazonaws.com/photos/137549606/medium.jpg,Hypericum,"{""Hypericum"":""accepted""}"
47203,47204,Lepidium,Pepperweeds,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/59023843/medium.jpg,,"{""Lepidium"":""accepted""}"
47361,47362,Apocynum,dogbanes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11721228/medium.jpg,,"{""Apocynum"":""accepted""}"
47603,47604,Taraxacum,dandelions,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/106557104/medium.jpg,,
47906,47362,Asclepias,milkweeds,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/17220682/medium.jpg,,"{""Asclepias"":""accepted""}"
48152,48153,Cynoglossum officinale,hound's-tongue,species,https://inaturalist-open-data.s3.amazonaws.com/photos/8222191/medium.jpg,Cynoglossum officinale,"{""Cynoglossum officinale"":""accepted""}"
48160,47604,Centaurea,knapweeds,genus,https://static.inaturalist.org/photos/120728958/medium.jpeg,,
48225,48226,Eschscholzia californica,California poppy,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1233073/medium.,Eschscholzia californica,"{""Eschscholzia californica"":""accepted""}"
48229,48230,Ranunculus repens,Creeping buttercup,species,https://inaturalist-open-data.s3.amazonaws.com/photos/38652836/medium.jpeg,Ranunculus repens,"{""Ranunculus repens"":""accepted""}"
48243,47604,Wyethia,mule's ears,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/13836/medium.jpg,,"{""Wyethia"":""accepted""}"
48258,47727,Acer circinatum,Vine Maple,species,https://inaturalist-open-data.s3.amazonaws.com/photos/78597312/medium.jpeg,Acer circinatum,"{""Acer circinatum"":""accepted""}"
48349,48353,Vaccinium ovatum,Evergreen Huckleberry,species,https://inaturalist-open-data.s3.amazonaws.com/photos/4845/medium.jpg,Vaccinium ovatum,"{""Vaccinium ovatum"":""accepted""}"
48441,48442,Gaultheria shallon,salal,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1142/medium.jpg,Gaultheria shallon,"{""Gaultheria shallon"":""accepted""}"
48538,48539,Cytisus scoparius,Scotch Broom,species,https://inaturalist-open-data.s3.amazonaws.com/photos/188819005/medium.jpg,Cytisus scoparius,"{""Cytisus scoparius"":""accepted""}"
48561,47604,Cirsium,Plume Thistles,genus,https://static.inaturalist.org/photos/59587162/medium.jpg,,"{""Cirsium"":""accepted""}"
48624,48623,Nepeta,catmints,genus,https://static.inaturalist.org/photos/24782442/medium.jpeg,,"{""Nepeta"":""accepted""}"
48628,47604,Echinacea,coneflowers,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/112531814/medium.jpg,,"{""Echinacea"":""accepted""}"
48678,47604,Solidago,goldenrods,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/145658304/medium.jpg,,
48690,47604,Liatris,blazing-stars,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/50267/medium.jpg,,"{""Liatris"":""accepted""}"
48795,48798,Sidalcea malviflora,checkerbloom,species,https://inaturalist-open-data.s3.amazonaws.com/photos/962/medium.jpg,Sidalcea malviflora,"{""Sidalcea malviflora"":""accepted""}"
48972,48382,Polygonum,knotweeds,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/227072695/medium.jpg,,
49038,47604,Hymenoxys,Rubberweeds,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/400042/medium.jpg,,"{""Hymenoxys"":""accepted""}"
49130,49131,Myosotis scorpioides,water forget-me-not,species,https://inaturalist-open-data.s3.amazonaws.com/photos/199155526/medium.jpg,Myosotis scorpioides,"{""Myosotis scorpioides"":""accepted""}"
49652,47204,Cardamine,Bittercresses and Toothworts,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/17401/medium.jpg,,"{""Cardamine"":""accepted""}"
50299,47148,Fragaria,strawberries,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/56019786/medium.jpg,,"{""Fragaria"":""accepted""}"
50320,50321,Lathyrus vestitus,Pacific pea,species,https://inaturalist-open-data.s3.amazonaws.com/photos/2381/medium.jpg,Lathyrus vestitus,"{""Lathyrus vestitus"":""accepted""}"
50630,47204,Erysimum,Wallflowers,genus,https://static.inaturalist.org/photos/63101390/medium.jpeg,,"{""Erysimum"":""accepted""}"
50644,48623,Salvia,Sages,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11963995/medium.jpg,,"{""Salvia"":""accepted""}"
50710,47589,Cypripedium californicum,California Lady's Slipper,species,https://inaturalist-open-data.s3.amazonaws.com/photos/209054149/medium.jpeg,Cypripedium californicum,"{""Cypripedium californicum"":""accepted""}"
50790,50791,Linaria vulgaris,common toadflax,species,https://inaturalist-open-data.s3.amazonaws.com/photos/239184795/medium.jpeg,Linaria vulgaris,"{""Linaria vulgaris"":""accepted""}"
50876,50877,Layia platyglossa,tidy tips,species,https://inaturalist-open-data.s3.amazonaws.com/photos/2826/medium.jpg,Layia platyglossa,"{""Layia platyglossa"":""accepted""}"
