id,parentId,iNaturalistTaxonName,commonName,rank,iNaturalistTaxonImage,taxonName,names
130384,47604,Heliopsis,Oxeyes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/163686195/medium.jpg,,
131623,131624,Astrantia major,great masterwort,species,https://inaturalist-open-data.s3.amazonaws.com/photos/306917/medium.jpg,Astrantia major,"{""Astrantia major"":""accepted""}"
132450,47604,Zinnia,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/200450/medium.jpg,,
132452,47604,Tithonia,Mexican Sunflowers,genus,https://static.inaturalist.org/photos/517847/medium.jpg,,
132527,53438,Rosa acicularis,Prickly Wild Rose,species,https://inaturalist-open-data.s3.amazonaws.com/photos/239648254/medium.jpeg,Rosa acicularis,"{""Rosa acicularis"":""accepted""}"
133072,47604,Tephroseris,Fleaworts,genus,https://static.inaturalist.org/photos/143310/medium.jpg,,
138470,61182,Thermopsis montana,Mountain goldenbean,species,https://inaturalist-open-data.s3.amazonaws.com/photos/821829/medium.jpg,Thermopsis montana,"{""Thermopsis montana"":""accepted""}"
141767,141768,Veronicastrum virginicum,Culver's root,species,https://inaturalist-open-data.s3.amazonaws.com/photos/2173863/medium.jpg,Veronicastrum virginicum,"{""Veronicastrum virginicum"":""accepted""}"
145601,145602,Fagopyrum esculentum,Common Buckwheat,species,https://inaturalist-open-data.s3.amazonaws.com/photos/170935901/medium.jpg,Fagopyrum esculentum,"{""Fagopyrum esculentum"":""accepted""}"
145736,47604,Ligularia,Leopard plants,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/64127312/medium.jpeg,,
146900,59772,Mertensia paniculata,Tall Bluebell,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1036127/medium.jpg,Mertensia paniculata,"{""Mertensia paniculata"":""accepted""}"
153479,48493,Delphinium menziesii,Menzies' Larkspur,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1876985/medium.jpg,Delphinium menziesii,"{""Delphinium menziesii"":""accepted""}"
156638,48150,Pentaglottis,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/275390/medium.jpg,,
156879,47148,Argentina,Silverweeds,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/54317947/medium.jpeg,,
157117,47604,Columbiadoria,Hall's goldenweeds,genus,https://static.inaturalist.org/photos/23384229/medium.jpg,,
157593,48382,Koenigia,,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/402832/medium.jpg,,
157619,48623,Hyssopus,Hyssops,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/946911/medium.jpg,,
158871,49370,Astragalus cusickii,Cusick's Milkvetch,species,https://inaturalist-open-data.s3.amazonaws.com/photos/47681626/medium.jpeg,Astragalus cusickii,"{""Astragalus cusickii"":""accepted""}"
158984,49370,Astragalus reventiformis,Yakima Milkvetch,species,https://static.inaturalist.org/photos/204019405/medium.jpeg,Astragalus reventiformis,"{""Astragalus reventiformis"":""accepted""}"
159027,49370,Astragalus tweedyi,Tweedy's Milkvetch,species,https://static.inaturalist.org/photos/39828304/medium.jpg,Astragalus tweedyi,"{""Astragalus tweedyi"":""accepted""}"
159139,62267,Balsamorhiza incana,Hoary Balsamroot,species,https://inaturalist-open-data.s3.amazonaws.com/photos/922076/medium.JPG,Balsamorhiza incana,"{""Balsamorhiza incana"":""accepted""}"
159727,56031,Calystegia spithamaea,Low False Bindweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/8430111/medium.jpg,Calystegia spithamaea,"{""Calystegia spithamaea"":""accepted""}"
159827,139450,Caragana arborescens,Siberian peashrub,species,https://inaturalist-open-data.s3.amazonaws.com/photos/637288/medium.jpg,Caragana arborescens,"{""Caragana arborescens"":""accepted""}"
161415,48153,Cynoglossum amabile,Chinese forget-me-not,species,https://static.inaturalist.org/photos/503450/medium.JPG,Cynoglossum amabile,"{""Cynoglossum amabile"":""accepted""}"
161582,58465,Dahlia pinnata,Garden Dahlia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/92314247/medium.jpeg,Dahlia pinnata,"{""Dahlia pinnata"":""accepted""}"
162707,57628,Eryngium maritimum,Sea Holly,species,https://static.inaturalist.org/photos/20954963/medium.jpeg,Eryngium maritimum,"{""Eryngium maritimum"":""accepted""}"
162709,57628,Eryngium petiolatum,Oregon Coyote-Thistle,species,https://inaturalist-open-data.s3.amazonaws.com/photos/8733220/medium.jpeg,Eryngium petiolatum,"{""Eryngium petiolatum"":""accepted""}"
163908,84036,Hylotelephium spectabile,Iceplant,species,https://inaturalist-open-data.s3.amazonaws.com/photos/2801856/medium.jpg,Hylotelephium spectabile,"{""Hylotelephium spectabile"":""accepted""}"
164720,55343,Lomatium columbianum,Columbia Desert Parsley,species,https://inaturalist-open-data.s3.amazonaws.com/photos/3071610/medium.JPG,Lomatium columbianum,"{""Lomatium columbianum"":""accepted""}"
164834,47436,Lotus pedunculatus,greater bird's-foot-trefoil,species,https://inaturalist-open-data.s3.amazonaws.com/photos/684854/medium.JPG,Lotus pedunculatus,"{""Lotus pedunculatus"":""accepted""}"
164879,47121,Lupinus bingenensis,Bingen Lupine,species,https://static.inaturalist.org/photos/8046758/medium.jpg,Lupinus bingenensis,"{""Lupinus bingenensis"":""accepted""}"
164915,47121,Lupinus oreganus,Kincaid's Lupine,species,https://inaturalist-open-data.s3.amazonaws.com/photos/8010639/medium.jpg,Lupinus oreganus,"{""Lupinus sulphureus kincaidii"":""unaccepted""}"
164926,47121,Lupinus sericeus,Silky Lupine,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1899633/medium.jpg,Lupinus sericeus,"{""Lupinus sericeus"":""accepted""}"
166947,49139,Plagiobothrys figuratus,Fragrant Popcornflower,species,https://inaturalist-open-data.s3.amazonaws.com/photos/199271847/medium.jpg,Plagiobothrys figuratus,"{""Plagiobothrys figuratus"":""accepted""}"
166953,49139,Plagiobothrys scouleri,Scouler's popcornflower,species,https://inaturalist-open-data.s3.amazonaws.com/photos/39265719/medium.jpeg,Plagiobothrys scouleri,"{""Plagiobothrys scouleri"":""accepted""}"
168939,48798,Sidalcea campestris,Meadow Checker-mallow,species,https://inaturalist-open-data.s3.amazonaws.com/photos/3907847/medium.JPG,Sidalcea campestris,"{""Sidalcea campestris"":""accepted""}"
168944,48798,Sidalcea nelsoniana,Nelson's checkermallow,species,https://inaturalist-open-data.s3.amazonaws.com/photos/18230741/medium.jpg,Sidalcea nelsoniana,"{""Sidalcea nelsoniana"":""accepted""}"
198885,49230,Amelanchier ovalis,Snowy Mespilus,species,https://static.inaturalist.org/photos/38402738/medium.jpeg,Amelanchier ovalis,"{""Amelanchier ovalis"":""accepted""}"
203680,47604,Pilosella,mouse ear hawkweeds,genus,https://static.inaturalist.org/photos/42518355/medium.jpg,,
204321,204212,Ficaria verna,lesser celandine,species,https://inaturalist-open-data.s3.amazonaws.com/photos/7034063/medium.jpg,Ficaria verna,"{""Ficaria verna"":""accepted""}"
209325,53376,Cotoneaster microphyllus,Rockspray Cotoneaster,species,https://inaturalist-open-data.s3.amazonaws.com/photos/24987497/medium.jpeg,Cotoneaster microphyllus,"{""Cotoneaster microphyllus"":""accepted""}"
322591,49347,Phacelia hastata alpina,,variety,https://inaturalist-open-data.s3.amazonaws.com/photos/46293843/medium.jpeg,Phacelia hastata alpina,"{""Phacelia hastata alpina"":""accepted""}"
337822,48681,Spiraea nipponica,Snowmound Spirea,species,https://inaturalist-open-data.s3.amazonaws.com/photos/39760760/medium.jpg,Spiraea nipponica,"{""Spiraea nipponica"":""accepted""}"
366916,48442,Gaultheria mucronata,Prickly Heath,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1076901/medium.jpg,Gaultheria mucronata,"{""Gaultheria mucronata"":""accepted""}"
379255,48382,Reynoutria,,genus,https://static.inaturalist.org/photos/7065992/medium.jpg,,
460577,47351,Prunus pendula,Weeping Cherry,species,https://inaturalist-open-data.s3.amazonaws.com/photos/2069820/medium.jpg,Prunus pendula,"{""Prunus pendula"":""accepted""}"
469472,54500,Malus domestica,apple,species,https://inaturalist-open-data.s3.amazonaws.com/photos/268437/medium.jpg,Malus domestica,"{""Malus pumila"":""unaccepted""}"
526815,48673,Pediomelum tenuiflorum,Slimflower Scurfpea,species,https://inaturalist-open-data.s3.amazonaws.com/photos/3929498/medium.JPG,Pediomelum tenuiflorum,"{""Psoralidium tenuiflorum"":""unaccepted""}"
630955,47201,Anthophila,Bees,epifamily,https://inaturalist-open-data.s3.amazonaws.com/photos/153272738/medium.jpg,,
704166,52836,Angelica capitellata,ranger buttons,species,https://inaturalist-open-data.s3.amazonaws.com/photos/15595998/medium.jpg,Angelica capitellata,"{""Sphenosciadium capitellatum"":""unaccepted""}"
708344,425377,Glandora diffusa,purple gromwell,species,https://static.inaturalist.org/photos/2087140/medium.jpg,Glandora diffusa,"{""Lithodora diffusa"":""unaccepted""}"
711824,55776,Erica,European Heaths,section,https://inaturalist-open-data.s3.amazonaws.com/photos/111978070/medium.jpeg,Erica,"{""Erica"":""accepted""}"
786014,61400,Calendula,Marigold Boneseeds,section,,Calendula,"{""Calendula"":""accepted""}"
840804,64336,Acmispon wrightii,Wright's Deervetch,species,https://inaturalist-open-data.s3.amazonaws.com/photos/49810029/medium.jpeg,Acmispon wrightii,"{""Lotus wrightii"":""unaccepted""}"
868292,118536,Hyacinthoides,Hyacinth Poison Squills,section,,Hyacinthoides,"{""Hyacinthoides"":""accepted""}"
906118,895040,Betonica officinalis,common hedge-nettle,species,https://inaturalist-open-data.s3.amazonaws.com/photos/4785/medium.jpg,Betonica officinalis,"{""Betonica officinalis"":""accepted""}"
933429,64336,Acmispon decumbens,Sierra Lotus,species,https://inaturalist-open-data.s3.amazonaws.com/photos/42115318/medium.jpg,Acmispon decumbens,"{""Acmispon nevadensis"":""unaccepted"",""Lotus nevadensis"":""unaccepted""}"
967289,51876,Trifolium,,subgenus,https://inaturalist-open-data.s3.amazonaws.com/photos/89739687/medium.jpg,Trifolium,"{""Trifolium"":""accepted""}"
1112641,48939,Eriogonum,,subgenus,https://static.inaturalist.org/photos/22485494/medium.jpg,Eriogonum,"{""Eriogonum"":""accepted""}"
1112899,50199,Chaenactis,,section,https://inaturalist-open-data.s3.amazonaws.com/photos/2318/medium.jpg,Chaenactis,"{""Chaenactis"":""accepted""}"
1241012,48798,Sidalcea virgata,Rose Checkermallow,species,https://inaturalist-open-data.s3.amazonaws.com/photos/2019110/medium.jpg,Sidalcea virgata,"{""Sidalcea malviflora virgata"":""unaccepted""}"
1365503,48230,Ranunculus,Subgenus Ranunculus,subgenus,https://inaturalist-open-data.s3.amazonaws.com/photos/10889214/medium.jpeg,Ranunculus,"{""Ranunculus"":""accepted""}"
1368667,48367,Penstemon,,section,https://static.inaturalist.org/photos/81514371/medium.jpeg,Penstemon,"{""Penstemon"":""accepted""}"
1374155,49145,Tradescantia,,subgenus,https://static.inaturalist.org/photos/6371288/medium.jpg,Tradescantia,"{""Tradescantia"":""accepted""}"
1392361,50829,Viola,,subsection,https://inaturalist-open-data.s3.amazonaws.com/photos/192219717/medium.jpeg,Viola,"{""Viola"":""accepted""}"
1398783,49877,Clematis,,subgenus,https://inaturalist-open-data.s3.amazonaws.com/photos/154714030/medium.jpeg,Clematis,"{""Clematis"":""accepted""}"
1439845,49917,Sisyrinchium,,section,https://static.inaturalist.org/photos/6636612/medium.jpg,Sisyrinchium,"{""Sisyrinchium"":""accepted""}"
1445421,48493,Delphinium,Subgenus Delphinium,subgenus,https://inaturalist-open-data.s3.amazonaws.com/photos/134024124/medium.jpeg,Delphinium,"{""Delphinium"":""accepted""}"
1447328,55735,Sedum,Section Sedum,subgenus,https://inaturalist-open-data.s3.amazonaws.com/photos/142326888/medium.jpeg,Sedum,"{""Sedum"":""accepted""}"
1511486,53438,Rosa,,section,https://inaturalist-open-data.s3.amazonaws.com/photos/44737719/medium.jpeg,Rosa,"{""Rosa"":""accepted""}"
1520640,769101,Adelinia grandis,Pacific hound's tongue,species,https://inaturalist-open-data.s3.amazonaws.com/photos/28874/medium.jpg,Adelinia grandis,"{""Cynoglossum grande"":""unaccepted""}"
47221,630955,Apidae,"Honey Bees, Bumble Bees, and Allies",family,https://inaturalist-open-data.s3.amazonaws.com/photos/45462820/medium.jpg,,
47359,47361,Apocynum androsaemifolium,spreading dogbane,species,https://inaturalist-open-data.s3.amazonaws.com/photos/375675/medium.jpg,Apocynum androsaemifolium,"{""Apocynum androsaemifolium"":""accepted""}"
47435,47436,Lotus corniculatus,bird's-foot trefoil,species,https://inaturalist-open-data.s3.amazonaws.com/photos/47159330/medium.jpeg,Lotus corniculatus,"{""Lotus corniculatus"":""accepted""}"
47543,47544,Rubus spectabilis,Salmonberry,species,https://inaturalist-open-data.s3.amazonaws.com/photos/313742389/medium.jpg,Rubus spectabilis,"{""Rubus spectabilis"":""accepted""}"
47911,47906,Asclepias syriaca,common milkweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/73191225/medium.jpg,Asclepias syriaca,"{""Asclepias syriaca"":""accepted""}"
48622,48624,Nepeta cataria,Catnip,species,https://inaturalist-open-data.s3.amazonaws.com/photos/4209829/medium.JPG,Nepeta cataria,"{""Nepeta cataria"":""accepted""}"
48938,48939,Eriogonum ovalifolium,cushion buckwheat,species,https://inaturalist-open-data.s3.amazonaws.com/photos/59406699/medium.jpeg,Eriogonum ovalifolium,"{""Eriogonum ovalifolium"":""accepted""}"
49037,49038,Hymenoxys hoopesii,owlsclaws,species,https://inaturalist-open-data.s3.amazonaws.com/photos/448964/medium.jpg,Hymenoxys hoopesii,"{""Hymenoxys hoopesii"":""accepted""}"
49707,630955,Halictidae,Sweat Bees,family,https://inaturalist-open-data.s3.amazonaws.com/photos/19744145/medium.jpg,,
49918,49917,Sisyrinchium bellum,western blue-eyed grass,species,https://inaturalist-open-data.s3.amazonaws.com/photos/3188172/medium.JPG,Sisyrinchium bellum,"{""Sisyrinchium bellum"":""accepted""}"
50298,50299,Fragaria vesca,woodland strawberry,species,https://inaturalist-open-data.s3.amazonaws.com/photos/134106423/medium.jpg,Fragaria vesca,"{""Fragaria vesca"":""accepted""}"
50798,48243,Wyethia amplexicaulis,northern mule's ears,species,https://static.inaturalist.org/photos/22875336/medium.jpg,Wyethia amplexicaulis,"{""Wyethia amplexicaulis"":""accepted""}"
50878,50879,Erigeron glaucus,seaside daisy,species,https://inaturalist-open-data.s3.amazonaws.com/photos/100620/medium.jpg,Erigeron glaucus,"{""Erigeron glaucus"":""accepted""}"
50987,50988,Lasthenia californica,California goldfields,species,https://inaturalist-open-data.s3.amazonaws.com/photos/7229972/medium.jpeg,Lasthenia californica,"{""Lasthenia californica"":""accepted""}"
51049,51051,Dicentra formosa formosa,,subspecies,https://static.inaturalist.org/photos/483887/medium.jpg,Dicentra formosa formosa,"{""Dicentra formosa formosa"":""accepted""}"
51646,47544,Rubus parviflorus,thimbleberry,species,https://inaturalist-open-data.s3.amazonaws.com/photos/26833062/medium.jpeg,Rubus parviflorus,"{""Rubus parviflorus"":""accepted""}"
51691,47121,Lupinus albifrons,Silver Bush Lupine,species,https://inaturalist-open-data.s3.amazonaws.com/photos/27217/medium.JPG,Lupinus albifrons,"{""Lupinus albifrons"":""accepted""}"
51738,50644,Salvia officinalis,garden sage,species,https://inaturalist-open-data.s3.amazonaws.com/photos/119990591/medium.jpeg,Salvia officinalis,"{""Salvia officinalis"":""accepted""}"
51768,51769,Gaillardia pulchella,Indian blanket,species,https://inaturalist-open-data.s3.amazonaws.com/photos/75102458/medium.jpg,Gaillardia pulchella,"{""Gaillardia pulchella"":""accepted""}"
51861,48367,Penstemon heterophyllus,Bunchleaf Penstemon,species,https://inaturalist-open-data.s3.amazonaws.com/photos/130602283/medium.jpg,Penstemon heterophyllus,"{""Penstemon heterophyllus"":""accepted""}"
52162,52163,Cakile edentula,American searocket,species,https://inaturalist-open-data.s3.amazonaws.com/photos/29074/medium.jpg,Cakile edentula,"{""Cakile edentula"":""accepted""}"
52181,52182,Monardella villosa,Coyote Mint,species,https://static.inaturalist.org/photos/208293365/medium.jpeg,Monardella villosa,"{""Monardella villosa"":""accepted""}"
52287,52288,Borago officinalis,Borage,species,https://static.inaturalist.org/photos/60861953/medium.jpg,Borago officinalis,"{""Borago officinalis"":""accepted"",""Borage"":""unaccepted""}"
52586,52587,Silybum marianum,milk thistle,species,https://static.inaturalist.org/photos/6078409/medium.jpeg,Silybum marianum,"{""Silybum marianum"":""accepted""}"
52764,52765,Prunella vulgaris,common selfheal,species,https://inaturalist-open-data.s3.amazonaws.com/photos/65409387/medium.jpg,Prunella vulgaris,"{""Prunella vulgaris"":""accepted""}"
52777,630955,Megachilidae,"Mason, Leafcutter, Carder, and Resin Bees",family,https://static.inaturalist.org/photos/98816292/medium.jpg,,
52833,52834,Anaphalis margaritacea,pearly everlasting,species,https://inaturalist-open-data.s3.amazonaws.com/photos/116351/medium.jpg,Anaphalis margaritacea,"{""Anaphalis margaritacea"":""accepted""}"
52838,52842,Anthemis arvensis,Corn Chamomile,species,https://inaturalist-open-data.s3.amazonaws.com/photos/89748136/medium.jpeg,Anthemis arvensis,"{""Anthemis arvensis"":""accepted""}"
52841,52842,Anthemis cotula,Stinking chamomile,species,https://static.inaturalist.org/photos/362005/medium.jpg,Anthemis cotula,"{""Anthemis cotula"":""accepted""}"
52846,52847,Anthriscus caucalis,Bur Parsley,species,https://inaturalist-open-data.s3.amazonaws.com/photos/25575053/medium.jpg,Anthriscus caucalis,"{""Anthriscus caucalis"":""accepted""}"
52913,52914,Cichorium intybus,chicory,species,https://inaturalist-open-data.s3.amazonaws.com/photos/9244618/medium.jpg,Cichorium intybus,"{""Cichorium intybus"":""accepted""}"
52989,48561,Cirsium vulgare,Bull Thistle,species,https://inaturalist-open-data.s3.amazonaws.com/photos/82020683/medium.jpg,Cirsium vulgare,"{""Cirsium vulgare"":""accepted""}"
53046,48939,Eriogonum nudum,Naked Buckwheat,species,https://inaturalist-open-data.s3.amazonaws.com/photos/153468/medium.jpg,Eriogonum nudum,"{""Eriogonum nudum"":""accepted""}"
53059,53060,Galium aparine,catchweed bedstraw,species,https://inaturalist-open-data.s3.amazonaws.com/photos/79984095/medium.jpg,Galium aparine,"{""Galium aparine"":""accepted""}"
53076,47701,Geranium molle,Dove's-foot crane's-bill,species,https://inaturalist-open-data.s3.amazonaws.com/photos/71225717/medium.jpg,Geranium molle,"{""Geranium molle"":""accepted""}"
53096,51901,Antennaria rosea,Rosy Pussytoes,species,https://static.inaturalist.org/photos/8419546/medium.jpg,Antennaria rosea,"{""Antennaria rosea"":""accepted""}"
53104,51900,Hypochaeris radicata,Common Cat's-ear,species,https://inaturalist-open-data.s3.amazonaws.com/photos/60379521/medium.jpeg,Hypochaeris radicata,"{""Hypochaeris radicata"":""accepted""}"
53178,50636,Plantago lanceolata,ribwort plantain,species,https://inaturalist-open-data.s3.amazonaws.com/photos/289213594/medium.jpg,Plantago lanceolata,"{""Plantago lanceolata"":""accepted""}"
53211,53207,Senecio vulgaris,common groundsel,species,https://inaturalist-open-data.s3.amazonaws.com/photos/67415508/medium.jpg,Senecio vulgaris,"{""Senecio vulgaris"":""accepted""}"
53294,53270,Sonchus oleraceus,Common Sow-thistle,species,https://static.inaturalist.org/photos/28460419/medium.jpeg,Sonchus oleraceus,"{""Sonchus oleraceus"":""accepted""}"
53359,52111,Baccharis pilularis,coyote brush,species,https://inaturalist-open-data.s3.amazonaws.com/photos/4031427/medium.jpg,Baccharis pilularis,"{""Baccharis pilularis"":""accepted""}"
53441,53438,Rosa gymnocarpa,Baldhip Rose,species,https://inaturalist-open-data.s3.amazonaws.com/photos/26171161/medium.jpeg,Rosa gymnocarpa,"{""Rosa gymnocarpa"":""accepted""}"
54050,54051,Crepis capillaris,Smooth hawksbeard,species,https://inaturalist-open-data.s3.amazonaws.com/photos/151130085/medium.jpeg,Crepis capillaris,"{""Crepis capillaris"":""accepted""}"
54143,54142,Tragopogon dubius,Yellow Salsify,species,https://inaturalist-open-data.s3.amazonaws.com/photos/42157151/medium.jpg,Tragopogon dubius,"{""Tragopogon dubius"":""accepted""}"
54520,54521,Tanacetum parthenium,feverfew,species,https://inaturalist-open-data.s3.amazonaws.com/photos/10145/medium.jpg,Tanacetum parthenium,"{""Tanacetum parthenium"":""accepted""}"
54834,47351,Prunus serotina,black cherry,species,https://inaturalist-open-data.s3.amazonaws.com/photos/14006/medium.jpg,Prunus serotina,"{""Prunus serotina"":""accepted""}"
54835,47351,Prunus virginiana,chokecherry,species,https://inaturalist-open-data.s3.amazonaws.com/photos/146282563/medium.jpg,Prunus virginiana,"{""Prunus virginiana"":""accepted""}"
54897,48939,Eriogonum heracleoides,parsnipflower buckwheat,species,https://inaturalist-open-data.s3.amazonaws.com/photos/2111886/medium.jpg,Eriogonum heracleoides,"{""Eriogonum heracleoides"":""accepted""}"
54904,54051,Crepis atribarba,Slender Hawksbeard,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1100933/medium.jpg,Crepis atribarba,"{""Crepis atribarba"":""accepted""}"
54922,53207,Senecio serra,Tall Ragwort,species,https://inaturalist-open-data.s3.amazonaws.com/photos/517323/medium.jpg,Senecio serra,"{""Senecio serra"":""accepted""}"
55342,50829,Viola sempervirens,Redwood Violet,species,https://inaturalist-open-data.s3.amazonaws.com/photos/8866/medium.jpg,Viola sempervirens,"{""Viola sempervirens"":""accepted""}"
55367,50299,Fragaria chiloensis,beach strawberry,species,https://static.inaturalist.org/photos/12686733/medium.jpg,Fragaria chiloensis,"{""Fragaria chiloensis"":""accepted""}"
55410,55412,Raphanus sativus,wild radish,species,https://inaturalist-open-data.s3.amazonaws.com/photos/62230931/medium.jpeg,Raphanus sativus,"{""Raphanus sativus"":""accepted""}"
55563,55564,Bellis perennis,Lawn daisy,species,https://inaturalist-open-data.s3.amazonaws.com/photos/259085158/medium.jpg,Bellis perennis,"{""Bellis perennis"":""accepted""}"
55829,49652,Cardamine hirsuta,hairy bittercress,species,https://inaturalist-open-data.s3.amazonaws.com/photos/156216282/medium.jpg,Cardamine hirsuta,"{""Cardamine hirsuta"":""accepted""}"
55971,54521,Tanacetum vulgare,tansy,species,https://inaturalist-open-data.s3.amazonaws.com/photos/23464794/medium.jpg,Tanacetum vulgare,"{""Tanacetum vulgare"":""accepted""}"
55981,55982,Lapsana communis,nipplewort,species,https://inaturalist-open-data.s3.amazonaws.com/photos/206801592/medium.jpg,Lapsana communis,"{""Lapsana communis"":""accepted""}"
56121,52979,Capsella bursa-pastoris,shepherd's-purse,species,https://inaturalist-open-data.s3.amazonaws.com/photos/9103381/medium.jpg,Capsella bursa-pastoris,"{""Capsella bursa-pastoris"":""accepted""}"
56306,55776,Erica carnea,Spring Heath,species,https://inaturalist-open-data.s3.amazonaws.com/photos/67365182/medium.jpeg,Erica carnea,"{""Erica carnea"":""accepted""}"
56349,56348,Gentiana newberryi,Alpine Gentian,species,https://inaturalist-open-data.s3.amazonaws.com/photos/94030968/medium.jpeg,Gentiana newberryi,"{""Gentiana newberryi"":""accepted""}"
56350,56348,Gentiana calycosa,Mountain Bog Gentian,species,https://static.inaturalist.org/photos/10050699/medium.jpg,Gentiana calycosa,"{""Gentiana calycosa"":""accepted""}"
56851,47906,Asclepias fascicularis,narrowleaf milkweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/11619/medium.jpg,Asclepias fascicularis,"{""Asclepias fascicularis"":""accepted""}"
56987,48243,Wyethia angustifolia,narrowleaf mule-ears,species,https://inaturalist-open-data.s3.amazonaws.com/photos/11682/medium.jpg,Wyethia angustifolia,"{""Wyethia angustifolia"":""accepted""}"
56992,56993,Lobularia maritima,sweet alyssum,species,https://inaturalist-open-data.s3.amazonaws.com/photos/178745376/medium.jpg,Lobularia maritima,"{""Lobularia maritima"":""accepted""}"
56996,53267,Sisymbrium altissimum,Tall Tumblemustard,species,https://static.inaturalist.org/photos/67836882/medium.jpg,Sisymbrium altissimum,"{""Sisymbrium altissimum"":""accepted""}"
57053,64336,Acmispon americanus americanus,Spanish clover,variety,https://inaturalist-open-data.s3.amazonaws.com/photos/997642/medium.jpg,Acmispon americanus americanus,"{""Acmispon americanus americanus"":""accepted""}"
57116,54570,Mentha pulegium,Pennyroyal,species,https://inaturalist-open-data.s3.amazonaws.com/photos/55066830/medium.jpg,Mentha pulegium,"{""Mentha pulegium"":""accepted""}"
57524,57525,Crocidium multicaule,spring gold,species,https://static.inaturalist.org/photos/33411839/medium.jpg,Crocidium multicaule,"{""Crocidium multicaule"":""accepted""}"
57668,630955,Andrenidae,Mining Bees,family,https://inaturalist-open-data.s3.amazonaws.com/photos/154356814/medium.jpeg,,
57727,47780,Iris tenax,Oregon iris,species,https://inaturalist-open-data.s3.amazonaws.com/photos/73222851/medium.jpg,Iris tenax,"{""Iris tenax"":""accepted""}"
57858,51611,Veronica anagallis-aquatica,blue water-speedwell,species,https://inaturalist-open-data.s3.amazonaws.com/photos/41368/medium.jpg,Veronica anagallis-aquatica,"{""Veronica anagallis-aquatica"":""accepted""}"
57934,57933,Ericameria nauseosa,Rubber Rabbitbrush,species,https://inaturalist-open-data.s3.amazonaws.com/photos/12630/medium.jpg,Ericameria nauseosa,"{""Ericameria nauseosa"":""accepted""}"
57972,50879,Erigeron foliosus,Leafy Fleabane,species,https://inaturalist-open-data.s3.amazonaws.com/photos/125979828/medium.jpg,Erigeron foliosus,"{""Erigeron foliosus"":""accepted""}"
57983,56955,Helianthus annuus,Common Sunflower,species,https://static.inaturalist.org/photos/110131677/medium.jpg,Helianthus annuus,"{""Helianthus annus"":""unaccepted"",""Helianthus annuus"":""accepted""}"
58074,58073,Descurainia sophia,flixweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/268701064/medium.jpeg,Descurainia sophia,"{""Descurainia sophia"":""accepted""}"
58085,53267,Sisymbrium irio,London rocket,species,https://inaturalist-open-data.s3.amazonaws.com/photos/18618/medium.jpg,Sisymbrium irio,"{""Sisymbrium irio"":""accepted""}"
58188,54570,Mentha arvensis,corn mint,species,https://inaturalist-open-data.s3.amazonaws.com/photos/57639344/medium.jpeg,Mentha arvensis,"{""Mentha arvensis"":""accepted""}"
58837,53037,Iva axillaris,poverty weed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/171868221/medium.jpg,Iva axillaris,"{""Iva axillaris"":""accepted""}"
58866,54677,Rorippa curvisiliqua,curvepod yellowcress,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1687007/medium.jpg,Rorippa curvisiliqua,"{""Rorippa curvisiliqua"":""accepted""}"
59239,48939,Eriogonum sphaerocephalum,rock buckwheat,species,https://inaturalist-open-data.s3.amazonaws.com/photos/6341822/medium.jpeg,Eriogonum sphaerocephalum,"{""Eriogonum sphaerocephalum"":""accepted""}"
59243,48939,Eriogonum wrightii,Wright's buckwheat,species,https://inaturalist-open-data.s3.amazonaws.com/photos/149572416/medium.jpg,Eriogonum wrightii,"{""Eriogonum wrightii"":""accepted""}"
59901,59902,Melissa officinalis,lemon balm,species,https://static.inaturalist.org/photos/45898551/medium.jpeg,Melissa officinalis,"{""Melissa officinalis"":""accepted""}"
60132,48561,Cirsium arvense,creeping thistle,species,https://inaturalist-open-data.s3.amazonaws.com/photos/42462240/medium.jpg,Cirsium arvense,"{""Cirsium arvense"":""accepted""}"
60843,48243,Wyethia mollis,woolly mule's ears,species,https://inaturalist-open-data.s3.amazonaws.com/photos/19476971/medium.jpg,Wyethia mollis,"{""Wyethia mollis"":""accepted""}"
60847,55735,Sedum obtusatum,Sierra Stonecrop,species,https://inaturalist-open-data.s3.amazonaws.com/photos/91962598/medium.jpeg,Sedum obtusatum,"{""Sedum obtusatum"":""accepted""}"
