Bee Genus,Bee Species,Plot Name,Day,Month,Year,Males,Females,Zone,UTM_E,UTM_N,Plant Genus,Plant Species
Lasioglossum,ruidosensis,84B98,18,May,2001,0,3,12S,486075,4127971,Taraxacum,officinale
Lasioglossum,ruidosensis,84B98,20,Jul,2001,0,1,12S,486075,4127971,Penstemon,eatonii
Lasioglossum,ruidosensis,84B98,20,Jul,2001,0,1,12S,486075,4127971,Sisymbrium,altissimum
Lasioglossum,ruidosensis,84B98,20,Jun,2002,0,1,12S,486075,4127971,Phacelia,hastata
Lasioglossum,ruidosensis,84B98,20,Jun,2002,0,1,12S,486075,4127971,Sisymbrium,altissimum
Lasioglossum,ruidosensis,84B98,23,Aug,2000,0,1,12S,486075,4127971,Senecio,spartioides
Lasioglossum,ruidosensis,84B98,23,May,2002,0,1,12S,486075,4127971,Taraxacum,officinale
Lasioglossum,ruidosensis,84B98,26,Jul,2000,0,1,12S,486075,4127971,Cirsium,sp.
Lasioglossum,ruidosensis,78A98,2,Aug,2001,0,2,12S,486265,4130614,Gutierrezia,sarothrae
Lasioglossum,ruidosensis,78A98,6,Sep,2000,0,1,12S,486265,4130614,Senecio,spartioides
Lasioglossum,ruidosensis,78A98,9,May,2002,0,1,12S,486265,4130614,Ribes,leptanthum
Lasioglossum,ruidosensis,78A98,9,May,2002,0,1,12S,486265,4130614,Taraxacum,officinale
Lasioglossum,ruidosensis,78A98,11,Aug,2000,0,1,12S,486265,4130614,Senecio,spartioides
Lasioglossum,ruidosensis,78A98,23,May,2002,0,1,12S,486265,4130614,Taraxacum,officinale
Lasioglossum,ruidosensis,78A98,27,Jul,2000,0,1,12S,486265,4130614,Senecio,spartioides
Lasioglossum,ruidosensis,80A98,16,May,2000,0,1,12S,486658,4127393,Erysimum,asperum
Lasioglossum,ruidosensis,22B98,9,May,2002,0,1,12S,486816,4130614,Arctostaphylos,patula
Lasioglossum,ruidosensis,22B98,20,Jul,2001,0,2,12S,486816,4130614,Castilleja,sp.
Lasioglossum,ruidosensis,22B98,20,Jul,2001,0,1,12S,486816,4130614,Eriogonum,ovalifolium
Lasioglossum,ruidosensis,22B98,31,May,2000,0,1,12S,486816,4130614,Senecio,multilobatus
Lasioglossum,ruidosensis,86A98,16,May,2000,0,1,12S,487096,4128172,Erysimum,asperum
Lasioglossum,ruidosensis,86A98,16,May,2000,0,1,12S,487096,4128172,Taraxacum,officinale
Lasioglossum,ruidosensis,86A98,31,May,2000,0,1,12S,487096,4128172,Lupinus,argenteus
Lasioglossum,ruidosensis,66B98,22,Aug,2000,0,1,12S,487263,4128895,Senecio,spartioides
Lasioglossum,ruidosensis,66B98,22,Aug,2001,0,1,12S,487263,4128895,Gutierrezia,sarothrae
Lasioglossum,ruidosensis,86B98,2,Aug,2002,0,1,12S,487269,4128373,Taraxacum,officinale
Lasioglossum,ruidosensis,86B98,2,Jul,2003,0,1,12S,487269,4128373,Medicago,lupulina
Lasioglossum,ruidosensis,86B98,5,Jun,2002,0,2,12S,487269,4128373,Lupinus,argenteus
Lasioglossum,ruidosensis,86B98,7,Jul,2000,0,1,12S,487269,4128373,Asteraceae,sp.
Lasioglossum,ruidosensis,86B98,7,Jul,2000,0,1,12S,487269,4128373,Marrubium,vulgare
Lasioglossum,ruidosensis,86B98,7,Jul,2000,0,1,12S,487269,4128373,Potentilla,diversifolia
Lasioglossum,ruidosensis,86B98,7,Sep,2000,0,2,12S,487269,4128373,Asteraceae,sp. (yellow)
Lasioglossum,ruidosensis,86B98,7,Sep,2000,0,5,12S,487269,4128373,Senecio,spartioides
Lasioglossum,ruidosensis,86B98,9,May,2002,0,1,12S,487269,4128373,Lupinus,argenteus
Lasioglossum,ruidosensis,86B98,10,Aug,2000,0,4,12S,487269,4128373,Senecio,spartioides
Lasioglossum,ruidosensis,86B98,16,Jul,2002,0,1,12S,487269,4128373,Erigeron,bellidiastrum
Lasioglossum,ruidosensis,86B98,16,Jul,2002,0,1,12S,487269,4128373,Erigeron,sp.
Lasioglossum,ruidosensis,86B98,16,Jun,2000,0,1,12S,487269,4128373,Taraxacum,officinale
Lasioglossum,ruidosensis,86B98,16,May,2000,0,1,12S,487269,4128373,Taraxacum,officinale
Lasioglossum,ruidosensis,86B98,20,Jul,2001,0,1,12S,487269,4128373,Cleome,lutea
Lasioglossum,ruidosensis,86B98,29,Jun ,2001,0,1,12S,487269,4128373,Calochortus,nuttallii
Lasioglossum,ruidosensis,86B98,29,Jun ,2001,0,1,12S,487269,4128373,Thelypodiopsis,divaricata
Lasioglossum,ruidosensis,85A98,10,Aug,2000,0,1,12S,487375,4127183,Chrysothamnus,nauseosus
Lasioglossum,ruidosensis,85A98,16,Jun,2000,0,1,12S,487375,4127183,Hymenopappus,filifolius
Lasioglossum,ruidosensis,85B98,2,Aug,2001,0,1,12S,487469,4127174,Cleome,lutea
Lasioglossum,ruidosensis,85B98,7,Jul,2000,0,1,12S,487469,4127174,Encelia,sp.
Lasioglossum,ruidosensis,85B98,7,Sep,2000,0,2,12S,487469,4127174,Gutierrezia,sarothrae
Lasioglossum,ruidosensis,85B98,7,Sep,2000,0,1,12S,487469,4127174,Senecio,spartioides
Lasioglossum,ruidosensis,85B98,8,May,2002,0,1,12S,487469,4127174,Lupinus,argenteus
Lasioglossum,ruidosensis,85B98,8,May,2002,0,1,12S,487469,4127174,Taraxacum,officinale
Lasioglossum,ruidosensis,85B98,10,Aug,2000,0,1,12S,487469,4127174,Cirsium,sp.
Lasioglossum,ruidosensis,85B98,10,Aug,2000,0,1,12S,487469,4127174,Gutierrezia,sarothrae
Lasioglossum,ruidosensis,85B98,10,Aug,2000,0,4,12S,487469,4127174,Senecio,spartioides
Lasioglossum,ruidosensis,85B98,16,Jul,2002,0,1,12S,487469,4127174,Asteraceae,sp. (yellow)
Lasioglossum,ruidosensis,85B98,16,Jul,2002,0,2,12S,487469,4127174,Erigeron,sp.
Lasioglossum,ruidosensis,85B98,16,Jun,2000,0,1,12S,487469,4127174,Asteraceae,sp. (yellow)
Lasioglossum,ruidosensis,85B98,16,Jun,2000,0,1,12S,487469,4127174,Ranunculus,sceleratus
Lasioglossum,ruidosensis,85B98,16,May,2000,0,7,12S,487469,4127174,Taraxacum,officinale
Lasioglossum,ruidosensis,85B98,20,Jun,2002,0,1,12S,487469,4127174,Erigeron,sp.
Lasioglossum,ruidosensis,85B98,21,May,2003,0,1,12S,487469,4127174,Taraxacum,officinale
Lasioglossum,ruidosensis,85B98,23,Aug,2000,0,2,12S,487469,4127174,Gutierrezia,sarothrae
Lasioglossum,ruidosensis,85B98,27,Jul,2000,0,1,12S,487469,4127174,Sisymbrium,altissimum
Lasioglossum,ruidosensis,85B98,30,May,2000,0,1,12S,487469,4127174,Lupinus,argenteus
Lasioglossum,ruidosensis,3A98,19,Jul,2001,0,1,12S,488030,4128180,Tetradymia,canescens
Lasioglossum,ruidosensis,3A98,21,Aug,2001,0,1,12S,488030,4128180,Chrysothamnus,parryi
Lasioglossum,ruidosensis,3A98,21,Aug,2001,0,1,12S,488030,4128180,Lupinus,argenteus
Lasioglossum,ruidosensis,3A98,31,May,2001,0,1,12S,488030,4128180,Taraxacum,officinale
Lasioglossum,ruidosensis,3B98,2,Aug,2002,0,1,12S,488676,4128109,Chrysothamnus,nauseosus
Lasioglossum,ruidosensis,3B98,2,Aug,2002,0,2,12S,488676,4128109,Chrysothamnus,sp.
Lasioglossum,ruidosensis,3B98,5,Jun,2002,0,1,12S,488676,4128109,Erigeron,pumilus
Lasioglossum,ruidosensis,3B98,7,Sep,2000,0,2,12S,488676,4128109,Chrysothamnus,nauseosus
Lasioglossum,ruidosensis,3B98,9,May,2002,0,2,12S,488676,4128109,Euphorbia,brachycera
Lasioglossum,ruidosensis,3B98,9,May,2002,0,2,12S,488676,4128109,Lupinus,sp.
Lasioglossum,ruidosensis,3B98,15,Aug,2002,0,2,12S,488676,4128109,Chrysothamnus,sp.
Lasioglossum,ruidosensis,3B98,16,Jul,2002,0,1,12S,488676,4128109,Cleome,serrulata
Lasioglossum,ruidosensis,3B98,16,Jul,2002,0,1,12S,488676,4128109,Erigeron,pumilus
Lasioglossum,ruidosensis,3B98,23,May,2002,0,1,12S,488676,4128109,Senecio,multilobatus
Lasioglossum,ruidosensis,3B98,27,Jul,2000,0,7,12S,488676,4128109,Chrysothamnus,nauseosus
Lasioglossum,ruidosensis,3B98,30,May,2000,0,1,12S,488676,4128109,Lupinus,argenteus
Lasioglossum,ruidosensis,3B98,30,May,2000,0,1,12S,488676,4128109,Lupinus,sp.
Lasioglossum,ruidosensis,82A98,30,May,2000,0,1,12S,489158,4126800,Calochortus,aureus
Lasioglossum,ruidosensis,82B98,6,Jul,2000,0,1,12S,489272,4126678,Asteraceae,sp. (yellow)
Lasioglossum,ruidosensis,53B98,21,Sep,2000,0,1,12S,490031,4136954,Gutierrezia,sarothrae
Lasioglossum,ruidosensis,7A99,7,Jun,2001,0,1,12S,490387,4186733,Sphaeralcea,grossulariifolia
Lasioglossum,ruidosensis,2B99,11,Sep,2001,0,1,12S,492247,4186147,Cordylanthus,parviflorus
Lasioglossum,sedi,85B98,16,Jul,2002,0,1,12S,487469,4127174,Erigeron,sp.
Lasioglossum,sedi,85B98,16,May,2000,0,1,12S,487469,4127174,Taraxacum,officinale
Lasioglossum,sisymbrii,114A00,6,Jun ,2001,0,1,12S,382273,4126481,Senecio,multilobatus
Lasioglossum,sisymbrii,TM2,11,Jun,2002,0,1,12S,388586,4124828,Psoralea,lanceolata
Lasioglossum,sisymbrii,TM2,11,Jun,2002,1,1,12S,388586,4124828,Sphaeralcea,grossulariifolia
Lasioglossum,sisymbrii,JROLS2,8,Oct,2002,0,1,12S,404381,4127074,Chrysothamnus,nauseosus
Lasioglossum,sisymbrii,JROLS,8,Oct,2002,0,1,12S,404992,4127413,Chrysothamnus,nauseosus
Lasioglossum,sisymbrii,101A00,13,May,2002,0,2,12S,452858,4181626,Tamarix,sp.
Lasioglossum,sisymbrii,101A00,24,May,2002,0,3,12S,452858,4181626,Tamarix,sp.
Lasioglossum,sisymbrii,101B00,13,May,2002,0,1,12S,453100,4181400,Tamarix,sp.
Lasioglossum,sisymbrii,101B00,23,Sep,2002,0,1,12S,453100,4181400,Chrysothamnus,sp.
Lasioglossum,sisymbrii,10A99,4,Jun ,2001,0,1,12S,463958,4151179,Purshia,mexicana
Lasioglossum,sisymbrii,10A99,4,Jun,2001,0,1,12S,463958,4151179,Rosa,woodsii
Lasioglossum,sisymbrii,10B99,4,Jun ,2001,0,1,12S,464040,4151361,Allium,bisceptrum
Lasioglossum,sisymbrii,21A99,6,May,2002,0,1,12S,468824,4189300,Salix,exigua
Lasioglossum,sisymbrii,21A99,9,Oct,2002,0,1,12S,468824,4189300,Melilotus,alba
Lasioglossum,sisymbrii,21B99,9,Oct,2002,0,3,12S,468859,4188940,Heterotheca,villosa
Lasioglossum,sisymbrii,21B99,25,Jul,2001,0,1,12S,468859,4188940,Melilotus,alba
Lasioglossum,sisymbrii,19A99,2,Jul,2001,0,1,12S,472118,4190897,Melilotus,officinalis
Lasioglossum,sisymbrii,64B98,8,May,2001,0,1,12S,479590,4148510,Cryptantha,flava
Lasioglossum,sisymbrii,29A98,8,May,2001,0,1,12S,480508,4148126,Lepidium,sp.
Lasioglossum,sisymbrii,29A98,8,May,2001,0,1,12S,480508,4148126,Poliomintha,incana
Lasioglossum,sisymbrii,7B99,6,May,2002,0,1,12S,485193,4182257,Mahonia,fremontii
Lasioglossum,sisymbrii,7B99,14,Sep,2000,0,2,12S,485193,4182257,Chrysothamnus,nauseosus
Lasioglossum,sisymbrii,7B99,14,Sep,2000,0,1,12S,485193,4182257,Gutierrezia,sarothrae
Lasioglossum,sisymbrii,22A98,31,May,2000,0,1,12S,486061,4130708,Lupinus,argenteus
Lasioglossum,sisymbrii,84B98,23,Aug,2000,0,1,12S,486075,4127971,Senecio,spartioides
Lasioglossum,sisymbrii,84B98,28,Jun,2001,0,1,12S,486075,4127971,Cirsium,sp.
Lasioglossum,sisymbrii,84B98,31,May,2000,0,3,12S,486075,4127971,Lupinus,sp.
Lasioglossum,sisymbrii,23B99,25,May,2000,0,1,12S,486130,4202663,Melilotus,officinalis
Lasioglossum,sisymbrii,78A98,5,Sep,2002,0,1,12S,486265,4130614,Senecio,spartioides
Lasioglossum,sisymbrii,78A98,11,Aug,2000,1,1,12S,486265,4130614,Senecio,spartioides
Lasioglossum,sisymbrii,78A98,24,Sep,2002,0,2,12S,486265,4130614,Senecio,spartioides
Lasioglossum,sisymbrii,78A98,28,Jun,2001,0,1,12S,486265,4130614,Achillea,millefolium
Lasioglossum,sisymbrii,22B98,9,May,2002,0,1,12S,486816,4130614,Cryptantha,humilis
Lasioglossum,sisymbrii,22B98,31,May,2000,0,1,12S,486816,4130614,Lupinus,sp.
Lasioglossum,sisymbrii,22B98,31,May,2000,0,1,12S,486816,4130614,Senecio,multilobatus
Lasioglossum,sisymbrii,86A98,16,May,2000,0,1,12S,487096,4128172,Erysimum,asperum
Lasioglossum,sisymbrii,66B98,29,Jun ,2001,0,1,12S,487263,4128895,Penstemon,comarrhenus
Lasioglossum,sisymbrii,66B98,31,May,2000,0,1,12S,487263,4128895,Lupinus,argenteus
Lasioglossum,sisymbrii,86B98,7,Sep,2000,0,4,12S,487269,4128373,Senecio,spartioides
Lasioglossum,sisymbrii,86B98,10,Aug,2000,0,4,12S,487269,4128373,Senecio,spartioides
Lasioglossum,sisymbrii,86B98,26,Jul,2000,1,0,12S,487269,4128373,Heterotheca,villosa
Lasioglossum,sisymbrii,86B98,29,Apr,2002,0,1,12S,487269,4128373,Ribes,leptanthum
Lasioglossum,sisymbrii,23A99,14,Sep,2000,1,3,12S,487308,4202301,Chrysothamnus,nauseosus
Lasioglossum,sisymbrii,85A98,30,May,2000,0,1,12S,487375,4127183,Senecio,multilobatus
Lasioglossum,sisymbrii,85B98,2,Jul,2003,0,2,12S,487469,4127174,Potentilla,gracilis
Lasioglossum,sisymbrii,85B98,15,Jun,2001,0,1,12S,487469,4127174,Calochortus,aureus
Lasioglossum,sisymbrii,85B98,23,May,2002,0,1,12S,487469,4127174,Amelanchier,utahensis
Lasioglossum,sisymbrii,85B98,28,Jun ,2001,0,11,12S,487469,4127174,Calochortus,aureus
Lasioglossum,sisymbrii,85B98,28,Jun,2001,0,1,12S,487469,4127174,Lupinus,argenteus
Lasioglossum,sisymbrii,85B98,28,Jun,2001,0,4,12S,487469,4127174,Penstemon,comarrhenus
Lasioglossum,sisymbrii,85B98,28,Jun,2001,0,12,12S,487469,4127174,Potentilla,gracilis
Lasioglossum,sisymbrii,85B98,30,May,2000,0,2,12S,487469,4127174,Lupinus,argenteus
Lasioglossum,sisymbrii,85B98,30,May,2001,1,0,12S,487469,4127174,Brassicaceae,sp.
Lasioglossum,sisymbrii,3A98,29,Jun,2001,0,1,12S,488030,4128180,Penstemon,comarrhenus
Lasioglossum,sisymbrii,3A98,30,May,2000,0,1,12S,488030,4128180,Erigeron,compositus
Lasioglossum,sisymbrii,3B98,3,Sep,2003,0,1,12S,488676,4128109,Senecio,sp.
Lasioglossum,sisymbrii,3B98,7,Sep,2000,0,1,12S,488676,4128109,Chrysothamnus,nauseosus
Lasioglossum,sisymbrii,3B98,11,Aug,2000,1,1,12S,488676,4128109,Chrysothamnus,nauseosus
Lasioglossum,sisymbrii,3B98,15,Jun,2000,0,1,12S,488676,4128109,Senecio,multilobatus
Lasioglossum,sisymbrii,3B98,27,Jul,2000,6,0,12S,488676,4128109,Chrysothamnus,nauseosus
Lasioglossum,sisymbrii,3B98,29,Jun ,2001,0,1,12S,488676,4128109,Penstemon,comarrhenus
Lasioglossum,sisymbrii,3B98,30,May,2000,0,3,12S,488676,4128109,Lupinus,sp.
Lasioglossum,sisymbrii,82B98,14,Jun ,2001,0,1,12S,489272,4126678,Calochortus,aureus
Lasioglossum,sisymbrii,82B98,14,Jun,2001,0,1,12S,489272,4126678,Calochortus,nuttallii
Lasioglossum,sisymbrii,53A98,8,May,2001,0,3,12S,489823,4136248,Xylorhiza,tortifolia
Lasioglossum,sisymbrii,53B98,4,Oct,2000,0,1,12S,490031,4136954,Chrysothamnus,nauseosus
Lasioglossum,sisymbrii,53B98,5,Jun,2001,0,1,12S,490031,4136954,Datura,wrightii
Lasioglossum,sisymbrii,53B98,8,May,2001,0,1,12S,490031,4136954,Phacelia,sp.
Lasioglossum,sisymbrii,53B98,8,May,2001,0,1,12S,490031,4136954,Tamarix,sp.
Lasioglossum,sisymbrii,53B98,21,Sep,2000,0,1,12S,490031,4136954,Chrysothamnus,nauseosus
Lasioglossum,sisymbrii,7A99,7,Jun,2001,0,1,12S,490387,4186733,Opuntia,polyacantha
Lasioglossum,sisymbrii,7A99,24,May,2001,0,1,12S,490387,4186733,Sphaeralcea,grossulariifolia
Lasioglossum,sisymbrii,8B99,11,May,2001,1,1,12S,493809,4166196,Tamarix,sp.
Lasioglossum,sisymbrii,8B99,20,May,2002,0,1,12S,493809,4166196,Tamarix,sp.
Lasioglossum,sisymbrii,8B99,23,Apr,2002,0,1,12S,493809,4166196,Mahonia,fremontii
Lasioglossum,sisymbrii,8B99,24,May,2001,0,2,12S,493809,4166196,Tamarix,sp.
Lasioglossum,sisymbrii,8B99,25,May,2000,2,1,12S,493809,4166196,Tamarix,sp.
Lasioglossum,sisymbrii,4B98,8,May,2001,0,1,12S,496688,4137271,Erigeron,sp.
Lasioglossum,sp.,114A00,6,Aug,2001,1,0,12S,382273,4126481,Sphaeralcea,coccinea
Lasioglossum,sp.,114A00,23,May,2001,0,1,12S,382273,4126481,Linum,perenne
Lasioglossum,sp.,114A00,24,Aug,2001,1,0,12S,382273,4126481,Brassicaceae,sp.
Lasioglossum,sp.,114A00,24,Jul,2001,1,0,12S,382273,4126481,Erigeron,sp.
Lasioglossum,sp.,114B00,6,Aug,2001,8,0,12S,382309,4126237,Eriogonum,alatum
Lasioglossum,sp.,114B00,9,Jul,2001,1,0,12S,382309,4126237,Eriogonum,alatum
Lasioglossum,sp.,114B00,24,Aug,2001,9,0,12S,382309,4126237,Eriogonum,alatum
Lasioglossum,sp.,114B00,24,Aug,2001,3,0,12S,382309,4126237,Gutierrezia,sarothrae
Lasioglossum,sp.,TM2,5,Aug,2003,1,0,12S,388586,4124828,Lupinus,argenteus
Lasioglossum,sp.,TM2,5,Sep,2003,1,0,12S,388586,4124828,Chrysothamnus,greenei
Lasioglossum,sp.,TM2,19,Jul,2002,1,0,12S,388586,4124828,Cleome,serrulata
Lasioglossum,sp.,TM2,20,Aug,2003,1,0,12S,388586,4124828,Cleome,lutea
Lasioglossum,sp.,JOCS,7,Aug,2002,1,0,12S,452127,4112825,Tamarix,sp.
Lasioglossum,sp.,JOCS,13,Jun,2002,44,0,12S,452127,4112825,Salsola,paulsenii
Lasioglossum,sp.,JOCS,13,Jun,2002,4,0,12S,452127,4112825,Tamarix,sp.
Lasioglossum,sp.,JOCS,17,Jul,2002,2,0,12S,452127,4112825,Tamarix,sp.
Lasioglossum,sp.,JOCS,26,Jun,2002,127,3,12S,452127,4112825,Salsola,paulsenii
Lasioglossum,sp.,JOCS,26,Jun,2002,3,0,12S,452127,4112825,Tamarix,sp.
Lasioglossum,sp.,JOCS,30,May,2002,4,0,12S,452127,4112825,Stanleya,pinnata
Lasioglossum,sp.,JOCS,30,May,2002,4,0,12S,452127,4112825,Tamarix,sp.
Lasioglossum,sp.,300C,13,Jun,2002,8,0,12S,452360,4115977,Tamarix,sp.
Lasioglossum,sp.,300C,30,May,2002,3,0,12S,452360,4115977,Tamarix,sp.
Lasioglossum,sp.,101A00,5,Sep,2001,1,0,12S,452858,4181626,Asteraceae,sp. (purple)
Lasioglossum,sp.,101A00,6,Aug,2001,2,1,12S,452858,4181626,Chrysothamnus,nauseosus
Lasioglossum,sp.,101A00,9,Jul,2001,1,0,12S,452858,4181626,Salsola,pestifer
Lasioglossum,sp.,101A00,12,Aug,2003,1,0,12S,452858,4181626,Tamarix,sp.
Lasioglossum,sp.,101A00,13,May,2002,0,1,12S,452858,4181626,Tamarix,sp.
Lasioglossum,sp.,101A00,15,Jul,2002,24,0,12S,452858,4181626,Tamarix,sp.
Lasioglossum,sp.,101A00,18,Jun,2002,1,0,12S,452858,4181626,Melilotus,officinalis
Lasioglossum,sp.,101A00,18,Jun,2002,4,0,12S,452858,4181626,Tamarix,sp.
Lasioglossum,sp.,101A00,24,Aug,2001,1,0,12S,452858,4181626,Stephanomeria,sp.
Lasioglossum,sp.,101A00,24,May,2002,1,0,12S,452858,4181626,Melilotus,officinalis
Lasioglossum,sp.,101A00,29,Jul,2002,1,0,12S,452858,4181626,Tamarix,sp.
Lasioglossum,sp.,101A00,30,Aug,2002,1,0,12S,452858,4181626,Chrysothamnus,depressus
Lasioglossum,sp.,101A00,30,Aug,2002,1,0,12S,452858,4181626,Chrysothamnus,viscidiflorus
Lasioglossum,sp.,101B00,9,Jul,2001,1,0,12S,453100,4181400,Chrysothamnus,linifolius
Lasioglossum,sp.,101B00,13,May,2002,0,1,12S,453100,4181400,Melilotus,officinalis
Lasioglossum,sp.,101B00,15,Jul,2002,1,0,12S,453100,4181400,Tamarix,sp.
Lasioglossum,sp.,101B00,18,Jun,2002,1,0,12S,453100,4181400,Tamarix,sp.
Lasioglossum,sp.,101B00,23,Jul,2001,5,0,12S,453100,4181400,Melilotus,alba
Lasioglossum,sp.,101B00,23,Jul,2001,1,0,12S,453100,4181400,Salsola,pestifer
Lasioglossum,sp.,101B00,24,Aug,2001,1,0,12S,453100,4181400,Asteraceae,sp. (purple)
Lasioglossum,sp.,101B00,24,Aug,2001,3,0,12S,453100,4181400,Chrysothamnus,linifolius
Lasioglossum,sp.,101B00,24,Aug,2001,6,0,12S,453100,4181400,Chrysothamnus,sp.
Lasioglossum,sp.,101B00,30,Aug,2002,1,0,12S,453100,4181400,Chrysothamnus,depressus
Lasioglossum,sp.,10A99,1,Aug,2000,0,1,12S,463958,4151179,Solidago,canadensis
Lasioglossum,sp.,10A99,2,Aug,2001,1,0,12S,463958,4151179,Eriogonum,jamesii
Lasioglossum,sp.,10A99,4,Jun,2001,0,1,12S,463958,4151179,Lupinus,sp.
Lasioglossum,sp.,10A99,14,Sep,2001,1,0,12S,463958,4151179,Chrysothamnus,viscidiflorus
Lasioglossum,sp.,10A99,14,Sep,2001,4,0,12S,463958,4151179,Solidago,sparsiflora
Lasioglossum,sp.,10A99,16,Aug,2001,2,0,12S,463958,4151179,Chrysothamnus,sp.
Lasioglossum,sp.,10A99,16,Aug,2001,4,0,12S,463958,4151179,Chrysothamnus,viscidiflorus
Lasioglossum,sp.,10A99,18,Jun,2001,0,1,12S,463958,4151179,Calochortus,nuttallii
Lasioglossum,sp.,10A99,30,Aug,2001,1,0,12S,463958,4151179,Chrysothamnus,viscidiflorus
Lasioglossum,sp.,10A99,30,Aug,2001,3,0,12S,463958,4151179,Solidago,sparsiflora
Lasioglossum,sp.,10B99,6,Jun,2000,1,0,12S,464040,4151361,Senecio,multilobatus
Lasioglossum,sp.,10B99,16,Aug,2001,1,0,12S,464040,4151361,Solidago,sparsiflora
Lasioglossum,sp.,10B99,30,Aug,2001,1,0,12S,464040,4151361,Chrysothamnus,viscidiflorus
Lasioglossum,sp.,21A99,3,Jul,2003,1,0,12S,468824,4189300,Salsola,pestifer
Lasioglossum,sp.,21A99,8,Jun,2000,0,1,12S,468824,4189300,Tamarix,sp.
Lasioglossum,sp.,21A99,12,Aug,2002,0,1,12S,468824,4189300,Melilotus,alba
Lasioglossum,sp.,21A99,15,Jul,2002,1,0,12S,468824,4189300,Melilotus,alba
Lasioglossum,sp.,21A99,19,May,2003,1,0,12S,468824,4189300,Salix,sp.
Lasioglossum,sp.,21A99,25,May,2000,1,0,12S,468824,4189300,Asteraceae,sp.
Lasioglossum,sp.,21A99,27,Aug,2002,1,0,12S,468824,4189300,Aster,chilensis
Lasioglossum,sp.,21A99,27,Aug,2002,1,0,12S,468824,4189300,Melilotus,alba
Lasioglossum,sp.,21A99,29,Jul,2002,1,0,12S,468824,4189300,Salsola,pestifer
Lasioglossum,sp.,21B99,1,Sep,2003,1,0,12S,468859,4188940,Aster,chilensis
Lasioglossum,sp.,21B99,8,Aug,2000,2,0,12S,468859,4188940,Melilotus,alba
Lasioglossum,sp.,21B99,8,Jun,2000,0,1,12S,468859,4188940,Hymenopappus,filifolius
Lasioglossum,sp.,21B99,14,Aug,2001,2,0,12S,468859,4188940,Sisymbrium,altissimum
Lasioglossum,sp.,21B99,15,Sep,2000,1,0,12S,468859,4188940,Melilotus,alba
Lasioglossum,sp.,21B99,18,Aug,2000,1,0,12S,468859,4188940,Chrysothamnus,nauseosus
Lasioglossum,sp.,21B99,28,Aug,2001,2,0,12S,468859,4188940,Grindelia,squarrosa
Lasioglossum,sp.,21B99,29,Jul,2002,1,0,12S,468859,4188940,Grindelia,squarrosa
Lasioglossum,sp.,21B99,29,Jul,2002,0,1,12S,468859,4188940,Melilotus,alba
Lasioglossum,sp.,2B98,4,Jul,2001,1,1,12S,469153,4151154,Salsola,pestifer
Lasioglossum,sp.,2B98,23,Jul,2001,1,1,12S,469153,4151154,Salsola,pestifer
Lasioglossum,sp.,2A98,4,Jul,2001,0,1,12S,469641,4151523,Helianthus,petiolaris
Lasioglossum,sp.,10B98,11,Jul,2000,21,0,12S,471418,4157133,Tamarix,sp.
Lasioglossum,sp.,10B98,23,Aug,2001,1,0,12S,471418,4157133,Hymenopappus,filifolius
Lasioglossum,sp.,5B98,5,Jun,2000,3,0,12S,471555,4155408,Tamarix,sp.
Lasioglossum,sp.,5B98,5,Sep,2001,1,0,12S,471555,4155408,Machaeranthera,sp.
Lasioglossum,sp.,5B98,23,Aug,2001,1,0,12S,471555,4155408,Cleome,lutea
Lasioglossum,sp.,5B98,23,Aug,2001,1,0,12S,471555,4155408,Eriogonum,corymbosum
Lasioglossum,sp.,5B98,28,Jul,2000,5,0,12S,471555,4155408,Tamarix,sp.
Lasioglossum,sp.,19A99,2,Jul,2001,1,0,12S,472118,4190897,Melilotus,officinalis
Lasioglossum,sp.,19A99,13,Jul,2000,1,0,12S,472118,4190897,Brassicaceae,sp.
Lasioglossum,sp.,19A99,13,Jul,2000,1,0,12S,472118,4190897,Erigeron,compositus
Lasioglossum,sp.,19A99,14,Aug,2001,1,0,12S,472118,4190897,Cleome,lutea
Lasioglossum,sp.,17A99,10,Aug,2001,0,1,12S,475620,4194691,Cordylanthus,wrightii
Lasioglossum,sp.,17A99,10,Aug,2001,1,0,12S,475620,4194691,Gutierrezia,sarothrae
Lasioglossum,sp.,64B98,1,Jul,2003,1,0,12S,479590,4148510,Helianthus,petiolaris
Lasioglossum,sp.,64B98,1,Jul,2003,1,0,12S,479590,4148510,Salsola,pestifer
Lasioglossum,sp.,64B98,5,Jun,2000,33,0,12S,479590,4148510,Psoralea,lanceolata
Lasioglossum,sp.,64B98,18,Jun ,2001,1,0,12S,479590,4148510,Eriogonum,inflatum
Lasioglossum,sp.,64B98,22,May,2000,1,0,12S,479590,4148510,Poliomintha,incana
Lasioglossum,sp.,64B98,22,May,2000,12,0,12S,479590,4148510,Psoralea,lanceolata
Lasioglossum,sp.,64B98,22,May,2000,1,0,12S,479590,4148510,Psorothamnus,fremontii
Lasioglossum,sp.,64A98,22,May,2001,0,1,12S,479762,4148104,Opuntia,polyacantha
Lasioglossum,sp.,29B98,5,Jun,2001,1,0,12S,480447,4148387,Eriogonum,inflatum
Lasioglossum,sp.,29A98,1,Jul,2003,2,0,12S,480508,4148126,Salsola,pestifer
Lasioglossum,sp.,29A98,5,Jun,2000,96,0,12S,480508,4148126,Poliomintha,incana
