Plot Name,Males,Females,pollinatorINatName,scientificName,plantINatName,plantScientificName,decimalLongitude,decimalLatitude,eventDate
114A00,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio multilobatus,Senecio multilobatus,-112.3279,37.2775,2001-06-06
114A00,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Brassicaceae,Brassicaceae sp.,-112.3279,37.2775,2001-07-24
TM2,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea parvifolia,Sphaeralcea parvifolia,-112.2565,37.2634,2003-08-05
TM2,6,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus greenei,Chrysothamnus greenei,-112.2565,37.2634,2003-09-05
TM2,3,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-112.2565,37.2634,2003-09-05
TM2,2,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus greenei,Chrysothamnus greenei,-112.2565,37.2634,2003-09-24
TM2,3,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-112.2565,37.2634,2003-09-24
101A00,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.5353,37.7808,2002-05-13
101A00,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.5353,37.7808,2002-06-18
101A00,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Melilotus alba,Melilotus alba,-111.5353,37.7808,2001-07-23
101A00,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea coccinea,Sphaeralcea coccinea,-111.5353,37.7808,2001-07-23
101A00,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia polyacantha,Opuntia polyacantha,-111.5353,37.7808,2002-05-24
101A00,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea coccinea,Sphaeralcea coccinea,-111.5353,37.7808,2002-05-24
101A00,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Lepidium montanum,Lepidium montanum,-111.5353,37.7808,2001-04-30
101B00,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea coccinea,Sphaeralcea coccinea,-111.5326,37.7787,2001-08-06
101B00,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.5326,37.7787,2001-07-23
101B00,0,6,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia polyacantha,Opuntia polyacantha,-111.5326,37.7787,2002-05-24
101B00,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Lepidium montanum,Lepidium montanum,-111.5326,37.7787,2001-05-28
300D,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea grossulariifolia,Sphaeralcea grossulariifolia,-111.4677,37.2207,2002-05-16
10A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.4078,37.5068,2000-08-15
10A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Penstemon confusus,Penstemon confusus,-111.4078,37.5068,2001-06-18
10B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio multilobatus,Senecio multilobatus,-111.4069,37.5085,2000-06-06
21A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Heterotheca villosa,Heterotheca villosa,-111.3544,37.8506,2003-06-02
21A99,0,5,Agapostemon angelicus,Agapostemon angelicus/texanus,Salix exigua,Salix exigua,-111.3544,37.8506,2002-05-06
21A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Hymenopappus filifolius,Hymenopappus filifolius,-111.3544,37.8506,2001-06-07
21A99,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.3544,37.8506,2000-06-08
21A99,0,4,Agapostemon angelicus,Agapostemon angelicus/texanus,Melilotus officinalis,Melilotus officinalis,-111.3544,37.8506,2002-06-17
21A99,0,4,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.3544,37.8506,2002-06-17
21A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.3544,37.8506,2002-05-20
21A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Melilotus alba,Melilotus alba,-111.3544,37.8506,2002-07-29
21B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea grossulariifolia,Sphaeralcea grossulariifolia,-111.354,37.8474,2002-06-06
21B99,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Salix exigua,Salix exigua,-111.354,37.8474,2002-05-06
21B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Asclepias,Asclepias sp.,-111.354,37.8474,2000-08-08
21B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Grindelia squarrosa,Grindelia squarrosa,-111.354,37.8474,2000-08-08
21B99,0,4,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea coccinea,Sphaeralcea coccinea,-111.354,37.8474,2000-06-08
21B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea grossulariifolia,Sphaeralcea grossulariifolia,-111.354,37.8474,2000-06-08
21B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Heterotheca villosa,Heterotheca villosa,-111.354,37.8474,2002-10-09
21B99,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Melilotus officinalis,Melilotus officinalis,-111.354,37.8474,2002-06-17
2B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Brassicaceae,Brassicaceae sp.,-111.349,37.5068,2001-06-04
2B98,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia polyacantha,Opuntia polyacantha,-111.349,37.5068,2001-05-21
2B98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia,Opuntia sp.,-111.349,37.5068,2001-05-21
2B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Helianthus petiolaris,Helianthus petiolaris,-111.349,37.5068,2001-08-23
2B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Cleome lutea,Cleome lutea,-111.349,37.5068,2001-07-23
2B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Salsola pestifer,Salsola pestifer,-111.349,37.5068,2001-07-23
2B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus,Chrysothamnus sp.,-111.349,37.5068,2001-09-29
2A98,4,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Helianthus petiolaris,Helianthus petiolaris,-111.3435,37.5102,2001-07-04
2A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sclerocactus whipplei,Sclerocactus whipplei,-111.3435,37.5102,2001-05-07
2A98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Helianthus petiolaris,Helianthus petiolaris,-111.3435,37.5102,2001-08-23
2A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Helianthus petiolaris,Helianthus petiolaris,-111.3435,37.5102,2001-07-23
10A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Poliomintha incana,Poliomintha incana,-111.3269,37.5584,2000-05-05
10A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Cryptantha flava,Cryptantha flava,-111.3269,37.5584,2000-05-08
10A98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Sclerocactus whipplei,Sclerocactus whipplei,-111.3269,37.5584,2000-05-08
10A98,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia erinacea,Opuntia erinacea,-111.3269,37.5584,2000-05-22
10B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Phacelia heterophylla,Phacelia heterophylla,-111.3236,37.5608,2000-05-05
10B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Oenothera,Oenothera sp.,-111.3236,37.5608,2001-05-07
10B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.3236,37.5608,2000-05-22
5B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.322,37.5452,2001-07-04
5B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio,Senecio sp.,-111.322,37.5452,2001-06-04
5B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.322,37.5452,2001-06-04
5B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.322,37.5452,2000-06-05
5B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.322,37.5452,2000-08-16
5B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.322,37.5452,2001-09-17
5B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Calochortus aureus,Calochortus aureus,-111.322,37.5452,2001-05-21
5B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.322,37.5452,2000-05-22
5B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Lepidium,Lepidium sp.,-111.322,37.5452,2001-08-23
19A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Melilotus officinalis,Melilotus officinalis,-111.317,37.8651,2000-08-02
19A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Erigeron compositus,Erigeron compositus,-111.317,37.8651,2000-06-08
19A99,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Aster chilensis,Aster chilensis,-111.317,37.8651,2000-09-15
19A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.317,37.8651,2000-05-26
19A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus,Chrysothamnus sp.,-111.317,37.8651,2000-08-31
19A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Melilotus alba,Melilotus alba,-111.317,37.8651,2000-08-31
17B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia polyacantha,Opuntia polyacantha,-111.2783,37.9022,2000-05-26
17A99,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia,Opuntia sp.,-111.2773,37.8994,2000-05-26
17A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Poliomintha incana,Poliomintha incana,-111.2773,37.8994,2000-05-26
64B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Gilia gunnisonii,Gilia gunnisonii,-111.2309,37.4833,2003-07-01
64B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Helianthus annuus,Helianthus annuus,-111.2309,37.4833,2003-07-01
64B98,3,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Helianthus petiolaris,Helianthus petiolaris,-111.2309,37.4833,2003-07-01
64B98,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Gilia,Gilia sp.,-111.2309,37.4833,2001-07-05
64B98,4,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Psoralea lanceolata,Psoralea lanceolata,-111.2309,37.4833,2000-06-05
64B98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Sclerocactus whipplei,Sclerocactus whipplei,-111.2309,37.4833,2001-05-08
64B98,4,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Helianthus petiolaris,Helianthus petiolaris,-111.2309,37.4833,2001-06-18
64A98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Psorothamnus fremontii,Psorothamnus fremontii,-111.2289,37.4796,2001-06-05
64A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Calochortus aureus,Calochortus aureus,-111.2289,37.4796,2001-05-08
64A98,6,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Helianthus petiolaris,Helianthus petiolaris,-111.2289,37.4796,2001-06-18
64A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Psorothamnus fremontii,Psorothamnus fremontii,-111.2289,37.4796,2000-05-22
64A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia polyacantha,Opuntia polyacantha,-111.2289,37.4796,2001-05-22
29A98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Poliomintha incana,Poliomintha incana,-111.2205,37.4798,2000-05-01
29A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Lepidium montanum,Lepidium montanum,-111.2205,37.4798,2001-06-05
29A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia,Opuntia sp.,-111.2205,37.4798,2001-05-22
29A98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Grindelia squarrosa,Grindelia squarrosa,-111.2205,37.4798,2001-08-25
103A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia erinacea,Opuntia erinacea,-111.2135,37.346,2001-06-14
103A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea,Sphaeralcea sp.,-111.2135,37.346,2001-06-14
48A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sclerocactus whipplei,Sclerocactus whipplei,-111.1788,37.5322,2002-05-07
7B99,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Mahonia fremontii,Mahonia fremontii,-111.1682,37.7876,2002-05-06
7B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Stanleya pinnata,Stanleya pinnata,-111.1682,37.7876,2001-06-07
7B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Stephanomeria spinosa,Stephanomeria spinosa,-111.1682,37.7876,2001-08-10
7B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1682,37.7876,2000-09-14
7B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Asteraceae,Asteraceae sp. (yellow),-111.1682,37.7876,2000-05-25
7B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia,Opuntia sp.,-111.1682,37.7876,2000-05-25
22A98,4,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Aster chilensis,Aster chilensis,-111.1573,37.3229,2000-08-11
22A98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Cirsium,Cirsium sp.,-111.1573,37.3229,2000-08-11
22A98,2,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Cleome lutea,Cleome lutea,-111.1573,37.3229,2000-08-11
22A98,13,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1573,37.3229,2000-08-11
22A98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Aster chilensis,Aster chilensis,-111.1573,37.3229,2000-08-22
22A98,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1573,37.3229,2000-08-22
22A98,2,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Erigeron utahensis,Erigeron utahensis,-111.1573,37.3229,2000-07-27
22A98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Penstemon eatonii,Penstemon eatonii,-111.1573,37.3229,2000-07-27
22A98,2,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1573,37.3229,2000-07-27
84B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Phacelia hastata,Phacelia hastata,-111.1571,37.2983,2002-06-05
84B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1571,37.2983,2000-08-10
84B98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1571,37.2983,2000-08-23
78A98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia polyacantha,Opuntia polyacantha,-111.155,37.3221,2002-06-05
78A98,5,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.155,37.3221,2000-08-11
78A98,4,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.155,37.3221,2000-07-27
80A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Oenothera caespitosa,Oenothera caespitosa,-111.1505,37.2931,2000-05-31
80A98,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia,Opuntia sp.,-111.1505,37.2931,2000-05-31
22B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia polyacantha,Opuntia polyacantha,-111.1488,37.3221,2000-06-15
22B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio multilobatus,Senecio multilobatus,-111.1488,37.3221,2000-06-15
22B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Erigeron utahensis,Erigeron utahensis,-111.1488,37.3221,2000-07-27
22B98,3,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1488,37.3221,2000-07-27
22B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio multilobatus,Senecio multilobatus,-111.1488,37.3221,2000-05-31
86A98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Cryptantha flava,Cryptantha flava,-111.1456,37.3001,2000-05-16
86A98,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Erysimum asperum,Erysimum asperum,-111.1456,37.3001,2000-05-16
66B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1437,37.3066,2000-08-10
66B98,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1437,37.3066,2000-08-22
66B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Gutierrezia sarothrae,Gutierrezia sarothrae,-111.1437,37.3066,2000-07-26
66B98,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Calochortus aureus,Calochortus aureus,-111.1437,37.3066,2001-06-29
66B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Brassicaceae,Brassicaceae sp.,-111.1437,37.3066,2001-05-30
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Marrubium vulgare,Marrubium vulgare,-111.1437,37.3019,2002-06-05
86B98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea grossulariifolia,Sphaeralcea grossulariifolia,-111.1437,37.3019,2002-06-05
86B98,1,5,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1437,37.3019,2000-09-07
86B98,2,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1437,37.3019,2000-08-10
86B98,32,6,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1437,37.3019,2000-08-10
86B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Marrubium vulgare,Marrubium vulgare,-111.1437,37.3019,2000-06-16
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Lupinus,Lupinus sp.,-111.1437,37.3019,2000-05-16
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Taraxacum officinale,Taraxacum officinale,-111.1437,37.3019,2000-05-16
86B98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1437,37.3019,2000-09-19
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea,Sphaeralcea sp.,-111.1437,37.3019,2002-06-20
86B98,3,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1437,37.3019,2000-08-22
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Heterotheca villosa,Heterotheca villosa,-111.1437,37.3019,2000-07-26
86B98,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Ribes leptanthum,Ribes leptanthum,-111.1437,37.3019,2002-04-29
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Achillea millefolium,Achillea millefolium,-111.1437,37.3019,2001-06-29
86B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia,Opuntia sp.,-111.1437,37.3019,2000-05-31
23A99,5,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1445,37.9682,2000-09-14
23A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Brassicaceae,Brassicaceae sp.,-111.1445,37.9682,2000-05-25
23A99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Melilotus officinalis,Melilotus officinalis,-111.1445,37.9682,2000-05-25
85A98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1424,37.2912,2000-08-10
85A98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1424,37.2912,2000-08-10
85A98,0,2,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia erinacea,Opuntia erinacea,-111.1424,37.2912,2000-05-30
85A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio multilobatus,Senecio multilobatus,-111.1424,37.2912,2000-05-30
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Cirsium,Cirsium sp.,-111.1414,37.2911,2000-07-07
85B98,5,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Potentilla gracilis,Potentilla gracilis,-111.1414,37.2911,2000-07-07
85B98,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1414,37.2911,2000-09-07
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Cirsium vulgare,Cirsium vulgare,-111.1414,37.2911,2000-08-10
85B98,5,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Gutierrezia sarothrae,Gutierrezia sarothrae,-111.1414,37.2911,2000-08-10
85B98,8,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1414,37.2911,2000-08-10
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Potentilla gracilis,Potentilla gracilis,-111.1414,37.2911,2001-06-15
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Sphaeralcea coccinea,Sphaeralcea coccinea,-111.1414,37.2911,2001-06-15
85B98,5,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Asteraceae,Asteraceae sp.,-111.1414,37.2911,2000-06-16
85B98,1,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Asteraceae,Asteraceae sp. (yellow),-111.1414,37.2911,2000-06-16
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Cirsium,Cirsium sp.,-111.1414,37.2911,2000-06-16
85B98,4,13,Agapostemon angelicus,Agapostemon angelicus/texanus,Ranunculus sceleratus,Ranunculus sceleratus,-111.1414,37.2911,2000-06-16
85B98,0,3,Agapostemon angelicus,Agapostemon angelicus/texanus,Taraxacum officinale,Taraxacum officinale,-111.1414,37.2911,2000-05-16
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Crepis,Crepis sp.,-111.1414,37.2911,2001-07-20
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Machaeranthera canescens,Machaeranthera canescens,-111.1414,37.2911,2001-08-22
85B98,5,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1414,37.2911,2000-08-23
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Crepis,Crepis sp.,-111.1414,37.2911,2001-06-28
85B98,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Potentilla gracilis,Potentilla gracilis,-111.1414,37.2911,2001-06-28
85B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Thelypodiopsis divaricata,Thelypodiopsis divaricata,-111.1414,37.2911,2001-05-30
85B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Erigeron bellidiastrum,Erigeron bellidiastrum,-111.1414,37.2911,2003-07-31
3A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Calochortus aureus,Calochortus aureus,-111.1351,37.3002,2001-06-15
3A98,3,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1351,37.3002,2000-09-19
3B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Erigeron pumilus,Erigeron pumilus,-111.1278,37.2995,2002-06-05
3B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio multilobatus,Senecio multilobatus,-111.1278,37.2995,2002-06-05
3B98,4,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1278,37.2995,2000-09-07
3B98,12,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1278,37.2995,2000-08-11
3B98,1,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus parryi,Chrysothamnus parryi,-111.1278,37.2995,2003-08-15
3B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Achillea millefolium,Achillea millefolium,-111.1278,37.2995,2001-07-19
3B98,3,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1278,37.2995,2000-08-23
3B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio multilobatus,Senecio multilobatus,-111.1278,37.2995,2002-05-23
3B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus,Chrysothamnus sp.,-111.1278,37.2995,2002-09-25
3B98,3,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1278,37.2995,2000-07-27
3B98,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Senecio spartioides,Senecio spartioides,-111.1278,37.2995,2000-07-27
7B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.1256,37.3904,2000-09-20
82B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Symphoricarpos oreophilus,Symphoricarpos oreophilus,-111.121,37.2866,2001-05-30
53A98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Opuntia polyacantha,Opuntia polyacantha,-111.1149,37.3729,2001-05-22
53B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Stanleya pinnata,Stanleya pinnata,-111.1126,37.3793,2001-06-05
53B98,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Gilia,Gilia sp.,-111.1126,37.3793,2001-06-18
7A99,1,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Penstemon confusus,Penstemon confusus,-111.1092,37.828,2001-07-03
8B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.0702,37.6429,2000-09-04
8B99,8,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Chrysothamnus nauseosus,Chrysothamnus nauseosus,-111.0702,37.6429,2001-10-05
8B99,9,0,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.0702,37.6429,2000-06-09
8B99,0,1,Agapostemon angelicus,Agapostemon angelicus/texanus,Tamarix,Tamarix sp.,-111.0702,37.6429,2002-05-20
